MC_cycle,Potentiel_energy (kJ/mol)
694.0,-154296.87896407477
695.0,-154294.00644202242
696.0,-154293.33743312667
697.0,-154294.64640654338
698.0,-154295.9007874866
699.0,-154295.9007874866
700.0,-154303.5585304323
701.0,-154301.20174877797
702.0,-154299.36764277806
703.0,-154299.1565626922
704.0,-154295.85575364993
705.0,-154290.54881235748
706.0,-154293.2300859967
707.0,-154295.34956201617
708.0,-154298.00657299755
709.0,-154301.26443141783
710.0,-154301.7990878807
711.0,-154302.58726198517
712.0,-154303.52456573915
713.0,-154302.43188244
714.0,-154302.28595012988
715.0,-154302.34068909253
716.0,-154302.34068909253
717.0,-154301.3984651869
718.0,-154302.85569891223
719.0,-154302.85569891223
720.0,-154300.51398340764
721.0,-154297.11767864012
722.0,-154292.3702443111
723.0,-154292.0815864343
724.0,-154288.03961311135
725.0,-154287.3682513462
726.0,-154287.56945835816
727.0,-154289.4734843436
728.0,-154288.3552010193
729.0,-154293.32674764493
730.0,-154290.72946109404
731.0,-154277.95103569704
732.0,-154291.34807144405
733.0,-154291.34807144405
734.0,-154291.34807144405
735.0,-154291.93451732775
736.0,-154285.39994163925
737.0,-154276.54589998315
738.0,-154273.04092650034
739.0,-154271.16329361798
740.0,-154280.78104190025
741.0,-154270.0562740717
742.0,-154271.4613492807
743.0,-154282.92953721015
744.0,-154301.10202160748
745.0,-154301.0859625857
746.0,-154300.8483973169
747.0,-154300.8589716613
748.0,-154306.88668921994
749.0,-154306.5629743853
750.0,-154306.5629743853
751.0,-154291.67043302962
752.0,-154291.61676287823
753.0,-154306.28757762886
754.0,-154304.1505287154
755.0,-154304.1505287154
756.0,-154304.1505287154
757.0,-154304.2814639173
758.0,-154301.4317062669
759.0,-154301.60213358793
760.0,-154301.6271714446
761.0,-154297.49650658225
762.0,-154299.5086611801
763.0,-154299.07084516366
764.0,-154298.95244779525
765.0,-154299.88589569202
766.0,-154302.35329775547
767.0,-154304.56483609157
768.0,-154298.18950037874
769.0,-154303.66311782232
770.0,-154302.94851266715
771.0,-154302.94851266715
772.0,-154296.35076615697
773.0,-154295.08468297037
774.0,-154294.99449681057
775.0,-154294.99449681057
776.0,-154296.67257932218
777.0,-154298.54408210985
778.0,-154297.58923075712
779.0,-154296.87004372955
780.0,-154296.7272801638
781.0,-154294.10965004354
782.0,-154295.8547453429
783.0,-154295.145859455
784.0,-154294.32639892993
785.0,-154296.83847079056
786.0,-154292.62394059487
787.0,-154300.0919759989
788.0,-154296.75302596253
789.0,-154295.48328666878
790.0,-154296.1621177458
791.0,-154293.79774684733
792.0,-154294.37683102457
793.0,-154294.37683102457
794.0,-154292.01264839695
795.0,-154292.9325428161
796.0,-154294.728247052
797.0,-154294.728247052
798.0,-154297.2637643057
799.0,-154299.12852576002
800.0,-154299.2088389164
801.0,-154300.2777286723
802.0,-154300.2777286723
803.0,-154303.18018072713
804.0,-154302.78482063932
805.0,-154298.9690930864
806.0,-154297.082044318
807.0,-154294.89300238944
808.0,-154292.9801962311
809.0,-154294.64018406963
810.0,-154298.40049826915
811.0,-154296.51568455267
812.0,-154294.20920472764
813.0,-154294.20920472764
814.0,-154294.20920472764
815.0,-154294.24773361403
816.0,-154296.1897949712
817.0,-154287.83320808792
818.0,-154283.7658072813
819.0,-154283.96385443112
820.0,-154291.687276573
821.0,-154292.2446094559
822.0,-154294.2879886733
823.0,-154296.15905226872
824.0,-154292.71681244322
825.0,-154289.45890700517
826.0,-154290.38177350548
827.0,-154287.20798874964
828.0,-154296.59325273192
829.0,-154298.93065455867
830.0,-154295.17881523742
831.0,-154295.13863838272
832.0,-154291.17707584848
833.0,-154292.13751492943
834.0,-154292.70926700885
835.0,-154292.65174556014
836.0,-154294.9425276921
837.0,-154296.0085183642
838.0,-154301.112346
839.0,-154305.63208044812
840.0,-154305.77427781004
841.0,-154305.06823635907
842.0,-154305.07471171836
843.0,-154303.36860237282
844.0,-154300.54939425003
845.0,-154300.54939425003
846.0,-154303.5826367172
847.0,-154304.5547771531
848.0,-154303.54778180082
849.0,-154300.60470886654
850.0,-154301.3057496566
851.0,-154303.75858000657
852.0,-154301.66195658647
853.0,-154305.05198567908
854.0,-154303.71649187375
855.0,-154306.10392001926
856.0,-154299.3454505875
857.0,-154299.841774918
858.0,-154299.841774918
859.0,-154299.33139623274
860.0,-154300.45170156713
861.0,-154301.23169283813
862.0,-154305.52466989477
863.0,-154302.56310601078
864.0,-154301.45575123312
865.0,-154299.44724711956
866.0,-154299.97239961268
867.0,-154299.97239961268
868.0,-154299.35304747274
869.0,-154300.67530472644
870.0,-154294.4804614161
871.0,-154296.4225786937
872.0,-154295.88814685063
873.0,-154295.00492197456
874.0,-154295.29616306289
875.0,-154298.37523215593
876.0,-154302.43048876026
877.0,-154297.34673559718
878.0,-154297.14839398544
879.0,-154298.5300827431
880.0,-154286.21314948067
881.0,-154284.45623968323
882.0,-154288.94029140528
883.0,-154290.2914050511
884.0,-154292.99707512057
885.0,-154291.4405153411
886.0,-154294.11331642006
887.0,-154297.4217689999
888.0,-154292.82639122612
889.0,-154292.82639122612
890.0,-154293.2590397985
891.0,-154294.46793991874
892.0,-154294.08580906998
893.0,-154300.31304118698
894.0,-154296.335341483
895.0,-154302.58358863753
896.0,-154302.96053030115
897.0,-154301.38677573216
898.0,-154300.76755175524
899.0,-154302.2008923912
900.0,-154303.7685258505
901.0,-154299.66651009343
902.0,-154300.5483748274
903.0,-154300.5483748274
904.0,-154303.72919430377
905.0,-154302.77885244676
906.0,-154303.66912341263
907.0,-154304.46303318837
908.0,-154302.444511524
909.0,-154304.35818067784
910.0,-154303.7574962929
911.0,-154300.02058838017
912.0,-154300.02058838017
913.0,-154300.095762457
914.0,-154300.095762457
915.0,-154300.1911387899
916.0,-154300.10633576836
917.0,-154304.11842255606
918.0,-154304.09334810855
919.0,-154307.58102858876
920.0,-154308.02339231453
921.0,-154307.84881417395
922.0,-154307.84881417395
923.0,-154307.25775980088
924.0,-154306.80135575958
925.0,-154306.80135575958
926.0,-154306.99663318388
927.0,-154301.8315319372
928.0,-154302.22651733464
929.0,-154299.75343394946
930.0,-154299.2468445519
931.0,-154300.0572777644
932.0,-154300.1812374791
933.0,-154300.680718498
934.0,-154300.85836012536
935.0,-154299.22256877177
936.0,-154295.77365007045
937.0,-154295.39542096984
938.0,-154294.973865111
939.0,-154296.54226659937
940.0,-154296.54226659937
941.0,-154299.00306947753
942.0,-154297.31574440264
943.0,-154293.38295733256
944.0,-154293.2513956711
945.0,-154298.4406637112
946.0,-154298.4406637112
947.0,-154298.8638258917
948.0,-154297.29580019918
949.0,-154294.69992296482
950.0,-154294.58676119836
951.0,-154295.46059982493
952.0,-154297.07002805563
953.0,-154294.2215696782
954.0,-154294.2215696782
955.0,-154300.23254500396
956.0,-154299.86184970435
957.0,-154300.12270321872
958.0,-154299.14843414654
959.0,-154298.67453191584
960.0,-154294.49975687795
961.0,-154299.79287741106
962.0,-154300.73371404456
963.0,-154300.2201165713
964.0,-154300.8393341047
965.0,-154304.8859669212
966.0,-154300.269716645
967.0,-154300.269716645
968.0,-154299.06419831622
969.0,-154290.71013449793
970.0,-154288.98989525659
971.0,-154290.9949811914
972.0,-154291.72291746855
973.0,-154291.72291746855
974.0,-154291.95099529345
975.0,-154292.20026735915
976.0,-154292.8285833415
977.0,-154288.5170074867
978.0,-154290.23173170394
979.0,-154289.27104052252
980.0,-154297.03149211756
981.0,-154298.847674528
982.0,-154298.54246226762
983.0,-154298.56799708036
984.0,-154299.20860400505
985.0,-154299.23438314875
986.0,-154299.23438314875
987.0,-154299.80786252496
988.0,-154299.80786252496
989.0,-154299.80786252496
990.0,-154287.59942691907
991.0,-154287.59942691907
992.0,-154293.61439847297
993.0,-154293.4074332983
994.0,-154284.91830309932
995.0,-154285.5251030562
996.0,-154282.06148114728
997.0,-154281.5124476883
998.0,-154282.52875999702
999.0,-154291.96190371667
1000.0,-154290.99561406448
1001.0,-154286.09782864695
1002.0,-154286.09782864695
1003.0,-154277.63713809333
1004.0,-154282.020706816
1005.0,-154281.59519635787
1006.0,-154284.67913643114
1007.0,-154286.48761796328
1008.0,-154290.12847625374
1009.0,-154297.63272168575
1010.0,-154296.21321335717
1011.0,-154296.50765560844
1012.0,-154298.23772966966
1013.0,-154297.4018238107
1014.0,-154297.80692279624
1015.0,-154297.77127076543
1016.0,-154301.31036700204
1017.0,-154300.46514148667
1018.0,-154302.0401341728
1019.0,-154300.57935954357
1020.0,-154299.84321032697
1021.0,-154298.69622685405
1022.0,-154292.50650479936
1023.0,-154292.50650479936
1024.0,-154292.50650479936
1025.0,-154297.4678040814
1026.0,-154287.72859556339
1027.0,-154293.33775503476
1028.0,-154293.5388436981
1029.0,-154293.873837393
1030.0,-154291.95504092248
1031.0,-154292.2342744396
1032.0,-154289.22841113762
1033.0,-154288.1630417064
1034.0,-154294.92751329567
1035.0,-154298.1358132368
1036.0,-154298.1358132368
1037.0,-154298.1358132368
1038.0,-154300.33380187285
1039.0,-154298.62854680687
1040.0,-154293.45958953223
1041.0,-154293.0023680198
1042.0,-154295.79665023892
1043.0,-154295.37513708748
1044.0,-154294.71580806107
1045.0,-154294.27225966088
1046.0,-154298.34713462112
1047.0,-154298.88786397202
1048.0,-154295.39303698647
1049.0,-154289.55162646857
1050.0,-154291.03991280557
1051.0,-154294.3425779577
1052.0,-154290.3320934461
1053.0,-154288.52163162778
1054.0,-154286.8477732744
1055.0,-154286.91744307886
1056.0,-154288.00133006123
1057.0,-154294.97911200672
1058.0,-154291.71834685552
1059.0,-154294.63243481683
1060.0,-154296.70020509337
1061.0,-154298.78189099816
1062.0,-154300.0059563483
1063.0,-154298.78641706464
