1.000000000000000082e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.389495494373139991e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.930697728883249930e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.682695795279730101e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.727593720314940174e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.179474679231219953e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.196856730011530348e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000048e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.389495494373140059e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.930697728883250133e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.682695795279729897e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.727593720314940039e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.179474679231219547e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.196856730011530348e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000021e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.389495494373140004e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.930697728883250079e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.682695795279729789e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.727593720314950013e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.179474679231219764e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.196856730011530132e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000021e-02,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.389495494373140135e-02,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.930697728883249906e-02,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.682695795279730136e-02,7.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.727593720314950620e-02,7.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
5.179474679231220458e-02,9.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
7.196856730011519376e-02,1.600000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00
1.000000000000000056e-01,1.800000000000000000e+01,0.000000000000000000e+00,3.000000000000000000e+00
1.389495494373139961e-01,2.900000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e+00
1.930697728883249975e-01,4.600000000000000000e+01,1.000000000000000000e+00,7.000000000000000000e+00
2.682695795279730344e-01,6.300000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+01
3.727593720314940073e-01,8.200000000000000000e+01,2.000000000000000000e+00,1.200000000000000000e+01
5.179474679231219625e-01,1.000000000000000000e+02,4.000000000000000000e+00,1.800000000000000000e+01
7.196856730011520487e-01,1.370000000000000000e+02,9.000000000000000000e+00,2.700000000000000000e+01
1.000000000000000000e+00,1.440000000000000000e+02,2.200000000000000000e+01,4.600000000000000000e+01
1.389495494373140128e+00,1.540000000000000000e+02,3.600000000000000000e+01,6.700000000000000000e+01
1.930697728883250086e+00,1.590000000000000000e+02,4.900000000000000000e+01,9.100000000000000000e+01
2.682695795279730344e+00,1.620000000000000000e+02,5.100000000000000000e+01,1.040000000000000000e+02
3.727593720314940295e+00,1.640000000000000000e+02,6.200000000000000000e+01,1.430000000000000000e+02
5.179474679231219625e+00,1.690000000000000000e+02,7.100000000000000000e+01,1.740000000000000000e+02
7.196856730011540471e+00,1.710000000000000000e+02,7.200000000000000000e+01,2.330000000000000000e+02
1.000000000000000000e+01,1.670000000000000000e+02,7.800000000000000000e+01,3.260000000000000000e+02
1.389495494373140083e+01,1.700000000000000000e+02,1.370000000000000000e+02,7.260000000000000000e+02
1.930697728883249908e+01,1.750000000000000000e+02,1.470000000000000000e+02,9.920000000000000000e+02
2.682695795279730078e+01,1.720000000000000000e+02,1.480000000000000000e+02,1.029000000000000000e+03
3.727593720314950332e+01,1.790000000000000000e+02,1.510000000000000000e+02,1.041000000000000000e+03
5.179474679231199730e+01,1.770000000000000000e+02,1.450000000000000000e+02,1.067000000000000000e+03
7.196856730011531056e+01,1.750000000000000000e+02,1.660000000000000000e+02,1.075000000000000000e+03
1.000000000000000000e+02,1.810000000000000000e+02,1.610000000000000000e+02,1.071000000000000000e+03
