Structures,K_Xe_widom,dK_Xe_widom,H_Xe_0_widom,dH_Xe_0_widom
1499489-acs.cgd.6b01265_1499490_clean,0.000853516,8.28779e-06,-30.785767012617704,0.05564119073433518
ABAVIJ_clean,0.00312419,6.15176e-05,-41.17403072720075,0.019641574709839123
ABAVOP_clean,1.43997e-09,2.60445e-11,-7.451034776069254,0.06193069173505372
ABAYIO_clean,0.000333535,4.66459e-06,-32.84826461123276,0.04463985393478589
ABAYOU_clean,0.000326978,3.01026e-06,-32.589452928026404,0.02419649145696182
ABEFUL_clean,0.00610249,7.80482e-05,-41.84225754211303,0.03392334784789563
ABEMIF_clean,0.000172218,1.37379e-06,-25.35658600639202,0.021848393762361303
ABESUX_clean,1.45756e-05,6.02762e-08,-21.10183271252236,0.012326420830234351
ABETAE_clean,1.40466e-05,5.09139e-08,-20.90721745450746,0.012138845151750418
ABEXEM_clean,5.11504e-05,3.88444e-07,-26.44744536124453,0.03334619206446277
ABEXEN_clean,0.000138673,1.95473e-06,-25.420218495406484,0.04699787022040075
ABEXIQ_clean,4.99975e-05,4.43613e-07,-26.79091103841719,0.031405479952214856
ABEXOW_clean,5.07607e-05,4.56539e-07,-27.02231634456433,0.031066765139608682
ABEXUC_clean,5.16469e-05,6.80575e-07,-27.309797637736118,0.01907161178464615
ABEYAJ_clean,5.28626e-05,4.65328e-07,-27.699710029573303,0.02661147797150057
ABEYEN_clean,5.1044e-05,4.75864e-07,-27.831080929720613,0.02946766538778561
ABEYIR,5.0742e-05,3.3198e-07,-27.989648893222494,0.026020155732281634
ABEYIR_clean,5.05557e-05,9.21283e-07,-27.98571104342707,0.036072255876745535
ABIXOZ_clean,4.37549e-06,1.80239e-08,-16.128647229568145,0.013248232845644001
ABIYIV,6.63469e-05,1.25093e-06,-30.009502008251292,0.04083469743030553
ABIYIV_clean,6.63469e-05,1.25093e-06,-30.009502008251292,0.04083469744277723
ABULOB_clean,0.000919757,5.31272e-06,-32.68792788454316,0.015580689148676758
ABUWOJ_clean,0.00018733,1.40375e-06,-27.451053503655306,0.021772976986853935
ac403674p_si_001_clean,3.26697e-05,8.29587e-08,-21.18403222482997,0.02518164913727754
ACAJIY_clean,0.000550966,6.78595e-06,-35.466211311959995,0.010829828370262511
ACAJIZ_clean,0.00023698,1.00162e-06,-27.45914015750402,0.0182245592324299
ACAJOF_clean,0.000142564,1.31943e-06,-26.600519877047095,0.031001603325015326
ACAKUM,8.27433e-05,5.43318e-07,-29.465827304627414,0.01759785279125958
ACAKUM_clean,8.27433e-05,5.43318e-07,-29.465827304627414,0.01759785277629355
ACALIB_clean,3.6684e-06,6.25352e-08,-25.562939657136475,0.06374680376946432
ACECIV_ion_b,8.34291e-05,3.13148e-06,-36.512602632172296,0.06180326016198312
ACIBIY_clean,0.000103308,1.03047e-06,-28.69007319317383,0.01632552997405326
ACIBOE_clean,8.31069e-05,7.03685e-07,-22.791163698085263,0.024607875018732298
ACMPCD_clean,8.28687e-06,1.10181e-07,-21.744780098972296,0.016402289892795355
ACODED,0.00118903,1.23701e-05,-31.856570058731243,0.01713790525734501
ACODON_clean,0.000293414,3.08598e-06,-27.999222725190705,0.043069441927530344
ACODUT_clean,0.0757147,0.000835509,-47.77783360917929,0.020442044069284186
ACOGAB_clean,0.00113336,7.73421e-06,-32.668238483250086,0.015706573904941994
ACOGEF_clean,0.00101965,7.72025e-06,-32.663677735809785,0.022127692928724733
ACOLEL_clean,1.08054e-05,1.36547e-06,-34.14324250620015,0.2674993355162191
ACOLIP_clean,0.000692422,1.07667e-05,-33.29575725465427,0.03553701221932209
ACOLOV_clean,9.82284e-05,1.37348e-07,-22.264168495474628,0.009421762355924979
ACOLUB_clean,0.000173374,1.60245e-06,-26.164024673020783,0.026154168717179738
acs.cgd.5b01554_VAGNUP1452791_clean,6.53201e-05,4.06935e-07,-23.599315892535692,0.02551690701666034
acs.cgd.5b01686_WAHFUJ1434675_clean,0.000129919,8.90275e-07,-28.444759332976957,0.01240557887612626
acs.cgd.6b00163_UKEBOD1448508_clean,0.0126148,0.000172515,-43.52644976527222,0.014713093757674966
acs.chemmater.6b02817_cm6b02817_si_004_clean,8.29848e-05,1.85565e-07,-21.131610673125422,0.0095958079634344
acs.chemrev.6b00346_cr6b00346_si_001_clean,4.41916e-05,1.259e-07,-19.810317506073474,0.009458971268965803
acscombsci.5b00188_24205_clean,0.00178098,9.26158e-06,-31.113682727795887,0.007822456218353563
acscombsci.5b00188_34903_clean,0.00561143,1.93255e-05,-33.911839832330394,0.004993149210279141
acscombsci.5b00188_5013797_clean,6.96109e-05,5.48373e-07,-20.582129019393587,0.032825107037253186
acscombsci.5b00188_5020072_clean,1.20452e-05,3.77023e-08,-13.54389711886512,0.0111137351058367
acscombsci.5b00188_5024922_clean,9.86551e-06,4.14063e-08,-11.967363261574798,0.01763200932788465
acscombsci.5b00188_5036495_clean,1.08692e-05,2.12499e-08,-11.653960963529583,0.009090647857619422
acscombsci.5b00188_5040209_clean,0.000590112,3.60174e-06,-30.34322456815495,0.01760976185880458
acscombsci.5b00188_8372_clean,1.56511e-05,6.08495e-08,-17.85199773381302,0.01946750250768957
acs.inorgchem.5b02108_ic5b02108_si_002_clean,0.000498792,2.5548e-06,-26.96218757273783,0.012122307040400612
acs.inorgchem.5b02316_ic5b02316_si_002_clean,0.222109,0.00511444,-51.15217692786401,0.044983847733571176
acs.inorgchem.5b02378_ic5b02378_si_002_clean,3.38254e-05,6.68287e-07,-32.11178421918146,0.07809756502533936
acs.inorgchem.5b02973_ic5b02973_si_002_clean,0.00305236,0.000162085,-44.73874004310625,0.10651784845194819
acs.inorgchem.6b00081_ic6b00081_si_001_clean,7.25288e-05,7.57529e-07,-25.336505084209676,0.029278146583635617
acs.inorgchem.6b00136_ic6b00136_si_002_clean,0.000844965,9.36179e-06,-36.250934620538864,0.022405176544873638
acs.inorgchem.6b00433_ic6b00433_si_002_clean,0.000318089,3.14059e-06,-28.440252729098557,0.02208378549465043
acs.inorgchem.6b00894_ic6b00894_si_002_clean,0.00171665,1.76311e-05,-32.671860034019126,0.019689789811288997
acs.inorgchem.6b00894_ic6b00894_si_003_clean,0.000754193,1.07818e-05,-33.76347006315974,0.02080094052794807
acs.inorgchem.6b01211_ic6b01211_si_002_clean,0.00067101,1.03897e-05,-32.86174677487148,0.035288015723083516
acs.inorgchem.6b01416_ic6b01416_si_004_clean,0.00117296,4.82467e-06,-30.867803921199854,0.010926205996657888
acs.inorgchem.6b01569_ic6b01569_si_002_clean,4.46321e-05,7.65097e-07,-24.18321039620657,0.072461150330049
acs.inorgchem.6b02407_ic6b02407_si_002_clean,0.000293291,5.7937e-07,-25.29326433544948,0.008480389690861765
acs.inorgchem.6b02407_ic6b02407_si_003_clean,0.000823574,4.89029e-06,-29.812286451463752,0.025822382490944918
acs.inorgchem.6b02514_ic6b02514_si_002_clean,3.76555e-05,2.5758e-07,-22.122809180345556,0.022518708030934163
acs.jchemed.6b00258_ed6b00258_si_005_clean,0.000130877,3.0726e-06,-33.595235037807385,0.038976468236900236
acs.jpcc.6b04690_jp6b04690_si_005_clean,0.180127,0.00565361,-51.989590230246094,0.021377469746781175
acs.jpcc.6b08594_UiO66_Ce2Zr4_opt_clean,0.000185003,9.63676e-07,-26.471099394516674,0.012989765404901224
acs.jpcc.6b08594_Zn2Cd6MOF5_opt_clean,8.65737e-06,1.66832e-08,-13.010125239551755,0.013284003786509601
ACUBAB_clean,5.03276e-05,3.22409e-07,-24.609927005730576,0.003428537851890504
ACUTOI_clean,0.000715625,5.01961e-06,-32.41588549488282,0.013662430609396967
ADABAK01_clean,1.10752e-05,3.28415e-07,-28.331150570815893,0.06433544347785657
ADABAK,9.70659e-06,5.51008e-07,-29.642262970695995,0.11569878766535042
ADABIS_clean,1.09785e-05,5.43125e-07,-31.09912710629518,0.035513483877343634
ADABUE_clean,0.000132594,2.81335e-06,-33.609928665134895,0.064867606062328
ADASIJ_clean,5.13315e-05,4.09851e-07,-19.810094045115296,0.047712204520826466
ADASOP_clean,6.26179e-05,2.8721e-07,-20.76154537341221,0.040665316460815386
ADASUV_clean,4.08446e-05,2.08878e-07,-18.71893942320173,0.0415791389985129
ADATOQ_clean,8.91499e-05,1.25796e-06,-26.255953848599596,0.07675267484802024
ADATUW_clean,7.88765e-05,1.50406e-06,-26.32255131848746,0.13535271172096794
ADAVAE_clean,0.000111342,2.89854e-06,-27.86327114717603,0.1386368167603985
ADAVEI_clean,9.47981e-05,2.2312e-06,-26.834917210925568,0.133143920960983
ADAVIM_clean,8.34438e-05,1.33253e-06,-25.927537794899905,0.1149531542089494
ADAXEK_clean,0.000721294,6.81125e-06,-30.527692201449554,0.019341334463548347
ADAXIO_clean,0.000939643,1.90184e-06,-30.69896660766603,0.006420752035043021
ADEGIA01_clean,0.000568585,5.95028e-06,-33.68161797083226,0.02075113302814588
ADEGIA_clean,0.000632321,5.97708e-06,-33.47449613604944,0.013842282071458349
ADIQEL_clean,0.00577503,3.56998e-05,-39.60965930824948,0.024229084467206008
ADOBAX,0.00013431,1.51702e-06,-30.018413487413895,0.013718995652939875
ADOBAX_charged,0.000134577,2.45415e-06,-30.022246022315503,0.020851484314987418
ADOBEB_charged,0.000135452,1.57324e-06,-30.059225178133314,0.00673406491551845
ADOBIF_clean,0.000108999,6.10281e-07,-28.204410052593854,0.007604548377514415
ADOBOL_charged,0.000153125,1.48656e-06,-30.831976328054534,0.012232133991866786
ADOBOL_clean,0.000153125,1.48656e-06,-30.831976328054534,0.012232133950294474
ADOBUR_charged,0.000155776,2.03054e-06,-30.951811757111194,0.023049959369425888
ADOCAY_charged,0.000159974,2.55554e-06,-31.02286384152298,0.01889514167235426
ADOCEC_clean,0.000114192,1.44317e-06,-28.189695520716842,0.021368795992121346
ADOCIG_charged,0.000159853,2.89159e-06,-31.14331858197895,0.017306562644096884
ADODAA_charged,2.18109e-05,1.12173e-07,-18.504178921443664,0.008823133454259065
ADODII_clean,0.000694903,5.40495e-06,-30.082479230701807,0.009201424812101332
ADODOO_clean,0.000935816,3.75113e-06,-31.01622367041453,0.0044633927065724855
ADODUU_clean,0.00105284,4.38013e-06,-31.39269569618067,0.0065206479337782865
ADOGEH_clean,0.00443934,3.27947e-05,-39.977189480764984,0.025647255577594653
ADUWIH_clean,7.22969e-05,2.04058e-07,-20.66433578503634,0.016112572198420605
AFEDIA_clean,4.23058e-13,2.48545e-14,8.320499142980927,0.05048698695508948
AFEJOK_ion_b,0.000241938,1.35548e-06,-25.989943858815703,0.018419850734717823
AFEKAX_clean,0.00207711,1.15761e-05,-30.844619674331074,0.049582692436524814
AFENEE_clean,0.000647275,1.47477e-05,-37.061842174776515,0.08273158102762024
AFIPAH_clean,4.63172e-05,3.74318e-07,-27.68426255963526,0.0154834385311442
AFITEP_clean,0.0011183,1.60708e-05,-33.659521556383105,0.045064559169682585
AFITIT_clean,0.00029833,2.92389e-06,-29.157484250597868,0.02979835961578065
AFITUF_clean,0.000166622,2.39967e-06,-28.083652211292417,0.04169678575195822
AFIXAO_clean,0.000360154,3.86346e-06,-31.49848283353223,0.03263116362613669
AFIXES_clean,0.000355183,5.70047e-06,-31.777386036566575,0.043788658669975195
AFOQUI_clean,2.88577e-05,6.84226e-07,-30.118211296916634,0.04935175306570986
AFOTOF_clean,0.000498171,1.46122e-05,-33.50966857228965,0.11569669447278003
AFOTUL_clean,0.000453953,4.91957e-06,-33.15595730106621,0.06478881979763204
AFOVAT_clean,0.000358546,1.05066e-05,-31.835067011100872,0.12626924209811152
AFOVEX_clean,0.000450982,8.01732e-06,-33.00877819390138,0.06685781656427556
AFOVIB_clean,0.000473386,1.35428e-05,-33.41998416358436,0.09975696874678955
AFOVOH_clean,0.000459219,1.18662e-05,-33.25102102489983,0.12706639701759356
AFOYAW_clean,0.000268315,1.64689e-06,-27.535449924951738,0.016485930752712222
AFOYEB_clean,0.000155976,8.80826e-07,-27.48159265936981,0.002488900931503828
AFOYIE_clean,4.21019e-05,1.63887e-07,-19.69049970795868,0.010812619146253682
AFOYOK_clean,7.16594e-05,3.8176e-07,-22.408452658307684,0.017718477881662493
AFUKAP_clean,0.000167241,6.94602e-07,-25.796176828224834,0.008700841509491082
AFUKET_clean,0.00370065,7.26156e-05,-39.47221704816712,0.06797365726476175
AFUKIX_clean,0.000119439,8.68522e-07,-24.685148525393895,0.02678338503603469
AFUPEX_clean,9.88408e-05,1.89258e-07,-24.106305864402778,0.012192126961171407
AGABIU_clean,6.95552e-06,1.54007e-08,-13.328222524971244,0.0077941621103784515
AGARUW_clean,5.12474e-05,9.47081e-08,-22.759319643160595,0.014035903931541884
AGAXOV_clean,5.04049e-05,1.30621e-07,-19.867567225440435,0.00910661751248581
AGAYIQ_clean,7.66824e-05,2.32114e-06,-34.32574681856272,0.07565259669329384
AGAYOW_clean,0.000469321,3.84682e-06,-31.91324341461322,0.017266089927833277
AGESIP_clean,1.41824e-08,3.28347e-10,-12.664721760505033,0.03404544605570726
AGIMOU_clean,0.000120165,2.23944e-06,-33.09840509492838,0.0722170550091453
AGIREP_clean,8.84121e-05,2.88186e-07,-22.72813689776937,0.022831648762714374
AGONAM_clean,0.00021229,7.30829e-07,-26.413270806778208,0.008456292029358665
AGONEQ_clean,7.49488e-05,1.83333e-07,-20.681745538439408,0.00536708622834138
AGUBUA_clean,0.000700637,4.27391e-06,-30.880963306303247,0.00797059715392991
AGUTUS_clean,5.48545e-10,4.71887e-11,-6.71072778656639,0.244089412669861
AGUVOO_charged,0.000167539,1.33137e-06,-26.855167623788404,0.03278428479095846
AGUWUV_clean,3.08142e-05,3.83276e-07,-27.780637815539933,0.020676276862763552
AHAMAY_clean,9.35835e-05,8.62915e-07,-31.23123763643285,0.029665841829009634
AHEBAS_clean,0.00169285,2.50414e-05,-34.38567991533828,0.044348680454499766
AHEQAH_clean,8.70057e-05,4.40877e-07,-21.728651512096196,0.02489144482068624
AHINIP_clean,0.000833633,1.22118e-05,-36.24822729278608,0.019761208148420157
AHIYOH_clean,0.00113195,8.59443e-06,-32.819332978554876,0.013339537027690647
AHIYUN_clean,1.05463,0.0238133,-54.944364486831944,0.11374325684518442
AHOBEG_clean,0.000246064,1.85295e-06,-31.414231634070806,0.004634962449200952
AHOJUC_clean,9.40358e-12,6.86376e-13,3.9743514124047183,0.0976751791741895
AHOKAJ_clean,4.00427e-12,2.57674e-13,5.87862493675483,0.11191006315722782
AHOKIR01_clean,0.000190987,3.82242e-06,-34.50983787416178,0.05325103658296867
AHOKIR_clean,4.57864e-05,7.3552e-07,-28.18538886446141,0.04142678251897535
AHOKOX_clean,3.56876e-05,1.89167e-07,-26.20972022793652,0.011672611876613503
AHOZAA_clean,0.00622711,4.27862e-05,-39.50215546871124,0.011062807580572693
AHUFIU_clean,2.4638e-05,6.98149e-08,-18.32402261126164,0.016076258197597653
AHUTIH01_clean,3.37176e-06,8.97348e-08,-24.58040426597514,0.055063524391347894
AHUTIH_clean,1.76476e-06,3.91544e-08,-22.694125337961246,0.04282173961980205
AJAKON_clean,0.000368766,4.4964e-06,-31.791619625271075,0.06595555513053669
AJAMEF_clean,0.000782948,1.22609e-05,-37.764632632974276,0.033948347637738706
AJAYIT_clean,0.000343395,3.13516e-06,-29.555022466334268,0.00912777870949651
AJIGIL_clean,0.000112051,1.26762e-06,-27.156131315122465,0.04179088176925146
AJINOY_clean,3.69568e-09,4.48896e-10,-13.917809356644316,0.27223783429008563
AJOTEY_clean,3.47228e-05,1.13997e-07,-19.970105752718954,0.003659136150977168
AJOVEB_clean,5.5072e-05,4.26602e-07,-26.66324575212221,0.02383759814698493
AJOXAA_clean,0.00019387,9.6485e-07,-26.070035058451552,0.012493675556333746
AJUNOK_clean,0.000478155,1.05858e-05,-33.22947193078523,0.04199567993414356
AKAYIV_clean,3.59638e-05,1.66172e-07,-20.229562136466612,0.010502653562003198
AKEDIF_clean,0.000816621,2.02043e-06,-29.52317358503034,0.006973556312271823
AKIXEZ_clean,11628.4,842.82,-85.8214121481299,0.18535723277706181
AKOBAF_clean,0.00164407,1.37199e-05,-34.739560437696724,0.02297184697612767
AKOHEO_clean,7.18202e-06,2.38997e-08,-19.637706083188096,0.007643637949663641
AKOXIJ_clean,0.0201874,0.000230662,-42.913251108719756,0.11539861046347245
AKUHOD01_clean,2.14245e-11,1.18847e-12,0.37312612065056655,0.11264878770177039
AKUHOD03_clean,2.30174e-11,4.57978e-13,0.0011239490351041294,0.11712378442656887
AKUHOD_clean,3.35858e-11,1.57317e-12,-0.7378905312419703,0.07267111700352961
AKUKUO_clean,0.000878335,7.46814e-06,-31.952693969377982,0.02416321935383739
ALAHUS_clean,7.66914e-05,2.5898e-07,-23.21534320248822,0.01811758648050009
ALALUU01_clean,1.48599e-10,6.91286e-12,-3.6410548421433346,0.05606781142519778
ALALUU_clean,9.44427e-11,2.6002e-12,-2.615837872781618,0.10750735362840974
ALAMUW_clean,0.00010424,8.80872e-07,-25.148784597255887,0.053085377748127334
ALANAD_clean,5.59987e-05,1.71514e-07,-19.097318660747494,0.016768369173311308
ALATAK_clean,1.01456e-10,3.81413e-12,-0.4036238982212891,0.0753421130273946
ALEQIT_clean,0.000260836,2.19179e-06,-30.388573478308597,0.03135952763176651
ALIBUT_clean,3.85332e-05,4.02833e-07,-25.52344057826243,0.009992709375924757
ALICAA_clean,2.7511e-05,2.7018e-07,-24.760996806871045,0.017043173703315383
ALIFUY_clean,0.00130955,9.61179e-06,-38.342135366009856,0.009654276937435131
ALIPEQ_clean,1.82961e-10,8.1948e-12,-1.7005445846291316,0.11398368477968131
ALIXAU_clean_h,7.67618e-05,1.35502e-06,-28.071343344356418,0.05898314409558109
ALIXOJ_clean,5.8024e-05,3.88995e-07,-21.731586204767463,0.021604622587434324
ALIXUP_clean,5.32646e-06,2.38822e-08,-16.98416609229472,0.018179448124411166
ALOLES_ion_b,2.79325e-05,2.26224e-07,-26.974199554309042,0.023225921920358574
ALOLET_charged,6.27457e-05,5.07023e-07,-21.80646317747163,0.09576700994761643
ALOLIX_charged,6.13152e-05,1.36755e-07,-21.059042651764244,0.011559767763806543
ALOLIY_clean,5.96185e-06,1.38094e-08,-16.057425584401585,0.008231772560271968
ALUJEX_clean,0.00028882,1.07811e-06,-27.85235904028302,0.022333609854448874
ALUJIB_clean,0.00026733,9.1883e-07,-27.489164049395196,0.013414338855565424
ALUJOH_clean,0.000206928,6.59538e-07,-26.707663019802737,0.013413218827609272
ALUJUN_clean,0.00105151,9.0509e-06,-34.19306879623472,0.01417561249294846
ALUKAU_clean,0.000765632,1.48516e-05,-34.15123135188093,0.05093175353741005
ALUKIC_clean,2.8148e-05,8.68638e-08,-16.079025450056307,0.0036441089296397468
ALUKOI_clean,2.77301e-05,8.56555e-08,-16.072691961730335,0.004772795870639412
ALUKUO_clean,2.78652e-05,6.43415e-08,-16.1027632449576,0.017784405273681907
ALULAV_clean,2.80435e-05,6.49028e-08,-16.17293368592304,0.019671171008163336
ALULID_clean,8.2138e-05,4.66194e-07,-22.166952257178252,0.015938877419661355
ALURAB_clean,0.000269697,1.26385e-06,-28.28244733941896,0.035076045723901716
ALUREF_clean,0.000289249,1.66637e-06,-28.586520348908202,0.047301072737613
ALURIJ_clean,0.000351187,7.20837e-06,-29.086112445380866,0.11220952097766548
am301365h_si_002_clean,6.87642e-05,2.85894e-07,-21.373479923687334,0.009266157908890151
AMAFOK_clean,0.000731962,6.25765e-07,-29.941309754413854,0.0074711658425644575
AMAGAX_clean,0.000464072,9.4814e-07,-28.279847661764116,0.012619872835788429
AMALND_clean,2.33366e-06,7.67417e-08,-22.484458182874427,0.06461115570356481
AMEJIM_charged,5.64312e-05,2.43629e-07,-24.298670044149492,0.01332686621402396
AMEJOS_charged,0.000265603,6.08684e-06,-35.047854097222455,0.0626190609830874
AMIKOX_clean,2.46396e-11,2.25333e-12,-1.8949605860684762,0.21432830756113985
AMILOY_clean,0.000894589,1.20337e-05,-35.33812931953766,0.021912720891378207
AMILUE_clean,0.000827762,1.34911e-05,-35.189987807131324,0.027853648552985624
AMIMAL_clean,0.00082901,1.80231e-05,-35.14782893073368,0.0220740738298245
AMIMEP_clean,0.000880317,1.99598e-05,-35.79277566185693,0.061300606160749636
AMIWID_clean,0.000922205,4.38849e-06,-35.636491114495044,0.017339308581420562
AMIWOJ_clean,0.000875801,6.71358e-06,-35.43326848597815,0.014992145961218143
AMIWUP_clean,0.000949959,9.44369e-06,-35.680803400516275,0.009708469474013338
AMIXAW_clean,0.00103892,1.20675e-05,-36.06622636142888,0.02098526093218498
AMIXEA_clean,0.00111543,1.28824e-05,-36.350191861991064,0.022715004218795562
AMIZIG_clean,4.809e-05,2.54878e-07,-23.76140074431792,0.013092981552914539
AMODUC_clean,3.47662e-05,3.14409e-08,-16.712221327960634,0.008617264754912451
AMOFAK_clean,3.66287e-05,7.51415e-08,-16.824083860575218,0.0062297223176001545
AMOYOR_clean,0.00104429,6.99523e-06,-33.60241106478128,0.01356323142521402
AMOZAE_clean,1.62904e-06,5.62534e-08,-23.510467282480587,0.02518969198469377
AMUCOB_clean,3.30226e-07,1.44285e-08,-22.775196130935544,0.1157353195233858
AMUFAR_clean,0.000148354,2.26609e-06,-32.118134850974016,0.018465623619916955
AMUFEV_clean,3.55818e-06,4.27529e-08,-24.297362255712624,0.05712773823759548
AMUFIZ_clean,9.42504e-07,2.26902e-08,-23.160831105845805,0.13603558617263076
AMUFOF_clean,0.000178965,1.40063e-06,-29.09279109560281,0.019304280251061887
AMUPOP_clean,0.000585881,1.68559e-05,-35.484567843425744,0.07609781263822964
AMUWIP_charged,8.75746e-05,5.00666e-07,-23.443211230067494,0.023579933745310984
AMUWUB_clean,2.74869e-05,2.90857e-07,-20.954239339014425,0.06073777653813227
AMUXAI_clean,3.64535e-05,4.21497e-07,-22.585237505142572,0.05092417348961207
ANAWIX_clean,0.00016822,6.81238e-07,-26.377961100103793,0.012687772974578418
ANAWOD_clean,0.000122792,3.14861e-07,-24.510161346658407,0.020964144853605676
ANEHEI_clean,0.000453586,5.73528e-06,-32.608687059230355,0.05028755111057243
ANENEN_clean,0.000234361,1.57543e-06,-28.347810609835566,0.01620045683488794
ANENIR_clean,0.000323949,4.12358e-07,-29.118536894789997,0.027636462025036456
ANEPIT_clean,5.49245e-10,6.5512e-11,-9.605619839297983,0.5476837942210381
ANIDIL_clean,0.000137506,1.05542e-06,-30.219832587492164,0.00603183925884118
ANOMOG_clean,0.000228554,1.21156e-05,-32.79018791355424,0.24096249261274236
ANOMUM_clean,0.000116339,3.59085e-07,-22.376280285198956,0.014524195369579638
ANONAT_manual,9.21273e-05,4.59853e-07,-21.512073330289194,0.01571428045230004
ANUGEW_clean,2.41696e-05,1.07755e-07,-16.340467873440545,0.04134845560755291
ANUGIA_clean,3.64703e-05,1.49584e-07,-17.58298331687152,0.03018080275812753
ANUGOG_clean,4.55737e-05,1.28641e-07,-18.732202940378503,0.020042521499172957
ANUGUM_clean,8.64909e-05,3.91111e-07,-20.77496357822018,0.007183468769636038
APACAX_clean,0.000326736,2.08901e-06,-27.978458223150206,0.009609885429527074
APARAM_clean,0.00478688,0.000264944,-44.07622571661125,0.09642827296081466
APAYIB_clean,0.000513163,3.66137e-06,-28.95405475674695,0.019509166613279092
APAYOH_clean,0.000478154,3.30749e-06,-28.79872689143772,0.022891764924881743
APAYUN_clean,0.0003594,2.97022e-06,-27.551172772760182,0.02273161272537457
APAZAU_clean,0.000386233,1.68068e-06,-27.52445967418189,0.022289146244352433
APAZEY_clean,0.000359969,1.77194e-06,-27.24213674893163,0.01067568167384658
APAZIC_clean,0.000283429,1.56247e-06,-26.300570363225866,0.024544207579134236
APAZOI_clean,0.000334163,1.86029e-06,-28.16042825414798,0.011862622442149378
APEBED_clean,0.000254649,7.28532e-06,-33.83484988512506,0.07060230083699154
APEBEE_clean,0.000861447,7.47022e-06,-32.929103753499874,0.01846257229694361
APEBII_clean,0.114341,0.0020322,-49.16494389440929,0.023881338241690243
APEBOO_clean,0.155839,0.0033615,-48.90657367599325,0.09931012276309772
APEBUU_clean,0.000340356,7.07203e-06,-32.364311932760444,0.05145862537073773
APETAS_clean,7.69899e-07,1.26189e-08,-22.2007446920005,0.02237523060427307
AQAJEI_clean,0.000561412,1.51722e-06,-29.13378109981657,0.01158150705043705
AQALIO_clean,5.40403e-11,1.79667e-12,1.5843484655148479,0.08412518383219204
AQALOU_clean,3.03012e-11,1.37858e-12,2.567918677572107,0.10192289279980622
AQEFOS_clean,1.444e-05,8.6227e-08,-21.095844942350702,0.01630514671225441
AQEFUY_clean,3.39995e-05,1.54765e-07,-20.759432233751735,0.010704358652847905
AQEGUY_clean,0.00154608,1.41605e-05,-33.42577654605124,0.0377808236147515
AQEQES_clean,0.000168682,6.53862e-07,-24.11232567987694,0.010175230070661314
AQEQIW_clean,0.00018961,4.89591e-07,-24.516440011566328,0.0023352619594105683
AQERUL_clean,0.253053,0.000982557,-49.640755986125384,0.021747453788285902
AQETIA_clean,1.42585e-07,4.78259e-09,-17.936486814214664,0.058468269451461906
AQETUM_clean,9.45559e-06,1.17936e-07,-21.419480406057822,0.021995022211548445
AQIQAU_clean,0.000110382,2.58262e-07,-22.188692664876854,0.023912471804333712
AQIQIC_clean,0.000504129,4.06564e-06,-29.60864127671683,0.013566387768164694
AQIXUU_clean,0.0477343,0.00040261,-47.78305759269134,0.036206083380948655
AQIXUV_clean,5.67643e-05,4.40139e-07,-23.313629520982612,0.04316409737263205
AQMAND01_clean,8.17305e-11,2.82297e-12,-2.4488905658899633,0.07248739711384965
AQMAND_clean,3.16595e-11,2.77728e-12,-0.02578260592800747,0.1062471985366918
AQODOA_clean,7.19794e-10,5.6589e-11,-8.393299163149234,0.14319221964749893
AQOLEZ_clean,0.00019756,2.4402e-06,-27.24017230537005,0.06540507402724009
AQOLOJ_clean,0.00188196,2.90325e-05,-35.552961820633364,0.056497757551900216
AQOMAW_clean,0.00024606,3.34893e-06,-29.323423443609514,0.04996286907964248
AQOSEG_clean,9.44503e-05,6.21859e-07,-22.860826445974617,0.01416674467124811
AQOTIK_clean,0.00039897,3.01911e-06,-29.459034865931844,0.04238091685066973
AQUCOF_clean,3.13885e-05,1.31557e-07,-20.122082928127274,0.025050766204999308
AQUCOG_clean,2.8862e-05,9.40513e-08,-18.953828846617142,0.012925079629044947
AQUCUM_clean,2.94131e-05,8.48656e-08,-18.900331317684465,0.008274263437732415
AQUDAS_clean,3.14054e-05,2.80794e-07,-20.090788655791265,0.042442533115665676
AQUDAT_clean,3.6532e-05,1.65274e-06,-32.76646078321256,0.05118196507678923
AQUDEX_clean,6.09546e-05,1.81181e-06,-33.70954365191921,0.09092235580998848
AQUDIB_clean,2.82655e-05,1.21013e-07,-18.960591769992273,0.013388687146168829
AQUDOH_clean,5.38001e-05,1.97395e-06,-33.36480679970268,0.08612543761132972
ARADEE_clean,9.35143e-05,4.62405e-07,-22.84231817114779,0.005315709899194047
ARAFEF_clean,7.83088e-05,3.31043e-07,-21.231884688086843,0.019302846585778303
ARAFIJ_clean,0.000124211,4.35485e-07,-22.947357104270136,0.008690402961085225
ARAFOP_clean,0.000324813,2.35195e-06,-28.45261082291963,0.007072309545263566
ARAGOR_clean,0.000189048,6.30276e-07,-25.509779177568845,0.01034307240893455
ARAHIM01_clean,1.24804e-11,5.1162e-13,2.8721572689084214,0.05330486565364496
ARAHIM02_clean,7.94254e-11,6.47731e-13,-1.3725890296664989,0.06411251774824502
ARAHIM_clean,7.43407e-11,2.399e-12,-1.1772892677157532,0.06960592903519694
ARIBOS_clean,2.82919e-20,6.63041e-21,47.211249931238555,0.6466198457174342
ARINOF_clean,0.000448813,1.0076e-05,-34.69302030300981,0.05537109719464803
