Structure_name,Enthalpy_surface_kjmol,Henry_coeff_molkgPa,ASA_m2_cm3,time
ADODUU_clean_1,-31.4116,0.00122423,803.518,2.21218
ADODOO_clean_1,-31.0311,0.00109275,802.683,2.22067
ALEQIT_clean_2,-30.0591,0.000270437,436.155,1.60692
APETAS_clean_13,-22.5798,8.14658e-07,0,0.506603
APAZIC_clean_15,-26.1622,0.000319414,2872.21,0.578144
AMUWUB_clean_2,-21.5183,2.9334e-05,2798.83,1.03173
APAZEY_clean_15,-27.3298,0.000447459,2341.73,0.669069
AQOLEZ_clean_123,-28.305,0.000355982,4727.28,0.265241
APAZAU_clean_15,-27.6269,0.00048317,2243.57,0.676595
acs.inorgchem.6b00894_ic6b00894_si_002_clean_5,-32.5687,0.00196975,760.014,2.87913
ALOLET_charged_159,-21.8585,6.21398e-05,2771.93,1.69569
AQMAND_clean_2,-0.368328,2.81663e-11,0,0.326561
ANENEN_clean_2,-28.207,0.000247821,731.831,1.09583
ANUGEW_clean_2,-16.7615,3.40798e-05,4370.04,0.918826
ARAHIM02_clean_140,0.98369,4.10657e-11,0,0.143695
ARAFEF_clean_24,-21.4056,8.56004e-05,4018.23,0.208108
ARAFIJ_clean_24,-22.7131,0.000127155,3023.82,0.224122
AMUCOB_clean_2,-22.5836,2.80024e-07,0,1.23653
AQETIA_clean_14,-18.1407,1.38908e-07,0,0.474334
AFITIT_clean_5,-29.5307,0.00035344,1116.88,2.42761
ARAFOP_clean_24,-28.4612,0.000388919,566.616,0.230887
AQMAND01_clean_2,-3.05695,7.33997e-11,0,0.454227
AFUKAP_clean_2,-25.9369,0.000182752,1343.35,2.4145
ARAHIM01_clean_87,3.08449,1.54258e-11,0,0.245268
AQEFUY_clean_15,-20.3689,3.22644e-05,2055.49,0.596411
AHOZAA_clean_60,-39.4756,0.00772467,180.496,2.20243
AJAYIT_clean_9,-29.4392,0.000415705,1054.78,2.1854
ARUYUH_clean_56,-28.3748,5.44351e-05,9.18437,0.155798
ARADEE_clean_15,-22.8134,0.000117524,1350.22,0.339009
AQIQAU_clean_15,-22.3301,0.000130579,3400.13,0.607413
AMODUC_clean_1,-16.8538,4.48388e-05,4264.93,1.37426
AQIQIC_clean_15,-29.5101,0.000653471,1069.93,0.621775
ARAHIM_clean_87,-1.46485,8.00543e-11,0,0.254836
ARAGOR_clean_15,-25.522,0.000261892,1260.65,0.404576
APEBEE_clean_2,-32.3851,0.00083781,605.438,0.820103
AQAJEI_clean_60,-29.2187,0.000724641,1576.9,0.784707
ARUYUH01_clean_56,-28.7597,9.97629e-05,57.1589,0.188471
ACIBIY_clean_2,-28.6227,9.61786e-05,111.915,3.13399
AMOYOR_clean_2,-33.587,0.00112021,48.7245,1.39089
AMUXAI_clean_2,-22.8547,3.47279e-05,1949.71,1.39673
acs.inorgchem.6b00894_ic6b00894_si_003_clean_19,-33.7105,0.000827716,174.841,3.17771
ARUYOB_clean_14,-27.4682,7.21184e-05,33.4906,0.274021
AQUDAT_clean_15,-32.8727,3.4533e-05,0,0.56175
ALUREF_clean_18,-28.8369,0.000313854,1048.13,1.85023
AQUDEX_clean_15,-34.0716,6.54566e-05,0,0.563771
ANUGIA_clean_1,-17.7911,4.67214e-05,4677.5,1.2422
AFOQUI_clean_1,-30.1852,4.0034e-05,0,2.70558
AQUDOH_clean_15,-33.6373,5.8402e-05,0,0.564965
ASEKAM_clean_15,-26.6165,0.000158631,815.879,0.218178
ALURAB_clean_18,-28.4761,0.000288937,1053.48,1.92343
ALURIJ_clean_18,-29.2445,0.000374012,1032.34,1.92269
ASOHUL_clean_62,-20.0143,5.72962e-05,2023.96,0.105624
ASACON_clean_52,-27.0039,0.000242353,1031.61,0.434056
AJOVEB_clean_2,-26.8342,5.77103e-05,207.735,2.48926
ASALAH_clean_19,-36.1157,0.000248922,0,0.408785
ARUYES_clean_14,-28.6393,0.00053664,725.969,0.522458
ASEJOZ_clean_15,-24.3627,1.36141e-05,0,0.362242
AQUCOF_clean_7,-20.183,3.65067e-05,2733.35,0.792076
ASEJOZ01_clean_15,-24.3533,1.40737e-05,0,0.372428
AMUPOP_clean_15,-35.5271,0.000550546,7.041,1.67406
AQUDAS_clean_7,-20.147,3.65645e-05,2769.99,0.787342
AGIREP_clean_2,-23.3244,0.000140449,3377.93,2.73969
AQOSEG_clean_88,-22.7599,9.79492e-05,2629.01,0.864992
AQODOA_clean_14,-8.51484,7.86299e-10,0,0.927484
ASALIP_clean_19,-29.559,7.9837e-06,0,0.513213
ATAFIK_clean_106,-22.3555,0.000141433,2200.71,0.275081
AQUCOG_clean_2,-18.889,2.80205e-05,4250.64,0.894167
ASIQEA_clean_86,-23.5365,7.02666e-05,2251.39,0.460121
ASIQIE_clean_86,-23.7114,7.16715e-05,2297.2,0.459804
ARINUL_clean_117,-36.8979,0.00129986,8.34456,0.724299
AQUCUM_clean_2,-18.8219,2.8686e-05,4351.57,0.897359
ATEYED_clean_15,-17.1255,5.98274e-05,3228.56,0.314441
AQUDIB_clean_2,-18.8921,2.72616e-05,4162.58,0.91297
ATIBIO_clean_14,-22.0711,1.18801e-05,116.875,0.298318
ASAJOU_clean_12,-33.5024,0.000389649,4.89477,0.656262
AMILUE_clean_9,-35.3662,0.00109396,2559.81,2.12111
AMUWIP_charged_34,-23.7928,0.000111874,2334.95,1.89029
ATOTIM_clean_63,-31.8594,0.000444715,2775.58,0.194092
ATOTIM_manual_63,-31.8772,0.000445368,2777.22,0.194594
ASIRUR_clean_14,5.53793,2.2957e-12,0,0.508991
ALUJEX_clean_2,-27.6253,0.000332986,959.783,2.50542
AROFET_clean_2,-24.2826,0.000126683,2794.87,0.902234
ARIBOS_clean_14,47.9139,2.07917e-20,0,0.948389
ATIRUS_clean_15,-22.7811,2.40681e-06,3.4996,0.2951
AMIMEP_clean_9,-35.8133,0.00109429,2530.43,2.20182
AMILOY_clean_14,-35.4302,0.00112927,2404.77,2.25326
ATOGEV_clean_14,-25.3401,0.000132904,500.081,0.306655
AMIMAL_clean_14,-35.2094,0.00102994,2490.78,2.25571
ATIBAG_clean_14,-27.6793,5.83503e-05,65.7478,0.496182
ATIBOU01_clean_14,-26.7492,6.90264e-05,161.122,0.508855
ATIXUX_clean_68,-32.756,0.000597219,62.8722,0.354105
ANEHEI_clean_2,-32.665,0.000512785,1105.5,2.0743
ATIBOU02_clean_14,-26.6498,6.79641e-05,165.509,0.517217
AQIXUU_clean_2,-47.4941,0.0574549,36.1214,1.34077
ANIDIL_clean_15,-30.3512,0.000135539,62.7116,1.91697
ATICAH_clean_14,-26.9084,6.88439e-05,146.062,0.481385
ATOWOW_clean_12,-20.2261,5.8103e-05,3770.17,0.35181
ATIBUA_clean_14,-28.2619,6.15669e-05,58.2784,0.519735
ATIBOU_clean_14,-27.2071,5.00229e-05,54.8605,0.533962
ATOWIQ_clean_12,-21.2666,7.04586e-05,3780.88,0.400193
ASUKEE01_clean_70,-40.3248,0.00258632,9.72294,0.697875
ATICEL_clean_14,-26.6294,5.51082e-05,93.7685,0.495648
ASUKEE_clean_70,-40.1945,0.00251536,9.16307,0.719086
ATEZAC_clean_15,-22.1769,0.000138828,4615.38,0.688174
ASECUY_clean_15,-23.6905,4.12602e-05,3028.26,0.946428
ASUBIB_clean_2,-27.4207,0.000367063,1156.23,0.774412
ARINOF_clean_2,-34.9351,0.00065959,0.823492,1.19585
AHINIP_clean_4,-36.1304,0.00100291,39.7245,3.33028
AMIXEA_clean_1,-36.3121,0.00126919,98.3342,2.42273
AVIHOE_clean_91,-24.7806,0.000184921,3014.27,0.173039
ASALOV_clean_9,-40.4959,0.00369238,3.32754,1.09854
AQEFOS_clean_2,-20.9181,1.19423e-05,1229.28,1.72636
ATIXAE_clean_14,-25.6075,0.000116139,614.309,0.634107
AVEROJ_clean_4,-22.0186,6.37229e-05,2420.72,0.339167
ATEZIK_clean_15,-23.7118,0.000219342,4704.77,0.862199
AVAQIX_clean_61,-34.9897,0.00247257,236.982,0.481855
AVAQIX01_clean_61,-35.5731,0.00270342,188.233,0.491975
ATEZEG_clean_15,-25.3366,0.000348713,4354.4,0.896541
ATUXIY_clean_15,-29.0274,0.000398497,464.152,0.604969
AFITUF_clean_4,-28.3819,0.00019642,811.023,3.64205
AVIHIY_clean_78,-24.4491,0.000168357,3043.95,0.292791
APEBUU_clean_15,-32.4361,0.000362316,69.3661,1.95113
ARUCUN_clean_2,-37.2855,0.00516428,182.925,1.39053
AVETAY_clean_122,-28.6698,0.000536949,396.399,0.363509
ARUDAU_clean_2,-36.6765,0.00510043,308.398,1.38125
ASOVEL_clean_19,-27.3433,0.000344168,1304.87,1.02492
AVETEC_clean_122,-28.9434,0.0005727,444.641,0.367593
ARUCOH01_clean_14,-35.2836,0.00476986,551.846,1.42634
AVIVEG_clean_141,-29.041,0.000158872,2509.37,0.292234
AVEQID_clean_14,-19.8797,0.000109712,4552.95,0.464516
AVIVAC_clean_141,-29.5168,0.000157763,2470.85,0.293582
ATULIM_clean_32,-36.0316,0.00116352,53.1932,0.698347
AVITUU_clean_141,-26.1796,0.000106514,2467.07,0.31573
AVIVOQ_clean_141,-27.556,0.000159582,2450.19,0.277052
AVIVIK_clean_141,-28.4658,0.000152862,2375.56,0.301684
AVIVUW_clean_141,-28.1327,0.000129742,2412.7,0.284293
ASAHEJ_clean_2,-19.4268,1.06433e-05,2411.63,1.33509
AVAGUB_clean_86,-26.8375,2.54833e-05,6.07102,0.678412
AVEMOE_clean_33,-27.271,3.57023e-06,0,0.515213
