Structure_name,Adsorbent_name,Acessible_average_energy,Minimum_energy,Boltzmann_average_energy
YIYHAQ_clean,Xe,-21.880325,-34.477023,-31.035317
YUZBIG_clean,Xe,-29.51499,-39.419575,-37.841333
WECBEN_clean,Xe,-13.085128,-17.047432,-14.626195
UJAQUS_clean,Xe,-16.598653,-26.058658,-22.615723
VIDJID_clean,Xe,-14.74525,-36.633367,-34.98801
WUWQUB_charged,Xe,-25.416197,-30.364602,-28.828338
YAJXUF_clean,Xe,-20.848465,-29.766937,-27.620552
WODROY_clean,Xe,-26.976197,-34.111907,-32.824313
TESGOO_clean,Xe,-23.675679,-31.33771,-29.833207
ZEXSOM_clean,Xe,-17.721616,-33.831552,-30.135192
UJARAZ_clean,Xe,-20.601525,-30.191114,-27.439126
YIZGEV_clean,Xe,-28.915463,-38.619622,-37.024843
YUZBUS_clean,Xe,-27.135653,-39.469261,-38.146206
XOCQUD_clean,Xe,-18.294642,-32.237929,-28.059923
TESGUU_clean,Xe,-22.571072,-31.136059,-29.853395
VIDVUB_clean,Xe,-13.420552,-19.136675,-16.180563
XATZOK_clean,Xe,-17.104408,-29.57927,-25.99841
UJECUI_clean,Xe,-22.835203,-34.940892,-34.72677
WODVOB_clean,Xe,-21.398222,-27.607062,-25.103687
XOCWET_clean,Xe,-17.040852,-23.656763,-21.91506
WECBOX_clean,Xe,-19.217346,-28.442913,-26.103488
YAJZIV_clean,Xe,-21.617675,-27.738316,-25.832869
YIZGIZ_clean,Xe,-26.951431,-37.372937,-36.009554
UMODEH10_clean,Xe,-17.935102,-28.559848,-25.430113
TESHAB_clean,Xe,-26.139571,-29.772464,-28.260708
TOVJEV_clean,Xe,-8.64555,-22.168171,-18.648334
VIDWAI_clean,Xe,-19.34837,-27.179553,-24.703905
YUZCAZ_clean,Xe,-29.039267,-39.312001,-38.099874
VUKTOM_clean,Xe,-21.026163,-35.35385,-31.044288
XOCWIX_clean,Xe,-16.751003,-24.287739,-23.214284
WODWUJ_clean,Xe,-21.305702,-29.540735,-28.019577
WECFAN01_clean,Xe,-14.219538,-29.45569,-27.921502
YANBAR01_clean,Xe,-20.610716,-28.296334,-27.079886
XOCWOD_clean,Xe,-17.714902,-24.561804,-23.528363
TETVIZ_clean,Xe,-15.928562,-21.884402,-18.918585
UJEDIX_clean,Xe,-18.215774,-30.20648,-28.475642
YIZGOF_clean,Xe,-26.850049,-37.918607,-36.480386
WODXAQ_clean,Xe,-21.954006,-29.740962,-28.143883
WECFAN_clean,Xe,-22.016437,-29.536991,-28.118418
XOCWUJ_clean,Xe,-17.870868,-24.64108,-23.504714
YUZCED_clean,Xe,-29.236816,-40.137169,-39.094144
YANBAR02_clean,Xe,-24.144379,-28.061383,-27.257785
UJEFOE01_clean,Xe,-19.380954,-27.302735,-24.839418
VALXEO_clean,Xe,-13.379824,-22.985294,-19.334892
TETWEW_clean,Xe,-14.01511,-21.557685,-17.971421
WODXEU_clean,Xe,-17.411929,-26.754373,-24.833003
VIDWIQ_clean,Xe,-20.029189,-28.358424,-24.707947
XODNUB_clean,Xe,-24.139716,-31.539072,-29.4558
WECJAR_clean,Xe,-23.819207,-32.586706,-30.457423
YIZJEY_clean,Xe,-19.916231,-27.869879,-25.834054
WOFVIX_clean,Xe,-21.294292,-28.059308,-26.030789
TETWOG_clean,Xe,-7.663395,-14.002737,-12.554502
UJEFOE_clean,Xe,-16.287255,-23.154146,-21.372074
YANBAR03_clean,Xe,-21.191835,-28.485892,-27.426144
VIDXOX_clean,Xe,-14.167987,-21.100423,-18.683035
WOFWET_clean,Xe,-12.949276,-16.538524,-15.438251
YUZJOU_clean,Xe,-30.526649,-42.919261,-41.646945
TOVJIZ_clean,Xe,-9.497924,-25.978213,-21.441736
XODPUD_clean,Xe,-14.524333,-25.921944,-23.071584
VIFBOD_clean,Xe,-18.35124,-23.514849,-21.883621
VUKTUS_clean,Xe,-20.847618,-36.394343,-31.508953
YIZWIN_clean,Xe,-15.77267,-22.90106,-21.250056
TETWUM_clean,Xe,-23.739954,-30.392179,-28.224531
YANBAR_clean,Xe,-24.493007,-28.708726,-27.81246
ZEZFIV_clean,Xe,-8.997155,-20.239542,-16.531778
WOGHEG_clean,Xe,-21.399703,-33.35748,-31.695977
UJEGUL_clean,Xe,-27.058219,-34.020528,-32.0526
XATZUQ_clean,Xe,-18.019281,-25.5496,-21.697113
XODXIZ_clean,Xe,-21.873248,-28.895389,-28.09136
WOGHOP_clean,Xe,-16.778796,-28.08391,-26.002893
ZEZPAX01_clean,Xe,-21.047718,-30.377244,-28.981377
VIFBUJ_clean,Xe,-15.202553,-27.217999,-23.921757
YUZRAO_clean,Xe,-19.705025,-28.70295,-25.074354
TETZEX_clean,Xe,-15.025558,-27.685217,-26.27998
UJIPAG_clean,Xe,-14.681404,-24.471736,-22.815416
WOGHUV01_clean,Xe,-18.905956,-25.302591,-24.539752
WOGLAF_clean,Xe,-22.315919,-27.236354,-26.416352
ZEZPAX_clean,Xe,-21.390425,-29.634579,-28.238603
YOBYAR_clean,Xe,-10.873603,-22.524035,-19.210459
XAVDEF_clean_h,Xe,-14.803502,-24.33214,-19.773783
TOVJOF_clean,Xe,-10.425636,-29.229985,-25.815546
YUZRES_clean,Xe,-19.829026,-29.304308,-25.43896
VALXIS_clean,Xe,-14.867547,-25.163921,-21.472959
WOGLAG_clean,Xe,-1.187475,-2.763547,-0.587405
UJIPEK_clean,Xe,-14.92055,-24.327617,-22.679029
XAVDUV_clean,Xe,,24.324678,26.30172
YUZSUH01_clean,Xe,-18.241526,-27.224947,-25.35611
WUWRAI_charged,Xe,-24.288512,-29.889391,-28.5807
ZEZPEB_clean,Xe,-24.304835,-29.84694,-28.414723
WOHBIF_clean,Xe,-23.377635,-36.38748,-34.944384
YUZSUH_clean,Xe,-19.95751,-28.729904,-26.880692
WUXLEI_clean,Xe,-13.054062,-15.700784,-14.508196
XAVFEH_clean,Xe,,26.627165,27.675172
WOHBOL_clean,Xe,-22.016297,-31.944592,-30.057276
UJIZET_clean,Xe,-14.475808,-19.334286,-18.029572
WUXLIM_clean,Xe,-8.851225,-13.931758,-12.389878
UJOJAG_clean,Xe,,22.920999,22.920999
UMODEH11_clean,Xe,-18.963412,-28.774569,-25.670698
WUXMAD_clean,Xe,-15.940316,-19.94484,-18.734932
UJOJEK01_clean,Xe,,6.592103,6.592103
WOHDON_clean,Xe,-14.843894,-20.375531,-18.135454
XOFFUT_clean,Xe,-23.818912,-31.56208,-30.569662
WECJIZ_clean,Xe,-21.467003,-37.279551,-31.89111
VIGDIY_clean,Xe,-22.298437,-31.802389,-30.046407
UJOJEK02_clean,Xe,,13.271512,13.271512
XAVQIU01_clean,Xe,-16.852165,-24.229038,-22.473047
WUXMEH_clean,Xe,-12.405272,-19.581862,-18.743455
ZEZPIF_clean,Xe,-21.027756,-29.485097,-28.365453
WOHQAN_clean,Xe,-15.591371,-22.337588,-19.934911
YUZXAT_clean,Xe,-27.294243,-35.557488,-34.211461
WUXMIL_clean,Xe,-17.039356,-24.197475,-22.594727
UJOJEK_clean,Xe,,9.04409,9.04409
WECSAZ01_clean,Xe,-27.751883,-34.454501,-32.743969
XOFPEP01_clean,Xe,-20.098392,-25.160927,-23.445419
WUXYIZ_clean,Xe,-5.001398,-9.046897,-8.58279
UJOJIO01_clean,Xe,,8.720097,8.720108
WOHSIV_clean,Xe,-31.522388,-34.743279,-33.471869
ZEZPOL_clean,Xe,-22.031265,-30.445779,-28.883667
VIGNOQ_clean,Xe,-13.988363,-24.111721,-20.955212
UJOJIO02_clean,Xe,,10.515745,10.515745
WUXYOF_clean,Xe,,9.28667,9.287534
VUKYOR_clean,Xe,-14.571028,-26.158715,-21.536116
XAVQIU_clean,Xe,-16.780139,-24.21543,-22.495953
WECSAZ_clean,Xe,-28.188513,-33.998138,-32.554342
XOFPEP_clean,Xe,-19.909905,-24.491314,-22.655738
UJOJIO03_clean,Xe,,4.094437,4.094446
ZEZPUR_clean,Xe,-19.253836,-28.421649,-25.919267
WOHSOB_clean,Xe,-27.199025,-32.656901,-31.807148
VIGRIO_clean,Xe,-3.224901,-3.691988,-3.263654
XAWBEE_clean,Xe,-23.719129,-38.669923,-36.686138
WUXYUL_clean,Xe,,4.433028,5.067802
ZABQIC_ion_b,Xe,-8.994525,-23.997522,-20.719225
UJOJIO04_clean,Xe,,5.930326,5.930347
TETZEZ_clean,Xe,-12.915024,-29.889032,-25.21458
XOFTIW_clean,Xe,-12.677552,-18.83045,-17.30436
UJOJIO05_clean,Xe,,5.971,5.97102
ZEZQAY_clean,Xe,-18.976405,-28.816386,-26.255184
WUXZAS_clean,Xe,-8.213919,-14.945387,-13.351818
WOHZAU01_clean,Xe,-25.177937,-31.907136,-30.85776
XAWVUN_clean,Xe,-9.62408,-20.619336,-18.79343
UJOJIO06_clean,Xe,,5.564545,5.564545
YAPMAF_clean,Xe,-15.846409,-23.729748,-22.528788
ZACCUB_clean,Xe,-29.745529,-37.395739,-36.554685
XOFTOC_clean,Xe,-14.040711,-19.007152,-17.245933
UJOJIO07_clean,Xe,,4.375437,4.375447
WEDQED_clean,Xe,-23.490613,-33.272113,-31.607992
ZEZQEC_clean,Xe,-18.81318,-28.669514,-26.038878
WOHZAU01_clean_h,Xe,-25.173345,-31.907133,-30.8579
UJOJIO_clean,Xe,,7.993208,7.993229
VALXOY_clean,Xe,-15.246894,-25.936287,-21.104752
UJOJOU01_clean,Xe,,18.856814,18.856837
WEDWUZ_clean,Xe,-20.015647,-28.559225,-26.583585
ZEZQIG_clean,Xe,-18.966109,-28.2703,-25.6393
UJOJOU_clean,Xe,,19.415714,19.415749
WOHZAU_clean,Xe,-26.622788,-36.905072,-35.694636
UJOKIP01_clean,Xe,,14.416631,14.416688
YOCCIE_clean,Xe,-23.899137,-40.496491,-36.725751
ZIBGIC_clean,Xe,,22.264573,22.264573
WUYLOS_clean,Xe,-13.245702,-23.220355,-21.405055
YAPRUE_charged,Xe,-19.589333,-30.107675,-27.430502
XAWZOM_clean,Xe,-19.933865,-27.502037,-27.295265
UJOKIP02_clean,Xe,,18.141896,18.141921
TOVJUL_clean,Xe,-18.980114,-30.840829,-27.110598
WEDXAG_clean,Xe,-19.044668,-28.608876,-26.468917
TETZID_clean,Xe,-20.066796,-32.204642,-29.337227
ZACHIX_clean,Xe,-13.016277,-33.116883,-32.741407
XOGXAU_clean,Xe,-24.495927,-34.415395,-30.062048
WOJJOV_clean,Xe,-26.355446,-45.949864,-44.728216
UJOKIP03_clean,Xe,,19.544631,19.54467
VALZIU_clean,Xe,-18.254401,-35.127478,-34.035698
ZADDAJ_clean,Xe,-7.503652,-7.736215,-7.361281
UJOKIP04_clean,Xe,,19.01254,19.012587
XAXBAB_clean,Xe,-13.208118,-19.260689,-18.35604
UJOKIP05_clean,Xe,,20.953955,20.95398
WEDXEK_clean,Xe,-19.038769,-28.996387,-27.0121
WOJJOV_SL,Xe,-24.31846,-46.245603,-45.029455
XAXBEF_clean,Xe,-20.328506,-27.842314,-25.472631
XOGXEY_clean,Xe,-29.253959,-46.486715,-44.798463
UJOKIP_clean,Xe,,2.388238,2.388308
XAXQEU_clean,Xe,-28.288721,-40.453119,-38.623959
WUYTUH_clean,Xe,-6.156131,-12.568349,-11.283477
XAXQEU_SL,Xe,-6.28758,-10.84548,-10.5939
UJOWEW_clean,Xe,-15.382263,-24.589486,-21.618814
XOHFIK_clean,Xe,-21.237093,-26.711807,-25.653908
ZADQUT_clean,Xe,-25.205861,-51.601842,-51.454091
YAPSAL_charged,Xe,-21.943601,-31.803302,-29.11906
VIJNIN_clean,Xe,-19.243498,-40.889716,-36.789842
VAMPUX_clean,Xe,-8.96576,-18.944803,-17.377605
WEFCAN_clean,Xe,-19.430228,-31.163849,-27.811256
YOCDUR_clean,Xe,-10.942209,-22.821139,-19.280976
UJOWIA_charged,Xe,,7.700118,10.02225
XOHJUA_clean,Xe,-6.035783,-8.607964,-7.057973
VUKYUX_clean,Xe,-14.079619,-24.712396,-20.460337
XAYMUF_charged,Xe,-25.780472,-32.143099,-30.989959
UJULIW_clean,Xe,-23.204716,-29.633005,-26.795377
WUYWIY_clean,Xe,-14.682793,-25.812037,-22.086473
YOCLEJ_clean,Xe,-12.920958,-33.976641,-33.23633
VILXOE_clean,Xe,-23.784826,-29.952771,-28.462171
UMODEH12_clean,Xe,-18.954378,-28.788912,-26.018999
XOHLEM01_clean,Xe,-21.764294,-26.270306,-24.592037
YOCLIN_clean,Xe,-13.173286,-33.744737,-33.108028
ZADRAA_clean,Xe,-28.183167,-49.160315,-46.316816
YOCMAF_clean,Xe,,1.540285,1.737377
VULFIT_clean,Xe,-20.645589,-31.739701,-30.874261
WEFDAO_clean,Xe,-0.987769,-1.994949,-0.57987
VAMQAE_clean,Xe,-14.085006,-18.498398,-17.326292
XOHLEM_clean,Xe,-21.764294,-26.270306,-24.592037
VAMQIJ_clean,Xe,-26.684956,-29.323961,-28.499165
YOCNAH_clean,Xe,-19.922301,-38.674804,-34.339195
VIMRAM_clean,Xe,-16.320988,-24.486708,-21.224326
VULFOZ_clean,Xe,-18.401987,-32.255593,-31.137245
ZADREE_clean,Xe,-23.549139,-49.661649,-48.902807
XAYNAM_charged,Xe,-23.551592,-32.522177,-29.326249
WEFDIW_clean,Xe,-1.084228,-2.006114,-0.715751
WUYWOE_clean,Xe,-14.535569,-27.451949,-22.553964
VULKIX_clean,Xe,-18.571672,-24.513456,-22.572942
XOHTUJ_clean,Xe,-17.687408,-25.605744,-22.372327
XAZFEJ_clean,Xe,-24.350622,-30.809342,-28.079369
YOCNIP_clean,Xe,-30.958411,-37.586444,-35.609008
YOCSEQ_clean,Xe,-22.473831,-27.688224,-27.108075
ZIBRAD_clean,Xe,-26.987533,-41.680495,-40.899065
XAZGAG_charged,Xe,-27.272288,-31.066482,-29.275837
TOVKAS_clean,Xe,-16.843019,-28.128513,-23.987676
WEFXEM_clean,Xe,-21.773912,-26.71654,-24.941591
YAPTIT_clean,Xe,-23.129317,-30.214372,-28.187374
VAMQIM_clean,Xe,-9.279268,-18.87646,-17.30762
UJUMUJ_clean,Xe,-27.830238,-35.18505,-33.296541
WUYWUK_clean,Xe,-16.082818,-26.256244,-22.665583
VINHEH_charged,Xe,-18.875039,-30.093153,-26.538933
ZADROO_clean,Xe,-26.512499,-49.021331,-45.953003
ZICCIZ_clean,Xe,-10.685107,-15.897071,-14.066153
XOJCUV_clean,Xe,-18.874438,-30.037815,-27.98618
WEFXIQ_clean,Xe,-22.038665,-27.960064,-25.537442
VULKOD_clean,Xe,-20.106996,-31.835495,-30.066165
XOJPES_clean,Xe,-13.873207,-22.092635,-20.651805
WEFZIS_clean,Xe,-23.907619,-30.515315,-29.866775
ZIDBEV_clean,Xe,-10.408919,-18.571023,-15.920466
YAPXIX_clean,Xe,-31.760664,-41.210162,-40.410571
XAZGEK_clean,Xe,-17.597463,-28.679314,-24.678103
VINHIL_clean,Xe,-8.793924,-17.542061,-13.40358
WUYXAR_clean,Xe,-14.893257,-25.69918,-21.52906
VAMQOS_clean,Xe,-9.172818,-19.760004,-17.953187
YODRAM_clean,Xe,-20.894241,-31.424219,-27.637581
XEBHOC_clean,Xe,-10.334659,-20.742836,-18.827025
WEGDIX_charged,Xe,-25.964487,-35.948326,-33.803559
YAPYUK_clean,Xe,-19.252848,-27.445437,-26.939322
TOVKIA_clean,Xe,-16.498575,-27.266306,-23.898859
XECBUD_clean,Xe,-17.383349,-25.828579,-22.964285
WOJYEB_clean,Xe,-27.263136,-45.539928,-43.976924
XECJUK_clean5b,Xe,-21.244723,-29.198237,-27.647192
XECJUK_clean,Xe,-21.24473,-29.198233,-27.647189
WEGFUL_clean,Xe,-22.741838,-34.26549,-32.340752
VUMBIQ_clean,Xe,-25.131953,-34.712544,-33.067433
YAQCAW_clean,Xe,-37.544311,-42.773687,-41.929475
VINHOR_clean,Xe,-7.92021,-16.294392,-12.6816
YOFGOR_clean,Xe,-24.975755,-31.343399,-30.055833
UJUPUM_clean,Xe,-15.473166,-19.047747,-16.334256
ZAFXAI_clean,Xe,-16.747478,-27.056338,-26.053883
TOVKOG_clean,Xe,-7.035065,-25.602195,-21.91716
WUYXEV_clean,Xe,-16.094895,-28.806516,-24.564862
ZIDDIB_clean,Xe,-30.334643,-45.691857,-44.565857
WEGGAS_clean,Xe,-23.230617,-34.50933,-32.575059
UMODEH13_clean,Xe,-19.694884,-29.06568,-25.891183
ZAGHAT_clean,Xe,-23.927337,-29.961675,-29.13166
VUMBOW_clean,Xe,-25.434831,-27.671111,-26.078841
VIPXUO_clean,Xe,-16.134493,-29.383414,-28.940149
YOFMIQ_clean,Xe,-25.568035,-36.81568,-34.729183
UJUQIB_clean,Xe,-15.143976,-22.241565,-19.097298
VIPYOK_clean,Xe,-25.9502,-30.489774,-29.087502
VAMYEQ_clean,Xe,-14.054464,-22.487727,-19.654328
VUMCEM_clean,Xe,-26.448323,-36.270401,-34.969199
UJUXOM_clean,Xe,-16.309151,-23.063886,-21.184944
XOJPIW_charged,Xe,-16.562437,-31.923334,-29.088374
WEGJUP_clean,Xe,-22.730544,-33.782947,-31.254576
XOJWEZ_clean,Xe,-27.498124,-35.039048,-34.463568
XEDGIY_clean,Xe,-16.694854,-29.048801,-25.045129
VIPZAX_clean,Xe,-20.073511,-28.837616,-27.525378
ZAHLEC_clean,Xe,-10.519223,-18.470331,-15.169534
YAQCEY_clean,Xe,-19.02102,-25.408884,-22.448896
VIQFIL_clean,Xe,-10.343517,-12.612712,-10.883641
WUYXIZ_clean,Xe,-16.16047,-28.771999,-25.001882
XOJWID_charged,Xe,-25.990445,-34.893316,-32.897496
ZALDUO_clean,Xe,-16.565543,-23.26626,-20.31257
YAQCIE_clean,Xe,-26.479474,-37.681527,-35.793297
ZALGEB_clean,Xe,-13.102924,-18.120384,-15.099584
XEDLUN01_clean,Xe,-25.378959,-31.893588,-29.702644
ZALMIL_clean,Xe,-21.555668,-27.383774,-25.444721
WUYXOF_clean,Xe,-13.514763,-27.876317,-23.5918
XOJWOJ_clean,Xe,-19.003528,-26.603498,-23.884302
VUMCIQ_clean,Xe,-25.859642,-37.127121,-35.057023
XOJXAW_charged,Xe,-16.939196,-26.404612,-25.803263
WEHHEY_clean,Xe,-14.964488,-36.562267,-35.779015
XEDLUN_clean,Xe,-24.434558,-32.134209,-29.548285
VIQQUJ_clean,Xe,-23.488486,-36.316284,-34.356534
YAQDIF_clean,Xe,-20.646083,-34.637262,-32.374283
VIRKIQ_clean,Xe,-19.109677,-25.555438,-24.53998
VAMYIU_clean,Xe,-13.618498,-22.510988,-19.629702
ZALREM_clean,Xe,-18.82542,-28.251365,-26.129023
YAQKEI_clean,Xe,-26.153782,-33.800367,-31.871484
UMODEH19_clean,Xe,-15.236433,-23.370227,-21.959465
XOKHAH_clean,Xe,-16.836934,-22.714315,-21.888854
WUYXUL_clean,Xe,-16.419694,-28.814417,-25.226514
YAQZAT_ion_b,Xe,-8.677214,-17.386246,-15.170488
WOJYIF_clean,Xe,-28.222607,-48.33428,-46.354244
VIRPOC_clean,Xe,-17.411716,-24.139869,-19.464588
VIRQAO_clean,Xe,-11.045315,-16.723633,-16.157807
YOFXEY_clean,Xe,-19.393496,-39.219887,-38.17046
VIRQES_clean,Xe,-12.50027,-21.884286,-19.749922
UKAJOH_clean,Xe,-25.822244,-40.830565,-39.855828
WEHHIC_clean,Xe,-14.354249,-36.453044,-36.067547
YAQZEX_ion_b,Xe,-13.878368,-20.629448,-17.651799
XEDPED_clean,Xe,-20.068023,-28.433104,-25.896692
VUMYUZ_clean,Xe,-16.986821,-28.440655,-24.154335
XOKHIP_clean,Xe,-18.533723,-30.575378,-28.030225
VUNCAJ_clean,Xe,-15.063115,-16.332485,-15.661573
UKAPUS_clean,Xe,-21.222391,-31.700532,-29.829944
YAQZUN_clean,Xe,-18.143613,-24.59302,-23.139989
ZIDNEH_clean,Xe,-19.802983,-36.888773,-32.705806
TOVWIM_clean,Xe,-23.624912,-34.317947,-31.4847
XOLYUS_clean,Xe,,32.865771,33.209233
XOMCIL_clean,Xe,-14.533548,-25.610741,-25.110496
VUNCEM01_clean,Xe,,127.063714,127.376527
XEDPIH_clean,Xe,-26.388574,-32.261285,-30.424243
VIRVEY_clean,Xe,-14.277796,-19.310674,-16.205705
UKAQAZ_clean,Xe,-20.441995,-31.853635,-29.832531
ZAQWEW_clean,Xe,-15.847123,-23.183003,-19.673065
VUNCEM_clean,Xe,,85.24444,86.160007
XEDPON_clean,Xe,-19.314107,-26.712082,-24.5214
TOWLIC_clean,Xe,-14.100366,-19.141251,-17.039782
WUYYAS_clean,Xe,-15.695255,-28.582516,-24.626403
YARBAW_clean,Xe,-19.957018,-31.537449,-31.089063
VIRXIF_clean,Xe,-20.816992,-27.485456,-25.310075
UMOKIS_clean,Xe,-14.245638,-26.952056,-21.779668
UKAQED_clean,Xe,-21.771642,-32.048809,-30.0495
ZIDVAL_clean,Xe,-31.553984,-38.192926,-36.220434
VUNHAN_clean,Xe,-21.109613,-30.216389,-28.954685
XEFGAQ_clean,Xe,-26.043914,-29.226616,-28.238403
WEHHOI_clean,Xe,-15.214988,-36.10667,-35.502993
UMORIY_clean,Xe,,59.392999,60.19413
VISTOG_clean,Xe,-17.263559,-22.741356,-21.099219
TOWMEZ_clean,Xe,-30.91355,-39.344134,-38.281628
UKAQIH_clean,Xe,-21.67027,-31.87366,-30.037848
XEFKOI_clean,Xe,-25.995853,-33.585454,-32.857887
VISTUM_clean,Xe,-16.241212,-20.207207,-18.708626
ZAQZOG_clean,Xe,-19.118535,-25.424195,-23.338022
ZIF-1,Xe,-22.708072,-27.837472,-26.084963
YARBIE_clean,Xe,-27.15215,-42.134789,-40.88251
VUNHAO_clean,Xe,-10.388012,-17.700457,-14.311473
VITKUG_charged,Xe,-20.323717,-35.232079,-32.922723
WUYYEW_clean,Xe,-16.218718,-29.149463,-24.861195
VUNNEZ_clean,Xe,-17.822508,-20.014266,-19.1783
TOWMID_clean,Xe,-40.694347,-52.68978,-49.812238
XOMCIN_clean,Xe,-20.649178,-34.479882,-27.920973
ZARFOQ_clean,Xe,-14.756439,-29.640148,-28.006749
VAMYOA_clean,Xe,-19.588311,-29.077465,-24.12132
TOWMOJ_clean,Xe,-17.771618,-29.704447,-27.801131
WEHHUO_clean,Xe,-14.661528,-35.635598,-35.245909
WUYYOG_clean,Xe,-16.765281,-29.260035,-25.66358
YOFXIC_clean,Xe,-20.887513,-39.964928,-39.394365
UKAZAI_clean,Xe,-16.723942,-23.92925,-22.930461
ZIF-2,Xe,-19.902761,-23.785222,-22.413918
XEGJIE02_clean,Xe,-17.446155,-26.633369,-23.952536
VITYOO_clean,Xe,-15.172567,-25.381233,-22.052981
UKAZEM_clean,Xe,-4.972034,-12.630129,-9.82631
ZARLEL_clean,Xe,-6.479178,-18.547818,-16.004198
WOJYOL_clean,Xe,-28.444359,-48.583494,-46.635689
WUZDOL_clean,Xe,-16.403697,-25.112348,-24.185771
VITYUU_clean,Xe,-20.213134,-27.587864,-24.610499
VUNXUY_clean,Xe,-23.98683,-37.251824,-35.46199
ZIF-3,Xe,-20.775581,-28.850078,-27.005179
YARBUQ_clean,Xe,-29.918284,-43.422897,-40.954435
WEHJAW_clean,Xe,-15.375942,-36.602626,-34.492068
UMOYOM14_clean,Xe,-16.801185,-23.545489,-21.920526
VITZAB_clean,Xe,-20.414416,-27.651039,-24.318918
UKEXEP_clean,Xe,-14.264386,-29.025205,-26.958309
YARDEC_clean,Xe,-19.866713,-32.460615,-30.202976
YOGKEM_clean,Xe,-21.581783,-34.465685,-31.283856
VAMYUG_clean,Xe,-13.63038,-22.632857,-19.959426
VITZEF_clean,Xe,-20.324808,-27.614201,-24.501797
XOMCOT_clean,Xe,-28.411374,-38.830554,-35.960764
ZARLIP_clean,Xe,-14.200698,-26.399135,-23.59324
WUZGAB_clean,Xe,-15.006259,-27.38325,-22.945231
TOWNAW_clean,Xe,-23.221502,-39.610516,-38.34698
YARDIG_clean,Xe,-19.181278,-32.249816,-29.960266
XEGJIE_clean,Xe,-17.445902,-26.633369,-23.95227
WUZQOZ_clean,Xe,-17.193528,-22.611526,-19.767528
VITZIJ_clean,Xe,-20.418858,-27.782086,-24.745954
ZIF-4,Xe,-24.708172,-34.018295,-32.244271
XOMCUZ_clean,Xe,-23.558493,-34.716374,-34.66228
YOGKOW_clean,Xe,-14.249948,-26.099006,-24.632598
VUNYUZ_clean,Xe,-24.981069,-37.17283,-36.607101
VIVLAP_clean,Xe,-18.703391,-28.518554,-27.006587
YARFII,Xe,-22.000084,-32.745923,-31.399308
VUPDOB_clean,Xe,-8.690267,-12.260326,-11.175387
YOGVEX_clean,Xe,-9.858194,-22.264618,-20.42772
XEGJOK_clean,Xe,-16.846272,-26.091143,-22.082974
ZIF-5,Xe,-7.42344,-13.204189,-11.911554
WUZRUE_clean,Xe,-26.969268,-33.111442,-32.348696
XACFAJ_clean,Xe,-24.441084,-27.623147,-26.227423
VUPFAP_clean,Xe,-7.28461,-9.548893,-8.426744
YARGAB_clean,Xe,-9.415163,-20.584993,-17.855908
XACFEN_charged,Xe,-5.611819,-22.406568,-22.213423
VUPFET_clean,Xe,-6.173982,-8.6641,-7.525446
XACGIT_charged,Xe,-29.610566,-30.500641,-29.917231
ZIF-6,Xe,-13.044122,-21.02795,-18.479653
VUPFIX_clean,Xe,-19.687655,-34.166016,-32.284157
VIVXOP_clean,Xe,-19.695121,-27.332348,-25.050774
XACHOA_clean,Xe,-31.726557,-44.509358,-42.934213
XACPEW_clean,Xe,-13.495875,-20.140751,-19.144016
TOWNEA_clean,Xe,-13.411298,-27.051042,-21.506316
UMOYOM15_clean,Xe,-16.708373,-24.380548,-23.088636
XACQAT_clean,Xe,-32.742761,-38.454812,-37.336794
ZIF-77,Xe,-19.469828,-34.001965,-29.535263
VIWHUG_clean,Xe,-17.327264,-29.356364,-28.508934
XEGJUQ_clean,Xe,-17.04182,-27.195319,-22.830614
WOJYUR_clean,Xe,-27.00177,-45.714607,-43.204606
YOJMAN_clean,Xe,-13.713377,-22.882912,-20.056428
VAMZAN_clean,Xe,-19.330827,-28.158254,-23.524578
WEHJEA_clean,Xe,-11.321773,-21.492442,-17.170075
VUQJUN01_clean,Xe,-15.594484,-29.473186,-26.282649
TOWNOK_clean,Xe,-22.010173,-35.791076,-33.278902
XOMDOU_clean,Xe,-25.404124,-39.993085,-37.849722
YARGIJ_charged,Xe,-24.220745,-36.154539,-34.050401
VIWKIX_clean,Xe,-13.314932,-21.573674,-18.104774
ZARLOV_clean,Xe,-20.063782,-34.023638,-29.365763
ZIF-7,Xe,-34.010828,-44.493398,-43.404413
XACSIG_clean,Xe,-22.36812,-29.346807,-26.922873
VIWKOD_clean,Xe,-13.465166,-21.661375,-18.049847
YARGOP_clean,Xe,-16.492256,-28.948449,-27.181383
WOJZAY_clean,Xe,-20.768242,-28.75931,-26.445537
ZIF-8,Xe,-10.44854,-24.702855,-23.026149
YOKKIU_clean,Xe,-25.301985,-35.270974,-31.993327
XACYAB_clean,Xe,-18.382689,-38.02533,-35.922546
XEGKAX_clean,Xe,-15.60891,-27.023623,-22.718181
VUQJUN_clean,Xe,-15.789849,-29.442936,-26.240738
YOLGUB_clean,Xe,-8.808582,-11.757142,-9.631493
ZIF-90,Xe,-13.190571,-19.955082,-17.803225
ZARLUB_charged,Xe,-17.878704,-28.871478,-26.826206
XOMGIQ_clean,Xe,-18.765505,-26.368261,-24.993354
YARKAF_clean,Xe,-23.234921,-33.738644,-32.146421
VIWLAQ_clean,Xe,-13.972051,-22.026799,-18.307687
XACZEH_clean,Xe,-10.631549,-26.565057,-25.498033
YOMBAE_charged,Xe,-17.959165,-24.895428,-21.371708
