Structure_name,Adsorbent_name,Acessible_average_energy,Minimum_energy,Boltzmann_average_energy
DITSIK_clean,Xe,-16.746382,-28.592267,-26.824907
cg900505v_si_002_clean,Xe,-33.617286,-33.617286,-33.617286
EHAGAX_clean,Xe,-16.324296,-24.014912,-22.913446
BEFMAC_clean,Xe,-27.999289,-40.644577,-39.628681
CAQCAZ_clean,Xe,-26.472165,-31.007025,-28.890274
cg900505v_si_004_clean,Xe,-36.365923,-36.365923,-36.365923
ATUXOE_clean,Xe,-17.987143,-33.122461,-30.850221
CARGEI_clean,Xe,-12.181428,-16.260736,-15.007986
EHAGEB_clean,Xe,-16.723394,-23.955745,-22.907886
DAFYER_clean,Xe,-25.258632,-33.483592,-31.775282
cg901114e_si_002_clean,Xe,-20.997983,-26.427114,-24.247325
DAFYOB_clean,Xe,-14.973848,-21.782897,-20.094911
EREFEN01_clean,Xe,-21.565628,-33.734377,-31.054835
BEFMOQ_clean,Xe,-24.248923,-33.763195,-31.882007
cg901128k_si_004_clean,Xe,-33.056176,-33.944245,-33.361516
ALICAA_clean,Xe,-17.169083,-25.670051,-24.593063
EHAGIF_clean,Xe,-16.627753,-24.252357,-23.202081
FELVID_clean,Xe,-26.997787,-30.636221,-29.432324
BORBEQ_clean,Xe,-22.584207,-34.215792,-32.285442
ATUXUK_clean,Xe,-16.423143,-33.024809,-31.085798
CASTEW_clean,Xe,-27.330492,-31.178254,-29.12227
DUTKAG_clean,Xe,-18.352955,-22.274241,-19.887821
CASWIE_clean,Xe,-16.041365,-32.416546,-30.333002
EHAGOL_clean,Xe,-16.212422,-24.222369,-23.208893
BEFMUW_clean,Xe,-20.402232,-32.496084,-30.540814
ALIFUY_clean,Xe,-19.758511,-38.362692,-37.176858
DITTEH_clean,Xe,-17.849061,-26.178617,-23.006375
CATART03_clean,Xe,,24.821833,25.688732
COTXIU_clean,Xe,-23.683301,-38.806003,-34.451987
EHAGUR_clean,Xe,-18.542027,-24.555552,-23.398722
ATUYAR_clean,Xe,-16.342232,-33.248718,-30.699712
DAGDIZ_clean,Xe,-21.442434,-29.748011,-26.587595
CICSOW01_clean,Xe,-21.715174,-42.924592,-42.230281
CAVMIW_clean,Xe,-5.861499,-8.593594,-8.113424
EHALOP_clean,Xe,-20.219391,-24.890958,-22.835157
EREFEN01_SL,Xe,-22.377339,-35.092705,-32.117323
FELVOJ_clean,Xe,-22.947366,-29.366086,-28.80326
ALIPEQ_clean,Xe,-1.203851,-1.206849,0.642539
DITXOU_clean,Xe,-15.658992,-25.435348,-24.072998
BEFNAD_clean,Xe,-16.194201,-27.439374,-26.011636
EHALOP_manual,Xe,-19.980374,-24.794204,-22.803734
EZOFOP_clean,Xe,-19.759365,-34.140478,-32.954153
DITYAH_clean,Xe,-16.822739,-17.262499,-16.89745
DITYEM_clean,Xe,-27.288375,-27.288857,-27.288375
CICSOW02_clean,Xe,-21.309474,-42.170662,-41.747375
BEFNEH_clean,Xe,-26.132224,-34.460991,-32.81059
BEFNIL_clean,Xe,-27.849211,-40.447734,-39.693281
DAGDUL_clean,Xe,-20.016499,-34.764216,-31.889726
ALIXAU_clean_h,Xe,-21.625845,-30.44111,-27.608217
FELVUP_clean,Xe,-25.951819,-30.45586,-29.459312
FOJLOH_clean,Xe,-18.770507,-28.060936,-25.254872
EZOFUV_clean,Xe,-12.378909,-21.641878,-19.66249
DITYOW_clean,Xe,-24.929358,-31.127561,-28.547882
ATUZEW_clean,Xe,-17.773742,-32.669846,-31.533804
1499489-acs.cgd.6b01265_1499490_clean,Xe,-17.830092,-31.544524,-28.84379
COTXOA_clean,Xe,-24.277339,-38.546503,-34.188506
BEFNOR_clean,Xe,-40.277282,-45.58842,-44.943218
BOSHIC_clean,Xe,-16.990512,-43.055145,-41.670817
EHEKUY_clean,Xe,-20.322794,-35.655526,-33.502566
EREGOY_clean,Xe,-17.426407,-24.475397,-20.852012
BOTLED_clean,Xe,,29.541709,30.229369
BEFNUX_clean,Xe,-29.842116,-32.854534,-32.279242
CICSOW_clean,Xe,-25.703171,-43.887616,-42.571827
CICYIX_clean,Xe,,43.129474,43.75245
ABAVIJ_clean,Xe,-25.274186,-38.545086,-36.682524
ALIXOJ_clean,Xe,-15.728947,-23.648916,-20.672301
DAGJED_clean,Xe,-24.048581,-34.614964,-30.937407
EZUCIM_clean,Xe,-19.861203,-29.950916,-27.528118
EHIHEI_clean,Xe,-12.716032,-19.805068,-18.69321
ABAVOP_clean,Xe,,4.137154,5.127272
FELWAW_clean,Xe,-28.839944,-31.870136,-30.576616
ALIXUP_clean,Xe,-12.561795,-19.007498,-16.959697
BEFPAF_clean,Xe,-26.226248,-34.957524,-31.600121
ERELIX_clean,Xe,-25.953474,-33.407008,-31.535642
EHIHOU_clean,Xe,-2.754454,-4.936049,-4.03114
DAHNOQ_clean,Xe,-14.466177,-22.175998,-20.787343
CIDKUX_clean,Xe,-15.019881,-30.186331,-28.025844
EZUCOS_clean,Xe,-25.173057,-30.600863,-28.964911
COVJAA_clean,Xe,-15.318374,-27.415574,-25.789118
EHIPOC_clean,Xe,-17.03868,-24.478435,-23.577913
BEGBOG_clean,Xe,-23.058426,-28.051507,-27.44763
ALOLES_ion_b,Xe,-19.708299,-28.65822,-26.618625
AVAGIP_clean,Xe,-22.298388,-32.050601,-29.866516
DAHNUW_clean,Xe,-16.284319,-21.645451,-20.506887
BOVHEB_clean,Xe,-27.224862,-35.228223,-33.821156
DAHPAE_clean,Xe,-15.393058,-22.842526,-22.104996
FELWEA_clean,Xe,-24.912639,-29.876557,-28.976775
ABAYIO_clean,Xe,-16.784128,-33.534065,-33.128132
DIVGIA_clean,Xe,-24.149763,-42.391411,-40.700919
DIVMUR_clean,Xe,-9.539411,-18.438992,-17.341928
ERIGER_clean,Xe,-23.773366,-33.23505,-32.046532
DAHTIQ_clean,Xe,-27.499819,-34.22404,-32.824221
DIVNAY_clean,Xe,-9.450746,-19.362231,-17.79238
COVPAG_clean,Xe,-24.666499,-33.599177,-30.69433
DIVNIH_clean,Xe,-10.914929,-18.02138,-16.387936
EZUCOS_SL,Xe,-24.568904,-30.95148,-29.285222
DAHWAM_clean,Xe,-10.422041,-18.100061,-16.104495
EHODOV_clean,Xe,-21.70774,-30.873645,-27.840038
FELWIE_clean,Xe,-27.529438,-30.998406,-29.774836
EZULAO_clean,Xe,-25.228922,-29.608686,-28.360501
ABAYOU_clean,Xe,-16.059993,-33.300963,-32.704445
DIVPUU_clean,Xe,-23.340362,-28.871113,-28.085377
COVYIX_clean,Xe,-20.642843,-27.005633,-26.719871
CIDLAE_clean,Xe,,21.68411,22.329336
DUVNIS01_charged,Xe,-19.627291,-30.467856,-27.862504
AVAGOV_clean,Xe,-22.471059,-31.397408,-29.500513
CAVMIX_clean,Xe,-20.148261,-32.206106,-29.333475
ERIJUM_clean,Xe,-14.803707,-22.740977,-19.656235
DAJHOM_clean5b,Xe,-22.190139,-32.815591,-30.549471
COWBEX_clean,Xe,-21.878275,-29.16345,-27.418613
ABEFUL_clean,Xe,-30.979266,-42.020037,-39.93217
FELWOK_clean,Xe,-28.823609,-31.949621,-30.662676
CIFDOM_clean,Xe,-20.837788,-26.390426,-23.964366
BEGDEY_clean,Xe,-19.44245,-45.299742,-41.044943
DIVQAB_clean,Xe,-25.847672,-34.641149,-33.391266
ABEMIF_clean,Xe,-17.118118,-27.835664,-23.787257
BEJZAS_clean,Xe,-12.698213,-24.129039,-22.605936
EHODOV_SL,Xe,-21.61381,-31.161124,-27.862878
AVAGUB_clean,Xe,-20.444301,-27.429643,-25.256506
BEKSAM_clean,Xe,-30.513461,-44.485478,-42.526354
FOJPEB_clean,Xe,-25.095391,-33.558577,-32.071298
ABESUX_clean,Xe,-17.665852,-22.120487,-19.539487
BEKYOG_clean,Xe,-18.853343,-21.953261,-21.144096
ERIWAF_clean,Xe,-12.856222,-34.182428,-31.955111
BOWDIC_clean,Xe,-21.192517,-31.827918,-27.73281
CIFDUS_clean,Xe,-19.832139,-26.986404,-24.508039
DAJHOM_manual,Xe,-22.193735,-32.815595,-30.548725
FOJVUX_clean,Xe,-10.522326,-18.67832,-17.74937
FELWUQ_clean,Xe,-26.548137,-30.865084,-29.809603
ABETAE_clean,Xe,-17.196694,-21.429782,-19.327975
AVALEO_clean,Xe,,25.325256,26.917207
BOWNUY_clean,Xe,-12.68237,-27.139165,-25.580548
FENROG_clean,Xe,-18.094885,-21.858331,-21.183836
FOKGET_clean,Xe,-11.629182,-19.105134,-17.49202
BEKYUM_clean,Xe,-18.539955,-26.636234,-25.05748
ALOLET_charged,Xe,-13.923659,-32.626579,-27.741439
CIFGUV_clean,Xe,-31.37673,-32.87489,-31.994809
DAJHUS_clean,Xe,-13.110864,-29.914616,-28.616096
FABCUI_clean,Xe,-20.956724,-36.728013,-34.316806
BOWQAG_clean,Xe,,11.736176,12.422483
BEKZEX01_clean,Xe,-4.396219,-5.188386,-4.838443
CAVMOD_clean,Xe,-16.467916,-33.904233,-31.917498
EHUCOA_clean,Xe,-21.889206,-29.440634,-27.002236
DIVSUY_clean,Xe,-21.245401,-29.481344,-27.128667
FABFOF_clean,Xe,-22.209782,-24.516405,-23.023052
ABEXEM_clean,Xe,-20.443451,-27.537438,-25.492737
CIFJAE_clean,Xe,-23.505666,-26.029785,-24.767042
BEKZEX_clean,Xe,-6.88812,-8.226621,-7.658304
DAKHUU_clean,Xe,-21.580784,-30.645173,-28.254046
COWDEZ_clean,Xe,-20.564014,-39.147699,-37.837576
CAVNOE_clean,Xe,-27.680205,-28.729252,-27.998132
BOWQAG_SL,Xe,,29.064547,29.438482
FABFOF_ion_b,Xe,-22.209783,-24.516408,-23.023054
BOWRAH_clean,Xe,-29.04179,-37.166069,-36.311924
FABGOG_clean,Xe,-16.47907,-34.857478,-33.683666
FOKWIN_clean,Xe,-16.05805,-28.492554,-27.688584
BELJIL_clean,Xe,-18.52239,-25.55095,-22.58729
COWMAD_clean,Xe,-17.796445,-22.721975,-20.472761
FENVOL_charged,Xe,-21.724039,-36.275779,-33.869348
BOWSOW_clean,Xe,-25.007339,-28.255917,-27.063054
AVAQIX01_clean,Xe,-26.434662,-35.27834,-34.03148
FABGUM_clean,Xe,-23.511732,-25.241545,-23.848767
FENZAB_clean,Xe,,189.31509,189.448705
EROCIZ_clean,Xe,-24.360636,-47.501878,-46.410052
COWMEH_clean,Xe,-17.797021,-22.593502,-20.497737
DAKVIW_clean,Xe,-12.735321,-35.956714,-35.216605
FAFCEW_clean,Xe,-21.081002,-25.035402,-23.438461
ERUFUS_clean,Xe,-22.255728,-30.210619,-28.150155
BOWSUC_clean,Xe,-16.723377,-22.929707,-21.654728
FEPQEW_clean,Xe,-21.855103,-24.046847,-23.193733
FAFDEX_clean,Xe,-22.953593,-33.349666,-31.598417
COWMIL_clean,Xe,-17.68972,-22.813011,-20.647739
FAFGAU_clean,Xe,-19.487636,-27.958696,-26.853048
COWMOR_clean,Xe,-17.7503,-22.939433,-20.770865
FOKYEL_clean,Xe,-17.622652,-35.846937,-32.347203
ABEXEN_clean,Xe,-18.161672,-30.4675,-24.691307
FEQSIF_clean,Xe,-14.833382,-35.515226,-33.479455
FAFJIH_clean,Xe,-10.664281,-11.339122,-10.836409
DUVNIS_charged,Xe,-18.365609,-27.919903,-24.913055
COWMUX_clean,Xe,-17.852245,-23.011125,-20.76314
CIFLUA_clean,Xe,-14.192679,-26.419669,-21.488445
CAVRAU_clean,Xe,-17.367867,-37.285979,-36.271959
AVAQIX_clean,Xe,-24.601452,-34.729094,-33.332298
DAKVOC_clean,Xe,-14.916882,-36.275685,-35.859534
FAFJIH_SL,Xe,-10.825771,-11.504076,-10.999672
ABEXIQ_clean,Xe,-18.747739,-27.861233,-25.571365
BOWZUK_clean,Xe,-17.152277,-30.016065,-28.048859
COWPOU_clean,Xe,-28.04733,-32.037223,-30.28922
BOXYEU_clean,Xe,-19.72823,-29.736661,-28.129434
FAFMAC_clean,Xe,-20.228291,-25.762625,-23.538539
FERCAH,Xe,-26.54976,-34.582375,-31.932435
AVEHAM_clean,Xe,-19.156276,-33.44222,-31.570477
FOKYIP_clean,Xe,-18.662693,-30.621718,-27.825592
ALOLIX_charged,Xe,-14.83782,-24.697599,-20.361567
EHUSUX_clean,Xe,-17.568732,-42.008937,-40.225636
ABEXOW_clean,Xe,-18.824652,-28.045194,-26.012662
BOXYIY_clean,Xe,-17.784571,-26.304983,-24.231191
FOKYUB_clean,Xe,-18.100594,-22.786679,-21.620719
BELTOD_clean,Xe,-22.293569,-29.954928,-26.6232
CIFMAH_clean,Xe,-15.114197,-30.4405,-26.159186
FOKZIQ_clean,Xe,-27.105996,-32.573759,-31.674528
ALOLIY_clean,Xe,-12.464859,-16.690004,-14.067583
DIWMON_clean,Xe,-16.102101,-32.149625,-28.169364
FAFQEJ01_clean,Xe,-16.406463,-26.262024,-21.214358
CIFMEL_clean,Xe,-11.232038,-15.210606,-12.933354
ABEXUC_clean,Xe,-18.320812,-28.31455,-26.526049
DAKVUI_clean,Xe,-13.972129,-36.533722,-36.059264
AVELOD_clean,Xe,-18.552056,-32.018223,-30.396139
FOLLEZ_clean,Xe,-24.18829,-32.063289,-29.315824
CAVREY_clean,Xe,-18.847065,-37.211004,-36.460689
CAVSOJ_clean,Xe,-16.138081,-24.322465,-22.705417
DAKZUN_clean,Xe,-13.361354,-27.109381,-24.173262
FAGFUQ_clean,Xe,-16.759631,-24.243756,-20.87204
CAVSUP_clean,Xe,-18.022454,-22.931721,-20.171338
ERULEK_clean,Xe,-14.458476,-25.681646,-22.151317
ABEYAJ_clean,Xe,-17.523553,-28.469515,-26.779758
DUWBEE_clean,Xe,-15.172664,-20.131574,-16.805455
CIFMIP_clean,Xe,-16.450951,-24.849783,-22.518605
CAVTAW_clean,Xe,-15.670967,-23.163847,-21.588809
COWRAJ_clean,Xe,-21.080353,-34.621205,-31.311541
DUWFAE_clean,Xe,-3.481498,-5.544427,-4.272623
AVELUJ_clean,Xe,-19.647521,-32.451108,-31.056407
FERGUG_charged,Xe,-19.907802,-32.246191,-29.750456
BOYCEY_auto,Xe,-12.436828,-33.300929,-31.88957
ABEYEN_clean,Xe,-17.537052,-28.591881,-26.936196
DUWFOS_clean,Xe,-20.556866,-29.939268,-29.106367
CAVVUS_clean,Xe,-17.233444,-26.661421,-23.460517
ALUJEX_clean,Xe,-21.559449,-30.138574,-26.797171
DALCEZ,Xe,-13.593813,-34.204999,-33.735042
CIGDUT_clean,Xe,-16.161396,-29.963721,-27.842928
BOYTEQ_clean,Xe,-24.905124,-35.714148,-34.02284
CAWBUY_clean,Xe,-43.326113,-71.663033,-69.30448
DALSAN_clean,Xe,-3.744912,-13.499377,-12.633688
AVEMAQ_clean,Xe,-18.854487,-31.96709,-30.207142
ABEYIR,Xe,-17.737536,-28.675781,-27.134857
FERHAN_clean,Xe,-15.408909,-32.424429,-31.808088
DUWGEJ_clean,Xe,-18.654226,-29.149253,-26.456648
DUWRAQ_clean,Xe,-18.2229,-28.556539,-27.811891
AVEMOE_clean,Xe,-18.666614,-28.076322,-26.760509
ERUNIQ_clean,Xe,-24.511216,-33.741603,-32.666932
DALSER_clean,Xe,-11.594269,-18.812387,-17.772824
BELTUJ_clean,Xe,-23.183403,-31.44085,-28.24084
CAWDOU01_charged,Xe,-12.643082,-21.163898,-19.578738
DUWRIY_clean,Xe,-19.043076,-27.834902,-26.359373
CIGFAB_clean,Xe,-16.776942,-30.410301,-28.197925
FAGMAE_clean,Xe,-24.614574,-32.571613,-31.357005
EHUTAE_clean,Xe,-17.50054,-39.606791,-37.482053
ABEYIR_clean,Xe,-17.737606,-28.675781,-27.134854
EJATIS_clean,Xe,-24.410466,-38.844217,-37.144003
FOMWOV_clean,Xe,-18.278479,-28.689627,-25.154044
COWREN_clean,Xe,-18.977774,-35.50038,-32.758379
ABIXOZ_clean,Xe,-14.066831,-18.283656,-15.828769
CIGFEF_clean,Xe,-17.756249,-27.160112,-25.424579
FERVEF_clean,Xe,-18.034726,-23.052428,-21.421934
ALUJIB_clean,Xe,-21.532764,-29.947906,-26.26519
AVEQID_clean,Xe,-15.572506,-21.95771,-19.296816
BOYYOF_clean,Xe,-15.137078,-29.92342,-28.330676
DUWROE_clean,Xe,-19.715478,-27.122336,-24.986397
FERVIJ_clean,Xe,-14.387863,-23.442482,-22.232254
CAWDOU02_clean,Xe,-18.939626,-27.902805,-26.61067
DUWRUK_clean,Xe,-19.232186,-30.019036,-28.006348
AVEROJ_clean,Xe,-17.882074,-24.707541,-22.114775
CIGYAU_clean,Xe,-24.156554,-26.667056,-25.325449
EJAXIW_clean,Xe,-18.87978,-32.794061,-29.103556
DALSUH_clean,Xe,-20.858626,-30.295928,-26.35545
DUWSAR_clean,Xe,-15.733907,-19.501048,-17.232773
FONKEA_clean,Xe,-25.849545,-32.915549,-32.00504
ABIYIV,Xe,-19.996892,-30.337342,-28.215457
FERVOP_clean,Xe,-13.07202,-20.931677,-20.097483
DUWTAS_clean,Xe,-20.093085,-25.61728,-24.245626
EJEFOP_clean,Xe,-21.689987,-32.278131,-30.874991
AVESAW_clean,Xe,-20.305114,-35.555759,-33.891153
BELVAR_charged,Xe,-24.075108,-34.404926,-32.620594
FONPUV_clean,Xe,-24.67946,-28.97359,-27.364627
DIWMUT_clean,Xe,-19.106136,-32.316104,-28.116776
ABIYIV_clean,Xe,-19.996892,-30.337342,-28.215457
CAWDOU_charged,Xe,-20.085996,-30.023039,-28.82064
FAGMEI_clean,Xe,-19.589671,-38.959062,-37.139805
ALUJOH_clean,Xe,-20.706294,-29.0662,-25.51355
ABULOB_clean,Xe,-26.666163,-32.254369,-30.927424
BELVEV_charged,Xe,-18.777234,-27.361115,-23.594914
FERVUV_clean,Xe,-10.274739,-23.446243,-21.742029
EJEGOQ_clean,Xe,-14.466657,-22.430421,-20.153164
DIWNAA_clean,Xe,-19.354055,-24.483848,-22.011488
FONQIJ_clean,Xe,-24.572728,-31.494675,-29.120515
BOZFIH_clean,Xe,-21.326934,-29.785624,-27.217918
DALTAO_clean,Xe,-20.335875,-30.429074,-26.256785
COWRIR_clean,Xe,-22.072832,-36.729367,-33.634948
ALUJUN_clean,Xe,-29.654506,-34.731133,-33.331081
AVESOL_clean,Xe,-21.043081,-27.557283,-24.478843
FERWAC_clean,Xe,-18.203964,-24.148434,-22.87747
BELYIC_clean,Xe,-10.69048,-20.533588,-17.531707
DIXKOL_clean,Xe,-22.054365,-29.286894,-27.952528
CIJBEE_clean,Xe,-20.731344,-27.387692,-24.510707
DALVAQ_clean,Xe,-21.6125,-29.436818,-28.229288
ALUKAU_clean,Xe,-28.546505,-34.773317,-33.205393
CAWGAJ_clean,Xe,-18.357722,-28.203724,-26.880073
DUXKEN_clean,Xe,-19.890734,-36.706815,-33.145336
CIJVOH01_clean,Xe,-14.215226,-20.37773,-18.096668
FESBEM_clean,Xe,-25.527968,-33.769131,-31.872415
DIXNUV01_clean,Xe,-5.157111,-11.028308,-10.467713
CIJVOH_clean,Xe,-15.038238,-20.486555,-18.388262
DUXKUD_clean,Xe,-17.405971,-23.892302,-21.41016
CILDAD_clean,Xe,,63.740405,64.71876
ERUNOW_clean,Xe,-15.775323,-30.185175,-26.405976
BENXOJ,Xe,-13.182796,-28.02239,-26.960964
ABUWOJ_clean,Xe,-17.795595,-28.435214,-26.302055
ERUVEU_clean,Xe,,22.255541,22.255689
DIXNUV_clean,Xe,-10.078236,-16.039018,-14.743797
ALUKIC_clean,Xe,-11.549842,-19.263134,-16.066062
DUXLUF01_clean,Xe,-28.213439,-28.214987,-28.213441
DUXLUF02_clean,Xe,-37.044622,-37.045906,-37.044623
BENXUP_clean,Xe,-19.602515,-32.560581,-31.51624
FOPBAP_clean,Xe,-21.731523,-32.046287,-30.047412
ac403674p_si_001_clean,Xe,-12.805116,-22.156513,-19.669783
CAWVIH_clean,Xe,-23.925072,-29.425435,-27.522542
CILFIN_clean,Xe,-21.817764,-36.251453,-34.041174
FESBIQ_clean,Xe,-20.801433,-29.240949,-26.127752
EJEGUW_clean,Xe,-15.968484,-24.673063,-22.404754
BENZOL_clean,Xe,-21.692894,-26.737253,-24.996007
FAGMOS_clean,Xe,-20.17809,-38.38945,-36.814707
ALUKOI_clean,Xe,-11.766289,-19.183728,-16.088416
FESTUT_clean,Xe,-22.892225,-30.08448,-28.541846
DIYKAZ_clean,Xe,-28.563631,-38.372158,-36.815708
AVESUR_clean,Xe,-20.403951,-25.892006,-23.568568
COWROX_clean,Xe,-24.012069,-35.714707,-32.677634
DIYKED_clean,Xe,-22.288144,-23.647112,-22.970642
BENZUR_clean,Xe,-22.442899,-26.540759,-24.781892
BOZFON_clean,Xe,-22.22169,-36.857568,-31.895788
BEPBAB_clean,Xe,-24.589431,-29.434744,-26.73277
ESANET_clean,Xe,-17.746568,-22.58968,-20.645935
ALUKUO_clean,Xe,-11.669783,-19.231303,-16.080084
BUBDIL_clean,Xe,-51.575205,-60.997804,-57.902473
CAWVIH_SL,Xe,-23.941702,-29.442046,-27.534366
FEVDER_clean,Xe,-15.437605,-30.178664,-28.536051
EJEHAD_clean,Xe,-12.872647,-20.326141,-18.880895
CIMFOV_clean,Xe,-41.472223,-60.936046,-60.582005
BEPLUF_clean,Xe,-11.513569,-25.502129,-23.552843
ACAJIY_clean,Xe,-24.405521,-36.761091,-33.531295
DUXMAL_clean,Xe,-21.869806,-35.994086,-33.894436
BUBQOE_clean,Xe,-18.893242,-26.269067,-23.948953
COWXOC_clean,Xe,-23.427291,-30.200914,-28.697547
DALVEU_clean,Xe,-18.189311,-37.688626,-36.065942
DIYTEM_clean,Xe,-20.009164,-32.32491,-29.186139
FAGQAI_clean,Xe,-8.622921,-20.165638,-16.393052
DUXSIA_clean,Xe,-23.978177,-32.60461,-31.15625
ALULAV_clean,Xe,-11.666828,-19.3448,-16.159478
DUXZIG01_clean,Xe,-16.627448,-18.104191,-16.957788
BEPMAM_clean,Xe,-12.845255,-27.356369,-25.456703
ACAJIZ_clean,Xe,-20.544848,-28.406525,-26.263707
FEVDIV_clean,Xe,-13.59571,-29.436899,-28.333505
COXCUP_clean,Xe,-7.929242,-15.514526,-14.234293
DIYWIT_clean,Xe,-22.954896,-32.310308,-31.408296
CAWZUX_clean,Xe,-19.290087,-33.012553,-30.960574
BEPMEQ_clean,Xe,-9.758106,-18.301649,-16.731924
CAXPEY_clean,Xe,-13.429132,-13.742667,-13.467951
ACAJOF_clean,Xe,-20.515602,-29.916675,-27.80053
FAGREM_clean,Xe,-18.261439,-25.696523,-22.729708
CAXPIC_clean,Xe,-6.121614,-6.759578,-6.280349
ESARAT_clean,Xe,-28.680629,-37.707148,-35.419878
ALULID_clean,Xe,-16.061389,-25.824458,-21.298565
FOPTOU_clean,Xe,-16.762696,-31.26635,-28.264628
EJESUJ_clean,Xe,-8.285405,-20.199565,-16.471462
BEPMIU_clean,Xe,-9.768497,-18.313228,-16.615585
FAGVUH_clean,Xe,-16.05858,-23.210621,-21.891703
ACAKUM,Xe,-19.478293,-29.831343,-28.273615
AVETAY_clean,Xe,-19.210071,-29.166485,-27.118954
ACAKUM_clean,Xe,-19.478292,-29.831344,-28.273614
COXDIE_clean,Xe,-23.185618,-30.084673,-27.146432
DIZQOT_clean,Xe,,27.426648,27.445958
BUBTUP_clean,Xe,-20.130396,-28.310987,-25.080117
DUYJIS_clean,Xe,-22.448922,-33.021284,-29.259746
BEPNER_clean,Xe,-11.923938,-12.816348,-12.203266
CAXSUR_clean5b,Xe,-9.980487,-23.121476,-16.900876
COXHED_clean,Xe,-7.791592,-10.386476,-9.522293
ACALIB_clean,Xe,-15.692919,-25.662816,-24.556577
ESARIB_clean,Xe,-37.383378,-55.198607,-52.758635
COXHIH_clean,Xe,-7.973736,-10.722057,-9.614994
FEVNEA_charged,Xe,-15.459738,-28.727424,-25.288455
ACECIV_ion_b,Xe,-13.996508,-29.648181,-29.486294
FOQNIK_clean,Xe,-20.079427,-34.24413,-32.114818
COXHON_clean,Xe,-7.48474,-10.399534,-9.217924
BEPNIV_clean,Xe,-11.693601,-26.801639,-25.210952
COXQUB_clean,Xe,-13.066957,-28.695767,-27.69265
EJETAQ_clean,Xe,-7.071198,-18.877731,-15.810413
CIMTAV_charged,Xe,-20.588298,-29.696814,-26.771716
ALURAB_clean,Xe,-18.392801,-32.784371,-29.51431
EJIDUW01_clean,Xe,-23.270146,-31.408184,-30.256672
ESAROH_clean,Xe,-22.223562,-35.956986,-34.47621
DIZVAK_clean,Xe,-21.730616,-24.555486,-23.502145
BUBWOM_clean,Xe,-15.311403,-31.448003,-29.801787
CAXSUR_SL,Xe,-10.886706,-24.707425,-19.079849
FAGXIX_clean,Xe,-22.616816,-35.722503,-32.973835
EJIDUW02_clean,Xe,-23.313572,-31.538315,-30.500092
BEPNOB_clean,Xe,-11.754963,-26.642018,-24.761938
COXXIX_clean,Xe,-14.155758,-19.084367,-17.989438
EJONOH_clean,Xe,-17.002537,-28.671532,-27.768737
DAMDUT_clean,Xe,-14.077608,-23.43347,-20.610596
FOQNOQ01_clean,Xe,-20.679981,-37.072274,-34.967066
DOCKOW_clean,Xe,-19.672615,-26.600133,-24.299883
BEPNUH_clean,Xe,-9.767811,-17.830554,-15.995406
AVETEC_clean,Xe,-19.898163,-28.178453,-26.658529
ESARUN_clean,Xe,-20.64032,-30.910045,-27.578582
BUCROH_charged,Xe,-28.687462,-37.749449,-36.112586
ACIBIY_clean,Xe,-24.739791,-28.64299,-27.196306
DODHUA_clean,Xe,-20.495294,-26.784539,-26.162311
FEVNIE_charged,Xe,-12.618057,-28.493458,-24.669381
BEPPAP_clean,Xe,-9.324132,-16.915071,-15.479295
CAXTAY_clean,Xe,-10.059507,-17.502559,-15.502812
DAMRAN_clean,Xe,-19.091417,-36.053039,-34.970772
FEVNOK_clean,Xe,,52.902611,54.050391
COYCEZ_clean,Xe,-17.386408,-28.977685,-25.313641
ACIBOE_clean,Xe,-17.073457,-24.767356,-20.896353
ESASAU_clean,Xe,-25.266889,-36.095318,-34.688207
ALUREF_clean,Xe,-18.923314,-32.875295,-29.780095
FEVNOL_clean,Xe,-40.544236,-43.286389,-42.535372
DUYRAR_clean,Xe,-12.906266,-22.154526,-19.184265
ACMPCD_clean,Xe,-16.899765,-21.741707,-20.438714
DODMIT_clean,Xe,-22.588135,-28.481924,-25.712911
BEPPIX_clean,Xe,-11.24132,-20.925438,-19.432731
FOQNOQ02_clean,Xe,-20.302688,-36.577564,-34.631876
FAGXOD_clean,Xe,-24.228444,-36.024776,-34.480913
BUCSAU_clean,Xe,-17.248624,-36.479303,-33.779162
FEVREF_clean,Xe,-22.1722,-32.915323,-31.258025
COYCID_clean,Xe,-12.620571,-24.007898,-20.259112
ESASEY_clean,Xe,-25.61017,-33.872398,-33.235578
BEPPOD_clean,Xe,-11.627882,-21.638113,-19.228876
EJOQOL_clean,Xe,-15.905758,-29.066021,-26.320309
CAXTEC_clean,Xe,-14.445673,-29.248775,-22.712032
DOFREW_clean,Xe,-58.787735,-82.348489,-82.229975
AVETOM_clean,Xe,-26.958618,-40.894455,-40.082781
ESATAU_clean,Xe,-23.421074,-34.496286,-31.995692
FOQNOQ_clean,Xe,-19.9491,-35.190856,-33.247843
ALURIJ_clean,Xe,-19.170305,-33.631156,-30.533535
AVEVEE_clean,Xe,-14.178695,-26.912941,-23.485132
FEVSAC_clean,Xe,-20.066075,-27.515895,-25.814685
BUCSEY_clean,Xe,-18.465339,-31.215952,-27.596938
ACODED,Xe,-21.509361,-32.546593,-30.633196
AVIHIY_clean,Xe,-19.107418,-26.184274,-23.20431
am301365h_si_002_clean,Xe,-14.020781,-18.247838,-17.107702
DAMYOI_clean,Xe,-12.110843,-25.847149,-22.515633
