MC_cycle,absolute_adsorption_(H20),excess_adsorption_(H20)
0,0.00000,0.00000
1000,22.37500,22.37500
2000,39.25000,39.25000
3000,41.75000,41.75000
4000,43.25000,43.25000
5000,44.12500,44.12500
6000,45.37500,45.37500
7000,45.62500,45.62500
8000,46.62500,46.62500
9000,47.37500,47.37500
10000,47.87500,47.87500
11000,48.50000,48.50000
12000,48.25000,48.25000
13000,48.87500,48.87500
14000,49.75000,49.75000
15000,48.50000,48.50000
16000,50.25000,50.25000
17000,49.87500,49.87500
18000,49.87500,49.87500
19000,49.87500,49.87500
20000,49.50000,49.50000
21000,49.00000,49.00000
22000,48.62500,48.62500
23000,50.00000,50.00000
24000,49.00000,49.00000
25000,49.12500,49.12500
26000,48.50000,48.50000
27000,49.25000,49.25000
28000,49.12500,49.12500
29000,49.25000,49.25000
30000,49.37500,49.37500
31000,49.62500,49.62500
32000,49.50000,49.50000
33000,49.12500,49.12500
34000,49.00000,49.00000
35000,48.62500,48.62500
36000,48.87500,48.87500
37000,47.62500,47.62500
38000,47.25000,47.25000
39000,48.37500,48.37500
40000,49.25000,49.25000
41000,48.50000,48.50000
42000,48.00000,48.00000
43000,47.62500,47.62500
44000,48.25000,48.25000
45000,48.12500,48.12500
46000,49.12500,49.12500
47000,49.50000,49.50000
48000,49.00000,49.00000
49000,49.87500,49.87500
50000,49.37500,49.37500
51000,48.25000,48.25000
52000,48.25000,48.25000
53000,48.25000,48.25000
54000,48.00000,48.00000
55000,48.00000,48.00000
56000,47.75000,47.75000
57000,48.00000,48.00000
58000,47.87500,47.87500
59000,48.50000,48.50000
60000,48.87500,48.87500
61000,49.25000,49.25000
62000,49.25000,49.25000
63000,49.12500,49.12500
64000,49.37500,49.37500
65000,49.50000,49.50000
66000,49.25000,49.25000
67000,48.75000,48.75000
68000,48.62500,48.62500
69000,49.25000,49.25000
70000,49.50000,49.50000
71000,49.75000,49.75000
72000,50.50000,50.50000
73000,50.00000,50.00000
74000,50.37500,50.37500
75000,50.37500,50.37500
76000,51.00000,51.00000
77000,50.50000,50.50000
78000,50.50000,50.50000
79000,50.37500,50.37500
80000,49.25000,49.25000
81000,49.25000,49.25000
82000,48.62500,48.62500
83000,49.12500,49.12500
84000,49.00000,49.00000
85000,49.25000,49.25000
86000,48.87500,48.87500
87000,49.87500,49.87500
88000,50.75000,50.75000
89000,50.37500,50.37500
90000,50.75000,50.75000
91000,50.50000,50.50000
92000,50.62500,50.62500
93000,50.87500,50.87500
94000,51.25000,51.25000
95000,50.50000,50.50000
96000,49.75000,49.75000
97000,50.25000,50.25000
98000,50.50000,50.50000
99000,50.75000,50.75000
100000,49.87500,49.87500
101000,50.87500,50.87500
102000,50.25000,50.25000
103000,50.37500,50.37500
104000,50.50000,50.50000
105000,50.62500,50.62500
106000,51.00000,51.00000
107000,50.62500,50.62500
108000,50.62500,50.62500
109000,50.37500,50.37500
110000,50.00000,50.00000
111000,50.50000,50.50000
112000,50.37500,50.37500
113000,50.00000,50.00000
114000,49.50000,49.50000
115000,49.37500,49.37500
116000,49.37500,49.37500
117000,49.50000,49.50000
118000,49.62500,49.62500
119000,49.50000,49.50000
120000,49.87500,49.87500
121000,49.87500,49.87500
122000,49.62500,49.62500
123000,49.00000,49.00000
124000,49.62500,49.62500
125000,49.50000,49.50000
126000,49.87500,49.87500
127000,50.25000,50.25000
128000,50.25000,50.25000
129000,50.37500,50.37500
130000,49.75000,49.75000
131000,49.37500,49.37500
132000,50.25000,50.25000
133000,50.00000,50.00000
134000,50.25000,50.25000
135000,50.25000,50.25000
136000,50.12500,50.12500
137000,50.75000,50.75000
138000,50.87500,50.87500
139000,50.50000,50.50000
140000,49.25000,49.25000
141000,49.87500,49.87500
142000,50.25000,50.25000
143000,50.62500,50.62500
144000,51.00000,51.00000
145000,50.75000,50.75000
146000,50.50000,50.50000
147000,50.12500,50.12500
148000,50.50000,50.50000
149000,49.50000,49.50000
150000,50.87500,50.87500
151000,50.25000,50.25000
152000,50.50000,50.50000
153000,50.00000,50.00000
154000,49.25000,49.25000
155000,49.37500,49.37500
156000,50.12500,50.12500
157000,50.62500,50.62500
158000,50.62500,50.62500
159000,50.37500,50.37500
160000,50.00000,50.00000
161000,50.50000,50.50000
162000,49.87500,49.87500
163000,50.12500,50.12500
164000,50.50000,50.50000
165000,50.12500,50.12500
166000,50.62500,50.62500
167000,50.50000,50.50000
168000,50.37500,50.37500
169000,50.00000,50.00000
170000,50.25000,50.25000
171000,49.87500,49.87500
172000,49.50000,49.50000
173000,49.50000,49.50000
174000,50.37500,50.37500
175000,51.37500,51.37500
176000,51.25000,51.25000
177000,51.00000,51.00000
178000,50.00000,50.00000
179000,50.00000,50.00000
180000,50.12500,50.12500
181000,49.12500,49.12500
182000,50.00000,50.00000
183000,50.37500,50.37500
184000,50.50000,50.50000
185000,51.12500,51.12500
186000,51.12500,51.12500
187000,51.00000,51.00000
188000,50.25000,50.25000
189000,50.37500,50.37500
190000,50.62500,50.62500
191000,50.37500,50.37500
192000,50.25000,50.25000
193000,50.87500,50.87500
194000,50.37500,50.37500
195000,50.25000,50.25000
196000,50.75000,50.75000
197000,51.12500,51.12500
198000,50.87500,50.87500
199000,50.50000,50.50000
