MC_cycle,absolute_adsorption_(H20),excess_adsorption_(H20)
0,1.87500,1.87500
1000,2.37500,2.37500
2000,2.87500,2.87500
3000,2.87500,2.87500
4000,2.75000,2.75000
5000,1.50000,1.50000
6000,2.37500,2.37500
7000,1.87500,1.87500
8000,1.50000,1.50000
9000,2.25000,2.25000
10000,2.37500,2.37500
11000,2.75000,2.75000
12000,2.75000,2.75000
13000,3.12500,3.12500
14000,1.75000,1.75000
15000,2.25000,2.25000
16000,3.00000,3.00000
17000,2.37500,2.37500
18000,2.50000,2.50000
19000,2.00000,2.00000
20000,2.00000,2.00000
21000,2.12500,2.12500
22000,2.87500,2.87500
23000,2.12500,2.12500
24000,1.62500,1.62500
25000,1.87500,1.87500
26000,2.25000,2.25000
27000,1.62500,1.62500
28000,2.00000,2.00000
29000,2.50000,2.50000
30000,2.00000,2.00000
31000,2.00000,2.00000
32000,2.37500,2.37500
33000,1.50000,1.50000
34000,1.75000,1.75000
35000,2.12500,2.12500
36000,2.37500,2.37500
37000,3.00000,3.00000
38000,4.50000,4.50000
39000,3.62500,3.62500
40000,5.00000,5.00000
41000,5.87500,5.87500
42000,5.00000,5.00000
43000,4.62500,4.62500
44000,5.25000,5.25000
45000,4.62500,4.62500
46000,6.00000,6.00000
47000,5.75000,5.75000
48000,4.87500,4.87500
49000,4.37500,4.37500
50000,4.62500,4.62500
51000,3.87500,3.87500
52000,4.12500,4.12500
53000,4.37500,4.37500
54000,3.62500,3.62500
55000,3.75000,3.75000
56000,3.50000,3.50000
57000,3.37500,3.37500
58000,3.87500,3.87500
59000,4.62500,4.62500
60000,4.87500,4.87500
61000,4.12500,4.12500
62000,3.50000,3.50000
63000,3.62500,3.62500
64000,4.12500,4.12500
65000,4.62500,4.62500
66000,4.75000,4.75000
67000,4.87500,4.87500
68000,5.12500,5.12500
69000,4.75000,4.75000
70000,5.37500,5.37500
71000,6.12500,6.12500
72000,6.25000,6.25000
73000,5.75000,5.75000
74000,5.00000,5.00000
75000,5.00000,5.00000
76000,5.50000,5.50000
77000,4.75000,4.75000
78000,4.25000,4.25000
79000,3.62500,3.62500
80000,4.00000,4.00000
81000,5.12500,5.12500
82000,4.62500,4.62500
83000,4.12500,4.12500
84000,4.75000,4.75000
85000,4.75000,4.75000
86000,4.25000,4.25000
87000,4.37500,4.37500
88000,3.75000,3.75000
89000,5.37500,5.37500
90000,4.50000,4.50000
91000,4.75000,4.75000
92000,5.62500,5.62500
93000,4.75000,4.75000
94000,5.25000,5.25000
95000,4.62500,4.62500
96000,4.00000,4.00000
97000,4.75000,4.75000
98000,4.00000,4.00000
99000,4.37500,4.37500
100000,4.87500,4.87500
101000,4.50000,4.50000
102000,4.50000,4.50000
103000,3.62500,3.62500
104000,4.25000,4.25000
105000,4.87500,4.87500
106000,3.87500,3.87500
107000,5.12500,5.12500
108000,4.87500,4.87500
109000,5.25000,5.25000
110000,6.62500,6.62500
111000,6.00000,6.00000
112000,7.37500,7.37500
113000,5.87500,5.87500
114000,5.75000,5.75000
115000,5.00000,5.00000
116000,3.62500,3.62500
117000,4.62500,4.62500
118000,5.25000,5.25000
119000,5.25000,5.25000
120000,4.50000,4.50000
121000,5.12500,5.12500
122000,5.25000,5.25000
123000,4.62500,4.62500
124000,3.75000,3.75000
125000,4.87500,4.87500
126000,4.87500,4.87500
127000,5.25000,5.25000
128000,4.62500,4.62500
129000,4.75000,4.75000
130000,5.62500,5.62500
131000,5.25000,5.25000
132000,4.25000,4.25000
133000,6.50000,6.50000
134000,5.87500,5.87500
135000,5.50000,5.50000
136000,5.12500,5.12500
137000,4.87500,4.87500
138000,5.62500,5.62500
139000,5.00000,5.00000
140000,4.87500,4.87500
141000,4.37500,4.37500
142000,4.12500,4.12500
143000,4.12500,4.12500
144000,4.00000,4.00000
145000,3.87500,3.87500
146000,4.62500,4.62500
147000,5.75000,5.75000
148000,6.12500,6.12500
149000,5.37500,5.37500
150000,7.00000,7.00000
151000,7.12500,7.12500
152000,6.62500,6.62500
153000,6.37500,6.37500
154000,6.00000,6.00000
155000,6.50000,6.50000
156000,6.87500,6.87500
157000,6.00000,6.00000
158000,7.37500,7.37500
159000,6.75000,6.75000
160000,6.37500,6.37500
161000,6.25000,6.25000
162000,6.12500,6.12500
163000,6.62500,6.62500
164000,7.37500,7.37500
165000,8.75000,8.75000
166000,8.50000,8.50000
167000,8.50000,8.50000
168000,7.75000,7.75000
169000,7.37500,7.37500
170000,7.50000,7.50000
171000,6.62500,6.62500
172000,8.37500,8.37500
173000,8.75000,8.75000
174000,9.12500,9.12500
175000,8.87500,8.87500
176000,11.00000,11.00000
177000,10.25000,10.25000
178000,11.12500,11.12500
179000,12.50000,12.50000
180000,12.25000,12.25000
181000,13.00000,13.00000
182000,13.00000,13.00000
183000,12.12500,12.12500
184000,12.50000,12.50000
185000,12.50000,12.50000
186000,11.87500,11.87500
187000,10.12500,10.12500
188000,11.50000,11.50000
189000,10.12500,10.12500
190000,9.75000,9.75000
191000,9.62500,9.62500
192000,11.25000,11.25000
193000,10.00000,10.00000
194000,10.50000,10.50000
195000,11.75000,11.75000
196000,11.00000,11.00000
197000,11.62500,11.62500
198000,11.00000,11.00000
199000,11.00000,11.00000
200000.0,11.50000,11.5000000000
201000.0,11.50000,11.5000000000
202000.0,10.37500,10.3750000000
203000.0,11.62500,11.6250000000
204000.0,12.75000,12.7500000000
205000.0,11.37500,11.3750000000
206000.0,11.12500,11.1250000000
207000.0,10.00000,10.0000000000
208000.0,10.62500,10.6250000000
209000.0,10.37500,10.3750000000
210000.0,11.87500,11.8750000000
211000.0,11.00000,11.0000000000
212000.0,10.37500,10.3750000000
213000.0,9.87500,9.8750000000
214000.0,9.00000,9.0000000000
215000.0,7.50000,7.5000000000
216000.0,7.12500,7.1250000000
217000.0,7.12500,7.1250000000
218000.0,7.12500,7.1250000000
219000.0,7.12500,7.1250000000
220000.0,7.37500,7.3750000000
221000.0,7.87500,7.8750000000
222000.0,7.87500,7.8750000000
223000.0,7.25000,7.2500000000
224000.0,8.00000,8.0000000000
225000.0,7.75000,7.7500000000
226000.0,7.87500,7.8750000000
227000.0,8.50000,8.5000000000
228000.0,9.12500,9.1250000000
229000.0,10.25000,10.2500000000
230000.0,10.75000,10.7500000000
231000.0,10.25000,10.2500000000
232000.0,9.00000,9.0000000000
233000.0,8.75000,8.7500000000
234000.0,9.87500,9.8750000000
235000.0,10.62500,10.6250000000
236000.0,9.12500,9.1250000000
237000.0,9.75000,9.7500000000
238000.0,9.75000,9.7500000000
239000.0,11.37500,11.3750000000
240000.0,10.25000,10.2500000000
241000.0,10.62500,10.6250000000
242000.0,10.00000,10.0000000000
243000.0,11.75000,11.7500000000
244000.0,12.37500,12.3750000000
245000.0,12.50000,12.5000000000
246000.0,11.87500,11.8750000000
247000.0,11.75000,11.7500000000
248000.0,12.75000,12.7500000000
249000.0,11.37500,11.3750000000
250000.0,11.00000,11.0000000000
251000.0,10.87500,10.8750000000
252000.0,11.37500,11.3750000000
253000.0,11.62500,11.6250000000
254000.0,10.25000,10.2500000000
255000.0,10.75000,10.7500000000
256000.0,11.62500,11.6250000000
257000.0,10.00000,10.0000000000
258000.0,10.50000,10.5000000000
259000.0,9.50000,9.5000000000
260000.0,9.12500,9.1250000000
261000.0,11.00000,11.0000000000
262000.0,11.12500,11.1250000000
263000.0,10.25000,10.2500000000
264000.0,9.75000,9.7500000000
265000.0,10.37500,10.3750000000
266000.0,10.25000,10.2500000000
267000.0,9.62500,9.6250000000
268000.0,10.25000,10.2500000000
269000.0,9.87500,9.8750000000
270000.0,8.87500,8.8750000000
271000.0,9.37500,9.3750000000
272000.0,10.00000,10.0000000000
273000.0,8.75000,8.7500000000
274000.0,8.50000,8.5000000000
275000.0,8.25000,8.2500000000
276000.0,8.62500,8.6250000000
277000.0,9.37500,9.3750000000
278000.0,8.62500,8.6250000000
279000.0,10.00000,10.0000000000
280000.0,8.75000,8.7500000000
281000.0,9.12500,9.1250000000
282000.0,9.87500,9.8750000000
283000.0,9.75000,9.7500000000
284000.0,8.37500,8.3750000000
285000.0,7.37500,7.3750000000
286000.0,7.50000,7.5000000000
287000.0,7.50000,7.5000000000
288000.0,8.12500,8.1250000000
289000.0,10.00000,10.0000000000
290000.0,9.37500,9.3750000000
291000.0,8.50000,8.5000000000
292000.0,9.37500,9.3750000000
293000.0,8.75000,8.7500000000
294000.0,8.12500,8.1250000000
295000.0,10.00000,10.0000000000
296000.0,8.62500,8.6250000000
297000.0,8.37500,8.3750000000
298000.0,7.87500,7.8750000000
299000.0,7.75000,7.7500000000
