Structures,CPU_time (s)
ABAYIO_clean_225,5.76992
ABAYOU_clean_225,5.8346
ABEMIF_clean_221,6.76101
acs.chemrev.6b00346_cr6b00346_si_001_clean_218,6.77536
ABESUX_clean_36,9.07392
ABETAE_clean_36,9.0976
ABULOB_clean_60,11.4017
acs.inorgchem.5b02108_ic5b02108_si_002_clean_98,11.5609
acs.chemmater.6b02817_cm6b02817_si_004_clean_218,12.7445
ABEXEN_clean_192,14.7679
acs.jpcc.6b08594_UiO66_Ce2Zr4_opt_clean_119,15.6436
ACUBAB_clean_15,16.4836
acs.inorgchem.5b02316_ic5b02316_si_002_clean_139,16.7455
ADAXEK_clean_12,17.5516
acscombsci.5b00188_5036495_clean_1,17.6975
ADOGEH_clean_225,6.14563
ADAVIM_clean_199,19.3405
ADATOQ_clean_199,20.2513
ADATUW_clean_199,20.6103
ADAVEI_clean_199,20.8263
ADAVAE_clean_199,20.8951
acscombsci.5b00188_5024922_clean_1,21.6875
ADIQEL_clean_14,21.7157
ABIXOZ_clean_2,22.4015
ABEFUL_clean_124,22.8679
acscombsci.5b00188_8372_clean_1,22.9929
ABUWOJ_clean_61,23.0839
ADEGIA_clean_2,23.9902
AFEKAX_clean_123,7.60029
ADEGIA01_clean_2,24.1773
ADUWIH_clean_201,12.5134
acs.inorgchem.6b02407_ic6b02407_si_002_clean_14,27.7876
acscombsci.5b00188_5020072_clean_1,28.0228
acs.jchemed.6b00258_ed6b00258_si_005_clean_15,28.3852
acs.inorgchem.5b02973_ic5b02973_si_002_clean_147,28.4577
acs.inorgchem.6b02514_ic6b02514_si_002_clean_19,28.7501
acs.inorgchem.6b00136_ic6b00136_si_002_clean_63,29.941
ADABAK_15,31.5074
ADABAK01_clean_2,31.7498
ABEXEM_clean_33,31.9723
ADAXIO_clean_15,32.0276
ABEXIQ_clean_33,32.3461
AFOYIE_clean_62,8.26664
ADOBIF_clean_118,33.1716
ABEXOW_clean_33,33.2175
ABEXUC_clean_33,33.4744
ABEYIR_33,33.5835
ABEYAJ_clean_33,33.9032
ABEYEN_clean_33,34.1428
ABEYIR_clean_33,34.3136
acscombsci.5b00188_24205_clean_1,34.7206
ADOBEB_charged_118,35.6557
ADOBAX_118,35.6557
ADOBAX_charged_118,35.6578
ADOCEC_clean_118,28.961
ACODUT_clean_164,35.7355
ACAJIZ_clean_15,35.9692
ACUTOI_clean_60,36.1373
ADOBOL_clean_118,37.0709
ADOBOL_charged_118,37.093
ACODON_clean_13,37.2353
ABAVOP_clean_14,37.3439
ACAJOF_clean_56,37.6336
AFIPAH_clean_2,22.1621
AFUPEX_clean_14,12.2368
AHOKIR_clean_12,3.63084
ACAKUM_14,40.967
ADOCAY_charged_118,35.1653
AHOKOX_clean_59,4.05661
ADOBUR_charged_118,35.4165
acs.inorgchem.6b01416_ic6b01416_si_004_clean_43,41.2011
AGUBUA_clean_60,8.18493
ACAKUM_clean_14,41.7449
ADOCIG_charged_118,35.3157
AGABIU_clean_11,13.7266
AGARUW_clean_62,13.6267
ACODED_60,42.6977
ACALIB_clean_14,43.0897
AHOJUC_clean_13,7.92748
AHOKAJ_clean_13,7.73549
acs.cgd.5b01686_WAHFUJ1434675_clean_14,44.0888
AFOYEB_clean_92,20.1044
AGESIP_clean_14,12.2531
