Structure_name,Enthalpy_surface_kjmol,Henry_coeff_molkgPa,time
ABAYIO_clean_225,-33.5694,0.000997868,3.24103
ABAYOU_clean_225,-33.3412,0.000955312,3.28688
acs.chemrev.6b00346_cr6b00346_si_001_clean_218,-20.3412,5.69093e-05,3.93059
ABEMIF_clean_221,-26.7094,0.000258519,4.11423
ABETAE_clean_36,-21.2861,2.16274e-05,5.94097
ABESUX_clean_36,-21.4594,2.21331e-05,5.95562
ABULOB_clean_60,-32.7522,0.00146434,8.19868
acs.inorgchem.5b02108_ic5b02108_si_002_clean_98,-27.8995,0.000602521,8.21965
acs.chemmater.6b02817_cm6b02817_si_004_clean_218,-22.0951,0.000111042,8.99363
ABEXEN_clean_192,-26.8511,0.000337255,9.69424
acscombsci.5b00188_5036495_clean_1,-13.1471,1.76522e-05,10.506
acs.jpcc.6b08594_UiO66_Ce2Zr4_opt_clean_119,-26.8566,0.00022592,11.531
ACUBAB_clean_15,-24.9168,5.52589e-05,11.8599
acs.inorgchem.5b02316_ic5b02316_si_002_clean_139,-52.234,0.668389,12.2174
acscombsci.5b00188_5024922_clean_1,-14.1658,2.08383e-05,12.7703
ADOGEH_clean_225,-40.2687,0.012899,4.91687
ADAXEK_clean_12,-30.8526,0.000830963,13.3436
ADAVIM_clean_199,-28.1355,0.000198288,13.8228
ADATOQ_clean_199,-28.4284,0.000208882,14.5043
ADATUW_clean_199,-28.773,0.000194763,14.8563
ADAVAE_clean_199,-30.0387,0.000285033,15.1011
ADAVEI_clean_199,-29.0311,0.000221111,15.1879
acscombsci.5b00188_8372_clean_1,-18.4012,2.27833e-05,15.7579
ADIQEL_clean_14,-39.6754,0.0106647,16.7414
ABIXOZ_clean_2,-16.6291,4.17545e-06,17.123
ABUWOJ_clean_61,-27.6987,0.000329576,17.653
ABEFUL_clean_124,-41.6023,0.00974491,17.7237
AFEKAX_clean_123,-32.6161,0.00192464,6.23105
acscombsci.5b00188_5020072_clean_1,-15.1987,1.96842e-05,18.4194
ADEGIA_clean_2,-33.7413,0.00113945,18.6854
ADEGIA01_clean_2,-34.0123,0.000994823,18.8082
ADUWIH_clean_201,-21.6022,8.86303e-05,9.965
acs.inorgchem.6b02407_ic6b02407_si_002_clean_14,-25.477,0.00036769,20.978
acs.inorgchem.5b02973_ic5b02973_si_002_clean_147,-44.9682,0.00801563,21.7718
acs.jchemed.6b00258_ed6b00258_si_005_clean_15,-33.802,0.000204491,22.2656
acs.inorgchem.6b02514_ic6b02514_si_002_clean_19,-22.1803,3.60766e-05,22.5766
acs.inorgchem.6b00136_ic6b00136_si_002_clean_63,-37.2783,0.00142583,22.7469
ADABAK01_clean_2,-28.67,1.4251e-05,24.4135
ADABAK_15,-29.9614,1.26741e-05,25.0266
AFOYIE_clean_62,-20.7707,5.38944e-05,6.62835
ABEXEM_clean_33,-26.7549,7.17202e-05,25.3595
ADAXIO_clean_15,-31.013,0.000995543,25.39
ABEXIQ_clean_33,-27.1191,7.17684e-05,25.4384
ABEXOW_clean_33,-27.3163,7.27956e-05,25.947
ABEXUC_clean_33,-27.5746,7.38415e-05,26.2063
ADOBIF_clean_118,-28.3407,0.000149769,26.2403
ABEYIR_clean_33,-28.1474,7.14778e-05,26.3274
ABEYAJ_clean_33,-27.938,7.58335e-05,26.5312
ABEYIR_33,-28.1474,7.14779e-05,26.5567
ABEYEN_clean_33,-28.0091,7.22955e-05,26.741
ADOCEC_clean_118,-28.3247,0.000169711,23.0776
acscombsci.5b00188_24205_clean_1,-31.3987,0.00264852,27.1956
ACODUT_clean_164,-48.1583,0.121166,27.5134
ACAJIZ_clean_15,-27.9207,0.000191185,28.2327
ADOBAX_118,-30.2132,0.000205001,28.3646
ADOBAX_charged_118,-30.2132,0.000205001,28.4015
ADOBEB_charged_118,-30.2443,0.000207477,28.5606
ACUTOI_clean_60,-32.6483,0.000873682,28.8142
ACAJOF_clean_56,-27.7964,0.000137484,28.8244
ACODON_clean_13,-29.1049,0.000462016,29.5307
AFIPAH_clean_2,-27.6998,6.82784e-05,17.3216
ADOBOL_clean_118,-31.0336,0.000235488,29.6519
ADOBOL_charged_118,-31.0336,0.000235488,29.7842
ABAVOP_clean_14,-7.4284,1.6033e-09,29.9888
AFUPEX_clean_14,-24.5015,0.000174515,9.73231
AHOKIR_clean_12,-27.7845,6.60872e-05,2.93976
AGABIU_clean_11,-14.5625,7.68287e-06,9.76384
ADOBUR_charged_118,-31.1406,0.000245071,28.934
ACAKUM_clean_14,-29.5255,9.40411e-05,32.8136
AGUBUA_clean_60,-31.0152,0.00103907,6.55104
ADOCAY_charged_118,-31.2119,0.000253496,29.4629
AHOKOX_clean_59,-26.3381,6.43457e-05,3.36266
acs.inorgchem.6b01416_ic6b01416_si_004_clean_43,-31.2449,0.00109805,33.3878
ACODED_60,-32.2815,0.00162223,33.5467
ACAKUM_14,-29.5255,9.40411e-05,33.6274
acs.cgd.5b01554_VAGNUP1452791_clean_62,-24.0617,7.31722e-05,33.8726
ADOCIG_charged_118,-31.3405,0.000256418,29.7068
AGARUW_clean_62,-23.2045,4.65114e-05,11.3269
acs.cgd.5b01686_WAHFUJ1434675_clean_14,-28.7234,0.000135553,34.5317
AHOJUC_clean_13,4.45226,3.01043e-12,6.30785
acscombsci.5b00188_5040209_clean_1,-30.9092,0.0010996,34.8243
AHOKAJ_clean_13,5.83518,1.57793e-12,6.3274
AFOYEB_clean_92,-27.5042,0.000115932,17.1572
ACALIB_clean_14,-25.2979,4.01559e-06,35.1615
AGESIP_clean_14,-13.011,2.02324e-08,10.1811
acscombsci.5b00188_34903_clean_1,-34.1069,0.00637593,35.4851
acs.inorgchem.6b01569_ic6b01569_si_002_clean_15,-24.9823,3.75358e-05,35.9448
AFOYOK_clean_11,-23.3106,7.65596e-05,19.2107
acs.inorgchem.5b02378_ic5b02378_si_002_clean_72,-31.2303,3.14552e-05,38.1633
AHOKIR01_clean_2,-34.2703,0.000323918,10.58
AJOTEY_clean_33,-20.186,5.21267e-05,6.65304
AGONAM_clean_14,-26.7793,0.000260771,14.397
AHUTIH_clean_14,-22.4966,1.99244e-06,10.7734
AGIMOU_clean_14,-33.2842,0.000279018,15.7632
ACIBOE_clean_8,-23.433,0.000111856,42.0941
AHEQAH_clean_46,-22.6987,0.000143764,14.9905
ABIYIV_clean_56,-30.1482,7.01131e-05,43.1625
AGAXOV_clean_2,-20.7005,7.65327e-05,20.4053
AHUTIH01_clean_14,-24.3786,3.81595e-06,13.7511
ALIBUT_clean_229,-26.0305,4.17367e-05,4.26365
ALICAA_clean_229,-25.2118,2.96806e-05,4.24526
ADABUE_clean_2,-33.8178,0.000200304,44.072
ABIYIV_56,-30.1482,7.01131e-05,44.2852
ALATAK_clean_12,-0.580979,1.21644e-10,6.26903
AGONEQ_clean_7,-20.8646,8.94152e-05,19.5142
AGUWUV_clean_2,-27.7568,3.78169e-05,20.8218
AGAYIQ_clean_15,-34.2723,0.00011106,25.5192
acs.inorgchem.6b02407_ic6b02407_si_003_clean_5,-30.263,0.00121188,50.0376
ADABIS_clean_2,-30.8639,9.9482e-06,50.3097
AFENEE_clean_34,-37.4914,0.00104969,38.9046
ACECIV_ion_b_14,-36.9059,0.000142871,50.8506
AFITEP_clean_2,-33.9471,0.00172773,39.1648
AGUTUS_clean_14,-6.58214,9.25555e-10,26.4596
AKEDIF_clean_15,-30.3094,0.00107265,19.3276
ALIPEQ_clean_21,-1.71796,1.73244e-10,12.3864
ALALUU_clean_2,-3.12835,1.31924e-10,18.4417
AFEJOK_ion_b_8,-26.5516,0.000285515,44.2203
AKOHEO_clean_14,-19.8258,6.57891e-06,22.1709
ACMPCD_clean_1,-21.6708,5.136e-06,56.4532
ALIXUP_clean_56,-17.4729,3.33629e-06,14.3737
AKUHOD01_clean_2,-0.00618201,3.03353e-11,22.3125
ALALUU01_clean_2,-4.15406,1.91428e-10,21.8413
AJOXAA_clean_14,-26.3723,0.000229897,24.517
AKUHOD_clean_2,-0.948874,5.01578e-11,22.5606
ALUKIC_clean_15,-17.1401,4.45104e-05,12.9903
AMALND_clean_60,-22.5238,4.18776e-06,6.47417
ALUKOI_clean_15,-17.114,4.36108e-05,13.151
ACOLOV_clean_14,-23.0258,0.000120509,62.4287
AFOYAW_clean_2,-28.049,0.000386009,45.1099
ALULAV_clean_15,-17.2159,4.41897e-05,12.9546
ALUKUO_clean_15,-17.1449,4.38632e-05,13.0455
ALUJUN_clean_2,-34.4061,0.00184901,18.8536
ALUKAU_clean_2,-34.361,0.00135872,18.9722
AFOTUL_clean_1,-34.2741,0.00102025,48.5198
ALIXOJ_clean_14,-22.5735,7.69926e-05,21.6965
ALAHUS_clean_122,-23.9447,8.12286e-05,28.7621
AFOTOF_clean_1,-34.5528,0.00110534,49.1598
AFOVAT_clean_1,-33.3291,0.000785307,48.577
AFOVEX_clean_1,-34.1443,0.00103059,47.7095
acs.cgd.6b00163_UKEBOD1448508_clean_15,-43.59,0.0166856,65.1024
acs.inorgchem.6b00433_ic6b00433_si_002_clean_2,-28.8631,0.000314494,65.746
AFOVOH_clean_1,-34.2998,0.00100754,49.0859
ALOLIY_clean_15,-16.6769,3.64639e-06,23.5553
AFOVIB_clean_1,-34.3724,0.000992117,50.4593
ACOGEF_clean_2,-32.9199,0.00151826,70.6952
AFEDIA_clean_2,8.79552,2.58288e-13,61.4517
AHAMAY_clean_2,-31.2345,9.16049e-05,45.4047
ACOGAB_clean_2,-32.8886,0.00168939,72.554
AGUVOO_charged_60,-27.6386,0.000264393,48.0989
AFIXAO_clean_14,-32.1437,0.000578878,61.576
AJAMEF_clean_15,-37.8516,0.00104723,43.8149
AFIXES_clean_14,-32.4026,0.000566185,61.4675
AGAYOW_clean_15,-32.0632,0.000644864,52.1264
AKUKUO_clean_2,-32.1507,0.00114246,43.3915
AJUNOK_clean_54,-33.674,0.000540297,45.0757
AKOBAF_clean_15,-35.0346,0.00223403,44.7358
ANAWIX_clean_15,-26.8414,0.000204598,12.0849
AMOZAE_clean_14,-23.6729,2.09067e-06,16.7388
AMIKOX_clean_54,-0.890691,1.0375e-11,26.3095
AMIWID_clean_14,-35.7972,0.00168933,25.5309
ACOLIP_clean_1,-33.2833,0.00102513,84.3397
AMIWOJ_clean_14,-35.5923,0.00159916,25.8798
AHOBEG_clean_2,-31.4915,0.000338644,56.3204
ANAWOD_clean_52,-25.3727,0.000149906,17.1792
AMEJIM_charged_148,-24.9939,3.93245e-05,30.3927
AMIWUP_clean_14,-35.8401,0.00173777,25.2134
acscombsci.5b00188_5013797_clean_1,-21.8211,8.53455e-05,86.5183
ac403674p_si_001_clean_4,-22.1983,2.54306e-05,86.7858
AMIXAW_clean_14,-36.2433,0.00193275,26.3267
acs.inorgchem.6b01211_ic6b01211_si_002_clean_2,-33.4686,0.00172389,87.6176
ALIFUY_clean_14,-38.4793,0.00209528,49.3515
AMAFOK_clean_2,-30.1718,0.000648985,36.5693
AHUFIU_clean_14,-19.7869,2.62281e-05,62.459
AMOFAK_clean_19,-17.7314,5.56432e-05,29.7257
am301365h_si_002_clean_160,-22.2684,6.64475e-05,40.6285
AKUHOD03_clean_1,-0.559501,4.10856e-11,58.7935
APACAX_clean_122,-28.1324,0.000520014,14.6205
AHIYOH_clean_61,-33.0411,0.00139954,67.4675
AMUFOF_clean_2,-29.3562,0.000234298,31.3943
AMIZIG_clean_62,-24.1315,3.41059e-05,33.1978
ADASUV_clean_2,-20.2912,6.63842e-05,96.2912
ALULID_clean_2,-22.9394,0.000107576,46.2665
ANUGOG_clean_15,-20.2246,8.03832e-05,18.233
ANOMOG_clean_12,-34.7583,0.000726202,21.9622
AKOXIJ_clean_12,-44.3644,0.0361727,63.7617
AMUFIZ_clean_2,-23.3176,1.28764e-06,35.0696
AMUFAR_clean_2,-32.0683,0.000191806,35.6528
AQEQES_clean_15,-24.4333,0.000223748,5.83179
AMUFEV_clean_2,-24.5378,5.24074e-06,35.806
ALANAD_clean_2,-19.8065,7.95698e-05,64.8473
APARAM_clean_147,-44.0349,0.0135083,20.6784
ANUGUM_clean_2,-21.8211,0.000143562,22.2051
AJAKON_clean_14,-32.4281,0.000517363,69.3587
ANONAT_manual_2,-22.4491,0.000135944,25.6951
AKAYIV_clean_13,-21.0343,2.6598e-05,68.2581
ADODII_clean_1,-30.2405,0.000787128,96.2204
ANOMUM_clean_2,-23.1411,0.000175976,26.4378
AJINOY_clean_2,-13.9561,3.50375e-09,69.6194
AQALIO_clean_62,2.12716,3.86798e-11,13.1611
APAZOI_clean_15,-28.6892,0.000578443,17.3621
AQALOU_clean_62,3.0367,1.94096e-11,13.486
