Structures,CPU_time (s)
ABAYIO_clean_225,2.94593
ABAYOU_clean_225,3.00221
acs.chemrev.6b00346_cr6b00346_si_001_clean_218,3.58685
ABEMIF_clean_221,3.76693
ABETAE_clean_36,5.42764
ABESUX_clean_36,5.53661
ABULOB_clean_60,7.52467
acs.inorgchem.5b02108_ic5b02108_si_002_clean_98,7.76571
acs.chemmater.6b02817_cm6b02817_si_004_clean_218,8.43271
ABEXEN_clean_192,9.21361
acscombsci.5b00188_5036495_clean_1,9.41635
acs.jpcc.6b08594_UiO66_Ce2Zr4_opt_clean_119,10.9063
ACUBAB_clean_15,11.2436
acs.inorgchem.5b02316_ic5b02316_si_002_clean_139,11.7703
acscombsci.5b00188_5024922_clean_1,12.1263
ADOGEH_clean_225,4.77447
ADAXEK_clean_12,12.7132
ADAVIM_clean_199,12.8527
ADATOQ_clean_199,13.5517
ADATUW_clean_199,13.8903
ADAVEI_clean_199,14.2234
ADAVAE_clean_199,14.2404
acscombsci.5b00188_8372_clean_1,15.128
ABIXOZ_clean_2,15.8618
ADIQEL_clean_14,16.055
acscombsci.5b00188_5020072_clean_1,16.4073
ABUWOJ_clean_61,16.6425
ABEFUL_clean_124,16.779
AFEKAX_clean_123,6.11873
ADEGIA_clean_2,17.7468
ADEGIA01_clean_2,17.7793
ADUWIH_clean_201,9.65213
acs.inorgchem.6b02407_ic6b02407_si_002_clean_14,20.0168
acs.inorgchem.5b02973_ic5b02973_si_002_clean_147,20.6451
acs.jchemed.6b00258_ed6b00258_si_005_clean_15,21.2446
acs.inorgchem.6b02514_ic6b02514_si_002_clean_19,21.5645
acs.inorgchem.6b00136_ic6b00136_si_002_clean_63,21.7119
AFOYIE_clean_62,6.32433
ADABAK01_clean_2,23.4535
ABEXEM_clean_33,23.7973
ADABAK_15,23.9898
ABEXIQ_clean_33,24.0185
ABEXOW_clean_33,24.3122
ADAXIO_clean_15,24.3542
ABEXUC_clean_33,24.7247
ADOBIF_clean_118,24.883
ABEYAJ_clean_33,24.9081
ABEYEN_clean_33,25.0594
ABEYIR_clean_33,25.3793
ABEYIR_33,25.5152
acscombsci.5b00188_24205_clean_1,25.7978
ADOCEC_clean_118,22.4525
ACODUT_clean_164,26.805
ADOBAX_charged_118,27.1402
ADOBAX_118,27.1404
ADOBEB_charged_118,27.1571
ACAJIZ_clean_15,27.245
ACUTOI_clean_60,27.5729
ACAJOF_clean_56,27.8339
ACODON_clean_13,27.8612
ADOBOL_clean_118,28.4171
ADOBOL_charged_118,28.4466
ABAVOP_clean_14,28.5882
AFIPAH_clean_2,17.037
AFUPEX_clean_14,9.39305
AGABIU_clean_11,9.34751
AHOKIR_clean_12,2.95412
ADOBUR_charged_118,27.9964
AGUBUA_clean_60,6.23563
AHOKOX_clean_59,3.25336
ADOCAY_charged_118,28.1537
ACAKUM_14,31.7368
ACAKUM_clean_14,31.7561
acs.inorgchem.6b01416_ic6b01416_si_004_clean_43,31.8036
ADOCIG_charged_118,28.3113
ACODED_60,32.3628
AGARUW_clean_62,10.9396
acs.cgd.5b01554_VAGNUP1452791_clean_62,32.5065
acs.cgd.5b01686_WAHFUJ1434675_clean_14,33.1691
AHOKAJ_clean_13,6.05321
AHOJUC_clean_13,6.18465
AFOYEB_clean_92,16.6223
acscombsci.5b00188_5040209_clean_1,33.4853
AGESIP_clean_14,9.73731
ACALIB_clean_14,33.7292
acs.inorgchem.6b01569_ic6b01569_si_002_clean_15,34.3833
acscombsci.5b00188_34903_clean_1,34.6883
AFOYOK_clean_11,18.286
acs.inorgchem.5b02378_ic5b02378_si_002_clean_72,36.6339
AJOTEY_clean_33,6.30794
AHOKIR01_clean_2,10.2739
AGONAM_clean_14,13.7185
AGIMOU_clean_14,15.0885
AHUTIH_clean_14,10.6252
AHEQAH_clean_46,14.2693
ACIBOE_clean_8,40.4789
AGAXOV_clean_2,19.5899
ALIBUT_clean_229,4.09689
ABIYIV_56,41.5948
ABIYIV_clean_56,41.6207
AHUTIH01_clean_14,13.2659
ALICAA_clean_229,4.0905
ALATAK_clean_12,6.09381
ADABUE_clean_2,42.203
AGONEQ_clean_7,18.4776
AGUWUV_clean_2,19.5663
acs.inorgchem.6b02407_ic6b02407_si_003_clean_5,47.8918
AGAYIQ_clean_15,24.5853
ADABIS_clean_2,48.4667
AFENEE_clean_34,37.605
ACECIV_ion_b_14,48.9816
AFITEP_clean_2,37.8887
AGUTUS_clean_14,25.3648
AKEDIF_clean_15,18.4371
ALIPEQ_clean_21,12.0864
AFEJOK_ion_b_8,42.0159
ALALUU_clean_2,18.1296
ACMPCD_clean_1,53.7144
AKOHEO_clean_14,21.3671
