Structure_name,Enthalpy_surface_kjmol,Henry_coeff_molkgPa,time
ABAYIO_clean_225,-30.2921,0.000200917,2.91869
ABAYOU_clean_225,-30.078,0.000202562,2.98938
acs.chemrev.6b00346_cr6b00346_si_001_clean_218,-19.89,2.46296e-05,3.47361
ABEMIF_clean_221,-25.2985,6.87244e-05,3.69975
ABETAE_clean_36,-20.7575,9.46163e-06,5.27462
ABESUX_clean_36,-20.9581,9.70182e-06,5.31631
ABULOB_clean_60,-31.9692,0.00079982,7.3154
acs.inorgchem.5b02108_ic5b02108_si_002_clean_98,-27.3667,0.000221079,7.51661
acs.chemmater.6b02817_cm6b02817_si_004_clean_218,-21.0465,3.26566e-05,8.09051
acscombsci.5b00188_5036495_clean_1,-12.5615,7.52361e-06,8.7477
ABEXEN_clean_192,-25.8275,9.75524e-05,9.0156
acs.jpcc.6b08594_UiO66_Ce2Zr4_opt_clean_119,-25.6469,5.93076e-05,10.5982
ACUBAB_clean_15,-23.3109,1.98317e-05,10.8774
acs.inorgchem.5b02316_ic5b02316_si_002_clean_139,-49.7529,0.0978537,11.3847
acscombsci.5b00188_5024922_clean_1,-13.7537,8.8401e-06,11.4867
ADAVIM_clean_199,-26.4087,8.55089e-05,12.1377
ADAXEK_clean_12,-29.773,0.000303809,12.2018
ADOGEH_clean_225,-37.7778,0.00237543,4.60479
ADATUW_clean_199,-27.1361,7.8092e-05,13.0761
ADATOQ_clean_199,-26.9971,9.40698e-05,13.138
ADAVAE_clean_199,-28.1698,0.000118703,13.4989
ADAVEI_clean_199,-27.327,9.89822e-05,13.654
acscombsci.5b00188_8372_clean_1,-17.7895,1.12641e-05,14.524
ABIXOZ_clean_2,-16.4804,2.41359e-06,15.3046
acscombsci.5b00188_5020072_clean_1,-14.9414,8.5538e-06,15.3591
ADIQEL_clean_14,-39.283,0.00609788,15.3903
ABUWOJ_clean_61,-26.7078,0.000147943,15.7988
ABEFUL_clean_124,-41.3706,0.00417475,16.3869
AFEKAX_clean_123,-34.0394,0.000784557,5.83199
ADEGIA_clean_2,-32.1868,0.000377833,16.8718
ADEGIA01_clean_2,-32.4219,0.000374355,17.0848
ADUWIH_clean_201,-20.9445,3.49534e-05,9.00404
acs.inorgchem.6b02407_ic6b02407_si_002_clean_14,-25.5897,0.000190138,18.904
acs.inorgchem.5b02973_ic5b02973_si_002_clean_147,-44.9324,0.00558018,19.8203
acs.jchemed.6b00258_ed6b00258_si_005_clean_15,-33.4014,0.000152287,20.555
acs.inorgchem.6b00136_ic6b00136_si_002_clean_63,-36.1951,0.000792832,20.6514
acs.inorgchem.6b02514_ic6b02514_si_002_clean_19,-22.456,1.91338e-05,20.7059
AFOYIE_clean_62,-20.6481,2.65587e-05,6.04999
ADABAK01_clean_2,-28.3916,1.3487e-05,22.7995
ABEXEM_clean_33,-25.9185,3.72128e-05,22.9229
ADABAK_15,-29.6059,1.71868e-05,23.0275
ABEXIQ_clean_33,-26.2108,3.70702e-05,23.1671
ABEXOW_clean_33,-26.4502,3.83809e-05,23.4293
ADAXIO_clean_15,-30.0439,0.00030946,23.6169
