Structure_name,Enthalpy_surface_kjmol,Henry_coeff_molkgPa,time
ABAYIO_clean_225,-32.8042,0.00041724,3.69651
ABAYOU_clean_225,-32.5845,0.000424547,3.76664
ABEMIF_clean_221,-25.116,0.00022465,4.59711
acs.chemrev.6b00346_cr6b00346_si_001_clean_218,-20.0229,6.09618e-05,4.60827
ABETAE_clean_36,-20.7978,1.96791e-05,6.6563
ABESUX_clean_36,-20.9817,2.05928e-05,6.72559
ABULOB_clean_60,-32.7347,0.00127206,8.96992
acs.inorgchem.5b02108_ic5b02108_si_002_clean_98,-26.6608,0.000507507,9.36097
acs.chemmater.6b02817_cm6b02817_si_004_clean_218,-21.0327,0.000100122,10.1004
ABEXEN_clean_192,-25.4153,0.000205483,11.6074
acs.jpcc.6b08594_UiO66_Ce2Zr4_opt_clean_119,-26.4704,0.000233517,12.9019
acscombsci.5b00188_5036495_clean_1,-12.1839,1.44517e-05,13.2368
ACUBAB_clean_15,-24.6739,5.90519e-05,13.8657
acs.inorgchem.5b02316_ic5b02316_si_002_clean_139,-51.1712,0.258783,14.0067
ADOGEH_clean_225,-39.9876,0.00884288,5.74568
ADAXEK_clean_12,-30.395,0.000728404,15.2522
acscombsci.5b00188_5024922_clean_1,-13.2834,1.69433e-05,15.9857
ADAVIM_clean_199,-27.2475,0.000126127,16.0438
ADATOQ_clean_199,-27.8987,0.000148085,17.2219
ADAVAE_clean_199,-29.4544,0.000189692,17.5121
ADATUW_clean_199,-27.8537,0.00012418,17.6049
ADAVEI_clean_199,-28.4319,0.000158897,17.9678
acscombsci.5b00188_8372_clean_1,-18.0289,2.07755e-05,17.9867
ADIQEL_clean_14,-39.5163,0.00542783,18.545
ABEFUL_clean_124,-41.5418,0.00357167,19.144
ABIXOZ_clean_2,-15.9652,5.07376e-06,19.1541
ABUWOJ_clean_61,-27.4197,0.000229204,19.784
AFEKAX_clean_123,-30.2023,0.0020716,6.81295
ADEGIA_clean_2,-33.5253,0.000717065,20.5137
ADEGIA01_clean_2,-33.7071,0.000664102,20.9994
ADUWIH_clean_201,-20.7363,8.48773e-05,11.2856
acscombsci.5b00188_5020072_clean_1,-14.2263,1.63308e-05,21.7318
acs.inorgchem.6b02407_ic6b02407_si_002_clean_14,-25.2021,0.000395089,24.3537
acs.jchemed.6b00258_ed6b00258_si_005_clean_15,-33.8435,0.000165511,25.2595
acs.inorgchem.6b02514_ic6b02514_si_002_clean_19,-22.1001,4.30862e-05,25.3447
acs.inorgchem.5b02973_ic5b02973_si_002_clean_147,-45.4464,0.00474459,25.4055
acs.inorgchem.6b00136_ic6b00136_si_002_clean_63,-36.7162,0.00103999,25.74
ABEXEM_clean_33,-26.5457,5.97924e-05,27.7918
ABEXIQ_clean_33,-26.9161,5.95356e-05,28.0527
ADABAK01_clean_2,-28.264,1.08844e-05,28.0797
AFOYIE_clean_62,-19.6811,4.28379e-05,7.50421
ADAXIO_clean_15,-30.5552,0.00108675,28.1097
ADABAK_15,-29.5532,9.13444e-06,28.3742
ABEXOW_clean_33,-27.1672,6.10261e-05,28.39
ABEXUC_clean_33,-27.4609,6.23398e-05,28.6687
ABEYAJ_clean_33,-27.8586,6.41446e-05,29.0219
ABEYEN_clean_33,-27.9866,6.20905e-05,29.266
ABEYIR_clean_33,-28.1472,6.18239e-05,29.4135
ADOBIF_clean_118,-28.0299,0.000102885,29.742
acscombsci.5b00188_24205_clean_1,-30.9959,0.00219344,30.0201
ABEYIR_33,-28.1472,6.18239e-05,30.2204
ACODUT_clean_164,-47.396,0.0531085,30.6014
ADOCEC_clean_118,-28.0306,0.000114148,25.9997
ADOBEB_charged_118,-29.7856,0.000127992,31.5695
ADOBAX_118,-29.7447,0.000126516,31.5783
ADOBAX_charged_118,-29.7447,0.000126516,31.5926
ACUTOI_clean_60,-32.3229,0.000853225,31.6374
ACAJIZ_clean_15,-27.3078,0.000256599,31.6408
ACAJOF_clean_56,-26.4498,0.000130117,32.3473
ACODON_clean_13,-27.4839,0.00030757,32.4561
ABAVOP_clean_14,-7.22885,1.5914e-09,32.8744
ADOBOL_charged_118,-30.5168,0.000137558,32.9212
ADOBOL_clean_118,-30.5168,0.000137558,32.9419
AFIPAH_clean_2,-27.6835,6.51495e-05,20.1087
AHOKIR_clean_12,-27.9901,3.68233e-05,3.29741
AGUBUA_clean_60,-30.9342,0.000964481,7.27358
AHOKOX_clean_59,-26.0801,2.62153e-05,3.70903
ADOBUR_charged_118,-30.6732,0.000140615,32.5419
ADOCAY_charged_118,-30.7589,0.000144584,32.5132
ACAKUM_14,-29.4518,8.80896e-05,36.4645
ACAKUM_clean_14,-29.4518,8.80896e-05,36.5417
AFUPEX_clean_14,-23.9672,0.000112973,11.2272
acs.inorgchem.6b01416_ic6b01416_si_004_clean_43,-30.528,0.00135111,36.6711
AGABIU_clean_11,-13.87,7.74297e-06,11.7299
ADOCIG_charged_118,-30.8644,0.000142251,32.5222
ACODED_60,-31.8132,0.00148691,37.7453
AGARUW_clean_62,-22.8409,6.39078e-05,13.0159
ACALIB_clean_14,-25.6508,4.04824e-06,38.7011
acs.cgd.5b01554_VAGNUP1452791_clean_62,-23.6537,6.94168e-05,38.7467
AFOYEB_clean_92,-27.4842,0.000191718,18.593
AHOKAJ_clean_13,5.78242,2.73173e-12,7.16428
AHOJUC_clean_13,4.40893,6.62438e-12,7.2161
acscombsci.5b00188_5040209_clean_1,-30.6549,0.000932068,38.901
acs.cgd.5b01686_WAHFUJ1434675_clean_14,-28.2201,0.000121587,38.9745
acscombsci.5b00188_34903_clean_1,-33.8666,0.00779102,39.2387
AGESIP_clean_14,-12.7875,1.54233e-08,11.7896
acs.inorgchem.6b01569_ic6b01569_si_002_clean_15,-23.9987,3.78904e-05,40.1727
AFOYOK_clean_11,-22.318,6.68872e-05,22.3612
AHOKIR01_clean_2,-34.5092,0.0001609,11.7781
acs.inorgchem.5b02378_ic5b02378_si_002_clean_72,-32.5721,3.32173e-05,43.6384
AJOTEY_clean_33,-19.9411,5.33848e-05,7.77461
AGONAM_clean_14,-26.5442,0.000276943,16.3266
AGIMOU_clean_14,-32.8438,9.20347e-05,17.1527
AHUTIH_clean_14,-22.8025,1.52556e-06,12.7589
ABIYIV_56,-30.1861,9.11039e-05,48.244
ABIYIV_clean_56,-30.1861,9.11037e-05,48.2782
ACIBOE_clean_8,-22.958,0.00010556,48.4897
AHEQAH_clean_46,-21.8052,9.51648e-05,18.2233
ALIBUT_clean_229,-26.3116,7.17295e-05,4.9487
AHUTIH01_clean_14,-24.8276,3.00066e-06,15.7773
ALICAA_clean_229,-25.6044,5.16334e-05,4.77325
ADABUE_clean_2,-33.7902,0.000159426,49.2721
AGAXOV_clean_2,-19.6711,7.0298e-05,23.9816
AGONEQ_clean_7,-20.6743,0.000108418,21.9857
ALATAK_clean_12,0.218038,9.67976e-11,7.05143
AGUWUV_clean_2,-27.449,2.67931e-05,22.9545
AGAYIQ_clean_15,-33.8748,6.26795e-05,28.0663
acs.inorgchem.6b02407_ic6b02407_si_003_clean_5,-29.7005,0.0010342,56.0504
ADABIS_clean_2,-31.2451,1.07875e-05,56.2343
ACECIV_ion_b_14,-36.5551,8.97761e-05,56.4531
AGUTUS_clean_14,-6.70506,4.31408e-10,28.7278
AFENEE_clean_34,-36.2371,0.000576882,44.4498
AKEDIF_clean_15,-29.3167,0.000904451,21.2014
ALIPEQ_clean_21,-1.28177,1.5653e-10,14.2711
AFITEP_clean_2,-33.8584,0.00119973,45.3689
ALALUU_clean_2,-2.34723,8.07839e-11,21.1246
AFEJOK_ion_b_8,-25.8617,0.000271692,48.4148
ALALUU01_clean_2,-3.3165,1.10424e-10,23.84
AKUHOD01_clean_2,0.724712,1.91918e-11,24.6317
AKUHOD_clean_2,-0.775681,3.38617e-11,24.6114
AKOHEO_clean_14,-19.7231,9.11075e-06,24.8421
AJOXAA_clean_14,-25.9938,0.000265968,27.5336
ALIXUP_clean_56,-17.2369,5.28662e-06,16.3639
ACMPCD_clean_1,-21.7707,9.04056e-06,65.21
ALUKIC_clean_15,-16.1582,3.62824e-05,15.6677
ALUKOI_clean_15,-16.1447,3.57249e-05,15.4698
AMALND_clean_60,-22.6015,2.72967e-06,7.49925
ACOLOV_clean_14,-22.4696,0.000127071,69.3581
AFOYAW_clean_2,-27.5894,0.000312851,50.3029
ALUJUN_clean_2,-34.2004,0.00118062,20.3719
ALUKAU_clean_2,-34.1687,0.000855984,20.7131
ALAHUS_clean_122,-23.0081,8.1982e-05,32.2059
acs.cgd.6b00163_UKEBOD1448508_clean_15,-43.6309,0.0151754,71.2704
ALUKUO_clean_15,-16.1729,3.58543e-05,15.5233
ALULAV_clean_15,-16.2356,3.59978e-05,16.8426
AFOVEX_clean_1,-33.4135,0.000586028,54.6587
ALIXOJ_clean_14,-21.6857,5.95877e-05,25.1254
AFOVAT_clean_1,-32.2364,0.000450762,55.7437
AFOTUL_clean_1,-33.5382,0.000575444,56.7386
AFOVOH_clean_1,-33.6623,0.000574126,55.7229
AFOTOF_clean_1,-33.8627,0.000620852,57.3439
acs.inorgchem.6b00433_ic6b00433_si_002_clean_2,-28.3216,0.000323567,75.2005
AFOVIB_clean_1,-33.7698,0.000577924,56.5152
ALOLIY_clean_15,-15.8075,4.65158e-06,27.1843
AFEDIA_clean_2,8.37362,6.16157e-13,68.105
ACOGEF_clean_2,-32.4011,0.00116234,80.0937
AHAMAY_clean_2,-31.1979,0.000107882,51.0805
ACOGAB_clean_2,-32.4627,0.00129698,80.9581
AGUVOO_charged_60,-26.5654,0.000184117,54.7998
AFIXAO_clean_14,-31.8319,0.000514708,68.3239
AJAMEF_clean_15,-37.8474,0.000929457,49.1091
AJUNOK_clean_54,-33.3698,0.000575257,49.7842
AGAYOW_clean_15,-31.985,0.00060552,58.6367
AKUKUO_clean_2,-31.8511,0.000916939,47.9152
AFIXES_clean_14,-32.0957,0.000513185,70.0788
AKOBAF_clean_15,-34.4964,0.00183865,49.3209
ANAWIX_clean_15,-26.2729,0.000208199,13.3485
AMOZAE_clean_14,-23.4961,1.79447e-06,18.1975
AMIKOX_clean_54,-2.39415,4.13779e-11,29.1166
AMIWID_clean_14,-35.6179,0.00107294,28.2575
AHOBEG_clean_2,-31.4611,0.00023836,62.1913
AMEJIM_charged_148,-24.3092,5.69117e-05,32.9741
AMIWOJ_clean_14,-35.3901,0.00102388,28.5952
ANAWOD_clean_52,-24.1004,0.000130852,19.206
ACOLIP_clean_1,-33.1644,0.000783452,95.5136
AMIWUP_clean_14,-35.6292,0.00109078,28.3297
ac403674p_si_001_clean_4,-21.4431,2.83643e-05,97.6071
AMIXAW_clean_14,-36.0204,0.00118582,29.1293
acscombsci.5b00188_5013797_clean_1,-20.7212,8.57158e-05,98.7475
AMAFOK_clean_2,-29.9329,0.000873036,39.0655
ALIFUY_clean_14,-37.9785,0.00114586,55.4088
am301365h_si_002_clean_160,-21.2078,6.27211e-05,44.9341
AKUHOD03_clean_1,0.194243,1.95265e-11,64.9974
acs.inorgchem.6b01211_ic6b01211_si_002_clean_2,-32.9746,0.00119018,105.137
APACAX_clean_122,-27.99,0.000434243,16.2724
AMIZIG_clean_62,-23.7997,4.47725e-05,36.0829
AHIYOH_clean_61,-32.8151,0.00126117,75.7562
AHUFIU_clean_14,-18.5503,2.4481e-05,73.5999
