Structure_name,Enthalpy_surface_kjmol,Henry_coeff_molkgPa,time
ABAYIO_clean_225,-32.067,0.000173386,4.34111
ABAYOU_clean_225,-31.7444,0.000173821,4.464
ABEMIF_clean_221,-25.299,0.000136445,5.42873
acs.chemrev.6b00346_cr6b00346_si_001_clean_218,-19.5901,3.89611e-05,5.58456
ABETAE_clean_36,-20.9038,1.18942e-05,8.11897
ABESUX_clean_36,-21.0858,1.23514e-05,8.2315
ABULOB_clean_60,-32.5694,0.000734452,11.0113
acs.inorgchem.5b02108_ic5b02108_si_002_clean_98,-27.1021,0.000526818,11.2056
acs.chemmater.6b02817_cm6b02817_si_004_clean_218,-21.323,8.97649e-05,12.6155
ABEXEN_clean_192,-25.3633,0.000162601,14.7029
acs.jpcc.6b08594_UiO66_Ce2Zr4_opt_clean_119,-26.4048,0.000212455,15.8583
acs.inorgchem.5b02316_ic5b02316_si_002_clean_139,-51.445,0.348498,16.6936
ACUBAB_clean_15,-24.633,5.72687e-05,17.1264
ADOGEH_clean_225,-40.2151,0.00411239,7.2214
ADAXEK_clean_12,-30.4022,0.000669025,18.6616
acscombsci.5b00188_5036495_clean_1,-11.0215,9.38995e-06,19.2083
ADAVIM_clean_199,-25.9299,9.10743e-05,20.3515
ADATOQ_clean_199,-26.4399,0.000100055,21.6223
ADATUW_clean_199,-26.5275,8.86941e-05,22.0473
ADAVAE_clean_199,-27.9934,0.000123017,22.2386
ADAVEI_clean_199,-26.931,0.00010401,22.4899
ADIQEL_clean_14,-39.5877,0.0051971,23.1075
ABIXOZ_clean_2,-16.2,4.60092e-06,23.8608
ABEFUL_clean_124,-41.9118,0.0060645,24.2191
ABUWOJ_clean_61,-27.3368,0.000159914,24.5184
acscombsci.5b00188_5024922_clean_1,-11.8541,9.83037e-06,25.0076
acscombsci.5b00188_8372_clean_1,-17.773,1.28189e-05,25.0782
AFEKAX_clean_123,-30.6847,0.0022562,8.81241
ADEGIA_clean_2,-33.4632,0.000567215,25.5817
ADEGIA01_clean_2,-33.7651,0.000533706,25.6995
ADUWIH_clean_201,-20.7935,8.19512e-05,14.6444
acs.inorgchem.6b02407_ic6b02407_si_002_clean_14,-25.3154,0.000264203,29.9265
