Structures,CPU_time (s)
ABAYIO_clean_225,4.42959
ABAYOU_clean_225,4.5421
ABEMIF_clean_221,5.46201
acs.chemrev.6b00346_cr6b00346_si_001_clean_218,5.56535
ABESUX_clean_36,7.76062
ABETAE_clean_36,7.95632
acs.inorgchem.5b02108_ic5b02108_si_002_clean_98,10.3218
ABULOB_clean_60,10.5585
acs.chemmater.6b02817_cm6b02817_si_004_clean_218,12.1776
ABEXEN_clean_192,13.8907
acs.jpcc.6b08594_UiO66_Ce2Zr4_opt_clean_119,15.2735
acs.inorgchem.5b02316_ic5b02316_si_002_clean_139,15.9024
ACUBAB_clean_15,16.2557
ADOGEH_clean_225,6.72343
ADAXEK_clean_12,17.449
acscombsci.5b00188_5036495_clean_1,17.6615
ADAVIM_clean_199,19.2529
ADAVAE_clean_199,20.0152
ADAVEI_clean_199,20.0275
ADATOQ_clean_199,20.1737
ADATUW_clean_199,20.5808
ADIQEL_clean_14,20.9176
acscombsci.5b00188_5024922_clean_1,22.1042
ABIXOZ_clean_2,22.3874
ABEFUL_clean_124,22.4146
acscombsci.5b00188_8372_clean_1,22.7723
ADEGIA_clean_2,23.2714
ADEGIA01_clean_2,23.305
ABUWOJ_clean_61,23.3632
AFEKAX_clean_123,8.22916
ADUWIH_clean_201,13.6811
acs.jchemed.6b00258_ed6b00258_si_005_clean_15,27.6788
acs.inorgchem.6b02407_ic6b02407_si_002_clean_14,28.348
acscombsci.5b00188_5020072_clean_1,28.8266
acs.inorgchem.5b02973_ic5b02973_si_002_clean_147,29.0805
acs.inorgchem.6b00136_ic6b00136_si_002_clean_63,29.3879
acs.inorgchem.6b02514_ic6b02514_si_002_clean_19,29.547
ADABAK_15,30.8853
ADABAK01_clean_2,31.2961
ABEXIQ_clean_33,31.6583
AFOYIE_clean_62,8.99738
ABEXEM_clean_33,32.4921
ADOBIF_clean_118,32.5687
ADAXIO_clean_15,32.7821
ABEYIR_33,33.1168
ABEXOW_clean_33,33.1397
ABEXUC_clean_33,33.7361
