Structures,CPU_time (s)
ABAYIO_clean_225,5.16036
ABAYOU_clean_225,5.20355
acs.chemrev.6b00346_cr6b00346_si_001_clean_218,6.01542
ABEMIF_clean_221,6.02164
ABESUX_clean_36,7.91228
ABETAE_clean_36,7.94795
acs.inorgchem.5b02108_ic5b02108_si_002_clean_98,10.1733
ABULOB_clean_60,10.3872
acs.chemmater.6b02817_cm6b02817_si_004_clean_218,11.0733
ABEXEN_clean_192,12.5601
acscombsci.5b00188_5036495_clean_1,13.7314
acs.jpcc.6b08594_UiO66_Ce2Zr4_opt_clean_119,13.7983
ACUBAB_clean_15,14.0492
acs.inorgchem.5b02316_ic5b02316_si_002_clean_139,14.7924
ADAXEK_clean_12,15.7348
ADOGEH_clean_225,5.46448
acscombsci.5b00188_5024922_clean_1,16.4353
ADAVIM_clean_199,16.5057
ADATOQ_clean_199,16.9949
ADATUW_clean_199,17.6267
ADAVAE_clean_199,17.851
ADAVEI_clean_199,17.8813
acscombsci.5b00188_8372_clean_1,18.5987
ADIQEL_clean_14,19.0428
ABUWOJ_clean_61,20.0478
ABEFUL_clean_124,20.1282
ABIXOZ_clean_2,20.2685
AFEKAX_clean_123,6.62243
ADEGIA01_clean_2,20.8201
ADEGIA_clean_2,21.1174
ADUWIH_clean_201,10.5461
acscombsci.5b00188_5020072_clean_1,22.0059
acs.inorgchem.6b02407_ic6b02407_si_002_clean_14,23.5162
acs.inorgchem.5b02973_ic5b02973_si_002_clean_147,24.9891
acs.jchemed.6b00258_ed6b00258_si_005_clean_15,25.0769
acs.inorgchem.6b02514_ic6b02514_si_002_clean_19,25.6728
acs.inorgchem.6b00136_ic6b00136_si_002_clean_63,25.8003
ADABAK01_clean_2,27.2309
AFOYIE_clean_62,6.95378
ADAXIO_clean_15,27.8425
ADABAK_15,27.9242
ABEXIQ_clean_33,28.3165
ABEXEM_clean_33,28.9385
ADOBIF_clean_118,29.1602
ABEXUC_clean_33,29.2875
