Structure_name,Enthalpy_surface_kjmol,Henry_coeff_molkgPa,time
ABAYIO_clean_225,-33.2333,0.000760582,2.71196
ABAYOU_clean_225,-32.9333,0.000721745,2.76971
acs.chemrev.6b00346_cr6b00346_si_001_clean_218,-20.5023,4.63774e-05,3.35833
ABEMIF_clean_221,-26.9282,0.000200303,3.53755
ABETAE_clean_36,-21.3148,1.84909e-05,5.19829
ABESUX_clean_36,-21.5647,1.90036e-05,5.30816
ABULOB_clean_60,-33.1163,0.00170906,7.29751
acs.inorgchem.5b02108_ic5b02108_si_002_clean_98,-28.1017,0.000522978,7.52582
acs.chemmater.6b02817_cm6b02817_si_004_clean_218,-22.0819,8.36106e-05,8.19312
ABEXEN_clean_192,-26.8529,0.000258217,8.96924
acscombsci.5b00188_5036495_clean_1,-13.3806,1.60295e-05,9.18499
acs.jpcc.6b08594_UiO66_Ce2Zr4_opt_clean_119,-26.8617,0.000158786,10.6863
ACUBAB_clean_15,-24.6788,4.86442e-05,11.029
acs.inorgchem.5b02316_ic5b02316_si_002_clean_139,-52.5185,0.554024,11.5508
acscombsci.5b00188_5024922_clean_1,-14.4973,1.82371e-05,11.8863
ADOGEH_clean_225,-39.9551,0.00902057,4.69209
ADAXEK_clean_12,-30.9258,0.000683314,12.4942
ADAVIM_clean_199,-27.5254,0.00016589,12.6452
ADATOQ_clean_199,-27.9491,0.000180613,13.3435
ADATUW_clean_199,-27.8263,0.000150385,13.6833
ADAVEI_clean_199,-28.18,0.00018442,14.0043
ADAVAE_clean_199,-29.3281,0.000243696,14.0212
acscombsci.5b00188_8372_clean_1,-18.3737,1.9902e-05,14.9052
ABIXOZ_clean_2,-16.6371,3.3639e-06,15.6303
ADIQEL_clean_14,-39.8788,0.0116273,15.8357
acscombsci.5b00188_5020072_clean_1,-15.5291,1.7405e-05,16.171
ABUWOJ_clean_61,-27.5989,0.000281629,16.4131
ABEFUL_clean_124,-42.1913,0.00838785,16.5396
AFEKAX_clean_123,-34.0349,0.00190896,6.05537
ADEGIA_clean_2,-33.7933,0.00103294,17.5399
ADEGIA01_clean_2,-34.1132,0.00103212,17.5622
ADUWIH_clean_201,-21.7466,7.51026e-05,9.57397
acs.inorgchem.6b02407_ic6b02407_si_002_clean_14,-25.7413,0.000325303,19.786
acs.inorgchem.5b02973_ic5b02973_si_002_clean_147,-44.9863,0.00989688,20.4184
acs.jchemed.6b00258_ed6b00258_si_005_clean_15,-33.9012,0.000236534,21.014
acs.inorgchem.6b02514_ic6b02514_si_002_clean_19,-22.648,3.38741e-05,21.3455
acs.inorgchem.6b00136_ic6b00136_si_002_clean_63,-37.477,0.00164065,21.4809
AFOYIE_clean_62,-21.186,5.12872e-05,6.26154
ADABAK01_clean_2,-28.3457,1.4486e-05,23.2346
ABEXEM_clean_33,-26.8651,7.04722e-05,23.564
ADABAK_15,-29.5769,1.62686e-05,23.7783
ABEXIQ_clean_33,-27.2588,7.00829e-05,23.7887
ABEXOW_clean_33,-27.5113,7.21279e-05,24.084
ADAXIO_clean_15,-31.0542,0.00077016,24.1259
ABEXUC_clean_33,-27.8127,7.41359e-05,24.5016
ADOBIF_clean_118,-28.2476,0.000126397,24.6606
ABEYAJ_clean_33,-28.2351,7.66219e-05,24.6846
ABEYEN_clean_33,-28.3572,7.46902e-05,24.8301
ABEYIR_clean_33,-28.5248,7.48076e-05,25.1588
ABEYIR_33,-28.5248,7.48076e-05,25.2597
acscombsci.5b00188_24205_clean_1,-31.1816,0.0017707,25.5584
ADOCEC_clean_118,-28.2513,0.000144062,22.3898
ACODUT_clean_164,-47.8581,0.0950487,26.576
ADOBAX_charged_118,-29.9026,0.000145652,26.9118
ADOBAX_118,-29.9026,0.000145652,26.9127
ADOBEB_charged_118,-29.9433,0.000147582,26.9382
ACAJIZ_clean_15,-28.2859,0.000162428,27.0129
ACUTOI_clean_60,-32.5872,0.000764651,27.3446
ACAJOF_clean_56,-28.0152,0.000116425,27.6097
ACODON_clean_13,-29.1395,0.000393761,27.6362
ADOBOL_clean_118,-30.6426,0.000160721,28.1856
ADOBOL_charged_118,-30.6426,0.000160721,28.2278
ABAVOP_clean_14,-7.34503,1.85449e-09,28.3538
AFIPAH_clean_2,-27.8686,8.98111e-05,16.9696
AFUPEX_clean_14,-24.773,0.000161606,9.32976
AGABIU_clean_11,-14.8258,6.794e-06,9.28411
AHOKIR_clean_12,-28.6221,8.83282e-05,2.87998
ADOBUR_charged_118,-30.7439,0.000162719,27.9323
AGUBUA_clean_60,-30.9571,0.000747037,6.1728
AHOKOX_clean_59,-26.3758,7.81991e-05,3.18995
ADOCAY_charged_118,-30.8119,0.000167553,28.0907
ACAKUM_14,-29.6925,8.69503e-05,31.5075
ACAKUM_clean_14,-29.6925,8.69502e-05,31.527
acs.inorgchem.6b01416_ic6b01416_si_004_clean_43,-31.3812,0.000864952,31.5669
ADOCIG_charged_118,-30.9323,0.000169586,28.2462
ACODED_60,-32.2434,0.00128579,32.1373
AGARUW_clean_62,-23.3548,3.6854e-05,10.8655
acs.cgd.5b01554_VAGNUP1452791_clean_62,-23.9686,6.26834e-05,32.2763
acs.cgd.5b01686_WAHFUJ1434675_clean_14,-28.8452,0.000142538,32.94
AHOKAJ_clean_13,6.42707,2.42527e-12,5.99061
AHOJUC_clean_13,4.28709,6.19828e-12,6.11817
AFOYEB_clean_92,-27.4361,8.26727e-05,16.5586
acscombsci.5b00188_5040209_clean_1,-31.2922,0.000929507,33.2552
AGESIP_clean_14,-12.3191,1.07507e-08,9.67362
ACALIB_clean_14,-25.7737,4.33999e-06,33.5036
acs.inorgchem.6b01569_ic6b01569_si_002_clean_15,-25.8191,3.74086e-05,34.1481
acscombsci.5b00188_34903_clean_1,-34.0351,0.00439593,34.4566
AFOYOK_clean_11,-23.4843,6.75899e-05,18.2032
acs.inorgchem.5b02378_ic5b02378_si_002_clean_72,-32.8879,5.84941e-05,36.4042
AJOTEY_clean_33,-19.9724,3.73933e-05,6.23344
AHOKIR01_clean_2,-34.6451,0.000278675,10.2025
AGONAM_clean_14,-26.8161,0.000189745,13.654
AGIMOU_clean_14,-33.3867,0.000293171,15.0165
AHUTIH_clean_14,-23.2428,2.96595e-06,10.5626
AHEQAH_clean_46,-22.5326,0.000118255,14.1984
ACIBOE_clean_8,-23.4353,9.01185e-05,40.2496
AGAXOV_clean_2,-20.9108,6.08509e-05,19.5118
ALIBUT_clean_229,-25.8552,3.36375e-05,4.03057
ABIYIV_56,-30.0305,8.20035e-05,41.3744
ABIYIV_clean_56,-30.0305,8.20033e-05,41.3916
AHUTIH01_clean_14,-25.0871,5.99605e-06,13.2032
ALICAA_clean_229,-25.1803,2.40819e-05,4.01591
ALATAK_clean_12,1.21563,4.48293e-11,6.03008
ADABUE_clean_2,-33.8761,0.000230964,41.9861
AGONEQ_clean_7,-20.8405,6.32403e-05,18.4142
AGUWUV_clean_2,-27.9139,3.83017e-05,19.4933
acs.inorgchem.6b02407_ic6b02407_si_003_clean_5,-30.4727,0.00110025,47.6487
AGAYIQ_clean_15,-34.6518,0.000129724,24.522
ADABIS_clean_2,-31.5636,2.80267e-05,48.2493
AFENEE_clean_34,-37.45,0.00146372,37.5431
ACECIV_ion_b_14,-36.837,0.000155968,48.7392
AFITEP_clean_2,-34.1152,0.0018215,37.8231
AGUTUS_clean_14,-7.0646,8.53917e-10,25.2889
AKEDIF_clean_15,-30.7077,0.000925704,18.3718
ALIPEQ_clean_21,-2.09588,1.71662e-10,12.0115
AFEJOK_ion_b_8,-26.5709,0.000223646,41.9495
ALALUU_clean_2,-0.856029,6.57137e-11,18.0502
ACMPCD_clean_1,-21.9857,4.59461e-06,53.4786
AKOHEO_clean_14,-20.2704,6.33412e-06,21.3037
ALALUU01_clean_2,-2.03741,9.95022e-11,20.6836
ALIXUP_clean_56,-18.0694,3.37239e-06,13.9846
AKUHOD01_clean_2,1.84216,1.48106e-11,21.2287
AJOXAA_clean_14,-26.5626,0.00018426,23.2507
AKUHOD_clean_2,0.870893,2.31108e-11,21.5862
ALUKIC_clean_15,-17.1675,3.70159e-05,12.2748
ALUKOI_clean_15,-17.1432,3.61874e-05,11.9747
AMALND_clean_60,-22.6751,4.9647e-06,6.27861
ACOLOV_clean_14,-23.1148,9.73661e-05,57.9746
AFOYAW_clean_2,-27.8397,0.000309263,42.6664
ALUJUN_clean_2,-34.5087,0.001662,17.8295
ALUKAU_clean_2,-34.4987,0.00126982,17.9268
ALUKUO_clean_15,-17.1749,3.64218e-05,12.4497
ALULAV_clean_15,-17.2383,3.66594e-05,12.6091
AFOTUL_clean_1,-35.0858,0.00109225,46.4191
ALIXOJ_clean_14,-22.8397,6.95926e-05,20.8209
ALAHUS_clean_122,-24.1203,6.77137e-05,27.3931
AFOVEX_clean_1,-34.8699,0.00106257,45.148
AFOTOF_clean_1,-35.3818,0.00120015,46.8143
acs.cgd.6b00163_UKEBOD1448508_clean_15,-43.7292,0.0142613,61.5475
AFOVAT_clean_1,-33.6874,0.000745179,46.9712
AFOVOH_clean_1,-35.1952,0.00110858,45.9305
acs.inorgchem.6b00433_ic6b00433_si_002_clean_2,-29.1502,0.000294819,62.4448
AFOVIB_clean_1,-35.4038,0.00115091,47.3686
ALOLIY_clean_15,-16.9296,2.99928e-06,22.1748
ACOGEF_clean_2,-32.8413,0.00133669,68.2748
ACOGAB_clean_2,-32.8567,0.0015198,68.4322
AHAMAY_clean_2,-31.3467,0.000110016,43.6214
AFEDIA_clean_2,8.37122,3.49047e-13,59.9324
AGUVOO_charged_60,-27.5852,0.000206838,46.2282
AFIXAO_clean_14,-31.8581,0.00046271,58.8819
AFIXES_clean_14,-32.1207,0.000468372,59.1213
AJAMEF_clean_15,-38.0565,0.00124875,42.7632
AGAYOW_clean_15,-32.3237,0.000527735,50.177
