Structures,CPU_time (s)
ABAYIO_clean_225,5.31843
ABAYOU_clean_225,5.37027
ABEMIF_clean_221,6.19763
acs.chemrev.6b00346_cr6b00346_si_001_clean_218,6.20794
ABETAE_clean_36,8.25676
ABESUX_clean_36,8.32607
ABULOB_clean_60,10.5702
acs.inorgchem.5b02108_ic5b02108_si_002_clean_98,11.038
acs.chemmater.6b02817_cm6b02817_si_004_clean_218,11.7102
ABEXEN_clean_192,13.2183
acs.jpcc.6b08594_UiO66_Ce2Zr4_opt_clean_119,14.4668
acscombsci.5b00188_5036495_clean_1,14.8491
ACUBAB_clean_15,15.4402
acs.inorgchem.5b02316_ic5b02316_si_002_clean_139,15.6063
ADOGEH_clean_225,5.81065
ADAXEK_clean_12,16.8168
acscombsci.5b00188_5024922_clean_1,17.5984
ADAVIM_clean_199,17.6117
ADATOQ_clean_199,18.787
ADAVAE_clean_199,19.0771
ADATUW_clean_199,19.1699
ADAVEI_clean_199,19.5326
acscombsci.5b00188_8372_clean_1,19.5862
ADIQEL_clean_14,20.1096
ABEFUL_clean_124,20.7442
ABIXOZ_clean_2,20.7721
ABUWOJ_clean_61,21.3841
AFEKAX_clean_123,6.87711
ADEGIA_clean_2,22.0848
ADEGIA01_clean_2,22.5641
ADUWIH_clean_201,11.359
acscombsci.5b00188_5020072_clean_1,23.3313
acs.inorgchem.6b02407_ic6b02407_si_002_clean_14,25.9647
acs.jchemed.6b00258_ed6b00258_si_005_clean_15,26.8593
acs.inorgchem.6b02514_ic6b02514_si_002_clean_19,26.9444
acs.inorgchem.5b02973_ic5b02973_si_002_clean_147,27.0051
acs.inorgchem.6b00136_ic6b00136_si_002_clean_63,27.3397
ABEXEM_clean_33,29.405
ABEXIQ_clean_33,29.6531
ADABAK01_clean_2,29.6522
AFOYIE_clean_62,7.56731
ADAXIO_clean_15,29.6745
ADABAK_15,29.9391
ABEXOW_clean_33,29.9957
ABEXUC_clean_33,30.2691
ABEYAJ_clean_33,30.6222
ABEYEN_clean_33,30.8664
ABEYIR_clean_33,31.0138
ADOBIF_clean_118,31.3111
acscombsci.5b00188_24205_clean_1,31.6224
ABEYIR_33,31.8231
ACODUT_clean_164,32.2041
ADOCEC_clean_118,26.0657
ADOBAX_118,33.1478
ADOBEB_charged_118,33.1478
ADOBAX_charged_118,33.1573
ACUTOI_clean_60,33.2022
ACAJIZ_clean_15,33.243
ACAJOF_clean_56,33.9478
ACODON_clean_13,34.056
ABAVOP_clean_14,34.4781
ADOBOL_charged_118,34.489
ADOBOL_clean_118,34.5066
AFIPAH_clean_2,20.1713
AHOKIR_clean_12,3.37469
AGUBUA_clean_60,7.33645
AHOKOX_clean_59,3.77067
ADOBUR_charged_118,32.6066
ADOCAY_charged_118,32.575
ACAKUM_14,38.0647
ACAKUM_clean_14,38.1418
AFUPEX_clean_14,11.302
acs.inorgchem.6b01416_ic6b01416_si_004_clean_43,38.2711
AGABIU_clean_11,11.7928
ADOCIG_charged_118,32.6098
ACODED_60,39.3457
AGARUW_clean_62,13.0888
ACALIB_clean_14,40.304
acs.cgd.5b01554_VAGNUP1452791_clean_62,40.3466
AFOYEB_clean_92,18.6568
AHOKAJ_clean_13,7.22845
AHOJUC_clean_13,7.27807
acscombsci.5b00188_5040209_clean_1,40.5041
acs.cgd.5b01686_WAHFUJ1434675_clean_14,40.5744
acscombsci.5b00188_34903_clean_1,40.8382
AGESIP_clean_14,11.8748
acs.inorgchem.6b01569_ic6b01569_si_002_clean_15,41.7726
AFOYOK_clean_11,22.4251
AHOKIR01_clean_2,11.8528
acs.inorgchem.5b02378_ic5b02378_si_002_clean_72,45.2414
AJOTEY_clean_33,7.84475
AGONAM_clean_14,16.3995
AGIMOU_clean_14,17.2219
AHUTIH_clean_14,12.8235
ABIYIV_56,49.8592
ABIYIV_clean_56,49.8786
ACIBOE_clean_8,50.0898
AHEQAH_clean_46,18.29
ALIBUT_clean_229,5.01097
AHUTIH01_clean_14,15.8381
ALICAA_clean_229,4.83893
ADABUE_clean_2,50.8393
AGAXOV_clean_2,24.0436
AGONEQ_clean_7,22.0544
ALATAK_clean_12,7.11826
AGUWUV_clean_2,23.0267
AGAYIQ_clean_15,28.1312
acs.inorgchem.6b02407_ic6b02407_si_003_clean_5,57.6593
ADABIS_clean_2,57.7992
ACECIV_ion_b_14,58.056
AGUTUS_clean_14,28.7898
AFENEE_clean_34,44.5177
AKEDIF_clean_15,21.2703
ALIPEQ_clean_21,14.3377
AFITEP_clean_2,45.4342
ALALUU_clean_2,21.1889
AFEJOK_ion_b_8,48.4777
ALALUU01_clean_2,23.9118
AKUHOD01_clean_2,24.697
AKUHOD_clean_2,24.6818
AKOHEO_clean_14,24.9161
AJOXAA_clean_14,27.6135
ALIXUP_clean_56,16.4285
ACMPCD_clean_1,66.81
ALUKIC_clean_15,15.7446
ALUKOI_clean_15,15.5473
AMALND_clean_60,7.57318
ACOLOV_clean_14,70.9691
AFOYAW_clean_2,50.3657
ALUJUN_clean_2,20.4457
ALUKAU_clean_2,20.7886
ALAHUS_clean_122,32.2688
acs.cgd.6b00163_UKEBOD1448508_clean_15,72.8705
ALUKUO_clean_15,15.5878
ALULAV_clean_15,16.9182
AFOVEX_clean_1,54.7204
ALIXOJ_clean_14,25.2006
AFOVAT_clean_1,55.8158
AFOTUL_clean_1,56.8022
AFOVOH_clean_1,55.7984
AFOTOF_clean_1,57.4099
acs.inorgchem.6b00433_ic6b00433_si_002_clean_2,76.8
AFOVIB_clean_1,56.5768
ALOLIY_clean_15,27.2469
AFEDIA_clean_2,68.1693
ACOGEF_clean_2,81.6979
AHAMAY_clean_2,51.1477
ACOGAB_clean_2,82.5637
AGUVOO_charged_60,54.8632
AFIXAO_clean_14,68.4114
AJAMEF_clean_15,49.1842
AJUNOK_clean_54,49.8524
AGAYOW_clean_15,58.7227
AKUKUO_clean_2,47.9786
AFIXES_clean_14,70.1466
AKOBAF_clean_15,49.3848
ANAWIX_clean_15,13.4111
AMOZAE_clean_14,18.265
AMIKOX_clean_54,29.1793
AMIWID_clean_14,28.3216
AHOBEG_clean_2,62.2608
AMEJIM_charged_148,33.0373
AMIWOJ_clean_14,28.6595
ANAWOD_clean_52,19.2692
ACOLIP_clean_1,97.1138
AMIWUP_clean_14,28.4064
ac403674p_si_001_clean_4,99.2221
AMIXAW_clean_14,29.1937
acscombsci.5b00188_5013797_clean_1,100.348
AMAFOK_clean_2,39.1288
ALIFUY_clean_14,55.4733
am301365h_si_002_clean_160,45.0129
AKUHOD03_clean_1,65.0704
acs.inorgchem.6b01211_ic6b01211_si_002_clean_2,106.737
APACAX_clean_122,16.3359
AMIZIG_clean_62,36.149
AHIYOH_clean_61,75.8188
AHUFIU_clean_14,73.6658
AMOFAK_clean_19,35.5903
ANUGOG_clean_15,21.412
AMUFOF_clean_2,35.3552
ANOMOG_clean_12,25.8769
ALULID_clean_2,54.5266
AKOXIJ_clean_12,72.0155
ADODII_clean_1,105.395
AMUFIZ_clean_2,38.7854
AMUFAR_clean_2,39.8339
AMUFEV_clean_2,39.632
APARAM_clean_147,23.418
AQEQES_clean_15,6.69164
ANUGUM_clean_2,25.377
AJAKON_clean_14,77.7505
AJINOY_clean_2,77.1773
AKAYIV_clean_13,77.7965
APAZOI_clean_15,19.4917
AQALIO_clean_62,14.9332
ADASUV_clean_2,116.951
ADODOO_clean_1,108.849
ANOMUM_clean_2,30.515
ANONAT_manual_2,29.2668
ALANAD_clean_2,75.9973
AQALOU_clean_62,14.7924
ALEQIT_clean_2,75.2337
ADODUU_clean_1,109.918
AQOTIK_clean_123,5.6313
AHEBAS_clean_5,89.0817
AQOLOJ_clean_221,6.45003
ACOLUB_clean_2,121.043
AQEQIW_clean_14,12.9798
AQETUM_clean_14,10.8029
APEBED_clean_19,23.3307
AQOMAW_clean_221,6.77676
APAYIB_clean_15,27.4247
APAYUN_clean_15,26.2977
APAYOH_clean_15,27.1124
APETAS_clean_13,23.016
ABAVIJ_clean_1,124.724
APAZIC_clean_15,28.4879
AMUWUB_clean_2,49.535
AQOLEZ_clean_123,11.8232
ARAHIM02_clean_140,6.90598
ARAFEF_clean_24,8.39122
APAZAU_clean_15,32.4807
AQMAND_clean_2,15.2479
APAZEY_clean_15,32.7834
AQETIA_clean_14,21.164
ARAFIJ_clean_24,9.37892
ARAFOP_clean_24,11.1457
ARAHIM01_clean_87,11.8195
ARAHIM_clean_87,11.7094
AMUCOB_clean_2,59.8476
ALOLET_charged_159,83.2901
ANUGEW_clean_2,45.0826
ARADEE_clean_15,15.8318
ARUYUH01_clean_56,7.30959
AQEFUY_clean_15,28.4897
ANENEN_clean_2,53.8773
ARUYUH_clean_56,7.31803
AFITIT_clean_5,118.971
AQMAND01_clean_2,22.6853
AQAJEI_clean_60,35.97
AMODUC_clean_1,66.0042
ARAGOR_clean_15,17.7191
acs.inorgchem.6b00894_ic6b00894_si_002_clean_5,139.313
AQIQAU_clean_15,28.9941
AHOZAA_clean_60,105.438
AJAYIT_clean_9,102.274
ARUYOB_clean_14,13.9193
APEBEE_clean_2,41.2209
AMOYOR_clean_2,67.6127
AQIQIC_clean_15,29.2807
ASOHUL_clean_62,5.18588
AFUKAP_clean_2,118.894
AQUDOH_clean_15,27.316
AQUDEX_clean_15,27.5969
AMUXAI_clean_2,68.0058
AQUDAT_clean_15,28.2528
ALURAB_clean_18,88.2196
ASEKAM_clean_15,11.7468
ACIBIY_clean_2,147.284
ALUREF_clean_18,87.9795
AFOQUI_clean_1,128.503
ASACON_clean_52,20.8409
ANUGIA_clean_1,61.0995
ASALAH_clean_19,19.8765
acs.inorgchem.6b00894_ic6b00894_si_003_clean_19,150.425
ASEJOZ01_clean_15,17.459
ASEJOZ_clean_15,17.5006
ALURIJ_clean_18,91.7888
ARUYES_clean_14,26.2023
AQUCOF_clean_7,37.9411
ATAFIK_clean_106,12.8532
AGIREP_clean_2,123.629
AQOSEG_clean_88,39.1559
AMUPOP_clean_15,78.5955
AQUDAS_clean_7,38.398
