Structures,CPU_time (s)
ABAYOU_clean_225,8.68171
ABAYIO_clean_225,8.74724
ABEMIF_clean_221,9.82255
acs.chemrev.6b00346_cr6b00346_si_001_clean_218,9.90645
ABESUX_clean_36,12.2991
ABETAE_clean_36,12.4042
ABULOB_clean_60,15.1072
acs.inorgchem.5b02108_ic5b02108_si_002_clean_98,15.1367
acs.chemmater.6b02817_cm6b02817_si_004_clean_218,16.4056
ABEXEN_clean_192,18.5753
acs.jpcc.6b08594_UiO66_Ce2Zr4_opt_clean_119,19.783
acs.inorgchem.5b02316_ic5b02316_si_002_clean_139,20.5127
ACUBAB_clean_15,20.4659
ADOGEH_clean_225,6.96335
ADAXEK_clean_12,22.1546
acscombsci.5b00188_5036495_clean_1,23.0195
ADAVIM_clean_199,23.5221
ADATUW_clean_199,24.8884
ADATOQ_clean_199,24.8993
ADAVEI_clean_199,25.2562
ADAVAE_clean_199,25.7198
ADIQEL_clean_14,26.6731
ABIXOZ_clean_2,27.4085
ABEFUL_clean_124,27.422
acscombsci.5b00188_5024922_clean_1,28.0276
acscombsci.5b00188_8372_clean_1,28.0558
ABUWOJ_clean_61,28.2065
ADEGIA_clean_2,28.5972
ADEGIA01_clean_2,28.6871
AFEKAX_clean_123,8.55147
ADUWIH_clean_201,13.8969
acs.inorgchem.6b02407_ic6b02407_si_002_clean_14,32.6138
acs.jchemed.6b00258_ed6b00258_si_005_clean_15,34.0426
acs.inorgchem.5b02973_ic5b02973_si_002_clean_147,34.2167
acs.inorgchem.6b02514_ic6b02514_si_002_clean_19,34.4925
acscombsci.5b00188_5020072_clean_1,34.8681
acs.inorgchem.6b00136_ic6b00136_si_002_clean_63,35.9809
ADABAK_15,36.8369
ADABAK01_clean_2,37.1904
ADAXIO_clean_15,37.7961
AFOYIE_clean_62,9.11065
ABEXEM_clean_33,38.0072
ABEXIQ_clean_33,38.5121
ABEXOW_clean_33,38.7576
ABEXUC_clean_33,39.0943
ADOBIF_clean_118,39.2678
ABEYAJ_clean_33,39.6091
ABEYEN_clean_33,39.8758
ABEYIR_33,40.2075
ABEYIR_clean_33,40.4647
acscombsci.5b00188_24205_clean_1,41.2551
ADOBAX_118,41.4191
ACODUT_clean_164,41.6771
ADOCEC_clean_118,32.1251
ADOBEB_charged_118,42.29
ADOBAX_charged_118,42.294
ACAJIZ_clean_15,42.5708
ACUTOI_clean_60,42.6363
ABAVOP_clean_14,42.9645
ADOBOL_clean_118,43.9429
ADOBOL_charged_118,43.9425
ACAJOF_clean_56,44.0875
ACODON_clean_13,44.4558
AFIPAH_clean_2,24.6326
AHOKIR_clean_12,4.07661
acs.inorgchem.6b01416_ic6b01416_si_004_clean_43,47.226
ADOBUR_charged_118,38.6221
AGUBUA_clean_60,8.96103
ACAKUM_14,48.0713
AFUPEX_clean_14,13.87
ACAKUM_clean_14,48.1132
AHOKOX_clean_59,4.64769
ADOCAY_charged_118,39.9974
ADOCIG_charged_118,39.8253
ACODED_60,50.0205
AGABIU_clean_11,15.5537
AGARUW_clean_62,15.4949
AFOYEB_clean_92,22.2461
ACALIB_clean_14,50.9566
AHOJUC_clean_13,8.66158
AHOKAJ_clean_13,8.65833
AGESIP_clean_14,13.6774
acs.cgd.5b01554_VAGNUP1452791_clean_62,51.8156
acs.inorgchem.6b01569_ic6b01569_si_002_clean_15,52.1371
acs.cgd.5b01686_WAHFUJ1434675_clean_14,52.1888
acscombsci.5b00188_34903_clean_1,54.3533
acscombsci.5b00188_5040209_clean_1,54.3759
acs.inorgchem.5b02378_ic5b02378_si_002_clean_72,55.752
AFOYOK_clean_11,27.2816
AHOKIR01_clean_2,14.7603
AJOTEY_clean_33,9.88125
AGONAM_clean_14,19.5868
AGIMOU_clean_14,20.3641
ADABUE_clean_2,62.6574
ABIYIV_56,62.737
AHUTIH_clean_14,16.0572
ABIYIV_clean_56,63.4134
ALIBUT_clean_229,6.2608
ALICAA_clean_229,6.11622
AHEQAH_clean_46,23.0136
ACIBOE_clean_8,64.2917
ALATAK_clean_12,8.6812
AHUTIH01_clean_14,20.5884
AGONEQ_clean_7,27.2133
AGAXOV_clean_2,31.0128
AGUWUV_clean_2,28.1372
ADABIS_clean_2,69.8176
AGAYIQ_clean_15,34.0114
acs.inorgchem.6b02407_ic6b02407_si_003_clean_5,72.145
AFENEE_clean_34,51.6529
ACECIV_ion_b_14,72.7804
AGUTUS_clean_14,35.0962
ALIPEQ_clean_21,17.5364
AFITEP_clean_2,53.9014
AKEDIF_clean_15,27.2981
AFEJOK_ion_b_8,58.8927
ALALUU_clean_2,25.6893
AKOHEO_clean_14,29.8814
AKUHOD01_clean_2,30.4274
ALALUU01_clean_2,29.5118
AJOXAA_clean_14,33.0902
AKUHOD_clean_2,30.4443
ALIXUP_clean_56,20.1632
ACMPCD_clean_1,84.1013
ALUKIC_clean_15,20.118
AMALND_clean_60,8.9093
ALUKOI_clean_15,20.2989
AFOYAW_clean_2,60.6218
ALUKUO_clean_15,19.8713
ALUJUN_clean_2,25.5015
ALULAV_clean_15,19.8627
acs.inorgchem.6b00433_ic6b00433_si_002_clean_2,90.8527
ALAHUS_clean_122,38.764
ALUKAU_clean_2,25.4313
ACOLOV_clean_14,91.7386
acs.cgd.6b00163_UKEBOD1448508_clean_15,93.1391
ALIXOJ_clean_14,30.8255
AFOTOF_clean_1,69.2684
AFOVEX_clean_1,67.7725
AFOTUL_clean_1,68.5572
AFOVAT_clean_1,69.0401
AFOVOH_clean_1,68.8555
ALOLIY_clean_15,33.3552
AFOVIB_clean_1,70.8315
ACOGAB_clean_2,100.019
AHAMAY_clean_2,60.1104
ACOGEF_clean_2,101.378
AFEDIA_clean_2,82.9417
AJAMEF_clean_15,58.0493
AGUVOO_charged_60,66.9377
AFIXAO_clean_14,82.3724
AGAYOW_clean_15,70.3659
AFIXES_clean_14,84.442
AKOBAF_clean_15,59.7041
AJUNOK_clean_54,61.3743
AKUKUO_clean_2,59.6745
AMOZAE_clean_14,21.9218
ANAWIX_clean_15,16.4046
AHOBEG_clean_2,74.3468
AMIKOX_clean_54,35.9226
AMIWID_clean_14,34.2756
AMEJIM_charged_148,39.7809
AMIWOJ_clean_14,33.6136
ac403674p_si_001_clean_4,121.042
ACOLIP_clean_1,121.377
AMIWUP_clean_14,34.0292
ANAWOD_clean_52,23.809
AMIXAW_clean_14,34.3884
ALIFUY_clean_14,65.1905
AMAFOK_clean_2,47.5036
am301365h_si_002_clean_160,53.4604
acscombsci.5b00188_5013797_clean_1,131.41
AKUHOD03_clean_1,80.3373
APACAX_clean_122,19.8028
AHIYOH_clean_61,91.6947
AMIZIG_clean_62,43.9175
AMOFAK_clean_19,44.9744
ALULID_clean_2,64.3887
ADODII_clean_1,125.054
ANUGOG_clean_15,27.7868
AMUFOF_clean_2,43.5001
AKOXIJ_clean_12,88.0734
acs.inorgchem.6b01211_ic6b01211_si_002_clean_2,139.167
AJAKON_clean_14,92.3301
ANOMOG_clean_12,32.9609
AJINOY_clean_2,92.3144
AMUFIZ_clean_2,47.3746
AHUFIU_clean_14,97.1015
AQEQES_clean_15,8.07772
AMUFAR_clean_2,50.3222
APARAM_clean_147,28.3065
AMUFEV_clean_2,49.1271
ANONAT_manual_2,35.3072
ANUGUM_clean_2,31.9754
ANOMUM_clean_2,36.755
APAZOI_clean_15,24.0311
AQALIO_clean_62,17.3884
ADODOO_clean_1,134.453
ALEQIT_clean_2,90.6665
AQOTIK_clean_123,6.90991
AQALOU_clean_62,18.0089
AQOLOJ_clean_221,7.84331
APEBED_clean_19,28.2449
AHEBAS_clean_5,109.644
AKAYIV_clean_13,100.616
AQOMAW_clean_221,8.4592
APAYIB_clean_15,34.0148
APAYOH_clean_15,33.6379
AQETUM_clean_14,13.1191
ADODUU_clean_1,135.949
AQEQIW_clean_14,15.5107
APETAS_clean_13,28.1201
ADASUV_clean_2,151.421
APAYUN_clean_15,33.2305
ACOLUB_clean_2,152.209
ALANAD_clean_2,100.548
ABAVIJ_clean_1,156.106
AQOLEZ_clean_123,15.0203
APAZIC_clean_15,35.6676
AMUWUB_clean_2,61.6049
AQMAND_clean_2,18.7645
ARAHIM02_clean_140,8.51254
ARAFEF_clean_24,10.4922
APAZAU_clean_15,40.9429
APAZEY_clean_15,40.3357
ARAFIJ_clean_24,11.3735
AQETIA_clean_14,24.7901
AMUCOB_clean_2,72.0646
ARAFOP_clean_24,14.149
ARAHIM01_clean_87,14.9225
ARAHIM_clean_87,14.5226
ANENEN_clean_2,65.6024
AJAYIT_clean_9,118.999
AQEFUY_clean_15,33.9904
AQAJEI_clean_60,43.3341
AQMAND01_clean_2,27.9207
acs.inorgchem.6b00894_ic6b00894_si_002_clean_5,167.45
ARUYUH01_clean_56,9.03122
ARUYUH_clean_56,9.00132
ALOLET_charged_159,105.092
ARADEE_clean_15,20.2786
ANUGEW_clean_2,60.5052
AFITIT_clean_5,147.389
AHOZAA_clean_60,126.42
AMOYOR_clean_2,80.1939
AFUKAP_clean_2,142.356
ARAGOR_clean_15,22.335
AQIQAU_clean_15,35.2919
APEBEE_clean_2,51.3892
AQIQIC_clean_15,35.8208
ARUYOB_clean_14,17.7602
ASOHUL_clean_62,6.60318
ALURAB_clean_18,105.271
AFOQUI_clean_1,152.426
AQUDAT_clean_15,32.826
AMUXAI_clean_2,82.5368
AMODUC_clean_1,89.5643
AQUDEX_clean_15,34.0243
ALUREF_clean_18,108.273
ASEKAM_clean_15,14.5978
acs.inorgchem.6b00894_ic6b00894_si_003_clean_19,181.805
