Structure_name,Enthalpy_surface_kjmol,Henry_coeff_molkgPa,time
ABAYIO_clean_225,-31.9975,0.000177947,4.10734
ABAYOU_clean_225,-31.404,0.000173449,4.23522
ABEMIF_clean_221,-25.6725,0.000197908,5.13827
acs.chemrev.6b00346_cr6b00346_si_001_clean_218,-19.9781,4.72266e-05,5.25942
ABESUX_clean_36,-21.0012,1.25923e-05,7.43615
ABETAE_clean_36,-20.8307,1.22781e-05,7.64574
acs.inorgchem.5b02108_ic5b02108_si_002_clean_98,-27.0203,0.000575298,9.99969
ABULOB_clean_60,-32.8189,0.000846931,10.2476
acs.chemmater.6b02817_cm6b02817_si_004_clean_218,-20.964,8.8305e-05,11.8678
ABEXEN_clean_192,-24.9852,0.000139489,13.5682
acs.jpcc.6b08594_UiO66_Ce2Zr4_opt_clean_119,-26.4213,0.000184598,14.9886
acs.inorgchem.5b02316_ic5b02316_si_002_clean_139,-47.374,0.0454694,15.5758
ACUBAB_clean_15,-24.6645,5.91808e-05,15.9557
ADOGEH_clean_225,-39.3235,0.00174503,6.64556
ADAXEK_clean_12,-30.4961,0.000853308,17.1637
acscombsci.5b00188_5036495_clean_1,-11.0307,9.67985e-06,17.3476
ADAVIM_clean_199,-25.9894,9.48056e-05,18.9631
ADAVAE_clean_199,-27.8679,0.000124129,19.7296
ADAVEI_clean_199,-26.8734,0.000105627,19.743
ADATOQ_clean_199,-26.2372,9.95586e-05,19.8938
ADATUW_clean_199,-26.2536,8.73706e-05,20.2973
ADIQEL_clean_14,-39.7639,0.00558875,20.6336
acscombsci.5b00188_5024922_clean_1,-12.4124,1.13121e-05,21.7848
ABIXOZ_clean_2,-16.0369,4.92733e-06,22.0749
ABEFUL_clean_124,-41.861,0.00819518,22.1026
acscombsci.5b00188_8372_clean_1,-18.1098,1.69251e-05,22.4618
ADEGIA_clean_2,-33.4449,0.000593164,22.9771
ADEGIA01_clean_2,-33.6815,0.000525453,23.0209
ABUWOJ_clean_61,-27.4471,0.000152958,23.0514
AFEKAX_clean_123,-30.3628,0.00230707,8.15254
ADUWIH_clean_201,-20.653,8.39113e-05,13.6008
acs.jchemed.6b00258_ed6b00258_si_005_clean_15,-33.7202,0.000110985,27.3668
acs.inorgchem.6b02407_ic6b02407_si_002_clean_14,-25.2559,0.000269827,28.0434
acscombsci.5b00188_5020072_clean_1,-13.6567,1.2733e-05,28.5014
acs.inorgchem.5b02973_ic5b02973_si_002_clean_147,-43.7834,0.00215491,28.7756
acs.inorgchem.6b00136_ic6b00136_si_002_clean_63,-35.7302,0.00071013,29.0763
acs.inorgchem.6b02514_ic6b02514_si_002_clean_19,-22.0275,4.34815e-05,29.2457
ADABAK_15,-29.4261,8.56553e-06,30.6006
ADABAK01_clean_2,-28.3181,9.63302e-06,31.0118
ABEXIQ_clean_33,-26.7786,5.93768e-05,31.3454
AFOYIE_clean_62,-19.3188,4.39585e-05,8.9315
ABEXEM_clean_33,-26.4362,6.03183e-05,32.1684
ADOBIF_clean_118,-28.4078,0.000135292,32.2811
ADAXIO_clean_15,-30.7446,0.00107661,32.4982
ABEYIR_33,-28.0316,6.24681e-05,32.8036
ABEXOW_clean_33,-27.0251,6.07945e-05,32.8174
ABEXUC_clean_33,-27.3172,6.20666e-05,33.4264
ABEYAJ_clean_33,-27.7233,6.42963e-05,33.5499
ABEYEN_clean_33,-27.8569,6.25803e-05,33.7954
ABEYIR_clean_33,-28.0316,6.24681e-05,34.0001
ADOBAX_118,-30.1164,0.000151889,35.0592
ADOBEB_charged_118,-30.1596,0.000153614,35.0901
ADOBAX_charged_118,-30.1164,0.000151891,35.119
ACUTOI_clean_60,-32.3967,0.000777628,35.2469
acscombsci.5b00188_24205_clean_1,-31.0945,0.00178846,35.3597
ADOCEC_clean_118,-28.2547,0.000120107,30.377
ACODUT_clean_164,-47.8585,0.0972132,35.744
ACAJIZ_clean_15,-27.4,0.000260821,36.9738
ACAJOF_clean_56,-26.6596,0.000168749,37.991
ABAVOP_clean_14,-7.47731,1.42418e-09,38.2461
ADOBOL_charged_118,-30.9705,0.000183934,38.2843
ACODON_clean_13,-27.8474,0.000298191,38.2817
ADOBOL_clean_118,-30.9705,0.000183934,38.315
AFIPAH_clean_2,-27.8057,4.40604e-05,23.7967
AGUBUA_clean_60,-30.9384,0.000697617,8.26007
AFUPEX_clean_14,-24.1043,9.46483e-05,13.0962
AHOKIR_clean_12,-28.3414,3.91882e-05,3.91876
ADOBUR_charged_118,-30.9973,0.0001764,37.8581
ACAKUM_14,-29.3807,9.12736e-05,42.3721
ACAKUM_clean_14,-29.3807,9.12736e-05,42.3716
acs.inorgchem.6b01416_ic6b01416_si_004_clean_43,-30.7958,0.00129453,42.4165
ADOCAY_charged_118,-31.0785,0.000181359,38.2023
AHOKOX_clean_59,-26.1275,2.60716e-05,4.41798
ACALIB_clean_14,-25.5068,3.84024e-06,43.0022
AGARUW_clean_62,-22.4537,5.54951e-05,14.1168
ADOCIG_charged_118,-31.3307,0.000194738,38.2186
