Structure_name,Enthalpy_surface_kjmol,Henry_coeff_molkgPa,time
ABAYIO_clean_225,-33.6091,0.000486741,3.9601
ABAYOU_clean_225,-33.359,0.000499549,4.05099
ABEMIF_clean_221,-24.7168,0.000201389,4.96287
acs.chemrev.6b00346_cr6b00346_si_001_clean_218,-19.5057,4.26363e-05,4.99116
ABETAE_clean_36,-20.7584,1.37815e-05,7.1588
ABESUX_clean_36,-20.9671,1.43495e-05,7.23218
ABULOB_clean_60,-32.6821,0.000872335,9.573
acs.inorgchem.5b02108_ic5b02108_si_002_clean_98,-26.8827,0.000644126,9.86036
acs.chemmater.6b02817_cm6b02817_si_004_clean_218,-20.8666,8.58734e-05,10.8667
ABEXEN_clean_192,-25.3171,0.000137351,12.7355
acs.jpcc.6b08594_UiO66_Ce2Zr4_opt_clean_119,-26.3956,0.000186169,13.6219
acs.inorgchem.5b02316_ic5b02316_si_002_clean_139,-50.7389,0.155128,14.6629
ACUBAB_clean_15,-24.5298,4.97825e-05,14.791
acscombsci.5b00188_5036495_clean_1,-11.7195,1.19321e-05,15.5196
ADAXEK_clean_12,-30.6217,0.000798984,15.8485
ADOGEH_clean_225,-39.4858,0.00272639,6.07253
ADAVIM_clean_199,-26.3908,9.49714e-05,17.5145
ADATOQ_clean_199,-26.8617,0.000106784,18.4254
acscombsci.5b00188_5024922_clean_1,-12.6549,1.26776e-05,18.6348
ADAVEI_clean_199,-27.2413,0.000107926,18.7281
ADATUW_clean_199,-26.8051,8.78863e-05,18.754
ADAVAE_clean_199,-28.2164,0.0001281,19.0152
ADIQEL_clean_14,-39.3186,0.00560978,19.9456
acscombsci.5b00188_8372_clean_1,-17.809,1.61628e-05,19.9854
ABIXOZ_clean_2,-16.1358,5.66759e-06,20.3166
ABEFUL_clean_124,-41.7203,0.00629585,20.54
ABUWOJ_clean_61,-27.5673,0.000194204,21.0658
AFEKAX_clean_123,-30.4686,0.00220754,7.41778
ADEGIA_clean_2,-33.6046,0.000679833,22.3051
ADEGIA01_clean_2,-33.7683,0.000628017,22.3534
ADUWIH_clean_201,-20.1308,7.20657e-05,12.199
acs.inorgchem.6b02407_ic6b02407_si_002_clean_14,-25.2634,0.000312211,25.2607
acscombsci.5b00188_5020072_clean_1,-13.7046,1.35442e-05,25.3555
acs.jchemed.6b00258_ed6b00258_si_005_clean_15,-33.5834,0.00015017,26.2807
acs.inorgchem.5b02973_ic5b02973_si_002_clean_147,-45.1872,0.00440667,26.4578
acs.inorgchem.6b02514_ic6b02514_si_002_clean_19,-22.0785,4.2159e-05,27.0005
acs.inorgchem.6b00136_ic6b00136_si_002_clean_63,-36.1278,0.000757791,27.8481
ADABAK_15,-29.864,1.22474e-05,29.068
ADABAK01_clean_2,-28.5367,1.35236e-05,29.2669
ABEXEM_clean_33,-26.1783,5.33826e-05,29.8667
ADAXIO_clean_15,-30.5211,0.00104801,30.0374
ABEXIQ_clean_33,-26.5212,5.13328e-05,30.1912
ABEXOW_clean_33,-26.7624,5.21566e-05,30.2017
AFOYIE_clean_62,-19.1289,3.58048e-05,8.11864
ADOBIF_clean_118,-28.0507,0.000100979,30.5265
ABEXUC_clean_33,-27.0563,5.25351e-05,30.536
ABEYIR_33,-27.8225,5.14156e-05,31.0911
ABEYAJ_clean_33,-27.49,5.33586e-05,31.1991
ABEYEN_clean_33,-27.6434,5.1645e-05,31.5408
ABEYIR_clean_33,-27.8225,5.14156e-05,31.6544
acscombsci.5b00188_24205_clean_1,-31.1444,0.00196357,32.54
ADOCEC_clean_118,-28.0513,0.000106488,27.9113
ACODUT_clean_164,-47.7198,0.0607495,32.9645
ADOBAX_charged_118,-29.9119,0.000120858,33.1513
ADOBEB_charged_118,-29.9485,0.00012203,33.1625
ADOBAX_118,-29.9119,0.000120858,33.2079
ACUTOI_clean_60,-32.3768,0.000805437,33.279
ACAJIZ_clean_15,-27.3485,0.000263136,33.5566
ACAJOF_clean_56,-25.9969,0.000141638,34.4117
ADOBOL_charged_118,-30.7543,0.000136929,34.6132
ACODON_clean_13,-27.3893,0.000282201,34.9115
ABAVOP_clean_14,-7.33502,1.45444e-09,35.1732
ADOBOL_clean_118,-30.7543,0.000136929,35.2402
AFIPAH_clean_2,-27.7255,3.55987e-05,21.3956
AHOKIR_clean_12,-28.1771,5.50675e-05,3.51135
AFUPEX_clean_14,-23.7559,9.59382e-05,11.8111
acs.inorgchem.6b01416_ic6b01416_si_004_clean_43,-30.7153,0.00127964,38.2681
AGUBUA_clean_60,-30.6926,0.000683803,7.72094
ADOBUR_charged_118,-30.8361,0.000137784,34.4782
AHOKOX_clean_59,-26.2288,4.28344e-05,3.89613
ADOCAY_charged_118,-30.9106,0.000141185,34.4822
ACAKUM_14,-29.4414,9.32157e-05,38.863
ACAKUM_clean_14,-29.4414,9.32157e-05,38.8953
ADOCIG_charged_118,-31.0559,0.000140592,34.476
AGABIU_clean_11,-13.5937,7.95381e-06,13.3471
ACODED_60,-31.6513,0.00121028,40.1197
AGARUW_clean_62,-22.7055,5.98818e-05,13.509
AHOJUC_clean_13,4.14579,5.68379e-12,7.50381
AHOKAJ_clean_13,6.00393,2.39153e-12,7.47076
ACALIB_clean_14,-25.75,4.88448e-06,41.1697
acs.cgd.5b01686_WAHFUJ1434675_clean_14,-28.4919,0.000159032,41.2486
acs.cgd.5b01554_VAGNUP1452791_clean_62,-23.2314,5.93741e-05,41.348
AGESIP_clean_14,-12.6862,1.46006e-08,12.0797
AFOYEB_clean_92,-27.4757,0.000176519,19.8197
acs.inorgchem.6b01569_ic6b01569_si_002_clean_15,-24.1442,4.24534e-05,42.3984
acscombsci.5b00188_5040209_clean_1,-30.3527,0.000606896,42.742
acscombsci.5b00188_34903_clean_1,-33.8901,0.00636844,42.9562
acs.inorgchem.5b02378_ic5b02378_si_002_clean_72,-32.0837,3.14711e-05,44.7587
AFOYOK_clean_11,-22.1234,7.11374e-05,23.8556
AHOKIR01_clean_2,-34.3354,0.000220933,12.7637
AJOTEY_clean_33,-19.888,3.20186e-05,8.45026
