Structure_name,Enthalpy_surface_kjmol,Henry_coeff_molkgPa,time
ABAYIO_clean_225,-30.9932,0.000213674,3.8647
ABAYOU_clean_225,-31.102,0.000237014,3.94871
acs.chemrev.6b00346_cr6b00346_si_001_clean_218,-19.8476,5.13781e-05,4.74439
ABEMIF_clean_221,-24.6889,0.000211755,4.78854
ABETAE_clean_36,-20.7822,1.64257e-05,6.7808
ABESUX_clean_36,-20.9744,1.71363e-05,6.85382
ABULOB_clean_60,-32.6961,0.000994907,9.32122
acs.inorgchem.5b02108_ic5b02108_si_002_clean_98,-26.2542,0.000517556,9.34083
acs.chemmater.6b02817_cm6b02817_si_004_clean_218,-20.9794,9.27822e-05,10.5666
ABEXEN_clean_192,-24.882,0.000137088,11.9744
acs.jpcc.6b08594_UiO66_Ce2Zr4_opt_clean_119,-26.4988,0.000235032,13.0955
acs.inorgchem.5b02316_ic5b02316_si_002_clean_139,-49.7831,0.130416,13.8586
ACUBAB_clean_15,-24.689,5.25937e-05,13.9519
acscombsci.5b00188_5036495_clean_1,-11.9003,1.28492e-05,14.0558
ADAXEK_clean_12,-30.3411,0.000669537,15.022
ADOGEH_clean_225,-40.0127,0.00538789,5.62793
ADAVIM_clean_199,-26.433,0.000101113,16.5538
ADATOQ_clean_199,-27.0029,0.00011891,17.2761
acscombsci.5b00188_5024922_clean_1,-12.8061,1.42762e-05,17.3325
ADATUW_clean_199,-27.3979,0.000107148,17.59
ADAVAE_clean_199,-28.6732,0.000150554,18.0507
ADAVEI_clean_199,-27.7156,0.000126521,18.0996
ADIQEL_clean_14,-39.6279,0.00614327,18.741
acscombsci.5b00188_8372_clean_1,-17.9747,1.84124e-05,18.8464
ABEFUL_clean_124,-41.8923,0.00459836,19.5045
ABIXOZ_clean_2,-16.0538,5.61932e-06,19.8236
ABUWOJ_clean_61,-27.4064,0.000207181,20.5388
AFEKAX_clean_123,-30.7106,0.00270747,6.89353
ADEGIA_clean_2,-33.1276,0.000574008,21.0068
ADEGIA01_clean_2,-33.4978,0.000531788,21.2065
ADUWIH_clean_201,-20.3476,7.84636e-05,11.8216
acscombsci.5b00188_5020072_clean_1,-13.9346,1.48904e-05,23.1596
acs.inorgchem.6b02407_ic6b02407_si_002_clean_14,-25.2627,0.000354431,24.3224
acs.jchemed.6b00258_ed6b00258_si_005_clean_15,-33.4742,0.000146241,24.9922
acs.inorgchem.5b02973_ic5b02973_si_002_clean_147,-45.2908,0.00463004,25.1187
acs.inorgchem.6b02514_ic6b02514_si_002_clean_19,-22.0564,3.9919e-05,25.6806
acs.inorgchem.6b00136_ic6b00136_si_002_clean_63,-36.8319,0.00118211,26.0643
ADABAK01_clean_2,-28.134,8.04138e-06,27.7719
ADABAK_15,-29.8087,1.00778e-05,27.9243
ADAXIO_clean_15,-30.7055,0.00107119,28.2847
AFOYIE_clean_62,-19.6181,3.98151e-05,7.59413
ABEXOW_clean_33,-26.8926,5.46709e-05,28.6616
ABEXEM_clean_33,-26.3971,5.66526e-05,28.857
ABEXUC_clean_33,-27.1508,5.47506e-05,28.958
ABEXIQ_clean_33,-26.6921,5.44394e-05,29.1158
ABEYAJ_clean_33,-27.5015,5.49033e-05,29.3386
ABEYEN_clean_33,-27.6107,5.23858e-05,29.5442
ADOBIF_clean_118,-28.3655,0.000111578,29.5719
ABEYIR_33,-27.7674,5.20461e-05,29.7917
acscombsci.5b00188_24205_clean_1,-31.0647,0.00196588,30.424
ABEYIR_clean_33,-27.7674,5.2046e-05,30.54
ADOCEC_clean_118,-28.4095,0.000126541,26.1554
ACODUT_clean_164,-47.8281,0.0605739,31.7067
ADOBEB_charged_118,-30.2678,0.000149514,31.7797
ADOBAX_charged_118,-30.2281,0.000147288,32.1019
ADOBAX_118,-30.2281,0.000147288,32.1128
ACUTOI_clean_60,-32.5097,0.000899883,32.2161
ACAJOF_clean_56,-26.3531,0.000134461,32.5966
ACAJIZ_clean_15,-27.3312,0.000256927,32.7114
ABAVOP_clean_14,-7.49958,1.45054e-09,33.094
ADOBOL_charged_118,-31.1091,0.000173674,33.1506
ADOBOL_clean_118,-31.1091,0.000173674,33.5357
ACODON_clean_13,-27.4569,0.000286873,33.639
AFIPAH_clean_2,-27.7884,3.8708e-05,19.6771
AHOKIR_clean_12,-28.2532,5.59018e-05,3.39127
AFUPEX_clean_14,-23.7677,0.000101493,11.1544
ACAKUM_clean_14,-29.4426,8.61845e-05,36.6477
AGUBUA_clean_60,-30.9115,0.000852574,7.54831
AHOKOX_clean_59,-26.2577,3.93661e-05,3.6852
acs.inorgchem.6b01416_ic6b01416_si_004_clean_43,-30.5342,0.00131205,37.1343
AGABIU_clean_11,-13.6154,7.35597e-06,12.3174
ADOBUR_charged_118,-31.2426,0.000180535,33.6289
ACAKUM_14,-29.4426,8.61845e-05,37.582
ADOCAY_charged_118,-31.3203,0.000186187,33.6177
ACODED_60,-31.5403,0.00121702,38.0502
ADOCIG_charged_118,-31.4262,0.00018715,33.6068
AGARUW_clean_62,-22.7512,6.12746e-05,12.9102
acs.cgd.5b01554_VAGNUP1452791_clean_62,-23.2705,6.06532e-05,39.1505
AFOYEB_clean_92,-27.4808,0.00018255,18.5618
AHOJUC_clean_13,4.14947,9.20448e-12,7.32187
AHOKAJ_clean_13,5.90797,4.14563e-12,7.28737
AGESIP_clean_14,-12.6111,1.51523e-08,11.4463
ACALIB_clean_14,-25.6304,4.11666e-06,39.8083
acscombsci.5b00188_34903_clean_1,-33.873,0.00690368,39.9714
acs.cgd.5b01686_WAHFUJ1434675_clean_14,-28.4719,0.000148272,40.1489
acscombsci.5b00188_5040209_clean_1,-30.2681,0.000712248,40.5193
acs.inorgchem.6b01569_ic6b01569_si_002_clean_15,-24.1844,4.27611e-05,41.0226
acs.inorgchem.5b02378_ic5b02378_si_002_clean_72,-32.2589,3.55026e-05,42.821
AFOYOK_clean_11,-22.3257,6.83568e-05,22.48
AHOKIR01_clean_2,-34.1352,0.000176336,11.9934
AJOTEY_clean_33,-19.961,4.24706e-05,8.08039
AGONAM_clean_14,-26.3163,0.000256606,16.4085
AGIMOU_clean_14,-33.0388,0.00011509,17.2117
AHUTIH_clean_14,-22.746,1.72408e-06,12.7658
ADABUE_clean_2,-33.5113,0.000148083,48.5839
ABIYIV_clean_56,-29.9918,7.55342e-05,48.6223
AHEQAH_clean_46,-21.7843,8.48206e-05,18.7181
ALIBUT_clean_229,-25.8001,5.53378e-05,4.94734
ALATAK_clean_12,-0.0268573,8.26192e-11,6.9179
ABIYIV_56,-29.9918,7.5534e-05,49.973
AHUTIH01_clean_14,-24.6148,2.92576e-06,16.5482
ALICAA_clean_229,-24.9872,3.89015e-05,4.9356
ACIBOE_clean_8,-22.673,9.46304e-05,50.3005
AGAXOV_clean_2,-19.7005,6.52397e-05,24.6864
AGONEQ_clean_7,-20.7005,9.64597e-05,22.2041
AGUWUV_clean_2,-27.7033,3.41502e-05,23.6822
ADABIS_clean_2,-30.7219,9.46601e-06,55.2496
AGAYIQ_clean_15,-34.265,8.23854e-05,28.3803
ACECIV_ion_b_14,-36.3523,6.98641e-05,56.7357
acs.inorgchem.6b02407_ic6b02407_si_003_clean_5,-29.7451,0.000950677,56.8709
AGUTUS_clean_14,-6.98324,5.93202e-10,28.7776
AFENEE_clean_34,-36.9195,0.000648879,44.3662
AFITEP_clean_2,-33.3357,0.000992566,44.4525
AKEDIF_clean_15,-28.9909,0.000821917,21.5048
ALIPEQ_clean_21,-1.65192,1.7988e-10,14.5702
AFEJOK_ion_b_8,-25.9179,0.000259594,48.7886
ALALUU_clean_2,-2.52631,1.04078e-10,21.419
AKOHEO_clean_14,-19.7941,1.01129e-05,25.0047
AKUHOD_clean_2,-0.651114,4.21722e-11,24.9737
ALALUU01_clean_2,-3.4996,1.72024e-10,24.6871
AKUHOD01_clean_2,0.560874,2.58358e-11,25.3502
ALIXUP_clean_56,-16.968,5.33561e-06,16.4616
ACMPCD_clean_1,-21.6608,8.84303e-06,65.4114
AJOXAA_clean_14,-26.0343,0.000250853,28.0017
ALUKIC_clean_15,-15.8054,3.11619e-05,15.8731
AMALND_clean_60,-22.0543,1.41525e-06,7.39694
ALUKOI_clean_15,-15.8002,3.06943e-05,16.2109
ACOLOV_clean_14,-22.3563,0.000118429,69.9799
ALUKUO_clean_15,-15.8288,3.08098e-05,16.0554
ALUJUN_clean_2,-33.8932,0.000990358,21.3747
acs.cgd.6b00163_UKEBOD1448508_clean_15,-43.5706,0.0151476,71.8943
ALUKAU_clean_2,-33.8053,0.000702127,21.0856
AFOYAW_clean_2,-27.4797,0.000284896,51.9004
ALAHUS_clean_122,-23.0755,8.90637e-05,32.532
ALULAV_clean_15,-15.9004,3.09537e-05,16.9269
ALIXOJ_clean_14,-21.4313,5.59734e-05,25.4528
AFOVEX_clean_1,-31.8326,0.000320168,55.7689
AFOTUL_clean_1,-31.9578,0.000316537,56.6627
acs.inorgchem.6b00433_ic6b00433_si_002_clean_2,-28.3712,0.00033648,74.8354
AFOVAT_clean_1,-30.8166,0.000268008,56.2355
AFOTOF_clean_1,-32.1202,0.000330075,57.3523
ALOLIY_clean_15,-16.0663,5.90883e-06,27.1704
AFOVOH_clean_1,-32.0315,0.000317932,57.5429
AFOVIB_clean_1,-31.9724,0.000313938,57.9395
AHAMAY_clean_2,-31.1275,0.000115701,50.1937
AFEDIA_clean_2,8.41564,3.21431e-13,69.0831
ACOGAB_clean_2,-32.634,0.0013222,81.6184
ACOGEF_clean_2,-32.5884,0.00120335,82.9717
AGUVOO_charged_60,-26.5039,0.000167643,55.2178
AFIXAO_clean_14,-31.7107,0.000399984,69.1265
AJAMEF_clean_15,-37.6169,0.000902581,50.2475
AGAYOW_clean_15,-31.8783,0.000529572,59.4103
AKOBAF_clean_15,-34.7178,0.00198458,49.19
AFIXES_clean_14,-31.9788,0.000391132,71.2887
AJUNOK_clean_54,-32.9437,0.000458868,51.3876
AKUKUO_clean_2,-31.9712,0.000894426,49.606
ANAWIX_clean_15,-26.203,0.000191192,13.8293
AMOZAE_clean_14,-23.2282,1.35693e-06,18.9012
AMIKOX_clean_54,-2.39224,2.77119e-11,29.6568
AMIWID_clean_14,-35.4749,0.000837467,29.0847
AHOBEG_clean_2,-31.538,0.000257018,63.0376
ACOLIP_clean_1,-33.2581,0.000655271,95.2335
AMIWOJ_clean_14,-35.2978,0.000809534,28.1105
AMEJIM_charged_148,-24.2419,6.55109e-05,34.0271
ac403674p_si_001_clean_4,-21.1209,2.80789e-05,96.3219
ANAWOD_clean_52,-24.0802,0.000135281,19.3001
AMIWUP_clean_14,-35.5361,0.000866951,28.4866
AMIXAW_clean_14,-35.9236,0.000951969,29.0368
AMAFOK_clean_2,-29.9645,0.000841032,39.0983
acscombsci.5b00188_5013797_clean_1,-20.5994,8.41727e-05,100.822
ALIFUY_clean_14,-38.6191,0.00171846,55.8543
