Structures,CPU_time (s)
ABAYIO_clean_225,5.58994
ABAYOU_clean_225,5.66917
ABEMIF_clean_221,6.57779
acs.chemrev.6b00346_cr6b00346_si_001_clean_218,6.60523
ABETAE_clean_36,8.77363
ABESUX_clean_36,8.84684
ABULOB_clean_60,11.1878
acs.inorgchem.5b02108_ic5b02108_si_002_clean_98,11.527
acs.chemmater.6b02817_cm6b02817_si_004_clean_218,12.492
ABEXEN_clean_192,14.3614
acs.jpcc.6b08594_UiO66_Ce2Zr4_opt_clean_119,15.2015
acs.inorgchem.5b02316_ic5b02316_si_002_clean_139,16.276
ACUBAB_clean_15,16.3703
acscombsci.5b00188_5036495_clean_1,17.1511
ADAXEK_clean_12,17.4311
ADOGEH_clean_225,6.13641
ADAVIM_clean_199,19.0941
ADATOQ_clean_199,20.0049
acscombsci.5b00188_5024922_clean_1,20.2535
ADAVEI_clean_199,20.3099
ADATUW_clean_199,20.3336
ADAVAE_clean_199,20.5947
ADIQEL_clean_14,21.5247
acscombsci.5b00188_8372_clean_1,21.5981
ABIXOZ_clean_2,21.9444
ABEFUL_clean_124,22.1568
ABUWOJ_clean_61,22.6847
AFEKAX_clean_123,7.49279
ADEGIA_clean_2,23.8842
ADEGIA01_clean_2,23.9325
ADUWIH_clean_201,12.2784
acs.inorgchem.6b02407_ic6b02407_si_002_clean_14,26.8845
acscombsci.5b00188_5020072_clean_1,26.9723
acs.jchemed.6b00258_ed6b00258_si_005_clean_15,27.9038
acs.inorgchem.5b02973_ic5b02973_si_002_clean_147,28.0705
acs.inorgchem.6b02514_ic6b02514_si_002_clean_19,28.6132
acs.inorgchem.6b00136_ic6b00136_si_002_clean_63,29.4609
ADABAK_15,30.6477
ADABAK01_clean_2,30.846
ABEXEM_clean_33,31.4928
ADAXIO_clean_15,31.6206
ABEXIQ_clean_33,31.8092
ABEXOW_clean_33,31.8168
AFOYIE_clean_62,8.18378
ADOBIF_clean_118,32.1061
ABEXUC_clean_33,32.1537
ABEYIR_33,32.7142
ABEYAJ_clean_33,32.817
ABEYEN_clean_33,33.1555
ABEYIR_clean_33,33.2692
acscombsci.5b00188_24205_clean_1,34.154
ADOCEC_clean_118,27.9761
ACODUT_clean_164,34.5789
ADOBAX_charged_118,34.7389
ADOBEB_charged_118,34.7418
ADOBAX_118,34.7872
ACUTOI_clean_60,34.8583
ACAJIZ_clean_15,35.1755
ACAJOF_clean_56,36.0263
ADOBOL_charged_118,36.2041
ACODON_clean_13,36.5295
ABAVOP_clean_14,36.7912
ADOBOL_clean_118,36.8296
AFIPAH_clean_2,21.4718
AHOKIR_clean_12,3.57292
AFUPEX_clean_14,11.8865
acs.inorgchem.6b01416_ic6b01416_si_004_clean_43,39.8814
AGUBUA_clean_60,7.78331
ADOBUR_charged_118,34.5446
AHOKOX_clean_59,3.96142
ADOCAY_charged_118,34.5461
ACAKUM_14,40.4777
ACAKUM_clean_14,40.5098
ADOCIG_charged_118,34.5393
AGABIU_clean_11,13.4206
ACODED_60,41.7374
AGARUW_clean_62,13.5788
AHOJUC_clean_13,7.56425
AHOKAJ_clean_13,7.53115
ACALIB_clean_14,42.7943
acs.cgd.5b01686_WAHFUJ1434675_clean_14,42.863
acs.cgd.5b01554_VAGNUP1452791_clean_62,42.9624
AGESIP_clean_14,12.1439
AFOYEB_clean_92,19.896
acs.inorgchem.6b01569_ic6b01569_si_002_clean_15,44.0115
acscombsci.5b00188_5040209_clean_1,44.3943
acscombsci.5b00188_34903_clean_1,44.5704
acs.inorgchem.5b02378_ic5b02378_si_002_clean_72,46.3845
AFOYOK_clean_11,23.9183
AHOKIR01_clean_2,12.8388
AJOTEY_clean_33,8.5256
AGONAM_clean_14,16.9206
AGIMOU_clean_14,18.4518
AHUTIH_clean_14,13.8821
ADABUE_clean_2,52.6506
ABIYIV_clean_56,52.9435
ALIBUT_clean_229,5.34708
ABIYIV_56,53.4498
ALATAK_clean_12,7.46872
AHEQAH_clean_46,19.6997
ACIBOE_clean_8,53.8758
ALICAA_clean_229,5.22386
AHUTIH01_clean_14,17.5104
AGONEQ_clean_7,24.0057
AGAXOV_clean_2,26.8119
AGUWUV_clean_2,24.9368
ADABIS_clean_2,59.9778
AGAYIQ_clean_15,29.9664
acs.inorgchem.6b02407_ic6b02407_si_003_clean_5,61.3537
ACECIV_ion_b_14,61.4489
AGUTUS_clean_14,30.5476
AFENEE_clean_34,46.8262
AKEDIF_clean_15,23.4439
AFITEP_clean_2,47.6744
ALIPEQ_clean_21,15.7111
AFEJOK_ion_b_8,51.2567
ALALUU_clean_2,22.63
AKOHEO_clean_14,26.4601
ALALUU01_clean_2,25.5304
AKUHOD_clean_2,26.6549
AJOXAA_clean_14,29.2061
AKUHOD01_clean_2,27.0371
ALIXUP_clean_56,17.5428
ACMPCD_clean_1,71.3822
ALUKIC_clean_15,17.4977
AMALND_clean_60,7.78122
ALUKOI_clean_15,18.3582
AFOYAW_clean_2,53.4369
ACOLOV_clean_14,76.6445
ALUJUN_clean_2,22.4038
ALUKUO_clean_15,17.2536
acs.cgd.6b00163_UKEBOD1448508_clean_15,77.8125
ALULAV_clean_15,17.3249
ALAHUS_clean_122,35.0341
ALUKAU_clean_2,22.6445
ALIXOJ_clean_14,26.8633
AFOVEX_clean_1,58.4647
acs.inorgchem.6b00433_ic6b00433_si_002_clean_2,80.3447
AFOTUL_clean_1,60.3316
AFOTOF_clean_1,61.0367
AFOVAT_clean_1,60.6227
ALOLIY_clean_15,28.6604
AFOVOH_clean_1,60.4724
AFOVIB_clean_1,60.7622
AHAMAY_clean_2,53.3564
ACOGEF_clean_2,87.0502
AFEDIA_clean_2,72.8532
ACOGAB_clean_2,88.7651
AGUVOO_charged_60,58.1615
AJAMEF_clean_15,52.9963
AGAYOW_clean_15,62.5227
AJUNOK_clean_54,53.5725
AKOBAF_clean_15,52.0677
AFIXAO_clean_14,74.3968
AFIXES_clean_14,74.514
AKUKUO_clean_2,51.7867
ANAWIX_clean_15,14.5093
AMOZAE_clean_14,19.4615
AHOBEG_clean_2,65.2302
AMIKOX_clean_54,31.3466
AMIWID_clean_14,30.2518
AMEJIM_charged_148,35.4236
ACOLIP_clean_1,102.727
ANAWOD_clean_52,20.2586
AMIWOJ_clean_14,30.0602
AMIWUP_clean_14,29.8338
ac403674p_si_001_clean_4,104.562
ALIFUY_clean_14,57.5208
AMIXAW_clean_14,30.6304
AMAFOK_clean_2,42.1318
acscombsci.5b00188_5013797_clean_1,110.776
AKUHOD03_clean_1,70.1148
am301365h_si_002_clean_160,48.9132
APACAX_clean_122,17.7664
AHIYOH_clean_61,81.2993
AMIZIG_clean_62,39.3963
AMOFAK_clean_19,39.0255
ALULID_clean_2,56.6714
ANUGOG_clean_15,23.4864
AMUFOF_clean_2,38.155
