MC_cycle,absolute_adsorption_(H20),excess_adsorption_(H20)
0,0.00000,0.00000
1000,7.50000,7.50000
2000,27.87500,27.87500
3000,38.00000,38.00000
4000,41.50000,41.50000
5000,42.75000,42.75000
6000,42.37500,42.37500
7000,43.25000,43.25000
8000,43.75000,43.75000
9000,44.87500,44.87500
10000,44.75000,44.75000
11000,45.25000,45.25000
12000,46.12500,46.12500
13000,46.25000,46.25000
14000,46.62500,46.62500
15000,47.50000,47.50000
16000,47.62500,47.62500
17000,47.87500,47.87500
18000,47.87500,47.87500
19000,47.12500,47.12500
20000,46.50000,46.50000
21000,46.75000,46.75000
22000,46.12500,46.12500
23000,46.75000,46.75000
24000,46.12500,46.12500
25000,46.50000,46.50000
26000,46.62500,46.62500
27000,46.12500,46.12500
28000,46.25000,46.25000
29000,46.25000,46.25000
30000,46.62500,46.62500
31000,47.25000,47.25000
32000,46.75000,46.75000
33000,47.25000,47.25000
34000,47.75000,47.75000
35000,47.50000,47.50000
36000,48.12500,48.12500
37000,48.62500,48.62500
38000,48.75000,48.75000
39000,48.12500,48.12500
40000,47.62500,47.62500
41000,47.00000,47.00000
42000,47.00000,47.00000
43000,48.00000,48.00000
44000,47.62500,47.62500
45000,47.87500,47.87500
46000,47.87500,47.87500
47000,48.62500,48.62500
48000,48.37500,48.37500
49000,48.00000,48.00000
50000,48.25000,48.25000
51000,48.25000,48.25000
52000,48.12500,48.12500
53000,47.87500,47.87500
54000,48.50000,48.50000
55000,47.75000,47.75000
56000,48.00000,48.00000
57000,46.75000,46.75000
58000,47.62500,47.62500
59000,47.25000,47.25000
60000,47.12500,47.12500
61000,47.50000,47.50000
62000,47.87500,47.87500
63000,48.75000,48.75000
64000,48.25000,48.25000
65000,47.87500,47.87500
66000,47.37500,47.37500
67000,47.75000,47.75000
68000,47.37500,47.37500
69000,47.87500,47.87500
70000,47.75000,47.75000
71000,48.62500,48.62500
72000,48.62500,48.62500
73000,47.75000,47.75000
74000,47.25000,47.25000
75000,47.50000,47.50000
76000,48.37500,48.37500
77000,48.00000,48.00000
78000,48.00000,48.00000
79000,48.25000,48.25000
80000,47.62500,47.62500
81000,46.62500,46.62500
82000,47.50000,47.50000
83000,47.50000,47.50000
84000,48.25000,48.25000
85000,48.62500,48.62500
86000,48.37500,48.37500
87000,47.50000,47.50000
88000,47.87500,47.87500
89000,48.50000,48.50000
90000,49.75000,49.75000
91000,48.62500,48.62500
92000,48.87500,48.87500
93000,48.50000,48.50000
94000,48.75000,48.75000
95000,48.50000,48.50000
96000,48.75000,48.75000
97000,49.37500,49.37500
98000,48.87500,48.87500
99000,49.37500,49.37500
100000,47.87500,47.87500
101000,48.00000,48.00000
102000,48.12500,48.12500
103000,48.87500,48.87500
104000,48.25000,48.25000
105000,48.62500,48.62500
106000,48.75000,48.75000
107000,49.75000,49.75000
108000,50.12500,50.12500
109000,49.75000,49.75000
110000,51.50000,51.50000
111000,50.75000,50.75000
112000,49.87500,49.87500
113000,49.87500,49.87500
114000,48.50000,48.50000
115000,48.75000,48.75000
116000,48.25000,48.25000
117000,48.25000,48.25000
118000,47.25000,47.25000
119000,47.50000,47.50000
120000,47.87500,47.87500
121000,48.50000,48.50000
122000,47.50000,47.50000
123000,48.87500,48.87500
124000,49.37500,49.37500
125000,48.50000,48.50000
126000,49.12500,49.12500
127000,48.87500,48.87500
128000,48.75000,48.75000
129000,48.87500,48.87500
130000,48.75000,48.75000
131000,48.62500,48.62500
132000,48.75000,48.75000
133000,48.50000,48.50000
134000,48.50000,48.50000
135000,48.75000,48.75000
136000,48.37500,48.37500
137000,48.50000,48.50000
138000,49.50000,49.50000
139000,49.62500,49.62500
140000,49.50000,49.50000
141000,48.87500,48.87500
142000,48.50000,48.50000
143000,49.37500,49.37500
144000,47.75000,47.75000
145000,48.12500,48.12500
146000,48.25000,48.25000
147000,48.00000,48.00000
148000,48.00000,48.00000
149000,48.62500,48.62500
150000,48.25000,48.25000
151000,47.62500,47.62500
152000,48.00000,48.00000
153000,47.87500,47.87500
154000,48.62500,48.62500
155000,48.37500,48.37500
156000,48.75000,48.75000
157000,48.37500,48.37500
158000,49.37500,49.37500
159000,49.62500,49.62500
160000,49.50000,49.50000
161000,49.62500,49.62500
162000,49.37500,49.37500
163000,48.87500,48.87500
164000,48.75000,48.75000
165000,48.12500,48.12500
166000,47.87500,47.87500
167000,47.37500,47.37500
168000,47.62500,47.62500
169000,47.75000,47.75000
170000,47.62500,47.62500
171000,47.37500,47.37500
172000,47.62500,47.62500
173000,47.62500,47.62500
174000,48.50000,48.50000
175000,47.75000,47.75000
176000,48.75000,48.75000
177000,49.25000,49.25000
178000,49.25000,49.25000
179000,48.62500,48.62500
180000,49.37500,49.37500
181000,49.37500,49.37500
182000,49.00000,49.00000
183000,48.12500,48.12500
184000,48.37500,48.37500
185000,47.62500,47.62500
186000,47.37500,47.37500
187000,47.12500,47.12500
188000,48.12500,48.12500
189000,47.87500,47.87500
190000,47.12500,47.12500
191000,47.25000,47.25000
192000,47.75000,47.75000
193000,48.00000,48.00000
194000,47.37500,47.37500
195000,47.50000,47.50000
196000,47.00000,47.00000
197000,47.12500,47.12500
198000,47.62500,47.62500
199000,47.50000,47.50000
200000.0,47.00000,47.0000000000
201000.0,48.62500,48.6250000000
202000.0,48.75000,48.7500000000
203000.0,47.62500,47.6250000000
204000.0,47.62500,47.6250000000
205000.0,48.12500,48.1250000000
206000.0,48.62500,48.6250000000
207000.0,48.12500,48.1250000000
208000.0,48.87500,48.8750000000
209000.0,49.37500,49.3750000000
210000.0,48.75000,48.7500000000
211000.0,49.00000,49.0000000000
212000.0,50.25000,50.2500000000
213000.0,49.25000,49.2500000000
214000.0,49.75000,49.7500000000
215000.0,49.87500,49.8750000000
216000.0,49.50000,49.5000000000
217000.0,49.62500,49.6250000000
218000.0,50.37500,50.3750000000
219000.0,50.50000,50.5000000000
220000.0,50.25000,50.2500000000
221000.0,49.75000,49.7500000000
222000.0,49.37500,49.3750000000
223000.0,48.62500,48.6250000000
224000.0,48.37500,48.3750000000
225000.0,48.00000,48.0000000000
226000.0,48.62500,48.6250000000
227000.0,47.75000,47.7500000000
228000.0,47.25000,47.2500000000
229000.0,47.75000,47.7500000000
230000.0,47.87500,47.8750000000
231000.0,47.00000,47.0000000000
232000.0,47.25000,47.2500000000
233000.0,47.25000,47.2500000000
234000.0,46.75000,46.7500000000
235000.0,47.37500,47.3750000000
236000.0,48.12500,48.1250000000
237000.0,48.50000,48.5000000000
238000.0,48.37500,48.3750000000
239000.0,47.75000,47.7500000000
240000.0,48.87500,48.8750000000
241000.0,49.62500,49.6250000000
242000.0,50.00000,50.0000000000
243000.0,49.50000,49.5000000000
244000.0,49.75000,49.7500000000
245000.0,48.12500,48.1250000000
246000.0,48.50000,48.5000000000
247000.0,49.00000,49.0000000000
248000.0,49.37500,49.3750000000
249000.0,49.37500,49.3750000000
250000.0,48.75000,48.7500000000
251000.0,48.25000,48.2500000000
252000.0,47.62500,47.6250000000
253000.0,47.87500,47.8750000000
254000.0,47.75000,47.7500000000
255000.0,47.62500,47.6250000000
256000.0,48.12500,48.1250000000
257000.0,48.50000,48.5000000000
258000.0,49.37500,49.3750000000
259000.0,48.75000,48.7500000000
260000.0,48.87500,48.8750000000
261000.0,48.75000,48.7500000000
262000.0,49.25000,49.2500000000
263000.0,48.62500,48.6250000000
264000.0,48.87500,48.8750000000
265000.0,48.50000,48.5000000000
266000.0,48.12500,48.1250000000
267000.0,48.25000,48.2500000000
268000.0,48.87500,48.8750000000
269000.0,48.12500,48.1250000000
270000.0,48.37500,48.3750000000
271000.0,49.50000,49.5000000000
272000.0,48.62500,48.6250000000
273000.0,48.87500,48.8750000000
274000.0,48.50000,48.5000000000
275000.0,48.50000,48.5000000000
276000.0,49.00000,49.0000000000
277000.0,48.62500,48.6250000000
278000.0,48.50000,48.5000000000
279000.0,48.25000,48.2500000000
280000.0,49.37500,49.3750000000
281000.0,48.75000,48.7500000000
282000.0,48.12500,48.1250000000
283000.0,48.62500,48.6250000000
284000.0,48.37500,48.3750000000
285000.0,48.87500,48.8750000000
286000.0,48.62500,48.6250000000
287000.0,48.87500,48.8750000000
288000.0,48.75000,48.7500000000
289000.0,47.50000,47.5000000000
290000.0,47.87500,47.8750000000
291000.0,48.25000,48.2500000000
292000.0,48.37500,48.3750000000
293000.0,47.50000,47.5000000000
294000.0,48.87500,48.8750000000
295000.0,48.50000,48.5000000000
296000.0,48.75000,48.7500000000
297000.0,48.75000,48.7500000000
298000.0,48.87500,48.8750000000
299000.0,48.87500,48.8750000000
