# Adsorption of C2H2
# Pressure (kPa) / excess adsorption (cm^3/g)
0.02253	3.5373
0.11624	12.834
0.21613	21.573
0.24999	29.972
0.26384	38.131
0.27463	46.119
0.28733	54.202
0.306	62.091
0.32587	70.264
0.35158	77.879
0.37889	85.386
0.41332	92.574
0.51606	101.75
1.3212	108.29
3.2511	110.99
5.5372	113.06
8.045	115   
10.592	116.76
13.163	118.33
15.66	119.7 
18.352	120.96
20.929	122.03
23.359	122.98
25.819	123.88
28.377	124.71
30.935	125.48
35.662	126.79
40.742	128.04
45.622	129.27
50.617	130.52
55.58	131.84
60.548	133.14
65.542	134.4 
70.584	135.58
75.555	136.79
80.525	138.02
85.327	139.56
90.718	141.8 
95.686	144.07
98.579	145.07
99.661	145.87

# Desorption
97.519	146.07
93.698	145.92
88.872	145.48
83.889	144.97
78.94	144.44
73.973	143.86
68.987	143.32
64.021	142.78
59.086	142.09
54.135	141.35
49.188	140.55
44.274	139.64
39.519	138.3
35.01	131.83
29.819	126.9
26.936	125.72
24.33	124.76
21.813	123.82
19.319	122.86
16.854	121.8
14.41	120.6
11.974	119.23
9.533	117.68
7.0936	115.93
4.6601	113.95
3.0672	112.44
1.0349	109.52
