# Adsorption of C2H2
# Pressure (kPa) / excess adsorption (cm^3/g)
0.08531	0.15627
0.09662	0.1727
0.25641	0.38605
0.52688	0.72116
0.73471	0.96547
0.47453	3.3327
0.95892	3.8072
0.74075	5.395
1.0253	5.6752
1.9492	6.5027
3.0216	7.4087
4.1254	8.2832
5.2288	9.0996
7.6749	10.856
10.223	13.048
13.242	21.636
14.22	27.055
14.872	30.714
17.22	42.999
19.425	49.158
25.086	55.566
31.477	59.372
35.562	61.256
40.673	63.232
45.564	64.656
50.729	65.898
55.9	66.93
61.009	67.922
66.168	68.734
71.299	69.523
76.383	70.316
81.524	70.99
86.543	71.709
91.721	72.261
96.716	73.003
99.33	73.297
100.86	73.435

# Desorption
99.342	73.34
98.286	73.184
95.757	72.9
91.303	72.372
85.666	71.676
81.276	71.032
75.622	70.274
71.248	69.614
65.53	68.723
60.474	67.864
55.432	67.012
50.428	65.923
45.38	64.814
40.348	63.496
35.319	62.062
30.269	60.348
24.869	58.103
20.93	56.056
15.873	52.651
11.32	47.653
10.381	45.957
8.6663	37.501
8.0098	31.481
7.7518	29.593
7.0611	23.018
6.2154	16.923
5.6773	14.44
5.2451	12.956
4.4775	10.972
4.0444	10.138
3.2605	8.8462
2.9573	8.4072
1.8861	8.8591
0.93247	9.4931
