# Adsorption of C2H2
# Pressure (kPa) / excess adsorption (cm^3/g)
0.1443	0.07746
0.28215	0.1465
0.54548	0.27293
0.81698	0.39898
1.133	0.3291
2.031	0.94786
3.1934	1.4481
4.2886	1.8874
5.3582	2.3008
7.9993	3.2414
10.673	4.1314
16.017	5.6484
21.327	6.972
26.639	8.1471
31.95	9.1962
35.604	9.8618
40.652	10.726
45.765	11.556
50.631	12.987
52.891	21.987
53.779	28.122
54.374	32.599
55.067	37.403
55.616	41.205
57.344	51.975
59.39	60.657
60.988	65.872
64.697	74.734
66.256	77.462
70.629	83.165
76.042	87.779
80.828	90.394
86.162	92.368
91.495	93.801
96.681	94.852
99.306	95.338
100.84	95.586

# Desorption
98.294	95.478
95.771	95.285
91.305	94.957
85.685	94.476
81.263	94.05
75.615	93.487
71.216	92.982
65.545	92.291
60.506	91.601
55.46	90.789
50.426	89.911
45.37	88.882
40.158	87.672
35.155	86.286
30.273	84.63
24.794	82.254
20.838	79.924
17.408	71.239
16.842	63.627
16.373	56.232
15.894	49.168
15.371	41.346
14.781	33.815
14.038	26.633
13.139	20.144
11.99	14.087
11.36	11.645
10.656	9.3273
9.8942	7.1493
9.0408	5.0918
8.0143	3.4431
7.2398	2.6869
5.9179	1.9223
4.8007	1.4354
3.8605	1.0256
2.9146	0.60624
1.939	0.36083
