# Adsorption of C2H2
# Pressure (kPa) / excess adsorption (cm^3/g)
0.08162	0.21945
0.10703	0.28036
0.24786	0.59401
0.5207	1.1324
0.7044	1.4606
0.78493	1.6053
0.98235	1.8865
1.6861	3.1291
2.0013	3.5782
2.8242	4.6558
3.1297	5.0075
3.9713	5.9323
5.0174	6.9646
7.3436	8.9606
10.025	11.087
11.886	15.474
12.13	19.305
12.496	29.311
12.8	38.581
13.106	46.957
13.419	54.49
13.746	61.174
14.094	66.953
14.968	77.24
16.134	84.839
17.438	89.041
20.331	92.895
23.842	94.698
26.568	95.559
31.874	96.697
35.52	97.345
40.625	98.059
45.77	98.716
50.909	99.255
55.988	99.717
61.081	100.08
66.173	100.49
71.283	100.81
76.376	101.15
81.495	101.39
86.549	101.71
91.681	101.96
96.758	102.14
99.288	102.21
100.83	102.34

# Desorption
99.3	102.27
96.265	102.14
90.711	101.82
86.159	101.73
80.637	101.4
76.128	101.2
70.553	100.94
66.07	100.6
60.5	100.27
55.444	99.927
50.404	99.447
45.363	99.093
40.339	98.586
35.311	97.952
30.279	97.181
27.458	96.637
26.07	96.378
23.305	95.74
20.574	94.964
17.896	94.07
15.291	92.964
12.775	91.599
10.401	89.856
7.5364	86.753
5.0292	81.843
4.2165	73.527
3.8525	65.537
3.5979	58.153
3.4421	52.394
3.3009	47.035
3.196	41.698
3.0711	35.852
2.9674	30.147
2.8665	26.408
2.7799	23
2.681	19.92
2.5822	17.32
2.4606	14.558
2.3105	11.728
2.1543	9.5988
2.0286	8.2917
1.7943	6.3483
1.4543	4.6432
1.1131	3.5531
1.0223	3.3459
0.85821	2.9726
0.77652	2.7806
0.58925	2.3393
0.49341	2.0983
