# Adsorption of C2H2
# Pressure (kPa) / excess adsorption (cm^3/g)
2.3199	1.3109
6.7451	3.2556
11.779	5.0489
16.864	6.5963
22.044	7.9839
27.131	9.2167
32.179	10.336
37.223	11.378
42.277	12.362
47.311	13.288
52.349	14.163
57.376	15.008
62.402	15.812
67.417	16.589
72.427	17.357
77.433	18.107
82.441	18.855
87.429	19.592
92.399	20.342
97.373	21.093
101.44	21.77

# Desorption
96.982	21.377
92.168	20.875
87.225	20.309
82.273	19.714
77.319	19.085
72.362	18.419
67.404	17.718
62.448	16.978
57.511	16.192
52.573	15.359
47.628	14.465
42.699	13.516
37.773	12.49
32.846	11.382
27.924	10.183
23.001	8.8842
18.099	7.4513
13.193	5.8604
8.2955	4.0887
5.0508	2.7264
3.2198	1.8533
1.538	0.94507
