# Adsorption of C2H2
# Pressure (kPa) / excess adsorption (cm^3/g)
0.12253	0.07469
0.2528	0.14511
0.51829	0.28215
0.79183	0.41921
1.1591	0.15822
1.9231	1.0363
2.1722	1.1685
3.1787	1.6057
4.2634	2.0608
5.3448	2.491
7.948	3.4602
10.661	4.3937
15.938	5.9738
21.32	7.3538
26.615	8.5784
31.94	9.6724
35.562	10.381
40.617	11.26
45.72	12.127
50.849	12.931
55.938	13.735
60.5	15.733
62.458	25.119
63.436	31.942
64.135	37.055
64.944	42.31
65.618	46.438
67.424	56.118
69.358	63.795
71.126	69.059
74.848	76.66
75.885	78.345
81.226	84.494
86.208	88.169
90.964	90.668
96.329	92.547
99.285	93.375
100.78	93.837

# Desorption
98.287	93.795
95.736	93.571
91.408	93.217
85.687	92.615
81.404	92.187
75.721	91.541
70.589	90.914
65.557	90.26
60.515	89.501
55.477	88.725
50.429	87.782
45.396	86.755
40.364	85.544
35.334	84.08
30.183	82.268
25.002	79.724
21.145	73.689
19.925	64.634
19.153	54.535
18.473	44.293
17.742	34.506
17.204	28.427
16.58	22.635
16.19	20.025
15.785	17.509
14.715	12.466
13.277	8.3952
12.409	6.7791
11.416	5.46
10.342	4.3944
9.125	3.5731
7.834	2.9959
6.5231	2.462
5.2166	1.9173
3.9179	1.3693
2.9459	0.95076
1.9183	0.93442
1.2291	0.07517
