# Adsorption of C2H2
# Pressure (kPa) / excess adsorption (cm^3/g)
0.1093	0.08077
0.26433	0.18121
0.5412	0.35153
0.77066	0.48598
1.1627	0.19128
1.8067	1.2052
2.1364	1.3767
3.1132	1.8356
4.195	2.3251
5.2972	2.7952
7.8316	3.7993
10.494	4.9344
12.641	13.396
13.073	20.665
13.511	26.825
14.042	31.812
14.573	35.646
16.353	48.138
18.05	56.338
19.569	61.163
24.2	68.525
30.441	74.046
35.663	77.411
40.65	79.608
45.43	81.041
50.627	82.25
55.794	83.291
60.947	84.233
66.093	84.99
71.244	85.683
76.367	86.391
81.492	86.986
86.566	87.552
91.67	88.068
96.741	88.578
99.298	88.831
100.85	88.991

# Desorption
99.417	88.859
98.279	88.75
95.706	88.454
91.418	88.121
85.707	87.53
81.442	87.077
75.773	86.419
70.578	85.788
65.542	85.101
60.502	84.29
55.48	83.453
50.438	82.507
45.399	81.425
40.375	80.203
35.34	78.745
30.315	76.994
25.236	74.773
20.37	71.974
15.766	68.389
10.836	61.699
10.044	60.096
8.4567	53.103
8.0383	47.676
7.7327	43.203
7.4274	37.139
7.1209	31.115
6.786	25.185
6.4124	19.386
6.1881	16.803
5.9508	14.273
5.718	12.157
5.5035	10.468
5.3135	9.1937
4.9382	6.9394
4.5312	5.3276
4.1999	4.3983
3.4852	2.968
3.0725	2.4152
2.1486	2.0082
1.9728	1.8497
1.16	1.2237
1.1781	0.49334
