# Adsorption of C2H2
# Pressure (kPa) / excess adsorption (cm^3/g)
2.4919	1.1695
6.9094	2.8675
11.971	4.488
17.144	5.9071
22.33	7.149
27.367	8.2338
32.486	9.2367
37.443	10.127
42.53	10.989
47.51	11.787
52.538	12.55
57.561	13.284
62.573	13.992
67.569	14.685
72.559	15.388
77.504	16.113
82.366	16.923
83.535	22.199
83.668	27.618
84.005	32.736
84.893	42.412
86.221	50.571
87.658	57.036
89.327	62.173
93.097	68.643
96.12	72.262
98.436	74.198
100.77	75.98

# Desorption
95.769	75.821
87.253	75.144
82.044	74.684
77.086	74.207
72.124	73.676
67.176	73.109
62.241	72.489
57.312	71.802
52.408	71.039
47.504	70.181
42.634	69.204
37.785	68.072
32.98	66.748
28.26	65.156
23.825	63.058
22.202	60.485
21.505	52.348
21.145	45.121
20.807	38.454
20.197	28.596
19.418	20.03
18.305	13.217
15.046	5.9741
11.075	3.928
7.7692	2.7355
4.6702	1.5389
2.9299	0.79687
1.9381	0.34023
