LAMMPS data file via write_data, version 7 Aug 2019

16870 atoms
3 atom types

9.5433219461729504e+00 7.3216678053824140e+01 xlo xhi
7.3259130335926487e-02 3.9306740869660167e+01 ylo yhi
1.1298865155394351e+01 6.3701134844605477e+01 zlo zhi

Masses

1 12.0107
2 15.9994
3 1.00794

Atoms # full

12122 2 2 -6.2228679612955895e-01 1.2772923768474225e+01 1.7834205458110171e+00 1.3822283482559252e+01 0 0 0
1792 1 2 -4.4927810423246661e-01 1.5868066448161681e+01 3.1585576319696025e+00 1.3735712317697411e+01 1 1 0
3063 1 2 -5.2352163411594321e-01 1.1260936285899621e+01 1.7138782074933390e+00 1.6098729154309510e+01 0 1 0
2047 1 1 -2.8458880014984773e-02 1.2985727887356919e+01 3.3845288476481064e+00 1.7065157623488719e+01 0 1 0
2051 1 1 -4.1252704314262659e-02 1.3076051283054035e+01 5.8131288975329900e+00 1.6862942194198411e+01 0 1 0
2045 1 1 1.5317584075007018e-01 1.2469372146687956e+01 2.1141598043022953e+00 1.6725521738002737e+01 0 1 0
2049 1 1 -6.2277399433661534e-02 1.2328922990098411e+01 4.6216125426935442e+00 1.6987484669299171e+01 0 1 0
3059 1 1 3.4832741643553256e-01 1.0893082574754223e+01 5.1079843173538038e+00 1.6807431117256908e+01 0 1 0
1793 1 3 4.2348695325824842e-01 1.4983592204927259e+01 2.9785431010278414e+00 1.3953947057161917e+01 1 1 0
2052 1 1 3.8179402837384704e-03 1.4558915014551559e+01 5.8270451076636904e+00 1.7047790883729458e+01 0 1 0
12123 2 3 3.5225769288483155e-01 1.2962611728374249e+01 2.4756089272163666e+00 1.3192914008759537e+01 0 0 0
12124 2 3 4.2042337121445944e-01 1.2055588785487506e+01 2.0262251232120954e+00 1.4415200244821317e+01 0 0 0
2048 1 1 1.4056518369466089e-01 1.4508024875469419e+01 3.3010041977775995e+00 1.7189767659032565e+01 0 1 0
2050 1 1 -1.6578763720530708e-02 1.5216371748921899e+01 4.6075019062719083e+00 1.7355515075558525e+01 0 1 0
