Structures,chan_count,chan_mean_dim
MIXKUB_clean,0,-1.0
MIXPIU_clean,0,-1.0
MIXXOI_clean,0,-1.0
MIXYID_clean,2,2.0
MIXYOJ_clean,2,2.0
MIXZOK_clean,1,3.0
MIYGIL_clean,0,-1.0
MIYHAE_clean,0,-1.0
MIYWIB_clean,2,2.0
MIZJUB_clean,1,3.0
MIZKAI_clean,2,2.0
MIZKOW_clean,0,-1.0
MIZPUI_clean,1,3.0
MIZZOM_clean,2,2.0
MOBBAI_clean,2,2.0
MOBBIO_clean,1,3.0
MOBBOU_clean,0,-1.0
MOBFIT_clean,0,-1.0
MOCHES_clean,0,-1.0
MOCHIW_clean,0,-1.0
MOCHOC_clean,0,-1.0
MOCHUI_clean,0,-1.0
MOCJAQ_clean,0,-1.0
MOCJEU_clean,0,-1.0
MOCJIY_clean,0,-1.0
MOCKAR_clean,1,3.0
MOCKEV_clean,1,3.0
MODDEP_clean,0,-1.0
MODJOG_clean,1,3.0
MODMIB_clean,1,3.0
MODMOH_charged,0,-1.0
MODMUN_charged,0,-1.0
MODNAU_charged,2,2.0
MODNEY_charged,4,1.0
MODNIC_clean,1,3.0
MODNOI_clean,2,2.0
MODNOI_ion_b,2,2.0
MODNUO_clean,2,2.0
MODNUO_ion_b,2,2.0
MODPAW_charged,0,-1.0
MODPAW_clean,0,-1.0
MODPEA_charged,0,-1.0
MOF-1-Dybtsev-dmol,1,3.0
MOF-69c,2,1.0
MOF-70,2,1.0
MOFBIU_clean,2,1.0
MOFKUO_clean,1,1.0
MOFLAV_clean,0,-1.0
MOFPEE_clean,0,-1.0
MOFPUU_clean,0,-1.0
MOGMIE_clean,0,-1.0
MOGNAY_clean,1,3.0
MOGVAG_clean,0,-1.0
MOGXUB_clean,2,1.0
MOGYAI_clean,2,1.0
MOHSEJ_clean,0,-1.0
MOJJUR_clean,2,1.0
MOJNAC_clean,2,2.0
MOKVOZ_clean,1,3.0
MOLKAB_clean,4,1.0
MOLLII_clean,2,1.0
MOLQEL_clean,1,3.0
MOLRIP_clean,1,1.0
MOMJIJ_clean,0,-1.0
MOMRIR_clean,4,1.0
MOMSIS_clean,1,3.0
MONFAY_clean,0,-1.0
MONFEC_clean,0,-1.0
MONQIR_clean,0,-1.0
MONWET_clean,0,-1.0
MOPKEJ_clean,1,1.0
MOPQIT_clean,2,1.0
MOQNUB_clean,4,1.0
MOQSIV_clean,0,-1.0
MORFEG_clean,0,-1.0
MORZID_clean,2,1.0
MOSBIG_clean,2,1.0
MOSDUT_clean,2,1.0
MOSGIM_clean,0,-1.0
MOTKAI_clean,0,-1.0
MOTMAK_clean,1,1.0
MOTVOI_clean,2,1.0
MOVFOU_clean,0,-1.0
MOVGUB_clean,1,3.0
MOVHEM_clean,1,3.0
MOVKOZ_clean,1,3.0
MOWQIZ_clean,0,-1.0
MOXBOS_clean,2,1.0
MOXDIN01_clean,1,2.0
MOXDOT01_clean,1,3.0
MOXDOT_charged,2,1.0
MOXJOZ,0,-1.0
MOXKAN_clean,2,1.0
MOXNIY_clean,2,1.0
MOXNUJ_clean,2,1.0
MOXNUK_clean,2,1.0
MOXPAR_clean,4,1.0
MOXPEV_charged,1,2.0
MOXPIZ_charged,1,3.0
MOXPOF_charged,1,2.0
MOXPUL_clean,2,1.0
MOYMET_clean,2,1.0
MOYMUJ_clean,2,1.0
MOYNEU_clean,0,-1.0
MOYNIY_clean,2,1.0
MOYTUR_clean,2,1.0
MOYYEF_clean,1,3.0
MOYYIJ_clean,1,3.0
MOYZIK_clean,1,3.0
MOZFIR_clean,0,-1.0
MUBQIJ_clean,1,3.0
MUBZOA_auto,1,3.0
MUBZUG_auto,1,3.0
MUCLOM,0,-1.0
MUDKOM_clean,0,-1.0
MUDLIH_clean5b,0,-1.0
MUDLIH_clean,0,-1.0
MUDLIH_manual,0,-1.0
MUDLON_clean,1,2.0
MUDTAH_clean,1,3.0
MUDTEL_clean,1,3.0
MUFHUR_clean,0,-1.0
MUFJAZ01_clean,0,-1.0
MUFJAZ_clean,0,-1.0
MUFJED_clean,0,-1.0
MUFLAC_clean,0,-1.0
MUFXUI_clean,2,1.0
MUFYAP_clean,2,1.0
MUFZIY_clean,1,2.0
MUGFOK_clean,1,3.0
MUGHED_clean,2,1.0
MUGQAI_clean,2,1.0
MUGXIX_clean,2,2.0
MUHNAG_clean,1,1.0
MUHNUA_clean,1,1.0
MUHPAI_clean,2,1.0
MUHPOV_clean,0,-1.0
MUHQAI_clean,0,-1.0
MUJPUE_clean,2,1.0
MUJRIT_clean,2,1.0
MUKQUG_clean,1,3.0
MUKRAN_clean,1,3.0
MUKRIU_clean,0,-1.0
MULQOA_clean,1,3.0
MULSER_clean,2,1.0
MULXOH_clean,1,3.0
MULXUO_clean,2,2.0
MUMLOX_clean,2,1.0
MUMYAW_clean,3,1.0
MUNDAC_clean,1,3.0
MUNDEG_clean,1,3.0
MUNDOQ_clean,1,3.0
MUNLUE_clean,1,1.0
MUNNUF_clean,1,3.0
MUNPAN_clean,1,3.0
MUNPER_clean,1,3.0
MUPQAQ_clean,0,-1.0
MUPTAU_clean,2,1.0
MUPYIG_clean,0,-1.0
MUPYOM_clean,0,-1.0
MUPYUS_clean,0,-1.0
MUQSAU_clean,2,2.0
MURBEI_clean,1,3.0
MURCAD_clean,1,3.0
MURCIL_clean,1,1.0
MURCOR_clean,1,1.0
MURFIQ_clean,3,1.0
MURNIX_clean,0,-1.0
MURTUO_clean,2,1.0
MUSCAG_clean,4,1.0
MUSCIN_clean,1,3.0
MUSSIE_clean,1,1.0
MUTCEL_clean,2,1.0
MUTDEM_clean,1,3.0
MUTDIQ_clean,1,3.0
MUTNAQ_clean,0,-1.0
MUTVUT_clean,2,1.0
MUVGOA_clean,2,1.0
MUVGUG_clean,1,3.0
MUVHAN_clean,1,3.0
MUVHER_clean,1,3.0
MUVJAP_clean,2,1.0
MUVJIX_clean,2,1.0
MUVLUM_clean,1,2.0
MUVMOG_clean,1,3.0
MUVNAT_clean,1,3.0
MUVNEX_clean,1,3.0
MUVROM_clean,2,2.0
MUWQEB_clean,1,3.0
MUWRON_clean,1,3.0
MUXHIW01_clean,0,-1.0
MUXHUI01_clean,0,-1.0
MUXHUI02_clean,0,-1.0
MUXJAQ01_clean,0,-1.0
MUXJAQ02_clean,0,-1.0
MUZGAQ_clean,2,1.0
MUZHUL_charged,1,3.0
MUZHUL_clean,1,3.0
MUZRIJ_clean,0,-1.0
MUZVUA_clean,1,2.0
NABCEA_charged,2,1.0
NABCIE_clean,0,-1.0
NABMUA01_clean,1,1.0
NABMUA_clean,1,1.0
NABNUA_clean,0,-1.0
NABSEP_clean,0,-1.0
NACVUI_clean,2,1.0
NACYAU_clean,1,3.0
NACYOG_clean,2,1.0
NACYUM_clean,2,1.0
NACZUP01_clean,1,3.0
NACZUP03_clean,1,3.0
NACZUP_clean,1,3.0
NADKAG_clean,0,-1.0
NADKEK_clean,1,1.0
NADNEM_clean,1,3.0
NADZEZ_clean,2,1.0
NADZID_clean,2,1.0
NAFGOR_clean,0,-1.0
NAFRUI_clean,0,-1.0
NAFSOF_clean,1,3.0
NAGBUU_clean,4,1.0
NAGQET_clean,1,1.0
NAGQOD_clean,3,1.0
NAHDIM_clean,0,-1.0
NAHFIO_clean,2,1.0
NAHFOU_clean,0,-1.0
NAHGUB_clean,0,-1.0
NAHHAI_clean,1,1.0
NAHHOW_clean,1,3.0
NAJGAH_clean,0,-1.0
NAJMIV_charged,2,1.0
NAJQUN_clean,2,1.0
NAJSUP_clean,1,3.0
NAJTAW_clean,1,3.0
NAJTEA_clean,1,3.0
NAJZII_charged,1,3.0
NAKLIW_clean,2,2.0
NAKNUK_clean,0,-1.0
NALWOO_clean,2,1.0
NALYEG_clean,1,1.0
NAMDUD_clean,1,3.0
NAMZIL_clean,2,1.0
NANMAS_charged,0,-1.0
NANMEW_clean,0,-1.0
NANNAU_clean,0,-1.0
NANNEY_clean,0,-1.0
NANPUN_clean,1,3.0
NANTII_clean,1,3.0
NANYUX01_charged,0,-1.0
NANYUX02_charged,0,-1.0
NANYUX03_clean,2,1.0
NANYUX_charged,2,1.0
NANZOS_clean,2,1.0
NAPFOA01_clean,1,3.0
NAPFOA_clean,1,3.0
NAPFUG_clean,0,-1.0
NAPZOV_clean,2,1.0
NAPZUB_clean,0,-1.0
NAQLAT_clean,2,1.0
NAQQED_clean,1,3.0
NAQQIH_clean,1,3.0
NAQQON_clean,1,3.0
NAQQUT_clean,1,3.0
NAQRAA_clean,1,3.0
NAQREE_clean,1,3.0
NARHAR_charged,0,-1.0
NARHEV_charged,0,-1.0
NARMUR_clean,2,1.0
NARNAY_clean,2,1.0
NARNEC_clean,2,1.0
NARNIG_clean,2,1.0
NARNOM_clean,2,1.0
NARNUS_clean,2,1.0
NARPAA_clean,2,1.0
NARPEE_clean,2,1.0
NARPOO_clean,2,1.0
NARPUU_clean,2,1.0
NARTIL_clean,1,1.0
NARTUX_clean,0,-1.0
NARVUA_clean,2,1.0
NASCIV_clean,0,-1.0
NASDIW_clean,1,1.0
NASHAS_clean,0,-1.0
NASMEB_clean,0,-1.0
NASMIF_clean,0,-1.0
NASREH_clean,1,3.0
NASRIL_clean,1,3.0
NASROR_clean,1,3.0
NATFAS_clean,1,3.0
NATHOH_ion_b,1,3.0
NATHOI_clean,1,3.0
NATHUO_clean,2,2.0
NATKOL_clean,1,3.0
NATNIG_charged,0,-1.0
NATNOM_charged,0,-1.0
NATXIR_clean,0,-1.0
NATXOW_clean,2,1.0
NATXUC_clean,0,-1.0
NAVCAO_clean,0,-1.0
NAVFUM_clean,0,-1.0
NAVJAW01_clean,1,1.0
NAVJAW_clean,1,1.0
NAVLIG_clean,4,1.0
NAWDUN_clean,1,3.0
NAWHOL_clean,0,-1.0
NAWKII_clean,1,3.0
NAWWOA_clean,0,-1.0
NAWWUG_clean,2,1.0
NAWXER_clean,1,3.0
NAXKOO01_clean_h,0,-1.0
NAXKOO01_SL,0,-1.0
NAXKOO02_clean,0,-1.0
NAXKOO_clean,2,1.0
NAXLEF_clean,0,-1.0
NAXLEF_clean_h,0,-1.0
NAXLII_clean,1,1.0
NAXVOY01_clean,2,1.0
NAXVOY02_clean,2,1.0
NAXVOY03_clean,2,1.0
NAYGUR_clean,2,1.0
NAYGUR_neutral,2,1.0
NAYHAY_clean,1,3.0
NAYKAB_charged,1,3.0
NAYMOQ_clean,1,1.0
NAYNIK_clean,2,1.0
NAYPIM_clean,1,1.0
NAYXOC_clean,2,2.0
NAYZOE_clean,1,3.0
NAYZUK_clean,4,1.0
NAYZUK_SL,2,1.0
NAZBAT_clean,1,3.0
NAZZEV_clean,2,1.0
nchem.2258-s3_clean,1,3.0
ncomms11831_ncomms11831-s2_clean,2,1.0
ncomms11831_ncomms11831-s3_clean,2,1.0
ncomms7350-s2_clean,1,1.0
NDAIAH_clean,2,1.0
NEBNOZ_clean,1,2.0
NEBYOK_clean,2,1.0
NECZAY_clean,0,-1.0
NEDJAJ_clean,0,-1.0
NEDLOZ_clean,2,1.0
NEDMEP_clean,0,-1.0
NEDVOJ_charged,1,3.0
NEDVUP_clean,1,2.0
NEDWAW_clean,1,3.0
NEDWEA_clean,1,3.0
NEDWIE_clean,1,3.0
NEDXOL_clean,2,1.0
NEFTOJ,1,3.0
NEFTUP_clean,0,-1.0
NEFZOO_clean,1,3.0
NEGGOX_clean,1,2.0
NEGMUI_clean,1,2.0
NEGZUW_clean,1,3.0
NEHGEO_clean,1,3.0
NEHGIS_clean,1,3.0
NEHMET_clean,2,2.0
NEHMUJ_clean,0,-1.0
NEHNEV01_clean,1,1.0
NEHNEV_clean,1,3.0
NEHZIK_clean,1,3.0
NEJRUR_clean,1,2.0
NEJSAY_clean,2,2.0
NEJSEC_clean,2,1.5
NEJSIG_clean,0,-1.0
NEJSOM_clean,1,3.0
NEJYUY_clean,2,1.0
NEKBEL_clean,2,1.0
NEKMUN_clean,2,1.0
NEKREB_clean,1,3.0
NELVAC_clean,2,1.0
NELVEG_clean,2,1.0
NELWIL_clean,0,-1.0
NENFAN_clean,2,1.0
NENHAQ_clean,1,3.0
NENHEU_clean,1,3.0
NEPWIQ_clean,2,1.0
NERMON_clean,1,1.0
NERNON_charged,2,1.0
NERSUA_clean,1,2.0
NERTAH_clean,4,1.0
NERVEL_clean,0,-1.0
NERVIP01_clean,0,-1.0
NERVIP_clean,0,-1.0
NERVOV_clean,0,-1.0
NESSOV_clean,1,2.0
NESTAI_clean,2,1.0
NESVAK_charged,1,3.0
NESVEO_charged,1,3.0
NETFAU_clean,2,1.0
NETFEY_clean,2,1.0
NETHOJ_clean_h,2,2.0
NETRIN_clean,0,-1.0
NETYIV01_clean,1,3.0
NETYIV_clean,1,3.0
NEVGIE,0,-1.0
NEVJEF_clean,1,2.0
NEVJOP_clean,0,-1.0
NEVPOU_clean,2,1.0
NEVPUA,2,1.0
NEVPUA_charged,2,1.0
NEVQAH,2,1.0
NEVQAH_charged,2,1.0
NEVVAM01_clean,2,1.0
NEVVAM02_clean,1,1.0
NEVVAM_clean,1,1.0
NEVVEQ_clean,1,1.0
NEVVIU_clean,1,1.0
NEXDOK_charged,2,3.0
NEXVET_clean,1,3.0
NEXVUI_clean,2,1.0
NEXXEV_clean,2,1.0
NEXXIZ_clean,2,1.0
NEYBEZ_clean,1,1.0
NEYJIM_clean,0,-1.0
NEYYIZ_clean,0,-1.0
NEYYUN_clean,1,3.0
NEYZAU_clean,1,3.0
NEZBOK_clean,0,-1.0
NEZWOG01_clean,1,1.0
NEZWOG_clean,2,1.0
NHBZZN10_clean_h,0,-1.0
NIBBOR_clean,0,-1.0
NIBXUT_clean,2,1.0
NICCAE_clean,0,-1.0
NICJOA_clean,1,1.0
NICJUG_clean,1,1.0
NICZAA01_charged,0,-1.0
NICZAA01_clean,0,-1.0
NICZAA_clean,0,-1.0
Ni-DOBDC,1,1.0
NIFTIH_clean,1,3.0
NIFYOS_charged,0,-1.0
NIFYUY_charged,0,-1.0
NIFZAF_charged,0,-1.0
NIFZEJ_charged,0,-1.0
NIFZIN_charged,0,-1.0
NIFZOT_charged,0,-1.0
NIFZUZ_clean,0,-1.0
NIGBOW_clean,1,1.0
NIGDEO_clean,1,3.0
NIGDIS_clean,1,3.0
NIGFIT_clean,1,3.0
NIGFOZ_clean,1,3.0
NIGFUF_clean,1,3.0
NIGGAM_clean,1,3.0
NIGGEQ_clean,1,3.0
NIGGIU_clean,1,3.0
NIGHOA_charged,0,-1.0
NIGLUK_clean,0,-1.0
NIGNUO_clean,1,3.0
NIGPEA_clean,1,3.0
NIHBAI01_clean,2,1.0
NIHBAI02_clean,2,1.0
NIHBAI_clean,2,1.0
NIHBEM01_clean,2,1.0
NIHBEM02_clean,2,1.0
NIHBEM_clean,2,1.0
NIHBIQ01_clean,2,1.0
NIHBIQ02_clean,2,1.0
NIHBIQ_clean,2,1.0
NIHVUX_clean,1,1.0
NIJSAC_clean,2,1.0
NIJTOR_clean,1,1.0
NIJZIP01_clean,1,1.0
NIJZIP_clean,1,1.0
NIJZOV_clean,1,1.0
NIKCOB_clean,0,-1.0
NIKDAM_clean,1,1.0
NIKDEQ_clean,0,-1.0
NIKDIU_clean,0,-1.0
NIKHAS_clean,4,1.0
NIKJIB_clean,4,1.0
NIKJOH_clean,0,-1.0
NIKJUN_clean,0,-1.0
NIKKAU_clean,0,-1.0
NIKKIC_clean,4,1.0
NIKYOW01_clean,2,1.0
NIKYOW02_clean,2,1.0
NIKYOW_clean,2,1.0
NIKYUC01_clean,2,1.0
NIKYUC02_clean,2,1.0
NIKYUC_clean,2,1.0
NIKZAJ01_clean,2,1.0
NIKZAJ02_clean,2,1.0
NIKZAJ_clean,2,1.0
NIKZEN01_clean,2,1.0
NIKZEN02_clean,2,1.0
NIKZEN_clean,2,1.0
NIMPEG01_clean,1,3.0
NIMPEG_clean,1,3.0
NIMPOQ_clean,1,3.0
NIMQAC_clean,2,1.0
NIMQAD_clean,1,3.0
NIMTAE_clean,1,3.0
NIMTEJ_clean,0,-1.0
NIMVEL_clean,0,-1.0
NIMVIP_clean,0,-1.0
NIMWUD_clean,0,-1.0
NIMXAK_clean,1,3.0
NIMXIS_clean,1,3.0
NINHOH_clean,1,3.0
NINVAI_clean,1,3.0
NIRDAT_clean,0,-1.0
NIRDEX_clean,0,-1.0
NIRDOI_clean,0,-1.0
NIRFIE_clean,2,1.0
NIRGAY_clean,1,3.0
NIRKAB_clean,1,3.0
NIRMUW01_clean,0,-1.0
NIRMUW_clean,0,-1.0
NIRNAD_clean,1,1.0
NISBEX_clean,0,-1.0
NISCOJ_clean,0,-1.0
NISPEL_charged,2,1.0
NISPOV_clean,0,-1.0
NITADY_clean,0,-1.0
NIVNOW_clean,0,-1.0
NIVNUC_clean,0,-1.0
NIVWIY_clean,0,-1.0
NIVZOJ_clean,1,2.0
NIWPIU_clean,0,-1.0
NIWZIE09_clean,0,-1.0
NIWZIE10_clean,0,-1.0
NIWZIE11_clean,0,-1.0
NIWZIE12_clean,0,-1.0
NIWZIE13_clean,0,-1.0
NIWZIE14_clean,0,-1.0
NIWZIE15_clean,0,-1.0
NIWZIE16_clean,0,-1.0
NIWZIE17_clean,0,-1.0
NIWZIE18_clean,0,-1.0
NIXFUX_clean,1,3.0
NIXGIM_clean,1,2.0
NIXKIQ_clean,1,3.0
NIXPOA_clean,0,-1.0
NIYJAI_clean,2,1.0
NIYZIG_clean,1,3.0
NIZNAN_clean,1,2.0
NIZZAY_clean,2,2.0
NIZZEC_clean,2,2.0
NIZZIG_clean,2,2.0
NIZZOM_clean,2,2.0
NOBVOR_clean,1,2.0
NOBWEI_clean,1,3.0
NOCKOG_clean,2,1.0
NOCKUM_clean,1,1.0
NOCLOH01_clean,1,1.0
NOCLOH02_clean,1,1.0
NOCLOH03_clean,1,1.0
NOCLOH_clean,1,1.0
NOCLUN_clean,2,1.0
NOCYUB_clean,1,1.0
NOCZAI_clean,1,1.0
NODKAT_clean,2,1.0
NODKEX_clean,1,3.0
NODKIB_clean,4,1.0
NODKOH_clean,4,2.0
NODKUN_clean,1,3.0
NOFDUI_clean,2,1.0
NOFHOG_clean,1,3.0
NOFHUM_clean,2,2.0
NOFPUT_clean,0,-1.0
NOFQII_clean,2,2.0
NOFQIK_clean,2,1.0
NOFQOQ_clean,2,1.0
NOFRAC_clean,1,2.0
NOFRIK_clean,2,1.0
NOGDAP_clean,1,3.0
NOHFOG_clean,2,1.0
NOHHID_clean,0,-1.0
NOHKIG_clean,2,1.0
NOHKOM_clean,2,1.0
NOHKUS_clean,2,1.0
NOHLAZ_clean,2,1.0
NOHLED_clean,0,-1.0
NOHSIM01_clean,1,3.0
NOHSIM_clean,1,3.0
NOHSUA_clean,1,3.0
NOJBOF_clean,0,-1.0
NOJMOP_clean,0,-1.0
NOKJON_clean,1,2.0
NOKLIJ_clean,1,1.0
NOKPEJ_clean,1,1.0
NOLQUA_clean,0,-1.0
NOLRIR_clean,0,-1.0
NOMKUX_clean,0,-1.0
NOMPOW_clean,1,3.0
NOMQAJ01_clean,2,1.0
NOPJOT_clean,1,3.0
NOPJUZ01_clean,0,-1.0
NOPJUZ_clean,0,-1.0
NOQGIL_clean,0,-1.0
NOQKOV_clean,1,2.0
NOQKUB_clean,1,2.0
NOQLOV01_charged,0,-1.0
NOQLOV_charged,0,-1.0
NOQLOV_clean,0,-1.0
NOQNOY_clean,0,-1.0
NOQPAM_clean,0,-1.0
NORBUT_clean,3,1.0
NORGOS_clean,1,1.0
NORJEL_clean,1,1.0
NORPIV_clean,2,2.0
NOSHEK_clean,1,2.0
NOSHIO_clean,1,2.0
NOSJIQ_charged,1,1.0
NOSTUM01_clean,2,1.0
NOSTUM_clean,2,1.0
NOWGIR_clean,2,1.0
NOZZOT_charged,0,-1.0
NUBBAP_clean,1,3.0
NUBPIL_clean,1,3.0
NUCCEV_clean,1,3.0
NUCPEI_clean,1,3.0
NUCPIM_clean,1,3.0
NUCREJ_clean,0,-1.0
NUCYAN_clean,2,1.0
NUCYER_clean,2,1.0
NUCYIV_clean,2,1.0
NUDLAA_clean,2,1.0
NUDLAB_clean,2,1.0
NUDLEF_clean,4,1.0
NUDLIJ_clean,2,1.0
NUDMAC_clean,2,1.0
NUDMEG_clean,2,1.0
NUDMOQ_clean,2,1.0
NUDMUW_clean,2,1.0
NUDNEH_clean,2,1.0
NUFBEX_clean,1,2.0
NUFBOH_clean,4,1.0
NUFBUN_clean,1,3.0
NUFCAU_clean,1,3.0
NUFTOY_charged,4,1.0
NUGRIR_clean,1,3.0
NUGROX_clean,1,3.0
NUHNUA_clean,4,2.0
NUHPAI_clean,2,2.0
NUHQAK_clean,2,1.0
NUHQIS_clean,1,2.0
NUHQOY_clean,1,2.0
NUHQUE_clean,1,2.0
NUHRAL_clean,1,2.0
NUHZAS_clean,2,1.0
NUJCEA_clean,2,1.0
NUJCIE_clean,2,1.0
NULMAJ_clean,1,3.0
NUMPAO_clean,1,3.0
NUNCEG_clean,1,3.0
NUNNUH_clean,1,3.0
NUNPAP_clean,1,3.0
NUNSIA_clean,8,1.0
NUNSOG_clean,8,1.0
NUNTOH_clean,0,-1.0
NUNWIE_clean,0,-1.0
NUNZUT_clean,2,1.0
NURMUJ_clean,2,1.0
NUSSEA_clean,0,-1.0
NUTQAV_clean,1,3.0
NUTQEZ_clean,1,3.0
NUTYOS_clean,2,1.0
NUVBIQ_clean,1,1.0
NUVWEH_clean,1,3.0
NUVWIL_clean,1,1.0
NUVXOT_clean,1,3.0
NUVYIN_clean,0,-1.0
NUVYOT_clean,2,1.0
NUWBOX_clean,1,3.0
NUWPOM_clean,3,1.0
NUXMAU_clean,0,-1.0
NUXWAG_clean,1,2.0
NUYNAY_clean,1,2.0
NUYNEC_clean,1,3.0
NUYQUU_clean,2,1.0
NUYWEK_clean,0,-1.0
NUYWOU_clean,0,-1.0
NUZCIV_clean,3,1.0
NUZSAD_clean,0,-1.0
OBAFEF_clean,4,1.0
OBAFIJ_clean,4,1.0
OBAFOP_clean,4,1.0
OBAHIL_clean,1,3.0
OBAHOR_clean,1,3.0
OBAHUX_clean,1,3.0
OBAJAF_clean,1,3.0
OBEDAA_charged,2,1.0
OBEDEE_clean,1,3.0
OBENAL01_clean,0,-1.0
OBENAL02_clean,0,-1.0
OBENAL_clean,0,-1.0
OBENUF_clean,0,-1.0
OBEPER_clean,0,-1.0
OBIBAF_clean,6,1.0
OBIBEJ_clean,1,3.0
OBIBOT_clean,3,1.0
OBODEQ_clean,1,3.0
OBOGUK_clean,1,3.0
OBONUO_charged,1,3.0
OBUBIW_clean,1,1.0
OBUBOC_clean5b,1,1.0
OBUBOC_manual,1,1.0
OBUFEX_clean,1,3.0
OBUFIB_clean,2,1.0
OBUFIB_SL,2,1.0
OBUREL_clean,0,-1.0
OCACUR_clean,1,3.0
OCAQOY_clean,1,1.0
OCAWAT_clean,2,2.0
OCEGIP_clean,1,1.0
OCEGOV_clean,0,-1.0
OCIHIS_clean,2,1.0
OCILEU_clean,0,-1.0
OCILIY_clean,2,1.0
OCIMAR_clean,1,2.0
OCIMEV_clean,1,2.0
OCIMIZ_clean,1,1.0
OCIMOF_clean,1,2.0
OCIMUL_clean,1,2.0
OCINAS_clean,1,1.0
OCINIA_clean,2,1.0
OCIVIH_clean,0,-1.0
OCIYUW_charged,1,1.0
OCIZAD_clean,2,1.0
OCIZIL,2,1.0
OCOKUP_clean,1,1.0
OCUGEZ01_clean,1,1.0
OCUGEZ_clean,1,1.0
OCUMIL_clean,1,3.0
OCUMOR_clean,1,3.0
OCUMUX_clean,1,3.0
OCUNAE_clean,1,3.0
OCUPOS_clean,1,1.0
OCUPUY_clean,1,1.0
OCUQIN_clean,0,-1.0
OCUQOT_clean,0,-1.0
OCUQUZ_clean,0,-1.0
OCURAG_clean,0,-1.0
OCUREK_clean,2,1.0
OCURIO_clean,0,-1.0
OCUSIP_clean,2,1.0
OCUSOV_clean,0,-1.0
OCUSUB_clean,0,-1.0
OCUTAI_clean,1,3.0
OCUTEM_clean,0,-1.0
ODAHIK_charged,2,1.0
ODAJAG_clean,0,-1.0
ODEKAL_clean,0,-1.0
ODELOZ_clean,0,-1.0
ODERIZ_clean,1,3.0
ODEZAB_clean,1,3.0
ODIMAQ_clean,1,1.0
ODIVUU_clean,2,1.0
ODIXAC_charged,0,-1.0
ODIXEG_clean,1,3.0
ODIXIK_clean,1,2.0
ODODES_clean,1,3.0
ODODIW_clean,1,3.0
ODODOC_clean,1,2.0
ODOMIF_clean,1,2.0
ODONEB_clean,0,-1.0
ODONIF_clean,0,-1.0
ODOXEK_clean,1,1.0
ODUNEH_clean,1,2.0
OFAMUF_clean,1,1.0
OFAPIW_clean,1,2.0
OFAWAV_clean,1,3.0
OFAWEZ_clean,1,3.0
OFEHAK_clean,1,3.0
OFEHEO_clean,0,-1.0
OFEREX_clean,1,1.0
OFERUN02_clean_h,0,-1.0
OFERUN03_clean,0,-1.0
OFERUN04,0,-1.0
OFERUN06_clean,0,-1.0
OFERUN_clean,0,-1.0
OFESAU_clean,1,1.0
OFESEY_clean,1,1.0
OFESIC_clean,1,1.0
OFEZEF_clean,0,-1.0
OFEZIJ_clean,0,-1.0
OFIWIK_charged,0,-1.0
OFIWOQ_charged,0,-1.0
OFOCUI_clean,1,3.0
OFODAP_clean,1,3.0
OFODET_clean,2,1.0
OFORUX_clean,1,1.0
OFUCAV_clean,2,1.0
OFUCEZ_clean,1,2.0
OFUDUQ_clean,0,-1.0
OFUFUR_clean,0,-1.0
OFUSAL_clean,0,-1.0
OFUSEP_clean,0,-1.0
OFUYUL_clean,1,3.0
OFUYUL_SL,1,3.0
OGAGAF_clean,2,1.0
OGAGEJ_clean,2,1.0
OGAGIN_clean,2,1.0
OGAQES_clean,0,-1.0
OGAXUR_clean,2,1.0
OGEBAF01_clean,1,3.0
OGEBAF_clean,1,3.0
OGECOU_clean,2,1.0
OGESOJ_clean,4,1.0
OGIBOV_clean,2,1.0
OGIBUD_clean,1,2.0
OGIJIY_clean,0,-1.0
OGIKAR_clean,1,3.0
OGIYAF_clean,0,-1.0
OGIYOT_charged,1,3.0
OGIYUZ_charged,1,3.0
OGIYUZ_clean,1,3.0
OGOJAX_clean,1,3.0
OGOJOJ_charged,2,1.0
OGOWAJ_clean,1,3.0
OGUJIL_clean,2,1.0
OGUPIQ_clean,1,1.0
OGURAK_charged,1,2.0
OGUZIA_clean,1,1.0
OHAKEO_clean,4,1.0
OHAKIS_clean,4,1.0
OHAQEU_clean,1,1.0
OHATAT_clean,0,-1.0
OHAZAZ_clean,0,-1.0
OHEGAJ_clean,0,-1.0
OHEMIX_clean,2,1.0
OHIHET_clean,2,1.0
OHIHOD_clean,0,-1.0
OHIHUJ_clean,0,-1.0
OHOFEW_clean,1,1.0
OHOFIA_clean,1,1.0
OHOLIH_clean,1,3.0
OHOMIH_clean,2,1.0
OJAKOA_clean,0,-1.0
OJAKUG_clean,0,-1.0
OJICEQ_charged,1,1.0
OJICUG_clean,1,3.0
OJIDAN_clean,1,3.0
OJIFAP_clean,4,1.0
OJIWAG_clean,1,3.0
OJIWEK_clean,1,2.0
OJIWIO_clean,2,1.0
OJONOQ_clean,3,1.0
OJORUC_clean,1,3.0
OJOSEN_clean,1,3.0
OJOSIR_clean,1,3.0
OJOZOE_clean,0,-1.0
OJUNIS_clean,4,1.0
OJUPEQ_clean,2,2.0
OJUPIU_clean,3,2.0
OKABAE_clean,1,3.0
OKABEI_clean,1,3.0
OKAYAC_clean,2,1.0
OKAYEG_clean,2,1.0
OKAYIK_clean,2,1.0
OKAYOQ_clean,2,1.0
OKAYUW_clean,2,1.0
OKAZAD_clean,2,1.0
OKECIQ01_clean,0,-1.0
