Structures,chan_count,chan_mean_dim
FIJDIM02_clean,1,1.0
FIJDIM03_clean,1,1.0
FIJDIM04_clean,1,1.0
FIJDIM05_clean,1,1.0
FIJDIM06_clean,1,1.0
FIJDIM07_clean,1,1.0
FIJDIM08_clean,1,1.0
FIJDIM09_clean,1,1.0
FIJDIM10_clean,1,1.0
FIJDIM11_clean,1,1.0
FIJDIM12_clean,1,1.0
FIJDIM_clean,1,1.0
FIJDOS_clean,1,1.0
FIJDUY_clean,1,3.0
FIJFEK_clean5b,1,1.0
FIJFEK_manual,1,1.0
FIJFIO_clean,2,1.0
FIJFOU_clean,1,1.0
FIJFUA_clean,1,1.0
FIJGEK_clean,4,1.0
FIJXUR_clean,1,1.0
FIJYED_clean,2,1.0
FIJZEE_clean,2,1.0
FIKQIB_clean,0,-1.0
FIKTOK_clean,0,-1.0
FILYAC_clean,2,2.0
FILYEG_clean,1,3.0
FIMNIA_clean,1,1.0
FIMXUW_clean,1,1.0
FIMYUX_clean,1,3.0
FIMZAE_clean,1,3.0
FINQOK_clean,1,1.0
FINQUQ_clean,1,1.0
FIPJAR_clean,2,1.0
FIPJEV_clean,4,1.0
FIPKOG01_clean,1,3.0
FIPKOG_clean,1,3.0
FIPKUM_clean,1,2.0
FIPWOS_clean,1,1.0
FIPWUY_clean,1,1.0
FIPXAF_clean,1,1.0
FIPXEJ_clean,1,1.0
FIQCEN_clean,1,3.0
FIQKIB_clean,2,1.0
FIQYOU_clean,2,1.0
FIQYUA_clean,2,1.0
FIQZAH_clean,2,1.0
FIQZEM_clean,0,-1.0
FIRMUQ_clean,1,3.0
FIRNAX01_clean,1,3.0
FIRNAX_clean,1,3.0
FIRNIF_clean,1,3.0
FIRNOL_clean,1,3.0
FIRNUR_clean,1,3.0
FIRPAZ_clean,1,3.0
FIRVEH_clean,2,1.0
FIRZOX_clean,1,1.0
FISGOF_clean,1,3.0
FISXEM_clean,1,1.0
FITHAS_charged,2,1.0
FITHIA_clean,4,1.0
FITJAU_clean,0,-1.0
FITJEY_clean,0,-1.0
FIVNAZ_clean,1,1.0
FIVQIL_clean,0,-1.0
FIVQOR_clean,1,2.0
FIVYEP01_clean,1,2.0
FIVYEP_clean,1,2.0
FIVYUF_clean,0,-1.0
FIWJIG_clean,0,-1.0
FIYDOH_clean,1,1.0
FIZPOV_clean,1,3.0
FOBNAN_clean,1,3.0
FOCREW_clean,0,-1.0
FOCZAA_clean,2,1.0
FOCZEE_clean,1,1.0
FODCEI_clean,0,-1.0
FODYUT_clean,0,-1.0
FODZUU_clean,0,-1.0
FOFCIO_clean,1,1.0
FOFCOU_clean,2,1.0
FOFDAH_clean,0,-1.0
FOFHAK_clean,1,2.0
FOFHEO_clean,2,1.0
FOFHUE_clean,0,-1.0
FOFMOE_clean,2,1.0
FOFTIF_clean,1,3.0
FOFTOL_clean,1,3.0
FOFTUR_clean,1,3.0
FOGFAK_clean,0,-1.0
FOHCAH_clean,0,-1.0
FOHCIP_clean,2,1.0
FOHQUO_clean,2,1.0
FOHRUR_clean,0,-1.0
FOHSAW01_clean,0,-1.0
FOJKIA_clean,2,1.0
FOJLOH_clean,1,3.0
FOJPEB_clean,0,-1.0
FOJVUX_clean,0,-1.0
FOKGET_clean,2,1.0
FOKWIN_clean,4,1.0
FOKYEL_clean,1,1.0
FOKYIP_clean,1,3.0
FOKYUB_clean,0,-1.0
FOKZIQ_clean,0,-1.0
FOLLEZ_clean,2,1.0
FOMWOV_clean,1,3.0
FONKEA_clean,4,1.0
FONPUV_clean,4,1.0
FONQIJ_clean,1,1.0
FOPBAP_clean,2,1.0
FOPTOU_clean,2,1.0
FOQNIK_clean,2,1.0
FOQNOQ01_clean,2,1.0
FOQNOQ02_clean,2,1.0
FOQNOQ_clean,2,1.0
FOQNUW01_clean,2,1.0
FOQNUW02_clean,2,1.0
FOQNUW_clean,2,1.0
FOQPAE01_clean,2,1.0
FOQPAE02_clean,2,1.0
FOQPAE_clean,2,1.0
FOQSUA_charged,0,-1.0
FOQTAH_clean,0,-1.0
FOQTEL_clean,0,-1.0
FORKUU_clean,1,3.0
FORPIM_clean,1,3.0
FORPOS_clean,1,3.0
FORPUY_clean,2,1.0
FORQAF_clean,1,3.0
FORQEJ_clean,1,3.0
FORQIN_clean,1,3.0
FORTIR_clean,1,3.0
FORWAL_charged,1,3.0
FORWAL_clean,1,3.0
FOVPEN_clean,0,-1.0
FOVPOX_clean,4,1.0
FOVPUD_clean,0,-1.0
FOWTOC_clean,1,3.0
FOXHUX_clean,1,3.0
FOXKIO_clean,0,-1.0
FOXNIQ_clean,1,1.0
FOXPUE_clean,0,-1.0
FOXQIT_charged,0,-1.0
FUBDAI_clean,2,2.0
FUBDEM_clean,2,2.0
FUBDIQ_clean,2,2.0
FUBNOH_clean,2,1.0
FUDGES_clean,1,3.0
FUDHAP_clean,1,3.0
FUDHET_clean,1,3.0
FUDQIF_clean,1,1.0
FUFQUT_clean,0,-1.0
FUFREE_clean,0,-1.0
FUFTUX_clean,0,-1.0
FUHJOJ_clean,2,1.0
FUHMOM_clean,2,1.0
FUHNED_clean,1,2.0
FUHNIH_clean,2,2.0
FUJKUS_clean,0,-1.0
FULQOT_clean,2,1.0
FULQUZ_clean,2,1.0
FUMHEC_clean,0,-1.0
FUMHOL_clean,1,1.0
FUMJAA_clean,1,3.0
FUNBAS_clean,1,2.0
FUNBEW_clean,1,3.0
FUNBIA_clean,1,1.0
FUNBOG_clean,1,3.0
FUNCAT_clean,1,2.0
FUNCEX_clean,1,3.0
FUNFOL_clean,1,2.0
FUNGAY_clean,2,1.0
FUNLAD_clean,2,1.0
FUNQEM_clean,0,-1.0
FUQJUX_clean,2,3.0
FURFIJ01_clean,2,1.0
FURFIJ_clean,2,1.0
FURFOP_clean,1,1.0
FURQOZ01_ion_b,3,1.0
FURQOZ_ion_b,1,1.0
FURQUF_ion_b,3,1.0
FURRAM_clean,3,1.0
FURREQ_clean,3,1.0
FURRIU_clean,3,1.0
FURROA_clean,3,1.0
FURRUG01_ion_b,3,1.0
FURRUG_ion_b,3,1.0
FURSAN_ion_b,3,1.0
FURSES_clean,1,1.0
FUSGOR_clean,1,1.0
FUSMEM_clean,3,1.0
FUSMIQ_clean,3,1.0
FUSMOW_clean,3,1.0
FUSMUC_clean,3,1.0
FUSNAJ_clean,3,1.0
FUSNEN_clean,3,1.0
FUSNIR_clean,3,1.0
FUSQUH_clean,2,2.0
FUSWIA_clean,1,3.0
FUSYUO_clean,1,1.0
FUTCAZ_clean,1,3.0
FUTDII_clean,1,1.0
FUTJOV_clean,0,-1.0
FUTKEL_clean5b,1,2.0
FUTKEL_manual,1,2.0
FUTTIZ_clean,1,3.0
FUTYEA_clean,1,3.0
FUTYOK_clean,1,3.0
FUTYUQ_clean,1,3.0
FUTZAX_clean,1,3.0
FUTZEB_clean,2,1.0
FUTZIF_clean,1,3.0
FUTZOK_clean,2,2.0
FUTZOL_clean,1,3.0
FUVBAB_clean,1,3.0
FUVBOP_clean,2,2.0
FUVDEH01_clean,2,1.0
FUVDEH02_clean,2,1.0
FUVDEH03_clean,2,1.0
FUVDEH04_clean,2,1.0
FUVDEH05_clean,2,1.0
FUVDEH06_clean,2,1.0
FUVDEH07_clean,2,1.0
FUVDEH08_clean,2,1.0
FUVDEH09_clean,2,1.0
FUVDEH10_clean,2,1.0
FUVDEH11_clean,2,1.0
FUVDEH12_clean,2,1.0
FUVDEH13_clean,2,1.0
FUVDEH_clean,2,1.0
FUVFUZ_clean,2,1.0
FUVGAG01_clean,2,1.0
FUVGAG02_clean,2,1.0
FUVGAG_clean,2,1.0
FUWFIO_clean,2,2.0
FUWFOU_clean,0,-1.0
FUWFUA_clean,4,1.5
FUWQIZ_clean,1,3.0
FUWXOL_clean,2,1.0
FUWXOL_SL,2,1.0
FUWYAY_clean,2,1.0
FUXCOS_clean,8,1.0
FUXXIH_clean,2,1.0
FUYCAE_clean,2,2.0
FUYCAF_clean,0,-1.0
FUYCEJ_clean,1,3.0
FUYCIN_clean,1,3.0
FUYCUZ_clean,1,3.0
FUYKER_clean,2,1.0
FUYYAA_clean,0,-1.0
FUYZAB_ion_b,2,1.0
FUZKAN_clean,0,-1.0
FUZPUN_clean,8,1.0
GABGOI_clean,0,-1.0
GABYUG_clean,1,3.0
GACBIY_clean,1,3.0
GACBOE_clean,1,3.0
GACPUX_clean,1,3.0
GACQAE_clean,1,3.0
GACVIS_clean,1,3.0
GACYER_clean,1,3.0
GADDOH_clean,1,1.0
GADFAV_clean,2,1.0
GADHIF_clean,0,-1.0
GADMAA01_clean,1,1.0
GADMAA_clean,1,1.0
GADRAH_clean,1,3.0
GAFBEX_clean,0,-1.0
GAFGEC_clean,1,3.0
GAFROX_clean,1,3.0
GAFRUD_clean,1,3.0
GAGQAI_clean,1,3.0
GAGSUF_clean,1,1.0
GAGTAM_clean,2,1.0
GAGTEQ_clean,2,1.0
GAGXAP_clean,0,-1.0
GAHSEQ_clean,2,1.0
GAHXUL_clean,1,2.0
GAJTOC_clean,0,-1.0
GAJTUI_clean,0,-1.0
GAJVAQ_clean,0,-1.0
GAJVEU_charged,1,2.0
GAJVIY_charged,1,3.0
GAJYUN_clean,2,1.0
GAJZAU_clean,2,1.0
GAJZEY_clean,2,1.0
GAJZIC_clean,2,1.0
GAJZOI_clean,2,1.0
GAJZUO_clean,2,1.0
GAKBAX_clean,2,1.0
GAKTET_clean,0,-1.0
GALBUS,4,1.0
GALCAZ_clean,4,1.0
GALCED_clean,2,1.0
GALFAB_clean,2,1.0
GALHOS_ion_b,1,3.0
GALJAG_clean,1,3.0
GAMFEI_clean,1,3.0
GAMSOD_clean,0,-1.0
GAMTAQ_clean,0,-1.0
GAMTEU_clean,0,-1.0
GAMTIY_clean,0,-1.0
GAMTOE_clean,0,-1.0
GAMTUK_clean,0,-1.0
GAMVAS_clean,0,-1.0
GAMXAV_clean,1,3.0
GANBAZ01_clean,2,2.0
GANBAZ02_clean,2,2.0
GANBAZ_clean,2,2.0
GANBED01_clean,0,-1.0
GANBED02_clean,2,2.0
GANBED_clean,2,2.0
GANBIH_clean,1,2.0
GAPDEH_clean,1,1.0
GAPDUX_clean,0,-1.0
GAPNOD_clean,2,2.0
GAQKOB_clean,0,-1.0
GARLAP_clean,1,3.0
GARLET_clean,1,3.0
GARLIX_clean,1,3.0
GARLOD_clean,1,3.0
GARLUJ_clean,1,3.0
GARMAQ_clean,1,3.0
GARPAR_clean,0,-1.0
GARQAU_clean,12,1.0
GARSUQ_clean,1,1.0
GARTAX_clean,1,1.0
GARTEB_clean,1,1.0
GARTIF_clean,1,1.0
GASSEB_clean,2,1.0
GASSUR_clean,2,1.0
GASTIG_clean,2,1.0
GATBUZ_charged,1,1.0
GATHAL_clean,0,-1.0
GATJIV_charged,1,1.0
GATSAY_clean,0,-1.0
GAVYAG_clean,2,2.0
GAWBEM_clean,0,-1.0
GAWCUF_clean,1,3.0
GAWJEV_clean,1,1.0
GAWKAS_clean,0,-1.0
GAWKEW_clean,0,-1.0
GAWLIB_clean,1,1.0
GAWMAU_clean,0,-1.0
GAWMOI_clean,0,-1.0
GAWMOJ_clean,1,3.0
GAXDIS10_clean,1,3.0
GAXGET_clean,0,-1.0
GAXGIX_clean,0,-1.0
GAXGOD_clean,0,-1.0
GAXKOH_clean,1,3.0
GAXKUN_clean,1,3.0
GAXQIH_clean,1,1.0
GAXVUY_clean,0,-1.0
GAXWAF_clean,0,-1.0
GAXWEJ_clean,0,-1.0
GAYFOD_clean,1,1.0
GAYFUJ_clean,1,3.0
GAYGAQ_clean,1,1.0
GAYGAQ_clean_h,1,1.0
GAYPED_clean,1,3.0
GAYTEH_ion_b,1,3.0
GAZLAW_clean,2,1.0
GAZZIS01_charged,1,3.0
GAZZIS02_charged,1,3.0
GAZZIS03_charged,1,3.0
GAZZIS04_charged,1,3.0
GAZZIS05_charged,1,3.0
GAZZIS_charged,1,3.0
GEBCAT_clean,1,3.0
GEBSAJ_clean,2,1.0
GECRAI_charged,0,-1.0
GEDDAW_clean,1,3.0
GEDDEA_clean,1,3.0
GEDLIM_clean,0,-1.0
GEDPAH_clean,1,1.0
GEDQIR_clean,1,3.0
GEDQOX_clean,1,3.0
GEDQUD_charged,2,1.0
GEDRAK_clean,1,3.0
GEDREO_clean,1,1.0
GEDRIS_clean,0,-1.0
GEDROY_clean,2,2.0
GEDRUE_clean,1,3.0
GEDSAL_clean,1,3.0
GEDSEP_clean,1,1.0
GEDSIT,0,-1.0
GEDSOZ_clean,1,3.0
GEDSUF_clean,1,3.0
GEDTAM_clean,1,3.0
GEFFUT_clean,0,-1.0
GEFYUN_clean,1,1.0
GEFZAU_clean,1,1.0
GEGBEB_clean,0,-1.0
GEGBOL_clean,0,-1.0
GEGDED_clean,1,3.0
GEGGEG01_clean,2,1.0
GEGGIK01_clean,2,1.0
GEGGIK_clean,2,1.0
GEGGUW_clean,2,1.0
GEGHAD_clean,2,1.0
GEGSIW_clean,0,-1.0
GEGWAS_clean,0,-1.0
GEHSAN_clean,0,-1.0
GEJJEL01_clean,1,1.0
GEKVEZ_clean,1,1.0
GELJAJ_clean,0,-1.0
GELVEZ01_clean,0,-1.0
GELVEZ02_clean,0,-1.0
GELVEZ_clean,0,-1.0
GELVID01_clean,0,-1.0
GELVID_clean,0,-1.0
GENGIR_clean,1,3.0
GEPDEM_clean,1,1.0
GEPDIQ_clean,0,-1.0
GERNOI_clean,2,1.0
GERPUP_clean,1,1.0
GERWEH_clean,2,1.0
GERWIL_charged,0,-1.0
GERWOR_charged,0,-1.0
GESBOW_charged,1,3.0
GESBUC_charged,1,3.0
GESDUF_clean,1,1.0
GESFAN_clean,1,1.0
GESNIC_clean,2,1.0
GESNOI_clean,2,1.0
GETXAG01_clean,0,-1.0
GETXAG_clean,0,-1.0
GETXEK_clean,1,2.0
GEVKID_clean,0,-1.0
GEVXAI_clean,0,-1.0
GEVXIQ_clean,1,2.0
GEVYEN_clean,0,-1.0
GEWXAJ_clean,2,1.0
GEYFIB_clean,1,3.0
GEZFIC_charged,0,-1.0
GEZFOI_charged,0,-1.0
GEZRAG_clean,1,3.0
GEZYOB_clean,2,2.0
GEZYUH_clean,2,2.0
GEZZAO_clean,0,-1.0
GIDKOU_clean,4,1.0
GIFFAE_clean,1,3.0
GIFFEI_clean,1,3.0
GIFKAH_clean,1,1.0
GIFKEL_clean,1,1.0
GIFKIP_clean,1,1.0
GIFSOF_clean,0,-1.0
GIGWID01_clean,0,-1.0
GIHBII_clean,0,-1.0
GIHPAQ_clean,0,-1.0
GIHPEU_clean,0,-1.0
GIJXAA_clean,2,1.0
GIKMOD01_clean,0,-1.0
GIKMOD02_clean,0,-1.0
GIKMOD03_clean,0,-1.0
GIKMOD04_clean,0,-1.0
GIKMOD05_clean,0,-1.0
GIKMOD06_clean,0,-1.0
GIKMOD07_clean,0,-1.0
GIKMOD08_clean,0,-1.0
GIKMOD09_clean,0,-1.0
GIKMOD10_clean,0,-1.0
GIKMOD11_clean,0,-1.0
GIKMOD12_clean,0,-1.0
GIKMOD_clean,0,-1.0
GIKQIC_clean,2,1.0
GIMHAM_clean,0,-1.0
GIMSIG_clean,1,1.0
GIMSUS_clean,0,-1.0
GIMVAA_clean,0,-1.0
GINDEO_clean,0,-1.0
GINLIA_clean,1,3.0
GINNUO_clean,2,1.0
GINPAW_clean,0,-1.0
GIQXEK_clean,1,3.0
GIQXIO_clean,1,3.0
GIQXOU_clean,1,3.0
GIQXUA_clean,1,3.0
GIQYAH_clean,1,3.0
GIQYEL_clean,1,3.0
GIQYIP_clean,1,3.0
GIQYOV_clean,1,3.0
GIQYUB_clean,1,3.0
GIQZIQ_clean,0,-1.0
GIRDUI_clean,2,1.0
GIRFUJ_clean,0,-1.0
GIRGUL_clean,0,-1.0
GIRHEW_clean,2,1.0
GIRXUC_clean,1,3.0
GIRYAJ_clean,1,3.0
GIRYEN_clean,2,1.0
GIRYIR_clean,1,1.0
GIRYOX_clean,0,-1.0
GIRYUD_clean,2,1.0
GIRZAK_clean,1,1.0
GISMAY_clean,3,1.0
GISMIG_clean,0,-1.0
GISWEM_clean,2,1.0
GISZUD_clean,1,3.0
GISZUF_clean,2,1.0
GITPEG_clean,1,1.0
GITPIK_clean,1,2.0
GITSUY_clean,1,3.0
GITTIN,1,3.0
GITTOT01_clean5b,0,-1.0
GITTOT01_manual,0,-1.0
GITTOT_clean5b,0,-1.0
GITTOT_manual,0,-1.0
GITTUZ_clean,3,1.0
GITVAH01_clean,3,1.0
GITVAH_clean,3,1.0
GITVEL01_clean,1,3.0
GITVEL_clean,1,3.0
GITWIQ_clean,1,2.0
GITZAM_clean,0,-1.0
GIVDUL,1,3.0
GIVHIC_clean,1,3.0
GIVNIK_clean,1,3.0
GIVNOQ_clean,1,3.0
GIWBEU_charged,1,3.0
GIWBIY_charged,1,3.0
GIWBOE_charged,2,1.0
GIWCAR_ion_b,1,3.0
GIWCIZ_ion_b,3,1.0
GIWCOF_ion_b,1,3.0
GIWMOP,0,-1.0
GIWNUV_clean,0,-1.0
GIXGOK_clean,1,3.0
GIXMUX_clean,0,-1.0
GIXNAE_clean,1,3.0
GIYSAJ02_clean,0,-1.0
GIYSAJ_clean,4,1.0
GIYSEN_clean,2,1.0
GIYSIR_clean,2,1.0
GIYSOX_clean,2,1.0
GIYSUD_clean,1,2.0
GIYTAK_clean,1,2.0
GIYTIS_clean,1,1.0
GIYTIS_SL,1,1.0
GIZJOP_clean,0,-1.0
GIZVER_clean,0,-1.0
GIZXET_clean,2,2.0
GOBGAG_clean,1,3.0
GOBSUM_clean,2,2.0
GOBTAT_clean,1,3.0
GOBXAY_clean,0,-1.0
GOFDAH,0,-1.0
GOGSIF_clean,1,2.0
GOGWAB_clean,1,3.0
GOGWEF_clean,1,3.0
GOJDOZ_clean,1,2.0
GOJFAN_charged,2,3.0
GOKBUE_clean,1,1.0
GOLDAO_clean,1,1.0
GOLQII_clean,0,-1.0
GOLYOX_clean,0,-1.0
GOLYUD_clean,0,-1.0
GOMFOF_clean,4,1.0
GOMPOO_clean,0,-1.0
GOMRAC_clean,1,1.0
GOMREG_clean,1,1.0
GONNAA_clean,1,3.0
GONSUZ_clean,2,1.0
GONTAG_clean,2,1.0
GOPLUS_clean,4,1.0
GOPTIQ_clean,1,2.0
GOQSIQ_clean,4,1.0
GOQTIR_clean,0,-1.0
GOQWOY_clean,1,3.0
GOQXAN_clean,2,1.0
GORJEE_clean,2,2.0
GORQAF_clean,1,3.0
GORWUF_clean,1,1.0
GOSBOH_clean,1,1.0
GOSDEZ_clean,1,3.0
GOSDID_clean,1,3.0
GOSKEG_clean,2,1.0
GOSRIP_clean,0,-1.0
GOTDIE_clean,2,1.0
GOTNEK_clean,2,1.0
GOVHOQ_clean,2,1.0
GOVWOF_clean,1,3.0
GOVXIA_clean,2,1.0
GOWHOR_clean,0,-1.0
GOXGAD_clean,1,1.0
GOXMEN_clean,0,-1.0
GOYPAN_clean,0,-1.0
GOYPER_clean,0,-1.0
GOYXAV_clean,2,1.0
GOYXEZ_clean,2,1.0
GOYXID_clean,2,1.0
GOYXOJ_clean,2,1.0
GOYXUP_clean,2,1.0
GOYYAW_clean,2,1.0
GOYYEA_clean,2,1.0
GOYYIE_clean,2,1.0
GOZNAM_clean,1,3.0
GOZNEQ_clean,1,3.0
GUANZS_clean,1,3.0
GUBBAG_clean,4,1.0
GUBKUL_clean,2,1.0
GUBSED_clean,0,-1.0
GUBVUU_clean,2,1.0
GUBZAF_clean,2,1.0
GUCHUJ_clean,1,1.0
GUCJAQ_clean,2,1.0
GUDJOG_clean,1,3.0
GUFBOA_clean,1,1.0
GUFBUG_clean,8,1.0
GUFREF_clean,0,-1.0
GUFXEM_clean,2,1.0
GUGNON_clean,2,2.0
GUGXOX_clean,0,-1.0
GUHGOH_clean,0,-1.0
GUHNUU_clean,1,3.0
GUHPAC_clean,1,3.0
GUHPEG_clean,2,1.0
GUJGAU_clean,0,-1.0
GUJGEY_clean,0,-1.0
GUJREK01_clean,2,1.0
GUJREK_clean,2,1.0
GUJTOV_clean,0,-1.0
GUJVIR_clean,0,-1.0
GUJVOX_clean,0,-1.0
GUKCIA_clean,1,3.0
GUKFEY_clean,1,3.0
GUKNIK_clean,1,1.0
GUKXIU_clean,2,1.0
GUKYUI_clean,1,1.0
GUKZAO_clean,1,2.0
GULBAR_clean,2,1.0
GULCAS_clean,2,1.0
GULGEZ_clean,1,1.0
GULPIN_clean,1,1.0
GULVUF_clean,2,1.0
GULWAM_clean,1,3.0
GULWIU_clean,1,3.0
GULWOA_clean,1,2.0
GUMBIA_clean,0,-1.0
GUMDEZ_clean,2,1.0
GUNFAW01_clean,1,3.0
GUNFAW01_neutral,1,3.0
GUNZIA_clean,1,3.0
GUPBEZ,2,1.0
GUPBIE_clean,0,-1.0
GUPBOJ01_clean,2,1.0
GUPBUP_clean5b,1,3.0
GUPBUP_manual,1,3.0
GUPBUP_SL,1,3.0
GUPCAW_clean,1,3.0
GUPCUQ01,1,3.0
GUPDEB_clean,1,3.0
GUPJEG01_clean,1,1.0
GUPJEG_clean,1,1.0
GUPNUC01_clean,0,-1.0
GUPNUC_clean,0,-1.0
GUPREQ_clean,4,1.0
GUQTOB_clean,0,-1.0
GUQWOG_clean,2,2.0
GURPIT_clean,1,3.0
GURPOZ_clean,2,1.0
GURPUF_clean,1,3.0
GURTIX_charged,2,2.0
GURZID01_clean,0,-1.0
GURZID_clean,0,-1.0
GUSCIH_clean,0,-1.0
GUSJOU_clean,1,2.0
GUSMAJ_clean,2,3.0
GUSNEN01_clean,0,-1.0
GUSNEN01_SL,0,-1.0
GUSNEN_clean,0,-1.0
GUSNEN_clean_h,0,-1.0
GUSNEN_SL,0,-1.0
GUTYIE_clean,2,1.0
GUVBEF_clean,0,-1.0
GUVBOQ_clean,1,3.0
GUVCOP_clean,1,3.0
GUVKUE_clean,2,2.0
GUVLAL_clean,2,2.0
GUVZII_clean,3,1.0
GUWDUY_clean,1,2.0
GUXJUF_clean,2,1.0
GUXLIU_clean,0,-1.0
GUXPOF_clean,1,1.0
GUXQAR_clean,0,-1.0
GUXRAT_clean,1,1.0
GUXSEY_clean,4,2.0
GUXSIC_clean,4,2.0
GUXZIJ_clean,2,1.0
GUXZUV_clean,1,1.0
GUYBAE_clean,4,1.0
GUYLOC_clean,1,3.0
GUYLUI01_clean,1,1.0
GUYLUI_clean,1,1.0
GUYMAP_clean,1,3.0
GUZVOO_clean,1,3.0
HABCEV_clean,1,3.0
HABCIZ_clean,1,3.0
HABCOF_clean,1,3.0
HABDAS_clean,1,3.0
HABKOM_clean,2,1.0
HABREJ_clean,4,2.0
HABRIN_clean,0,-1.0
HABRUZ_clean,1,3.0
HABZEQ_clean,0,-1.0
HACDOH_clean,3,1.0
HACDUN_clean,3,1.0
HACRAH_clean,1,3.0
HACREL_clean,1,3.0
HADDOI_clean,0,-1.0
HADLOQ01_clean,1,1.0
HADPOU_clean,1,1.0
HADQUA_clean,1,3.0
HADXIW_clean,1,2.0
HADXOC_clean,0,-1.0
HADYAP_clean,1,1.0
HAFDUQ_clean,0,-1.0
HAFFAY_clean,0,-1.0
HAFFEC_clean,0,-1.0
HAFGUQ_clean,2,1.0
HAFQOW_clean,2,1.0
HAFQUC_clean,2,1.0
HAFSOZ_clean,0,-1.0
HAFTOZ_clean,1,3.0
HAFVOB_clean,2,2.0
HAFVUH_clean,1,1.0
HAFVUH_SL,2,1.0
HAFWAO_charged,2,3.0
HAFWIW_clean,2,3.0
HAFWUI01_charged,0,-1.0
HAFWUI_charged,0,-1.0
HAFWUI_clean,0,-1.0
HAHCUR_clean,2,2.0
HAHPIQ_charged,1,1.0
HAHPOW_clean,1,1.0
HAJDII_clean,1,1.0
HAJJAE_clean,0,-1.0
HAJLEK_clean,1,1.0
HAJLIO_clean,1,1.0
HAJLOU_clean,1,1.0
HAJLUA_clean,1,1.0
HAJMAH_clean,1,1.0
HAJMEL_clean,1,1.0
HAJMIQ_clean,1,3.0
HAJPEQ_clean,1,3.0
HAJYEZ_clean,1,1.0
HAKCAZ_clean,4,1.5
HAKCIG_clean,0,-1.0
HAKSAQ_clean,1,3.0
HAKSEU_clean,1,3.0
HAKSIY_clean,1,3.0
HAKSOE_clean,0,-1.0
HAKTAR_clean,1,3.0
HAKTOF_clean,0,-1.0
HAKVAT_clean,0,-1.0
HAKVEX_clean,0,-1.0
HAKVOH_clean,1,3.0
HAKVUN_clean,1,3.0
HAKWAU_clean,2,2.0
HAKWUM_clean,0,-1.0
HALQUJ_clean,1,3.0
HALVAU_clean,1,1.0
HAMJOW_clean,1,3.0
HAMJUC_clean,1,3.0
HAMLAL_clean,0,-1.0
HAMLIT_clean,1,3.0
HAMREU_clean,1,1.0
HAMRIY_clean,1,1.0
HANWAW_clean,1,3.0
HAOAER_clean,0,-1.0
HAPBAE_clean,1,2.0
HAPBEI_clean,1,2.0
HAPGIR_clean,2,1.0
HAPHUD_clean,2,2.0
HAPNEU_clean,1,2.0
HAPNOE_clean,2,2.0
HAPNUK_clean,2,2.0
HAPPAS_clean,2,2.0
HAPVAX_clean,2,1.0
HAPVEB_clean,2,1.0
HAQJIV_clean,1,3.0
HAQKES_clean,1,3.0
HAQRID_clean,1,3.0
HARGUC_clean,0,-1.0
HARHOA_clean,2,1.0
HARHUG_clean,2,1.0
HARNAR_clean,0,-1.0
HASMIZ_clean,1,3.0
HASNIB_clean,2,1.0
HASNOH_clean,2,1.0
HASNUN_clean,2,1.0
HASTAY_clean,2,2.0
HATZOS02_clean,4,1.0
HATZOS_clean,4,1.0
HAVVUX_clean,1,1.0
HAVYOU_clean,0,-1.0
HAVZIP_clean,1,3.0
HAWGIX_charged,4,1.0
HAWGIY_clean,1,1.0
HAWREE_clean,2,1.0
HAWVAE_clean,2,1.0
HAWVEI_clean,2,1.0
HAWVIM_clean,2,1.0
HAWVOS_clean,2,1.0
HAWVUY_clean,2,1.0
HAWWAF_clean,2,1.0
HAWWEJ_charged,2,1.0
HAWWEK_clean,1,3.0
HAWWIN_clean,1,3.0
HAWWOT_clean,1,3.0
HAWWOU_clean,0,-1.0
HAWWUZ_clean,1,3.0
HAWYUB_clean,2,1.0
HAWZEM_clean,2,1.0
HAWZIQ_clean,0,-1.0
HAXJEX_clean,0,-1.0
HAXMUP_clean,1,1.0
HAXNOJ_clean,1,3.0
HAYLIE_clean,1,2.0
HAYTEI_clean,0,-1.0
HAYZIU_clean,0,-1.0
HAZGOF01_clean,0,-1.0
HAZGOF01_clean_h,0,-1.0
HAZGOF02_clean_h,0,-1.0
HAZGOF03_clean_h,0,-1.0
HAZGOF04_clean_h,0,-1.0
HAZGOF05_clean_h,0,-1.0
HAZGOF06_clean_h,0,-1.0
HAZGOF07_clean_h,0,-1.0
HAZGOF08_clean_h,0,-1.0
HAZGOF_clean,0,-1.0
HAZNED_clean,0,-1.0
HAZNIH_clean,0,-1.0
HAZNON_clean,0,-1.0
HAZSIL_clean,2,2.0
HAZWIP_clean,1,3.0
HEBGUS_clean,0,-1.0
HEBJAB_clean,1,1.0
HEBKEG_clean,2,1.0
HEBNIN_clean,2,1.0
HEBNOT_clean,2,1.0
HEBPUB_charged,0,-1.0
HEBTAL_clean,0,-1.0
HEBTEP_clean,0,-1.0
HEBZAR,0,-1.0
HEBZEV,3,1.0
HEDBEZ_clean,1,2.0
HEDBID_clean,1,2.0
HEDBOJ_clean,2,1.0
HEDBUP_clean,2,1.0
HEDCAW_clean,1,3.0
HEDCEA_clean,0,-1.0
HEDCIE_clean,1,3.0
HEDGUS_clean,0,-1.0
HEDTER_clean,0,-1.0
HEFDED_clean,1,1.0
HEFDIH_clean,0,-1.0
HEFDON_clean,1,2.0
