Structures,ASA_m2/cm3,NASA_m2/cm3,SA_m2/cm3
GACYER_clean,2061.16,0.0,2061.16
GADDOH_clean,1606.69,0.0,1606.69
GADFAV_clean,732.713,0.0,732.713
GADHIF_clean,0.0,990.775,990.775
GADMAA01_clean,842.336,0.0,842.336
GADMAA_clean,840.288,0.0,840.288
GADRAH_clean,1498.25,0.0,1498.25
GAFBEX_clean,0.0,0.0,0.0
GAFGEC_clean,0.0,1228.6,1228.6
GAFROX_clean,2133.03,0.0,2133.03
GAFRUD_clean,2080.29,0.0,2080.29
GAGQAI_clean,1262.67,413.848,1676.518
GAGSUF_clean,1319.48,0.0,1319.48
GAGTAM_clean,0.0,1092.47,1092.47
GAGTEQ_clean,0.0,1124.72,1124.72
GAGXAP_clean,0.0,161.575,161.575
GAHSEQ_clean,1072.27,0.0,1072.27
GAHXUL_clean,0.0,520.584,520.584
GAJTOC_clean,0.0,119.972,119.972
GAJTUI_clean,0.0,132.52,132.52
GAJVAQ_clean,0.0,99.1859,99.1859
GAJVEU_charged,1205.33,0.0,1205.33
GAJVIY_charged,1020.07,0.0,1020.07
GAJYUN_clean,893.061,0.0,893.061
GAJZAU_clean,948.429,0.0,948.429
GAJZEY_clean,942.232,0.0,942.232
GAJZIC_clean,935.869,0.0,935.869
GAJZOI_clean,903.521,0.0,903.521
GAJZUO_clean,813.483,0.0,813.483
GAKBAX_clean,914.889,0.0,914.889
GAKTET_clean,0.0,45.7252,45.7252
GALBUS,1361.17,0.0,1361.17
GALCAZ_clean,1077.48,0.0,1077.48
GALCED_clean,1086.55,0.0,1086.55
GALFAB_clean,0.0,513.682,513.682
GALHOS_ion_b,905.18,58.1758,963.3557999999999
GALJAG_clean,2063.09,0.0,2063.09
GAMFEI_clean,1265.36,0.0,1265.36
GAMSOD_clean,0.0,319.403,319.403
GAMTAQ_clean,0.0,539.078,539.078
GAMTEU_clean,0.0,464.928,464.928
GAMTIY_clean,0.0,464.504,464.504
GAMTOE_clean,0.0,6.39717,6.39717
GAMTUK_clean,0.0,3.42085,3.42085
GAMVAS_clean,0.0,0.491447,0.491447
GAMXAV_clean,1593.47,0.0,1593.47
GANBAZ01_clean,1090.3,259.395,1349.695
GANBAZ02_clean,1124.76,290.554,1415.3139999999999
GANBAZ_clean,1113.62,280.186,1393.8059999999998
GANBED01_clean,0.0,508.251,508.251
GANBED02_clean,1364.28,344.762,1709.042
GANBED_clean,1696.9,0.0,1696.9
GANBIH_clean,1107.47,0.0,1107.47
GAPDEH_clean,0.0,174.422,174.422
GAPDUX_clean,0.0,402.949,402.949
GAPNOD_clean,1774.61,0.0,1774.61
GAQKOB_clean,0.0,0.725384,0.725384
GARLAP_clean,1144.3,0.0,1144.3
GARLET_clean,1124.46,0.0,1124.46
GARLIX_clean,1125.09,0.0,1125.09
GARLOD_clean,1109.13,0.0,1109.13
GARLUJ_clean,1082.74,0.0,1082.74
GARMAQ_clean,1108.11,0.0,1108.11
GARPAR_clean,0.0,490.756,490.756
GARQAU_clean,766.09,0.0,766.09
GARSUQ_clean,612.701,0.0,612.701
GARTAX_clean,952.385,0.0,952.385
GARTEB_clean,0.0,423.333,423.333
GARTIF_clean,789.551,0.0,789.551
GASSEB_clean,1159.88,0.0,1159.88
GASSUR_clean,1474.27,0.0,1474.27
GASTIG_clean,632.44,0.0,632.44
GATBUZ_charged,1092.09,0.0,1092.09
GATHAL_clean,0.0,17.7998,17.7998
GATJIV_charged,777.757,79.4474,857.2044
GATSAY_clean,0.0,1189.38,1189.38
GAVYAG_clean,585.858,0.0,585.858
GAWBEM_clean,0.0,0.0,0.0
GAWCUF_clean,0.0,421.788,421.788
GAWJEV_clean,0.0,492.699,492.699
GAWKAS_clean,0.0,17.171,17.171
GAWKEW_clean,0.0,632.501,632.501
GAWLIB_clean,533.122,0.154308,533.276308
GAWMAU_clean,0.0,5.32878,5.32878
GAWMOI_clean,0.0,177.321,177.321
GAWMOJ_clean,1946.45,0.0,1946.45
GAXDIS10_clean,1604.65,0.0,1604.65
GAXGET_clean,0.0,164.102,164.102
GAXGIX_clean,0.0,182.778,182.778
GAXGOD_clean,0.0,226.377,226.377
GAXKOH_clean,1577.8,0.0,1577.8
GAXKUN_clean,1951.08,0.0,1951.08
GAXQIH_clean,506.566,0.0,506.566
GAXVUY_clean,0.0,1167.76,1167.76
GAXWAF_clean,0.0,1191.07,1191.07
GAXWEJ_clean,0.0,270.719,270.719
GAYFOD_clean,1244.88,0.0,1244.88
GAYFUJ_clean,1477.49,0.0,1477.49
GAYGAQ_clean,918.951,0.0,918.951
GAYGAQ_clean_h,921.477,0.0,921.477
GAYPED_clean,1849.17,0.0,1849.17
GAYTEH_ion_b,0.0,726.347,726.347
GAZLAW_clean,0.0,643.212,643.212
GAZZIS01_charged,1765.32,0.0,1765.32
GAZZIS02_charged,1790.47,0.0,1790.47
GAZZIS03_charged,1788.88,0.0,1788.88
GAZZIS04_charged,1774.28,0.0,1774.28
GAZZIS05_charged,1762.94,0.0,1762.94
GAZZIS_charged,1775.95,0.0,1775.95
GEBCAT_clean,1084.88,0.0,1084.88
GEBSAJ_clean,868.037,0.0,868.037
GECRAI_charged,0.0,0.0,0.0
GEDDAW_clean,2071.52,0.0,2071.52
GEDDEA_clean,1355.79,0.0,1355.79
GEDLIM_clean,0.0,722.44,722.44
GEDPAH_clean,650.841,0.0,650.841
GEDQIR_clean,2142.5,0.0,2142.5
GEDQOX_clean,2179.06,0.0,2179.06
GEDQUD_charged,0.0,845.904,845.904
GEDRAK_clean,1878.82,0.0,1878.82
GEDREO_clean,0.0,827.553,827.553
GEDRIS_clean,0.0,166.69,166.69
GEDROY_clean,0.0,849.189,849.189
GEDRUE_clean,1902.96,0.0,1902.96
GEDSAL_clean,1686.55,0.0,1686.55
GEDSEP_clean,751.054,0.0,751.054
GEDSIT,0.0,202.12,202.12
GEDSOZ_clean,2023.0,0.0,2023.0
GEDSUF_clean,1108.28,0.0,1108.28
GEDTAM_clean,1911.67,0.0,1911.67
GEFFUT_clean,0.0,509.891,509.891
GEFYUN_clean,1143.26,0.657442,1143.917442
GEFZAU_clean,1075.2,0.0,1075.2
GEGBEB_clean,0.0,296.753,296.753
GEGBOL_clean,0.0,293.411,293.411
GEGDED_clean,1815.15,46.6275,1861.7775000000001
GEGGEG01_clean,0.0,467.127,467.127
GEGGIK01_clean,0.0,465.764,465.764
GEGGIK_clean,0.0,482.828,482.828
GEGGUW_clean,0.0,457.954,457.954
GEGHAD_clean,0.0,474.071,474.071
GEGSIW_clean,0.0,1069.05,1069.05
GEGWAS_clean,0.0,592.974,592.974
GEHSAN_clean,0.0,47.9506,47.9506
GEJJEL01_clean,0.0,466.649,466.649
GEKVEZ_clean,0.0,677.782,677.782
GELJAJ_clean,0.0,7.49615,7.49615
GELVEZ01_clean,0.0,0.0,0.0
GELVEZ02_clean,0.0,9.00105,9.00105
GELVEZ_clean,0.0,29.5197,29.5197
GELVID01_clean,0.0,0.0,0.0
GELVID_clean,0.0,0.0,0.0
GENGIR_clean,1441.17,0.0,1441.17
GEPDEM_clean,0.0,87.4827,87.4827
GEPDIQ_clean,0.0,361.825,361.825
GERNOI_clean,0.0,887.622,887.622
GERPUP_clean,921.395,0.0,921.395
GERWEH_clean,1361.73,16.3744,1378.1044
GERWIL_charged,0.0,296.918,296.918
GERWOR_charged,0.0,483.212,483.212
GESBOW_charged,1509.08,2.24546,1511.32546
GESBUC_charged,1532.35,0.0,1532.35
GESDUF_clean,846.401,0.0,846.401
GESFAN_clean,823.006,0.0,823.006
GESNIC_clean,0.0,382.769,382.769
GESNOI_clean,0.0,351.321,351.321
GETXAG01_clean,0.0,0.0,0.0
GETXAG_clean,0.0,0.0,0.0
GETXEK_clean,1923.08,0.0,1923.08
GEVKID_clean,0.0,165.764,165.764
GEVXAI_clean,0.0,1.57234,1.57234
GEVXIQ_clean,1175.05,0.0,1175.05
GEVYEN_clean,0.0,0.0,0.0
GEWXAJ_clean,411.67,0.0,411.67
GEYFIB_clean,2328.72,0.0,2328.72
GEZFIC_charged,0.0,145.648,145.648
GEZFOI_charged,0.0,161.624,161.624
GEZRAG_clean,1739.2,0.0,1739.2
GEZYOB_clean,1648.86,0.0,1648.86
GEZYUH_clean,1577.46,0.0,1577.46
GEZZAO_clean,0.0,833.986,833.986
GIDKOU_clean,0.0,419.752,419.752
GIFFAE_clean,0.0,836.681,836.681
GIFFEI_clean,0.0,809.796,809.796
GIFKAH_clean,837.279,0.0,837.279
GIFKEL_clean,853.022,0.0,853.022
GIFKIP_clean,510.827,0.0,510.827
GIFSOF_clean,0.0,364.688,364.688
GIGWID01_clean,0.0,0.0,0.0
GIHBII_clean,0.0,280.68,280.68
GIHPAQ_clean,0.0,660.728,660.728
GIHPEU_clean,0.0,696.326,696.326
GIJXAA_clean,1579.15,0.0,1579.15
GIKMOD01_clean,0.0,21.7206,21.7206
GIKMOD02_clean,0.0,31.7566,31.7566
GIKMOD03_clean,0.0,28.3339,28.3339
GIKMOD04_clean,0.0,38.2354,38.2354
GIKMOD05_clean,0.0,35.5236,35.5236
GIKMOD06_clean,0.0,51.1347,51.1347
GIKMOD07_clean,0.0,51.1347,51.1347
GIKMOD08_clean,0.0,43.6755,43.6755
GIKMOD09_clean,0.0,42.1757,42.1757
GIKMOD10_clean,0.0,46.138,46.138
GIKMOD11_clean,0.0,26.0767,26.0767
GIKMOD12_clean,0.0,27.9194,27.9194
GIKMOD_clean,0.0,43.1409,43.1409
GIKQIC_clean,0.0,5.13317,5.13317
GIMHAM_clean,0.0,146.649,146.649
GIMSIG_clean,1344.02,0.0,1344.02
GIMSUS_clean,0.0,283.237,283.237
GIMVAA_clean,0.0,0.900264,0.900264
GINDEO_clean,0.0,42.6864,42.6864
GINLIA_clean,1651.86,0.0,1651.86
GINNUO_clean,851.775,0.0,851.775
GINPAW_clean,0.0,400.929,400.929
GIQXEK_clean,1163.66,0.0,1163.66
GIQXIO_clean,1174.63,0.0,1174.63
GIQXOU_clean,1123.71,0.0,1123.71
GIQXUA_clean,1199.82,0.0,1199.82
GIQYAH_clean,1123.69,0.0,1123.69
GIQYEL_clean,1204.16,0.0,1204.16
GIQYIP_clean,1235.2,0.0,1235.2
GIQYOV_clean,1148.05,0.0,1148.05
GIQYUB_clean,1167.82,0.0,1167.82
GIQZIQ_clean,0.0,754.985,754.985
GIRDUI_clean,0.0,174.31,174.31
GIRFUJ_clean,0.0,0.0,0.0
GIRGUL_clean,0.0,23.3703,23.3703
GIRHEW_clean,0.0,211.468,211.468
GIRXUC_clean,2347.17,0.0,2347.17
GIRYAJ_clean,2190.5,0.0,2190.5
GIRYEN_clean,0.0,123.407,123.407
GIRYIR_clean,0.0,47.1792,47.1792
GIRYOX_clean,0.0,16.0827,16.0827
GIRYUD_clean,0.0,133.549,133.549
GIRZAK_clean,0.0,48.2208,48.2208
GISMAY_clean,858.768,148.003,1006.771
GISMIG_clean,0.0,7.49296,7.49296
GISWEM_clean,0.0,55.1199,55.1199
GISZUD_clean,2543.53,0.0,2543.53
GISZUF_clean,492.404,134.002,626.406
GITPEG_clean,0.0,1046.55,1046.55
GITPIK_clean,1641.93,0.0,1641.93
GITSUY_clean,1673.54,0.0,1673.54
GITTIN,0.0,1276.97,1276.97
GITTOT01_clean5b,0.0,1183.26,1183.26
GITTOT01_manual,0.0,1183.26,1183.26
GITTOT_clean5b,0.0,1192.81,1192.81
GITTOT_manual,0.0,1212.03,1212.03
GITTUZ_clean,1202.36,0.0,1202.36
GITVAH01_clean,1048.38,0.0,1048.38
GITVAH_clean,508.531,124.074,632.605
GITVEL01_clean,1683.41,0.0,1683.41
GITVEL_clean,1690.73,0.0,1690.73
GITWIQ_clean,604.219,0.0,604.219
GITZAM_clean,0.0,0.0,0.0
GIVDUL,1280.93,0.0,1280.93
GIVHIC_clean,731.527,0.0,731.527
GIVNIK_clean,2032.31,0.0,2032.31
GIVNOQ_clean,1999.03,0.0,1999.03
GIWBEU_charged,1130.04,0.253428,1130.293428
GIWBIY_charged,1270.45,2.78924,1273.23924
GIWBOE_charged,998.117,0.201627,998.318627
GIWCAR_ion_b,1139.57,0.0,1139.57
GIWCIZ_ion_b,0.0,423.776,423.776
GIWCOF_ion_b,1300.36,0.0,1300.36
GIWMOP,0.0,0.0,0.0
GIWNUV_clean,0.0,347.26,347.26
GIXGOK_clean,1405.03,0.0,1405.03
GIXMUX_clean,0.0,462.928,462.928
GIXNAE_clean,1786.59,0.0,1786.59
GIYSAJ02_clean,0.0,0.0,0.0
GIYSAJ_clean,197.684,182.821,380.505
GIYSEN_clean,769.538,0.0,769.538
GIYSIR_clean,733.315,0.0,733.315
GIYSOX_clean,722.555,0.0,722.555
GIYSUD_clean,1550.9,0.0,1550.9
GIYTAK_clean,1794.11,0.0,1794.11
GIYTIS_SL,1718.99,0.0,1718.99
GIYTIS_clean,1718.99,0.0,1718.99
GIZJOP_clean,0.0,516.432,516.432
GIZVER_clean,0.0,53.1475,53.1475
GIZXET_clean,920.428,0.0,920.428
GOBGAG_clean,1419.75,0.0,1419.75
GOBSUM_clean,1251.45,0.0,1251.45
GOBTAT_clean,1758.18,0.0,1758.18
GOBXAY_clean,0.0,266.952,266.952
GOFDAH,0.0,683.225,683.225
GOGSIF_clean,1523.67,0.0,1523.67
GOGWAB_clean,1840.61,0.0,1840.61
GOGWEF_clean,1910.9,0.0,1910.9
GOJDOZ_clean,906.602,0.0,906.602
GOJFAN_charged,1878.6,0.0,1878.6
GOKBUE_clean,1045.4,0.0,1045.4
GOLDAO_clean,512.856,149.996,662.852
GOLQII_clean,0.0,24.671,24.671
GOLYOX_clean,0.0,353.319,353.319
GOLYUD_clean,0.0,363.481,363.481
GOMFOF_clean,1170.26,0.0,1170.26
GOMPOO_clean,0.0,390.362,390.362
GOMRAC_clean,0.0,607.9,607.9
GOMREG_clean,671.507,0.0,671.507
GONNAA_clean,2435.34,0.0,2435.34
GONSUZ_clean,379.802,0.0,379.802
GONTAG_clean,0.0,137.521,137.521
GOPLUS_clean,0.0,231.111,231.111
GOPTIQ_clean,1491.28,0.0,1491.28
GOQSIQ_clean,1358.35,0.0,1358.35
GOQTIR_clean,0.0,382.002,382.002
GOQWOY_clean,1998.19,0.0,1998.19
GOQXAN_clean,1282.23,0.0,1282.23
GORJEE_clean,0.0,950.166,950.166
GORQAF_clean,2565.19,0.0,2565.19
GORWUF_clean,1336.59,6.54555,1343.13555
GOSBOH_clean,1427.97,0.0,1427.97
GOSDEZ_clean,1606.78,0.0,1606.78
GOSDID_clean,1203.32,0.0,1203.32
GOSKEG_clean,1495.21,0.0,1495.21
GOSRIP_clean,0.0,281.628,281.628
GOTDIE_clean,124.791,0.0,124.791
GOTNEK_clean,1025.65,0.0,1025.65
GOVHOQ_clean,253.606,0.0,253.606
GOVWOF_clean,1772.86,0.0,1772.86
GOVXIA_clean,896.619,0.0,896.619
GOWHOR_clean,0.0,314.92,314.92
GOXGAD_clean,0.0,122.882,122.882
GOXMEN_clean,0.0,123.561,123.561
GOYPAN_clean,0.0,39.8534,39.8534
GOYPER_clean,0.0,47.7903,47.7903
GOYXAV_clean,0.0,22.1526,22.1526
GOYXEZ_clean,0.0,20.1735,20.1735
GOYXID_clean,0.0,19.1054,19.1054
GOYXOJ_clean,0.0,16.7822,16.7822
GOYXUP_clean,0.0,19.6332,19.6332
GOYYAW_clean,0.0,13.9192,13.9192
GOYYEA_clean,0.0,11.7397,11.7397
GOYYIE_clean,0.0,7.9922,7.9922
GOZNAM_clean,1682.17,0.0,1682.17
GOZNEQ_clean,1872.11,0.0,1872.11
GUANZS_clean,1478.16,0.0,1478.16
GUBBAG_clean,1563.53,0.0,1563.53
GUBKUL_clean,1163.65,18.5168,1182.1668000000002
GUBSED_clean,0.0,212.924,212.924
GUBVUU_clean,1375.03,0.0,1375.03
GUBZAF_clean,0.0,1027.75,1027.75
GUCHUJ_clean,0.0,868.42,868.42
GUCJAQ_clean,1040.13,0.0,1040.13
GUDJOG_clean,1688.42,0.0,1688.42
GUFBOA_clean,530.703,0.0,530.703
GUFBUG_clean,869.226,0.0,869.226
GUFREF_clean,0.0,127.708,127.708
GUFXEM_clean,1370.63,0.0,1370.63
GUGNON_clean,1098.69,0.0,1098.69
GUGXOX_clean,0.0,505.893,505.893
GUHGOH_clean,0.0,42.1268,42.1268
GUHNUU_clean,1695.15,0.0,1695.15
GUHPAC_clean,1712.08,0.0,1712.08
GUHPEG_clean,922.184,0.0,922.184
GUJGAU_clean,0.0,140.538,140.538
GUJGEY_clean,0.0,141.494,141.494
GUJREK01_clean,813.922,0.181225,814.1032250000001
GUJREK_clean,815.412,0.0,815.412
GUJTOV_clean,0.0,0.0,0.0
GUJVIR_clean,0.0,24.8538,24.8538
GUJVOX_clean,0.0,40.3354,40.3354
GUKCIA_clean,2115.5,0.0,2115.5
GUKFEY_clean,1030.65,41.5885,1072.2385000000002
GUKNIK_clean,0.0,131.636,131.636
GUKXIU_clean,0.0,57.6409,57.6409
GUKYUI_clean,319.847,1.85419,321.70119
GUKZAO_clean,1841.69,0.0,1841.69
GULBAR_clean,448.453,0.0,448.453
GULCAS_clean,616.522,1.468,617.99
GULGEZ_clean,791.089,0.0,791.089
GULPIN_clean,0.0,89.0585,89.0585
GULVUF_clean,1567.68,0.0,1567.68
GULWAM_clean,1948.71,0.0,1948.71
GULWIU_clean,2161.62,0.0,2161.62
GULWOA_clean,1615.66,0.0,1615.66
GUMBIA_clean,0.0,511.482,511.482
GUMDEZ_clean,964.645,0.0,964.645
GUNFAW01_clean,2329.35,0.0,2329.35
GUNFAW01_neutral,2329.35,0.0,2329.35
GUNZIA_clean,644.387,118.46,762.847
GUPBEZ,324.436,0.0,324.436
GUPBIE_clean,0.0,249.127,249.127
GUPBOJ01_clean,306.38,0.0,306.38
GUPBUP_SL,0.0,1328.51,1328.51
GUPBUP_clean5b,0.0,1321.7,1321.7
GUPBUP_manual,0.0,1324.57,1324.57
GUPCAW_clean,1786.44,0.0,1786.44
GUPCUQ01,0.0,1361.9,1361.9
GUPDEB_clean,1491.12,0.0,1491.12
GUPJEG01_clean,0.0,0.0,0.0
GUPJEG_clean,0.0,0.0,0.0
GUPNUC01_clean,0.0,343.619,343.619
GUPNUC_clean,0.0,333.158,333.158
GUPREQ_clean,709.059,0.0,709.059
GUQTOB_clean,0.0,149.773,149.773
GUQWOG_clean,1690.0,0.0,1690.0
GURPIT_clean,2301.21,0.0,2301.21
GURPOZ_clean,971.614,0.0,971.614
GURPUF_clean,2311.28,0.0,2311.28
GURTIX_charged,1623.76,0.0,1623.76
GURZID01_clean,0.0,1.56462,1.56462
GURZID_clean,0.0,0.493324,0.493324
GUSCIH_clean,0.0,419.814,419.814
GUSJOU_clean,1248.28,0.0,1248.28
GUSMAJ_clean,318.684,0.0,318.684
GUSNEN01_SL,0.0,0.0,0.0
GUSNEN01_clean,0.0,0.0,0.0
GUSNEN_SL,0.0,0.0,0.0
GUSNEN_clean,0.0,0.0,0.0
GUSNEN_clean_h,0.0,0.0,0.0
GUTYIE_clean,1336.23,0.0,1336.23
GUVBEF_clean,0.0,95.1951,95.1951
GUVBOQ_clean,853.716,0.0,853.716
GUVCOP_clean,755.584,342.452,1098.036
GUVKUE_clean,1652.24,0.225628,1652.465628
GUVLAL_clean,1663.13,0.0,1663.13
GUVZII_clean,1513.23,0.0,1513.23
GUWDUY_clean,1258.68,0.0,1258.68
GUXJUF_clean,521.465,0.0,521.465
GUXLIU_clean,0.0,0.0,0.0
GUXPOF_clean,783.991,0.0,783.991
GUXQAR_clean,0.0,0.0,0.0
GUXRAT_clean,847.095,188.81,1035.905
GUXSEY_clean,814.823,0.0,814.823
GUXSIC_clean,749.401,0.0,749.401
GUXZIJ_clean,1365.14,0.0,1365.14
GUXZUV_clean,1304.22,0.0,1304.22
GUYBAE_clean,1389.8,0.0,1389.8
GUYLOC_clean,1488.65,0.0,1488.65
GUYLUI01_clean,376.207,0.0,376.207
GUYLUI_clean,337.829,0.0,337.829
GUYMAP_clean,1451.33,0.0,1451.33
GUZVOO_clean,1036.82,254.577,1291.397
HABCEV_clean,1862.65,0.0,1862.65
HABCIZ_clean,1859.65,0.0,1859.65
HABCOF_clean,1851.12,0.0,1851.12
HABDAS_clean,1864.89,0.0,1864.89
HABKOM_clean,597.902,0.0,597.902
HABREJ_clean,1567.95,0.0,1567.95
HABRIN_clean,0.0,0.487672,0.487672
HABRUZ_clean,1176.31,0.0,1176.31
HABZEQ_clean,0.0,214.744,214.744
HACDOH_clean,1304.27,0.0,1304.27
HACDUN_clean,1288.02,0.0,1288.02
HACRAH_clean,1492.03,2.44428,1494.47428
HACREL_clean,1467.81,0.0,1467.81
HADDOI_clean,0.0,94.023,94.023
HADLOQ01_clean,1665.18,0.0,1665.18
HADPOU_clean,703.695,0.0,703.695
HADQUA_clean,0.0,610.583,610.583
HADXIW_clean,1246.61,0.0,1246.61
HADXOC_clean,0.0,0.0,0.0
HADYAP_clean,0.0,481.743,481.743
HAFDUQ_clean,0.0,1315.6,1315.6
HAFFAY_clean,0.0,1306.73,1306.73
HAFFEC_clean,0.0,1335.02,1335.02
HAFGUQ_clean,1214.5,0.0,1214.5
HAFQOW_clean,1470.87,0.0,1470.87
HAFQUC_clean,1309.54,0.0,1309.54
HAFSOZ_clean,0.0,906.039,906.039
HAFTOZ_clean,1979.39,0.0,1979.39
HAFVOB_clean,1057.1,1.17562,1058.27562
HAFVUH_SL,1467.53,0.0,1467.53
HAFVUH_clean,1427.05,0.0,1427.05
HAFWAO_charged,1145.59,0.0,1145.59
HAFWIW_clean,1523.65,0.0,1523.65
HAFWUI01_charged,0.0,322.23,322.23
HAFWUI_charged,0.0,308.461,308.461
HAFWUI_clean,0.0,316.155,316.155
HAHCUR_clean,1048.74,0.0,1048.74
HAHPIQ_charged,525.866,0.0,525.866
HAHPOW_clean,534.573,0.120856,534.693856
HAJDII_clean,852.721,0.0,852.721
HAJJAE_clean,0.0,0.0,0.0
HAJLEK_clean,0.0,262.535,262.535
HAJLIO_clean,0.0,269.89,269.89
HAJLOU_clean,0.0,270.239,270.239
HAJLUA_clean,0.0,291.203,291.203
HAJMAH_clean,292.435,0.0,292.435
HAJMEL_clean,0.0,287.511,287.511
HAJMIQ_clean,1947.59,0.0,1947.59
HAJPEQ_clean,0.0,463.517,463.517
HAJYEZ_clean,556.393,0.0,556.393
HAKCAZ_clean,1207.58,56.9628,1264.5428
HAKCIG_clean,0.0,298.57,298.57
HAKSAQ_clean,1425.62,0.0,1425.62
HAKSEU_clean,1341.93,0.0,1341.93
HAKSIY_clean,1228.69,0.0,1228.69
HAKSOE_clean,0.0,1108.31,1108.31
HAKTAR_clean,1407.08,0.0,1407.08
HAKTOF_clean,0.0,1107.02,1107.02
HAKVAT_clean,0.0,984.56,984.56
HAKVEX_clean,0.0,938.783,938.783
HAKVOH_clean,1538.94,0.0,1538.94
HAKVUN_clean,1556.4,0.0,1556.4
HAKWAU_clean,1402.79,0.0,1402.79
HAKWUM_clean,0.0,0.0,0.0
HALQUJ_clean,1565.27,4.23227,1569.50227
HALVAU_clean,1405.4,0.0,1405.4
HAMJOW_clean,1738.09,0.0,1738.09
HAMJUC_clean,1473.65,0.326798,1473.9767980000001
HAMLAL_clean,0.0,118.958,118.958
HAMLIT_clean,1552.45,0.0,1552.45
HAMREU_clean,676.669,0.0,676.669
HAMRIY_clean,626.119,0.0,626.119
HANWAW_clean,1830.26,0.0,1830.26
HAOAER_clean,0.0,0.0,0.0
HAPBAE_clean,1342.18,86.2086,1428.3886
HAPBEI_clean,1233.28,132.708,1365.988
HAPGIR_clean,1305.93,0.0,1305.93
HAPHUD_clean,1705.27,0.0,1705.27
HAPNEU_clean,1268.79,83.8951,1352.6851
HAPNOE_clean,0.0,805.346,805.346
HAPNUK_clean,0.0,803.072,803.072
HAPPAS_clean,0.0,745.608,745.608
HAPVAX_clean,1070.29,0.0,1070.29
HAPVEB_clean,1076.59,0.0,1076.59
HAQJIV_clean,2196.92,0.0,2196.92
HAQKES_clean,1580.89,0.0,1580.89
HAQRID_clean,1650.74,0.0,1650.74
HARGUC_clean,0.0,599.343,599.343
HARHOA_clean,0.0,893.402,893.402
HARHUG_clean,0.0,886.83,886.83
HARNAR_clean,0.0,16.5616,16.5616
HASMIZ_clean,1962.86,0.0,1962.86
HASNIB_clean,1237.59,0.0,1237.59
HASNOH_clean,1123.18,0.0,1123.18
HASNUN_clean,1291.08,0.0,1291.08
HASTAY_clean,1012.9,82.1693,1095.0692999999999
HATZOS02_clean,506.097,0.0,506.097
HATZOS_clean,505.479,0.0,505.479
HAVVUX_clean,878.884,0.0,878.884
HAVYOU_clean,0.0,254.958,254.958
HAVZIP_clean,2016.26,0.0,2016.26
HAWGIX_charged,814.743,0.0,814.743
HAWGIY_clean,399.505,0.0,399.505
HAWREE_clean,538.134,264.79,802.924
HAWVAE_clean,955.302,0.0,955.302
HAWVEI_clean,958.215,0.0,958.215
HAWVIM_clean,950.563,0.0,950.563
HAWVOS_clean,950.995,0.0,950.995
HAWVUY_clean,949.663,0.0,949.663
HAWWAF_clean,939.878,0.0,939.878
HAWWEJ_charged,0.0,718.445,718.445
HAWWEK_clean,2126.01,0.0,2126.01
HAWWIN_clean,2264.05,0.0,2264.05
HAWWOT_clean,2248.95,0.0,2248.95
HAWWOU_clean,0.0,210.148,210.148
HAWWUZ_clean,2248.38,0.0,2248.38
HAWYUB_clean,915.46,0.0,915.46
HAWZEM_clean,732.378,0.0,732.378
HAWZIQ_clean,0.0,668.333,668.333
HAXJEX_clean,0.0,0.0,0.0
HAXMUP_clean,979.439,0.0,979.439
HAXNOJ_clean,1908.21,0.0,1908.21
HAYLIE_clean,1368.2,0.0,1368.2
HAYTEI_clean,0.0,531.367,531.367
HAYZIU_clean,0.0,281.507,281.507
HAZGOF01_clean,0.0,2.74419,2.74419
HAZGOF01_clean_h,0.0,3.92872,3.92872
HAZGOF02_clean_h,0.0,3.27938,3.27938
HAZGOF03_clean_h,0.0,6.94312,6.94312
HAZGOF04_clean_h,0.0,5.31455,5.31455
HAZGOF05_clean_h,0.0,6.54298,6.54298
HAZGOF06_clean_h,0.0,5.93831,5.93831
HAZGOF07_clean_h,0.0,3.02988,3.02988
HAZGOF08_clean_h,0.0,4.18626,4.18626
HAZGOF_clean,0.0,21.7293,21.7293
HAZNED_clean,0.0,326.753,326.753
HAZNIH_clean,0.0,316.618,316.618
HAZNON_clean,0.0,289.634,289.634
HAZSIL_clean,1666.89,0.0,1666.89
HAZWIP_clean,3085.45,0.0,3085.45
HEBGUS_clean,0.0,70.747,70.747
HEBJAB_clean,566.318,0.0,566.318
HEBKEG_clean,626.952,0.0,626.952
HEBNIN_clean,1212.97,0.203274,1213.173274
HEBNOT_clean,1504.05,0.0,1504.05
HEBPUB_charged,0.0,51.7177,51.7177
HEBTAL_clean,0.0,344.798,344.798
HEBTEP_clean,0.0,328.299,328.299
HEBZAR,0.0,842.713,842.713
HEBZEV,967.61,0.0,967.61
HEDBEZ_clean,1040.18,0.0,1040.18
HEDBID_clean,1018.88,0.0,1018.88
HEDBOJ_clean,1507.8,0.0,1507.8
HEDBUP_clean,1501.61,0.0,1501.61
HEDCAW_clean,1876.38,0.0,1876.38
HEDCEA_clean,0.0,245.65,245.65
HEDCIE_clean,1469.43,0.0,1469.43
HEDGUS_clean,0.0,0.0,0.0
HEDTER_clean,0.0,136.428,136.428
HEFDED_clean,535.294,0.0,535.294
HEFDIH_clean,0.0,67.1888,67.1888
HEFDON_clean,944.996,87.4212,1032.4171999999999
HEFDON_ion_b,916.803,82.8872,999.6902
HEFDUT_charged,1079.11,55.6521,1134.7621
HEFFAB_charged,1037.18,35.7847,1072.9647
