Structures,Density,cell_volume,POA_VF,PONA_VF,PO_VF
EBEXIU02_clean,1.98749,1525.63,0.303,0.0,0.303
EBEXIV_clean,1.16803,13616.0,0.6016,0.0,0.6016
EBEZUI_ion_b,1.37981,3187.54,0.3638,0.0,0.3638
EBIDIE_charged,1.47387,4751.19,0.2518,0.0,0.2518
EBIDOK_ion_b,0.88059,11602.1,0.5373,0.0,0.5373
EBIHII_clean,1.13174,2989.25,0.5667,0.0,0.5667
EBIJAC_clean,1.35778,9730.88,0.2587,0.0,0.2587
EBIMEJ_clean,1.25917,2506.26,0.489,0.0,0.489
EBIMIN_charged,1.389,4483.03,0.2068,0.0174,0.2242
EBIMOT_charged,1.34295,4310.8,0.1972,0.0,0.1972
EBINUA01_clean,1.01288,5875.68,0.2976,0.0,0.2976
EBINUA02_clean,1.0337,5757.31,0.2827,0.0,0.2827
EBINUA_clean,1.02004,5834.43,0.2461,0.0403,0.2864
EBIPIQ_clean,1.63961,1153.41,0.1855,0.0,0.1855
EBIPOX_clean,1.02316,2486.08,0.6358,0.0,0.6358
EBISAM_clean,1.27153,2349.56,0.2786,0.0,0.2786
EBISEQ_clean,1.32667,2407.22,0.2642,0.0,0.2642
EBITAL01_clean,1.50398,1532.27,0.4002,0.0,0.4002
EBITAL_clean,1.51495,1521.18,0.3676,0.0,0.3676
EBIZUN_clean,0.790487,9119.25,0.701,0.0,0.701
EBOBIJ_clean,0.939565,2556.8,0.5365,0.0,0.5365
EBOCOQ_clean,0.987787,2607.07,0.4686,0.0,0.4686
EBOJOV_clean,2.49061,3306.75,0.3937,0.0,0.3937
EBOTOF_clean,1.67322,1135.07,0.3383,0.0,0.3383
EBOXEA_clean,1.32843,6939.04,0.3998,0.0,0.3998
EBUFUE_clean,1.10917,6580.37,0.2865,0.0,0.2865
EBUQEX_clean,0.890694,6061.06,0.4911,0.0,0.4911
EBUQIB_clean,1.1026,10555.9,0.3546,0.0,0.3546
EBUQOH_charged,1.14864,14201.8,0.2604,0.0,0.2604
EBUREA_clean,1.31199,2033.35,0.3711,0.0141,0.3852
ECAFOG_clean,1.12614,6899.05,0.4176,0.0034,0.42100000000000004
ECAHAT_clean,0.854274,3160.17,0.4814,0.0,0.4814
ECAHEX_clean,1.20906,1598.17,0.288,0.0,0.288
ECAHOH_clean,1.21823,1586.14,0.2819,0.0,0.2819
ECAHUN_clean,0.854178,6321.04,0.4164,0.0647,0.48109999999999997
ECALIF_clean,3.11473,3095.26,0.0336,0.0,0.0336
ECALOL_clean,2.96232,3127.6,0.0385,0.0,0.0385
ECASAD_clean,1.61904,982.4,0.2889,0.0,0.2889
ECASOS_clean,1.86913,1356.3,0.1752,0.0,0.1752
ECEBEW_clean,1.31533,1828.04,0.4251,0.0,0.4251
ECEDAU_clean,1.53177,1046.5,0.3238,0.0,0.3238
ECEDEY_clean,1.02837,2534.04,0.4582,0.0,0.4582
ECEZAO01_clean,1.43328,635.358,0.3334,0.0,0.3334
ECEZAO_clean,1.42755,640.255,0.3943,0.0,0.3943
ECIVUH_clean,2.48019,1436.28,0.2352,0.0,0.2352
ECIWIW_clean,1.32412,15093.3,0.2129,0.001,0.2139
ECIWOC_clean,1.40153,3518.34,0.2172,0.0,0.2172
ECIWUJ_clean,1.49231,684.551,0.2374,0.0,0.2374
ECIYEU01_clean,2.06631,2454.94,0.2915,0.0,0.2915
ECIYEU02_clean,2.07083,2449.59,0.2889,0.0,0.2889
ECIYEU_clean,1.94686,1306.22,0.3498,0.0,0.3498
ECNPYR01_clean,1.80344,445.023,0.5599,0.0,0.5599
ECODEG_clean,1.34842,3513.3,0.4485,0.0,0.4485
ECODIK_clean,1.19981,2144.08,0.5474,0.0,0.5474
ECODOQ_clean,2.18839,1836.51,0.3434,0.0,0.3434
ECOGEI_clean,0.998724,7128.02,0.4206,0.0,0.4206
ECOLEP_clean,0.407232,6476.46,0.8807,0.0,0.8807
ECOLOX_clean,3.73963,1394.3,0.6052,0.0,0.6052
ECORIX_clean,1.56578,670.661,0.3399,0.0,0.3399
ECOROD_clean,1.54054,682.426,0.348,0.0,0.348
ECOSIY_clean,2.15491,1214.01,0.2937,0.0,0.2937
ECOTOG_clean,1.83477,1294.19,0.0678,0.0388,0.1066
ECUCIP_clean,1.89349,703.616,0.2648,0.0,0.2648
ECUCOV_clean,1.95569,693.06,0.2576,0.0,0.2576
ECUCUB_clean,2.08541,672.428,0.2086,0.0,0.2086
ECUDAI_clean,1.47319,886.942,0.4477,0.0,0.4477
ECUDEM_clean,1.50996,878.807,0.449,0.0,0.449
ECUDIR_charged,2.64413,1585.18,0.4088,0.0,0.4088
ECUDIR_clean,2.64413,1585.18,0.4088,0.0,0.4088
ECUDOX_clean,2.34011,1586.77,0.6191,0.0,0.6191
ECUFAL_charged,2.91222,1590.82,0.3375,0.0,0.3375
ECUFEP_charged,2.93369,1587.06,0.3178,0.0,0.3178
ECUGEQ_clean,2.29908,3230.18,0.6004,0.0,0.6004
ECUTON_clean,1.4678,1967.27,0.1692,0.0,0.1692
EDABOC_clean,1.69765,796.473,0.3007,0.0,0.3007
EDADET_clean,2.14016,1083.19,0.3262,0.0,0.3262
EDADIX_clean,1.24361,1642.9,0.426,0.0,0.426
EDAFUM_clean,1.77302,1674.2,0.3691,0.0,0.3691
EDAGAT_clean,1.84563,1608.33,0.3345,0.0,0.3345
EDAGEX_clean,1.79444,1654.22,0.3639,0.0,0.3639
EDAPIK_clean_h,0.672755,4961.15,0.6495,0.0,0.6495
EDATOT_clean,0.668028,7377.42,0.7872,0.0,0.7872
EDAVOV_clean,1.632,1469.49,0.1765,0.0,0.1765
EDECOG_clean,1.66761,12836.6,0.756,0.0,0.756
EDEPAG_clean,1.47756,1789.77,0.4753,0.0,0.4753
EDIKEH_clean,1.65442,648.483,0.2741,0.0,0.2741
EDIKIL_clean,1.3412,1312.1,0.5989,0.0,0.5989
EDOMAM_clean,0.809806,3132.03,0.6214,0.0,0.6214
EDORIY_charged,2.74632,9506.64,0.2064,0.0,0.2064
EDOVEA_charged,1.53264,5981.42,0.4943,0.0,0.4943
EDOVIE_charged,1.54505,6018.01,0.5051,0.0,0.5051
EDOYOL_clean,1.95196,2618.51,0.4538,0.0,0.4538
EDUSIF_clean,0.593338,4309.39,0.8072,0.0,0.8072
EDUSOL_clean,2.18826,17117.3,0.5201,0.0,0.5201
EDUSUR_clean,0.720686,17066.9,0.7294,0.0,0.7294
EDUTIG_clean,0.712902,17257.7,0.6931,0.0,0.6931
EDUVAA_clean,0.690728,10099.6,0.7161,0.0,0.7161
EDUVOO_clean,0.373403,10160.0,0.8611,0.0,0.8611
EDUVUU_clean,0.697727,9882.18,0.7895,0.0,0.7895
EDUWAB_clean,0.347361,9924.93,0.8982,0.0,0.8982
EFEGEC_clean,2.0207,1519.32,0.3238,0.0,0.3238
EFEGOM_clean,1.11988,2810.97,0.5034,0.0,0.5034
EFESEP_clean,0.910166,14833.0,0.4936,0.0,0.4936
EFESIT_clean,1.0062,14858.9,0.4489,0.0,0.4489
EFESOZ_clean,0.9137,14775.7,0.5061,0.0,0.5061
EFILUA_clean,2.5004,2709.98,0.3455,0.0,0.3455
EFIMOV_clean,1.77157,1400.19,0.34,0.0,0.34
EFIMUB_clean,1.65057,836.881,0.4317,0.0,0.4317
EFOSUO_clean,2.23497,4873.23,0.6637,0.0,0.6637
EFOTAV_clean,2.18747,4979.04,0.6777,0.0,0.6777
EFOTEZ_clean,2.67676,4999.82,0.6562,0.0,0.6562
EFOTID_clean,3.01069,5303.74,0.633,0.0,0.633
EGABAR_clean,2.32794,3040.89,0.3581,0.0,0.3581
EGAFOJ_clean,1.44245,1039.05,0.4285,0.0,0.4285
EGAFUP_clean,1.46602,1034.43,0.4274,0.0,0.4274
EGAGAW_clean,1.50716,1023.21,0.431,0.0,0.431
EGAGEA_clean,1.52814,1020.66,0.4336,0.0,0.4336
EGATAI_clean,0.959509,2834.35,0.7129,0.0,0.7129
EGATEM_clean,0.847968,9052.13,0.5514,0.0,0.5514
EGATIQ_clean,0.815931,9405.6,0.5638,0.0,0.5638
EGATOW_clean,1.20816,4117.17,0.6119,0.0,0.6119
EGEJIK_clean5b,0.680562,4871.13,0.7149,0.0,0.7149
EGEJIK_manual,0.680562,4871.13,0.7149,0.0,0.7149
EGEJOQ_clean,1.25003,9972.65,0.3416,0.0133,0.3549
EGEJUW_clean,1.01741,9861.67,0.484,0.0,0.484
EGELUY01_clean,0.943691,732.372,0.5861,0.0,0.5861
EGELUY01_manual,0.947391,1459.02,0.5768,0.0,0.5768
EGELUY_SL,0.950432,1454.36,0.5736,0.0,0.5736
EGELUY_clean,0.949281,1454.36,0.5803,0.0,0.5803
EGELUY_manual,0.949281,1454.36,0.5767,0.0,0.5767
EGIFUV_clean,1.04544,9473.85,0.443,0.0119,0.4549
EGOXII_clean,1.73248,2846.45,0.414,0.0,0.414
EGOZAB_clean,1.03834,4734.37,0.558,0.0,0.558
EGUNAX_clean,1.4477,1463.81,0.3417,0.0,0.3417
EHAFEA_clean,2.22058,1353.9,0.5026,0.0,0.5026
EHAFIE_clean,2.06302,1404.3,0.5318,0.0,0.5318
EHAFOK_clean,2.07064,1400.4,0.5313,0.0,0.5313
EHAFUQ_clean,2.0894,1393.12,0.5311,0.0,0.5311
EHAGAX_clean,2.13433,1373.32,0.5208,0.0,0.5208
EHAGEB_clean,2.1363,1374.54,0.5193,0.0,0.5193
EHAGIF_clean,2.1778,1356.41,0.5237,0.0,0.5237
EHAGOL_clean,2.17273,1362.14,0.5203,0.0,0.5203
EHAGUR_clean,2.19821,1351.75,0.5165,0.0,0.5165
EHALOP_clean,0.941,734.466,0.5898,0.0,0.5898
EHALOP_manual,0.939011,1472.04,0.5806,0.0,0.5806
EHEKUY_clean,1.28701,4659.62,0.3131,0.0,0.3131
EHIHEI_clean,2.08697,1810.1,0.3386,0.0,0.3386
EHIHOU_clean,2.01588,2843.74,0.1346,0.0142,0.1488
EHIPOC_clean,1.51785,1182.64,0.2939,0.0,0.2939
EHODOV_SL,1.13784,4530.34,0.5166,0.0,0.5166
EHODOV_clean,1.13489,4530.35,0.513,0.0,0.513
EHUCOA_clean,0.982476,3547.93,0.4592,0.0026,0.4618
EHUSUX_clean,0.797571,15400.2,0.6023,0.0,0.6023
EHUTAE_clean,0.725635,19072.0,0.6214,0.0,0.6214
EJATIS_clean,2.74932,854.481,0.3092,0.0,0.3092
EJAXIW_clean,0.942507,3039.92,0.5094,0.0,0.5094
EJEFOP_clean,1.60769,1849.8,0.2015,0.0,0.2015
EJEGOQ_clean,2.99053,9185.38,0.565,0.0,0.565
EJEGUW_clean,3.2274,18408.1,0.454,0.0008,0.45480000000000004
EJEHAD_clean,3.04167,9201.31,0.4844,0.0,0.4844
EJESUJ_clean,0.622379,17583.4,0.7637,0.0,0.7637
EJETAQ_clean,0.673241,16885.9,0.7503,0.0,0.7503
EJIDUW01_clean,1.5584,768.105,0.3752,0.0,0.3752
EJIDUW02_clean,1.53852,778.027,0.3907,0.0,0.3907
EJONOH_clean,1.47939,809.464,0.3553,0.0,0.3553
EJOQOL_clean,1.29085,9899.45,0.4599,0.0,0.4599
EJOQUR_clean,0.926552,14597.7,0.6454,0.0,0.6454
EJORAY_clean,1.33891,1280.08,0.5154,0.0,0.5154
EJOZOU_clean,1.26256,8267.09,0.2541,0.0,0.2541
EJULUS_clean,1.50802,3947.63,0.2717,0.0,0.2717
EJUVOU_clean,2.67544,1754.8,0.3205,0.0,0.3205
EKARUE_clean,1.5527,2949.76,0.1271,0.0292,0.1563
EKEKIQ_clean,1.16703,4378.57,0.4188,0.0,0.4188
EKEKOW_clean,1.19584,4429.12,0.4434,0.0,0.4434
EKEMEO_clean,1.09604,11641.5,0.5854,0.0,0.5854
EKEQIV_clean,2.0444,2636.78,0.3581,0.0023,0.3604
EKETOF_clean,1.63804,2385.62,0.1689,0.0076,0.1765
EKETUL_clean,1.64611,2402.01,0.1697,0.0114,0.18109999999999998
EKEVAT_clean,1.70718,2348.52,0.1692,0.0068,0.176
EKIDEH_clean,2.41757,3158.52,0.3801,0.0,0.3801
EKIDIL_clean,2.56508,3182.58,0.2933,0.0,0.2933
EKIGIQ_clean,1.56622,3483.27,0.2405,0.0,0.2405
EKIGOW_clean,1.4151,3315.73,0.2233,0.0,0.2233
EKIJAL_clean,1.82571,1114.01,0.1585,0.0,0.1585
EKIJEP01_clean,1.77491,1147.23,0.1664,0.0,0.1664
EKIJEP_clean,1.79721,1133.0,0.1657,0.0,0.1657
EKOKIA_clean,1.40385,2990.96,0.447,0.0,0.447
EKOPEA_clean,1.2074,2644.54,0.5176,0.0,0.5176
EKOPIE_clean,1.21526,4043.98,0.5934,0.0,0.5934
EKOPOK_clean,1.24495,2735.5,0.497,0.0,0.497
EKOPUQ_clean,0.972371,3913.4,0.4931,0.0,0.4931
EKUPEG_clean,0.865202,15044.7,0.5907,0.0013,0.592
ELAFUT_clean,1.56325,1455.62,0.3247,0.0,0.3247
ELAZEX_clean,1.98591,2824.56,0.1472,0.0,0.1472
ELECIJ_clean,1.40049,5655.42,0.508,0.0,0.508
ELELEN_clean,0.915782,1828.14,0.4016,0.0,0.4016
ELERIX01_clean,2.45669,3210.39,0.1153,0.0,0.1153
ELERIX_clean,2.48309,3128.07,0.1304,0.0,0.1304
ELEROD_clean,2.52901,3105.57,0.1352,0.0,0.1352
ELIJOZ_clean,1.48251,984.175,0.4103,0.0,0.4103
ELIJUF_clean,1.36019,947.644,0.4118,0.0,0.4118
ELIKAM_clean,1.49693,976.449,0.4192,0.0,0.4192
ELIKEQ_clean,1.51189,974.109,0.4144,0.0,0.4144
ELIKIU_clean,1.54816,964.413,0.4143,0.0,0.4143
ELIKOA_clean,1.55809,961.689,0.4106,0.0,0.4106
ELIKUG_clean,1.57969,959.652,0.41,0.0,0.41
ELILAN_clean,1.61177,951.371,0.4066,0.0,0.4066
ELILER_clean,1.63697,946.381,0.4099,0.0,0.4099
ELILIV_clean,1.64354,945.982,0.411,0.0,0.411
ELIYUU_clean,1.72564,1771.51,0.396,0.0,0.396
ELOFIU_charged,1.18634,994.429,0.295,0.0,0.295
ELOGUJ_clean,3.13806,7068.18,0.3618,0.0,0.3618
ELOHOE_clean,1.15001,4859.34,0.3497,0.0,0.3497
ELOXIN_clean,1.63379,1965.6,0.3032,0.0,0.3032
ELOZEK_clean,2.80091,3990.13,0.1205,0.0024,0.1229
ELOZIQ_clean,1.56317,11114.7,0.4883,0.0037,0.492
ELOZUC_clean,1.87011,6170.47,0.197,0.0093,0.2063
ELUJAY_clean,1.68009,4248.26,0.3451,0.0,0.3451
ELUJEC_clean,1.73198,4186.68,0.3356,0.0,0.3356
ELUQIM01_clean,1.76133,377.941,0.1623,0.073,0.2353
ELUQIM13_clean,1.76113,377.984,0.1709,0.0715,0.2424
ELUZES_clean,1.7311,3930.35,0.615,0.0,0.615
EMAFII_charged,1.29853,7872.4,0.2459,0.0,0.2459
EMAGAB_clean,1.35618,1582.52,0.2745,0.0217,0.2962
EMAMOW_clean,1.11834,4525.9,0.3151,0.0,0.3151
EMAMUC_clean,1.22272,4161.0,0.2783,0.0,0.2783
EMANAH_clean,1.80411,2402.73,0.4836,0.0,0.4836
EMAPAK_clean,0.925375,4900.7,0.5145,0.0026,0.5171
EMEGEJ_clean,1.25561,1805.42,0.3616,0.0,0.3616
EMEHUB_clean,1.40377,1495.84,0.3546,0.0,0.3546
EMICUZ_clean,1.64268,1810.31,0.1859,0.0,0.1859
EMIFOW_charged,1.40224,17008.8,0.6527,0.0,0.6527
EMIFOW_clean,1.40224,17008.8,0.6527,0.0,0.6527
EMIGEN_charged,1.09302,11251.2,0.718,0.0,0.718
EMIGIR_charged,1.39411,17232.0,0.6461,0.0,0.6461
EMIGOX_charged,1.53443,16410.3,0.5771,0.0,0.5771
EMIGOX_clean,1.53443,16410.3,0.576,0.0,0.576
EMIGUD_charged,1.49442,17099.0,0.5698,0.0,0.5698
EMIHAK_charged,1.48471,17461.8,0.5471,0.0,0.5471
EMIHEO_charged,1.43722,7886.41,0.6835,0.0,0.6835
EMIREX_clean,1.19458,3486.56,0.5242,0.0,0.5242
EMITUQ01_clean,0.998352,5931.2,0.5017,0.0129,0.5146000000000001
EMITUQ_clean,0.974534,6076.17,0.5124,0.0125,0.5248999999999999
EMIVAY,1.16854,3171.21,0.3178,0.0216,0.33940000000000003
EMIYEF_clean,1.99702,1043.61,0.3598,0.0,0.3598
EMIYUW_clean,0.698012,19152.0,0.7036,0.0,0.7036
EMODOZ_clean,1.98236,2686.53,0.4856,0.0,0.4856
EMOFIX_clean,1.27156,2417.49,0.2426,0.0,0.2426
EMOHIZ_clean,1.23803,2448.34,0.2504,0.0,0.2504
EMOSOO_clean,2.58243,1818.01,0.3409,0.0,0.3409
EMOSOP_clean,1.72177,2581.69,0.188,0.0,0.188
EMUBIZ_clean,1.37229,4057.05,0.6387,0.0,0.6387
EMUBOF_clean,1.19874,7178.28,0.646,0.0,0.646
EMUTUD_clean,1.60094,2033.18,0.4615,0.0,0.4615
EMUVAL_clean,1.59615,2032.62,0.4588,0.0,0.4588
EMUYAM01_clean,2.82255,1398.01,0.051,0.0263,0.0773
EMUYAM_clean,1.86364,1539.19,0.0691,0.0585,0.1276
ENAFOP_ion_b,1.18111,8431.44,0.3911,0.0094,0.4005
ENANIS_clean,1.33735,2184.72,0.2989,0.0,0.2989
ENCDBZ01_clean,1.33226,1059.63,0.582,0.0,0.582
ENCDBZ_clean,1.35947,1057.7,0.6521,0.0,0.6521
ENCNBZ01_clean,1.43907,474.544,0.6338,0.0,0.6338
ENEQUL_clean,0.96801,3993.94,0.4885,0.0,0.4885
ENERIY_clean,1.77823,1608.15,0.3135,0.0,0.3135
ENESOH_clean,0.639206,19615.9,0.6799,0.0,0.6799
ENESUN_clean,0.626692,19812.0,0.6683,0.0,0.6683
ENIHUG01_clean,0.585033,15493.0,0.76,0.0,0.76
ENIHUG_clean,0.581484,15587.6,0.7723,0.0,0.7723
ENISOK_clean,1.14432,2128.31,0.5178,0.0,0.5178
ENISUQ_clean,0.992256,2069.75,0.511,0.0,0.511
ENITAX_clean,0.573061,3683.54,0.777,0.0,0.777
ENITEB_clean,0.909449,4945.42,0.6094,0.0,0.6094
ENITIF_clean,0.993739,4054.51,0.5137,0.0045,0.5182
ENITOL_clean,1.0207,7894.82,0.4696,0.0,0.4696
ENIXUV_clean,1.04896,8023.52,0.4198,0.0008,0.42060000000000003
ENOSAD_clean,1.63787,2125.71,0.3587,0.0,0.3587
ENOVAG_clean,1.29505,8050.27,0.5315,0.0,0.5315
ENUCOG_clean,1.86086,2008.82,0.373,0.0166,0.3896
EPAGEJ_clean,1.66805,12261.9,0.2879,0.0,0.2879
EPAVAU_clean,1.64446,12491.9,0.3203,0.0,0.3203
EPAXAW_clean,1.75762,1135.34,0.2014,0.0,0.2014
EPECEJ_clean,0.908491,9625.74,0.5436,0.0,0.5436
EPECIN_clean,1.05634,8165.23,0.4522,0.0,0.4522
EPECOT_clean,1.2697,7746.29,0.2343,0.0653,0.2996
EPEWAY01_clean,1.28071,3206.61,0.3516,0.0,0.3516
EPEWAY_clean,1.27095,3231.26,0.3628,0.0,0.3628
EPEWEC_clean,1.27191,3228.8,0.3646,0.0,0.3646
EPEXUU_clean,1.21365,8836.41,0.3848,0.0,0.3848
EPEYAB_clean,1.24571,8609.01,0.3796,0.0,0.3796
EPISOM_clean,0.677616,11988.3,0.7308,0.0,0.7308
EPONAA_clean,0.495184,5792.36,0.8524,0.0,0.8524
EPONEE_clean,0.492814,5820.22,0.8566,0.0,0.8566
EPOPEG_clean,0.955888,3279.08,0.5558,0.0,0.5558
EPOTAF_clean,0.575241,4270.18,0.7703,0.0,0.7703
EPOXAJ_clean,3.60105,1110.58,0.5577,0.0,0.5577
EPUJIJ_clean,1.85806,2101.8,0.4194,0.0,0.4194
EPUSUE_clean,2.09876,3808.01,0.546,0.0,0.546
EPUTUF_charged,1.3462,3656.67,0.2445,0.0077,0.2522
EPUVAN_charged,1.35284,3651.69,0.2467,0.0045,0.2512
EPUXET_clean,1.25583,5934.07,0.2245,0.0,0.2245
EQAMUG_clean,1.81883,3501.42,0.3209,0.0,0.3209
EQERAU_clean,0.830188,3783.66,0.5942,0.0,0.5942
EQEREY_clean,1.08432,4070.02,0.4578,0.0,0.4578
EQERIC_clean,1.08357,2036.42,0.473,0.0,0.473
EQEROJ_clean,1.42386,2533.67,0.3036,0.0,0.3036
EQETAX_clean,0.890782,5053.04,0.5874,0.0,0.5874
EQIWAD_clean,2.05517,1067.47,0.0975,0.0,0.0975
EQOCES01_clean,1.09166,4699.05,0.4542,0.0,0.4542
EQOCES_clean,1.15614,1109.24,0.4436,0.0,0.4436
EQOCIW_clean,1.17639,1090.15,0.4285,0.0,0.4285
EQOCOC01_clean,0.963226,6940.09,0.5967,0.0,0.5967
EQOXIT_clean,1.19569,4876.08,0.3983,0.0,0.3983
EQUBIC_clean,2.01313,2481.83,0.3452,0.0,0.3452
EQUBOI_clean,1.94101,2526.41,0.3566,0.0,0.3566
EQUBUO_clean,1.98147,2510.26,0.3512,0.0,0.3512
EQUCOI_clean,1.67389,2181.53,0.4187,0.0,0.4187
EQUNEL_clean,1.01632,11578.5,0.6747,0.0,0.6747
EQUNIP_clean,0.882362,17879.0,0.6749,0.0,0.6749
ERAHOV_clean,0.942162,2749.89,0.6957,0.0,0.6957
ERALEQ_clean,0.97783,8603.75,0.6433,0.0,0.6433
ERALIU_clean,1.02804,8957.37,0.6879,0.0,0.6879
ERALUG_clean,1.11121,14705.7,0.5822,0.0,0.5822
ERAMAN_clean,0.963545,9885.6,0.6683,0.0,0.6683
ERAMER_clean,0.685959,9008.23,0.716,0.0,0.716
ERAMOB_clean,0.863356,15561.6,0.6348,0.0,0.6348
ERAMUH_clean,0.907724,9428.65,0.7032,0.0,0.7032
ERANAO_clean,6.44423,1000.0,0.2811,0.0,0.2811
ERANES_clean,0.804109,8924.41,0.6598,0.0,0.6598
ERANOC_clean,0.839837,18886.4,0.6483,0.0,0.6483
ERAQAR_clean,1.40447,2950.51,0.5586,0.0,0.5586
EREFEN01_SL,1.13683,2393.85,0.4378,0.0,0.4378
EREFEN01_clean,1.12984,2393.85,0.4533,0.0,0.4533
EREGOY_clean,0.879553,6323.57,0.6319,0.0,0.6319
ERELIX_clean,1.23268,2772.45,0.3825,0.0,0.3825
ERIGER_clean,1.32558,9091.35,0.2807,0.0,0.2807
ERIJUM_clean,1.21845,5996.29,0.5171,0.0,0.5171
ERIWAF_clean,0.840538,7152.97,0.6908,0.0,0.6908
EROCIZ_clean,1.39658,7180.05,0.2879,0.0,0.2879
ERUFUS_clean,1.50899,1031.92,0.2915,0.0,0.2915
ERULEK_clean,0.799593,16691.3,0.5724,0.0,0.5724
ERUNIQ_clean,1.36807,3719.8,0.4191,0.0,0.4191
ERUNOW_clean,0.884315,17646.5,0.5441,0.0,0.5441
ERUVEU_clean,2.21788,1746.33,0.1319,0.0,0.1319
ESANET_clean,1.80232,6355.28,0.3725,0.0,0.3725
ESARAT_clean,1.24022,4013.17,0.3673,0.0,0.3673
ESARIB_clean,1.8746,3833.33,0.1694,0.0,0.1694
ESAROH_clean,1.3675,3775.91,0.2085,0.0095,0.218
ESARUN_clean,1.14221,2455.35,0.4012,0.0,0.4012
ESASAU_clean,1.37708,3817.3,0.2228,0.0,0.2228
ESASEY_clean,1.28472,3781.27,0.2435,0.0024,0.2459
ESATAU_clean,1.46808,1553.96,0.3062,0.0,0.3062
ESEDIQ_clean,0.83454,3929.72,0.6074,0.0,0.6074
ESEHIV_clean,1.24278,1546.56,0.3813,0.0,0.3813
ESEQUO_clean,1.17049,1119.69,0.4722,0.0,0.4722
ESEVIH_clean,1.51625,3109.42,0.4344,0.0372,0.4716
ESEVIJ_clean,3.3189,14935.8,0.3855,0.0,0.3855
ESIDOB_clean,1.32897,2384.25,0.4603,0.0,0.4603
ESIFET_clean,1.42533,5841.32,0.4705,0.0,0.4705
ESIGES01_clean,1.28243,2521.57,0.5397,0.0,0.5397
ESIGES02_clean,1.28541,2515.73,0.5204,0.0,0.5204
ESIGES_clean,1.29046,2505.89,0.5271,0.0,0.5271
ESIPUR02_clean,1.61266,2676.8,0.106,0.0299,0.1359
ESIPUR_clean,1.61916,2666.06,0.1106,0.0164,0.127
ESIWAF_clean,1.65491,772.327,0.4796,0.0,0.4796
ESOROV_clean,1.87675,5226.96,0.0734,0.0175,0.09090000000000001
ESUMOU01_clean,1.6553,750.402,0.2994,0.0,0.2994
ESUMOU_clean,1.59759,777.508,0.3247,0.0,0.3247
ESURER01_clean,1.40497,2520.07,0.4673,0.0,0.4673
ESURER02_clean,1.40899,2512.89,0.4649,0.0,0.4649
ESURER03_clean,1.40989,2511.28,0.4653,0.0,0.4653
ESURER04_clean,1.36538,2593.13,0.4873,0.0,0.4873
ESURER_clean,1.3933,2541.17,0.4734,0.0,0.4734
ESUSAO01_clean,1.43147,1236.71,0.457,0.0,0.457
ESUSAO_clean,1.43017,1237.83,0.4605,0.0,0.4605
ESUSIW_clean,1.39203,2543.49,0.4675,0.0,0.4675
ESUSOC01_clean,1.36351,1298.34,0.5072,0.0,0.5072
ESUSOC02_clean,1.36801,1294.08,0.5059,0.0,0.5059
ESUSOC_clean,1.36444,1297.46,0.5014,0.0,0.5014
ESUTAP_clean,1.37347,2577.86,0.5,0.0,0.5
ESUTIX_clean,1.35339,7848.32,0.4819,0.0,0.4819
ESUVAR01_clean,1.54928,1142.67,0.4235,0.0,0.4235
ESUVAR02_clean,1.66256,1064.81,0.3841,0.0,0.3841
ESUVAR_clean,1.47064,1203.77,0.4498,0.0,0.4498
ESUVOF_clean,1.38485,2556.69,0.4832,0.0,0.4832
ETAXIH_clean,1.63541,3637.92,0.2489,0.0021,0.251
ETAYAA_clean,1.09216,2864.04,0.5389,0.0,0.5389
ETECIR_clean,1.44521,6156.1,0.522,0.0,0.522
ETECOX_clean,1.07802,6083.7,0.7305,0.0,0.7305
ETEJIX01_clean,1.08358,1314.98,0.6559,0.0,0.6559
ETEJIX_clean,1.05868,1355.41,0.6651,0.0,0.6651
ETEJOD01_clean,1.10092,1316.45,0.6671,0.0,0.6671
ETEJOD_clean,1.12771,1338.23,0.6539,0.0,0.6539
ETEJUJ_clean,1.11208,1327.53,0.6599,0.0,0.6599
ETEKAQ01_clean,1.17141,1279.83,0.6252,0.0,0.6252
ETEKAQ01_clean5b,1.17141,1279.83,0.6252,0.0,0.6252
ETEKAQ01_manual,1.17141,1279.83,0.6252,0.0,0.6252
ETEKAQ_clean,1.13284,1323.41,0.6614,0.0,0.6614
ETEKEU_clean,1.16256,1318.17,0.6641,0.0,0.6641
ETEMEX_clean,1.5488,2610.35,0.2663,0.0,0.2663
ETEMIB_clean,1.37796,2227.57,0.3898,0.0,0.3898
ETEPID_clean,1.10537,15196.0,0.408,0.0,0.408
ETEQUQ_clean,2.21544,1771.76,0.5246,0.0,0.5246
ETESIG_clean,1.34804,3859.97,0.3719,0.0,0.3719
ETEXEI01_clean,1.51395,2264.23,0.5521,0.0,0.5521
ETEXEI_clean,1.52654,2245.56,0.5484,0.0,0.5484
ETICIV_clean,1.37961,5949.82,0.2294,0.0,0.2294
ETIPII_clean,1.3361,3381.96,0.3849,0.0027,0.3876
ETIXAI_clean,1.21689,5210.57,0.2906,0.0051,0.2957
ETIXEM_clean,1.32726,5343.48,0.1918,0.0014,0.1932
ETIXIQ_clean,0.848377,9927.45,0.5414,0.0,0.5414
ETIXOW_clean,1.58012,2426.27,0.4145,0.0,0.4145
ETIYEN_clean,1.46361,2524.54,0.4231,0.0,0.4231
ETUWEW_clean,1.56386,1386.3,0.6262,0.0,0.6262
