Structures,Density,cell_volume,POA_VF,PONA_VF,PO_VF
ADAXIO_clean,1.28062,3289.83,0.3813,0.0,0.3813
ADEGIA01_clean,1.60142,836.632,0.4449,0.0,0.4449
ADEGIA_clean,1.59673,839.092,0.4527,0.0,0.4527
ADIQEL_clean,1.23763,953.188,0.3759,0.0,0.3759
ADOBAX,1.63796,4446.68,0.354,0.0,0.354
ADOBAX_charged,1.63796,4446.68,0.3486,0.0,0.3486
ADOBEB_charged,1.63796,4446.68,0.3489,0.0,0.3489
ADOBIF_clean,1.58873,4259.51,0.45,0.0132,0.4632
ADOBOL_charged,1.71617,4259.51,0.2529,0.0766,0.3295
ADOBOL_clean,1.71617,4259.51,0.2529,0.0766,0.3295
ADOBUR_charged,1.70055,4265.55,0.2515,0.0784,0.32989999999999997
ADOCAY_charged,1.70055,4265.55,0.2515,0.0786,0.3301
ADOCEC_clean,1.53544,4267.91,0.4571,0.0184,0.47550000000000003
ADOCIG_charged,1.74701,4267.91,0.2546,0.0835,0.3381
ADODAA_charged,1.03876,6865.58,0.6426,0.0,0.6426
ADODII_clean,1.21661,1701.58,0.4144,0.0,0.4144
ADODOO_clean,1.28796,1640.99,0.3983,0.0,0.3983
ADODUU_clean,1.31573,1623.93,0.3928,0.0,0.3928
ADOGEH_clean,1.01991,18261.3,0.6253,0.0,0.6253
ADUWIH_clean,0.722123,10752.9,0.6653,0.0,0.6653
AFEDIA_clean,1.70887,1470.65,0.1585,0.0244,0.1829
AFEJOK_ion_b,1.10129,1882.85,0.5127,0.0,0.5127
AFEKAX_clean,0.987281,982.628,0.6233,0.0,0.6233
AFENEE_clean,1.24906,1989.98,0.3315,0.0,0.3315
AFIPAH_clean,1.83885,1072.69,0.4641,0.0,0.4641
AFITEP_clean,1.06928,1508.89,0.4255,0.0,0.4255
AFITIT_clean,1.01683,4269.85,0.4193,0.0082,0.4275
AFITUF_clean,1.32285,8518.44,0.3934,0.0051,0.3985
AFIXAO_clean,1.12223,5713.78,0.4097,0.0016,0.4113
AFIXES_clean,1.12574,5695.96,0.4072,0.0,0.4072
AFOQUI_clean,1.62091,2076.4,0.3372,0.0,0.3372
AFOTOF_clean,1.07439,1583.54,0.5788,0.0,0.5788
AFOTUL_clean,1.05969,1600.49,0.5801,0.0,0.5801
AFOVAT_clean,1.04077,1593.02,0.5665,0.0,0.5665
AFOVEX_clean,1.02206,1626.11,0.5838,0.0,0.5838
AFOVIB_clean,1.0948,1570.05,0.5778,0.0,0.5778
AFOVOH_clean,1.04816,1598.69,0.5773,0.0,0.5773
AFOYAW_clean,0.978122,2290.64,0.5404,0.0,0.5404
AFOYEB_clean,1.68224,2077.04,0.2331,0.0,0.2331
AFOYIE_clean,0.761887,2404.1,0.6832,0.0,0.6832
AFOYOK_clean,0.979451,2508.03,0.5236,0.0,0.5236
AFUKAP_clean,0.959141,4653.42,0.4669,0.0,0.4669
AFUKET_clean,0.9597,9301.42,0.4244,0.0444,0.4688
AFUKIX_clean,0.784292,11390.0,0.5672,0.0,0.5672
AFUPEX_clean,1.38641,1801.62,0.6328,0.0,0.6328
AGABIU_clean,0.647122,4467.79,0.7315,0.0,0.7315
AGARUW_clean,1.77195,2421.47,0.4451,0.0,0.4451
AGAXOV_clean,0.887006,3499.87,0.7263,0.0,0.7263
AGAYIQ_clean,2.1487,4126.73,0.2195,0.0,0.2195
AGAYOW_clean,1.68923,10762.6,0.3314,0.0,0.3314
AGESIP_clean,2.26011,659.382,0.3066,0.0,0.3066
AGIMOU_clean,1.67254,1135.73,0.3533,0.0,0.3533
AGIREP_clean,0.99837,12831.0,0.6478,0.0,0.6478
AGONAM_clean,1.43768,1679.56,0.4739,0.0,0.4739
AGONEQ_clean,1.08253,2224.39,0.6505,0.0,0.6505
AGUBUA_clean,1.83317,2087.1,0.4931,0.0,0.4931
AGUTUS_clean,1.36197,1637.57,0.3275,0.0,0.3275
AGUVOO_charged,1.16455,10062.8,0.4657,0.0,0.4657
AGUWUV_clean,1.51212,791.15,0.3524,0.0,0.3524
AHAMAY_clean,2.24993,1387.49,0.1966,0.0795,0.2761
AHEBAS_clean,1.26607,5022.32,0.3581,0.0,0.3581
AHEQAH_clean,0.759287,5882.14,0.702,0.0,0.702
AHINIP_clean,1.25642,3044.76,0.2219,0.0,0.2219
AHIYOH_clean,1.42546,8376.27,0.2807,0.0,0.2807
AHIYUN_clean,1.898,7998.16,0.2373,0.0,0.2373
AHOBEG_clean,1.32229,1796.66,0.3067,0.0299,0.33659999999999995
AHOJUC_clean,2.04926,677.046,0.3333,0.0,0.3333
AHOKAJ_clean,2.08849,679.921,0.3317,0.0,0.3317
AHOKIR01_clean,1.92701,293.969,0.4163,0.0,0.4163
AHOKIR_clean,1.88207,587.746,0.4314,0.0,0.4314
AHOKOX_clean,1.73966,658.787,0.4701,0.0,0.4701
AHOZAA_clean,1.68629,6739.29,0.2278,0.0,0.2278
AHUFIU_clean,0.961965,11609.7,0.5961,0.0,0.5961
AHUTIH01_clean,2.06338,1065.46,0.3303,0.0,0.3303
AHUTIH_clean,2.04865,1066.59,0.3405,0.0,0.3405
AJAKON_clean,1.36723,5002.33,0.3678,0.0,0.3678
AJAMEF_clean,1.29455,3871.63,0.2322,0.0,0.2322
AJAYIT_clean,1.98392,2195.74,0.2885,0.0,0.2885
AJIGIL_clean,1.08988,9118.85,0.2963,0.0,0.2963
AJINOY_clean,1.44035,1268.23,0.1296,0.0,0.1296
AJOTEY_clean,1.2556,2479.48,0.6715,0.0,0.6715
AJOVEB_clean,1.95651,3570.04,0.2801,0.0,0.2801
AJOXAA_clean,1.52914,3470.25,0.4821,0.0,0.4821
AJUNOK_clean,1.43764,5238.16,0.2481,0.0046,0.2527
AKAYIV_clean,1.14308,6796.84,0.4153,0.0013,0.4166
AKEDIF_clean,0.925851,3686.54,0.4768,0.0,0.4768
AKIXEZ_clean,1.37738,13762.1,0.5747,0.0,0.5747
AKOBAF_clean,1.15061,4648.15,0.3028,0.0,0.3028
AKOHEO_clean,2.37535,3356.34,0.4592,0.0,0.4592
AKOXIJ_clean,1.42761,9022.48,0.4529,0.0,0.4529
AKUHOD01_clean,2.24008,920.135,0.2156,0.0843,0.2999
AKUHOD03_clean,2.39221,908.844,0.2385,0.0,0.2385
AKUHOD_clean,2.22877,924.804,0.2174,0.0849,0.3023
AKUKUO_clean,1.30477,1372.78,0.4002,0.0,0.4002
ALAHUS_clean,1.36604,12918.2,0.4667,0.0,0.4667
ALALUU01_clean,2.03959,957.363,0.3645,0.0,0.3645
ALALUU_clean,2.03592,955.8,0.3542,0.0,0.3542
ALAMUW_clean,0.64997,5115.55,0.7662,0.0,0.7662
ALANAD_clean,0.697286,12786.0,0.7344,0.0,0.7344
ALATAK_clean,1.35214,875.161,0.3786,0.0,0.3786
ALEQIT_clean,1.90553,2118.1,0.2456,0.0263,0.27190000000000003
ALIBUT_clean,1.322,12869.7,0.427,0.0,0.427
ALICAA_clean,1.43218,13102.5,0.4214,0.0,0.4214
ALIFUY_clean,1.33624,2608.85,0.265,0.0,0.265
ALIPEQ_clean,1.68544,1642.49,0.5055,0.0,0.5055
ALIXAU_clean_h,1.43262,3909.96,0.2495,0.0526,0.3021
ALIXOJ_clean,0.979833,3224.33,0.5956,0.0,0.5956
ALIXUP_clean,1.33865,2802.92,0.4536,0.0,0.4536
ALOLES_ion_b,2.20818,3905.53,0.2277,0.0066,0.2343
ALOLET_charged,0.901246,18124.7,0.5119,0.0116,0.5235000000000001
ALOLIX_charged,0.940569,18297.2,0.5635,0.0,0.5635
ALOLIY_clean,1.19169,5062.15,0.4196,0.0,0.4196
ALUJEX_clean,1.43356,5436.08,0.4289,0.0,0.4289
ALUJIB_clean,1.4324,5415.53,0.4373,0.0,0.4373
ALUJOH_clean,1.41539,5496.43,0.4454,0.0,0.4454
ALUJUN_clean,1.33934,830.874,0.4446,0.0,0.4446
ALUKAU_clean,1.65289,821.132,0.4457,0.0,0.4457
ALUKIC_clean,0.56692,6355.56,0.7966,0.0,0.7966
ALUKOI_clean,0.579939,6330.21,0.7958,0.0,0.7958
ALUKUO_clean,0.582411,6321.62,0.7956,0.0,0.7956
ALULAV_clean,0.590909,6290.14,0.795,0.0,0.795
ALULID_clean,0.929552,3876.16,0.6127,0.0,0.6127
ALURAB_clean,1.05182,5185.38,0.4011,0.0,0.4011
ALUREF_clean,1.05415,5173.92,0.397,0.0,0.397
ALURIJ_clean,1.07753,5059.43,0.3987,0.0,0.3987
AMAFOK_clean,1.49248,1033.81,0.3202,0.0,0.3202
AMAGAX_clean,1.45916,4229.68,0.3282,0.0,0.3282
AMALND_clean,1.87591,2083.98,0.4575,0.0,0.4575
AMEJIM_charged,1.25739,1957.59,0.3301,0.0,0.3301
AMEJOS_charged,1.41422,3203.55,0.2309,0.0,0.2309
AMIKOX_clean,1.4673,2479.63,0.1495,0.0,0.1495
AMILOY_clean,1.00746,9221.19,0.481,0.0,0.481
AMILUE_clean,0.982365,4728.39,0.5068,0.0,0.5068
AMIMAL_clean,0.988926,9394.04,0.4813,0.0,0.4813
AMIMEP_clean,0.985981,4711.05,0.4949,0.0,0.4949
AMIWID_clean,2.19335,2056.54,0.3467,0.0,0.3467
AMIWOJ_clean,2.21508,2068.07,0.33,0.0,0.33
AMIWUP_clean,2.24381,2051.51,0.3521,0.0,0.3521
AMIXAW_clean,2.28626,2034.19,0.3285,0.0,0.3285
AMIXEA_clean,2.31747,2020.73,0.3377,0.0,0.3377
AMIZIG_clean,1.40393,3270.26,0.2378,0.0,0.2378
AMODUC_clean,0.575734,6441.06,0.7918,0.0,0.7918
AMOFAK_clean,0.577283,12687.4,0.7717,0.0,0.7717
AMOYOR_clean,1.16972,1538.63,0.2844,0.0,0.2844
AMOZAE_clean,2.17334,1346.45,0.2978,0.0,0.2978
AMUCOB_clean,1.59335,1064.12,0.1092,0.0,0.1092
AMUFAR_clean,1.41757,1115.52,0.3252,0.0,0.3252
AMUFEV_clean,1.5412,972.096,0.3007,0.0,0.3007
AMUFIZ_clean,1.58987,944.403,0.2898,0.0,0.2898
AMUFOF_clean,1.34461,1148.82,0.4084,0.0,0.4084
AMUPOP_clean,1.30283,6399.52,0.1891,0.0033,0.1924
AMUWIP_charged,0.771567,16586.5,0.6279,0.0,0.6279
AMUWUB_clean,0.914151,3234.14,0.5517,0.0,0.5517
AMUXAI_clean,1.02442,3142.46,0.4787,0.0,0.4787
ANAWIX_clean,1.52823,3198.02,0.4748,0.0,0.4748
ANAWOD_clean,1.43826,5097.09,0.5186,0.0,0.5186
ANEHEI_clean,1.23995,2914.96,0.4233,0.0,0.4233
ANENEN_clean,1.32355,1569.11,0.3211,0.0,0.3211
ANENIR_clean,1.32991,1576.71,0.291,0.0,0.291
ANEPIT_clean,1.48465,4440.56,0.0525,0.0556,0.1081
ANIDIL_clean,1.49981,7673.56,0.1824,0.0166,0.199
ANOMOG_clean,0.784559,10009.8,0.6976,0.0,0.6976
ANOMUM_clean,0.833729,2858.11,0.6886,0.0,0.6886
ANONAT_manual,0.800823,2975.55,0.6952,0.0,0.6952
ANUGEW_clean,0.443469,13618.7,0.831,0.0,0.831
ANUGIA_clean,0.567973,5310.8,0.7961,0.0,0.7961
ANUGOG_clean,0.58467,6878.84,0.7802,0.0,0.7802
ANUGUM_clean,0.68036,3183.59,0.7422,0.0,0.7422
APACAX_clean,1.00727,7747.0,0.5738,0.0,0.5738
APARAM_clean,0.965457,3299.26,0.4046,0.0659,0.47050000000000003
APAYIB_clean,1.10941,6122.14,0.5699,0.0,0.5699
APAYOH_clean,1.11146,6194.02,0.5649,0.0,0.5649
APAYUN_clean,1.04671,6323.13,0.572,0.0,0.572
APAZAU_clean,0.970314,8041.59,0.5761,0.0,0.5761
APAZEY_clean,0.97171,8125.2,0.5884,0.0,0.5884
APAZIC_clean,0.893607,8537.77,0.5985,0.0,0.5985
APAZOI_clean,1.14648,4891.12,0.564,0.0,0.564
APEBED_clean,1.65192,1894.1,0.3401,0.0,0.3401
APEBEE_clean,1.31041,1240.74,0.3659,0.0092,0.3751
APEBII_clean,1.22342,11453.3,0.5805,0.0,0.5805
APEBOO_clean,1.24771,11778.7,0.6197,0.0,0.6197
APEBUU_clean,1.49581,9791.68,0.284,0.0,0.284
APETAS_clean,1.99384,1351.72,0.3093,0.0,0.3093
AQAJEI_clean,1.10723,5299.69,0.4036,0.0,0.4036
AQALIO_clean,2.20004,2299.46,0.3863,0.0,0.3863
AQALOU_clean,2.24292,2286.8,0.3735,0.0,0.3735
AQEFOS_clean,1.96074,2901.18,0.3099,0.0301,0.34
AQEFUY_clean,1.21964,5990.43,0.51,0.0,0.51
AQEGUY_clean,1.46355,2996.76,0.4012,0.0,0.4012
AQEQES_clean,1.07587,1908.0,0.5746,0.0,0.5746
AQEQIW_clean,1.10057,1904.15,0.573,0.0,0.573
AQERUL_clean,1.6479,10922.6,0.2548,0.0,0.2548
AQETIA_clean,1.4454,2256.4,0.2776,0.0033,0.28090000000000004
AQETUM_clean,1.43617,1900.49,0.4532,0.0,0.4532
AQIQAU_clean,0.861714,7812.86,0.5881,0.0,0.5881
AQIQIC_clean,1.45271,4435.79,0.3839,0.0,0.3839
AQIXUU_clean,2.31618,787.077,0.2834,0.0,0.2834
AQIXUV_clean,0.934501,5325.57,0.3664,0.0028,0.36920000000000003
AQMAND01_clean,2.08241,946.698,0.3338,0.0,0.3338
AQMAND_clean,2.05912,949.28,0.3985,0.0,0.3985
AQODOA_clean,1.86922,1390.1,0.1163,0.0,0.1163
AQOLEZ_clean,0.777237,6545.39,0.5449,0.1599,0.7048000000000001
AQOLOJ_clean,0.918562,6638.31,0.5544,0.1485,0.7029
AQOMAW_clean,1.14479,6681.32,0.5183,0.1594,0.6777
AQOSEG_clean,1.01326,14461.5,0.451,0.0091,0.4601
AQOTIK_clean,1.47348,702.348,0.5206,0.009,0.5296
AQUCOF_clean,1.04219,3176.23,0.6476,0.0,0.6476
AQUCOG_clean,1.19971,3880.18,0.6453,0.0,0.6453
AQUCUM_clean,1.1988,3883.12,0.6481,0.0,0.6481
AQUDAS_clean,1.03958,3184.19,0.6425,0.0,0.6425
AQUDAT_clean,1.656,2203.86,0.1327,0.0108,0.14350000000000002
AQUDEX_clean,1.64794,2214.63,0.1355,0.007,0.14250000000000002
AQUDIB_clean,1.19943,3881.07,0.6415,0.0,0.6415
AQUDOH_clean,1.63524,2231.83,0.1354,0.0,0.1354
ARADEE_clean,1.18176,4887.57,0.6135,0.0,0.6135
ARAFEF_clean,0.837745,2186.41,0.6576,0.0,0.6576
ARAFIJ_clean,0.945343,1937.55,0.5931,0.0,0.5931
ARAFOP_clean,1.1688,1567.12,0.4642,0.0,0.4642
ARAGOR_clean,1.15627,5100.07,0.495,0.0,0.495
ARAHIM01_clean,1.81958,1543.26,0.2745,0.0,0.2745
ARAHIM02_clean,1.78903,1558.48,0.2617,0.0181,0.2798
ARAHIM_clean,1.80218,1558.17,0.2617,0.0181,0.2798
ARIBOS_clean,1.55661,1893.46,0.1624,0.0,0.1624
ARINOF_clean,1.16089,1384.71,0.2826,0.0,0.2826
ARINUL_clean,1.12547,3187.7,0.2418,0.0,0.2418
AROFAP_clean,1.16997,3565.41,0.4819,0.0,0.4819
AROFET_clean,0.856166,3248.15,0.651,0.0,0.651
ARUCOH01_clean,1.16753,3603.92,0.3189,0.0,0.3189
ARUCUN_clean,1.17134,1790.39,0.3301,0.0,0.3301
ARUDAU_clean,1.14806,1826.7,0.3432,0.0,0.3432
ARUJED_clean,1.28631,3957.95,0.2161,0.0,0.2161
ARUYES,1.86441,2516.6,0.0,0.0096,0.0096
ARUYES_clean,1.47856,2516.6,0.483,0.0,0.483
ARUYOB_clean,1.72447,1987.81,0.4591,0.0,0.4591
ARUYUH01_clean,1.67517,2046.32,0.5035,0.0,0.5035
ARUYUH_clean,1.67938,2041.18,0.4798,0.0,0.4798
ASACON_clean,1.7783,2964.91,0.3411,0.0,0.3411
ASADAA_clean,1.521,2830.39,0.3972,0.0,0.3972
ASAHEJ_clean,2.10294,3067.94,0.4932,0.0,0.4932
ASAJOU_clean,1.42516,2716.02,0.3093,0.0,0.3093
ASALAH_clean,1.39086,1091.44,0.3298,0.0,0.3298
ASALIP_clean,1.49984,1021.06,0.2411,0.0,0.2411
ASALOV_clean,1.38922,2121.73,0.2944,0.0,0.2944
ASAMUE_clean,2.07087,9266.83,0.3018,0.0041,0.3059
ASANAL_clean,1.20144,3566.41,0.2988,0.0116,0.3104
ASECUY_clean,1.43745,7346.92,0.3411,0.0,0.3411
ASEJOZ01_clean,1.74866,3036.95,0.3393,0.0,0.3393
ASEJOZ_clean,1.75655,3023.3,0.3478,0.0,0.3478
ASEKAM_clean,1.72662,1884.92,0.4755,0.0,0.4755
ASEXED_clean,1.1741,4484.07,0.5058,0.0,0.5058
ASINAT_clean,0.727417,7486.03,0.6095,0.0,0.6095
ASIQEA_clean,0.902561,4194.97,0.5154,0.0,0.5154
ASIQIE_clean,0.893575,4237.16,0.5168,0.0,0.5168
ASIRUR_clean,1.66934,1195.94,0.1761,0.0,0.1761
ASOHUL_clean,1.03902,1451.3,0.5904,0.0,0.5904
ASOSUY_clean,0.897328,5678.9,0.6453,0.0,0.6453
ASOVEL_clean,1.03379,3113.35,0.3233,0.0,0.3233
ASOYOY_clean,0.828676,16313.6,0.579,0.0,0.579
ASUBIB_clean,1.52116,1823.61,0.4834,0.0,0.4834
ASUJIJ_clean,1.40519,3314.56,0.358,0.0,0.358
ASUKEE01_clean,1.18884,13312.0,0.2443,0.0,0.2443
ASUKEE_clean,1.18597,13344.1,0.2449,0.0,0.2449
ASUWUI_clean,1.15085,4561.92,0.3661,0.0,0.3661
ATAFIK_clean,1.21508,4164.32,0.6115,0.0,0.6115
ATAYAX_clean,0.781859,7213.8,0.7066,0.0,0.7066
ATAYEB_clean,0.825883,7013.96,0.6971,0.0,0.6971
ATEJOA_clean,1.89843,1476.07,0.3407,0.0,0.3407
ATEXII_clean,1.33819,2785.46,0.2853,0.0,0.2853
ATEYED_clean,0.467817,7603.43,0.7582,0.0,0.7582
ATEZAC_clean,0.687634,17029.5,0.7192,0.0,0.7192
ATEZEG_clean,0.775574,16139.1,0.6839,0.0,0.6839
ATEZIK_clean,0.744295,16868.9,0.6965,0.0,0.6965
ATIBAG_clean,1.64828,1752.61,0.3554,0.0,0.3554
ATIBIO_clean,1.5972,1783.5,0.4153,0.0,0.4153
ATIBOU01_clean,1.59271,1813.75,0.395,0.0,0.395
ATIBOU02_clean,1.58929,1817.65,0.3906,0.0,0.3906
ATIBOU_clean,1.66268,1737.42,0.3497,0.0,0.3497
ATIBUA_clean,1.6758,1723.82,0.3477,0.0,0.3477
ATICAH_clean,1.59515,1810.98,0.3803,0.0,0.3803
ATICEL_clean,1.60993,1794.35,0.3666,0.0,0.3666
ATIJUJ_clean5b,0.753394,3081.95,0.6467,0.0,0.6467
ATIJUJ_manual,0.753394,3081.95,0.6478,0.0,0.6478
ATIRUS_clean,2.04969,2411.37,0.2989,0.0,0.2989
ATIXAE_clean,1.08037,3672.24,0.5264,0.0,0.5264
ATIXUX_clean,1.55048,4479.64,0.4028,0.0,0.4028
ATOGEV_clean,1.61783,2118.84,0.5159,0.0,0.5159
ATOTIM_clean,0.861631,2671.76,0.6466,0.0,0.6466
ATOTIM_manual,0.861631,2671.76,0.6364,0.0,0.6364
ATOWIQ_clean,0.866747,2134.77,0.6405,0.0,0.6405
ATOWOW_clean,0.865497,2137.86,0.6382,0.0,0.6382
ATOXEN_clean,1.32471,1612.66,0.2664,0.0346,0.30100000000000005
ATULIM_clean,1.75805,1636.02,0.2141,0.0,0.2141
ATUXIY_clean,1.56042,5101.0,0.4656,0.0,0.4656
ATUXOE_clean,1.71175,2100.33,0.3437,0.0,0.3437
ATUXUK_clean,1.75293,2077.37,0.3333,0.0,0.3333
ATUYAR_clean,1.74967,2044.51,0.3546,0.0,0.3546
ATUZEW_clean,0.968927,11559.7,0.6102,0.0,0.6102
AVAGIP_clean,1.40449,7721.76,0.2582,0.0,0.2582
AVAGOV_clean,1.40471,7720.56,0.2558,0.0,0.2558
AVAGUB_clean,1.33788,4053.12,0.3051,0.0,0.3051
AVALEO_clean,1.45932,3085.17,0.0989,0.0217,0.1206
AVAQIX01_clean,1.32796,3567.43,0.4375,0.0,0.4375
AVAQIX_clean,1.30707,3624.44,0.4563,0.0,0.4563
AVEHAM_clean,1.20992,2970.17,0.2576,0.0,0.2576
AVELOD_clean,0.915242,4831.16,0.4874,0.0,0.4874
AVELUJ_clean,0.902679,4826.98,0.4753,0.0,0.4753
AVEMAQ_clean,0.907269,4802.56,0.4713,0.0,0.4713
AVEMOE_clean,2.16979,1190.48,0.2912,0.0,0.2912
AVEQID_clean,0.801255,4535.3,0.6979,0.0,0.6979
AVEROJ_clean,1.69759,1267.26,0.5432,0.0,0.5432
AVESAW_clean,2.03317,2329.24,0.1551,0.1071,0.2622
AVESOL_clean,0.954537,4008.76,0.6408,0.0,0.6408
AVESUR_clean,1.18458,7515.18,0.5846,0.0,0.5846
AVETAY_clean,1.01371,7711.03,0.5615,0.0,0.5615
AVETEC_clean,1.19478,8015.72,0.5726,0.0,0.5726
AVETOM_clean,1.79151,11615.7,0.1329,0.008,0.1409
AVEVEE_clean,1.60472,1148.29,0.3973,0.0,0.3973
AVIHIY_clean,1.62124,1524.26,0.5542,0.0,0.5542
AVIHOE_clean,1.66276,1502.19,0.5465,0.0,0.5465
AVIMIC_clean,1.51867,2927.05,0.1907,0.0,0.1907
AVIMOI_clean,1.22616,3625.33,0.3925,0.0,0.3925
AVIMUO_clean,1.24095,3470.23,0.336,0.0472,0.38320000000000004
AVIPAX_clean,0.96381,3915.97,0.5544,0.0,0.5544
AVIPOL_clean,0.939158,2679.18,0.5754,0.0,0.5754
AVITUU_clean,0.710904,17043.3,0.5849,0.0,0.5849
AVIVAC_clean,0.73653,18049.1,0.5964,0.0,0.5964
AVIVEG_clean,0.733043,18135.0,0.6014,0.0,0.6014
AVIVIK_clean,0.734288,18104.2,0.6024,0.0,0.6024
AVIVOQ_clean,0.709142,18746.2,0.6154,0.0,0.6154
AVIVUW_clean,0.729779,18216.1,0.6026,0.0,0.6026
AVOSIO_charged,1.06031,7088.61,0.4275,0.0,0.4275
AVUBUP_clean,1.71387,5500.51,0.1644,0.0526,0.217
AVUCEA_clean,0.89363,17797.4,0.6178,0.0,0.6178
AVUDAX_clean,0.998153,4911.08,0.4413,0.0,0.4413
AVUHIJ_clean,1.36097,4002.61,0.0587,0.1096,0.1683
AVUJIL_clean,2.10552,1176.92,0.1815,0.0,0.1815
AVUPIR_SL,1.50651,1098.75,0.2583,0.0,0.2583
AVUPIR_clean_h,1.46538,1098.75,0.3637,0.0,0.3637
AWAGEL_clean,0.99094,3726.3,0.4572,0.0,0.4572
AWAGOV_clean,1.14872,6756.7,0.2216,0.0465,0.2681
AWAHAI_clean,2.97237,9201.31,0.5535,0.0,0.5535
AWAHEM_clean,2.1582,3265.47,0.5655,0.0,0.5655
AWAJIT_clean,1.35864,4710.7,0.218,0.0,0.218
AWAKEQ_clean,1.19573,3933.27,0.2473,0.0,0.2473
AWAREV_clean,1.8749,2941.19,0.2567,0.0,0.2567
AWARIZ_clean,1.87821,2936.0,0.2558,0.0,0.2558
AWASAU_clean,2.36864,3558.59,0.3324,0.0,0.3324
AWASOI_clean,2.36169,10707.2,0.3017,0.0,0.3017
AWAWUR_clean,0.982453,8267.66,0.5502,0.0,0.5502
AWEBIO_charged,2.08109,4161.24,0.0851,0.0,0.0851
AWEDOW_charged,1.06034,7791.77,0.3342,0.0,0.3342
AWEDUC_charged,1.3288,3333.86,0.1197,0.0486,0.1683
AWEGEP_clean,2.1577,5411.85,0.4797,0.0,0.4797
AWEJES_clean,1.24068,8810.49,0.4282,0.0,0.4282
