Structures,ASA_m2/cm3,NASA_m2/cm3,SA_m2/cm3
FIVNAZ_clean,1635.06,0.0,1635.06
FIVQIL_clean,0.0,1003.02,1003.02
FIVQOR_clean,1285.06,0.0,1285.06
FIVYEP01_clean,1308.73,0.0,1308.73
FIVYEP_clean,1343.41,0.0,1343.41
FIVYUF_clean,0.0,358.351,358.351
FIWJIG_clean,0.0,690.271,690.271
FIYDOH_clean,585.056,0.0,585.056
FIZPOV_clean,2383.16,0.0,2383.16
FOBNAN_clean,2019.9,0.0,2019.9
FOCREW_clean,0.0,564.733,564.733
FOCZAA_clean,693.25,0.0,693.25
FOCZEE_clean,331.844,0.0,331.844
FODCEI_clean,0.0,51.0342,51.0342
FODYUT_clean,0.0,806.038,806.038
FODZUU_clean,0.0,649.028,649.028
FOFCIO_clean,344.371,0.0,344.371
FOFCOU_clean,707.192,0.0,707.192
FOFDAH_clean,0.0,301.672,301.672
FOFHAK_clean,1240.85,0.0,1240.85
FOFHEO_clean,1030.08,0.0,1030.08
FOFHUE_clean,0.0,419.847,419.847
FOFMOE_clean,369.115,0.0,369.115
FOFTIF_clean,1524.43,0.0,1524.43
FOFTOL_clean,1504.9,0.0,1504.9
FOFTUR_clean,1567.08,0.0,1567.08
FOGFAK_clean,0.0,481.416,481.416
FOHCAH_clean,0.0,145.261,145.261
FOHCIP_clean,1386.03,0.0,1386.03
FOHQUO_clean,569.687,0.0,569.687
FOHRUR_clean,0.0,4.50899,4.50899
FOHSAW01_clean,0.0,474.697,474.697
FOJKIA_clean,1367.71,0.0,1367.71
FOJLOH_clean,1857.54,0.0,1857.54
FOJPEB_clean,0.0,743.501,743.501
FOJVUX_clean,0.0,97.9902,97.9902
FOKGET_clean,730.972,0.0,730.972
FOKWIN_clean,280.781,0.0,280.781
FOKYEL_clean,995.986,389.723,1385.709
FOKYIP_clean,1963.93,0.0,1963.93
FOKYUB_clean,0.0,944.178,944.178
FOKZIQ_clean,0.0,570.053,570.053
FOLLEZ_clean,693.318,0.0,693.318
FOMWOV_clean,1853.35,0.0,1853.35
FONKEA_clean,589.594,0.0,589.594
FONPUV_clean,932.672,0.0,932.672
FONQIJ_clean,1079.79,0.0,1079.79
FOPBAP_clean,584.916,0.326335,585.242335
FOPTOU_clean,977.459,0.607222,978.0662219999999
FOQNIK_clean,1404.07,0.0,1404.07
FOQNOQ01_clean,1100.18,190.293,1290.473
FOQNOQ02_clean,1099.99,200.244,1300.234
FOQNOQ_clean,1328.49,2.35234,1330.84234
FOQNUW01_clean,1353.02,0.0,1353.02
FOQNUW02_clean,1324.32,0.0,1324.32
FOQNUW_clean,1311.89,0.257394,1312.147394
FOQPAE01_clean,1370.07,0.0,1370.07
FOQPAE02_clean,1380.94,0.0,1380.94
FOQPAE_clean,1447.77,0.0,1447.77
FOQSUA_charged,0.0,45.1276,45.1276
FOQTAH_clean,0.0,269.031,269.031
FOQTEL_clean,0.0,344.332,344.332
FORKUU_clean,2312.79,0.0,2312.79
FORPIM_clean,2337.18,0.0,2337.18
FORPOS_clean,2332.18,0.0,2332.18
FORPUY_clean,1997.37,0.0,1997.37
FORQAF_clean,2231.21,0.0,2231.21
FORQEJ_clean,2301.35,0.0,2301.35
FORQIN_clean,2303.87,0.0,2303.87
FORTIR_clean,1863.68,0.0,1863.68
FORWAL_charged,1143.0,0.0,1143.0
FORWAL_clean,1122.82,0.0,1122.82
FOVPEN_clean,0.0,1053.76,1053.76
FOVPOX_clean,728.173,0.0,728.173
FOVPUD_clean,0.0,737.196,737.196
FOWTOC_clean,1003.18,0.0,1003.18
FOXHUX_clean,1023.73,0.0,1023.73
FOXKIO_clean,0.0,91.4762,91.4762
FOXNIQ_clean,596.247,55.2232,651.4702
FOXPUE_clean,0.0,236.615,236.615
FOXQIT_charged,0.0,192.573,192.573
FUBDAI_clean,2059.89,0.0,2059.89
FUBDEM_clean,2075.77,0.0,2075.77
FUBDIQ_clean,2050.06,0.0,2050.06
FUBNOH_clean,632.82,0.0,632.82
FUDGES_clean,2515.74,0.0,2515.74
FUDHAP_clean,2463.75,0.0,2463.75
FUDHET_clean,2628.94,0.0,2628.94
FUDQIF_clean,612.42,0.0,612.42
FUFQUT_clean,0.0,652.878,652.878
FUFREE_clean,0.0,52.8594,52.8594
FUFTUX_clean,0.0,190.372,190.372
FUHJOJ_clean,1005.32,0.0,1005.32
FUHMOM_clean,1496.89,0.0,1496.89
FUHNED_clean,1610.46,0.0,1610.46
FUHNIH_clean,1463.91,0.0,1463.91
FUJKUS_clean,0.0,98.6866,98.6866
FULQOT_clean,1209.1,0.0,1209.1
FULQUZ_clean,1385.07,0.0,1385.07
FUMHEC_clean,0.0,206.948,206.948
FUMHOL_clean,1371.65,0.0,1371.65
FUMJAA_clean,2211.25,0.0,2211.25
FUNBAS_clean,1245.95,0.0,1245.95
FUNBEW_clean,2166.62,0.0,2166.62
FUNBIA_clean,1443.39,0.0,1443.39
FUNBOG_clean,2102.27,0.0,2102.27
FUNCAT_clean,1500.43,0.0,1500.43
FUNCEX_clean,2032.78,0.0,2032.78
FUNFOL_clean,1602.96,0.0,1602.96
FUNGAY_clean,876.295,0.0,876.295
FUNLAD_clean,1237.85,0.0,1237.85
FUNQEM_clean,0.0,317.24,317.24
FUQJUX_clean,2101.43,0.0,2101.43
FURFIJ01_clean,415.291,0.0,415.291
FURFIJ_clean,417.309,0.0,417.309
FURFOP_clean,473.64,427.696,901.336
FURQOZ01_ion_b,1090.57,0.0,1090.57
FURQOZ_ion_b,1039.03,0.0,1039.03
FURQUF_ion_b,1078.42,0.0,1078.42
FURRAM_clean,1624.98,0.0,1624.98
FURREQ_clean,1621.25,0.0,1621.25
FURRIU_clean,1662.6,0.0,1662.6
FURROA_clean,1616.23,0.0,1616.23
FURRUG01_ion_b,765.114,0.0,765.114
FURRUG_ion_b,783.408,0.0,783.408
FURSAN_ion_b,345.424,7.84947,353.27347
FURSES_clean,1258.87,0.0,1258.87
FUSGOR_clean,1337.32,0.0,1337.32
FUSMEM_clean,1614.9,0.0,1614.9
FUSMIQ_clean,1637.29,0.0,1637.29
FUSMOW_clean,1642.64,0.0,1642.64
FUSMUC_clean,1636.5,0.0,1636.5
FUSNAJ_clean,1661.97,0.0,1661.97
FUSNEN_clean,1669.62,0.0,1669.62
FUSNIR_clean,1524.82,0.0,1524.82
FUSQUH_clean,1126.08,0.0,1126.08
FUSWIA_clean,2081.37,8.83931,2090.2093099999997
FUSYUO_clean,727.016,22.1608,749.1768
FUTCAZ_clean,2882.0,0.0,2882.0
FUTDII_clean,1460.29,0.0,1460.29
FUTJOV_clean,0.0,618.974,618.974
FUTKEL_clean5b,1628.86,0.0,1628.86
FUTKEL_manual,1592.71,0.0,1592.71
FUTTIZ_clean,2146.43,0.0,2146.43
FUTYEA_clean,2083.33,0.0,2083.33
FUTYOK_clean,1919.31,0.0,1919.31
FUTYUQ_clean,2327.04,0.0,2327.04
FUTZAX_clean,2088.98,0.0,2088.98
FUTZEB_clean,1960.75,0.0,1960.75
FUTZIF_clean,1758.77,0.0,1758.77
FUTZOK_clean,1198.65,0.0,1198.65
FUTZOL_clean,2104.85,0.0,2104.85
FUVBAB_clean,2137.83,0.0,2137.83
FUVBOP_clean,1966.23,0.0,1966.23
FUVDEH01_clean,506.638,0.0,506.638
FUVDEH02_clean,475.647,0.0,475.647
FUVDEH03_clean,480.221,0.0,480.221
FUVDEH04_clean,470.305,0.0,470.305
FUVDEH05_clean,409.411,0.0,409.411
FUVDEH06_clean,373.784,0.0,373.784
FUVDEH07_clean,362.69,0.0,362.69
FUVDEH08_clean,352.616,0.0,352.616
FUVDEH09_clean,494.851,0.0,494.851
FUVDEH10_clean,494.069,0.0,494.069
FUVDEH11_clean,487.833,0.0,487.833
FUVDEH12_clean,475.728,0.0,475.728
FUVDEH13_clean,527.808,0.0,527.808
FUVDEH_clean,497.855,0.0,497.855
FUVFUZ_clean,355.039,0.0,355.039
FUVGAG01_clean,346.045,0.0,346.045
FUVGAG02_clean,343.47,0.0,343.47
FUVGAG_clean,351.266,0.0,351.266
FUWFIO_clean,1928.47,0.0,1928.47
FUWFOU_clean,0.0,1235.75,1235.75
FUWFUA_clean,1946.14,0.474534,1946.614534
FUWQIZ_clean,2328.35,0.0,2328.35
FUWXOL_SL,1247.01,0.0,1247.01
FUWXOL_clean,1239.76,0.0,1239.76
FUWYAY_clean,683.11,0.0,683.11
FUXCOS_clean,528.345,0.0,528.345
FUXXIH_clean,1591.36,0.0,1591.36
FUYCAE_clean,2005.41,0.0,2005.41
FUYCAF_clean,0.0,1440.14,1440.14
FUYCEJ_clean,2257.82,1.16336,2258.98336
FUYCIN_clean,1895.73,0.0,1895.73
FUYCUZ_clean,2191.0,0.0,2191.0
FUYKER_clean,1212.34,0.0,1212.34
FUYYAA_clean,0.0,651.705,651.705
FUYZAB_ion_b,501.936,0.0,501.936
FUZKAN_clean,0.0,564.936,564.936
FUZPUN_clean,1043.55,0.0,1043.55
GABGOI_clean,0.0,1049.8,1049.8
GABYUG_clean,1663.2,0.0,1663.2
GACBIY_clean,1988.27,0.0,1988.27
GACBOE_clean,2322.08,0.0,2322.08
GACPUX_clean,1555.26,0.0,1555.26
GACQAE_clean,1995.75,0.0,1995.75
GACVIS_clean,2110.88,0.0,2110.88
GACYER_clean,2178.93,3.49698,2182.4269799999997
GADDOH_clean,1794.01,0.0,1794.01
GADFAV_clean,936.203,0.0,936.203
GADHIF_clean,0.0,1248.09,1248.09
GADMAA01_clean,1002.51,0.541063,1003.051063
GADMAA_clean,993.534,0.909246,994.443246
GADRAH_clean,1776.13,0.0,1776.13
GAFBEX_clean,0.0,152.558,152.558
GAFGEC_clean,1872.24,0.0,1872.24
GAFROX_clean,2448.46,0.0,2448.46
GAFRUD_clean,2406.39,0.0,2406.39
GAGQAI_clean,1305.16,463.962,1769.122
GAGSUF_clean,1382.43,0.0,1382.43
GAGTAM_clean,1404.09,0.0,1404.09
GAGTEQ_clean,1467.35,0.0,1467.35
GAGXAP_clean,0.0,378.604,378.604
GAHSEQ_clean,1179.12,0.0,1179.12
GAHXUL_clean,949.036,0.0,949.036
GAJTOC_clean,0.0,427.499,427.499
GAJTUI_clean,0.0,434.176,434.176
GAJVAQ_clean,0.0,392.813,392.813
GAJVEU_charged,1441.08,0.0,1441.08
GAJVIY_charged,1357.58,0.538353,1358.1183529999998
GAJYUN_clean,1084.14,0.0,1084.14
GAJZAU_clean,1131.99,0.0,1131.99
GAJZEY_clean,1129.87,0.0,1129.87
GAJZIC_clean,1130.54,0.0,1130.54
GAJZOI_clean,1121.99,0.0,1121.99
GAJZUO_clean,1091.66,0.0,1091.66
GAKBAX_clean,1145.12,0.0,1145.12
GAKTET_clean,0.0,360.88,360.88
GALBUS,1531.61,0.0,1531.61
GALCAZ_clean,1201.34,0.0,1201.34
GALCED_clean,1244.91,0.0,1244.91
GALFAB_clean,748.428,0.0,748.428
GALHOS_ion_b,1153.51,61.1428,1214.6528
GALJAG_clean,2183.06,0.0,2183.06
GAMFEI_clean,1479.23,0.0,1479.23
GAMSOD_clean,0.0,612.619,612.619
GAMTAQ_clean,0.0,873.444,873.444
GAMTEU_clean,0.0,801.219,801.219
GAMTIY_clean,0.0,809.534,809.534
GAMTOE_clean,0.0,92.8534,92.8534
GAMTUK_clean,0.0,84.9431,84.9431
GAMVAS_clean,0.0,59.6781,59.6781
GAMXAV_clean,1779.22,0.0,1779.22
GANBAZ01_clean,1641.81,199.961,1841.771
GANBAZ02_clean,1947.13,0.0,1947.13
GANBAZ_clean,1659.44,211.579,1871.019
GANBED01_clean,0.0,759.684,759.684
GANBED02_clean,2229.49,0.0,2229.49
GANBED_clean,2239.63,0.0,2239.63
GANBIH_clean,1286.95,0.0,1286.95
GAPDEH_clean,684.091,0.0,684.091
GAPDUX_clean,0.0,763.282,763.282
GAPNOD_clean,2006.43,0.0,2006.43
GAQKOB_clean,0.0,122.288,122.288
GARLAP_clean,1500.85,0.0,1500.85
GARLET_clean,1506.14,0.0,1506.14
GARLIX_clean,1510.74,0.0,1510.74
GARLOD_clean,1492.09,0.0,1492.09
GARLUJ_clean,1478.31,0.0,1478.31
GARMAQ_clean,1487.63,0.0,1487.63
GARPAR_clean,0.0,810.4,810.4
GARQAU_clean,1060.05,0.0,1060.05
GARSUQ_clean,1197.62,0.0,1197.62
GARTAX_clean,1253.86,0.0,1253.86
GARTEB_clean,1182.26,0.0,1182.26
GARTIF_clean,1275.2,0.0,1275.2
GASSEB_clean,1621.13,0.0,1621.13
GASSUR_clean,1681.03,0.0,1681.03
GASTIG_clean,1037.17,0.0,1037.17
GATBUZ_charged,1266.64,0.0,1266.64
GATHAL_clean,0.0,131.798,131.798
GATJIV_charged,852.663,175.292,1027.955
GATSAY_clean,0.0,1391.28,1391.28
GAVYAG_clean,1127.42,0.0,1127.42
GAWBEM_clean,0.0,45.5146,45.5146
GAWCUF_clean,972.778,0.0,972.778
GAWJEV_clean,779.362,0.0,779.362
GAWKAS_clean,0.0,99.3428,99.3428
GAWKEW_clean,0.0,943.176,943.176
GAWLIB_clean,601.747,25.3081,627.0550999999999
GAWMAU_clean,0.0,167.139,167.139
GAWMOI_clean,0.0,341.206,341.206
GAWMOJ_clean,2038.5,0.0,2038.5
GAXDIS10_clean,2211.48,0.0,2211.48
GAXGET_clean,0.0,297.329,297.329
GAXGIX_clean,0.0,302.423,302.423
GAXGOD_clean,0.0,382.874,382.874
GAXKOH_clean,1685.28,0.0,1685.28
GAXKUN_clean,2115.28,0.0,2115.28
GAXQIH_clean,757.455,0.0,757.455
GAXVUY_clean,0.0,1480.13,1480.13
GAXWAF_clean,0.0,1480.89,1480.89
GAXWEJ_clean,0.0,509.226,509.226
GAYFOD_clean,1502.04,0.0,1502.04
GAYFUJ_clean,1908.74,0.0,1908.74
GAYGAQ_clean,1205.78,0.0,1205.78
GAYGAQ_clean_h,1295.69,0.0,1295.69
GAYPED_clean,2139.1,0.0,2139.1
GAYTEH_ion_b,1133.61,0.0,1133.61
GAZLAW_clean,1032.71,0.0,1032.71
GAZZIS01_charged,1845.42,0.0,1845.42
GAZZIS02_charged,1876.09,0.0,1876.09
GAZZIS03_charged,1875.88,0.0,1875.88
GAZZIS04_charged,1851.25,0.0,1851.25
GAZZIS05_charged,1841.59,0.0,1841.59
GAZZIS_charged,1872.62,0.0,1872.62
GEBCAT_clean,1309.41,0.0,1309.41
GEBSAJ_clean,1048.01,0.0,1048.01
GECRAI_charged,0.0,20.9807,20.9807
GEDDAW_clean,2221.59,0.0,2221.59
GEDDEA_clean,1626.58,0.0,1626.58
GEDLIM_clean,0.0,938.108,938.108
GEDPAH_clean,916.269,0.0,916.269
GEDQIR_clean,2323.31,0.0,2323.31
GEDQOX_clean,2356.34,0.0,2356.34
GEDQUD_charged,1261.92,17.291,1279.211
GEDRAK_clean,2374.43,0.0,2374.43
GEDREO_clean,1184.38,0.0,1184.38
GEDRIS_clean,0.0,289.172,289.172
GEDROY_clean,1797.35,0.0,1797.35
GEDRUE_clean,2253.11,0.0,2253.11
GEDSAL_clean,2169.9,0.0,2169.9
GEDSEP_clean,1088.77,0.0,1088.77
GEDSIT,0.0,487.166,487.166
GEDSOZ_clean,2318.46,0.0,2318.46
GEDSUF_clean,1487.0,0.0,1487.0
GEDTAM_clean,2332.25,0.0,2332.25
GEFFUT_clean,0.0,771.411,771.411
GEFYUN_clean,1353.91,0.0,1353.91
GEFZAU_clean,1332.24,0.0,1332.24
GEGBEB_clean,0.0,634.119,634.119
GEGBOL_clean,0.0,631.416,631.416
GEGDED_clean,2101.71,0.0,2101.71
GEGGEG01_clean,884.453,0.0,884.453
GEGGIK01_clean,908.824,0.0,908.824
GEGGIK_clean,918.501,0.0,918.501
GEGGUW_clean,884.901,0.0,884.901
GEGHAD_clean,917.307,0.0,917.307
GEGSIW_clean,0.0,1241.13,1241.13
GEGWAS_clean,0.0,1037.01,1037.01
GEHSAN_clean,0.0,248.85,248.85
GEJJEL01_clean,824.447,0.0,824.447
GEKVEZ_clean,1269.54,0.0,1269.54
GELJAJ_clean,0.0,174.824,174.824
GELVEZ01_clean,0.0,123.449,123.449
GELVEZ02_clean,0.0,143.77,143.77
GELVEZ_clean,0.0,222.882,222.882
GELVID01_clean,0.0,33.0723,33.0723
GELVID_clean,0.0,72.8303,72.8303
GENGIR_clean,1740.17,0.0,1740.17
GEPDEM_clean,453.038,0.0,453.038
GEPDIQ_clean,0.0,595.721,595.721
GERNOI_clean,1240.1,0.0,1240.1
GERPUP_clean,1062.1,0.900775,1063.000775
GERWEH_clean,1565.74,50.0979,1615.8379
GERWIL_charged,0.0,483.836,483.836
GERWOR_charged,0.0,873.868,873.868
GESBOW_charged,1616.09,0.0,1616.09
GESBUC_charged,1611.85,0.0374605,1611.8874604999999
GESDUF_clean,976.45,0.0,976.45
GESFAN_clean,962.168,0.0,962.168
GESNIC_clean,661.954,0.405832,662.359832
GESNOI_clean,630.937,0.138117,631.075117
GETXAG01_clean,0.0,2.09346,2.09346
GETXAG_clean,0.0,0.944364,0.944364
GETXEK_clean,2122.44,0.0,2122.44
GEVKID_clean,0.0,353.002,353.002
GEVXAI_clean,0.0,146.21,146.21
GEVXIQ_clean,1556.57,0.0,1556.57
GEVYEN_clean,0.0,27.6664,27.6664
GEWXAJ_clean,571.977,0.0,571.977
GEYFIB_clean,2456.16,0.0,2456.16
GEZFIC_charged,0.0,419.474,419.474
GEZFOI_charged,0.0,419.377,419.377
GEZRAG_clean,2112.7,0.0,2112.7
GEZYOB_clean,1899.46,0.0,1899.46
GEZYUH_clean,1886.93,0.0,1886.93
GEZZAO_clean,0.0,1178.07,1178.07
GIDKOU_clean,770.602,0.0,770.602
GIFFAE_clean,1849.0,0.0,1849.0
GIFFEI_clean,1823.63,0.0,1823.63
GIFKAH_clean,1188.86,0.0,1188.86
GIFKEL_clean,1220.89,0.0,1220.89
GIFKIP_clean,1211.67,0.0,1211.67
GIFSOF_clean,0.0,547.743,547.743
GIGWID01_clean,0.0,0.0,0.0
GIHBII_clean,0.0,596.999,596.999
GIHPAQ_clean,0.0,893.956,893.956
GIHPEU_clean,0.0,924.615,924.615
GIJXAA_clean,1716.95,0.0,1716.95
GIKMOD01_clean,0.0,283.623,283.623
GIKMOD02_clean,0.0,297.007,297.007
GIKMOD03_clean,0.0,293.251,293.251
GIKMOD04_clean,0.0,301.234,301.234
GIKMOD05_clean,0.0,301.477,301.477
GIKMOD06_clean,0.0,310.036,310.036
GIKMOD07_clean,0.0,310.036,310.036
GIKMOD08_clean,0.0,301.747,301.747
GIKMOD09_clean,0.0,297.361,297.361
GIKMOD10_clean,0.0,294.723,294.723
GIKMOD11_clean,0.0,300.451,300.451
GIKMOD12_clean,0.0,292.091,292.091
GIKMOD_clean,0.0,297.161,297.161
GIKQIC_clean,415.293,0.0,415.293
GIMHAM_clean,0.0,309.943,309.943
GIMSIG_clean,1529.26,0.0,1529.26
GIMSUS_clean,0.0,531.625,531.625
GIMVAA_clean,0.0,122.861,122.861
GINDEO_clean,0.0,226.681,226.681
GINLIA_clean,2099.52,0.0,2099.52
GINNUO_clean,925.034,0.0,925.034
GINPAW_clean,0.0,568.9,568.9
GIQXEK_clean,1692.81,0.0,1692.81
GIQXIO_clean,1782.56,0.0,1782.56
GIQXOU_clean,1766.73,0.0,1766.73
GIQXUA_clean,1802.1,0.0,1802.1
GIQYAH_clean,1747.11,0.0,1747.11
GIQYEL_clean,1723.36,0.0,1723.36
GIQYIP_clean,1826.2,0.0,1826.2
GIQYOV_clean,1535.63,0.0,1535.63
GIQYUB_clean,1808.31,0.0,1808.31
GIQZIQ_clean,0.0,1115.03,1115.03
GIRDUI_clean,503.848,0.0,503.848
GIRFUJ_clean,0.0,2.96742,2.96742
GIRGUL_clean,0.0,161.228,161.228
GIRHEW_clean,620.533,0.0,620.533
GIRXUC_clean,2407.37,0.0,2407.37
GIRYAJ_clean,2425.67,0.0,2425.67
GIRYEN_clean,274.969,0.0,274.969
GIRYIR_clean,161.369,0.0,161.369
GIRYOX_clean,0.0,115.189,115.189
GIRYUD_clean,294.643,0.0,294.643
GIRZAK_clean,223.911,0.0,223.911
GISMAY_clean,976.844,190.616,1167.46
GISMIG_clean,0.0,75.4241,75.4241
GISWEM_clean,213.619,0.0,213.619
GISZUD_clean,2824.34,0.0,2824.34
GISZUF_clean,627.502,359.854,987.356
GITPEG_clean,664.013,661.921,1325.9340000000002
GITPIK_clean,1943.79,0.0,1943.79
GITSUY_clean,1839.42,0.0,1839.42
GITTIN,1486.11,0.0,1486.11
GITTOT01_clean5b,0.0,1337.18,1337.18
GITTOT01_manual,0.0,1337.18,1337.18
GITTOT_clean5b,0.0,1348.34,1348.34
GITTOT_manual,0.0,1359.68,1359.68
GITTUZ_clean,1392.6,0.0,1392.6
GITVAH01_clean,1226.95,0.0,1226.95
GITVAH_clean,884.991,0.0,884.991
GITVEL01_clean,1809.51,0.0,1809.51
GITVEL_clean,1816.59,0.0,1816.59
GITWIQ_clean,977.4,0.0,977.4
GITZAM_clean,0.0,27.1674,27.1674
GIVDUL,1516.04,0.0,1516.04
GIVHIC_clean,1148.42,0.0,1148.42
GIVNIK_clean,2237.6,0.0,2237.6
GIVNOQ_clean,2284.11,0.0,2284.11
GIWBEU_charged,1580.9,0.0,1580.9
GIWBIY_charged,1699.75,0.0,1699.75
GIWBOE_charged,1391.81,0.0,1391.81
GIWCAR_ion_b,1542.66,1.86661,1544.5266100000001
GIWCIZ_ion_b,668.011,97.6785,765.6895
GIWCOF_ion_b,1784.88,0.0,1784.88
GIWMOP,0.0,0.0,0.0
GIWNUV_clean,0.0,993.284,993.284
GIXGOK_clean,1506.49,0.0,1506.49
GIXMUX_clean,0.0,643.467,643.467
GIXNAE_clean,2028.76,0.0,2028.76
GIYSAJ02_clean,0.0,14.5785,14.5785
GIYSAJ_clean,341.818,237.8,579.6179999999999
GIYSEN_clean,963.985,0.0,963.985
GIYSIR_clean,918.098,0.0,918.098
GIYSOX_clean,910.454,0.0,910.454
GIYSUD_clean,2005.05,0.0,2005.05
GIYTAK_clean,2151.66,0.0,2151.66
GIYTIS_SL,1989.46,0.0,1989.46
GIYTIS_clean,1992.09,0.0,1992.09
GIZJOP_clean,0.0,760.638,760.638
GIZVER_clean,0.0,315.839,315.839
GIZXET_clean,1412.03,0.0,1412.03
GOBGAG_clean,1527.05,0.0,1527.05
GOBSUM_clean,1761.49,0.0,1761.49
GOBTAT_clean,2030.38,0.0,2030.38
GOBXAY_clean,0.0,582.528,582.528
GOFDAH,0.0,940.816,940.816
GOGSIF_clean,1846.85,0.0,1846.85
GOGWAB_clean,2132.32,0.0,2132.32
GOGWEF_clean,2188.54,0.0,2188.54
GOJDOZ_clean,1458.76,0.0,1458.76
GOJFAN_charged,2128.24,0.0,2128.24
GOKBUE_clean,1306.16,0.0,1306.16
GOLDAO_clean,627.027,245.925,872.952
GOLQII_clean,0.0,162.81,162.81
GOLYOX_clean,0.0,506.362,506.362
GOLYUD_clean,0.0,515.111,515.111
GOMFOF_clean,1313.35,0.0,1313.35
GOMPOO_clean,0.0,703.939,703.939
GOMRAC_clean,872.247,0.0,872.247
GOMREG_clean,916.875,0.0,916.875
GONNAA_clean,2754.21,0.0,2754.21
GONSUZ_clean,721.456,0.0,721.456
GONTAG_clean,976.507,0.0,976.507
GOPLUS_clean,647.038,124.926,771.964
GOPTIQ_clean,1784.72,0.0,1784.72
GOQSIQ_clean,1630.03,0.0,1630.03
GOQTIR_clean,0.0,1171.59,1171.59
GOQWOY_clean,2071.46,0.0,2071.46
GOQXAN_clean,1451.03,0.0,1451.03
GORJEE_clean,1348.94,49.6802,1398.6202
GORQAF_clean,2837.91,0.0,2837.91
GORWUF_clean,1536.78,35.897,1572.677
GOSBOH_clean,1557.91,0.0,1557.91
GOSDEZ_clean,1860.83,0.0,1860.83
GOSDID_clean,1485.14,0.0,1485.14
GOSKEG_clean,1746.3,0.0590889,1746.3590889
GOSRIP_clean,0.0,849.077,849.077
GOTDIE_clean,189.342,2.80954,192.15154
GOTNEK_clean,1342.74,3.92425,1346.66425
GOVHOQ_clean,370.587,0.0,370.587
GOVWOF_clean,1900.98,0.0,1900.98
GOVXIA_clean,1056.46,0.0,1056.46
GOWHOR_clean,0.0,664.332,664.332
GOXGAD_clean,539.285,0.0,539.285
GOXMEN_clean,0.0,226.172,226.172
GOYPAN_clean,0.0,234.833,234.833
GOYPER_clean,0.0,260.631,260.631
GOYXAV_clean,212.391,0.0,212.391
GOYXEZ_clean,199.267,0.0,199.267
GOYXID_clean,192.057,0.0,192.057
GOYXOJ_clean,191.702,0.0,191.702
GOYXUP_clean,213.766,0.0,213.766
GOYYAW_clean,163.354,0.0,163.354
GOYYEA_clean,168.321,0.0,168.321
GOYYIE_clean,132.008,0.0,132.008
GOZNAM_clean,2154.13,0.0,2154.13
GOZNEQ_clean,2304.7,0.245019,2304.945019
GUANZS_clean,2257.7,0.0,2257.7
GUBBAG_clean,1981.26,0.0,1981.26
GUBKUL_clean,1506.4,0.0,1506.4
GUBSED_clean,0.0,586.764,586.764
GUBVUU_clean,1714.91,0.0,1714.91
GUBZAF_clean,1281.57,0.0,1281.57
GUCHUJ_clean,1359.95,0.0,1359.95
GUCJAQ_clean,1220.88,0.0,1220.88
GUDJOG_clean,1916.73,0.0,1916.73
GUFBOA_clean,666.033,0.0,666.033
GUFBUG_clean,1115.54,0.0,1115.54
GUFREF_clean,0.0,424.84,424.84
GUFXEM_clean,1578.0,0.0,1578.0
GUGNON_clean,1637.54,0.0,1637.54
GUGXOX_clean,0.0,765.584,765.584
GUHGOH_clean,0.0,158.159,158.159
GUHNUU_clean,1929.0,0.0,1929.0
GUHPAC_clean,1927.03,0.0,1927.03
GUHPEG_clean,1123.84,0.0,1123.84
GUJGAU_clean,0.0,501.603,501.603
GUJGEY_clean,0.0,437.024,437.024
GUJREK01_clean,957.947,29.5624,987.5094
GUJREK_clean,957.419,28.2506,985.6696
GUJTOV_clean,0.0,0.299409,0.299409
GUJVIR_clean,0.0,211.786,211.786
GUJVOX_clean,0.0,259.196,259.196
GUKCIA_clean,2297.15,0.0,2297.15
GUKFEY_clean,1667.7,0.0,1667.7
GUKNIK_clean,368.614,0.0,368.614
GUKXIU_clean,261.916,0.0,261.916
GUKYUI_clean,534.962,0.0,534.962
GUKZAO_clean,2020.78,0.0,2020.78
GULBAR_clean,904.56,0.0,904.56
GULCAS_clean,1263.99,0.0,1263.99
GULGEZ_clean,946.799,0.0,946.799
GULPIN_clean,604.953,0.0,604.953
GULVUF_clean,1637.73,0.0,1637.73
GULWAM_clean,2193.2,0.0,2193.2
GULWIU_clean,2257.12,0.0,2257.12
GULWOA_clean,1858.22,0.0,1858.22
GUMBIA_clean,0.0,928.83,928.83
GUMDEZ_clean,1200.53,0.0,1200.53
GUNFAW01_clean,2385.46,0.0,2385.46
GUNFAW01_neutral,2385.46,0.0,2385.46
GUNZIA_clean,805.962,277.164,1083.126
GUPBEZ,459.331,0.0,459.331
GUPBIE_clean,0.0,437.193,437.193
GUPBOJ01_clean,425.744,0.0,425.744
GUPBUP_SL,1492.25,0.0,1492.25
GUPBUP_clean5b,1488.4,0.0,1488.4
GUPBUP_manual,1496.13,0.0,1496.13
GUPCAW_clean,1908.41,1.13527,1909.54527
GUPCUQ01,1552.62,0.0,1552.62
GUPDEB_clean,1578.04,3.49285,1581.53285
GUPJEG01_clean,61.7989,0.0,61.7989
GUPJEG_clean,91.083,0.0,91.083
GUPNUC01_clean,0.0,701.692,701.692
GUPNUC_clean,0.0,678.477,678.477
GUPREQ_clean,981.288,0.0,981.288
GUQTOB_clean,0.0,453.618,453.618
GUQWOG_clean,1898.59,0.0,1898.59
