Structures,oms_count
FEZCUJ_charged,24
FEZQEI_clean,0
FEZREJ_clean,0
FEZTIP_clean,8
FIBFUS_clean,0
FIBHEF_clean,4
FIBHIJ_clean,6
FIBKEI_clean,24
FIDMEL01_clean,0
FIDMIP_clean,6
FIDRIV_clean,4
FIFGAE_clean,4
FIFGEI_clean,6
FIFGIM_clean,4
FIFMIS01_clean,6
FIFMIS_clean,6
FIFMOX_clean,8
FIFMOY_clean,6
FIFMUD_clean,8
FIFNUE01_clean,2
FIFNUE_clean,2
FIFPAM01_clean,2
FIFPAM_clean,2
FIFPOA_clean,0
FIGFOR_clean,0
FIGLAK_clean,0
FIGQUJ_clean,0
FIGVUN_clean,0
FIGXAU_clean,0
FIGXAW_clean,0
FIGXEY_clean,0
FIHFAF_clean,2
FIHHOV_clean,4
FIHHUB_clean,0
FIHHUB_SL,0
FIHLOZ_clean,4
FIHLUF_clean,0
FIHRIZ_clean,0
FIHXUR_clean,4
FIJCUX01_clean,0
FIJCUX_clean,0
FIJDEI_clean,0
FIJDIM01_clean,4
FIJDIM02_clean,4
FIJDIM03_clean,4
FIJDIM04_clean,4
FIJDIM05_clean,4
FIJDIM06_clean,4
FIJDIM07_clean,4
FIJDIM08_clean,4
FIJDIM09_clean,4
FIJDIM10_clean,4
FIJDIM11_clean,4
FIJDIM12_clean,4
FIJDIM_clean,4
FIJDOS_clean,6
FIJDUY_clean,0
FIJFEK_clean5b,0
FIJFEK_manual,0
FIJFIO_clean,4
FIJFOU_clean,2
FIJFUA_clean,0
FIJGEK_clean,0
FIJXUR_clean,34
FIJYED_clean,0
FIJZEE_clean,0
FIKQIB_clean,2
FIKTOK_clean,2
FILYAC_clean,8
FILYEG_clean,8
FIMNIA_clean,14
FIMXUW_clean,0
FIMYUX_clean,48
FIMZAE_clean,48
FINQOK_clean,14
FINQUQ_clean,14
FIPJAR_clean,0
FIPJEV_clean,0
FIPKOG01_clean,0
FIPKOG_clean,0
FIPKUM_clean,0
FIPWOS_clean,0
FIPWUY_clean,0
FIPXAF_clean,0
FIPXEJ_clean,0
FIQCEN_clean,12
FIQKIB_clean,8
FIQYOU_clean,0
FIQYUA_clean,0
FIQZAH_clean,0
FIQZEM_clean,4
FIRMUQ_clean,3
FIRNAX01_clean,3
FIRNAX_clean,3
FIRNIF_clean,3
FIRNOL_clean,3
FIRNUR_clean,3
FIRPAZ_clean,3
FIRVEH_clean,0
FIRZOX_clean,6
FISGOF_clean,6
FISXEM_clean,0
FITHAS_charged,0
FITHIA_clean,0
FITJAU_clean,4
FITJEY_clean,4
FIVNAZ_clean,0
FIVQIL_clean,8
FIVQOR_clean,1
FIVYEP01_clean,0
FIVYEP_clean,0
FIVYUF_clean,0
FIWJIG_clean,12
FIYDOH_clean,10
FIZPOV_clean,4
FOBNAN_clean,0
FOCREW_clean,0
FOCZAA_clean,0
FOCZEE_clean,0
FODCEI_clean,0
FODYUT_clean,0
FODZUU_clean,0
FOFCIO_clean,0
FOFCOU_clean,0
FOFDAH_clean,0
FOFHAK_clean,1
FOFHEO_clean,0
FOFHUE_clean,0
FOFMOE_clean,0
FOFTIF_clean,2
FOFTOL_clean,2
FOFTUR_clean,2
FOGFAK_clean,0
FOHCAH_clean,2
FOHCIP_clean,4
FOHQUO_clean,4
FOHRUR_clean,3
FOHSAW01_clean,4
FOJKIA_clean,0
FOJLOH_clean,8
FOJPEB_clean,0
FOJVUX_clean,0
FOKGET_clean,8
FOKWIN_clean,0
FOKYEL_clean,0
FOKYIP_clean,0
FOKYUB_clean,2
FOKZIQ_clean,4
FOLLEZ_clean,4
FOMWOV_clean,0
FONKEA_clean,0
FONPUV_clean,8
FONQIJ_clean,8
FOPBAP_clean,8
FOPTOU_clean,40
FOQNIK_clean,8
FOQNOQ01_clean,8
FOQNOQ02_clean,8
FOQNOQ_clean,8
FOQNUW01_clean,8
FOQNUW02_clean,8
FOQNUW_clean,8
FOQPAE01_clean,8
FOQPAE02_clean,8
FOQPAE_clean,8
FOQSUA_charged,0
FOQTAH_clean,0
FOQTEL_clean,0
FORKUU_clean,0
FORPIM_clean,8
FORPOS_clean,8
FORPUY_clean,0
FORQAF_clean,4
FORQEJ_clean,8
FORQIN_clean,0
FORTIR_clean,0
FORWAL_charged,0
FORWAL_clean,0
FOVPEN_clean,24
FOVPOX_clean,0
FOVPUD_clean,8
FOWTOC_clean,0
FOXHUX_clean,0
FOXKIO_clean,4
FOXNIQ_clean,0
FOXPUE_clean,3
FOXQIT_charged,0
FUBDAI_clean,0
FUBDEM_clean,0
FUBDIQ_clean,0
FUBNOH_clean,0
FUDGES_clean,4
FUDHAP_clean,4
FUDHET_clean,8
FUDQIF_clean,0
FUFQUT_clean,0
FUFREE_clean,4
FUFTUX_clean,0
FUHJOJ_clean,0
FUHMOM_clean,4
FUHNED_clean,4
FUHNIH_clean,8
FUJKUS_clean,2
FULQOT_clean,0
FULQUZ_clean,0
FUMHEC_clean,0
FUMHOL_clean,0
FUMJAA_clean,4
FUNBAS_clean,0
FUNBEW_clean,0
FUNBIA_clean,0
FUNBOG_clean,0
FUNCAT_clean,0
FUNCEX_clean,0
FUNFOL_clean,1
FUNGAY_clean,8
FUNLAD_clean,0
FUNQEM_clean,0
FUQJUX_clean,24
FURFIJ01_clean,4
FURFIJ_clean,4
FURFOP_clean,0
FURQOZ01_ion_b,18
FURQOZ_ion_b,6
FURQUF_ion_b,18
FURRAM_clean,18
FURREQ_clean,18
FURRIU_clean,18
FURROA_clean,18
FURRUG01_ion_b,18
FURRUG_ion_b,18
FURSAN_ion_b,18
FURSES_clean,2
FUSGOR_clean,2
FUSMEM_clean,18
FUSMIQ_clean,18
FUSMOW_clean,18
FUSMUC_clean,18
FUSNAJ_clean,18
FUSNEN_clean,18
FUSNIR_clean,18
FUSQUH_clean,0
FUSWIA_clean,4
FUSYUO_clean,0
FUTCAZ_clean,4
FUTDII_clean,6
FUTJOV_clean,2
FUTKEL_clean5b,0
FUTKEL_manual,0
FUTTIZ_clean,0
FUTYEA_clean,0
FUTYOK_clean,0
FUTYUQ_clean,8
FUTZAX_clean,0
FUTZEB_clean,0
FUTZIF_clean,0
FUTZOK_clean,0
FUTZOL_clean,0
FUVBAB_clean,0
FUVBOP_clean,24
FUVDEH01_clean,0
FUVDEH02_clean,0
FUVDEH03_clean,0
FUVDEH04_clean,0
FUVDEH05_clean,0
FUVDEH06_clean,0
FUVDEH07_clean,0
FUVDEH08_clean,0
FUVDEH09_clean,0
FUVDEH10_clean,0
FUVDEH11_clean,0
FUVDEH12_clean,0
FUVDEH13_clean,0
FUVDEH_clean,0
FUVFUZ_clean,0
FUVGAG01_clean,0
FUVGAG02_clean,0
FUVGAG_clean,0
FUWFIO_clean,8
FUWFOU_clean,0
FUWFUA_clean,8
FUWQIZ_clean,18
FUWXOL_clean,0
FUWXOL_SL,0
FUWYAY_clean,4
FUXCOS_clean,0
FUXXIH_clean,8
FUYCAE_clean,8
FUYCAF_clean,0
FUYCEJ_clean,0
FUYCIN_clean,0
FUYCUZ_clean,0
FUYKER_clean,8
FUYYAA_clean,0
FUYZAB_ion_b,0
FUZKAN_clean,0
FUZPUN_clean,0
GABGOI_clean,0
GABYUG_clean,0
GACBIY_clean,12
GACBOE_clean,8
GACPUX_clean,4
GACQAE_clean,4
GACVIS_clean,6
GACYER_clean,0
GADDOH_clean,2
GADFAV_clean,0
GADHIF_clean,0
GADMAA01_clean,6
GADMAA_clean,6
GADRAH_clean,12
GAFBEX_clean,4
GAFGEC_clean,0
GAFROX_clean,12
GAFRUD_clean,12
GAGQAI_clean,12
GAGSUF_clean,0
GAGTAM_clean,0
GAGTEQ_clean,0
GAGXAP_clean,12
GAHSEQ_clean,0
GAHXUL_clean,0
GAJTOC_clean,4
GAJTUI_clean,4
GAJVAQ_clean,4
GAJVEU_charged,0
GAJVIY_charged,0
GAJYUN_clean,0
GAJZAU_clean,0
GAJZEY_clean,0
GAJZIC_clean,0
GAJZOI_clean,0
GAJZUO_clean,0
GAKBAX_clean,0
GAKTET_clean,4
GALBUS,0
GALCAZ_clean,0
GALCED_clean,0
GALFAB_clean,0
GALHOS_ion_b,0
GALJAG_clean,0
GAMFEI_clean,24
GAMSOD_clean,0
GAMTAQ_clean,0
GAMTEU_clean,2
GAMTIY_clean,0
GAMTOE_clean,0
GAMTUK_clean,0
GAMVAS_clean,0
GAMXAV_clean,12
GANBAZ01_clean,0
GANBAZ02_clean,0
GANBAZ_clean,0
GANBED01_clean,0
GANBED02_clean,0
GANBED_clean,0
GANBIH_clean,0
GAPDEH_clean,4
GAPDUX_clean,8
GAPNOD_clean,8
GAQKOB_clean,0
GARLAP_clean,0
GARLET_clean,0
GARLIX_clean,0
GARLOD_clean,0
GARLUJ_clean,0
GARMAQ_clean,0
GARPAR_clean,16
GARQAU_clean,0
GARSUQ_clean,0
GARTAX_clean,0
GARTEB_clean,0
GARTIF_clean,0
GASSEB_clean,4
GASSUR_clean,0
GASTIG_clean,0
GATBUZ_charged,0
GATHAL_clean,0
GATJIV_charged,0
GATSAY_clean,2
GAVYAG_clean,0
GAWBEM_clean,5
GAWCUF_clean,0
GAWJEV_clean,9
GAWKAS_clean,8
GAWKEW_clean,76
GAWLIB_clean,4
GAWMAU_clean,12
GAWMOI_clean,0
GAWMOJ_clean,8
GAXDIS10_clean,0
GAXGET_clean,0
GAXGIX_clean,0
GAXGOD_clean,0
GAXKOH_clean,6
GAXKUN_clean,0
GAXQIH_clean,1
GAXVUY_clean,4
GAXWAF_clean,4
GAXWEJ_clean,0
GAYFOD_clean,0
GAYFUJ_clean,0
GAYGAQ_clean_h,2
GAYGAQ_clean,2
GAYPED_clean,14
GAYTEH_ion_b,48
GAZLAW_clean,0
GAZZIS01_charged,0
GAZZIS02_charged,0
GAZZIS03_charged,0
GAZZIS04_charged,0
GAZZIS05_charged,0
GAZZIS_charged,0
GEBCAT_clean,0
GEBSAJ_clean,2
GECRAI_charged,0
GEDDAW_clean,24
GEDDEA_clean,12
GEDLIM_clean,0
GEDPAH_clean,4
GEDQIR_clean,0
GEDQOX_clean,0
GEDQUD_charged,0
GEDRAK_clean,0
GEDREO_clean,0
GEDRIS_clean,0
GEDROY_clean,0
GEDRUE_clean,0
GEDSAL_clean,0
GEDSEP_clean,0
GEDSIT,0
GEDSOZ_clean,0
GEDSUF_clean,0
GEDTAM_clean,0
GEFFUT_clean,0
GEFYUN_clean,0
GEFZAU_clean,0
GEGBEB_clean,12
GEGBOL_clean,12
GEGDED_clean,16
GEGGEG01_clean,4
GEGGIK01_clean,4
GEGGIK_clean,4
GEGGUW_clean,4
GEGHAD_clean,4
GEGSIW_clean,0
GEGWAS_clean,4
GEHSAN_clean,0
GEJJEL01_clean,0
GEKVEZ_clean,0
GELJAJ_clean,0
GELVEZ01_clean,0
GELVEZ02_clean,0
GELVEZ_clean,0
GELVID01_clean,0
GELVID_clean,0
GENGIR_clean,0
GEPDEM_clean,4
GEPDIQ_clean,8
GERNOI_clean,0
GERPUP_clean,6
GERWEH_clean,8
GERWIL_charged,0
GERWOR_charged,0
GESBOW_charged,0
GESBUC_charged,0
GESDUF_clean,2
GESFAN_clean,2
GESNIC_clean,4
GESNOI_clean,4
GETXAG01_clean,4
GETXAG_clean,4
GETXEK_clean,2
GEVKID_clean,2
GEVXAI_clean,0
GEVXIQ_clean,2
GEVYEN_clean,0
GEWXAJ_clean,4
GEYFIB_clean,6
GEZFIC_charged,0
GEZFOI_charged,0
GEZRAG_clean,56
GEZYOB_clean,0
GEZYUH_clean,12
GEZZAO_clean,12
GIDKOU_clean,12
GIFFAE_clean,0
GIFFEI_clean,0
GIFKAH_clean,1
GIFKEL_clean,1
GIFKIP_clean,1
GIFSOF_clean,4
GIGWID01_clean,0
GIHBII_clean,0
GIHPAQ_clean,3
GIHPEU_clean,3
GIJXAA_clean,0
GIKMOD01_clean,8
GIKMOD02_clean,8
GIKMOD03_clean,8
GIKMOD04_clean,8
GIKMOD05_clean,8
GIKMOD06_clean,8
GIKMOD07_clean,8
GIKMOD08_clean,8
GIKMOD09_clean,8
GIKMOD10_clean,8
GIKMOD11_clean,4
GIKMOD12_clean,8
GIKMOD_clean,8
GIKQIC_clean,4
GIMHAM_clean,4
GIMSIG_clean,4
GIMSUS_clean,0
GIMVAA_clean,4
GINDEO_clean,0
GINLIA_clean,2
GINNUO_clean,8
GINPAW_clean,0
GIQXEK_clean,4
GIQXIO_clean,4
GIQXOU_clean,4
GIQXUA_clean,4
GIQYAH_clean,4
GIQYEL_clean,4
GIQYIP_clean,4
GIQYOV_clean,4
GIQYUB_clean,4
GIQZIQ_clean,4
GIRDUI_clean,4
GIRFUJ_clean,0
GIRGUL_clean,4
GIRHEW_clean,0
GIRXUC_clean,8
GIRYAJ_clean,14
GIRYEN_clean,0
GIRYIR_clean,0
GIRYOX_clean,0
GIRYUD_clean,0
GIRZAK_clean,0
GISMAY_clean,0
GISMIG_clean,0
GISWEM_clean,8
GISZUD_clean,0
GISZUF_clean,8
GITPEG_clean,8
GITPIK_clean,8
GITSUY_clean,0
GITTIN,0
GITTOT01_clean5b,0
GITTOT01_manual,0
GITTOT_clean5b,0
GITTOT_manual,0
GITTUZ_clean,0
GITVAH01_clean,0
GITVAH_clean,0
GITVEL01_clean,0
GITVEL_clean,0
GITWIQ_clean,0
GITZAM_clean,0
GIVDUL,16
GIVHIC_clean,0
GIVNIK_clean,0
GIVNOQ_clean,0
GIWBEU_charged,4
GIWBIY_charged,4
GIWBOE_charged,8
GIWCAR_ion_b,0
GIWCIZ_ion_b,12
GIWCOF_ion_b,0
GIWMOP,0
GIWNUV_clean,12
GIXGOK_clean,0
GIXMUX_clean,8
GIXNAE_clean,0
GIYSAJ02_clean,0
GIYSAJ_clean,0
GIYSEN_clean,0
GIYSIR_clean,0
GIYSOX_clean,0
GIYSUD_clean,0
GIYTAK_clean,0
GIYTIS_clean,0
GIYTIS_SL,0
GIZJOP_clean,0
GIZVER_clean,8
GIZXET_clean,0
GOBGAG_clean,0
GOBSUM_clean,9
GOBTAT_clean,0
GOBXAY_clean,0
GOFDAH,0
GOGSIF_clean,6
GOGWAB_clean,2
GOGWEF_clean,2
GOJDOZ_clean,4
GOJFAN_charged,0
GOKBUE_clean,8
GOLDAO_clean,24
GOLQII_clean,4
GOLYOX_clean,2
GOLYUD_clean,2
GOMFOF_clean,8
GOMPOO_clean,0
GOMRAC_clean,0
GOMREG_clean,0
GONNAA_clean,4
GONSUZ_clean,0
GONTAG_clean,0
GOPLUS_clean,0
GOPTIQ_clean,4
GOQSIQ_clean,0
GOQTIR_clean,4
GOQWOY_clean,0
GOQXAN_clean,4
GORJEE_clean,0
GORQAF_clean,0
GORWUF_clean,1
GOSBOH_clean,3
GOSDEZ_clean,4
GOSDID_clean,4
GOSKEG_clean,4
GOSRIP_clean,4
GOTDIE_clean,0
GOTNEK_clean,0
GOVHOQ_clean,0
GOVWOF_clean,18
GOVXIA_clean,0
GOWHOR_clean,4
GOXGAD_clean,4
GOXMEN_clean,0
GOYPAN_clean,0
GOYPER_clean,0
GOYXAV_clean,4
GOYXEZ_clean,4
GOYXID_clean,4
GOYXOJ_clean,4
GOYXUP_clean,4
GOYYAW_clean,4
GOYYEA_clean,4
GOYYIE_clean,4
GOZNAM_clean,6
GOZNEQ_clean,3
GUANZS_clean,0
GUBBAG_clean,4
GUBKUL_clean,0
GUBSED_clean,4
GUBVUU_clean,4
GUBZAF_clean,4
GUCHUJ_clean,1
GUCJAQ_clean,0
GUDJOG_clean,0
GUFBOA_clean,2
GUFBUG_clean,0
GUFREF_clean,0
GUFXEM_clean,4
GUGNON_clean,4
GUGXOX_clean,0
GUHGOH_clean,8
GUHNUU_clean,0
GUHPAC_clean,0
GUHPEG_clean,8
GUJGAU_clean,0
GUJGEY_clean,0
GUJREK01_clean,8
GUJREK_clean,8
GUJTOV_clean,16
GUJVIR_clean,1
GUJVOX_clean,1
GUKCIA_clean,18
GUKFEY_clean,8
GUKNIK_clean,0
GUKXIU_clean,16
GUKYUI_clean,0
GUKZAO_clean,0
GULBAR_clean,0
GULCAS_clean,8
GULGEZ_clean,0
GULPIN_clean,0
GULVUF_clean,0
GULWAM_clean,0
GULWIU_clean,16
GULWOA_clean,1
GUMBIA_clean,12
GUMDEZ_clean,0
GUNFAW01_clean,0
GUNFAW01_neutral,0
GUNZIA_clean,0
GUPBEZ,0
GUPBIE_clean,8
GUPBOJ01_clean,0
GUPBUP_clean5b,0
GUPBUP_manual,0
GUPBUP_SL,0
GUPCAW_clean,0
GUPCUQ01,0
GUPDEB_clean,0
GUPJEG01_clean,0
GUPJEG_clean,0
GUPNUC01_clean,0
GUPNUC_clean,0
GUPREQ_clean,12
GUQTOB_clean,0
GUQWOG_clean,0
GURPIT_clean,0
GURPOZ_clean,0
GURPUF_clean,0
GURTIX_charged,0
GURZID01_clean,8
GURZID_clean,8
GUSCIH_clean,2
GUSJOU_clean,3
GUSMAJ_clean,0
GUSNEN01_clean,0
GUSNEN01_SL,0
GUSNEN_clean_h,0
GUSNEN_clean,0
GUSNEN_SL,0
GUTYIE_clean,0
GUVBEF_clean,0
GUVBOQ_clean,0
GUVCOP_clean,28
GUVKUE_clean,0
GUVLAL_clean,0
GUVZII_clean,18
GUWDUY_clean,0
GUXJUF_clean,20
GUXLIU_clean,2
GUXPOF_clean,1
GUXQAR_clean,1
GUXRAT_clean,0
GUXSEY_clean,0
GUXSIC_clean,0
GUXZIJ_clean,6
GUXZUV_clean,2
GUYBAE_clean,12
GUYLOC_clean,0
GUYLUI01_clean,0
GUYLUI_clean,0
GUYMAP_clean,0
GUZVOO_clean,48
HABCEV_clean,8
HABCIZ_clean,8
HABCOF_clean,8
HABDAS_clean,8
HABKOM_clean,4
HABREJ_clean,0
HABRIN_clean,2
HABRUZ_clean,2
HABZEQ_clean,6
HACDOH_clean,0
HACDUN_clean,0
HACRAH_clean,0
HACREL_clean,0
HADDOI_clean,2
HADLOQ01_clean,0
HADPOU_clean,1
HADQUA_clean,0
HADXIW_clean,3
HADXOC_clean,3
HADYAP_clean,4
HAFDUQ_clean,0
HAFFAY_clean,0
HAFFEC_clean,0
HAFGUQ_clean,0
HAFQOW_clean,0
HAFQUC_clean,0
HAFSOZ_clean,4
HAFTOZ_clean,0
HAFVOB_clean,0
HAFVUH_clean,0
HAFVUH_SL,0
HAFWAO_charged,0
HAFWIW_clean,48
HAFWUI01_charged,0
HAFWUI_charged,0
HAFWUI_clean,0
HAHCUR_clean,0
HAHPIQ_charged,16
HAHPOW_clean,16
HAJDII_clean,0
HAJJAE_clean,4
HAJLEK_clean,0
HAJLIO_clean,0
HAJLOU_clean,0
HAJLUA_clean,0
HAJMAH_clean,0
HAJMEL_clean,0
HAJMIQ_clean,48
HAJPEQ_clean,4
HAJYEZ_clean,1
HAKCAZ_clean,6
HAKCIG_clean,0
HAKSAQ_clean,0
HAKSEU_clean,4
HAKSIY_clean,4
HAKSOE_clean,4
HAKTAR_clean,4
HAKTOF_clean,4
HAKVAT_clean,4
HAKVEX_clean,4
HAKVOH_clean,6
HAKVUN_clean,8
HAKWAU_clean,8
HAKWUM_clean,1
HALQUJ_clean,0
HALVAU_clean,2
HAMJOW_clean,0
HAMJUC_clean,0
HAMLAL_clean,16
HAMLIT_clean,2
HAMREU_clean,0
HAMRIY_clean,6
HANWAW_clean,24
HAOAER_clean,0
HAPBAE_clean,24
HAPBEI_clean,24
HAPGIR_clean,4
HAPHUD_clean,0
HAPNEU_clean,24
HAPNOE_clean,0
HAPNUK_clean,0
HAPPAS_clean,0
HAPVAX_clean,12
HAPVEB_clean,12
HAQJIV_clean,18
HAQKES_clean,40
HAQRID_clean,0
HARGUC_clean,12
HARHOA_clean,8
HARHUG_clean,8
HARNAR_clean,16
HASMIZ_clean,0
HASNIB_clean,0
HASNOH_clean,0
HASNUN_clean,0
HASTAY_clean,8
HATZOS02_clean,8
HATZOS_clean,8
HAVVUX_clean,4
HAVYOU_clean,56
HAVZIP_clean,4
HAWGIX_charged,0
HAWGIY_clean,0
HAWREE_clean,0
HAWVAE_clean,0
HAWVEI_clean,0
HAWVIM_clean,0
HAWVOS_clean,0
HAWVUY_clean,0
HAWWAF_clean,0
HAWWEJ_charged,0
HAWWEK_clean,0
HAWWIN_clean,0
HAWWOT_clean,4
HAWWOU_clean,8
HAWWUZ_clean,4
HAWYUB_clean,0
HAWZEM_clean,0
HAWZIQ_clean,2
HAXJEX_clean,0
HAXMUP_clean,6
HAXNOJ_clean,0
HAYLIE_clean,2
HAYTEI_clean,4
HAYZIU_clean,2
HAZGOF01_clean_h,0
HAZGOF01_clean,0
HAZGOF02_clean_h,0
HAZGOF03_clean_h,0
HAZGOF04_clean_h,0
HAZGOF05_clean_h,0
HAZGOF06_clean_h,0
HAZGOF07_clean_h,0
HAZGOF08_clean_h,0
HAZGOF_clean,0
HAZNED_clean,0
HAZNIH_clean,0
HAZNON_clean,0
HAZSIL_clean,4
HAZWIP_clean,8
HEBGUS_clean,0
HEBJAB_clean,3
HEBKEG_clean,0
HEBNIN_clean,10
HEBNOT_clean,12
HEBPUB_charged,0
HEBTAL_clean,4
HEBTEP_clean,4
HEBZAR,0
HEBZEV,0
HEDBEZ_clean,5
HEDBID_clean,5
HEDBOJ_clean,12
HEDBUP_clean,12
HEDCAW_clean,8
HEDCEA_clean,0
HEDCIE_clean,4
HEDGUS_clean,4
HEDTER_clean,4
HEFDED_clean,0
HEFDIH_clean,0
HEFDON_clean,2
HEFDON_ion_b,2
HEFDUT_charged,0
HEFFAB_charged,0
HEFFEF_clean,2
HEFFEF_ion_b,2
HEFVAR_clean,2
HEGCEB_clean,2
HEGJUZ_clean,0
HEGKAP_clean,0
HEGNAJ_clean,0
HEGNEN_clean,0
HEGNIR_clean,0
HEGNOX_clean,0
HEGNUD_clean,0
HEGPAL_clean,0
HEHCOO_clean,0
HEJHAH_charged,0
HEKTAU_clean,4
HEKTUO01_clean,4
HEKTUO_clean,2
HELCUY_clean,4
HELDEJ_clean,2
HELDEJ_SL,2
HELDOT_clean,6
HEMTEZ_clean,56
HEMVEB_clean,16
HEMVIF_clean,8
HENYUV_clean,0
HESVOR_clean,0
HETDUG_clean,0
HETZOW_clean,24
HETZUC_charged,0
HEWFUL_ion_b,6
HEXNII_clean,0
HEXNOO_clean,8
HEXNUU_clean,8
HEYBIX_clean,0
HEYFUM_clean,4
HEZKIH_clean,4
HEZNUW_clean,0
HEZPIL01_clean,12
HEZSAG_clean,4
HEZSEK_clean,4
HGCNCO_clean,4
HIBGEF_clean,2
HIBGIJ_clean,1
HIBQUE_clean,0
HICGEG_clean,0
HICVOG_clean,0
HICVUM_clean,4
HICWIB_clean,12
HICZAW_clean,0
HICZEA_clean,0
HICZIE_clean,0
HIDBIH_clean,8
HIDBON_clean,4
HIDCUU_clean,0
HIDDAB_clean,0
HIDMEO_clean,3
HIFGEK_clean,16
HIFGIO_clean,0
HIFGIO_SL,0
HIFGOU_clean,0
HIFTOG01_clean,0
HIFTOG02_clean,0
HIFTOG_clean,0
HIFTUM_clean,2
HIFVOI_clean,0
HIFVUO01_clean,0
HIFVUO,0
HIFWAV_clean,0
HIFZAY_charged,6
HIGRIA_clean,8
HIHFOV_clean,0
HIHFUB_clean,0
HIHGAI_clean,4
HIHGEM_clean_b,8
HIHGEM_manual,8
HIHGIQ_clean,0
HIHGOW_clean,0
HIHGUC_clean,0
HIHJUF,0
HIHNUJ_clean,0
HIJMEU_clean,0
HIJSOK_clean,12
HILJUJ_clean,0
HIMSAY_clean,0
HIQKID_clean,0
HIQNAY_clean,8
HIQNIG_clean,0
HIQNUS_clean,0
HIQWOV_clean,0
HISGAT_clean,4
HISGIB_clean,0
HISJAW_clean,12
HISJIE_clean,16
HISSIN_clean,4
HITXUE_clean,0
HITXUE,0
HIVQAG_clean,0
HIVSAI_clean,0
HIWKEE_clean,8
HIWKII_clean,4
HIWLEG_clean,0
HIWLIK_clean,0
HIWLOO_clean_h,2
HIWLOO_clean,2
HIWLOQ_clean,0
HIWLUW_clean,0
HIWMAD_clean,0
HIWXER01_clean,0
HIWXER01_SL,0
HIWXER_clean,0
HIXDOH01_clean5b,2
HIXDOH01_clean,2
HIXDOH01_manual,2
HIXDOH_clean,2
HIYBUN_clean,0
HIYGIH_clean,24
HIYLUY_clean,20
HIYMAF_clean,20
HIYMEJ_clean,20
HIYYEU_clean,0
HIYZEV01_clean,0
HIYZEV_clean,0
HIZQEN01_clean,0
HIZQEN_clean,0
HIZQUD_clean,4
HIZSEQ_clean,4
HIZTUG_clean,0
HOBBEF_clean,0
HOBGAH_clean,0
HOBGEL_clean,0
HOBGIP_clean,0
HOBGOV_clean,0
HOCDIO_clean,0
HOCDOU_clean,2
HODWUS_clean,0
HOFJIX_clean,0
HOFMAS_clean,0
HOFSOL_clean,0
HOFSUS_clean,0
HOGJET_clean,12
HOGJIX_clean,12
HOGJOD_clean,0
HOGJUK_clean,0
HOGLEV01_clean,12
HOGPUQ_clean,0
HOGQAX_clean,0
HOGQEB_clean,0
HOGQIF_clean,0
HOGSIG_clean,2
HOGTOM_clean,6
HOHJAR_clean,0
HOHMEX_clean5b,0
HOHMEX_manual,0
HOJHUL_clean,4
HOJJUN_clean,0
HOJLEY_clean,0
HOJLID_clean,0
HOJLUP_clean,0
HOJNIF_clean,0
HOJNOL_clean,0
HOJNUR01_clean,0
HOJNUR_clean,0
HOJPAZ_clean,0
HOJPED_clean,0
HOJPIH_clean,0
HOKGUJ_clean,16
HOKLIE_clean,0
HOLQIK_clean,0
HOMRIL_clean,4
HOMZEP_clean,13
HONXAL_clean,0
HOPHUP_clean,4
HOPYEQ01_clean,0
HOPYEQ_clean,0
HOQMIL01_clean,1
HOQMIL02_clean,0
HOQMIL03_clean,0
HOQMIL04_clean,0
HOQMIL_clean,0
HOQMUX_clean,0
HOQNEI_clean,0
HOQNOS_clean,0
HORCOH_clean,0
HORCUN_clean,0
HORHAY_clean,0
HORHEC_clean,0
HORHIG_clean,0
HOTFED_clean,4
HOTWUJ_clean,0
HOVGEG_clean,4
HOVGIK_clean,0
HOVJIN_clean,2
HOVQAM_clean,0
HOVQUG_clean,32
HOWJEK_clean,0
HOWPEQ_clean,4
HOWPIU_clean,8
HOWPOZ_clean,0
HOWPUF_clean,8
HOWQAM_clean,8
HOWQEQ_clean,8
HOWQOA_clean,12
HOWROC_clean,4
HOWSAP_clean,12
HOWSET_clean,24
HOWSIX_clean,24
HOXGEH_clean,0
HOXJIO_charged,2
HOXKIP_clean,0
HOXKUB_clean,0
HOXRUJ_clean,4
HOXSAQ_clean,4
HOXSIY_clean,6
HOXSUK_clean,8
HOYREU_clean,8
HOYRIY_clean,8
HOYROE_clean,4
HOYTUL_clean,6
HOZBUV_clean,0
HOZDIL_clean,4
HOZFEJ_clean,0
HOZFIN_clean,10
HOZTOG_clean,0
HOZXEB_clean,16
HUBQEC_clean,12
HUCBAJ_charged,0
HUCBEN_clean5b,0
HUCBEN_manual,0
HUCFAO_clean,0
HUCLIB_clean,4
HUCSEF_clean,16
HUCWOT_clean,0
HUCWUZ_clean,0
HUCXAG_clean,0
HUCXEK_clean,0
HUCXIO_clean,0
HUCXOU_clean,0
HUCXUA_clean,0
HUDCEQ_clean,0
HUDMAW_clean,0
HUDMEA_clean,0
HUDWUA_clean,5
HUFHEX_clean,18
HUFHIB_clean,0
HUFHOH_clean,0
HUFHUN_clean,0
HUFJAV_clean,18
HUFJEZ_clean,18
HUFJID_clean,12
HUFKUQ_clean,0
HUFLUR_clean,4
HUFMUS_clean,0
HUFYIS_clean,12
HUGTOT_clean,0
HUHBET_clean,16
HUHBUJ_clean,8
HUHJAW_clean,1
HUHJOL_clean,6
HUHNIJ_clean,16
