Structures,oms_count
LULXAS_clean,4
LULXEW_clean,4
LULXOG_clean,0
LUMDEC_clean,0
LUMLIQ_clean,2
LUMMAJ_clean,4
LUMYEZ_clean,0
LUMYID_clean,0
LUMYOJ_clean,0
LUMYUP_clean,0
LUMZAW_clean,0
LUMZEA_clean,12
LUMZUO_clean,6
LUNBAX_clean,6
LUNBEB_clean,6
LUNBIF_clean,4
LUNWEW_clean,4
LUPHIN_clean,12
LUPTAS_clean,8
LUPYAX_clean,8
LUQGAG_clean,0
LURGEL_clean,0
LURLOB_clean,2
LURRUM_clean,0
LUSHIR_clean,0
LUSHOX01_clean,8
LUSHOX02_clean,8
LUSHOX03_clean,8
LUSHOX04_clean,8
LUSHOX_clean,8
LUSHUD_clean,0
LUSJAL_clean,0
LUSJEP_clean,0
LUSJIT_clean,0
LUSJOZ_clean,0
LUSQIB_clean,12
LUSQOH_clean,6
LUSYEF_clean,18
LUSZIJ01_clean,8
LUSZIJ_clean,8
LUSZOP01_clean,8
LUSZOP_clean,8
LUSZUV_clean,8
LUTBEI_clean,8
LUTBUY_clean,8
LUTCAF_clean,8
LUTCEJ_clean,8
LUTCIN_clean,8
LUTDAG_clean,8
LUTSEA_clean,8
LUVTAY_clean,0
LUVTEC_clean,0
LUVWUU_clean,18
LUWMEX_clean,0
LUWMIB_clean,0
LUWMOH_clean,0
LUWMUN_clean,0
LUWNAU_clean,0
LUWYUY_clean,0
LUXDEO,8
LUXDUE_clean,24
LUXFEQ_charged,0
LUXFOA_clean,24
LUXFUG_clean,24
LUYBIS_clean,0
LUYBOY_clean,10
LUYHAP_clean,6
LUYSEF_clean,0
LUYSOP_clean,0
LUYVAD_clean,0
LUZBOY_clean,0
LUZJAT_clean,24
MABCUQ_clean,4
MABJOP_clean,0
MABJUV01_clean,0
MABJUV_clean,0
MABKEG_clean,0
MABKIK01_clean,0
MABKIK_clean,0
MABLAD_clean,0
MACKAE_clean,12
MADVUJ_clean,0
MADWAQ_clean,0
MAFDII_SL,1
MAFFUW_clean,20
MAFJIO_clean,12
MAFLUD_clean,0
MAFMAK01_clean,0
MAFZIE_charged,0
MAFZOK_clean,3
MAGBAZ_clean,0
MAGBIH_clean,0
MAGBON_clean,0
MAGBUT01_clean,0
MAGCUU_clean,0
MAGDAB_clean,0
MAGNEQ01_clean,4
MAGNEQ_clean,4
magnetochemistry3010001_PF290NdNO3_clean,0
magnetochemistry3010001_PF362NdCl_clean,0
MAGVOG01_clean,16
MAGVOG02_clean,4
MAGVOG03_clean,4
MAGVOG04_clean,4
MAGVOG05_clean,4
MAGVOG06_clean,4
MAGVOG07_clean,16
MAGVOG08_clean,16
MAGVOG09_clean,16
MAGVOG10_clean,16
MAGVOG11_clean,16
MAGVOG12_clean,16
MAGVOG13_clean,16
MAGVOG14_clean,16
MAGVOG15_clean,16
MAGVOG16_clean,4
MAGVOG17_clean,4
MAGVOG18_clean,4
MAGVOG19_clean,4
MAGVOG20_clean,4
MAGVOG21_clean,4
MAGVOG22_clean,4
MAGVOG23_clean,4
MAGVOG24_clean,4
MAGVOG25_clean,4
MAGVOG26_clean,4
MAGVOG27_clean,4
MAGVOG28_clean,4
MAGVOG29_clean,4
MAGVOG30_clean,4
MAGVOG31_clean,4
MAGVOG32_clean,4
MAGVOG33_clean,4
MAGVOG34_clean,4
MAGVOG35_clean,4
MAGVOG_clean,4
MAHTAR01_clean,4
MAHTAR_clean,4
MAJHOW_clean,8
MAJHUC_clean,4
MAJJUF_clean,16
MAJKAM_clean,8
MAKFIQ_clean,0
MAKFOW_clean,0
MAKGAJ_clean,0
MAKGEN_clean,0
MAKGOX_clean,0
MAKGUD_clean,0
MAKHAJ_clean,0
MAKHAK_clean,0
MAKRAU_clean,2
MAKRIC_clean,3
MAKSUO_clean,0
MAKXAZ_clean,0
MALFUD_clean,0
MALROJ_clean,6
MALRUM_clean,0
MALRUP_clean,6
MALSAW_clean,6
MALSEA_clean,6
MALSIE_clean,6
MALSOK_clean,6
MALWOM_clean,0
MALWUU_clean,0
MALYIJ_charged,0
MALYOP_clean,4
MANDUD_clean,0
MANLAP_ion_b,0
MANLIX_charged,0
MANLOD_clean5b,0
MANLOD_manual,0
MAPCIP_clean,0
MAPCUE_clean,0
MAPFIS_clean,8
MAPFOY_clean,8
MAPHAP_clean,0
MAPLEX_clean,0
MAQBEO_clean,2
MAQBIS_clean,12
MAQJEW_clean,0
MAQMEZ_clean,0
MAQRAA_clean,4
MAQZOV_clean,4
MARDAM_charged,0
MARJAQ_clean,4
MARKOF_clean,8
MARLAS_clean,8
MARLID_clean,0
MARLOJ_clean,0
MARLUP_clean,0
MARNOL_clean,8
MARNUR_clean,0
MARPOL_clean,0
MARXEK_clean,0
MASMIC_clean,0
MASZOX_clean,4
MASZUD_clean,4
MATBAM_clean,4
MATBEQ_clean,8
MATFIY_clean,14
MATHEV_clean,4
MATPOP_clean,8
MATPUV_clean,8
MATTOR_clean,0
MATTUX_clean,0
MATVAF_clean,0
MATVEJ_clean,0
MATVIN_clean,0
MATWUC_clean,4
MATXAJ_clean,8
MAVFEV01_clean,0
MAVFEV_clean,0
MAVNUU_clean5b,4
MAVNUU_manual,4
MAVRAE_clean,6
MAWFAT_charged,6
MAWTUC_clean,4
MAWVAK_clean,4
MAXFIA_charged,0
MAXHAW_clean,0
MAXHEA_clean,0
MAXHIE_clean,0
MAXHOJ01_clean,24
MAXHOJ02_clean,24
MAXHOJ_clean,48
MAXHOK_clean,0
MAXHUP_clean,12
MAXHUQ_clean,0
MAXJAY_clean,0
MAXJEC_clean,0
MAXJIG_clean,0
MAXJOM_clean,0
MAYFUN_clean,0
MAYGAU_clean,0
MAYJOM_clean,0
MAYKOO_clean,4
MAYPIM_clean,8
MAYXUG_clean,0
MAYYAN_clean,0
MAZJAY_clean,0
MAZJEC_clean,0
MAZSOX_clean,0
MAZSUD_clean,0
MAZTIR_clean,4
MAZYER_clean,0
MEBMEM01_clean,12
MECLEL_clean,0
MECVIA_clean,0
MECVOG_clean,0
MECVUM_clean,0
MECWEX_clean5b,0
MECWEX_clean,0
MECWEX_manual,0
MECWIB_clean,0
MEFHUC_charged,0
MEFJOY_clean,12
MEFJUE_clean,6
MEFYUT_clean,4
MEGBAD_clean,6
MEGBEH_clean5b,10
MEGBEH_manual,10
MEGFIN_clean,8
MEHPAQ_clean,4
MEJMOE_clean,0
MEJQEZ_clean,0
MEJQID_clean,0
MEJQOJ_clean,0
MEJZEI_clean,0
MEJZIM_clean,0
MEJZOS_clean,0
MEJZUY_clean,0
MEKBAH_clean,0
MEKDUC_clean,0
MEMGAN_clean,0
MEQHUL01_clean,24
MEQHUL_clean,24
MESGIB_clean,0
METYIU_clean,0
MEWNEH_clean,0
MEXDAU01_clean,0
MEXDAU_clean,0
MEXDEY_clean,0
MEXJAC_clean,4
MEYLIN_clean,0
Mg-DOBDC,6
MgMOF-74,6
MIBMER_clean,0
MIBQAR16_clean,0
MIBQAR18_clean,0
MIBQAR_clean,0
MICCIM_clean,6
MICCUY_clean,12
MICDEJ_clean,6
MICNAO_clean,0
MICNES_clean,0
MICNIW_clean,0
MICNOC_clean,0
MICNUI_clean,0
MICPAQ_clean,0
MICPEU_clean,0
MIDCAF_clean,8
MIDRAT_clean,0
MIDSEZ_clean,0
MIDSUP01_clean,0
MIDSUP_clean,0
MIFGEP01_clean,4
MIFGEP_clean,4
MIFKUJ_clean,0
MIFLIY_clean,2
MIFNUM_clean,0
MIFPUO_clean,0
MIFQEY_clean,2
MIFQOJ_clean,0
MIFROK_clean,0
MIFSAX_clean,0
MIFSUR_clean,0
MIFTEC_clean,0
MIFTIG_clean,0
MIFTUS_clean,0
MIFVEE_clean,0
MIGMEU_clean,0
MIGVON_clean,0
MIHBAG_clean,0
MIHHIU,0
MIHHOA_clean,0
MIHHUG_clean,0
MIHLAR_clean,0
MIHLEV_clean,0
MIHLIZ_clean,0
MIHLOF_clean,0
MIHLUL_clean,0
MIHMAS_clean,2
MIHMEW_clean,6
MIJFIU_clean,16
MIJHOD_clean,4
MIJMAU_clean,0
MIJYEK_clean,0
MIKDUH_clean,12
MIKJAR_clean,0
MIL-47,0
MIL-53Crlt,0
MIL-88A-dry,0
MIL-88A-open,0
MIL-88B-dry,0
MIL-88C-dry,0
MIL-88C-open,0
MILQIJ_clean,0
MIMDAP_clean,8
MIMFOF_clean,0
MIMKIE_clean,1
MIMSIM_clean,0
MIMSOS_clean,0
MIMSUY_clean,0
MIMVEJ_clean,0
MINCER_clean,0
MINCET_clean,0
MINCIX_clean,4
MINCUJ_clean,4
MINVOU01_clean,0
MINVOU_clean,0
MINVUA01_clean_h,0
MINVUA01_clean,0
MINVUA01_SL,0
MINVUA_clean_h,0
MINVUA_clean,0
MINVUA_SL,0
MIQLEE_charged,0
MIQLII_clean,0
MIRLAB_clean,0
MIRLUU_clean,0
MISQIQ01_clean,0
MISQIQ02_clean,0
MISQIQ03_clean,0
MISQIQ04_clean,0
MISQIQ05_clean,0
MISQIQ06_clean,0
MISQIQ07_clean,0
MISQIQ_clean,0
MITGIF_clean,0
MITGOL_clean,2
MITGUR01_clean,0
MITGUR_clean,0
MITSAK_clean,4
MITSEO_charged,0
MITSIS_charged,4
MITSUE_clean,0
MITTAL_charged,0
MIVFEE_clean,24
MIVFOO_clean,24
MIVFUU_clean,36
MIVNUB_clean,0
MIVPAJ_clean,0
MIVPEN_clean,0
MIVPIR_clean,0
MIVWAR_clean,6
MIXBAY_clean,6
MIXBIG_auto,18
MIXKUB_clean,0
MIXPIU_clean,2
MIXXOI_clean,0
MIXYID_clean,0
MIXYOJ_clean,0
MIXZOK_clean,6
MIYGIL_clean,0
MIYHAE_clean,96
MIYWIB_clean,18
MIZJUB_clean,8
MIZKAI_clean,1
MIZKOW_clean,4
MIZPUI_clean,6
MIZZOM_clean,0
MOBBAI_clean,0
MOBBIO_clean,0
MOBBOU_clean,0
MOBFIT_clean,7
MOCHES_clean,0
MOCHIW_clean,0
MOCHOC_clean,0
MOCHUI_clean,0
MOCJAQ_clean,0
MOCJEU_clean,0
MOCJIY_clean,0
MOCKAR_clean,6
MOCKEV_clean,6
MODDEP_clean,0
MODJOG_clean,8
MODMIB_clean,0
MODMOH_charged,0
MODMUN_charged,0
MODNAU_charged,0
MODNEY_charged,0
MODNIC_clean,0
MODNOI_clean,8
MODNOI_ion_b,8
MODNUO_clean,0
MODNUO_ion_b,0
MODPAW_charged,0
MODPAW_clean,0
MODPEA_charged,0
MOF-1-Dybtsev-dmol,0
MOF-69c,0
MOF-70,4
MOFBIU_clean,0
MOFKUO_clean,6
MOFLAV_clean,12
MOFPEE_clean,4
MOFPUU_clean,1
MOGMIE_clean,0
MOGNAY_clean,0
MOGVAG_clean,0
MOGXUB_clean,28
MOGYAI_clean,14
MOHSEJ_clean,10
MOJJUR_clean,8
MOJNAC_clean,0
MOKVOZ_clean,18
MOLKAB_clean,8
MOLLII_clean,8
MOLQEL_clean,4
MOLRIP_clean,2
MOMJIJ_clean,0
MOMRIR_clean,4
MOMSIS_clean,0
MONFAY_clean,6
MONFEC_clean,6
MONQIR_clean,0
MONWET_clean,32
MOPKEJ_clean,0
MOPQIT_clean,1
MOQNUB_clean,0
MOQSIV_clean,0
MORFEG_clean,0
MORZID_clean,0
MOSBIG_clean,0
MOSDUT_clean,8
MOSGIM_clean,0
MOTKAI_clean,2
MOTMAK_clean,2
MOTVOI_clean,2
MOVFOU_clean,4
MOVGUB_clean,0
MOVHEM_clean,0
MOVKOZ_clean,0
MOWQIZ_clean,4
MOXBOS_clean,2
MOXDIN01_clean,0
MOXDOT01_clean,0
MOXDOT_charged,0
MOXJOZ,0
MOXKAN_clean,0
MOXNIY_clean,0
MOXNUJ_clean,4
MOXNUK_clean,0
MOXPAR_clean,4
MOXPEV_charged,0
MOXPIZ_charged,4
MOXPOF_charged,0
MOXPUL_clean,0
MOYMET_clean,8
MOYMUJ_clean,4
MOYNEU_clean,4
MOYNIY_clean,4
MOYTUR_clean,8
MOYYEF_clean,4
MOYYIJ_clean,6
MOYZIK_clean,2
MOZFIR_clean,0
MUBQIJ_clean,0
MUBZOA_auto,0
MUBZUG_auto,0
MUCLOM,0
MUDKOM_clean,0
MUDLIH_clean5b,0
MUDLIH_clean,0
MUDLIH_manual,0
MUDLON_clean,4
MUDTAH_clean,24
MUDTEL_clean,24
MUFHUR_clean,0
MUFJAZ01_clean,0
MUFJAZ_clean,0
MUFJED_clean,0
MUFLAC_clean,1
MUFXUI_clean,2
MUFYAP_clean,2
MUFZIY_clean,4
MUGFOK_clean,0
MUGHED_clean,0
MUGQAI_clean,12
MUGXIX_clean,0
MUHNAG_clean,0
MUHNUA_clean,0
MUHPAI_clean,0
MUHPOV_clean,0
MUHQAI_clean,0
MUJPUE_clean,0
MUJRIT_clean,8
MUKQUG_clean,18
MUKRAN_clean,18
MUKRIU_clean,0
MULQOA_clean,4
MULSER_clean,24
MULXOH_clean,0
MULXUO_clean,0
MUMLOX_clean,4
MUMYAW_clean,0
MUNDAC_clean,8
MUNDEG_clean,12
MUNDOQ_clean,16
MUNLUE_clean,0
MUNNUF_clean,0
MUNPAN_clean,0
MUNPER_clean,0
MUPQAQ_clean,6
MUPTAU_clean,0
MUPYIG_clean,1
MUPYOM_clean,8
MUPYUS_clean,2
MUQSAU_clean,16
MURBEI_clean,0
MURCAD_clean,4
MURCIL_clean,6
MURCOR_clean,6
MURFIQ_clean,0
MURNIX_clean,2
MURTUO_clean,0
MUSCAG_clean,16
MUSCIN_clean,0
MUSSIE_clean,0
MUTCEL_clean,8
MUTDEM_clean,16
MUTDIQ_clean,16
MUTNAQ_clean,0
MUTVUT_clean,0
MUVGOA_clean,0
MUVGUG_clean,0
MUVHAN_clean,0
MUVHER_clean,0
MUVJAP_clean,4
MUVJIX_clean,4
MUVLUM_clean,0
MUVMOG_clean,2
MUVNAT_clean,28
MUVNEX_clean,52
MUVROM_clean,16
MUWQEB_clean,12
MUWRON_clean,18
MUXHIW01_clean,0
MUXHUI01_clean,0
MUXHUI02_clean,0
MUXJAQ01_clean,0
MUXJAQ02_clean,0
MUZGAQ_clean,13
MUZHUL_charged,0
MUZHUL_clean,0
MUZRIJ_clean,24
MUZVUA_clean,2
NABCEA_charged,8
NABCIE_clean,0
NABMUA01_clean,6
NABMUA_clean,6
NABNUA_clean,4
NABSEP_clean,12
NACVUI_clean,0
NACYAU_clean,4
NACYOG_clean,8
NACYUM_clean,8
NACZUP01_clean,0
NACZUP03_clean,0
NACZUP_clean,0
NADKAG_clean,0
NADKEK_clean,0
NADNEM_clean,0
NADZEZ_clean,0
NADZID_clean,0
NAFGOR_clean,0
NAFRUI_clean,0
NAFSOF_clean,8
NAGBUU_clean,8
NAGQET_clean,0
NAGQOD_clean,0
NAHDIM_clean,4
NAHFIO_clean,0
NAHFOU_clean,0
NAHGUB_clean,0
NAHHAI_clean,2
NAHHOW_clean,18
NAJGAH_clean,0
NAJMIV_charged,8
NAJQUN_clean,8
NAJSUP_clean,0
NAJTAW_clean,0
NAJTEA_clean,0
NAJZII_charged,0
NAKLIW_clean,8
NAKNUK_clean,4
NALWOO_clean,0
NALYEG_clean,0
NAMDUD_clean,24
NAMZIL_clean,20
NANMAS_charged,0
NANMEW_clean,6
NANNAU_clean,0
NANNEY_clean,0
NANPUN_clean,4
NANTII_clean,0
NANYUX01_charged,0
NANYUX02_charged,0
NANYUX03_clean,0
NANYUX_charged,0
NANZOS_clean,0
NAPFOA01_clean,0
NAPFOA_clean,0
NAPFUG_clean,0
NAPZOV_clean,4
NAPZUB_clean,4
NAQLAT_clean,4
NAQQED_clean,0
NAQQIH_clean,0
NAQQON_clean,0
NAQQUT_clean,0
NAQRAA_clean,0
NAQREE_clean,0
NARHAR_charged,0
NARHEV_charged,0
NARMUR_clean,0
NARNAY_clean,0
NARNEC_clean,0
NARNIG_clean,0
NARNOM_clean,0
NARNUS_clean,0
NARPAA_clean,0
NARPEE_clean,0
NARPOO_clean,0
NARPUU_clean,0
NARTIL_clean,0
NARTUX_clean,8
NARVUA_clean,0
NASCIV_clean,0
NASDIW_clean,0
NASHAS_clean,4
NASMEB_clean,1
NASMIF_clean,1
NASREH_clean,8
NASRIL_clean,8
NASROR_clean,16
NATFAS_clean,0
NATHOH_ion_b,4
NATHOI_clean,0
NATHUO_clean,0
NATKOL_clean,8
NATNIG_charged,0
NATNOM_charged,0
NATXIR_clean,0
NATXOW_clean,32
NATXUC_clean,32
NAVCAO_clean,12
NAVFUM_clean,0
NAVJAW01_clean,6
NAVJAW_clean,6
NAVLIG_clean,0
NAWDUN_clean,16
NAWHOL_clean,0
NAWKII_clean,8
NAWWOA_clean,2
NAWWUG_clean,2
NAWXER_clean,8
NAXKOO01_clean_h,0
NAXKOO01_SL,0
NAXKOO02_clean,0
NAXKOO_clean,0
NAXLEF_clean_h,0
NAXLEF_clean,0
NAXLII_clean,2
NAXVOY01_clean,0
NAXVOY02_clean,1
NAXVOY03_clean,0
NAYGUR_clean,4
NAYGUR_neutral,4
NAYHAY_clean,24
NAYKAB_charged,8
NAYMOQ_clean,4
NAYNIK_clean,0
NAYPIM_clean,0
NAYXOC_clean,0
NAYZOE_clean,12
NAYZUK_clean,0
NAYZUK_SL,0
NAZBAT_clean,0
NAZZEV_clean,0
nchem.2258-s3_clean,0
ncomms11831_ncomms11831-s2_clean,0
ncomms11831_ncomms11831-s3_clean,0
ncomms7350-s2_clean,14
NDAIAH_clean,0
NEBNOZ_clean,0
NEBYOK_clean,0
NECZAY_clean,0
NEDJAJ_clean,32
NEDLOZ_clean,0
NEDMEP_clean,0
NEDVOJ_charged,0
NEDVUP_clean,1
NEDWAW_clean,1
NEDWEA_clean,1
NEDWIE_clean,3
NEDXOL_clean,0
NEFTOJ,0
NEFTUP_clean,0
NEFZOO_clean,0
NEGGOX_clean,0
NEGMUI_clean,0
NEGZUW_clean,56
NEHGEO_clean,0
NEHGIS_clean,0
NEHMET_clean,0
NEHMUJ_clean,0
NEHNEV01_clean,0
NEHNEV_clean,0
NEHZIK_clean,0
NEJRUR_clean,0
NEJSAY_clean,0
NEJSEC_clean,0
NEJSIG_clean,0
NEJSOM_clean,0
NEJYUY_clean,8
NEKBEL_clean,6
NEKMUN_clean,0
NEKREB_clean,12
NELVAC_clean,0
NELVEG_clean,0
NELWIL_clean,4
NENFAN_clean,0
NENHAQ_clean,8
NENHEU_clean,8
NEPWIQ_clean,0
NERMON_clean,0
NERNON_charged,0
NERSUA_clean,6
NERTAH_clean,8
NERVEL_clean,0
NERVIP01_clean,0
NERVIP_clean,0
NERVOV_clean,0
NESSOV_clean,0
NESTAI_clean,0
NESVAK_charged,0
NESVEO_charged,4
NETFAU_clean,4
NETFEY_clean,4
NETHOJ_clean_h,0
NETRIN_clean,0
NETYIV01_clean,4
NETYIV_clean,4
NEVGIE,0
NEVJEF_clean,8
NEVJOP_clean,4
NEVPOU_clean,8
NEVPUA_charged,8
NEVPUA,0
NEVQAH_charged,8
NEVQAH,0
NEVVAM01_clean,0
NEVVAM02_clean,0
NEVVAM_clean,0
NEVVEQ_clean,0
NEVVIU_clean,0
NEXDOK_charged,0
NEXVET_clean,0
NEXVUI_clean,16
NEXXEV_clean,4
NEXXIZ_clean,4
NEYBEZ_clean,0
NEYJIM_clean,16
NEYYIZ_clean,0
NEYYUN_clean,4
NEYZAU_clean,4
NEZBOK_clean,0
NEZWOG01_clean,2
NEZWOG_clean,4
NHBZZN10_clean_h,0
NIBBOR_clean,6
NIBXUT_clean,4
NICCAE_clean,8
NICJOA_clean,6
NICJUG_clean,6
NICZAA01_charged,0
NICZAA01_clean,0
NICZAA_clean,0
Ni-DOBDC,6
NIFTIH_clean,8
NIFYOS_charged,0
NIFYUY_charged,0
NIFZAF_charged,0
NIFZEJ_charged,0
NIFZIN_charged,0
NIFZOT_charged,0
NIFZUZ_clean,0
NIGBOW_clean,0
NIGDEO_clean,10
NIGDIS_clean,12
NIGFIT_clean,4
NIGFOZ_clean,4
NIGFUF_clean,4
NIGGAM_clean,4
NIGGEQ_clean,4
NIGGIU_clean,4
NIGHOA_charged,0
NIGLUK_clean,0
NIGNUO_clean,6
NIGPEA_clean,4
NIHBAI01_clean,0
NIHBAI02_clean,0
NIHBAI_clean,0
NIHBEM01_clean,0
NIHBEM02_clean,0
NIHBEM_clean,0
NIHBIQ01_clean,0
NIHBIQ02_clean,0
NIHBIQ_clean,0
NIHVUX_clean,28
NIJSAC_clean,4
NIJTOR_clean,4
NIJZIP01_clean,6
NIJZIP_clean,6
NIJZOV_clean,6
NIKCOB_clean,0
NIKDAM_clean,2
NIKDEQ_clean,0
NIKDIU_clean,0
NIKHAS_clean,0
NIKJIB_clean,0
NIKJOH_clean,0
NIKJUN_clean,6
NIKKAU_clean,12
NIKKIC_clean,4
NIKYOW01_clean,0
NIKYOW02_clean,1
NIKYOW_clean,0
NIKYUC01_clean,0
NIKYUC02_clean,0
NIKYUC_clean,0
NIKZAJ01_clean,0
NIKZAJ02_clean,0
NIKZAJ_clean,0
NIKZEN01_clean,0
NIKZEN02_clean,0
NIKZEN_clean,0
NIMPEG01_clean,4
NIMPEG_clean,4
NIMPOQ_clean,8
NIMQAC_clean,2
NIMQAD_clean,13
NIMTAE_clean,0
NIMTEJ_clean,4
NIMVEL_clean,4
NIMVIP_clean,4
NIMWUD_clean,0
NIMXAK_clean,0
NIMXIS_clean,2
NINHOH_clean,2
NINVAI_clean,12
NIRDAT_clean,0
NIRDEX_clean,0
NIRDOI_clean,1
NIRFIE_clean,0
NIRGAY_clean,2
NIRKAB_clean,0
NIRMUW01_clean,0
NIRMUW_clean,0
NIRNAD_clean,0
NISBEX_clean,0
NISCOJ_clean,0
NISPEL_charged,0
NISPOV_clean,0
NITADY_clean,0
NIVNOW_clean,2
NIVNUC_clean,2
NIVWIY_clean,0
NIVZOJ_clean,10
NIWPIU_clean,0
NIWZIE09_clean,0
NIWZIE10_clean,0
NIWZIE11_clean,0
NIWZIE12_clean,0
NIWZIE13_clean,0
NIWZIE14_clean,0
NIWZIE15_clean,0
NIWZIE16_clean,0
NIWZIE17_clean,0
NIWZIE18_clean,0
NIXFUX_clean,0
NIXGIM_clean,0
NIXKIQ_clean,4
NIXPOA_clean,4
NIYJAI_clean,0
NIYZIG_clean,0
NIZNAN_clean,0
NIZZAY_clean,0
NIZZEC_clean,0
NIZZIG_clean,0
NIZZOM_clean,0
NOBVOR_clean,0
NOBWEI_clean,12
NOCKOG_clean,8
NOCKUM_clean,4
NOCLOH01_clean,3
NOCLOH02_clean,3
NOCLOH03_clean,3
NOCLOH_clean,3
NOCLUN_clean,4
NOCYUB_clean,2
NOCZAI_clean,2
NODKAT_clean,0
NODKEX_clean,0
NODKIB_clean,0
NODKOH_clean,0
NODKUN_clean,0
NOFDUI_clean,0
NOFHOG_clean,0
NOFHUM_clean,8
NOFPUT_clean,20
NOFQII_clean,0
NOFQIK_clean,0
NOFQOQ_clean,0
NOFRAC_clean,8
NOFRIK_clean,2
NOGDAP_clean,0
NOHFOG_clean,0
NOHHID_clean,4
NOHKIG_clean,4
NOHKOM_clean,4
NOHKUS_clean,4
NOHLAZ_clean,4
NOHLED_clean,4
NOHSIM01_clean,0
NOHSIM_clean,0
NOHSUA_clean,0
NOJBOF_clean,4
NOJMOP_clean,24
NOKJON_clean,6
NOKLIJ_clean,6
NOKPEJ_clean,2
NOLQUA_clean,0
NOLRIR_clean,4
NOMKUX_clean,32
NOMPOW_clean,8
NOMQAJ01_clean,0
NOPJOT_clean,12
NOPJUZ01_clean,2
NOPJUZ_clean,3
NOQGIL_clean,0
NOQKOV_clean,0
NOQKUB_clean,0
NOQLOV01_charged,0
NOQLOV_charged,0
NOQLOV_clean,0
NOQNOY_clean,4
NOQPAM_clean,0
NORBUT_clean,18
NORGOS_clean,6
NORJEL_clean,4
NORPIV_clean,0
NOSHEK_clean,4
NOSHIO_clean,4
NOSJIQ_charged,0
NOSTUM01_clean,4
NOSTUM_clean,4
NOWGIR_clean,14
NOZZOT_charged,0
NUBBAP_clean,22
NUBPIL_clean,4
NUCCEV_clean,8
NUCPEI_clean,4
NUCPIM_clean,4
NUCREJ_clean,0
NUCYAN_clean,0
NUCYER_clean,0
NUCYIV_clean,0
NUDLAA_clean,0
NUDLAB_clean,4
NUDLEF_clean,12
NUDLIJ_clean,0
NUDMAC_clean,0
NUDMEG_clean,0
NUDMOQ_clean,0
NUDMUW_clean,0
NUDNEH_clean,0
NUFBEX_clean,2
NUFBOH_clean,0
NUFBUN_clean,4
NUFCAU_clean,16
NUFTOY_charged,0
NUGRIR_clean,0
NUGROX_clean,0
NUHNUA_clean,8
NUHPAI_clean,2
NUHQAK_clean,0
NUHQIS_clean,4
NUHQOY_clean,4
NUHQUE_clean,4
NUHRAL_clean,4
NUHZAS_clean,0
NUJCEA_clean,8
NUJCIE_clean,8
NULMAJ_clean,0
NUMPAO_clean,8
NUNCEG_clean,4
NUNNUH_clean,4
NUNPAP_clean,4
NUNSIA_clean,0
NUNSOG_clean,0
NUNTOH_clean,8
NUNWIE_clean,16
NUNZUT_clean,0
NURMUJ_clean,6
NUSSEA_clean,8
NUTQAV_clean,6
NUTQEZ_clean,6
NUTYOS_clean,0
NUVBIQ_clean,2
NUVWEH_clean,0
NUVWIL_clean,6
NUVXOT_clean,0
NUVYIN_clean,4
NUVYOT_clean,2
NUWBOX_clean,28
NUWPOM_clean,18
NUXMAU_clean,0
NUXWAG_clean,4
NUYNAY_clean,6
NUYNEC_clean,6
NUYQUU_clean,0
NUYWEK_clean,0
NUYWOU_clean,0
NUZCIV_clean,0
NUZSAD_clean,0
OBAFEF_clean,0
OBAFIJ_clean,0
OBAFOP_clean,0
OBAHIL_clean,0
OBAHOR_clean,0
OBAHUX_clean,0
OBAJAF_clean,0
OBEDAA_charged,0
OBEDEE_clean,4
OBENAL01_clean,0
OBENAL02_clean,0
OBENAL_clean,0
OBENUF_clean,0
OBEPER_clean,4
OBIBAF_clean,12
OBIBEJ_clean,4
OBIBOT_clean,10
OBODEQ_clean,0
OBOGUK_clean,2
OBONUO_charged,8
OBUBIW_clean,6
OBUBOC_clean5b,6
OBUBOC_manual,6
OBUFEX_clean,0
OBUFIB_clean,0
OBUFIB_SL,0
OBUREL_clean,18
OCACUR_clean,2
OCAQOY_clean,10
OCAWAT_clean,12
OCEGIP_clean,0
OCEGOV_clean,0
OCIHIS_clean,0
OCILEU_clean,8
OCILIY_clean,4
OCIMAR_clean,0
OCIMEV_clean,0
OCIMIZ_clean,0
OCIMOF_clean,0
OCIMUL_clean,0
OCINAS_clean,0
OCINIA_clean,8
OCIVIH_clean,6
OCIYUW_charged,6
OCIZAD_clean,4
OCIZIL,0
OCOKUP_clean,2
OCUGEZ01_clean,0
OCUGEZ_clean,0
OCUMIL_clean,16
OCUMOR_clean,8
OCUMUX_clean,16
OCUNAE_clean,8
OCUPOS_clean,4
OCUPUY_clean,4
OCUQIN_clean,16
OCUQOT_clean,16
OCUQUZ_clean,16
OCURAG_clean,16
OCUREK_clean,16
OCURIO_clean,8
OCUSIP_clean,12
OCUSOV_clean,16
OCUSUB_clean,16
OCUTAI_clean,24
OCUTEM_clean,16
ODAHIK_charged,0
ODAJAG_clean,0
ODEKAL_clean,0
ODELOZ_clean,4
ODERIZ_clean,12
ODEZAB_clean,18
ODIMAQ_clean,6
ODIVUU_clean,0
ODIXAC_charged,0
ODIXEG_clean,4
ODIXIK_clean,4
ODODES_clean,0
ODODIW_clean,2
ODODOC_clean,0
ODOMIF_clean,0
ODONEB_clean,12
ODONIF_clean,12
ODOXEK_clean,0
ODUNEH_clean,4
OFAMUF_clean,0
OFAPIW_clean,0
OFAWAV_clean,0
OFAWEZ_clean,0
OFEHAK_clean,8
