Structures,D_i_vdw_uff298,D_f_vdw_uff298,D_if_vdw_uff298
DOZCEC_clean,18.31787,11.78628,18.31787
DOZKIO_clean,6.23977,4.49303,6.11375
DUBBEI_clean,4.73436,3.28701,4.7312
DUBJUH_clean,7.19307,5.89106,7.19307
DUBKAO_clean,7.13354,5.68288,7.13354
DUBWON_clean,5.08506,4.45578,5.08501
DUCGEO_clean,6.16248,3.31934,6.16235
DUCHEP_clean,3.67442,2.46811,3.66709
DUDKEU_clean,4.79242,3.47425,4.79147
DUDKIY_clean,6.8583,5.4237,6.85489
DUDKOE_clean,10.9072,5.58456,10.90222
DUDKUK_clean,8.56002,6.75172,8.56002
DUDZOT_clean,3.53662,3.05935,3.48017
DUFGOB_clean,8.01811,7.48001,8.01811
DUFKAS_clean,17.68578,11.01701,17.68456
DUFXOT_clean,3.28957,2.64969,3.24598
DUFZOU_clean,6.41806,2.30142,6.41806
DUFZUA_clean,6.44966,2.33562,6.44966
DUGBAJ_clean,6.3924,2.26688,6.3924
DUGMOJ_clean,12.89013,5.99007,12.89013
DUHXIP_clean,4.98013,3.24922,4.97527
DUJQUW_clean,3.45226,2.5573,3.45119
DUJRAD_clean,6.22716,5.25207,6.21436
DUKDIX_clean,3.53619,2.01333,3.53619
DUKDOD01_clean,3.57544,2.02711,3.57544
DUKDOD_clean,3.55325,2.01534,3.55325
DUKMON_clean,3.31709,2.1145,3.31511
DUKNEE_clean,4.61725,3.59897,4.55596
DUKNII_clean,5.09426,3.49633,4.97517
DUKYOZ_clean,3.1999,1.82972,3.1999
DULCAQ_clean,3.89935,1.93852,3.89853
DUMXEQ01_clean,4.43215,3.65132,4.43215
DUMXEQ_clean,4.41459,3.64049,4.40999
DUMXIU_clean,4.03671,3.43152,3.99365
DUNJON_clean,5.07861,3.27161,5.07531
DUNXUH01_clean,4.78734,3.78895,4.34835
DUNXUH02_clean,4.76133,3.80326,4.3841
DUNXUH03_clean,4.66644,3.76579,4.66644
DUNXUH04_clean,4.67802,3.76784,4.67484
DUNXUH05_clean,4.70408,3.77384,4.70142
DUNXUH06_clean,4.73584,3.80717,4.73498
DUNXUH12_clean,4.66335,3.76482,4.38975
DUNXUH13_clean,4.67718,3.76703,4.36513
DUNXUH14_clean,4.70324,3.7727,4.34844
DUNXUH15_clean,4.76233,3.80381,4.38594
DUNXUH21_clean,4.78886,3.79224,4.35102
DUNXUH_clean,4.7273,3.79957,4.72541
DUNYOC_clean,9.75915,7.39267,8.65563
DUPJAB_clean,9.41369,5.21574,9.41369
DUPKAC_clean,11.51785,6.02112,11.3119
DUPVER_clean,9.74548,6.33811,9.74548
DUQCAU01_clean,4.60444,2.25162,4.5835
DUQCAU_clean,4.60133,2.24355,3.74823
DUQRUD_clean,5.06176,3.15444,5.06176
DUQSEO_clean,3.30626,2.98607,3.30626
DUQYEU01_clean,4.68764,4.16802,4.68188
DUQYEU_clean,4.68574,4.16952,4.68574
DURDAX_clean,8.15507,5.80048,8.13282
DURDIF_clean,6.5329,5.77079,6.51694
DUSHEG_clean,14.9312,6.43111,14.9312
DUSHIK_clean,15.3372,6.50341,15.3372
DUTKAG_clean,6.1322,5.2154,6.1322
DUVNIS01_charged,7.41227,5.7588,7.40623
DUVNIS_charged,7.33926,5.75848,7.33911
DUWBEE_clean,7.46357,6.0033,7.46265
DUWFAE_clean,3.19918,2.42773,3.19918
DUWFOS_clean,4.32334,3.80099,4.32334
DUWGEJ_clean,6.10637,5.12511,6.10443
DUWRAQ_clean,3.98547,2.85205,3.98047
DUWRIY_clean,4.14508,2.62069,4.1415
DUWROE_clean,4.17321,3.26728,4.17175
DUWRUK_clean,4.23966,3.49131,4.23966
DUWSAR_clean,5.53812,4.05383,5.50962
DUWTAS_clean,3.95122,2.64366,3.94946
DUXKEN_clean,5.25038,2.38752,3.30948
DUXKUD_clean,6.90474,6.12106,6.8591
DUXLUF01_clean,3.74957,2.34566,3.72959
DUXLUF02_clean,3.75964,2.38026,3.75964
DUXMAL_clean,4.52578,3.63474,4.38412
DUXSIA_clean,4.84574,2.25825,4.84387
DUXZIG01_clean,5.81253,4.52871,5.43455
DUYJIS_clean,5.34685,4.20654,5.33713
DUYRAR_clean,5.4699,3.23546,5.46874
DUYREV_clean,5.48058,3.28482,5.47704
DUYRIZ_clean,5.48317,3.26477,5.48042
DUYROF_clean,5.50307,3.36234,5.49881
DUYVEA_clean,3.74129,2.83489,3.74129
DUZKAM_clean,21.01676,20.46615,21.01013
DUZKEQ_clean,21.12534,18.7331,21.12534
DUZPUL_clean,6.84158,4.85553,6.84158
DUZWOM_clean,4.66479,2.85178,4.66442
EBAMUS_clean,12.71091,5.15616,12.70285
EBANAY_clean,3.28047,2.58733,3.28047
EBATUY_clean,5.69684,3.76314,5.58859
EBATUZ_clean,11.54173,6.32664,11.54173
EBAVAH_auto,14.19722,6.93939,14.13987
EBAVIP_clean,4.59594,3.40726,4.59326
EBAVOV_clean,4.6109,3.29207,4.6109
EBAVUB_clean,4.77304,3.40228,4.77137
EBAWIQ_clean,4.62047,2.63843,4.61143
EBEGEZ_clean,4.39476,2.65924,4.38717
EBEGID_clean,4.47399,2.64464,3.45255
EBELUU_clean,4.84956,3.99355,4.84956
EBEMEE_clean,4.03831,3.0592,3.97295
EBEMEF_clean,4.20742,3.33829,4.20742
EBEMII_clean,3.96367,2.9362,3.96367
EBEMOO,4.09138,3.13999,4.09138
EBETOW_clean,6.42996,4.28189,6.42996
EBEVAK_charged,7.45723,5.8166,7.41038
EBEWIT_clean,6.80993,6.56705,6.80993
EBEWOZ01_clean,6.85805,6.55952,6.85805
EBEWOZ_clean,6.84174,6.54989,6.84174
EBEWUG_clean,11.16292,10.28275,11.16292
EBEXAM_clean,6.97322,6.7291,6.97322
EBEXAN_clean,11.1831,10.26587,11.1831
EBEXEQ01_clean,6.99903,6.67778,6.99903
EBEXEQ_clean,6.97359,6.67055,6.97359
EBEXIU02_clean,3.77374,3.30948,3.77374
EBEXIV_clean,11.68676,10.91603,11.68675
EBEZUI_ion_b,4.26162,2.66274,4.26162
EBIDIE_charged,4.73723,2.60116,4.73723
EBIDOK_ion_b,9.36964,6.49858,9.36964
EBIHII_clean,6.40763,5.41315,6.40763
EBIJAC_clean,5.10144,3.87213,5.09807
EBIMEJ_clean,4.52986,3.6489,4.52486
EBIMIN_charged,3.88558,1.92246,3.59583
EBIMOT_charged,4.61936,2.40997,4.60168
EBINUA01_clean,3.42404,2.34302,3.42404
EBINUA02_clean,3.30822,2.2568,3.30822
EBINUA_clean,3.35528,2.28557,3.35528
EBIPIQ_clean,3.53786,2.54275,3.11866
EBIPOX_clean,5.32814,4.27846,5.32781
EBISAM_clean,4.26523,2.50178,4.26513
EBISEQ_clean,4.23261,2.66161,4.11533
EBITAL01_clean,4.35223,2.3711,4.35223
EBITAL_clean,4.29022,2.32392,4.28518
EBIZUN_clean,9.43906,7.74906,9.43906
EBOBIJ_clean,5.6525,4.23253,5.58933
EBOCOQ_clean,5.82629,5.16819,5.82629
EBOJOV_clean,5.54014,4.58606,5.51451
EBOTOF_clean,4.01133,2.37133,4.01133
EBOXEA_clean,5.69604,4.88476,5.68936
EBUFUE_clean,6.31261,2.86353,6.31143
EBUQEX_clean,6.04637,3.65116,6.0452
EBUQIB_clean,5.50271,3.64652,4.46106
EBUQOH_charged,7.35638,2.63516,6.71039
EBUREA_clean,4.43622,3.84604,4.43622
ECAFOG_clean,9.25811,8.99891,9.25811
ECAHAT_clean,11.65607,10.79408,11.65607
ECAHEX_clean,6.58909,4.46465,6.58909
ECAHOH_clean,6.47716,4.19751,6.47716
ECAHUN_clean,11.62253,10.55899,11.62253
ECALIF_clean,2.59653,1.92416,2.59653
ECALOL_clean,2.68573,1.96092,2.68569
ECASAD_clean,3.64856,2.9614,3.64856
ECASOS_clean,2.97016,2.46494,2.92535
ECEBEW_clean,4.16753,2.95219,4.07506
ECEDAU_clean,4.84356,3.25567,4.84076
ECEDEY_clean,6.66658,5.16049,6.54571
ECEZAO01_clean,4.88317,4.16605,4.88317
ECEZAO_clean,4.99426,4.22141,4.98847
ECIVUH_clean,3.42042,2.25737,3.42042
ECIWIW_clean,5.23302,3.59927,5.19344
ECIWOC_clean,4.83945,4.64214,4.83193
ECIWUJ_clean,2.98609,2.15711,2.98028
ECIYEU01_clean,3.51406,2.75386,3.51406
ECIYEU02_clean,3.48885,2.62292,3.48885
ECIYEU_clean,4.33445,2.6532,4.22098
ECNPYR01_clean,4.92315,2.96693,4.92033
ECODEG_clean,5.11806,3.35534,5.11241
ECODIK_clean,4.60546,3.6531,4.60215
ECODOQ_clean,3.85623,2.82877,3.85623
ECOGEI_clean,4.39657,3.16973,4.3923
ECOKAJ_clean,18.60573,17.38424,18.60416
ECOLEP_clean,12.17048,11.35874,12.17048
ECOLOX_clean,6.12447,4.8919,6.12447
ECORIX_clean,3.47378,2.25602,3.47378
ECOROD_clean,3.58074,2.2216,3.49961
ECOSIY_clean,3.14555,2.11239,3.14555
ECOTOG_clean,2.68311,2.18923,2.68311
ECUCIP_clean,3.49999,1.98661,3.49999
ECUCOV_clean,3.45761,1.93458,3.45761
ECUCUB_clean,3.07971,2.28629,3.07971
ECUDAI_clean,4.29881,2.46773,4.29881
ECUDEM_clean,4.27488,2.51284,4.27157
ECUDIR_charged,4.87957,4.33038,4.87957
ECUDIR_clean,4.87957,4.33038,4.87957
ECUDOX_clean,6.24037,5.83852,6.24037
ECUFAL_charged,4.87451,4.28321,4.87451
ECUFEP_charged,4.86949,4.23218,4.86949
ECUGEQ_clean,5.58885,3.78737,5.58885
ECUTON_clean,3.15969,2.00862,3.1583
EDABOC_clean,5.00105,2.34072,4.87691
EDADET_clean,3.85762,3.11615,3.85762
EDADIX_clean,4.32801,3.39984,4.3186
EDAFUM_clean,4.71989,3.05468,4.71989
EDAGAT_clean,4.40637,2.93906,4.40119
EDAGEX_clean,4.67573,3.03277,4.67573
EDAPIK_clean_h,6.31772,5.74676,6.31772
EDATOT_clean,9.45462,7.80582,9.44568
EDAVOV_clean,4.94977,4.20377,4.94977
EDECOG_clean,6.33164,4.8498,6.33164
EDEPAG_clean,5.79293,4.07151,5.79293
EDIKEH_clean,3.9616,2.46439,3.9616
EDIKIL_clean,4.81268,3.80909,4.5816
EDOMAM_clean,7.5882,5.32179,7.5882
EDORIY_charged,5.77138,3.85385,5.77138
EDOVEA_charged,5.29992,3.45636,5.29992
EDOVIE_charged,5.32514,3.45882,5.191
EDOYOL_clean,4.98594,3.22043,4.35935
EDUSIF_clean,15.05406,7.37694,15.05406
EDUSOL_clean,12.99966,4.00705,12.96896
EDUSUR_clean,14.98581,6.41216,14.89139
EDUTIG_clean,14.92554,4.82238,14.92553
EDUTUS_clean,17.93371,9.31783,17.90816
EDUVAA_clean,11.10122,7.94824,11.10122
EDUVEE_clean,12.40373,7.07942,12.40302
EDUVII_clean,20.32261,9.77819,20.32261
EDUVOO_clean,20.92722,10.01885,20.92722
EDUVUU_clean,9.46145,7.54055,9.46145
EDUWAB_clean,25.34714,15.74008,25.34714
EFAYEQ_clean_h,10.8833,7.42468,10.8833
EFAYIU_clean,11.04351,7.86351,10.22391
EFEGEC_clean,3.92999,3.64394,3.92427
EFEGOM_clean,5.69569,5.35022,5.67216
EFESEP_clean,9.50485,5.34728,9.50455
EFESIT_clean,8.04158,6.51446,8.03044
EFESOZ_clean,9.61708,5.40465,9.61708
EFILUA_clean,5.06099,2.95992,5.06099
EFIMOV_clean,6.50767,6.16286,6.50767
EFIMUB_clean,3.97106,2.43865,3.97106
EFOGOX_clean,6.80066,2.70484,6.80066
EFOSUO_clean,5.3441,4.56389,5.34353
EFOTAV_clean,5.53463,4.68661,5.29827
EFOTEZ_clean,5.29377,4.57519,5.27935
EFOTID_clean,5.3473,4.70499,5.3436
EGABAR_clean,5.17056,4.41923,5.17056
EGAFOJ_clean,5.19301,3.33096,5.19301
EGAFUP_clean,5.15589,3.37188,5.14975
EGAGAW_clean,5.07793,3.40621,5.07793
EGAGEA_clean,5.0651,3.40447,5.06172
EGATAI_clean,7.13752,4.32235,7.13705
EGATEM_clean,10.06475,7.90318,10.06475
EGATIQ_clean,10.39945,8.57406,10.39945
EGATOW_clean,6.07035,5.42181,6.06313
EGEHOO_charged,9.24004,6.11158,9.24004
EGEJIK_clean5b,10.22923,8.07599,10.22923
EGEJIK_manual,10.22923,8.07599,10.22923
EGEJOQ_clean,7.23677,3.82881,7.22717
EGEJUW_clean,9.27944,6.67655,9.27944
EGELUY01_clean,7.28016,7.05142,7.2798
EGELUY01_manual,7.27027,7.04562,7.27027
EGELUY_clean,7.15011,6.8793,7.15011
EGELUY_manual,7.1525,6.87369,7.1525
EGELUY_SL,7.1525,6.87369,7.1525
EGIFUV_clean,8.96031,7.73102,8.96031
EGOXII_clean,5.04657,3.37799,5.03927
EGOZAB_clean,6.44393,4.50416,6.44393
EGUNAX_clean,4.03462,2.8036,4.03462
EHAFEA_clean,5.18347,3.43113,5.14823
EHAFIE_clean,5.36995,3.56314,5.36995
EHAFOK_clean,5.35931,3.56861,5.35931
EHAFUQ_clean,5.34513,3.54204,5.34513
EHAGAX_clean,5.31666,3.49538,5.30504
EHAGEB_clean,5.28063,3.49743,5.28063
EHAGIF_clean,5.28025,3.50499,5.27764
EHAGOL_clean,5.22078,3.49059,5.22078
EHAGUR_clean,5.19058,3.42679,5.05905
EHALOP_clean,7.4563,7.09645,7.4563
EHALOP_manual,7.46159,7.11527,7.45737
EHEKUY_clean,5.41938,2.80378,5.41938
EHIHEI_clean,3.50429,2.74339,3.50429
EHIHOU_clean,3.14582,2.52341,3.14582
EHIJAH_clean,17.80234,11.24796,17.80234
EHIPOC_clean,4.91856,3.64618,4.91856
EHODOV_clean,5.87771,4.48157,5.41603
EHODOV_SL,5.88041,4.41498,5.87902
EHUCOA_clean,5.03888,3.6457,5.03311
EHUSUX_clean,10.94852,3.68412,10.94852
EHUTAE_clean,11.04476,3.72455,11.04445
EJATIS_clean,3.97147,3.48893,3.96257
EJAXIW_clean,6.08005,4.44398,6.07402
EJEFOP_clean,3.59686,2.06467,3.59308
EJEGOQ_clean,14.22573,2.61826,14.22573
EJEGUW_clean,13.39132,2.45513,11.5826
EJEHAD_clean,13.81083,2.41533,13.81083
EJESUJ_clean,12.67217,12.10077,12.67217
EJETAQ_clean,12.39711,9.60673,12.39711
EJIDUW01_clean,3.975,3.00057,3.9649
EJIDUW02_clean,4.06927,3.14534,4.06927
EJONOH_clean,4.45917,3.44806,4.45266
EJOQOL_clean,7.51322,4.87313,7.51207
EJOQUR_clean,11.39779,4.98825,11.39779
EJORAY_clean,4.55556,3.49547,4.55556
EJOZOU_clean,6.01369,5.36498,6.01369
EJULUS_clean,5.18753,2.35475,5.09836
EJUVOU_clean,3.78521,2.75875,3.75806
EKADIF_clean,7.16582,5.8837,7.15833
EKARUE_clean,3.87631,2.94987,3.87631
EKEKIQ_clean,7.22701,6.48116,7.22701
EKEKOW_clean,7.09716,5.91901,7.09716
EKEMEO_clean,10.0016,3.97524,10.0016
EKEQIV_clean,4.82059,3.36282,4.82059
EKETOF_clean,4.26996,3.33474,4.26996
EKETUL_clean,4.24268,3.34136,4.24268
EKEVAT_clean,4.20107,3.35862,4.19918
EKIDEH_clean,5.64538,5.30938,5.62096
EKIDIL_clean,5.62896,5.3944,5.62797
EKIGIQ_clean,4.16498,2.66149,4.16498
EKIGOW_clean,3.9731,2.57012,3.9731
EKIJAL_clean,3.01341,2.21851,2.99293
EKIJEP01_clean,3.09004,2.28539,3.08942
EKIJEP_clean,3.07028,2.25686,3.06795
EKOKIA_clean,6.32531,3.77633,6.31913
EKOPEA_clean,5.31648,4.92907,5.309
EKOPIE_clean,6.42273,5.0389,6.42273
EKOPOK_clean,8.04211,7.20121,8.04211
EKOPUQ_clean,10.27896,7.72528,10.27896
EKUPEG_clean,11.89793,7.82616,11.89337
ELAFUT_clean,4.51625,1.64407,4.12051
ELAZEX_clean,3.39519,2.39436,3.23713
ELECIJ_clean,5.12422,3.29918,5.12375
ELELEN_clean,6.2896,3.47819,6.2896
ELEREU_clean,14.75412,9.52318,14.75412
ELERIX01_clean,3.79422,2.77753,3.79422
ELERIX_clean,3.6705,2.51965,3.6705
ELERIY_clean,12.83819,6.26487,12.83819
ELEROD_clean,3.67886,2.53346,3.67886
ELEROE_clean,12.75639,6.35904,12.75639
ELIJOZ_clean,4.32068,3.40724,4.32068
ELIJUF_clean,4.26607,3.32125,4.2389
ELIKAM_clean,4.32356,3.3955,4.30018
ELIKEQ_clean,4.28463,3.33011,4.28463
ELIKIU_clean,4.25664,3.31196,4.23075
ELIKOA_clean,4.25267,3.31379,4.23045
ELIKUG_clean,4.24815,3.27919,4.21258
ELILAN_clean,4.23611,3.34756,4.22602
ELILER_clean,4.24869,3.36034,4.24659
ELILIV_clean,4.26253,3.42813,4.26253
ELIYUU_clean,4.08773,2.36766,3.89857
ELOFIU_charged,2.96258,2.28361,2.76709
ELOGUJ_clean,5.10346,3.73133,4.43115
ELOHOE_clean,5.15241,3.59042,5.15241
ELOXIN_clean,3.08052,2.73679,3.07995
ELOZEK_clean,5.93069,5.25865,5.93069
ELOZIQ_clean,8.89592,7.37554,8.75098
ELOZUC_clean,3.47358,2.51753,3.46748
ELUJAY_clean,4.16647,3.50531,4.16647
ELUJEC_clean,4.14781,3.49954,4.05641
ELUQIM01_clean,2.71791,2.23792,2.71791
ELUQIM13_clean,2.70916,2.23474,2.70916
ELUZES_clean,5.77917,4.22423,5.77917
EMAFII_charged,6.99351,2.2347,6.99351
EMAGAB_clean,6.74013,4.05803,6.74012
EMAMOW_clean,6.02608,5.03686,6.02608
EMAMUC_clean,5.06339,4.24965,5.06236
EMANAH_clean,3.3989,2.65919,3.14522
EMAPAK_clean,11.09333,2.97484,11.09333
EMEGEJ_clean,4.94694,2.04847,3.39622
EMEHUB_clean,3.84956,3.15219,3.84955
EMEJUD_clean,4.77861,2.33204,4.77416
EMICUZ_clean,3.33413,2.22159,3.33413
EMIFOW_charged,7.54045,4.64804,7.53753
EMIFOW_clean,7.54045,4.64804,7.53753
EMIGAJ_charged,12.56795,10.56965,12.15416
EMIGEN_charged,10.01749,9.10409,10.01538
EMIGIR_charged,7.60863,4.87146,7.54389
EMIGOX_charged,7.07325,5.23315,7.07325
EMIGOX_clean,7.07885,5.23503,7.06321
EMIGUD_charged,6.8573,5.04202,6.85375
EMIHAK_charged,6.78095,4.65194,6.78095
EMIHEO_charged,8.96111,7.5005,8.96111
EMIREX_clean,14.51026,14.41533,14.51026
EMITUQ01_clean,7.21021,5.46539,7.20977
EMITUQ_clean,7.46483,5.07987,7.45286
EMIVAY,4.3857,3.60101,4.3856
EMIYEF_clean,3.96729,2.54407,3.96729
EMIYUW_clean,9.91867,7.19668,9.91867
EMIZAD_clean,35.23335,33.72549,35.23335
EMODOZ_clean,4.17258,2.48029,4.16092
EMOFIX_clean,3.87906,2.73694,3.87509
EMOHIZ_clean,4.04663,2.854,4.03776
EMOSOO_clean,3.93711,2.79889,3.93024
EMOSOP_clean,3.18631,1.76905,3.11733
EMUBIZ_clean,10.80682,5.92202,10.80682
EMUBOF_clean,10.0634,5.93111,9.41216
EMUTUD_clean,4.61151,2.82616,4.61151
EMUVAL_clean,4.61218,2.82085,4.60804
EMUYAM01_clean,3.60982,1.99983,3.60982
EMUYAM_clean,4.22776,3.19107,4.22776
ENAFAB_clean,11.4244,4.0145,11.4244
ENAFOP_ion_b,11.35347,8.35945,11.35347
ENANIS_clean,4.50272,4.0488,4.50272
ENCDBZ01_clean,4.44473,3.3383,4.44473
ENCDBZ_clean,5.19622,4.05375,5.19018
ENCNBZ01_clean,5.24808,4.20161,5.24471
ENEQUL_clean,6.8456,6.00437,6.8456
ENERIY_clean,5.48873,2.4308,5.48731
ENESOH_clean,7.82246,5.39864,7.81845
ENESUN_clean,7.80705,4.89255,7.79778
ENIHUG01_clean,13.68596,6.54059,13.68596
ENIHUG_clean,13.71329,6.28547,13.71329
ENISOK_clean,6.41231,3.89715,6.41231
ENISUQ_clean,6.08111,3.72938,6.08111
ENITAX_clean,9.36548,6.99959,9.36548
ENITEB_clean,7.56791,4.77812,7.56791
ENITIF_clean,5.77131,3.73147,5.76745
ENITOL_clean,8.95868,5.04107,8.95157
ENIXUV_clean,6.52829,4.07666,6.52458
ENOSAD_clean,5.30241,4.89605,5.29842
ENOVAG_clean,9.5699,8.73224,9.5699
ENUCOG_clean,4.1332,3.02733,4.1332
EPAGEJ_clean,4.4612,2.69428,4.4079
EPAVAU_clean,4.72183,2.9156,4.72183
EPAXAW_clean,3.98574,1.91592,3.8034
EPECEJ_clean,7.37521,4.73913,7.37521
EPECIN_clean,7.05756,2.0697,7.04924
EPECOT_clean,6.70279,3.73114,6.6827
EPECUZ_clean,5.8148,2.11182,5.8065
EPEWAY01_clean,5.51703,4.80745,5.5161
EPEWAY_clean,5.59969,4.76479,5.59496
EPEWEC_clean,5.59833,4.77219,5.59833
EPEXUU_clean,8.39793,3.13999,8.39793
EPEYAB_clean,7.9909,2.83876,7.9909
EPISOM_clean,11.94445,6.14996,11.94445
EPONAA_clean,8.98901,8.5487,8.98182
EPONEE_clean,8.9965,8.55522,8.97526
EPOPEG_clean,4.79861,4.31118,4.79861
EPOTAF_clean,7.38091,6.01805,7.15768
EPOXAJ_clean,5.11529,3.57769,5.11529
EPUJIJ_clean,3.74261,2.22008,3.74186
EPUSUE_clean,7.68383,3.55935,6.9169
EPUTUF_charged,4.4818,2.58636,4.4818
EPUVAN_charged,4.61548,2.59665,4.61548
EPUXET_clean,4.25695,2.47605,4.25695
EQAMUG_clean,3.99754,3.16602,3.76166
EQERAU_clean,7.9419,4.68922,7.9419
EQEREY_clean,6.44854,4.59998,6.44854
EQERIC_clean,5.35444,4.39309,5.34963
EQEROJ_clean,3.86053,2.47233,3.51906
EQETAX_clean,5.94639,4.91201,5.9394
EQIWAD_clean,2.58164,1.98089,2.55697
EQOCES01_clean,5.32475,2.7627,5.00725
EQOCES_clean,5.07366,1.98757,5.06644
EQOCIW_clean,5.10297,1.97273,5.10297
EQOCOC01_clean,8.23335,4.54988,8.23335
EQOXIT_clean,7.40882,6.60164,7.34971
EQUBIC_clean,4.01985,3.43422,4.01985
EQUBOI_clean,4.11548,3.53104,4.10632
EQUBUO_clean,4.08381,3.49517,4.0815
EQUCOI_clean,4.25558,2.95688,4.20253
EQUNEL_clean,11.54283,5.43284,8.42914
EQUNIP_clean,12.19945,4.25227,7.62735
ERAHOV_clean,8.68261,6.95467,8.66079
ERALEQ_clean,8.94936,8.33793,8.94936
ERALIU_clean,14.07815,12.75537,14.07815
ERALUG_clean,10.11976,8.71361,10.11976
ERAMAN_clean,11.82142,9.9947,11.82142
ERAMER_clean,12.15543,11.12981,12.15543
ERAMOB_clean,11.09939,10.51716,11.09939
ERAMUH_clean,14.2959,12.98485,14.2959
ERANAO_clean,3.68309,3.33789,3.68309
ERANES_clean,8.48106,7.51632,8.00983
ERANOC_clean,11.97033,6.36864,7.55481
ERAQAR_clean,7.38702,7.27565,7.38702
EREFEN01_clean,4.85465,3.45089,4.77688
EREFEN01_SL,4.85465,3.30646,4.36266
EREGOY_clean,7.29332,4.92588,7.29018
ERELIX_clean,5.16366,3.04119,5.15124
ERIGER_clean,6.66593,3.74607,6.66593
ERIJUM_clean,8.31035,2.42272,8.31035
ERIRIG_auto,11.54654,9.06759,11.36679
ERIWAF_clean,10.40685,5.26222,10.07429
EROCIZ_clean,5.0015,3.22352,4.84543
ERUFUS_clean,4.28688,3.36805,4.28002
ERULEK_clean,8.14153,6.59997,8.14144
ERUNIQ_clean,5.03277,2.56612,5.02886
ERUNOW_clean,9.04286,7.07573,9.04168
ERUNUC_clean,13.95993,10.22991,13.95993
ERUVEU_clean,2.62561,2.4093,2.62561
ESANET_clean,6.90689,5.30209,6.90689
ESARAT_clean,4.45804,2.2888,4.45804
ESARIB_clean,4.41886,3.56369,4.41132
ESAROH_clean,4.21711,3.5482,4.20818
ESARUN_clean,5.57431,3.62218,5.57431
ESASAU_clean,4.67792,3.41663,4.67792
ESASEY_clean,4.88782,3.99064,4.88775
ESATAU_clean,4.54716,3.42471,3.94777
ESEBOV_clean,24.31823,16.42744,24.31823
ESEDIQ_clean,4.97949,3.4136,4.97031
ESEHIV_clean,4.86938,3.43631,4.82345
ESEQUO_clean,5.38197,3.44838,5.3257
ESEVIH_clean,6.85751,6.28269,6.84658
ESEVIJ_clean,6.36896,2.72687,6.36564
ESIDOB_clean,4.90793,3.75857,4.90793
ESIFET_clean,8.08881,4.58629,8.08881
ESIGES01_clean,5.09477,4.09318,4.98253
ESIGES02_clean,5.06654,3.96437,4.82418
ESIGES_clean,5.01379,3.92229,4.95204
ESIPUR02_clean,4.69731,2.72954,4.63803
ESIPUR_clean,4.68853,2.71624,4.61525
ESIWAF_clean,5.50416,3.21084,5.44774
ESOROV_clean,3.38162,2.48589,3.37949
ESUMOU01_clean,2.93881,2.08456,2.92738
ESUMOU_clean,3.05838,2.22587,3.05563
ESURER01_clean,6.67523,5.52848,6.67388
ESURER02_clean,6.63439,5.5058,6.62344
ESURER03_clean,6.65008,5.49931,6.64536
ESURER04_clean,6.87993,5.67598,6.86924
ESURER_clean,6.77076,5.58928,6.75028
ESUSAO01_clean,6.07775,4.76836,6.07675
ESUSAO_clean,6.13608,4.79258,6.13484
ESUSIW_clean,6.58906,5.3275,6.58906
ESUSOC01_clean,7.12281,5.90312,7.12281
ESUSOC02_clean,7.15692,6.03252,7.15646
ESUSOC_clean,6.88672,5.69804,6.88513
ESUTAP_clean,7.09154,5.88514,7.08518
ESUTIX_clean,7.28318,5.90557,7.27266
ESUVAR01_clean,5.50257,3.84195,5.49279
ESUVAR02_clean,5.04175,3.07455,5.04045
ESUVAR_clean,5.96833,4.50366,5.9595
ESUVOF_clean,6.86108,5.83258,6.83277
ETAXIH_clean,4.36759,2.35565,3.32541
ETAXUT_clean,12.78487,7.89813,12.78487
ETAYAA_clean,6.55502,4.85729,6.55502
ETECIR_clean,4.13816,3.31735,4.13816
ETECOX_clean,10.60744,8.73394,10.34561
ETEJIX01_clean,6.66632,4.57841,6.65465
ETEJIX_clean,6.78493,4.76896,6.77499
ETEJOD01_clean,6.60747,4.74065,6.60747
ETEJOD_clean,6.74727,4.79569,6.74727
ETEJUJ_clean,6.75081,4.83779,6.73737
ETEKAQ01_clean5b,5.8207,4.51507,5.8207
ETEKAQ01_clean,5.8207,4.51507,5.8207
ETEKAQ01_manual,5.8207,4.51507,5.8207
ETEKAQ_clean,6.72359,4.86555,6.72359
ETEKEU_clean,6.66404,4.84643,6.6527
ETEMEX_clean,5.7609,2.7654,5.74862
ETEMIB_clean,4.20671,2.66364,4.20671
ETEPID_clean,6.12438,3.32582,5.41505
ETEQUQ_clean,5.94252,4.56063,5.94252
ETESIG_clean,5.54209,3.69882,5.54209
ETEXEI01_clean,5.51873,4.09205,5.5154
ETEXEI_clean,5.49035,3.99155,5.48379
ETICIV_clean,4.36639,2.71396,4.30333
ETIPII_clean,4.10855,3.21855,4.07797
ETIXAI_clean,5.25396,3.52066,5.25396
ETIXEM_clean,4.35972,2.09128,4.34504
ETIXIQ_clean,5.89649,4.17717,5.89649
ETIXOW_clean,5.36724,4.36759,5.35421
ETIYEN_clean,5.34067,4.44587,5.34026
ETUWEW_clean,4.76092,4.19137,4.75852
ETUWIA_clean,4.66697,4.13111,4.66697
ETUWOG_clean,3.90938,2.66775,3.90938
ETUXEW_clean,4.00168,3.43475,3.99807
EVADEK_clean,5.04238,3.04064,5.04197
EVADIO_clean,4.79318,2.89322,4.79318
EVADIQ_clean,7.36079,6.14665,7.35683
EVAKIV_clean,12.56468,3.21792,10.56716
