Structures,D_i_vdw_uff298,D_f_vdw_uff298,D_if_vdw_uff298
LAJDUV_clean,2.6251,2.20841,2.61848
LAJFAG_clean,4.9557,3.94338,4.95266
LAJJAK_clean,4.8442,2.97986,4.8442
LAJKUE_charged,15.36167,6.89646,15.36167
LAJLAL_charged,16.06396,6.38434,16.06396
LAJLEP_charged,16.05414,6.63138,16.05414
LAJLIT_charged,14.73248,3.93304,14.73248
LAJTIC_clean,3.64629,3.3696,3.63994
LAKFIN_clean,7.99875,7.20951,7.93498
LALFEL_clean,5.98015,4.27781,5.9715
LALFUB_clean,4.7168,3.96337,4.71307
LALPIZ_clean,4.39977,2.6835,4.39977
LALPOF_clean,4.48851,2.80636,4.48813
LALYOO_clean,3.54764,1.95046,3.54764
LAMFEK_clean,4.35286,3.87646,4.35286
LAMFIO_clean,4.5527,4.1441,4.5527
LAMFOU_clean,4.5656,4.0511,4.5656
LAMGUB_clean,4.92574,3.71647,4.91977
LAMHAI_clean,4.95508,3.75653,4.95139
LANCOU_clean,3.33782,2.04448,2.6391
LAPLEW01_clean,5.22439,3.84592,5.20331
LAPLEW_clean,6.54386,3.51078,6.54386
LAPLOG01_clean,6.66423,3.66296,6.66423
LAPLOG_clean,6.17054,3.69142,6.17054
LAPLUM_clean,6.13728,3.30004,5.98613
LAPMAT_clean,6.339,3.71341,6.08745
LAPMEX_clean,5.97229,3.26048,5.97229
LAPMIB_clean,6.22081,3.51998,5.681
LAPMOH_clean,6.06469,3.15774,6.06469
LAPMUN_clean,6.33881,3.61063,6.26361
LAPNAU_clean,6.40352,3.66735,6.40352
LAPNEY_clean,6.4889,3.81504,6.4889
LAPNIC_clean,7.41273,4.31422,7.41273
LAPNOI_clean,6.6984,3.7145,6.38835
LAPNUO_clean,6.74921,3.9539,6.30544
LAPZEK_clean,15.51504,7.15325,15.50264
LAPZIO_clean,15.29503,7.94438,15.28859
LAQNID_clean,12.72923,6.18434,12.72923
LAQNOJ_clean,13.50974,6.12684,13.50974
LAQNUP_clean,14.59709,7.01497,14.59709
LAQZOV_clean,6.3006,4.91356,6.26522
LARNEA_clean,4.3281,3.12279,4.04258
LARNIE_clean,4.51424,3.98855,4.47769
LARPEC_clean,6.7834,4.67712,6.77787
LARPIF_clean,3.52612,3.00972,3.52612
LARPOL_charged,4.93498,4.16512,4.86967
LARVIL,7.31395,7.08084,7.31395
LARVIM_clean,10.90419,9.60542,10.90419
LARXUA_clean,21.3514,10.35419,21.35139
LARZEL_clean,3.83129,3.04209,3.83129
LARZEL_SL_part,3.83221,3.04505,3.83221
LASDEQ_clean,13.13872,8.00139,13.13872
LASMAV_neutral,8.09541,4.27704,5.47087
LASQON_clean,4.16506,2.30974,4.16506
LASRAB_clean,10.02567,8.42614,10.0248
LASREF_clean,10.85041,9.89701,10.85041
LASRIJ_clean,10.9278,10.11133,10.91028
LASWEJ_clean,6.58017,4.60225,6.57934
LASWIN_clean,4.39022,3.69062,4.39022
LASYOU_clean,10.04859,4.44773,8.94234
LATBUG_clean,16.81335,12.0301,16.81335
LATCAN_clean,16.67968,12.89079,14.29988
LATCEO_clean,5.89291,4.90087,5.89291
LATCIS_clean,6.20693,5.2677,6.19525
LATPIG_clean,6.33906,5.72368,6.33906
LATYOX_clean,7.81273,7.03481,7.81273
LAVCOD_clean,4.21612,3.70485,4.20255
LAVCUJ_clean,4.22291,3.7677,4.22291
LAVDOE_clean,5.45538,4.04859,5.45538
LAVMAY_clean,4.0672,3.24435,4.06325
LAVSUY_clean,6.6823,6.43333,6.6823
LAVTAF_clean,6.76233,6.519,6.76233
LAVTEJ01_clean,6.79631,6.49422,6.79631
LAVTEJ_clean,6.75701,6.4982,6.75701
LAVTIN_clean,6.67437,6.42391,6.67437
LAVTOT_clean,6.67643,6.42671,6.67643
LAVTUZ_clean,6.64785,6.39243,6.64785
LAVZOA_clean,5.15998,3.9132,5.15863
LAVZUG_clean,9.26078,5.69015,9.1846
LAWFOF_clean,15.0907,7.3556,15.08274
LAWFUL_clean,15.09572,7.38892,15.05722
LAWFUN_clean,6.61469,3.65608,6.61012
LAWGAS_clean,15.09707,7.3738,15.08335
LAWGEW_clean,15.06859,7.37376,15.06124
LAWGIA_clean,15.08672,7.37628,15.08452
LAWGOG_clean,15.09187,7.37919,15.09187
LAWGOI_clean,6.63849,3.71547,6.63099
LAWGUM_clean,15.09452,7.37776,15.09452
LAWGUO_clean,7.06608,3.53179,7.06254
LAWHEZ01_clean,7.201,3.63614,7.19395
LAWHEZ_clean,7.13422,3.61626,7.11855
LAWHID_clean,6.99786,3.40345,6.35082
LAWHOJ_clean,10.28151,3.25886,10.28151
LAWHUP_clean,10.47586,3.21228,10.47586
LAXCUK_clean,8.15481,4.96722,8.15481
LAXGOH01_clean,3.34249,2.79453,3.34249
LAXGOH02_clean,3.32797,2.78969,3.32797
LAXGOH03_clean,3.37948,2.82997,3.37948
LAXJAX_clean,12.36955,4.95838,12.36935
LAXMIJ_clean,3.90187,3.2443,3.90187
LAYGAV_clean,6.23389,4.09154,6.23389
LAZGOK_clean5b,4.74292,3.42004,4.74292
LAZGOK_manual,4.74292,3.42004,4.74292
LAZHUR_clean,4.13848,2.54998,4.10844
LAZJAZ_clean,5.12051,3.32604,5.12051
LAZJAZ_SL,5.12051,3.32604,4.59053
LAZJIH_clean,5.37791,4.90761,5.37199
LAZKUU_clean,5.79273,3.46548,5.5676
LAZLEF_clean,4.47279,2.7573,3.42104
LAZPIN_clean,3.04635,2.54727,3.04615
LAZPOT_clean,3.03442,2.52988,3.034
LAZPUZ_clean,3.03202,2.52093,3.03133
LAZSIQ,4.79042,2.39759,4.72483
LAZXIV_clean,10.19438,6.73902,10.19438
LAZXOB_clean,8.94335,5.90168,8.94335
LECFAC_clean,9.44693,3.86623,9.43071
LECFEG_clean,9.05958,3.78519,9.05772
LECFUW_charged,5.3776,3.34933,5.3776
LECGAD_clean,4.12158,2.91312,4.04592
LECGEH_clean,4.59742,3.08558,4.47728
LECGIL_clean,9.56466,6.44529,9.56466
LECHUX_clean,4.75984,2.83813,4.75337
LECQEQ_clean,11.47954,10.44754,11.47954
LEDCAA_clean,3.37579,2.47021,2.9616
LEDHEJ_clean,4.65884,3.77455,4.65884
LEDHIN_clean,4.62965,3.72512,4.62965
LEDJOU_clean,2.99119,1.98341,2.99119
LEDJUA_clean,2.87196,2.4841,2.87196
LEDLAJ_clean,6.17838,2.85308,6.17757
LEDLEN_clean,7.36546,5.81641,7.36546
LEDNEP_charged,4.10024,3.18896,4.08284
LEDNIT_charged,4.59384,3.95653,4.55457
LEDPIU_clean,3.98314,2.48436,3.98314
LEDWUN_clean,4.19626,1.95064,4.07625
LEGGEK_clean,4.29196,3.37552,4.29196
LEGGIO_clean,4.84682,3.42395,4.84111
LEGGOU_clean,4.03787,1.70748,4.03771
LEHTID_clean,3.32151,2.04732,2.75248
LEHXUT_clean,24.85982,8.67756,13.98235
LEJBUX_clean,6.32854,4.96968,6.01171
LEJCAE_clean,5.2348,4.67451,5.23384
LEJCAG_clean,12.42298,8.09895,12.42298
LEJCEK_clean,16.41636,11.17002,16.41636
LEJCIO_clean,17.73066,13.62375,17.73066
LEJKIW_clean,5.58445,3.79986,5.58253
LEJRIC_clean,11.61121,10.81736,11.61101
LEJZOQ_clean,5.2139,3.7782,5.2139
LELCUB01_clean,3.28382,1.96311,3.28011
LELDOX_clean,17.90225,5.9552,12.68556
LELDUD_clean,15.763,8.55739,15.763
LELMIA01_clean,5.84208,4.69261,5.83764
LELMIA_clean,5.97603,4.88434,5.96234
LELROL_clean,8.84798,5.39628,8.84784
LELRUR_clean,7.55314,4.53174,7.38048
LEMHAM_clean,3.8308,3.20747,3.82954
LEMNOH_clean,4.03902,2.99121,3.97293
LEMVOP_clean,4.62764,3.04366,4.53813
LENGAO_clean,8.89765,5.88338,8.88962
LENGES_clean,4.49654,4.09,4.47135
LENKIA_clean,11.30836,10.52025,11.30836
LENRUS_clean,2.44911,2.10224,2.44436
LEPLAV_clean,4.99471,2.65947,4.98584
LEPLEZ02_clean,3.1599,2.72091,3.1599
LEPLEZ_clean,3.17134,2.7284,3.17134
LEQBUG_clean,13.43974,6.30643,13.43974
LEQCAN_clean,12.88674,6.13278,12.43471
LEQQAA_clean,5.43741,4.56498,5.43226
LEQQEE_clean,5.12516,2.70203,5.08953
LEQQII_clean,7.95769,6.56642,7.95769
LEQVIN_clean,4.51947,2.48428,4.51947
LEQVUZ_clean,9.45884,4.7747,9.45884
LERNAY01_clean,4.1779,1.98427,4.1713
LERNAY02_clean,4.10651,1.96447,4.09713
LERNAY_clean,4.18807,2.03331,4.1871
LERNEC01_clean,4.13251,2.23639,4.12486
LERNEC_clean,4.21964,2.2581,4.21964
LESWAI_clean,5.27761,4.08205,5.27761
LETDEU_clean,7.82457,7.78399,7.82457
LETDUK_clean,6.90298,6.39831,6.90298
LETFEW,4.83957,3.67727,4.77997
LETPOR01_ion_b,3.61368,2.0589,3.5737
LETPOR_clean,10.28305,9.86072,10.28299
LETPUX01_clean,16.87018,15.64978,16.87009
LETPUX_clean,16.87018,15.64978,16.87009
LETQAE01_ion_b,17.80605,17.1384,17.80258
LETQAE_clean,17.53467,16.77036,17.53467
LETQEI_clean,24.90457,24.65394,24.90457
LETRAF_clean,26.26685,25.89415,26.26685
LETREJ_clean,34.71303,33.51175,34.71303
LETRIN_clean,6.79612,5.46837,6.77754
LETROT_clean,4.85709,4.42351,4.85709
LETRUZ_clean,3.98849,3.59878,3.97935
LETVUB_clean,4.45908,2.3703,4.45908
LEVBAQ_clean,5.48219,4.06705,5.38808
LEVDIB_clean,12.68251,3.82182,12.68251
LEVLEF_clean,20.17602,6.87707,20.17602
LEVNOQ01_clean,5.95474,3.15207,5.95474
LEVNOQ_clean,6.09038,3.28742,6.09038
LEVPAF_clean,9.37016,7.93867,9.37016
LEVPEJ_clean,8.85403,4.66438,8.85403
LEVYOC_clean,4.30831,3.21932,4.30831
LEWMUX_clean,9.42605,3.61616,9.42605
LEWTUD01_clean,4.02586,2.07134,3.87179
LEWTUD_clean,3.50949,2.06158,3.50863
LEWVAL_clean,4.15861,1.9665,4.15487
LEWZET_clean,6.00057,4.41367,5.98711
LEYFUS_clean,7.50169,3.5575,7.50154
LEYLUX_clean,3.59539,2.7659,3.59398
LEYPAI_clean,5.56023,4.68563,5.55838
LEYQUD_clean,8.87418,3.5632,8.84346
LEYRAK_clean,8.88324,3.60685,8.88324
LEYREO_clean,8.89909,3.5924,8.89683
LEYYET_clean,3.45669,2.35885,3.45669
LEZJOQ_clean,6.35586,3.92322,6.35586
LEZJUW_clean,6.74674,3.52338,6.63427
LEZLAF_clean,5.63595,3.24448,5.63595
LEZMIN_clean,4.66806,3.86607,4.66155
LEZWUK_clean,7.29778,3.3925,7.29756
LEZXAR_clean,7.36787,3.58448,7.36787
LEZZEX_clean,4.92789,4.10775,4.92631
LIBHAH_clean,22.23915,16.40445,22.23915
LIBJAJ_clean,3.00766,2.74083,2.94568
LIBQIY_clean,8.85331,3.54096,8.82113
LIBZIG_clean,5.38568,4.68093,5.38167
LICKAL_clean,4.32376,3.53252,4.32369
LICSUM_clean,3.12469,2.14236,3.11911
LIDSAU_clean,5.01937,4.18969,5.01937
LIDSEY01_clean,4.5278,3.72773,4.5278
LIDSEY_clean,4.97908,4.32878,4.97908
LIDSIC_clean,5.83136,4.76521,5.12638
LIDWIG_clean,5.73764,4.14499,5.63686
LIDZOP_clean,4.93547,4.11967,4.93485
LIDZUV_clean,4.49271,3.74195,4.49271
LIFQIC_clean,6.19859,1.97104,4.22811
LIFSAW_clean,5.32711,3.07078,5.32573
LIFSEA_clean,5.28032,2.96827,5.28032
LIFWEE_clean,4.52287,3.4653,4.52264
LIFWOO_clean,4.19521,3.79062,4.1948
LIGHAM_clean,5.19173,4.30022,5.12079
LIGJIW_clean,6.9075,3.22329,6.9075
LIHFAK_clean,14.49777,11.29255,14.4949
LIHKAQ_clean,4.00847,3.22995,3.91365
LIHRIE_clean,3.36992,2.08679,3.35581
LIHSEB_clean,2.84718,2.47646,2.8219
LIHSIF_clean,3.73376,2.39669,3.73376
LIJNOJ01_clean,4.37325,2.93336,4.37325
LIJNOJ_clean,4.33465,2.83823,4.33465
LIJXEI_clean,4.10255,2.3434,3.74595
LIKCOY_charged,6.05496,4.26859,6.05496
LIKDOA_clean,18.24552,9.4271,18.24552
LIKFOB_clean,3.97894,3.34148,3.97108
LIKGUJ_clean,13.31817,7.04592,13.31817
LIPQIL_clean,11.45098,2.07725,11.45098
LIPQOR_clean,9.17865,3.82062,9.17865
LIPRAE_clean,11.37489,2.07146,11.37489
LIQCUK_clean,6.94095,4.99142,6.94095
LIQDAS_clean,12.01883,5.31756,12.01883
LIQFEY_clean,4.89954,3.65726,4.7969
LIQGAU_clean,3.55666,2.64551,3.55666
LIQGEY_clean,3.57421,2.9023,3.52658
LIQJEC_clean,7.92171,5.93738,7.89887
LIQTUC_clean,6.4051,5.72916,6.4051
LIRFIB_clean,8.98308,8.65432,8.98308
LIRNEH_clean,3.55226,2.15847,3.54855
LIRNOR_clean,5.48656,2.90447,5.48139
LIRTEM_clean,3.91701,2.46734,3.86134
LIRTEM_SL,3.91256,2.46735,3.91256
LIRTUC_clean,5.73695,3.46126,5.72632
LIRVAK_charged,4.8603,3.56935,4.8539
LISZOE_clean,3.5739,2.5667,3.5739
LITCIC_clean,6.83427,3.51906,6.74192
LITCOI_clean,7.28011,3.2376,7.26552
LITCUO_clean,4.92595,2.76856,4.92457
LITDAV_clean,5.70312,3.66515,5.70157
LITHUR_clean,5.96452,4.7819,5.95977
LIVKUW_clean,4.16203,2.96045,4.16203
LIVLUZ_clean,5.71091,4.8435,5.71091
LIVREP_clean,3.84166,2.92949,3.82205
LIVTEP_charged,4.26501,3.49609,4.26249
LIVTEP_clean,4.26501,3.49609,4.26249
LIVTIT_clean,4.91739,4.35453,4.91739
LIVWAQ_clean,5.65381,3.4827,5.65381
LIWFIG_clean,4.17461,2.36938,4.17323
LIWFOM_clean,5.23832,3.83249,5.23832
LIWFUS_clean,3.41515,2.25769,3.41515
LIWVIY_clean,5.54706,4.7804,5.54706
LIWXIZ_clean,3.66997,3.29156,3.66997
LIWXOG_clean,4.52466,3.44275,4.52466
LIXDAZ_clean,4.84003,2.28713,4.08436
LIXMIQ_clean,4.14316,2.46903,4.14231
LIXNIP_clean,3.1867,2.60209,3.1867
LIXWAR01_clean,6.09195,3.22216,6.09195
LIXWAR_clean,6.13342,3.26425,6.10478
LIXWEV_clean,4.89081,2.72864,4.89081
LIXXAS_clean,6.51763,5.18316,6.51763
LIXXEW_clean,5.5159,3.79899,5.5159
LIZWEX_charged,18.17979,3.69122,18.17979
LOBHAM_clean,6.34438,5.82398,6.34209
LOCNIB_clean,5.60234,2.53242,5.60234
LOCRUR_clean,4.85832,4.16579,4.85832
LOCZIO_clean,7.21169,3.09328,7.20699
LODCUC_clean,5.65383,3.46274,5.65383
LODKIA_clean,5.69668,3.98104,5.69225
LODPOK_clean,5.85593,4.63562,5.85095
LODPUQ_clean,5.86691,4.53727,5.86371
LODPUR_clean,3.54013,1.90254,3.54013
LODTAB_clean,4.85391,3.93142,4.84606
LOFCUF_clean,4.68605,2.34268,4.67829
LOFJAT_clean,11.54254,5.62147,10.5949
LOFVIN_clean,5.92944,3.03485,5.92846
LOFVUY01_clean,7.74857,4.11332,7.74387
LOFVUY_clean,7.66024,4.07452,7.65287
LOFZUB_clean,8.1848,3.38083,8.1848
LOGBAK_clean,8.15437,3.45793,8.15437
LOGBEO_clean,8.14007,3.35972,8.14007
LOGXEM_clean,11.72721,8.53879,11.72721
LOJFOF_clean,5.15362,4.4213,5.15362
LOJFUL_clean,11.12025,8.37078,11.12025
LOJLAZ01_clean,6.11802,5.2598,5.98494
LOJLAZ_clean,5.72183,4.8286,5.72137
LOJNAA_clean,4.5655,2.27369,4.55854
LOKPEG_clean,4.18536,2.30607,3.91113
LOLQIM_clean,4.59096,2.53235,4.58883
LOLREL_clean,8.08443,6.77236,8.08443
LOLVAJ_clean,4.07704,3.32445,4.0751
LOMLOQ_clean,6.52031,3.27018,6.52031
LOMLUV_clean,4.12503,2.16604,4.04238
LOMLUW_clean,5.2195,3.57652,5.2195
LOMMEH_clean,4.93898,2.77597,4.93898
LOMMIL_clean,4.91309,2.69189,4.91309
LOMMOR_clean,4.94034,2.69736,4.89504
LONVAN_clean,10.91808,9.40832,10.91764
LONVIV_clean,10.82233,9.27397,10.67519
LONWIW_clean,5.84346,4.85573,5.77219
LOPZAS_clean,5.86285,3.92401,5.6917
LOQLEJ_manual,14.68506,14.40154,14.67763
LOQLIN_clean,14.25752,13.94051,14.24774
LOQLIN_SL,14.18229,13.9301,14.17559
LOQSEQ_clean,4.2906,2.15957,4.15149
LOQSIU_clean,9.95667,4.68255,9.95189
LOQSOA_clean,4.4693,2.57949,4.45843
LOQSUG_clean,4.43329,2.43567,4.43329
LORKEK_clean,4.11187,2.36522,4.11063
LORMOW_clean,4.60308,3.61007,4.60308
LORNEL_clean,6.97621,5.62134,6.97621
LORROB_clean,5.64302,2.83403,5.5772
LORRUH_clean,5.65449,2.86125,5.62232
LOSBOM_clean,6.1223,4.90769,6.05727
LOSXIC_clean,5.84022,5.64315,5.83983
LOSYAV_clean,4.38979,3.0476,4.38979
LOTDIJ_clean,4.84811,3.8513,4.81432
LOVLEP_clean,9.64388,3.38283,9.59535
LOVNIV_charged,4.08766,2.67143,3.95528
LOWPUI_clean5b,5.71845,4.92335,5.71691
LOWPUI_clean,5.71691,4.92335,5.71691
LOWQIX_clean,8.39417,6.96798,8.3901
LOXBEH_clean,11.07461,7.60503,11.07461
LOXKAM_clean,13.77465,13.0463,13.77465
LOXVUR_clean,3.78494,2.6711,3.78493
LOXWAY_clean,4.91057,4.53998,4.91057
LOXWEC_clean,6.47718,5.69475,6.47718
LOZSAW01_clean,4.71205,2.76322,4.7097
LOZSAW02_clean,4.70135,2.70232,4.70135
LOZSAW_clean,4.7883,2.76666,4.7883
LOZSOK_clean,4.83557,3.47793,4.83557
LOZSUQ_clean,4.81393,3.44671,4.81039
LUBMAW_clean,12.58115,11.60793,12.58111
LUBNAZ_clean,8.15396,7.03155,8.15396
LUCDAO_clean,8.00242,5.27304,7.98556
LUCDES_clean,7.97337,5.26014,7.96806
LUCDIW_clean,7.99238,5.38752,7.99238
LUCKAX_clean,3.55624,2.08986,3.44998
LUCKEB_clean,5.19108,2.29245,5.19108
LUCKIF_clean,5.31169,2.33557,5.31169
LUDCUK_clean,5.86791,3.47834,5.86791
LUDKIG_clean,5.40191,3.28463,5.40191
LUDKOM_clean,5.94325,3.51661,5.94325
LUDKUS_clean,6.16243,3.44005,6.16243
LUDLAZ_clean,5.85635,3.59286,5.73102
LUDLED_clean,12.93504,6.01813,12.93504
LUDLIH_clean,12.99007,6.03655,12.99007
LUDRUZ_clean,4.44358,1.67194,4.43049
LUDTUZ_clean,8.7202,5.90782,8.7202
LUDVAH_clean,5.2185,3.439,5.21284
LUDVEL_clean,8.47808,6.5416,8.47808
LUDVIP_clean,6.54971,3.47763,6.54971
LUDVOV_clean,7.92704,5.93944,7.92684
LUDVUB_clean,5.17001,2.80189,5.08059
LUFBUL_clean,4.87321,4.51115,4.86651
LUFCAS_clean,4.76042,3.54247,4.76042
LUFNAC01_clean,7.56119,5.86831,7.5279
LUFNAC02_clean,7.52216,5.8521,7.27138
LUFNAC03_clean,7.53949,5.83983,7.23438
LUFNAC04_clean,7.53273,5.87663,7.51926
LUFNAC05_clean,7.47706,5.80431,7.43942
LUFNAC_clean,7.37915,5.6494,7.24263
LUFNEG_clean,4.56974,3.88998,4.56974
LUFQUZ01_clean,4.14462,3.78267,4.14462
LUFQUZ02_clean,4.46401,4.02492,4.43524
LUFQUZ_clean,4.22081,3.87069,4.22081
LUJBAV_clean,4.93886,2.94966,4.79187
LUJJOQ_clean,3.34133,2.51686,3.34133
LUJPUC_clean,6.8723,4.48831,6.8723
LUJSOA_clean,4.70283,3.50751,4.70283
LUKLIN_clean,19.27293,9.26906,19.27293
LUKREO_clean,3.70798,3.28564,3.69408
LUKRIS_clean,5.00182,3.64117,4.9865
LUKRUE_clean_h,3.69604,2.88623,3.51613
LULHUW_clean,3.72627,2.58331,3.72627
LULJAE_clean,3.8844,2.65044,3.8844
LULVOF_clean,4.65931,3.39657,4.65931
LULWUL_clean,3.86204,3.292,3.79754
LULXAS_clean,4.02077,3.4927,4.01863
LULXEW_clean,3.84561,2.98053,3.84561
LULXOG_clean,3.95781,2.79544,3.95781
LUMDEC_clean,7.03553,4.90827,7.03553
LUMLIQ_clean,4.66017,3.33385,4.29065
LUMMAJ_clean,3.20552,2.61663,3.20211
LUMYEZ_clean,5.6882,4.45298,5.6882
LUMYID_clean,5.60987,4.49043,5.60651
LUMYOJ_clean,5.67603,4.44148,5.67603
LUMYUP_clean,5.86133,4.4804,5.85869
LUMZAW_clean,5.6203,4.50402,5.61617
LUMZEA_clean,4.99289,2.29812,4.97737
LUMZUO_clean,6.40774,4.82705,6.40385
LUNBAX_clean,6.30921,4.5921,6.30018
LUNBEB_clean,6.19364,4.46903,6.18475
LUNBIF_clean,8.50157,6.71849,8.48666
LUNWEW_clean,4.68712,2.33997,4.68697
LUPHIN_clean,4.95258,2.39752,4.5788
LUPTAS_clean,4.46597,3.45608,4.4445
LUPYAX_clean,7.38448,6.00395,7.35767
LUQGAG_clean,6.48654,4.58017,6.48654
LURGEL_clean,9.01607,6.2807,8.61164
LURLOB_clean,7.3669,6.98571,7.3669
LURRIA_clean,22.36347,8.95606,15.84052
LURRUM_clean,7.689,6.59838,7.689
LUSHIR_clean,5.57405,4.4188,5.57405
LUSHOX01_clean,5.3731,4.81453,5.36741
LUSHOX02_clean,5.49517,5.02245,5.49517
LUSHOX03_clean,5.36425,4.79758,5.36284
LUSHOX04_clean,5.52684,5.06368,5.52464
LUSHOX_clean,5.421,4.86226,5.41453
LUSHUD_clean,5.07478,3.97853,5.07478
LUSJAL_clean,4.29557,3.2341,4.29557
LUSJEP_clean,6.04827,5.00382,6.04827
LUSJIT_clean,6.03664,4.91541,6.03664
LUSJOZ_clean,6.07303,4.94043,6.07303
LUSQIB_clean,5.89987,2.67261,5.89987
LUSQOH_clean,6.23044,3.85758,5.72552
LUSYEF_clean,11.40042,5.2622,11.4001
LUSZIJ01_clean,3.7984,2.36871,3.7863
LUSZIJ_clean,3.77945,2.37967,3.76136
LUSZOP01_clean,3.79773,2.37714,3.79773
LUSZOP_clean,3.79562,2.37745,3.79562
LUSZUV_clean,3.7967,2.38284,3.7967
LUTBEI_clean,3.78326,2.38794,3.7664
LUTBUY_clean,3.79845,2.34807,3.78907
LUTCAF_clean,3.75979,2.35715,3.73968
LUTCEJ_clean,3.77655,2.39041,3.77655
LUTCIN_clean,3.75545,2.33921,3.75545
LUTDAG_clean,3.76449,2.34427,3.76449
LUTSEA_clean,4.36904,3.19419,4.36904
LUTZEH_clean,27.7292,12.34153,25.47345
LUVTAY_clean,9.87093,9.17782,9.87089
LUVTEC_clean,10.33503,9.44429,10.27004
LUVWUU_clean,5.4197,2.94454,5.41922
LUWMEX_clean,5.39313,4.45123,5.39313
LUWMIB_clean,6.32864,4.54047,6.32864
LUWMOH_clean,6.25006,4.26518,6.24835
LUWMUN_clean,9.90412,7.5812,9.90412
LUWNAU_clean,9.73599,7.55192,9.73599
LUWYUY_clean,3.16382,2.17139,3.14576
LUXDEO,5.07456,2.22754,5.0585
LUXDUE_clean,13.50124,4.04419,13.46946
LUXFEQ_charged,19.30979,6.76194,18.23121
LUXFOA_clean,13.55553,4.12772,13.54973
LUXFUG_clean,13.51834,4.10047,13.5077
LUYBIS_clean,8.54454,7.52266,8.4565
LUYBOY_clean,7.82251,7.25063,7.82251
LUYHAP_clean,11.80597,6.53951,11.80597
LUYSEF_clean,4.47493,3.32234,4.31831
LUYSOP_clean,15.15214,13.86704,15.15214
LUYVAD_clean,4.74594,2.20924,4.74254
LUZBOY_clean,6.0931,4.68113,6.09083
LUZJAT_clean,8.07117,7.00617,8.07117
MABCUQ_clean,5.63193,4.02257,5.63178
MABJOP_clean,3.72752,2.65335,3.72752
MABJUV01_clean,3.93192,2.85385,3.93192
MABJUV_clean,3.93789,2.89088,3.93789
MABKEG_clean,4.31029,3.50721,4.31029
MABKIK01_clean,4.72913,4.41927,4.72913
MABKIK_clean,4.28251,3.47968,4.27432
MABLAD_clean,4.99655,3.89963,4.99642
MACHIJ_clean,12.75672,4.4811,12.75614
MACKAE_clean,10.05389,4.15199,10.05389
MADVUJ_clean,4.74971,3.93229,4.74733
MADWAQ_clean,4.68374,3.72535,4.68374
MAFDII_SL,5.75714,4.3734,5.75708
MAFFUW_clean,11.8998,8.38855,11.28314
MAFJIO_clean,9.9886,4.89419,9.98058
MAFLUD_clean,5.06885,3.29579,4.77891
MAFMAK01_clean,5.3491,3.53592,5.34634
MAFZIE_charged,6.1046,3.68408,6.07836
MAFZOK_clean,4.29154,2.32664,4.29154
MAGBAZ_clean,7.52308,4.11745,7.52162
MAGBIH_clean,4.266,2.63823,4.266
MAGBON_clean,6.75051,5.17919,6.74541
MAGBUT01_clean,5.3257,1.79821,5.26438
MAGCUU_clean,4.77401,1.85717,4.77401
MAGDAB_clean,4.70807,1.71907,4.70754
MAGNEQ01_clean,5.02134,3.94177,4.94118
MAGNEQ_clean,4.97213,3.90142,4.97061
magnetochemistry3010001_PF290NdNO3_clean,3.83356,2.38418,3.83356
magnetochemistry3010001_PF362NdCl_clean,3.76417,2.47623,3.75311
MAGVOG01_clean,2.96551,2.27073,2.96237
MAGVOG02_clean,2.97581,2.2685,2.97581
MAGVOG03_clean,2.88106,2.22466,2.88106
MAGVOG04_clean,2.80659,2.28915,2.80659
MAGVOG05_clean,2.74446,2.24337,2.74446
MAGVOG06_clean,2.5739,2.23749,2.5739
MAGVOG07_clean,2.63862,2.22085,2.63862
MAGVOG08_clean,2.79145,2.15409,2.79145
MAGVOG09_clean,2.57779,2.08141,2.57779
MAGVOG10_clean,2.46391,2.03656,2.46391
MAGVOG11_clean,2.47123,2.05321,2.47123
MAGVOG12_clean,2.46442,2.01538,2.46442
MAGVOG13_clean,2.3751,1.85667,2.34698
MAGVOG14_clean,2.44579,2.03051,2.41119
MAGVOG15_clean,2.56206,2.05484,2.47148
MAGVOG16_clean,2.97073,2.29174,2.97073
MAGVOG17_clean,2.99091,2.28856,2.99091
MAGVOG18_clean,3.00602,2.29138,3.00602
MAGVOG19_clean,3.0184,2.29906,3.0184
MAGVOG20_clean,3.03404,2.2976,3.03404
MAGVOG21_clean,3.04869,2.30817,3.04869
MAGVOG22_clean,2.73731,2.20882,2.73731
MAGVOG23_clean,2.75886,2.20443,2.75886
MAGVOG24_clean,2.77159,2.22375,2.77159
MAGVOG25_clean,2.78184,2.21718,2.78184
MAGVOG26_clean,2.78791,2.22368,2.78791
MAGVOG27_clean,2.80604,2.23042,2.80604
MAGVOG28_clean,2.83522,2.24307,2.83522
MAGVOG29_clean,2.8468,2.25258,2.8468
MAGVOG30_clean,2.86541,2.25315,2.86541
MAGVOG31_clean,2.87597,2.25905,2.87597
MAGVOG32_clean,2.90312,2.27444,2.90312
MAGVOG33_clean,2.92532,2.27825,2.92532
MAGVOG34_clean,2.94418,2.28495,2.94418
MAGVOG35_clean,2.95309,2.28864,2.95309
MAGVOG_clean,2.85504,2.01617,2.85504
MAHCEG_clean,17.73232,7.27513,17.73231
MAHCIK_clean,17.97856,7.3057,17.95981
MAHCOQ_clean,18.05342,7.28391,18.05342
MAHTAR01_clean,5.18665,3.75279,5.18458
MAHTAR_clean,5.19172,3.74054,5.18605
MAJHOW_clean,4.56508,2.68053,4.20681
