Structures,Density,cell_volume,POA_VF,PONA_VF,PO_VF
GOYPAN_clean,1.53512,839.331,0.0,0.211,0.211
GOYPER_clean,1.4708,862.089,0.0,0.2195,0.2195
GOYXAV_clean,2.22519,1762.49,0.0796,0.0,0.0796
GOYXEZ_clean,2.23097,1762.7,0.1213,0.0,0.1213
GOYXID_clean,2.25635,1758.43,0.1145,0.0,0.1145
GOYXOJ_clean,2.26908,1753.47,0.085,0.0,0.085
GOYXUP_clean,2.2788,1756.41,0.1085,0.0,0.1085
GOYYAW_clean,2.31343,1737.1,0.1019,0.0,0.1019
GOYYEA_clean,2.03428,1727.24,0.0454,0.0,0.0454
GOYYIE_clean,2.39828,1698.1,0.0851,0.0,0.0851
GOZNAM_clean,0.99242,5004.47,0.5219,0.0,0.5219
GOZNEQ_clean,0.947205,2632.07,0.5567,0.0,0.5567
GUANZS_clean,1.31647,1299.27,0.545,0.0,0.545
GUBBAG_clean,1.25773,3303.85,0.5516,0.0,0.5516
GUBKUL_clean,1.65394,6008.69,0.4552,0.0,0.4552
GUBSED_clean,1.39474,3344.56,0.0,0.2062,0.2062
GUBVUU_clean,0.930991,2534.31,0.4447,0.0,0.4447
GUBZAF_clean,0.891092,4055.59,0.3634,0.0,0.3634
GUCHUJ_clean,1.43835,797.599,0.4315,0.0,0.4315
GUCJAQ_clean,1.29019,4068.42,0.2918,0.0,0.2918
GUDJOG_clean,1.00363,8840.17,0.4788,0.0,0.4788
GUFBOA_clean,1.35939,2167.75,0.1907,0.0,0.1907
GUFBUG_clean,1.2615,8636.15,0.3101,0.0,0.3101
GUFREF_clean,1.21319,3295.83,0.0,0.1426,0.1426
GUFXEM_clean,1.2094,4671.69,0.4181,0.0,0.4181
GUGNON_clean,0.956875,3476.32,0.4119,0.0,0.4119
GUGXOX_clean,1.55755,1752.49,0.0,0.3262,0.3262
GUHGOH_clean,2.19053,2543.03,0.0,0.0783,0.0783
GUHNUU_clean,0.946932,9208.77,0.496,0.0,0.496
GUHPAC_clean,0.972915,9119.24,0.4985,0.0,0.4985
GUHPEG_clean,1.21796,7284.51,0.2998,0.0,0.2998
GUJGAU_clean,1.64426,2268.78,0.0,0.1559,0.1559
GUJGEY_clean,1.69984,2215.45,0.0,0.1417,0.1417
GUJREK01_clean,1.23624,6571.98,0.2688,0.0084,0.2772
GUJREK_clean,1.23624,6571.98,0.27,0.0082,0.2782
GUJTOV_clean,2.22754,1738.9,0.0,0.0,0.0
GUJVIR_clean,1.50557,1168.71,0.0,0.0986,0.0986
GUJVOX_clean,1.347,1164.59,0.0,0.1273,0.1273
GUKCIA_clean,0.805597,13833.5,0.6941,0.0,0.6941
GUKFEY_clean,0.953017,8127.2,0.4092,0.0,0.4092
GUKNIK_clean,1.88296,707.655,0.1581,0.0,0.1581
GUKXIU_clean,2.8046,1803.89,0.1204,0.0,0.1204
GUKYUI_clean,1.20599,1284.67,0.1614,0.0,0.1614
GUKZAO_clean,1.23962,1324.38,0.556,0.0,0.556
GULBAR_clean,1.44705,2492.96,0.265,0.0,0.265
GULCAS_clean,1.83607,1900.86,0.3626,0.0,0.3626
GULGEZ_clean,1.81502,2308.11,0.3048,0.0,0.3048
GULPIN_clean,1.39734,2185.14,0.1665,0.0,0.1665
GULVUF_clean,0.674334,16069.2,0.6285,0.0,0.6285
GULWAM_clean,0.756867,14053.0,0.5609,0.0,0.5609
GULWIU_clean,0.918977,16487.1,0.6495,0.0,0.6495
GULWOA_clean,1.27683,3535.6,0.5369,0.0,0.5369
GUMBIA_clean,1.17543,5308.34,0.0,0.2613,0.2613
GUMDEZ_clean,1.35338,1549.27,0.3699,0.0,0.3699
GUNFAW01_clean,0.662989,3716.74,0.7855,0.0,0.7855
GUNFAW01_neutral,0.662989,3716.74,0.7855,0.0,0.7855
GUNZIA_clean,1.2153,10489.2,0.1985,0.0644,0.2629
GUPBEZ,2.5399,5157.81,0.151,0.0,0.151
GUPBIE_clean,1.7747,13079.6,0.0,0.1031,0.1031
GUPBOJ01_clean,1.53742,7118.33,0.123,0.0,0.123
GUPBUP_SL,0.919646,2975.03,0.5511,0.0,0.5511
GUPBUP_clean5b,0.920771,2975.03,0.5511,0.0,0.5511
GUPBUP_manual,0.920771,2975.03,0.5511,0.0,0.5511
GUPCAW_clean,0.814725,8660.63,0.6185,0.0,0.6185
GUPCUQ01,1.13523,5907.36,0.5409,0.0,0.5409
GUPDEB_clean,0.945467,14186.0,0.6065,0.0,0.6065
GUPJEG01_clean,1.55092,636.256,0.0373,0.0,0.0373
GUPJEG_clean,1.53595,642.46,0.0759,0.0,0.0759
GUPNUC01_clean,1.55126,1021.09,0.0,0.3808,0.3808
GUPNUC_clean,1.56915,1009.45,0.0,0.358,0.358
GUPREQ_clean,1.31,4904.36,0.2669,0.0,0.2669
GUQTOB_clean,2.71398,526.333,0.0,0.1819,0.1819
GUQWOG_clean,0.957966,7111.12,0.4932,0.0,0.4932
GURPIT_clean,0.709696,6902.97,0.7566,0.0,0.7566
GURPOZ_clean,1.50447,6894.67,0.3533,0.0,0.3533
GURPUF_clean,0.69659,7074.93,0.7655,0.0,0.7655
GURTIX_charged,1.24602,6768.73,0.4948,0.0,0.4948
GURZID01_clean,2.09127,1207.08,0.0,0.2103,0.2103
GURZID_clean,2.0912,1207.12,0.0,0.2046,0.2046
GUSCIH_clean,1.85945,1054.06,0.0,0.2223,0.2223
GUSJOU_clean,1.4824,1973.66,0.4312,0.0,0.4312
GUSMAJ_clean,1.32281,10421.2,0.1614,0.0,0.1614
GUSNEN01_SL,1.55695,994.519,0.0,0.0,0.0
GUSNEN01_clean,1.55021,497.26,0.0,0.0,0.0
GUSNEN_SL,1.52909,1012.63,0.0,0.0,0.0
GUSNEN_clean,1.52249,506.315,0.0,0.0,0.0
GUSNEN_clean_h,1.52248,506.318,0.0,0.0,0.0
GUTYIE_clean,1.07616,1947.35,0.5124,0.0,0.5124
GUVBEF_clean,3.15458,3123.19,0.0,0.2086,0.2086
GUVBOQ_clean,1.43518,17600.1,0.2477,0.0,0.2477
GUVCOP_clean,1.37815,8906.09,0.3818,0.0,0.3818
GUVKUE_clean,1.22679,17133.6,0.4941,0.0,0.4941
GUVLAL_clean,1.21092,17358.2,0.4956,0.0,0.4956
GUVZII_clean,1.14498,3991.28,0.6175,0.0,0.6175
GUWDUY_clean,0.97822,2158.33,0.4576,0.0,0.4576
GUXJUF_clean,1.41449,8219.65,0.1768,0.0,0.1768
GUXLIU_clean,1.89462,487.23,0.0,0.0578,0.0578
GUXPOF_clean,1.20445,2058.54,0.2525,0.0,0.2525
GUXQAR_clean,1.76327,363.527,0.0,0.0808,0.0808
GUXRAT_clean,1.08724,6692.39,0.368,0.0,0.368
GUXSEY_clean,1.49869,8547.92,0.3268,0.0,0.3268
GUXSIC_clean,1.60239,8248.31,0.3116,0.0,0.3116
GUXZIJ_clean,2.37336,1654.23,0.4844,0.0,0.4844
GUXZUV_clean,1.68165,1169.36,0.463,0.0,0.463
GUYBAE_clean,2.36156,3324.98,0.4642,0.0,0.4642
GUYLOC_clean,1.06721,2463.11,0.4625,0.0,0.4625
GUYLUI01_clean,1.51729,1732.47,0.1618,0.0,0.1618
GUYLUI_clean,1.5356,1711.82,0.1612,0.0,0.1612
GUYMAP_clean,1.07662,2441.58,0.4539,0.0,0.4539
GUZVOO_clean,1.61009,12094.3,0.2949,0.0965,0.39139999999999997
HABCEV_clean,0.991769,10554.9,0.6368,0.0,0.6368
HABCIZ_clean,0.920871,10344.9,0.6332,0.0,0.6332
HABCOF_clean,0.933756,10374.9,0.6382,0.0,0.6382
HABDAS_clean,0.917953,10401.0,0.6374,0.0,0.6374
HABKOM_clean,2.17725,1450.0,0.3114,0.0,0.3114
HABREJ_clean,0.929467,9162.31,0.4693,0.0,0.4693
HABRIN_clean,1.47217,2442.23,0.0,0.0375,0.0375
HABRUZ_clean,1.21831,2317.54,0.4257,0.0,0.4257
HABZEQ_clean,1.65675,1216.84,0.0,0.2197,0.2197
HACDOH_clean,1.1212,12430.1,0.4837,0.0,0.4837
HACDUN_clean,1.21046,12463.2,0.4691,0.0,0.4691
HACRAH_clean,1.08072,12397.5,0.5222,0.0,0.5222
HACREL_clean,1.11327,12262.5,0.5044,0.0,0.5044
HADDOI_clean,1.66255,4043.13,0.0,0.0606,0.0606
HADLOQ01_clean,0.699735,2535.96,0.6492,0.0,0.6492
HADPOU_clean,1.93861,403.497,0.3951,0.0,0.3951
HADQUA_clean,1.02272,10029.1,0.3218,0.0,0.3218
HADXIW_clean,2.30119,628.594,0.4094,0.0402,0.4496
HADXOC_clean,3.134,478.509,0.0,0.0,0.0
HADYAP_clean,2.35836,677.38,0.482,0.0,0.482
HAFDUQ_clean,1.02758,13872.9,0.0,0.4394,0.4394
HAFFAY_clean,1.03347,13793.7,0.0,0.4356,0.4356
HAFFEC_clean,1.02612,13892.6,0.0,0.442,0.442
HAFGUQ_clean,1.4388,1203.38,0.4684,0.0,0.4684
HAFQOW_clean,0.945179,1462.44,0.541,0.0,0.541
HAFQUC_clean,0.922153,1498.95,0.5015,0.0,0.5015
HAFSOZ_clean,1.28721,2223.92,0.0,0.3634,0.3634
HAFTOZ_clean,0.554007,4647.54,0.7786,0.0,0.7786
HAFVOB_clean,0.989877,6165.38,0.3971,0.0,0.3971
HAFVUH_SL,0.948615,2876.79,0.5104,0.0,0.5104
HAFVUH_clean,0.939311,1438.39,0.5368,0.0,0.5368
HAFWAO_charged,0.852871,7535.54,0.3991,0.0,0.3991
HAFWIW_clean,1.31519,10035.7,0.4422,0.0,0.4422
HAFWUI01_charged,1.37275,2457.09,0.0,0.173,0.173
HAFWUI_charged,1.38752,2430.94,0.0,0.1695,0.1695
HAFWUI_clean,1.38752,2430.94,0.0,0.1695,0.1695
HAHCUR_clean,1.10603,4551.81,0.3767,0.0,0.3767
HAHPIQ_charged,1.59282,4942.53,0.1982,0.0,0.1982
HAHPOW_clean,1.47235,4927.37,0.2012,0.006,0.2072
HAJDII_clean,1.26291,5296.35,0.2778,0.0,0.2778
HAJJAE_clean,1.7228,1039.75,0.0,0.0,0.0
HAJLEK_clean,1.3607,2022.79,0.1305,0.0,0.1305
HAJLIO_clean,1.36262,2019.93,0.13,0.0,0.13
HAJLOU_clean,1.35798,2026.84,0.1297,0.0,0.1297
HAJLUA_clean,1.34629,2044.44,0.1349,0.0,0.1349
HAJMAH_clean,1.32826,2072.19,0.1379,0.0,0.1379
HAJMEL_clean,1.33025,2061.54,0.1353,0.0,0.1353
HAJMIQ_clean,0.873197,18404.3,0.6733,0.0,0.6733
HAJPEQ_clean,1.00677,5360.6,0.1865,0.0628,0.2493
HAJYEZ_clean,1.49581,1233.86,0.2379,0.0,0.2379
HAKCAZ_clean,1.17911,9014.19,0.4128,0.0,0.4128
HAKCIG_clean,1.38697,3404.82,0.0,0.1616,0.1616
HAKSAQ_clean,1.15948,3027.47,0.5516,0.0,0.5516
HAKSEU_clean,1.26635,3079.83,0.5364,0.0,0.5364
HAKSIY_clean,1.03469,2980.77,0.5336,0.0,0.5336
HAKSOE_clean,1.38913,3075.99,0.0,0.4567,0.4567
HAKTAR_clean,1.26185,3092.09,0.5402,0.0,0.5402
HAKTOF_clean,1.46538,3070.33,0.0,0.4766,0.4766
HAKVAT_clean,1.47894,3042.17,0.0,0.4546,0.4546
HAKVEX_clean,1.55666,3859.49,0.0,0.3983,0.3983
HAKVOH_clean,1.17123,3591.47,0.5564,0.0,0.5564
HAKVUN_clean,1.33184,2402.91,0.5963,0.0,0.5963
HAKWAU_clean,0.967928,2222.58,0.5638,0.0,0.5638
HAKWUM_clean,2.2254,271.189,0.0,0.0,0.0
HALQUJ_clean,0.775057,3530.07,0.5592,0.0,0.5592
HALVAU_clean,1.02599,1798.86,0.4908,0.0,0.4908
HAMJOW_clean,0.916107,2534.87,0.5652,0.0,0.5652
HAMJUC_clean,1.13553,12495.7,0.5026,0.0,0.5026
HAMLAL_clean,3.12022,3641.69,0.0,0.1144,0.1144
HAMLIT_clean,1.03116,4990.63,0.4889,0.0,0.4889
HAMREU_clean,1.79786,2322.71,0.2672,0.0,0.2672
HAMRIY_clean,1.96935,2204.14,0.252,0.0,0.252
HANWAW_clean,0.840493,14527.8,0.5852,0.0,0.5852
HAOAER_clean,2.53304,816.289,0.0,0.0,0.0
HAPBAE_clean,1.177,8587.9,0.3913,0.0283,0.4196
HAPBEI_clean,1.1831,8566.02,0.4056,0.0327,0.4383
HAPGIR_clean,1.24903,2919.92,0.4567,0.0,0.4567
HAPHUD_clean,0.827108,6644.59,0.558,0.0,0.558
HAPNEU_clean,1.12613,8421.42,0.3831,0.027,0.4101
HAPNOE_clean,1.49141,4155.02,0.3412,0.0,0.3412
HAPNUK_clean,1.49676,4155.02,0.341,0.0,0.341
HAPPAS_clean,1.54511,4068.22,0.3278,0.0,0.3278
HAPVAX_clean,2.75276,2375.0,0.3707,0.0,0.3707
HAPVEB_clean,2.7741,2366.61,0.3728,0.0,0.3728
HAQJIV_clean,0.730979,11274.5,0.6936,0.0,0.6936
HAQKES_clean,1.26274,19429.5,0.4331,0.0,0.4331
HAQRID_clean,1.01133,8574.87,0.5541,0.0,0.5541
HARGUC_clean,2.24701,2439.22,0.0,0.2498,0.2498
HARHOA_clean,1.17907,7238.97,0.3302,0.0,0.3302
HARHUG_clean,1.18012,7232.52,0.3334,0.0,0.3334
HARNAR_clean,1.73333,4123.52,0.0,0.0982,0.0982
HASMIZ_clean,0.740129,3538.14,0.6226,0.0,0.6226
HASNIB_clean,1.74872,2491.68,0.4496,0.0,0.4496
HASNOH_clean,1.86317,2452.47,0.4463,0.0,0.4463
HASNUN_clean,1.71424,2541.81,0.4572,0.0,0.4572
HASTAY_clean,1.27695,8686.24,0.3536,0.0,0.3536
HATZOS02_clean,1.31729,2945.37,0.2907,0.0,0.2907
HATZOS_clean,1.31771,2944.43,0.2906,0.0,0.2906
HAVVUX_clean,2.21863,4163.91,0.3102,0.0,0.3102
HAVYOU_clean,3.9686,5770.39,0.0,0.2065,0.2065
HAVZIP_clean,0.416845,5373.45,0.8134,0.0,0.8134
HAWGIX_charged,1.34664,4722.4,0.3001,0.0,0.3001
HAWGIY_clean,1.55118,2695.66,0.1495,0.0,0.1495
HAWREE_clean,1.29463,2681.54,0.3488,0.0,0.3488
HAWVAE_clean,1.57273,2101.27,0.3766,0.0,0.3766
HAWVEI_clean,1.50867,2133.21,0.38,0.0,0.38
HAWVIM_clean,1.55868,2097.68,0.3772,0.0,0.3772
HAWVOS_clean,1.62695,2072.11,0.3769,0.0,0.3769
HAWVUY_clean,1.58725,2089.05,0.376,0.0,0.376
HAWWAF_clean,1.61776,2064.33,0.3715,0.0,0.3715
HAWWEJ_charged,1.56252,2548.1,0.3127,0.0,0.3127
HAWWEK_clean,0.818977,3628.97,0.6025,0.0,0.6025
HAWWIN_clean,1.03663,5118.97,0.646,0.0,0.646
HAWWOT_clean,1.0177,5214.2,0.6443,0.0,0.6443
HAWWOU_clean,1.37672,6747.62,0.0,0.1302,0.1302
HAWWUZ_clean,1.02767,5163.63,0.6405,0.0,0.6405
HAWYUB_clean,1.50744,1505.18,0.3419,0.0,0.3419
HAWZEM_clean,1.28408,1591.91,0.3598,0.0,0.3598
HAWZIQ_clean,1.83897,2330.1,0.0,0.2987,0.2987
HAXJEX_clean,1.69059,2067.01,0.0,0.0,0.0
HAXMUP_clean,1.0871,1738.45,0.336,0.0,0.336
HAXNOJ_clean,1.2268,3669.84,0.6467,0.0,0.6467
HAYLIE_clean,0.822497,2969.95,0.4602,0.0,0.4602
HAYTEI_clean,1.3765,3413.45,0.0,0.2744,0.2744
HAYZIU_clean,1.67337,390.51,0.0,0.2849,0.2849
HAZGOF01_clean,1.23878,1560.99,0.0,0.0852,0.0852
HAZGOF01_clean_h,1.23879,1560.99,0.0,0.0881,0.0881
HAZGOF02_clean_h,1.23872,1561.07,0.0,0.0954,0.0954
HAZGOF03_clean_h,1.23924,1560.42,0.0,0.1,0.1
HAZGOF04_clean_h,1.242,1556.95,0.0,0.0672,0.0672
HAZGOF05_clean_h,1.24333,1555.28,0.0,0.0599,0.0599
HAZGOF06_clean_h,1.24473,1553.53,0.0,0.0347,0.0347
HAZGOF07_clean_h,1.24619,1551.71,0.0,0.0407,0.0407
HAZGOF08_clean_h,1.2477,1549.83,0.0,0.0908,0.0908
HAZGOF_clean,1.2409,1558.33,0.0,0.0878,0.0878
HAZNED_clean,2.00125,3474.44,0.0,0.1905,0.1905
HAZNIH_clean,2.00197,3473.2,0.0,0.1979,0.1979
HAZNON_clean,2.01241,1727.59,0.0,0.1918,0.1918
HAZSIL_clean,1.19851,2251.14,0.5323,0.0,0.5323
HAZWIP_clean,0.76282,3365.32,0.71,0.0,0.71
HEBGUS_clean,1.50916,2615.89,0.0,0.0603,0.0603
HEBJAB_clean,1.19151,1867.49,0.1943,0.0,0.1943
HEBKEG_clean,1.56809,1453.15,0.2965,0.0,0.2965
HEBNIN_clean,2.07402,2929.56,0.4076,0.0,0.4076
HEBNOT_clean,2.0588,3053.44,0.4656,0.0,0.4656
HEBPUB_charged,1.73465,4195.14,0.0,0.038,0.038
HEBTAL_clean,1.23596,1467.71,0.0,0.2892,0.2892
HEBTEP_clean,1.2672,1465.37,0.0,0.2823,0.2823
HEBZAR,1.7151,5165.47,0.0,0.3583,0.3583
HEBZEV,1.46085,5154.99,0.3856,0.0,0.3856
HEDBEZ_clean,2.06178,1405.14,0.4339,0.0,0.4339
HEDBID_clean,2.08307,1397.36,0.4307,0.0,0.4307
HEDBOJ_clean,2.25914,2846.91,0.4912,0.0,0.4912
HEDBUP_clean,2.27942,2833.59,0.4894,0.0,0.4894
HEDCAW_clean,0.938004,4554.64,0.5381,0.0,0.5381
HEDCEA_clean,1.27525,4163.64,0.0,0.154,0.154
HEDCIE_clean,1.02856,4634.13,0.4341,0.0,0.4341
HEDGUS_clean,1.74568,1026.12,0.0,0.0,0.0
HEDTER_clean,1.08402,4322.48,0.0,0.1077,0.1077
HEFDED_clean,1.17857,15879.0,0.1512,0.0,0.1512
HEFDIH_clean,1.41969,3265.69,0.0,0.0492,0.0492
HEFDON_clean,1.26616,3711.12,0.3937,0.0,0.3937
HEFDON_ion_b,1.26616,3711.12,0.3938,0.0,0.3938
HEFDUT_charged,1.16865,7388.8,0.3926,0.0,0.3926
HEFFAB_charged,1.09841,7282.01,0.3831,0.0,0.3831
HEFFEF_clean,1.17123,3687.69,0.4013,0.0,0.4013
HEFFEF_ion_b,1.17123,3687.69,0.4013,0.0,0.4013
HEFVAR_clean,1.70241,3742.39,0.0832,0.0,0.0832
HEGCEB_clean,1.06371,1140.61,0.466,0.0,0.466
HEGJUZ_clean,1.09032,6536.66,0.3462,0.0,0.3462
HEGKAP_clean,1.28778,4248.37,0.5601,0.0,0.5601
HEGNAJ_clean,1.89872,6584.85,0.1738,0.0,0.1738
HEGNEN_clean,1.92239,6586.22,0.1832,0.0,0.1832
HEGNIR_clean,1.93131,6579.97,0.1714,0.0,0.1714
HEGNOX_clean,1.95362,6584.79,0.1793,0.0,0.1793
HEGNUD_clean,1.93345,6549.96,0.1696,0.0,0.1696
HEGPAL_clean,1.93984,6581.82,0.1743,0.0,0.1743
HEHCOO_clean,0.868335,9654.33,0.536,0.0,0.536
HEJHAH_charged,1.10555,3779.27,0.4377,0.0,0.4377
HEKTAU_clean,1.11842,2760.28,0.4106,0.0,0.4106
HEKTUO01_clean,1.60287,3744.7,0.0,0.277,0.277
HEKTUO_clean,1.60369,1871.4,0.0,0.2939,0.2939
HELCUY_clean,1.93847,1842.47,0.0,0.0663,0.0663
HELDEJ_SL,1.39671,1658.75,0.0,0.1837,0.1837
HELDEJ_clean,1.39267,1658.75,0.0,0.193,0.193
HELDOT_clean,0.706681,7385.01,0.6406,0.0,0.6406
HEMTEZ_clean,1.74491,10230.1,0.4538,0.0,0.4538
HEMVEB_clean,2.06476,1980.37,0.0,0.2225,0.2225
HEMVIF_clean,2.28253,994.693,0.0,0.2831,0.2831
HENYUV_clean,1.54934,983.826,0.0,0.2096,0.2096
HESVOR_clean,1.54432,987.026,0.0,0.229,0.229
HETDUG_clean,1.80667,2029.29,0.0,0.0933,0.0933
HETZOW_clean,1.5527,4317.54,0.2906,0.0799,0.37050000000000005
HETZUC_charged,1.70676,4282.99,0.1499,0.0792,0.22910000000000003
HEWFUL_ion_b,1.66578,2032.21,0.1125,0.0,0.1125
HEXNII_clean,1.56728,847.141,0.2112,0.0,0.2112
HEXNOO_clean,1.28372,4706.56,0.0,0.0837,0.0837
HEXNUU_clean,1.26191,4787.93,0.0,0.1709,0.1709
HEYBIX_clean,2.22615,4218.66,0.0,0.223,0.223
HEYFUM_clean,2.58936,1401.79,0.0,0.2154,0.2154
HEZKIH_clean,1.27975,2818.72,0.1786,0.0994,0.278
HEZNUW_clean,2.01309,1221.54,0.0,0.2929,0.2929
HEZPIL01_clean,1.6515,1515.37,0.5068,0.0,0.5068
HEZSAG_clean,1.66245,1755.49,0.0,0.1223,0.1223
HEZSEK_clean,1.87367,1733.81,0.0,0.0827,0.0827
HGCNCO_clean,1.56034,2093.77,0.4855,0.0,0.4855
HIBGEF_clean,1.41956,1604.98,0.2669,0.0,0.2669
HIBGIJ_clean,1.65937,1740.89,0.2852,0.0,0.2852
HIBQUE_clean,2.25483,887.499,0.2774,0.0,0.2774
HICGEG_clean,1.05866,13499.0,0.416,0.0,0.416
HICVOG_clean,1.25646,2971.51,0.3969,0.0,0.3969
HICVUM_clean,1.38731,3141.5,0.4453,0.0,0.4453
HICWIB_clean,2.34752,1741.04,0.2198,0.0,0.2198
HICZAW_clean,1.66988,4046.17,0.1622,0.0062,0.16840000000000002
HICZEA_clean,1.59649,4120.36,0.1808,0.0103,0.1911
HICZIE_clean,1.70104,3994.73,0.1569,0.0,0.1569
HIDBIH_clean,1.56083,3452.74,0.0,0.1689,0.1689
HIDBON_clean,1.63128,1651.81,0.0,0.0166,0.0166
HIDCUU_clean,1.67198,4022.15,0.1589,0.0,0.1589
HIDDAB_clean,1.71288,3980.09,0.1603,0.0112,0.17149999999999999
HIDMEO_clean,1.52219,1264.34,0.0,0.0242,0.0242
HIFGEK_clean,1.31758,9316.4,0.3703,0.0,0.3703
HIFGIO_SL,0.73279,2082.31,0.6224,0.0,0.6224
HIFGIO_clean,0.731183,2082.31,0.6224,0.0,0.6224
HIFGOU_clean,1.10411,1636.13,0.2194,0.0715,0.2909
HIFTOG01_clean,0.584242,4376.47,0.7861,0.0,0.7861
HIFTOG02_clean,1.15793,4416.37,0.468,0.0,0.468
HIFTOG_clean,1.16582,4386.48,0.4684,0.0,0.4684
HIFTUM_clean,1.16773,2828.86,0.2516,0.0,0.2516
HIFVOI_clean,0.85431,6205.35,0.5543,0.0,0.5543
HIFVUO,0.819546,6468.57,0.5871,0.0,0.5871
HIFVUO01_clean,0.83399,2383.7,0.0,0.5918,0.5918
HIFWAV_clean,1.14185,5803.4,0.3698,0.0,0.3698
HIFZAY_charged,1.48786,3706.29,0.1051,0.0,0.1051
HIGRIA_clean,0.649596,5230.93,0.7581,0.0,0.7581
HIHFOV_clean,1.09882,1902.16,0.0,0.2448,0.2448
HIHFUB_clean,1.02876,8428.94,0.4329,0.0,0.4329
HIHGAI_clean,1.00791,7029.61,0.5238,0.0,0.5238
HIHGEM_clean_b,1.05018,13880.2,0.4969,0.0,0.4969
HIHGEM_manual,1.05018,13880.2,0.4969,0.0,0.4969
HIHGIQ_clean,0.903111,6712.2,0.4786,0.0,0.4786
HIHGOW_clean,0.915891,6712.2,0.4772,0.0,0.4772
HIHGUC_clean,0.696864,6929.11,0.6366,0.0,0.6366
HIHJUF,1.47566,3112.83,0.2338,0.0229,0.2567
HIHNUJ_clean,0.812993,3603.25,0.7096,0.0,0.7096
HIJMEU_clean,2.3098,3221.99,0.0,0.2307,0.2307
HIJSOK_clean,1.22153,5875.23,0.2426,0.0073,0.2499
HILJUJ_clean,1.96256,2391.11,0.1108,0.0202,0.131
HIMSAY_clean,0.985668,2122.57,0.2027,0.1846,0.3873
HIQKID_clean,2.75365,2854.12,0.3934,0.0,0.3934
HIQNAY_clean,1.31558,3709.21,0.2715,0.0218,0.2933
HIQNIG_clean,1.11758,2839.82,0.0,0.2045,0.2045
HIQNUS_clean,1.22935,2840.81,0.0,0.2213,0.2213
HIQWOV_clean,1.07696,16873.2,0.426,0.0,0.426
HISGAT_clean,1.37462,3783.28,0.2509,0.0,0.2509
HISGIB_clean,1.46684,989.826,0.27,0.0,0.27
HISJAW_clean,1.49458,7236.89,0.0,0.0897,0.0897
HISJIE_clean,1.41351,6416.73,0.1893,0.0,0.1893
HISSIN_clean,1.20846,4783.82,0.5103,0.0,0.5103
HITXUE,2.05834,3330.06,0.0,0.027,0.027
HITXUE_clean,1.45948,3330.06,0.4799,0.0,0.4799
HIVQAG_clean,1.42877,1390.68,0.0,0.1823,0.1823
HIVSAI_clean,1.08262,4364.97,0.5918,0.0,0.5918
HIWKEE_clean,1.1804,3213.65,0.2157,0.1431,0.3588
HIWKII_clean,1.26918,1368.58,0.4252,0.0,0.4252
HIWLEG_clean,1.56942,1568.96,0.0,0.3809,0.3809
HIWLIK_clean,1.68973,2028.69,0.3879,0.0,0.3879
HIWLOO_clean,1.98702,1251.58,0.0,0.1724,0.1724
HIWLOO_clean_h,1.98702,1251.58,0.0,0.1724,0.1724
HIWLOQ_clean,1.5787,2171.36,0.431,0.0,0.431
HIWLUW_clean,1.59085,1077.39,0.4812,0.0,0.4812
HIWMAD_clean,1.56246,2937.65,0.4637,0.0,0.4637
HIWXER01_SL,2.53338,1822.58,0.0,0.0,0.0
HIWXER01_clean,2.51869,911.288,0.0,0.0,0.0
HIWXER_clean,2.54951,905.524,0.0,0.0,0.0
HIXDOH01_clean,1.85172,786.553,0.0,0.3636,0.3636
HIXDOH01_clean5b,1.85173,786.552,0.0,0.3682,0.3682
HIXDOH01_manual,1.85173,786.552,0.0,0.3682,0.3682
HIXDOH_clean,2.8926,393.561,0.0,0.1876,0.1876
HIYBUN_clean,1.11827,3861.58,0.5134,0.0,0.5134
HIYGIH_clean,0.730619,16275.4,0.6843,0.0,0.6843
HIYLUY_clean,2.0742,7303.15,0.2555,0.0,0.2555
HIYMAF_clean,2.0627,7304.75,0.2573,0.0,0.2573
HIYMEJ_clean,2.14723,7180.18,0.2454,0.0,0.2454
HIYYEU_clean,1.15929,2837.41,0.1736,0.0,0.1736
HIYZEV01_clean,1.21604,1196.5,0.0,0.4318,0.4318
HIYZEV_clean,1.35159,1214.16,0.3718,0.0,0.3718
HIZQEN01_clean,1.50728,609.29,0.3982,0.0,0.3982
HIZQEN_clean,1.50181,611.509,0.3965,0.0,0.3965
HIZQUD_clean,1.49546,1842.31,0.4357,0.0,0.4357
HIZSEQ_clean,0.797325,4783.14,0.6467,0.0,0.6467
HIZTUG_clean,0.949199,14185.8,0.4726,0.0,0.4726
HOBBEF_clean,1.31374,1790.73,0.0,0.1891,0.1891
HOBGAH_clean,1.41285,2876.45,0.1707,0.0,0.1707
HOBGEL_clean,1.33002,1530.26,0.3217,0.0,0.3217
HOBGIP_clean,1.4926,1254.38,0.2167,0.0,0.2167
HOBGOV_clean,1.46371,1274.66,0.2248,0.0,0.2248
HOCDIO_clean,1.54597,979.319,0.0,0.3402,0.3402
HOCDOU_clean,1.48605,977.447,0.4106,0.0,0.4106
HODWUS_clean,1.43695,1598.65,0.0,0.2353,0.2353
HOFJIX_clean,1.06294,11061.4,0.4323,0.0,0.4323
HOFMAS_clean,1.36814,4085.33,0.0,0.0247,0.0247
HOFSOL_clean,0.782233,1899.72,0.6424,0.0,0.6424
HOFSUS_clean,1.26142,1561.56,0.337,0.0,0.337
