# pressure	selectivity	loading (CH4)	loading (CO2)
1.0	0.00431124278049	0.00608438093352	1.41128237107
1.79797979798	0.0068323534601	0.0109263974072	1.59921430749
2.59595959596	0.00909326017112	0.0157624339844	1.73341944338
3.39393939394	0.0112189795049	0.0205430476452	1.83109770689
4.19191919192	0.0135365037645	0.0253403119013	1.87199829011
4.9898989899	0.0157493183451	0.0301271559475	1.91291808873
5.78787878788	0.0177084670374	0.0346026838544	1.95401915826
6.58585858586	0.0195430080635	0.038991425548	1.99515987617
7.38383838384	0.0212999223729	0.0433727183864	2.03628527968
8.18181818182	0.0230818601141	0.0476367743986	2.06381869412
8.9797979798	0.0249499898974	0.0519787505837	2.08331750022
9.77777777778	0.0268107847493	0.0563770535374	2.10277521022
10.5757575758	0.0287835646529	0.0610793896988	2.12202312102
11.3737373737	0.0307159514989	0.0656694413596	2.13795888309
12.1717171717	0.0327407465102	0.0703067035974	2.14737631518
12.9696969697	0.0347521141345	0.0749529056613	2.15678693305
13.7676767677	0.0367403656764	0.0795871705081	2.16620518176
14.5656565657	0.0387058973589	0.0842097135529	2.17563005379
15.3636363636	0.058412082312	0.126041934801	2.15780588214
16.1616161616	0.0850401441986	0.181155298821	2.13023273336
16.9595959596	0.111369053413	0.233898733513	2.10021299764
17.7575757576	0.137411193852	0.284103621301	2.06754350456
18.5555555556	0.163302905874	0.332442434251	2.03574108171
19.3535353535	0.188953795877	0.378926953748	2.00539476854
20.1515151515	0.246247288015	0.473229896178	1.92176693597
20.9494949495	0.33106754544	0.597006790955	1.80327790863
21.7474747475	0.415109734515	0.704156354249	1.69631375923
22.5454545455	0.498384512358	0.798488187737	1.60215289187
23.3434343434	0.580935812185	0.882008951849	1.51825543089
24.1414141414	0.663704929519	0.957140845377	1.44211802988
24.9393939394	0.720066934871	1.00477681165	1.39539362661
25.7373737374	0.728554975014	1.01491245047	1.39304854853
26.5353535354	0.736992002095	1.02496532659	1.3907414513
27.3333333333	0.745378474616	1.03496063039	1.38850351282
28.1313131313	0.753714845606	1.04555160928	1.38719784462
28.9292929293	0.762001562693	1.05622275156	1.38611625392
29.7272727273	0.769513420921	1.06632694494	1.38571585102
30.5252525253	0.773468060893	1.07338612966	1.3877575351
31.3232323232	0.777397550188	1.07996078612	1.38920014073
32.1212121212	0.781302127974	1.08652160646	1.39065486649
32.9191919192	0.785182030398	1.09306888036	1.39212162027
33.7171717172	0.789037490629	1.09981400792	1.39386787191
34.5151515152	0.792868738912	1.10669536387	1.39581157581
35.3131313131	0.795418154525	1.11259253845	1.39875175355
36.1111111111	0.797752990522	1.11800760921	1.40144583911
36.9090909091	0.800123094259	1.12345393572	1.40410137363
37.7070707071	0.802480613098	1.12889718176	1.40675944481
38.5050505051	0.804825647009	1.13433739934	1.40942004464
39.303030303	0.807158294907	1.13977463914	1.41208316427
40.101010101	0.809479621446	1.14548621505	1.41508962635
40.898989899	0.811789610092	1.15108947044	1.41796526604
41.696969697	0.814338196372	1.15687838762	1.42063628205
42.4949494949	0.817516061984	1.16314881745	1.4227840547
43.2929292929	0.820684251639	1.16707521975	1.42207580738
44.0909090909	0.823842809462	1.17037869755	1.42063350449
44.8888888889	0.826606069502	1.17339973762	1.41953922299
45.6868686869	0.828646711385	1.17583206385	1.41897873689
46.4848484848	0.830681177536	1.17825427816	1.4184193768
47.2828282828	0.832709495945	1.1806664376	1.41786114288
48.0808080808	0.834655425594	1.18301724557	1.41737201879
48.8787878788	0.836105097417	1.18528760946	1.41762992848
49.6767676768	0.837548456313	1.18860676601	1.41914984984
50.4747474747	0.838602645378	1.19164939209	1.42099407706
51.2727272727	0.839405766799	1.19451376968	1.42304689452
52.0707070707	0.84020541354	1.19737686237	1.42510015179
52.8686868687	0.841001608104	1.20023868335	1.42715385058
53.6666666667	0.842086248961	1.20330890638	1.42896159136
54.4646464646	0.843614655317	1.20669956085	1.43039188952
55.2626262626	0.845139170189	1.20998759278	1.4317021805
56.0606060606	0.846659808421	1.21335943121	1.43311329904
56.8585858586	0.848176584779	1.2167305171	1.43452500215
57.6565656566	0.849689513958	1.2201008552	1.43593728668
58.4545454545	0.851198610576	1.22251739674	1.43623048904
59.2525252525	0.852703889177	1.22472038261	1.4362786404
60.0505050505	0.853649613574	1.22653469636	1.4368128057
