# pressure	selectivity	loading (CH4)	loading (O2)
1.0	2.31566969291	0.00544920486581	0.00235318745264
1.79797979798	3.40051811797	0.00851425638523	0.00250381150456
2.59595959596	5.2707255868	0.0133817550001	0.00253888288808
3.39393939394	5.92672538186	0.0202496631023	0.00341666971179
4.19191919192	5.98032275844	0.0256642803274	0.00429145405091
4.9898989899	5.96650681285	0.0300660980762	0.00503914585524
5.78787878788	5.99453602495	0.0344209284514	0.00574205047867
6.58585858586	6.00514687996	0.0391059817175	0.00651207747274
7.38383838384	5.98863154475	0.043892270443	0.00732926547827
8.18181818182	5.93371319941	0.0488441562389	0.00823163415511
8.9797979798	5.85278400278	0.054391777413	0.00929331705854
9.77777777778	5.72887794853	0.0603234276357	0.0105297107353
10.5757575758	5.55079080511	0.0671624536852	0.012099618963
11.3737373737	5.34317218805	0.0736994906602	0.0137932089901
12.1717171717	5.11511408968	0.0805172656877	0.0157410498136
12.9696969697	4.91238377093	0.136349036553	0.0277561857769
13.7676767677	4.77109715118	0.204813457935	0.0429279579612
14.5656565657	4.65545241508	0.274205844921	0.0588999350595
15.3636363636	4.55113491006	0.343620147963	0.0755020790975
16.1616161616	4.45487027132	0.421659528147	0.0946513596279
16.9595959596	4.39101471018	0.626734874362	0.142731217208
17.7575757576	4.35788937086	0.825977241235	0.18953607376
18.5555555556	4.34270072176	1.01941511901	0.234742199457
19.3535353535	4.3419180168	1.203082879	0.277085581613
20.1515151515	4.35384018969	1.36684449753	0.313939978956
20.9494949495	4.3636932684	1.40185596487	0.321254469241
21.7474747475	4.36970335882	1.43199990671	0.32771101128
22.5454545455	4.3730139433	1.45996030787	0.333856769451
23.3434343434	4.37620943949	1.48409573474	0.339128132521
24.1414141414	4.37997413975	1.50772466737	0.344231408513
24.9393939394	4.38386093858	1.52353423403	0.347532518795
25.7373737374	4.38757048555	1.53893670919	0.350749170699
26.5353535354	4.3919884671	1.55167992437	0.353297813961
27.3333333333	4.39759905765	1.56444093497	0.355748878981
28.1313131313	4.40433082691	1.57721833615	0.358106236369
28.9292929293	4.41201862097	1.58737123405	0.359783439379
29.7272727273	4.42038038248	1.59673050764	0.361220159686
30.5252525253	4.42937200605	1.60610778063	0.362603948919
31.3232323232	4.43896205928	1.61550190699	0.36393685853
32.1212121212	4.44912174863	1.62491184187	0.365220808438
32.9191919192	4.45982471058	1.63433893639	0.366458110453
33.7171717172	4.47104686117	1.6437812667	0.367650198653
34.5151515152	4.48276581396	1.65323678388	0.368798383072
35.3131313131	4.49496089171	1.66270475867	0.369904165737
36.1111111111	4.50761298222	1.67218452316	0.370968965115
36.9090909091	4.5206843065	1.68063510076	0.371765641398
37.7070707071	4.53403458858	1.68800386144	0.372296202965
38.5050505051	4.54763280326	1.6953804865	0.372805052617
39.303030303	4.5614709022	1.70276457477	0.373292872251
40.101010101	4.57554137614	1.71015575427	0.373760308055
40.898989899	4.58983721074	1.71755367984	0.374207973176
41.696969697	4.60432348493	1.72396975889	0.374424117795
42.4949494949	4.61893897672	1.73015653744	0.374578782305
43.2929292929	4.63367911651	1.73634638764	0.374723053534
44.0909090909	4.64854110982	1.74253915204	0.374857210224
44.8888888889	4.66352233155	1.74873468409	0.37498151821
45.6868686869	4.67862031378	1.75493284735	0.375096231292
46.4848484848	4.69383273458	1.76113351471	0.375201592023
47.2828282828	4.70915740782	1.76733656776	0.375297832437
48.0808080808	4.72459227382	1.77354189616	0.375385174714
48.8787878788	4.74013539085	1.77974939709	0.375463831798
49.6767676768	4.75577433885	1.78529892206	0.375396054325
50.4747474747	4.77145139514	1.79025922976	0.375202235442
51.2727272727	4.78715833503	1.7952177768	0.375006977242
52.0707070707	4.80289541293	1.80017459967	0.374810285234
52.8686868687	4.81866287661	1.80512973403	0.374612165295
53.6666666667	4.83446096765	1.81008321476	0.374412623636
54.4646464646	4.85028992177	1.81503507598	0.374211666778
55.2626262626	4.86614996921	1.81998535109	0.374009301523
56.0606060606	4.88204133506	1.82493407279	0.373805534927
56.8585858586	4.89796423956	1.82988127312	0.373600374283
57.6565656566	4.9139188984	1.83482698351	0.373393827096
58.4545454545	4.92990556399	1.83977298215	0.373186252407
59.2525252525	4.94592450469	1.84471777682	0.372977342269
60.0505050505	4.96197592261	1.849661178	0.372767060309
60.8484848485	4.97806001572	1.85460321463	0.372555414915
61.6464646465	4.99417697867	1.85954391516	0.372342414596
62.4444444444	5.01032700298	1.86448330752	0.37212806797
63.2424242424	5.02651027721	1.86942141916	0.371912383754
64.0404040404	5.04272698712	1.87435827708	0.371695370752
64.8383838384	5.05897731583	1.87929390781	0.371477037845
65.6363636364	5.07526144396	1.88422833745	0.37125739398
66.4343434343	5.09157924274	1.88906810513	0.371018109524
67.2323232323	5.10791120109	1.89332448928	0.37066511432
68.0303030303	5.12424609235	1.89757777494	0.370313552616
68.8282828283	5.14058459745	1.90182803226	0.369963375995
69.6262626263	5.15692737609	1.90607532924	0.369614537928
70.4242424242	5.17327506776	1.9103197318	0.36926699369
71.2222222222	5.18962829261	1.91456130386	0.368920700272
72.0202020202	5.20598765239	1.91880010744	0.368575616302
72.8181818182	5.22235373119	1.92303620274	0.368231701974
73.6161616162	5.23872709626	1.92726964823	0.36788891897
74.4141414141	5.25510829876	1.93150050067	0.367547230402
75.2121212121	5.27149260302	1.93526921704	0.367119782343
76.0101010101	5.28785311993	1.93863348392	0.366620146202
76.8080808081	5.30418683964	1.94199262675	0.366124475901
77.6060606061	5.32049473133	1.94534675354	0.365632681128
78.404040404	5.33677773595	1.94869596904	0.365144674457
79.202020202	5.35303676734	1.95204037482	0.364660371236
80.0	5.3692727133	1.95538006938	0.364179689466
