# pressure	selectivity	loading (CH4)	loading (CO2)
1.0	0.00683834008127	0.00121820671628	1.6032926582
1.79797979798	0.010780516477	0.00218960576738	1.8279691839
2.59595959596	0.0148818748605	0.00316028920495	1.91122443316
3.39393939394	0.0186895885246	0.00413076657153	1.98917697384
4.19191919192	0.0222085245119	0.00510086819495	2.06712578902
4.9898989899	0.0258335752411	0.00606876558918	2.11425982632
5.78787878788	0.0294058194633	0.00703743374244	2.15389010876
6.58585858586	0.0329229797239	0.00800378874857	2.18795805669
7.38383838384	0.0365289999486	0.00897097754607	2.21026576222
8.18181818182	0.0400609347593	0.00993766492767	2.23257357539
8.9797979798	0.04352104406	0.0109038638277	2.25488097928
9.77777777778	0.0469114967652	0.0118695858927	2.27718747856
10.5757575758	0.0503083172387	0.0128333625044	2.29584825888
11.3737373737	0.0536542923208	0.0137978682093	2.3144618727
12.1717171717	0.056945071082	0.0147618981052	2.3330743192
12.9696969697	0.0601857047171	0.0157208674325	2.35085403681
13.7676767677	0.0635408484485	0.0166832199913	2.36303076821
14.5656565657	0.0668596528732	0.0176450585504	2.37520717098
15.3636363636	0.0701427051938	0.0186063898677	2.38738309774
16.1616161616	0.073390580029	0.0195672203467	2.39955840451
16.9595959596	0.0765831376152	0.0205290712402	2.41256295988
17.7575757576	0.0797287092499	0.0214891026756	2.42575009554
18.5555555556	0.0828385671317	0.0224486616194	2.43893589146
19.3535353535	0.08591331605	0.0234077530761	2.45212019941
20.1515151515	0.0889965777172	0.0243615132221	2.46361854156
20.9494949495	0.0920786116592	0.0253191985822	2.47476349972
21.7474747475	0.0951313286451	0.0262764066429	2.48590725216
22.5454545455	0.0981551449985	0.0272331416407	2.49704969383
23.3434343434	0.101226112168	0.0281714408404	2.50471901106
24.1414141414	0.104399673843	0.0291256435309	2.51083918302
24.9393939394	0.107555895247	0.0300793115178	2.51695923351
25.7373737374	0.110694918114	0.0310324485367	2.52307912224
26.5353535354	0.113557142386	0.0319233828668	2.53009577174
27.3333333333	0.116269283213	0.0328063834967	2.53942781198
28.1313131313	0.118940116685	0.0336833554178	2.54876325338
28.9292929293	0.121590150774	0.034559938544	2.55809738631
29.7272727273	0.124241158048	0.0354077775467	2.56493100135
30.5252525253	0.127050830549	0.0362817519914	2.57011911305
31.3232323232	0.129847649299	0.0371552845203	2.57530700393
32.1212121212	0.132631702302	0.038028377556	2.58049464844
32.9191919192	0.135403076761	0.0389122489723	2.5864274958
33.7171717172	0.138091818943	0.0397875571878	2.59311534478
34.5151515152	0.140757351302	0.0406601757624	2.59980440437
35.3131313131	0.143407845568	0.0415323887546	2.60649267346
36.1111111111	0.146043428645	0.0424041982274	2.61318011765
36.9090909091	0.148664226009	0.0432756061819	2.61986670293
37.7070707071	0.151270361735	0.0441466145584	2.62655239577
38.5050505051	0.153861958515	0.0450172252379	2.63323716305
39.303030303	0.156439137672	0.0459036828456	2.64085542632
40.101010101	0.158919328697	0.0468024349428	2.65053922603
40.898989899	0.161287796168	0.0476738513211	2.66024257311
41.696969697	0.163637996811	0.0485449131976	2.66994357847
42.4949494949	0.165970141136	0.0493654050164	2.67691912597
43.2929292929	0.168472099525	0.0500673397395	2.6746628013
44.0909090909	0.171520388878	0.0509270886886	2.67224089914
44.8888888889	0.174572079358	0.0517862176525	2.6698195988
45.6868686869	0.177627176658	0.0526447261597	2.66739889893
46.4848484848	0.180685686487	0.0535026137363	2.6649787982
47.2828282828	0.183747614567	0.0543598799053	2.66255929527
48.0808080808	0.18681296663	0.0552165241867	2.66014038879
48.8787878788	0.190103373865	0.0561667061968	2.65908145392
49.6767676768	0.193436519081	0.0572136766949	2.66197454701
50.4747474747	0.196390183516	0.0581525980914	2.66496712541
51.2727272727	0.199328664794	0.0590890224565	2.66796149294
52.0707070707	0.202258803109	0.0600249250628	2.67095581137
52.8686868687	0.205180633944	0.0609603078141	2.67395006918
53.6666666667	0.208094192576	0.0618951725889	2.67694425493
54.4646464646	0.210999514087	0.0628295212409	2.67993835727
55.2626262626	0.21389663336	0.0637724240143	2.68331393119
56.0606060606	0.216785585078	0.0647245962402	2.68708533342
56.8585858586	0.219612347227	0.0656609263712	2.69087027575
57.6565656566	0.222421398467	0.0665943751656	2.69465699174
58.4545454545	0.225220981029	0.0674562712094	2.6956033941
59.2525252525	0.228011142708	0.0682706467064	2.69476225179
60.0505050505	0.231106147709	0.0691734036668	2.69382982311
60.8484848485	0.234274239431	0.070096831892	2.69287604374
61.6464646465	0.237442331153	0.0710196064492	2.69192293952
62.4444444444	0.240610422875	0.0719417280324	2.69097050973
63.2424242424	0.243778514597	0.0728631973343	2.69001875367
64.0404040404	0.246946606319	0.0737840150468	2.68906767061
64.8383838384	0.250114698041	0.0747041818608	2.68811725985
65.6363636364	0.253282789764	0.0756236984662	2.68716752066
66.4343434343	0.256450881486	0.0765425655519	2.68621845235
67.2323232323	0.259618973208	0.0774607838059	2.68527005419
68.0303030303	0.26278706493	0.0783783539153	2.68432232548
