# pressure	selectivity	loading (CO2)	loading (O2)
62.4444444444	49.0116959064	2.75592634689	0.00624777479906
63.2424242424	49.0116959064	2.75592634689	0.00624777479906
64.0404040404	49.0116959064	2.75592634689	0.00624777479906
64.8383838384	49.0116959064	2.75592634689	0.00624777479906
65.6363636364	49.0116959064	2.75592634689	0.00624777479906
66.4343434343	49.0116959064	2.75592634689	0.00624777479906
67.2323232323	49.0116959064	2.75592634689	0.00624777479906
68.0303030303	49.0116959064	2.75592634689	0.00624777479906
68.8282828283	49.0116959064	2.75592634689	0.00624777479906
69.6262626263	49.0116959064	2.75592634689	0.00624777479906
70.4242424242	49.0116959064	2.75592634689	0.00624777479906
71.2222222222	49.0116959064	2.75592634689	0.00624777479906
72.0202020202	49.0116959064	2.75592634689	0.00624777479906
72.8181818182	49.0116959064	2.75592634689	0.00624777479906
73.6161616162	49.0116959064	2.75592634689	0.00624777479906
74.4141414141	47.878041797	2.75570571332	0.00639519730152
75.2121212121	45.9367482762	2.75530269627	0.00666448443822
76.0101010101	44.1467462374	2.75489979708	0.00693369282092
76.8080808081	42.4910130217	2.7544970157	0.00720282248415
77.6060606061	40.9549874076	2.75409435209	0.00747187346243
78.404040404	39.5261402348	2.75369180618	0.00774084579027
79.202020202	38.193631879	2.75328937793	0.00800973950215
80.0	36.9480367512	2.75288706728	0.00827855463253
