# pressure	selectivity	loading (CO2)	loading (O2)
1.0	318.544911735	1.60339191565	0.000559276418272
1.79797979798	202.060675131	1.8282640059	0.00100534379076
2.59595959596	146.373925196	1.91175203638	0.00145119352813
3.39393939394	116.552509154	1.98983083084	0.00189693311746
4.19191919192	98.0847888585	2.06789624236	0.00234252682628
4.9898989899	84.3212144379	2.11547583314	0.00278758876893
5.78787878788	74.0778008355	2.15527294804	0.00323274677844
6.58585858586	66.1640731147	2.18977600131	0.00367734985371
7.38383838384	59.6325779701	2.2122828857	0.00412206243449
8.18181818182	54.3751275574	2.23478641994	0.00456660266136
8.9797979798	50.0520721562	2.25728637126	0.00501097329246
9.77777777778	46.4346394341	2.27978251661	0.00545517681627
10.5757575758	43.2993699087	2.29876895422	0.00589890276069
11.3737373737	41.2048514608	2.31768580049	0.00624976514584
12.1717171717	41.5475425199	2.33700057986	0.00624986979606
12.9696969697	41.887660711	2.355896099	0.00624924449776
13.7676767677	42.1169855448	2.36882191516	0.00624931797975
14.5656565657	42.3463103786	2.38174739679	0.00624938978808
15.3636363636	42.5756352124	2.39467254928	0.00624945996391
16.1616161616	42.8049600462	2.40759737794	0.00624952854721
16.9595959596	43.0459180093	2.42123069119	0.00624973620719
17.7575757576	43.2930886743	2.43516030211	0.00624980511178
18.5555555556	43.5402593393	2.44908955868	0.00624987232976
19.3535353535	43.7874300043	2.46301846688	0.0062499379049
20.1515151515	44.013309615	2.47562226337	0.00624968089836
20.9494949495	44.2246518832	2.48753218128	0.0062497374839
21.7474747475	44.4359941513	2.49944185046	0.00624979290925
22.5454545455	44.6473364194	2.51135127445	0.00624984719969
23.3434343434	44.8251572605	2.52101775422	0.00624901508264
24.1414141414	44.9482918946	2.52795729838	0.00624905046277
24.9393939394	45.0714265287	2.53489675683	0.00624908543827
25.7373737374	45.1945611629	2.54183613026	0.00624912001419
26.5353535354	45.317695797	2.54877541937	0.00624915419547
27.3333333333	45.4881229763	2.55863293183	0.00624981927984
28.1313131313	45.6666348035	2.5686917153	0.00624986254883
28.9292929293	45.8451466307	2.5787503347	0.0062499050832
29.7272727273	46.0156827246	2.58799363739	0.00624906187571
30.5252525253	46.1214232422	2.59395247734	0.00624909037203
31.3232323232	46.2271637598	2.59991125758	0.00624911859444
32.1212121212	46.3329042775	2.60586997851	0.00624914654581
32.9191919192	46.4386447951	2.61182864053	0.00624917422896
33.7171717172	46.5679926159	2.61926333761	0.00624955561505
34.5151515152	46.7000988794	2.62670717199	0.00624958746227
35.3131313131	46.8322051429	2.63415091891	0.00624961892231
36.1111111111	46.9643114064	2.64159457911	0.00624965000019
36.9090909091	47.0964176699	2.64903815331	0.00624968070083
37.7070707071	47.2285239334	2.65648164224	0.00624971102912
38.5050505051	47.3606301969	2.66392504661	0.00624974098983
39.303030303	47.4927364604	2.67136836713	0.00624977058768
40.101010101	47.6496233568	2.68055307689	0.00625061038859
40.898989899	47.8348006405	2.69098498755	0.00625064446692
41.696969697	48.0199779243	2.7014167486	0.00625067793627
42.4949494949	48.2051552081	2.71184836178	0.00625071080763
43.2929292929	48.3364299211	2.71776791004	0.0062473420714
44.0909090909	48.3094943142	2.71624974488	0.00624733360374
44.8888888889	48.2825587073	2.71473157572	0.00624732511745
45.6868686869	48.2556231005	2.71321340257	0.00624731661247
46.4848484848	48.2286874936	2.71169522541	0.00624730808878
47.2828282828	48.2017518868	2.71017704424	0.00624729954631
48.0808080808	48.1748162799	2.70865885906	0.00624729098503
48.8787878788	48.1478806731	2.70714066985	0.00624728240487
49.6767676768	48.1209450662	2.70629720608	0.00624883175405
50.4747474747	48.1878548466	2.71016249641	0.00624906767952
51.2727272727	48.2564573169	2.71402806629	0.00624908438785
52.0707070707	48.3250597872	2.71789361329	0.00624910099615
52.8686868687	48.3936622574	2.72175913753	0.00624911750508
53.6666666667	48.4622647277	2.72562463909	0.00624913391529
54.4646464646	48.530867198	2.72949011808	0.0062491502274
55.2626262626	48.5994696682	2.73335557457	0.00624916644206
56.0606060606	48.6680721385	2.73724228332	0.00624923113073
56.8585858586	48.7486709032	2.74188673938	0.0062494848887
57.6565656566	48.8311091658	2.74653148605	0.00624950303873
58.4545454545	48.9135474284	2.75117620154	0.00624952105678
59.2525252525	48.9959856911	2.75582088603	0.00624953894389
60.0505050505	49.0116959064	2.75592634689	0.00624777479906
60.8484848485	49.0116959064	2.75592634689	0.00624777479906
61.6464646465	49.0116959064	2.75592634689	0.00624777479906
