# pressure	selectivity	loading (CO2)	loading (O2)
1.0	505.264618236	1.41167496193	0.00279393195363
1.79797979798	318.824026058	1.60010608727	0.00501877511257
2.59595959596	277.458442505	1.7351930263	0.00625388440386
3.39393939394	294.01559088	1.83756978114	0.00624990591704
4.19191919192	300.971952796	1.88116099778	0.00625028671378
4.9898989899	307.928314712	1.92474636633	0.00625063131376
5.78787878788	314.884676628	1.96832627439	0.00625094334684
6.58585858586	321.841038545	2.01190107603	0.00625122602489
7.38383838384	328.797400461	2.05547109536	0.00625148219689
8.18181818182	334.330775894	2.08950490085	0.00624981321346
8.9797979798	337.899667714	2.11186110083	0.00624996501214
9.77777777778	341.468559535	2.13421607655	0.00625011005247
10.5757575758	345.037451356	2.15656986601	0.00625024865427
11.3737373737	348.606343177	2.17892250563	0.0062503811198
12.1717171717	350.759970182	2.1920214138	0.00624934884293
12.9696969697	352.798996994	2.20479359047	0.00624943270602
13.7676767677	354.838023806	2.21756539021	0.00624951454306
14.5656565657	356.877050618	2.23033681949	0.00624959440688
15.3636363636	311.017005365	2.24204479703	0.00720875308538
16.1616161616	263.410935103	2.25331964427	0.00855438914635
16.9595959596	228.785170105	2.26459069718	0.00989832818333
17.7575757576	202.456943536	2.27551417386	0.011239496824
18.5555555556	181.61785906	2.28471520374	0.0125797937249
19.3535353535	164.811447194	2.29391319155	0.0139184093738
20.1515151515	150.970404353	2.30310797366	0.0152553607015
20.9494949495	139.373529231	2.31229939008	0.0165906639722
21.7474747475	129.515951871	2.32148728444	0.017924334809
22.5454545455	121.033678665	2.33067150383	0.019256388218
23.3434343434	113.651111541	2.3388230291	0.0205789718849
24.1414141414	107.018157412	2.344406175	0.0219066206305
24.9393939394	101.150465114	2.34998789501	0.0232325960377
25.7373737374	95.9228222091	2.35556811515	0.0245569100336
26.5353535354	91.2359198836	2.3611467626	0.0258795742468
27.3333333333	87.0099837632	2.36672376571	0.0272006000156
28.1313131313	83.1801959141	2.37229905396	0.0285199983949
28.9292929293	79.6933466542	2.37787255796	0.0298377801635
29.7272727273	76.859467921	2.38396826801	0.0310172361649
30.5252525253	75.8771811638	2.39108185744	0.0315125288099
31.3232323232	74.9256985123	2.39819371554	0.0320076257299
32.1212121212	74.0035933301	2.405303821	0.0325025274147
32.9191919192	73.1095257372	2.41241215281	0.0329972343342
33.7171717172	72.2422361146	2.4195186903	0.0334917469396
34.5151515152	71.4005391829	2.42662341306	0.0339860656632
35.3131313131	70.5833185981	2.43319194124	0.0344726202956
36.1111111111	69.7621501379	2.43917264542	0.0349641265442
36.9090909091	68.9600509903	2.44514941613	0.0354574769162
37.7070707071	68.1803017983	2.45112473382	0.0359506289819
38.5050505051	67.4219812479	2.45709858346	0.0364435832051
39.303030303	66.6842179771	2.46307095019	0.0369363400353
40.101010101	65.3231527597	2.46859723636	0.037790540292
40.898989899	63.8813134572	2.47379571979	0.0387248725161
41.696969697	62.4895793119	2.47646271305	0.0396300109605
42.4949494949	61.1152522443	2.47909084269	0.0405641922704
43.2929292929	59.8039937026	2.48171856997	0.0414975391495
44.0909090909	58.5515596989	2.48434588082	0.0424300547004
44.8888888889	57.3540786718	2.48697276129	0.0433617419873
45.6868686869	56.208011511	2.48959919756	0.0442926040369
46.4848484848	55.1101166227	2.49222517593	0.0452226438386
47.2828282828	54.0574193096	2.495231534	0.0461589096532
48.0808080808	53.0520321832	2.49957533784	0.0471155436461
48.8787878788	52.1169256483	2.50395080874	0.0480448679118
49.6767676768	51.2180761822	2.50832468136	0.0489734263434
50.4747474747	49.8762233414	2.51211147197	0.0503669144069
51.2727272727	48.5513720565	2.51582239576	0.0518177404508
52.0707070707	47.300378287	2.51953186948	0.0532666325456
52.8686868687	46.1172334276	2.52145409393	0.0546748776224
53.6666666667	44.9809671368	2.52286948775	0.0560874887388
54.4646464646	43.8798589144	2.52424823452	0.0575263525676
55.2626262626	42.8339774866	2.52562764369	0.0589631827789
56.0606060606	41.8392695969	2.52700769464	0.0603979877991
56.8585858586	40.8920691575	2.52838836694	0.061830775968
57.6565656566	39.9890520992	2.52976964037	0.06326155554
58.4545454545	39.1271973962	2.53167582425	0.0647037353228
59.2525252525	38.3037533007	2.53387670554	0.0661521779771
60.0505050505	37.0581687907	2.5350251571	0.0684066493253
60.8484848485	35.5129019148	2.53522117297	0.0713887358193
61.6464646465	34.0956407011	2.53542295499	0.0743620856761
62.4444444444	32.7911122751	2.53563040438	0.0773267580284
63.2424242424	31.5319258716	2.5356695705	0.080415943537
64.0404040404	30.3353040993	2.53559748996	0.0835856954544
64.8383838384	29.2295253414	2.53553215147	0.0867455807733
65.6363636364	28.2046232142	2.53547344475	0.0898956680078
66.4343434343	25.9559595831	2.52962927019	0.0974585147622
67.2323232323	23.9795507635	2.5234899551	0.105235080506
68.0303030303	22.2877310087	2.51741496899	0.112950706737
68.8282828283	20.8235856307	2.51253995941	0.120658372865
69.6262626263	19.5445981456	2.50849551491	0.128347254634
70.4242424242	18.416926267	2.50448638106	0.135988293853
71.2222222222	17.4152167754	2.50051186573	0.143582012098
72.0202020202	15.8670832333	2.48929526447	0.156884238134
72.8181818182	14.2832425521	2.47176364655	0.173053397192
73.6161616162	12.9919716044	2.44780122596	0.188408757384
74.4141414141	11.9190586815	2.42438529885	0.203404091182
75.2121212121	10.7889123628	2.39549750377	0.222033271123
76.0101010101	9.7827190462	2.36497525579	0.241750299137
76.8080808081	8.95145092978	2.33533003832	0.260888436594
77.6060606061	8.25203620767	2.30647681496	0.279503962042
78.404040404	7.63860228639	2.27756024157	0.298164527512
79.202020202	7.10975503447	2.25164506136	0.316697980513
80.0	6.58482419253	2.22454667995	0.337829320101
