MC_cycle,Potentiel_energy (kJ/mol)
298.0,-266423.7132639467
299.0,-266420.34932928067
300.0,-266420.34932928067
301.0,-266420.1256408423
302.0,-266420.2753599559
303.0,-266425.03100933065
304.0,-266432.00901894097
305.0,-266435.50428920006
306.0,-266438.1338971636
307.0,-266422.0146338571
308.0,-266422.0079211499
309.0,-266421.60694221116
310.0,-266421.60694221116
311.0,-266421.7576481218
312.0,-266402.00679624605
313.0,-266420.30180665763
314.0,-266420.30180665763
315.0,-266418.2008407101
316.0,-266418.2008407101
317.0,-266419.80359697767
318.0,-266431.2715107474
319.0,-266431.2715107474
320.0,-266434.9927633493
321.0,-266435.522967714
322.0,-266435.522967714
323.0,-266435.8438123254
324.0,-266432.16377953254
325.0,-266428.98804199154
326.0,-266428.42784080567
327.0,-266430.29460094805
328.0,-266430.77591593267
329.0,-266430.77591593267
330.0,-266431.6838292206
331.0,-266438.0954606267
332.0,-266429.4442118911
333.0,-266428.1572746831
334.0,-266422.2024910088
335.0,-266422.31794805144
336.0,-266424.2814573983
337.0,-266429.7677184849
338.0,-266426.6881358847
339.0,-266426.2188337973
340.0,-266426.8009965238
341.0,-266426.24513333075
342.0,-266428.76632998674
343.0,-266428.0377501193
344.0,-266424.2574962748
345.0,-266431.75671273575
346.0,-266433.98429868417
347.0,-266440.82560927066
348.0,-266440.7016092901
349.0,-266440.7016092901
350.0,-266440.5400927315
351.0,-266440.21025146346
352.0,-266440.21025146346
353.0,-266440.7302222618
354.0,-266448.36619299883
355.0,-266448.36619299883
356.0,-266448.36619299883
357.0,-266452.6234148289
358.0,-266452.6234148289
359.0,-266449.2662807384
360.0,-266449.2662807384
361.0,-266449.2662807384
362.0,-266453.8146061255
363.0,-266450.0710258908
364.0,-266450.53016680933
365.0,-266450.42361182783
366.0,-266450.42361182783
367.0,-266454.08099144476
368.0,-266452.0455760033
369.0,-266452.1046061139
370.0,-266451.4086450071
371.0,-266439.97048511216
372.0,-266441.51901144173
373.0,-266443.0534734448
374.0,-266443.9153999742
375.0,-266442.8477979995
376.0,-266447.87103003386
377.0,-266450.0463847584
378.0,-266448.993478524
379.0,-266451.9744489287
380.0,-266447.6477856884
381.0,-266447.6477856884
382.0,-266447.6477856884
383.0,-266452.6975891012
384.0,-266468.4679536781
385.0,-266467.83855170704
386.0,-266467.6623006619
387.0,-266467.6623006619
388.0,-266468.2890970365
389.0,-266466.4941086669
390.0,-266461.9395622062
391.0,-266466.4548260079
392.0,-266457.4169118971
393.0,-266457.0200508642
394.0,-266455.8491328264
395.0,-266455.478514872
396.0,-266463.45202061645
397.0,-266465.31600575
398.0,-266467.2901939959
399.0,-266465.0900040473
400.0,-266475.84926442365
401.0,-266475.84926442365
402.0,-266479.8621475648
403.0,-266480.11526759237
404.0,-266479.9838081471
405.0,-266478.71897905995
406.0,-266486.4768803105
407.0,-266486.4768803105
408.0,-266484.49848503724
409.0,-266484.1914464603
410.0,-266484.0340097113
411.0,-266485.156585209
412.0,-266483.76146696653
413.0,-266477.90132035664
414.0,-266477.9078619667
415.0,-266475.9675076153
416.0,-266498.82864714693
417.0,-266498.3950088521
418.0,-266498.18295774015
419.0,-266498.8351789516
420.0,-266499.12624719675
421.0,-266499.7059980928
422.0,-266499.7059980928
423.0,-266505.576193687
424.0,-266505.67642560264
425.0,-266505.67642560264
426.0,-266505.6711756973
427.0,-266502.66411248845
428.0,-266502.66411248845
429.0,-266493.55329610815
430.0,-266499.6964097066
431.0,-266500.28502001846
432.0,-266506.6778684254
433.0,-266506.6778684254
434.0,-266507.00476765266
435.0,-266505.4031855966
436.0,-266505.4031855966
437.0,-266507.40348110197
438.0,-266505.30951967306
439.0,-266505.30951967306
440.0,-266508.4088777442
441.0,-266503.3245168365
442.0,-266504.34813403833
443.0,-266504.34813403833
444.0,-266505.1800032118
445.0,-266504.1031120538
446.0,-266504.1031120538
447.0,-266506.35272703716
448.0,-266502.31086627924
449.0,-266497.7206716065
450.0,-266497.7670383067
451.0,-266499.3585183838
452.0,-266499.0092036459
453.0,-266504.59172010707
454.0,-266504.59172010707
455.0,-266499.7657528726
456.0,-266500.336511281
457.0,-266501.34263650153
458.0,-266501.27197632694
459.0,-266501.9504645668
460.0,-266501.9504645668
461.0,-266499.881539425
462.0,-266499.881539425
463.0,-266500.53767814307
464.0,-266500.0009045129
465.0,-266500.0009045129
466.0,-266500.040069955
467.0,-266497.3049490084
468.0,-266497.29196990863
469.0,-266497.2685301516
470.0,-266496.85354559816
471.0,-266496.72731824074
472.0,-266493.8578506721
473.0,-266495.1949688168
474.0,-266502.2494350994
475.0,-266493.1467570769
476.0,-266493.1467570769
477.0,-266487.18515612767
478.0,-266487.18515612767
479.0,-266487.18515612767
480.0,-266487.02248236147
481.0,-266487.02248236147
482.0,-266487.49042492214
483.0,-266486.3285895793
484.0,-266485.24210115144
485.0,-266484.6992788768
486.0,-266484.6992788768
487.0,-266483.9389669536
488.0,-266481.7440248324
489.0,-266481.7440248324
490.0,-266479.6236469518
491.0,-266479.6236469518
492.0,-266479.6236469518
493.0,-266482.9003410553
494.0,-266480.80161682697
495.0,-266480.80161682697
496.0,-266481.2120167793
497.0,-266481.2120167793
498.0,-266481.2162970496
499.0,-266484.63230754016
500.0,-266484.63230754016
501.0,-266484.63230754016
502.0,-266481.6895188251
503.0,-266481.626679964
504.0,-266481.626679964
505.0,-266479.6544869903
506.0,-266479.6544869903
507.0,-266478.4625694481
508.0,-266478.4625694481
509.0,-266473.7260245672
510.0,-266471.9959741345
511.0,-266471.39270651905
512.0,-266474.3057516579
513.0,-266469.65877178113
514.0,-266467.719320233
515.0,-266467.13429003564
516.0,-266462.46603709104
517.0,-266462.9040047504
518.0,-266462.58516213833
519.0,-266462.27870847995
520.0,-266458.6442993004
521.0,-266455.4687849977
522.0,-266463.90615150606
523.0,-266467.6096846378
524.0,-266465.6692420058
525.0,-266467.06312477525
526.0,-266465.69336834014
527.0,-266464.62130138563
528.0,-266464.21572169743
529.0,-266464.21572169743
530.0,-266464.98466816836
531.0,-266467.9314615246
532.0,-266467.9314615246
533.0,-266465.5527085574
534.0,-266467.5948472182
535.0,-266468.8063794681
536.0,-266462.8857933333
537.0,-266462.8599167039
538.0,-266461.47032708937
539.0,-266462.0627656667
540.0,-266462.0627656667
541.0,-266460.26889695745
542.0,-266459.7114446581
543.0,-266459.09759061533
544.0,-266463.3312521029
545.0,-266465.93136423035
546.0,-266470.5103944071
547.0,-266474.9239829581
548.0,-266477.37357944465
549.0,-266479.28887646436
550.0,-266479.28887646436
551.0,-266480.5101157322
552.0,-266475.3131920405
553.0,-266475.3131920405
554.0,-266477.0286855048
555.0,-266487.698930623
556.0,-266486.0492462126
557.0,-266486.0492462126
558.0,-266486.6473638311
559.0,-266480.5300775916
560.0,-266480.92706268793
561.0,-266480.92706268793
562.0,-266467.6377711455
563.0,-266462.5780523614
564.0,-266465.37148783146
565.0,-266466.0092210901
566.0,-266464.9759557359
567.0,-266463.5612249273
568.0,-266467.1353305038
569.0,-266469.4003880465
570.0,-266464.20785336953
571.0,-266453.8195576259
572.0,-266446.3360525326
573.0,-266446.4052453389
574.0,-266454.6680066724
575.0,-266458.88955023757
576.0,-266457.0827362989
577.0,-266456.12386523566
578.0,-266453.9384096048
579.0,-266453.9384096048
580.0,-266453.44593374105
581.0,-266453.77265704074
582.0,-266442.7072434192
583.0,-266450.21011357836
584.0,-266450.21011357836
585.0,-266452.64584754803
586.0,-266455.1218474138
587.0,-266455.1218474138
588.0,-266448.80019388377
589.0,-266457.80611137056
590.0,-266457.670463161
591.0,-266457.43335947423
592.0,-266457.43335947423
593.0,-266451.57742795104
594.0,-266452.16558273195
595.0,-266453.1423804311
596.0,-266451.36713032954
597.0,-266451.7740322704
598.0,-266455.10866395046
599.0,-266455.10866395046
600.0,-266459.69220934156
601.0,-266459.69220934156
602.0,-266453.4967033228
603.0,-266451.91173800436
604.0,-266458.13709016657
605.0,-266460.5250511577
606.0,-266459.09362615045
607.0,-266453.7087954981
608.0,-266461.37275303
609.0,-266463.5644008032
610.0,-266461.6723938145
611.0,-266464.96873135155
612.0,-266467.9375415172
613.0,-266464.0130878345
614.0,-266463.6719958996
615.0,-266462.81379457633
616.0,-266459.73942925443
617.0,-266460.3617777918
618.0,-266460.3617777918
619.0,-266460.3617777918
620.0,-266464.03855317424
621.0,-266464.73083363345
622.0,-266465.5616212224
623.0,-266461.4634702932
624.0,-266461.4634702932
625.0,-266460.3291284947
626.0,-266462.35666191473
627.0,-266460.5310640077
628.0,-266461.1849860409
629.0,-266462.11231216
630.0,-266463.6875595231
631.0,-266463.38988324936
632.0,-266463.11826118844
633.0,-266463.11826118844
634.0,-266463.26420457574
635.0,-266463.9005692725
636.0,-266460.91215934895
637.0,-266460.91215934895
638.0,-266460.7952048816
639.0,-266456.8941301371
640.0,-266455.76757164043
641.0,-266467.75343076716
642.0,-266467.75343076716
643.0,-266467.75343076716
644.0,-266452.7965995525
645.0,-266451.9197584587
646.0,-266455.3613157807
647.0,-266455.3613157807
648.0,-266455.85159432323
649.0,-266455.51156441314
650.0,-266455.51156441314
651.0,-266455.51156441314
652.0,-266455.51156441314
653.0,-266452.0779831822
654.0,-266452.0779831822
655.0,-266452.0779831822
656.0,-266456.28576639644
657.0,-266456.13992472953
658.0,-266449.5664300401
659.0,-266444.6737512099
660.0,-266444.6737512099
661.0,-266440.49771956087
662.0,-266436.4144024817
663.0,-266436.4144024817
664.0,-266434.19563449
665.0,-266429.9092717922
666.0,-266430.0111839784
667.0,-266446.17236767546
668.0,-266448.1963321264
669.0,-266447.5579943425
670.0,-266447.5579943425
671.0,-266447.4483988662
672.0,-266448.1931486204
673.0,-266448.3903758563
674.0,-266450.9710930148
675.0,-266453.8744071912
676.0,-266454.32458268054
677.0,-266455.64522366883
678.0,-266454.4944282782
679.0,-266436.73173773306
680.0,-266442.94182855723
681.0,-266445.6012470602
682.0,-266445.6012470602
683.0,-266446.58607384475
684.0,-266442.62418936053
685.0,-266441.3590322315
686.0,-266442.7122888802
687.0,-266441.7040918623
688.0,-266441.6070067663
689.0,-266440.9172621904
690.0,-266446.2526725934
691.0,-266455.85202932416
692.0,-266455.85202932416
693.0,-266456.20222154894
694.0,-266456.17631390545
695.0,-266458.5880084503
696.0,-266456.5838856387
697.0,-266455.54897535493
698.0,-266455.28816830035
699.0,-266455.28816830035
700.0,-266452.6718251963
701.0,-266452.90737353865
702.0,-266460.10186013166
703.0,-266460.10186013166
704.0,-266456.17676614167
705.0,-266456.17676614167
706.0,-266453.7262366137
707.0,-266466.8192514619
708.0,-266473.3300512305
709.0,-266475.09165764326
710.0,-266475.4512812122
711.0,-266476.3685908365
712.0,-266476.3685908365
713.0,-266475.1752015352
714.0,-266475.7208643047
715.0,-266475.71512608125
716.0,-266475.71512608125
717.0,-266475.55708589446
718.0,-266474.3552650318
719.0,-266474.3552650318
720.0,-266472.4879310288
721.0,-266470.079708788
722.0,-266469.6967480182
723.0,-266470.8190468974
724.0,-266472.2895434791
725.0,-266472.4897626532
726.0,-266470.65078913886
727.0,-266474.70392877527
728.0,-266473.73396560573
729.0,-266478.10807506385
730.0,-266481.50797691836
731.0,-266474.55311749707
732.0,-266477.3515239691
733.0,-266477.3515239691
734.0,-266477.3515239691
735.0,-266480.3589634125
736.0,-266478.6260229938
737.0,-266476.14714859356
738.0,-266476.14714859356
739.0,-266475.40233285667
740.0,-266471.02081472933
741.0,-266471.0685690952
742.0,-266471.0685690952
743.0,-266477.39331259555
744.0,-266483.89127889916
745.0,-266484.1729141767
746.0,-266485.35517651663
747.0,-266485.35517651663
748.0,-266484.2508627304
749.0,-266485.6778176312
750.0,-266485.6778176312
751.0,-266482.283448572
752.0,-266482.6970749536
753.0,-266482.6970749536
754.0,-266475.3545070147
755.0,-266476.69319001486
756.0,-266479.6317577553
757.0,-266479.88683563215
758.0,-266482.1047421922
759.0,-266479.34424337104
760.0,-266483.1207855121
761.0,-266483.1207855121
762.0,-266483.11056167044
763.0,-266483.4218387188
764.0,-266483.72823061293
765.0,-266487.34226236556
766.0,-266487.34226236556
767.0,-266487.34226236556
768.0,-266487.34226236556
769.0,-266487.34226236556
770.0,-266481.4360309508
771.0,-266481.4360309508
772.0,-266481.4360309508
773.0,-266482.17992683226
774.0,-266483.01496768114
775.0,-266480.8599386747
776.0,-266477.05673716037
777.0,-266477.2498740028
778.0,-266477.83136629197
779.0,-266476.82904942887
780.0,-266475.37769012485
781.0,-266470.7436055775
782.0,-266470.7747050733
783.0,-266476.3138533254
784.0,-266474.7602317527
785.0,-266472.49821188673
786.0,-266475.8327439689
787.0,-266475.03461556614
788.0,-266476.01014859043
789.0,-266475.8955070405
790.0,-266473.8830213802
791.0,-266474.14950872946
792.0,-266472.35216587334
793.0,-266472.35216587334
794.0,-266479.7481925813
795.0,-266479.7481925813
796.0,-266482.8150870899
797.0,-266482.8150870899
798.0,-266481.61174341384
799.0,-266482.7773005685
800.0,-266482.7773005685
801.0,-266490.49812911573
802.0,-266490.49812911573
803.0,-266490.49812911573
804.0,-266490.68510885304
805.0,-266495.1561684127
806.0,-266494.14751949726
807.0,-266491.8427907291
808.0,-266492.3300635828
809.0,-266491.4018175133
810.0,-266492.23790144036
811.0,-266492.010273034
812.0,-266492.010273034
813.0,-266489.9006401426
814.0,-266489.9006401426
815.0,-266479.7861563975
816.0,-266479.79261742765
817.0,-266477.8683889516
818.0,-266471.5055427858
819.0,-266471.80901150854
820.0,-266471.10110426205
821.0,-266471.10110426205
822.0,-266473.82940305717
823.0,-266470.7965777248
824.0,-266470.7965777248
825.0,-266465.15204212925
826.0,-266468.9207731847
827.0,-266465.971770686
828.0,-266467.69677612756
829.0,-266463.69542093197
830.0,-266460.6875400037
831.0,-266458.3181367398
832.0,-266453.5607926092
833.0,-266453.3392735816
834.0,-266453.3392735816
835.0,-266452.1384436299
836.0,-266457.5278335435
837.0,-266468.3240356313
838.0,-266470.41967767535
839.0,-266471.82018476335
840.0,-266472.3846085362
841.0,-266472.6101630207
842.0,-266472.6354021739
843.0,-266474.90018103353
844.0,-266473.10022091784
845.0,-266473.10406038875
846.0,-266473.10406038875
847.0,-266475.1557474485
848.0,-266474.8043226436
849.0,-266478.22437439265
850.0,-266479.93739508686
851.0,-266479.63908638305
852.0,-266478.10988503665
853.0,-266479.2346079572
854.0,-266476.23900311516
855.0,-266476.23900311516
856.0,-266486.0683020363
857.0,-266484.59367470664
858.0,-266484.59367470664
859.0,-266481.8814768431
860.0,-266481.8814768431
861.0,-266481.8814768431
862.0,-266483.2228465169
863.0,-266487.7406644652
864.0,-266489.26395670645
865.0,-266489.26395670645
866.0,-266489.0058210796
867.0,-266483.1854190955
868.0,-266483.1854190955
869.0,-266484.34145830775
870.0,-266494.4333447861
871.0,-266492.93696674245
872.0,-266492.0897863277
873.0,-266492.37043370807
874.0,-266496.2905689738
875.0,-266491.846622077
876.0,-266489.4529745846
877.0,-266492.35246087844
878.0,-266492.8109244263
879.0,-266492.8109244263
880.0,-266479.8349962397
881.0,-266474.19829275855
882.0,-266477.1521618944
883.0,-266481.4059410641
884.0,-266481.4059410641
885.0,-266482.6314761084
886.0,-266482.3106612181
887.0,-266478.4574836859
888.0,-266478.2134136831
889.0,-266478.2134136831
890.0,-266485.09132129233
891.0,-266485.675493115
892.0,-266485.675493115
893.0,-266499.4331006206
894.0,-266499.7990181903
895.0,-266499.66732039524
896.0,-266489.17768027645
897.0,-266493.1678481826
898.0,-266499.02620917576
899.0,-266499.02620917576
900.0,-266499.4988344139
901.0,-266503.31199693156
902.0,-266501.93713141483
903.0,-266502.60904480104
904.0,-266500.5053402809
905.0,-266502.73957020545
906.0,-266502.73957020545
907.0,-266502.85820212535
908.0,-266502.85820212535
909.0,-266502.85820212535
910.0,-266502.1466736286
911.0,-266504.85970692046
912.0,-266504.85970692046
913.0,-266506.36156380334
914.0,-266506.36156380334
915.0,-266506.51081835374
916.0,-266504.9481342213
917.0,-266492.1623312122
918.0,-266485.1620628571
919.0,-266485.5251026432
920.0,-266495.51461499074
921.0,-266494.84358420613
922.0,-266494.84358420613
923.0,-266489.4551689509
924.0,-266491.84213709197
925.0,-266491.7093818218
926.0,-266491.7093818218
927.0,-266491.8768104696
928.0,-266485.1956572305
929.0,-266479.52527934994
930.0,-266480.1191589354
931.0,-266479.72065319587
932.0,-266491.86069905426
933.0,-266491.86069905426
934.0,-266494.20092468464
935.0,-266492.97764308215
936.0,-266491.34536477015
937.0,-266491.34536477015
938.0,-266490.81321383844
939.0,-266487.59218453005
940.0,-266487.59218453005
941.0,-266485.30542389903
942.0,-266483.1138823193
943.0,-266479.9552104604
944.0,-266482.0458097536
945.0,-266482.7168781647
946.0,-266482.6486730005
947.0,-266485.813789829
948.0,-266478.3740557335
949.0,-266476.72557777975
950.0,-266477.771767869
951.0,-266473.2653175264
952.0,-266473.51430567977
953.0,-266471.52560387924
954.0,-266466.2140325403
955.0,-266463.2492358356
956.0,-266463.2492358356
957.0,-266463.2492358356
958.0,-266464.3485994287
959.0,-266464.3485994287
960.0,-266464.3485994287
961.0,-266463.5817453997
962.0,-266463.5817453997
963.0,-266465.8525625108
964.0,-266466.0393478511
965.0,-266465.3712086019
966.0,-266466.4735321465
967.0,-266468.9654285557
968.0,-266468.9575943825
969.0,-266463.664324104
970.0,-266467.312708772
971.0,-266467.312708772
972.0,-266469.5378922231
973.0,-266469.5378922231
974.0,-266470.15115279006
975.0,-266469.98653273087
976.0,-266469.98653273087
977.0,-266473.90574264526
978.0,-266477.1870676638
979.0,-266476.5284690507
980.0,-266476.5284690507
981.0,-266476.5284690507
982.0,-266477.6291737305
983.0,-266477.5149075797
984.0,-266478.80241043196
985.0,-266477.011942498
986.0,-266476.7102944335
987.0,-266477.06379922485
988.0,-266477.2072485922
989.0,-266476.07002038957
990.0,-266474.11706767057
991.0,-266474.04971960845
992.0,-266470.3103386497
993.0,-266470.34481838916
994.0,-266475.8515754533
995.0,-266475.56392013974
996.0,-266475.56392013974
997.0,-266471.4829033005
998.0,-266474.7600643791
999.0,-266471.77461846574
1000.0,-266471.44759201375
1001.0,-266471.44759201375
1002.0,-266468.9297957327
1003.0,-266468.48240096355
1004.0,-266468.48240096355
1005.0,-266470.9011585658
1006.0,-266480.6206501551
1007.0,-266472.25291660504
1008.0,-266477.1784356395
1009.0,-266483.06893488363
1010.0,-266483.06893488363
1011.0,-266483.2438962825
1012.0,-266483.78379228315
1013.0,-266484.4947106913
1014.0,-266480.00627743825
1015.0,-266480.6076082427
1016.0,-266483.2317183874
1017.0,-266483.2317183874
1018.0,-266489.5290029192
1019.0,-266490.9196711911
1020.0,-266484.5950544896
1021.0,-266484.5950544896
1022.0,-266473.97778426064
1023.0,-266473.97778426064
1024.0,-266473.97778426064
1025.0,-266473.7991195049
1026.0,-266470.27095221943
1027.0,-266472.2570416311
1028.0,-266473.40347563085
1029.0,-266471.91579588735
1030.0,-266467.49254696985
1031.0,-266467.10915761633
1032.0,-266467.10915761633
1033.0,-266475.6570739707
1034.0,-266477.0892836466
1035.0,-266474.8239742768
1036.0,-266475.2560559621
1037.0,-266475.2560559621
1038.0,-266474.61091786704
1039.0,-266472.5052755894
1040.0,-266471.2566081667
1041.0,-266470.07985786186
1042.0,-266465.4530905123
1043.0,-266465.68013422284
1044.0,-266465.68013422284
1045.0,-266466.14846333454
1046.0,-266472.45882814657
1047.0,-266476.5102175723
1048.0,-266479.54811401974
1049.0,-266477.717464794
1050.0,-266475.59715940355
1051.0,-266473.01703159645
1052.0,-266470.80842632183
1053.0,-266472.3911106957
1054.0,-266472.5171065206
1055.0,-266472.6025305385
1056.0,-266472.6025305385
1057.0,-266475.4476614914
1058.0,-266475.6646028145
1059.0,-266475.5752032123
1060.0,-266476.4438406265
1061.0,-266477.6836995906
1062.0,-266476.0620342327
1063.0,-266478.8919740846
1064.0,-266478.9716338813
1065.0,-266480.30704641796
1066.0,-266483.3553830446
1067.0,-266478.4928122064
1068.0,-266480.120346186
