Structures,Adsorption_enthalpy[kJ/mol],Henry_const[mol/kg/Pa],Minimum_energy_channel[kJ/mol],Barrier_energy[kJ/mol],Time[s]
KAHPUE_clean_10,-21.4067,3.9306e-05,-22.2181,-18.6181,0.605102
JUXFOZ_clean_14,-24.071,0.000213813,-26.394,-19.894,9.84998
ja512973b_si_002_auto_1,-24.4037,7.334e-05,-30.9471,-13.7471,119.375
KAHYEY_clean_2,-20.2002,8.3516e-07,-21.6633,2.83671,0.773684
JORVET_clean_2,-27.3089,0.000303332,-31.6969,-23.2969,32.8654
KABXIW_clean_15,-26.2161,0.000204959,-27.4115,-16.7115,6.21349
KABXOC_clean_15,-26.8236,0.000231882,-28.039,-17.139,6.12388
KAHMOW_clean_1,-40.8556,0.00601319,-23.0219,-22.8219,3.93881
KAJZIH_clean_129,-23.5026,5.89682e-05,-26.1242,-18.7242,2.63689
KAGVUL_clean_20,-20.6524,1.48707e-05,-22.7484,-18.1484,5.81344
KAHNOX_clean_15,-12.5896,3.03232e-06,-12.3479,-10.6479,5.54407
KABXES_clean_15,-26.6349,0.000222232,-27.8054,-17.0054,9.37735
JUKPEM_clean_15,-30.8098,3.48227e-05,-28.778,-18.278,26.2049
jz4002345_si_005_clean_216,-29.1499,0.000471343,-28.7711,-7.87109,12.5749
JUYJIY_clean_96,-28.1229,9.28119e-05,-33.5801,-16.2801,17.9433
KAKCEH01_clean_33,-24.8657,7.40585e-05,-28.6892,-16.7892,5.74239
JUTCOS_clean_52,-30.262,0.000216796,-33.2822,-18.8822,22.0515
KAKCEH02_clean_33,-24.9529,7.32953e-05,-29.1798,-16.8798,5.90769
JORLEJ_clean_2,-25.8792,0.000173001,-29.2476,-17.9476,42.0938
KACKIL_clean_132,-34.0276,0.000471601,-34.4574,-16.5574,14.0915
KANDAG_clean_2,-33.8941,0.00044933,nan,nan,0.297673
j.jssc.2016.06.015_ZJU-10_clean_1,-30.079,0.000302792,-32.6333,-14.1333,54.7921
KAHYOJ_clean_15,-16.538,1.20929e-05,-19.4342,-15.1342,11.6841
KALFOU_clean_1,-30.7965,0.000918043,-33.0447,-23.4447,6.7615
KALFOU_clean_1,-30.7965,0.000918043,-33.0448,-23.4448,6.7615
KAHYUP_clean_15,-16.3243,1.1316e-05,-19.1711,-14.7711,13.1414
KAPGEP_clean_48,-40.7859,0.00535648,nan,nan,0.576547
KAPGUE_clean_2,2.67104,9.46272e-12,nan,nan,0.0326234
KAPHAL_clean_2,2.90912,8.49313e-12,nan,nan,0.0322865
KAKCEH_clean_33,-25.1319,7.58076e-05,-29.5066,-16.9066,9.11078
KAHYID_clean_15,-16.4584,1.20041e-05,-19.0885,-14.4885,13.7371
KANDEK_clean_2,-33.8436,0.000708594,-35.0403,16.5597,2.26579
KANCIN_clean_68,-32.2111,0.000345471,-32.7354,-25.3354,3.73532
KANDIO_clean_2,-27.3597,0.000171883,-30.8626,-23.5626,3.01058
KAMZUV_clean5b_1,-19.4002,2.58566e-05,-24.2319,-11.6319,5.28495
KASPOL_clean_2,-36.7293,0.000172607,nan,nan,0.0636084
KAGWEW_clean_19,-13.2058,2.50018e-06,-17.4954,-11.7954,16.3356
KAPHOZ_clean_15,-23.8828,5.80845e-05,-24.6238,-17.9238,1.53243
KALFEK_clean_43,-30.2433,0.000720646,-32.8647,-22.8647,10.2005
KAMZUV_manual_1,-19.4002,2.58566e-05,-24.2319,-11.6319,5.08793
jz4002345_si_006_clean_216,-26.2248,0.000138392,-27.8155,-15.9155,20.7838
KALGAH_clean_9,-30.0707,0.000769582,-31.9885,-23.3885,6.7681
KAPHOZ_ion_b_15,-23.8828,5.80845e-05,-24.6238,-17.9238,2.47572
KAPHOB_clean_55,-30.0826,0.000283276,-31.2124,-13.5124,2.63213
KAVLID_clean_15,-23.5723,5.45758e-07,nan,nan,0.6767
KAVREG_clean_60,-28.2555,9.95703e-05,nan,nan,0.353164
KALFIO_clean_9,-29.3372,0.000592348,-32.2267,-23.5267,10.9849
KAVRIK_clean_60,-29.3861,0.000227018,nan,nan,0.366128
KAVROQ_clean_30,-29.2703,0.00015106,nan,nan,0.537057
KAHZAW_clean_15,-17.2048,1.29586e-05,-20.8487,-15.7487,17.3734
KAVGAQ_clean_2,-32.7153,0.000738171,-36.2478,-25.0478,2.57176
KAXFUM_clean_8,-18.3247,3.96122e-08,nan,nan,0.0790988
KASHUK_clean_7,-22.793,8.25143e-06,-27.3147,-6.31465,3.41341
KALGEL_clean_9,-29.6086,0.000638522,-31.9567,-22.6567,9.02802
KAVTUY_clean_14,-28.2118,8.27027e-05,-28.1418,-21.9418,1.43716
KATDAM_clean_4,-24.5719,3.66754e-05,-24.4408,-23.9408,3.35791
KAXZUG_clean_2,-37.7497,0.000387446,nan,nan,0.332252
KAPHUH_clean_55,-30.8058,0.000319703,-32.2883,-13.3883,5.00549
KALFUA_clean_43,-31.753,0.00177862,-32.8783,-28.1783,11.6762
KANMIX_clean_186,-32.6925,0.000360127,-34.171,-17.671,7.08053
KANMIX_clean_186,-32.6925,0.000360127,-25.584,-14.884,7.08053
KAXQOR01_clean_14,-45.4436,0.0328476,-45.322,-21.322,1.42909
KAXQOR_clean_14,-41.3517,0.00420819,-42.3427,-34.9427,1.40944
KAVKIC_clean_2,-30.1587,0.00010171,-31.1704,-9.67042,4.12432
KAYBIX_clean_14,-30.3344,0.00147109,-30.8989,-28.2989,1.12095
KAYBUJ_clean_14,-30.0155,0.00120003,-30.8102,-27.6102,1.28971
KAXQIL_clean_14,-44.626,0.0300725,-44.3181,-25.8181,2.60895
KECRAL10_clean_6,-13.4205,5.84646e-06,-13.1947,-12.2947,1.17568
KEBFII_clean_14,-27.7679,0.000173628,-27.9057,-22.5057,2.01531
KAWBOB_clean_7,-22.531,7.99643e-05,-25.848,-22.248,4.48869
KECRAL_clean_38,-13.4206,5.84657e-06,-13.1948,-12.2948,2.7247
KECRAL11_clean_65,-19.7298,2.90522e-05,-19.1848,-18.2848,3.87058
KAVTEI_clean_15,-29.6542,0.000373538,-32.1616,-17.5616,6.783
KARTAA_clean_15,-21.5025,1.41024e-05,-23.5468,-17.9468,9.98551
KEDJAG01_clean_14,-16.5323,8.6745e-06,-17.0763,-15.3763,4.34127
JOLYEQ_clean_2,-19.3812,8.5711e-06,-21.3735,-19.2735,57.6476
JOLYEQ_clean_2,-19.3812,8.5711e-06,-20.6199,-15.2199,57.6476
JOLYEQ_clean_2,-19.3812,8.5711e-06,-20.6199,-15.2199,57.6476
JOLYEQ_clean_2,-19.3812,8.5711e-06,-20.6193,-15.2193,57.6476
JOLYEQ_clean_2,-19.3812,8.5711e-06,-20.6205,-15.2205,57.6476
KAYCIY_clean_2,-25.2911,0.000275611,-27.6041,-23.5041,6.44824
KEDJAG03_clean_14,-16.345,9.25201e-06,-17.2545,-14.8545,4.65017
KEDJAG04_clean_14,-16.5952,8.44628e-06,-17.0475,-15.6475,4.26381
KECRAL12_clean_18,-13.7598,6.3601e-06,-13.6983,-12.6983,6.49288
KEDJAG06_clean_14,-16.5743,8.50123e-06,-17.0528,-15.5528,4.3449
KEDJAG08_clean_14,-16.5555,8.55437e-06,-17.0495,-15.4495,4.87814
KEDJAG02_clean_14,-16.497,8.82533e-06,-17.128,-15.228,7.18751
KEDJAG10_clean_14,-16.5321,8.67306e-06,-17.0774,-15.3774,4.44324
KASRAZ_clean_14,-25.4926,0.000199124,-27.507,-17.707,13.2609
KEDJAG14_clean_14,-16.5094,8.81709e-06,-17.1313,-15.3313,4.46237
KEDJAG12_clean_14,-16.516,8.73024e-06,-17.0925,-15.3925,6.04182
KEDJAG20_clean_14,-16.4426,9.01335e-06,-17.1786,-15.0786,4.54205
KEDPEQ_charged_49,-43.2487,0.00756306,-43.5832,-11.1832,2.04217
KEDJAG16_clean_14,-16.4974,8.83031e-06,-17.1216,-15.2216,5.56579
KEDJAG22_clean_14,-16.4116,9.15173e-06,-17.2509,-14.9509,4.61547
KEDJAG24_clean_14,-16.3446,9.25008e-06,-17.2553,-14.8553,4.62035
KEFFEI01_clean_20,-20.9908,2.75994e-07,nan,nan,0.111709
KEFFEI_clean_20,-21.0182,2.7818e-07,nan,nan,0.116548
ja512973b_si_003_auto_1,-18.6093,3.22637e-05,-25.9713,-13.0713,148.741
KASRED_clean_14,-26.3694,0.000192348,-28.3629,-22.6629,15.6235
KEBDIG_charged_15,-37.832,0.00192908,-38.9123,-20.1123,12.0059
KACGAZ_clean_5,-25.2495,9.17422e-05,-29.8906,-21.5906,34.0767
KEDJAG28_clean_14,-16.2672,9.47198e-06,-17.3314,-14.6314,4.74806
KEDJAG26_clean_14,-16.3131,9.35546e-06,-17.305,-14.705,5.21833
KEGYAX_clean_2,-25.6473,1.11825e-05,-26.5067,-13.6067,1.40479
KEDJAG_clean_14,-16.5555,8.55484e-06,-17.0493,-15.4493,4.32792
KEDQAN_clean_54,-30.7678,0.000690018,-33.1107,-28.2107,3.71135
KEFWAV_clean_14,-27.0364,2.24638e-05,-27.854,-9.55399,2.20204
KEHGEL_clean_60,-33.7542,0.000148843,nan,nan,0.5461
KEDJAG18_clean_14,-16.477,8.94373e-06,-17.1745,-15.1745,7.14459
KEFWID_clean_2,-28.9686,0.00016366,-28.5901,-22.8901,2.57925
KEHGOV_clean5b_1,-1.54841,3.21968e-11,nan,nan,0.450924
KEGZOL01_clean_216,-17.0654,1.32193e-05,-16.0704,-15.5704,2.06073
KACGED_clean_5,-42.4845,0.00197312,-45.2558,-9.75579,35.7126
KEHGOV_manual_1,-1.54841,3.21968e-11,nan,nan,0.43979
KEGZOL03_clean_216,-17.2784,1.37134e-05,-16.333,-15.633,2.03521
KEHDOS_clean_2,-33.1331,1.88333e-05,-28.5666,19.8334,1.90875
KEJQAR01_clean_217,-23.5994,0.000103648,nan,nan,0.340065
KEJBIL_clean_19,-19.7131,3.57754e-06,-20.3154,-8.71545,0.74143
KEGZOL02_clean_198,-17.2146,1.20359e-05,-16.7605,-14.4605,2.84094
KEJQAR_clean_217,-23.6932,0.00010692,nan,nan,0.339017
KEGZOL_clean_216,-17.3562,1.40374e-05,-16.3205,-15.7205,2.50832
KEDNOY_clean_198,-38.7607,0.00518903,-40.3413,-7.94133,6.35641
KEQYOU_clean_7,-30.4409,2.37833e-05,nan,nan,0.235888
KEGZOL04_clean_216,-17.2689,1.3674e-05,-16.3272,-15.6272,3.26118
KEJXUU_clean_14,-29.8195,4.1837e-05,nan,nan,1.26794
KEFWEZ_charged_14,-27.9385,0.000360708,-28.8813,-24.8813,4.77518
KEHGIP_clean_62,-32.8251,0.00118406,-34.2476,-26.3476,2.66892
KEQZAJ_clean_15,-40.943,0.00398985,nan,nan,0.70035
jp2064408_si_002_clean_225,-32.8947,0.000345572,-33.8148,-11.6148,62.9612
KEHFUA_clean_14,-34.533,0.00074533,-35.7457,-19.4457,3.89446
KEJBOQ_clean_61,-33.9038,0.00122467,-34.2472,-28.3472,3.69288
KAVXAI_clean_140,-29.9452,0.00130795,-31.5227,-21.3227,19.3798
KEJHIQ_clean_h_61,-34.3196,0.00160836,-34.0957,-24.7957,3.75852
KETSEI_clean_2,-28.3273,9.03495e-06,nan,nan,0.143861
KETHEY01_clean_14,-36.0313,0.00212325,-36.1767,-18.5767,1.45105
KEJBOQ_clean_h_61,-33.9038,0.00122467,-34.2472,-28.3472,4.13111
KEVPEH_clean_20,21.5403,2.30424e-15,nan,nan,0.167818
KAKBUW_clean_15,-32.417,0.000414258,-36.1737,3.32632,34.7931
KETHEY02_clean_14,-36.1549,0.00219225,-36.3019,-18.1019,1.4746
KEJHIQ_clean_61,-34.3196,0.00160836,-34.0957,-24.7957,5.14964
KETHEY_clean_14,-35.8522,0.00205998,-35.9764,-18.6764,1.47905
KESHAT_clean_14,-25.7423,2.76352e-05,-27.0803,-14.0803,3.74377
KAVNIH_clean_15,-31.9361,0.000371734,-35.5171,-23.4171,23.6618
KEHGAH_charged_11,-30.7603,0.000251097,-32.3544,-16.4544,8.45247
KESGAS_clean_14,-29.7093,0.000473037,-32.623,-25.023,5.63203
KEXKAB_clean_33,-30.4052,1.83106e-05,nan,nan,0.370224
KEXFIC10_clean_62,-22.672,5.82734e-06,-23.8189,-14.3189,1.68932
KEFBOO_clean_1,-20.4967,5.97707e-05,-22.4059,-14.8059,11.7421
KEXKEF_clean_41,-32.2448,0.000336755,nan,nan,0.605385
KEXPOU_clean_14,-30.5018,3.86802e-05,nan,nan,0.109919
KEXFIC_clean_62,-22.6595,5.8557e-06,-23.8087,-14.5087,1.69228
KEWZET_clean_15,-25.3295,0.000188576,-27.3224,-20.7224,4.52471
ja5111317_ja5111317_si_002_auto_1,-18.2764,2.9318e-05,-25.4932,-12.0932,169.543
KEXPIO_clean_34,-36.2849,0.00054618,-36.5213,4.57867,1.35749
KEYROX_clean_197,-20.0709,3.87682e-05,nan,nan,1.0335
KIBDEF_clean_2,-28.4814,5.09376e-05,-28.6787,-16.1787,0.754137
KEWBUL_clean_14,-29.1347,0.000212648,-31.1353,-23.9353,6.70379
KIBXUP_charged_14,-33.2934,0.000712966,nan,nan,0.385769
KEWZOD_clean_55,-22.9944,0.000147226,-24.6682,-19.4682,6.35643
KIBYAW_charged_14,-29.5601,0.000193223,nan,nan,0.764616
KENJEU_clean_14,-27.638,0.000165807,-31.2343,-7.73431,10.9005
KEVWUF_clean_2,-16.6923,1.29218e-05,-19.0333,-13.0333,7.86303
KADLOT_clean_88,-23.9657,9.56945e-05,-27.437,-18.737,47.1854
KEVVIS_clean_4,-26.0239,0.000202962,-27.3187,-24.1187,8.51166
KEVVIS_clean_4,-26.0239,0.000202962,-27.5368,-24.4368,8.51166
KIDXUR_clean_2,-27.2919,1.54263e-05,nan,nan,0.300148
KIBDIJ_clean_15,-28.6786,4.79875e-05,-28.9011,-15.4011,2.20794
KEXFAU_clean_2,-29.3993,0.000456099,-30.4288,-24.1288,6.96012
KEXFAU_clean_2,-29.3993,0.000456099,-30.4331,-17.5331,6.96012
KEYMUY_clean_29,-25.9921,0.000295123,-27.811,-22.811,4.08955
KIFKAM_clean_14,-34.8977,0.000401317,nan,nan,0.227139
KIDVIE_clean_2,-19.7491,1.37959e-05,-20.067,-17.367,1.54645
KIFJIT_charged_49,-37.7964,0.000565788,-38.3611,-8.66109,1.71943
KEYFUR_clean_2,-31.1762,0.000202981,-32.1442,-27.7442,5.81268
KEYFUR_clean_2,-31.1762,0.000202981,-32.1442,-27.7442,5.81268
KIHTOL01_clean_14,8.29469,7.40495e-13,nan,nan,0.158784
KIHTOL_clean_14,-0.696442,5.04811e-11,nan,nan,0.161132
KICXEB_clean_2,-25.2582,1.14768e-05,-25.5858,-22.9858,3.89263
KEYDEZ_clean_1,-27.7213,0.000363134,-29.6402,-25.5402,6.68653
KEYDEZ_clean_1,-27.7213,0.000363134,-29.6292,-25.4292,6.68653
KIFDIM_clean_2,-23.3926,8.65744e-05,-25.3985,-18.7985,3.40685
KIJYIM_clean_14,-15.5838,2.10427e-08,-16.4773,19.7227,0.554029
KEPPIF_clean_198,-17.5588,1.46249e-05,-19.4628,-13.4628,15.3467
KIFKEQ_clean_14,-29.6219,0.000397676,-34.0303,-25.2303,3.48712
KIFXOO_clean_2,-35.1537,0.00073567,-35.6002,19.0998,3.22068
KESBUG_clean_14,-26.4345,0.000179765,-29.2281,-17.3281,14.7003
KILJEV_clean_2,-16.3558,1.49903e-08,nan,nan,0.0618686
KELJAN_clean_228,-24.1773,0.000103764,-26.1199,-21.8199,16.2696
KIDDOS_clean_2,-32.4402,0.00073852,-32.6486,-14.9486,5.36366
KICXAX_clean_2,-25.1247,1.09182e-05,-25.1208,-22.9208,6.35321
KINDIW_clean_2,-34.3432,0.000327154,-34.5695,0.0304568,1.07887
KIJPUQ_clean_19,-29.5221,0.000197401,-30.9251,-20.1251,2.82574
KIKDIT_clean_84,-35.8065,0.000962821,nan,nan,1.85674
KINLAW_clean_52,23.7241,5.42006e-16,nan,nan,0.227584
KILFUI_clean_1,-30.7833,4.19464e-05,-30.6917,4.90835,2.34061
KIFJUF_clean_14,-24.3864,9.58104e-05,-27.7716,-16.3716,6.54517
KINKAV_clean_13,-31.7617,0.000139881,-32.8233,-17.2233,1.58289
KINHAS_clean_13,-33.389,0.000485465,-33.6483,-19.8483,1.94796
KINDOC_clean_2,-30.2042,0.00037607,-33.0316,-16.3316,2.8779
KEYYET_clean_205,-16.1494,2.21441e-06,-16.7998,-13.4998,9.99997
KINMUR_clean_131,-29.3832,0.000611571,-32.3868,-27.0868,1.51691
KESBIU_charged_60,-27.5186,0.000240119,-31.296,-19.296,18.4111
KIDDIM_clean_2,-30.694,0.000428731,-30.7524,-14.1524,9.14179
KESBIU01_ion_b_60,-26.5037,0.000184476,-32.4548,-21.2548,19.2951
KIKFIV_clean_2,-29.5007,0.000219774,-33.4861,-18.2861,5.20368
KINNUS_charged_1,-33.4269,0.000484038,-34.5638,-3.06384,1.89539
KINJUO_clean_14,-32.7641,0.000249104,-34.6071,-18.0071,3.56536
KIQKOK_clean_14,-23.9959,8.28662e-07,nan,nan,0.166971
KIGCEK_clean_4,-21.8014,4.10997e-05,-25.7697,-17.7697,7.07681
KIRKAZ_clean_14,51.1562,1.77628e-21,nan,nan,0.247186
KINPUU_clean_1,-33.9945,0.000790048,-34.4809,-27.1809,2.52324
KINQAB_clean_1,-34.3264,0.000817012,-34.6558,-27.1558,2.68697
KIRTOW_clean_15,-47.1877,0.0685551,nan,nan,0.531692
KAKCAD_clean_15,-24.7998,0.000132084,-30.7545,-18.5545,52.0955
KINFAQ_clean_15,-24.2481,0.000144801,-28.7263,-21.0263,5.87744
KAVJEX_clean_206,-22.302,5.63337e-05,-23.4579,-17.5579,40.2124
KIFWUT_clean_15,-36.4248,0.000623042,-36.7507,-8.75072,9.67307
KINNIG_clean_52,-22.4837,7.5023e-05,-22.4713,-18.1713,4.09975
KIRTUC_clean_60,-33.0855,0.000986624,-33.4128,-28.0128,1.40589
KITCAT_clean_15,-17.3409,2.5909e-06,nan,nan,1.21022
KESBOA_clean_18,-25.5179,0.000153995,-28.77,-20.57,21.5825
KIVSUF_clean_62,-28.8302,4.2827e-06,nan,nan,0.132125
KITWER_clean_4,-29.0241,9.95829e-05,nan,nan,1.54914
KEFBII_clean_134,-22.9491,0.000111271,-24.7341,-16.7341,27.2119
KIXXOG_clean_19,-15.0709,2.7974e-07,nan,nan,0.156169
KIXXOG01_clean_19,-14.1332,1.84392e-07,nan,nan,0.226053
KIVVOC_clean_29,-34.1706,0.000416558,nan,nan,0.509062
KIYMAI01_clean_19,-24.1525,1.10814e-05,nan,nan,0.187037
KIYBIF_clean_14,-24.9029,1.28666e-06,nan,nan,0.405017
KIPZEQ_clean_2,-32.3874,0.000751249,-32.9095,-26.6095,3.25782
KIYMAI_clean_19,-23.7033,9.19742e-06,nan,nan,0.182754
KIYMEM_clean_19,-30.3679,0.000103468,nan,nan,0.189327
KIYMEM01_clean_19,-30.7185,0.000122025,nan,nan,0.303818
KIYMIP_clean_18,-24.5057,1.42513e-06,nan,nan,0.325042
KIPJOK_clean_14,-23.9209,2.3635e-05,-28.5232,-17.9232,5.9879
KIYJAF_clean_14,-32.6896,7.60445e-05,nan,nan,1.84791
KIPJUQ_clean_2,-17.8996,2.91972e-06,-22.4202,-17.2202,6.16904
KIVFEB_clean_2,-15.0879,5.43453e-06,-18.2383,-12.6383,3.37203
KOBPIB_clean_14,-29.6803,2.45382e-05,nan,nan,0.19318
KIRFIA_clean_15,-16.1311,9.13805e-06,-17.1722,-14.5722,5.43001
KINFEU_clean_2,-26.5869,0.000252431,-29.9532,-24.2532,9.87981
KINFEU_clean_2,-26.5869,0.000252431,-28.8493,-21.3493,9.87981
KOBPUN_clean_14,-26.0464,3.09269e-06,nan,nan,0.178648
KIVDUQ_clean_2,-22.8515,3.60784e-05,-26.1683,-16.5683,4.1798
KIPKEB_clean_2,-18.6206,4.25179e-06,-23.436,-17.636,6.22186
KIPKAX_clean_1,-19.4708,4.67603e-06,-24.7359,-18.3359,6.46271
KITVEQ_clean_32,-28.967,0.000315398,-31.772,-24.372,5.09193
KEFBEE_clean_166,-21.0644,4.92071e-05,-27.5463,-13.0463,31.5922
KIVDUP_clean_2,-13.6534,3.7665e-06,-16.7235,-11.8235,4.72083
KIVFAX_clean_2,-13.688,3.74177e-06,-16.5609,-11.9609,4.60499
KIVFAY_clean_2,-22.9554,3.61662e-05,-26.1908,-16.6908,4.57919
KIPJIE_clean_14,-23.3706,2.08782e-05,-28.0601,-18.1601,7.96039
KODSUT_clean_142,-10.8231,3.82658e-09,nan,nan,0.459769
KIYQIU_clean_14,-27.6284,0.000339086,-28.4297,-24.0297,2.9764
KIYQOA_clean_14,-31.7742,0.000535657,-32.0295,-24.7295,2.64699
KIVFEC_clean_2,-22.901,3.52561e-05,-26.1437,-16.7437,4.9817
KIYMIQ_clean_4,-30.3173,0.00039982,-32.5872,-20.6872,4.70685
KOGYIP_clean_21,-29.2335,0.000251825,-28.8743,-26.9743,1.37188
KOFVOS_clean_14,-28.7547,0.000329622,-28.8492,-24.0492,2.27068
KOGJOG_clean_14,-27.3619,3.30316e-05,-30.4224,2.27762,2.08513
KIYQEQ_clean_14,-27.5302,0.000306047,-29.127,-16.927,5.36032
KOFPEB01_clean_15,-27.5393,0.000193953,-28.7017,-24.5017,3.82758
KOFPEB03_clean_15,-27.4576,0.000189035,-28.6114,-24.4114,4.08555
KOJYEO_clean_12,-31.4822,0.00117574,nan,nan,0.393937
KOFPEB04_clean_15,-28.2674,0.000240692,-29.542,-25.342,4.08976
KOFPEB02_clean_15,-27.4936,0.00019044,-28.8642,-24.3642,4.20642
KODPUP_clean_60,-24.8671,8.86816e-05,-25.7996,-22.1996,4.88747
KOFPEB05_clean_15,-28.0313,0.000227807,-29.1541,-25.0541,4.40783
KOCCUC_clean_2,-23.648,7.16619e-05,-27.6689,-18.1689,5.506
KOJCUI_45,-26.9658,8.86486e-05,-27.6983,-24.5983,2.5598
KINSEH_clean_47,-30.1677,0.000501714,-31.3185,-20.3185,12.98
KOKSIO_clean_9,-30.1618,2.99052e-05,nan,nan,0.153982
KOKDEU_clean_5,-35.6207,5.29851e-05,nan,nan,1.83498
KOHSOR_clean_2,-37.8199,0.00188744,-39.5075,-2.40755,3.86401
KOFPEB_clean_15,-27.6235,0.000198587,-28.7506,-24.5506,6.82876
KOLWEO_clean_2,-38.6225,0.00380955,nan,nan,0.950873
KOLYUH_clean_88,-33.096,0.000254455,nan,nan,0.946806
KOMFUO_clean_14,-3.90676,1.5977e-10,nan,nan,0.11806
KOLTUC_clean_228,-33.4238,0.000299402,nan,nan,2.2541
KOJZAL_clean_15,-32.5918,0.000671839,-33.2074,-21.7074,3.67904
KOMGID_clean_82,-31.5631,0.000285356,nan,nan,0.407709
KIKDAL_clean_2,-31.632,0.000421701,-31.4371,-8.43712,19.4436
KIKDAL_clean_2,-31.632,0.000421701,-31.4372,-8.43718,19.4436
KOMHAW_clean_2,-29.8474,3.66699e-05,nan,nan,0.336453
KOJZUF_clean_15,-29.7921,0.000529618,-30.7711,-27.9711,3.76394
KOKZIT_clean_2,-21.6803,8.48753e-06,-23.873,-6.37304,3.22473
KOMHIE_clean_126,-57.4938,0.800832,nan,nan,0.656686
KOMGUP_clean_62,-32.5601,0.000202841,-33.1421,1.55786,1.41504
KARLIA_clean_218,-21.7483,7.68681e-05,-25.5277,-15.1277,55.6744
JOZWOM_clean_221,-21.4278,7.2875e-05,-27.1999,-12.3999,98.4883
KEWJIG_clean_2,-33.7697,0.0025426,-36.0001,-24.9001,32.2669
JOZWUS_clean_221,-21.4983,7.31628e-05,-27.2152,-12.3152,98.4726
KOMJED_clean_228,-32.5373,0.000235019,nan,nan,1.35269
KOGSOQ_clean_14,-28.9775,0.000472892,-32.3021,-21.4021,9.53072
KOBFIR_clean_2,-25.5848,0.000163611,-30.7178,-17.4178,11.6881
KOBFIR_clean_2,-25.5848,0.000163611,-30.7177,-17.4177,11.6881
KOMJIH_clean_228,-32.9946,0.000265723,nan,nan,1.3811
KONCIA_clean_2,-30.8057,0.000108505,-30.919,8.98099,0.875788
KOPXOE_clean_18,-28.3406,2.29228e-06,nan,nan,0.366739
KOKKOL_clean_63,-29.3305,0.000214491,-30.0773,-12.0773,6.62255
KOMJON_clean_228,-33.1618,0.000275931,nan,nan,2.19283
KONFEA_clean_4,-30.4392,4.02602e-05,-31.1809,0.519053,1.25665
KONFIE_clean_4,-29.9192,2.197e-05,-30.7977,4.30234,1.18137
KONYOB_clean_2,-29.6772,9.28281e-05,-30.178,-18.678,1.1828
KORMOV_clean_2,-33.4336,9.68904e-05,nan,nan,0.113737
KOQJOR_clean_62,-20.5685,7.98056e-08,nan,nan,0.356214
KOMVIT_clean_15,-22.3962,3.54702e-05,-24.4447,-18.3447,2.68537
KOMHOL_clean_66,-46.7328,0.0244909,-51.025,-35.125,5.65844
KOMJAZ_clean_66,-46.6593,0.0263776,-51.3999,-35.8999,5.71397
KORNAI_clean_2,-25.889,9.48919e-05,-28.1273,-22.0273,2.86597
KONCIB_clean_11,-49.3957,0.254351,-48.8095,-27.6095,4.32379
KOMHEB_clean_66,-45.425,0.013813,-49.5916,-34.1916,7.6638
KOJTOU_clean_14,-27.3486,0.00023121,-30.0836,-20.7836,12.8041
KOSJAF_clean_160,-19.4099,2.91357e-05,-21.5136,-15.0136,4.00674
KOMHUR_clean_66,-46.8838,0.0264599,-51.3835,-35.6835,7.60271
KOQLUZ_clean_2,-22.504,8.58262e-06,-22.9152,-15.9152,4.4751
KOHDIW_clean_61,-23.5654,0.000121071,-27.5729,-18.8729,14.5642
KOSJEJ_clean_8,-19.5131,3.02155e-05,-21.6837,-15.7837,4.83015
KOSJOT_clean_8,-19.3095,2.89117e-05,-21.4413,-15.6413,4.81595
KOMHIF_clean_66,-44.9669,0.0189981,-50.5845,-36.0845,9.98086
KOHLIE_clean_52,-26.8565,0.000280293,-29.9326,-21.9326,16.2431
KOBRAV01_clean_70,-29.5627,0.000288109,-32.2131,-13.0131,19.6769
KOSKAG_clean_8,-19.2749,2.8986e-05,-21.4088,-15.6088,4.93109
KOSJUZ_clean_8,-19.346,2.90798e-05,-21.4567,-15.6567,5.39243
KOSKIO01_clean_8,-19.1658,2.60959e-05,-21.5108,-15.1108,4.82169
KOSKUA_clean_2,-18.7289,2.70374e-05,-20.6467,-17.5467,4.06957
KOCWEF_clean_20,-25.5511,0.000153093,-27.5383,-15.3383,20.2348
KOSKEK_clean_8,-19.1811,2.85592e-05,-21.2543,-15.8543,5.12729
KOMCOG_clean_52,-25.7592,0.00014818,-30.7382,-21.2382,12.7909
KOSLAH_clean_2,-18.5906,2.59101e-05,-20.6419,-17.2419,4.14985
KOSLEL_clean_8,-19.4799,3.01844e-05,-21.5815,-15.7815,4.21158
KOSJIN_clean_8,-19.3904,2.90461e-05,-21.4943,-15.6943,8.21551
KOBRAV_clean_70,-29.5457,0.000287636,-32.1739,-13.3739,20.882
KPACCE10_clean_14,-6.28436,4.73599e-10,nan,nan,0.107119
KOSKIO_clean_8,-19.4155,2.90629e-05,-21.6052,-15.7052,4.91552
KOVJAI_clean_2,-25.1954,5.10582e-05,-27.2968,-21.3968,1.30954
KOSLOV_clean_8,-19.4201,3.01276e-05,-21.4484,-15.5484,4.71093
KOSLUB_clean_8,-19.5887,3.05524e-05,-21.7752,-15.7752,4.62496
KOSLIP_clean_8,-19.2444,2.88353e-05,-21.2681,-15.7681,5.12818
KOSMAI_clean_8,-19.4502,2.85709e-05,-21.6483,-15.3483,4.61385
KUCDOD_clean_2,-28.4836,0.000147435,-30.5762,-20.0762,1.88876
KOXGIP_clean_15,-27.3388,0.000274258,-28.6861,-9.88611,3.55268
