Structure_name,Enthalpy_surface_kjmol,Henry_coeff_molkgPa,ASA_m2_cm3,time
ABAYIO_clean_225,-34.554,0.000646191,483.639,0.367195
ABEMIF_clean_221,-27.517,0.000153543,796.221,0.385003
ABAYOU_clean_225,-34.3161,0.000602382,485.663,0.420017
ABULOB_clean_60,-34.4485,0.000816551,96.7096,0.492387
ABETAE_clean_36,-21.853,1.01585e-05,380.367,0.612538
ABESUX_clean_36,-22.1462,1.07571e-05,374.383,0.619492
acs.chemrev.6b00346_cr6b00346_si_001_clean_218,-21.0753,2.83954e-05,558.923,0.608194
ADABAK_15,-nan,0,0,0.728497
ADIQEL_clean_14,-41.6632,0.000697793,5.81762,0.714602
acs.inorgchem.5b02108_ic5b02108_si_002_clean_98,-28.3635,0.000355392,670.963,0.81449
acs.jpcc.6b08594_UiO66_Ce2Zr4_opt_clean_119,-27.5982,0.000124531,387.601,0.865114
acs.jchemed.6b00258_ed6b00258_si_005_clean_15,-36.5718,7.58962e-07,0.0534258,0.932748
ADAXEK_clean_12,-31.8376,0.000451086,232.663,0.954229
ABAVOP_clean_14,-nan,0,0,1.03917
ACUBAB_clean_15,-25.4957,3.65837e-05,241.769,1.06797
ADEGIA_clean_2,-35.2289,0.000625705,80.0907,1.06657
ADABAK01_clean_2,-nan,0,0,1.19575
acs.inorgchem.5b02316_ic5b02316_si_002_clean_139,-53.3052,0.501695,1053.78,1.27783
ACALIB_clean_14,-nan,0,0,1.30335
ADEGIA01_clean_2,-35.4505,0.000624939,72.6969,1.33425
AFEKAX_clean_123,-32.2099,0.000743514,453.333,0.353444
ABEYEN_clean_33,-29.9292,2.88945e-05,34.2091,1.40758
ABEXOW_clean_33,-29.0356,3.10104e-05,49.6062,1.43151
ABEYAJ_clean_33,-29.7788,3.2163e-05,40.3466,1.42356
ADOGEH_clean_225,-41.1348,0.00732776,662.79,0.623736
ABEXIQ_clean_33,-28.7557,3.08545e-05,54.4079,1.47026
ABEXUC_clean_33,-29.3545,3.05296e-05,43.9542,1.45429
ACUTOI_clean_60,-33.6055,0.000326132,90.8294,1.45259
ACAKUM_14,-31.8984,3.83539e-06,1.82755,1.49933
ABEYIR_clean_33,-30.0947,2.84926e-05,32.0929,1.47808
ACAKUM_clean_14,-31.9109,3.77343e-06,1.78189,1.49669
ABEYIR_33,-30.0958,2.85313e-05,32.0875,1.51858
ABEXEM_clean_33,-28.2656,3.03969e-05,64.143,1.54028
ABEFUL_clean_124,-43.7423,0.00376526,16.8186,1.58012
acs.inorgchem.5b02973_ic5b02973_si_002_clean_147,-47.1871,0.00103264,273.241,1.59739
ACECIV_ion_b_14,-nan,0,0,1.60641
ABIYIV_56,-nan,0,0,1.6579
ABIYIV_clean_56,-nan,0,0,1.68559
ABEXEN_clean_192,-27.3173,0.000196599,578.625,1.73373
acs.chemmater.6b02817_cm6b02817_si_004_clean_218,-22.5115,6.3824e-05,813.854,1.73371
ADAXIO_clean_15,-31.6132,0.000527943,296.315,1.72313
acs.inorgchem.6b00136_ic6b00136_si_002_clean_63,-25.2172,1.86371e-05,242.789,1.86243
ADABIS_clean_2,-nan,0,0,1.81025
ABUWOJ_clean_61,-29.0171,0.000123318,108.659,1.86382
ABIXOZ_clean_2,-17.1283,1.87937e-06,262.989,1.87524
acs.inorgchem.5b02378_ic5b02378_si_002_clean_72,-nan,0,0,1.94844
ADOBIF_clean_118,-29.5822,7.56861e-05,95.0624,1.89591
ADABUE_clean_2,-36.5724,7.74851e-07,0.0543966,1.95805
ADUWIH_clean_201,-22.1166,5.07269e-05,674.464,1.21134
acs.cgd.5b01686_WAHFUJ1434675_clean_14,-30.1841,4.59339e-05,38.6277,2.08353
ADOBAX_118,-31.3625,9.09471e-05,58.762,2.10556
acs.inorgchem.6b02514_ic6b02514_si_002_clean_19,-22.4735,1.56331e-05,247.145,2.10557
ADOBAX_charged_118,-31.363,9.08003e-05,58.755,2.11628
ADOBOL_charged_118,-32.1556,8.65997e-05,44.1748,2.15727
ADOBEB_charged_118,-31.3807,9.4439e-05,60.3409,2.17443
ADOBOL_clean_118,-32.1568,8.65689e-05,44.1295,2.17612
AGESIP_clean_14,-nan,0,0,0.464301
ACODED_60,-33.0568,0.000850445,264.921,2.27865
ADATOQ_clean_199,-28.3138,8.29195e-05,630.667,2.28647
ADAVIM_clean_199,-28.1601,8.32799e-05,636.21,2.2854
AFIPAH_clean_2,-29.8301,1.23556e-05,12.2755,1.2751
ADAVEI_clean_199,-28.79,8.26434e-05,589.101,2.35435
ADAVAE_clean_199,-30.3503,0.000128691,592.694,2.36557
ADATUW_clean_199,-27.7963,6.15032e-05,599.026,2.39183
ACODON_clean_13,-29.8914,0.000244548,452.686,2.42078
AGARUW_clean_62,-23.4975,2.37007e-05,394.794,0.771855
AGUBUA_clean_60,-31.8473,0.000529403,223.897,0.563564
ACAJOF_clean_56,-27.3582,3.59778e-05,212.361,2.51922
AHOJUC_clean_13,-nan,0,0,0.2506
ADOCEC_clean_118,-29.6686,8.18207e-05,89.1775,2.14275
AHOKAJ_clean_13,-nan,0,0,0.257892
ACAJIZ_clean_15,-28.2016,6.59499e-05,175.574,2.60103
AFOYEB_clean_92,-28.1258,5.1773e-05,129.788,1.07217
AHOKIR_clean_12,-30.6367,1.7669e-05,12.1,0.253347
AFOYIE_clean_62,-21.481,2.85054e-05,604.115,1.07862
ADOBUR_charged_118,-32.2825,9.3477e-05,44.7856,2.27595
ADOCAY_charged_118,-32.3358,9.8556e-05,46.0559,2.28914
AGIMOU_clean_14,-nan,0,0,0.902541
acscombsci.5b00188_24205_clean_1,-31.8658,0.00148827,570.281,2.71399
AFUPEX_clean_14,-25.5291,0.000102197,489.23,1.11982
ACODUT_clean_164,-48.6608,0.0916666,77.5653,2.73298
AHOKOX_clean_59,-28.3627,1.05796e-05,13.0604,0.423312
ADOCIG_charged_118,-32.4969,9.67585e-05,43.4942,2.26985
AHOKIR01_clean_2,-nan,0,0,0.586777
AGONAM_clean_14,-27.2626,0.000126554,351.99,1.1454
AHUTIH_clean_14,-nan,0,0,0.5887
AGAYIQ_clean_15,-nan,0,0,1.33179
AHUTIH01_clean_14,-nan,0,0,0.655339
AFEDIA_clean_2,-nan,0,0,2.35383
acs.inorgchem.6b01569_ic6b01569_si_002_clean_15,-25.7341,1.68538e-05,173.117,3.22762
AFOYOK_clean_11,-24.0655,4.56262e-05,441.173,1.7013
AGUWUV_clean_2,-30.9798,2.30911e-06,1.47238,1.2816
acs.inorgchem.6b01416_ic6b01416_si_004_clean_43,-31.9009,0.000621325,359.464,3.36507
acs.inorgchem.6b02407_ic6b02407_si_002_clean_14,-26.0129,0.000155512,392.84,3.33125
acs.cgd.6b00163_UKEBOD1448508_clean_15,-45.0183,0.00675572,23.7832,3.41702
AJOTEY_clean_33,-20.6286,2.79147e-05,478.417,0.852773
AGUTUS_clean_14,-nan,0,0,1.54531
ALATAK_clean_12,-nan,0,0,0.402183
