Structures,CPU_time (s)
ABAYIO_clean_225,0.870189
ABEMIF_clean_221,0.869823
ABAYOU_clean_225,0.919265
ABULOB_clean_60,1.18626
acs.chemrev.6b00346_cr6b00346_si_001_clean_218,1.25487
ABESUX_clean_36,1.34294
ABETAE_clean_36,1.34478
ADABAK_15,1.36328
acs.inorgchem.5b02108_ic5b02108_si_002_clean_98,1.60569
ADIQEL_clean_14,1.63174
ADAXEK_clean_12,1.73551
ACUBAB_clean_15,1.76731
acs.jpcc.6b08594_UiO66_Ce2Zr4_opt_clean_119,1.78796
ABAVOP_clean_14,1.86709
acs.jchemed.6b00258_ed6b00258_si_005_clean_15,1.85748
ADABAK01_clean_2,2.0879
ADEGIA_clean_2,2.0904
ACUTOI_clean_60,2.34606
ADOGEH_clean_225,0.988826
acs.inorgchem.5b02316_ic5b02316_si_002_clean_139,2.43017
AFEKAX_clean_123,0.649028
ADEGIA01_clean_2,2.46796
ACALIB_clean_14,2.57465
ABEXEN_clean_192,2.654
ABEFUL_clean_124,2.75343
acs.inorgchem.5b02973_ic5b02973_si_002_clean_147,2.77862
acs.chemmater.6b02817_cm6b02817_si_004_clean_218,2.87034
ACAKUM_clean_14,2.88803
ACAKUM_14,2.9047
ABIYIV_56,2.90653
ADABIS_clean_2,2.88541
ABIYIV_clean_56,2.93928
ABEYEN_clean_33,2.98578
ABEYAJ_clean_33,3.04557
ABEYIR_clean_33,3.07015
ACECIV_ion_b_14,3.0727
ABEXUC_clean_33,3.08353
ABEXOW_clean_33,3.09916
ABIXOZ_clean_2,3.10016
ABEYIR_33,3.10793
ABEXIQ_clean_33,3.11243
ABEXEM_clean_33,3.14855
ADAXIO_clean_15,3.25514
acs.inorgchem.6b00136_ic6b00136_si_002_clean_63,3.32559
ABUWOJ_clean_61,3.34916
ADOBIF_clean_118,3.38474
ADABUE_clean_2,3.41071
ADUWIH_clean_201,1.84115
ADOBAX_charged_118,3.55822
ADOBEB_charged_118,3.56783
ACAJOF_clean_56,3.62197
ADOBAX_118,3.59508
ADOBOL_charged_118,3.60604
ADAVIM_clean_199,3.62535
ADOBOL_clean_118,3.65869
ADATOQ_clean_199,3.69839
acs.inorgchem.6b02514_ic6b02514_si_002_clean_19,3.70153
ADAVEI_clean_199,3.70582
acs.cgd.5b01686_WAHFUJ1434675_clean_14,3.74135
acs.inorgchem.5b02378_ic5b02378_si_002_clean_72,3.99949
ADATUW_clean_199,3.96781
AGESIP_clean_14,0.892053
ADAVAE_clean_199,3.96778
AFIPAH_clean_2,2.17769
ACODED_60,4.0587
AHOKAJ_clean_13,0.360225
AHOJUC_clean_13,0.363569
ACAJIZ_clean_15,4.11357
AHOKIR_clean_12,0.442704
ADOCEC_clean_118,3.33972
AGUBUA_clean_60,0.964108
ACODON_clean_13,4.3269
AGARUW_clean_62,1.27449
AFOYIE_clean_62,1.60023
ADOCAY_charged_118,3.65238
ACODUT_clean_164,4.5263
ADOBUR_charged_118,3.66428
acscombsci.5b00188_24205_clean_1,4.59138
AGIMOU_clean_14,1.50158
AHOKIR01_clean_2,0.894032
AFOYEB_clean_92,1.76359
AHOKOX_clean_59,0.681358
ADOCIG_charged_118,3.59347
AFEDIA_clean_2,3.14758
acscombsci.5b00188_5036495_clean_1,4.82178
acs.inorgchem.6b01569_ic6b01569_si_002_clean_15,4.84223
AHUTIH_clean_14,0.892437
AFUPEX_clean_14,1.97348
AGONAM_clean_14,1.74331
AHUTIH01_clean_14,1.1379
AGAYIQ_clean_15,2.27632
