Structures,CPU_time (s)
ABAYIO_clean_225,1.67953
ABAYOU_clean_225,1.78743
ABEMIF_clean_221,1.78842
acs.chemrev.6b00346_cr6b00346_si_001_clean_218,2.53481
ABETAE_clean_36,3.04817
ABESUX_clean_36,3.22074
ABULOB_clean_60,3.59785
acs.inorgchem.5b02108_ic5b02108_si_002_clean_98,3.86304
ACUBAB_clean_15,4.52987
ADAXEK_clean_12,4.86624
ABEXEN_clean_192,5.2346
acs.chemmater.6b02817_cm6b02817_si_004_clean_218,5.2847
acs.jpcc.6b08594_UiO66_Ce2Zr4_opt_clean_119,6.03293
ADIQEL_clean_14,6.07587
acs.inorgchem.5b02316_ic5b02316_si_002_clean_139,6.12936
ADOGEH_clean_225,2.6844
ABEFUL_clean_124,6.59922
acscombsci.5b00188_5036495_clean_1,6.6766
ADABAK_15,6.98522
ABIXOZ_clean_2,7.68319
acs.inorgchem.5b02973_ic5b02973_si_002_clean_147,7.72585
AFEKAX_clean_123,2.64817
ADAVIM_clean_199,8.03148
acscombsci.5b00188_5024922_clean_1,8.14929
ADATOQ_clean_199,8.24532
ADEGIA_clean_2,8.25877
ADEGIA01_clean_2,8.33597
ACAJOF_clean_56,8.44804
ACUTOI_clean_60,8.56831
ABAVOP_clean_14,8.61718
ADATUW_clean_199,8.6469
ADAVEI_clean_199,8.65732
ADAVAE_clean_199,8.6805
ADABAK01_clean_2,9.02977
acs.jchemed.6b00258_ed6b00258_si_005_clean_15,9.06146
ABUWOJ_clean_61,9.57607
acscombsci.5b00188_8372_clean_1,9.63685
ACAKUM_clean_14,9.86014
ACAKUM_14,9.86522
ACAJIZ_clean_15,9.88904
ADUWIH_clean_201,5.3683
acscombsci.5b00188_5020072_clean_1,10.0643
ABEXUC_clean_33,10.2713
ABEXEM_clean_33,10.3413
ABEXOW_clean_33,10.3711
ABEYIR_clean_33,10.4862
ABEYEN_clean_33,10.5543
ABEYAJ_clean_33,10.6077
acs.inorgchem.6b02514_ic6b02514_si_002_clean_19,10.6873
ABEXIQ_clean_33,10.7758
ACALIB_clean_14,10.8488
ADAXIO_clean_15,10.9773
ABEYIR_33,11.0437
acs.inorgchem.6b00136_ic6b00136_si_002_clean_63,11.1225
ACODUT_clean_164,11.7303
acs.cgd.5b01686_WAHFUJ1434675_clean_14,11.7425
ADOBAX_118,11.7363
ADOBEB_charged_118,11.7484
acscombsci.5b00188_24205_clean_1,11.9519
ADOBAX_charged_118,11.9426
ADOBOL_charged_118,12.0128
ADOBOL_clean_118,12.0316
ADOBIF_clean_118,12.1005
ABIYIV_56,12.1279
