Structure_name,Enthalpy_surface_kjmol,Henry_coeff_molkgPa,ASA_m2_cm3,time
ATIXUX_clean_68,-33.1165,0.000871708,47.5676,9.73236
ATIBOU02_clean_14,-26.9056,9.04904e-05,122.533,14.1259
ATOGEV_clean_14,-25.5449,0.000111967,182.731,9.34445
AMUWIP_charged_34,-24.7765,0.000134669,582.906,58.2759
AROFET_clean_2,-25.6366,0.000153564,661.885,29.9002
AMILOY_clean_14,-35.7337,0.00133784,437.053,67.0179
ASUKEE_clean_70,-40.394,0.00487509,7.59473,19.7706
ANIDIL_clean_15,-30.6117,0.000150375,33.1497,55.8641
ATICAH_clean_14,-27.0334,8.86658e-05,98.3954,13.6351
ATIBOU_clean_14,-27.5012,7.73338e-05,49.398,13.9724
ASUKEE01_clean_70,-40.5354,0.00502004,7.5533,20.9481
ATICEL_clean_14,-26.8586,7.52154e-05,75.8096,14.4134
ATOWIQ_clean_12,-22.4322,7.41237e-05,710.334,10.7524
ATIBUA_clean_14,-28.5429,0.000103159,58.7445,14.9858
ATOWOW_clean_12,-21.2927,5.96507e-05,699.614,11.3978
AQIXUU_clean_2,-48.0132,0.0905103,29.9931,40.792
ALUJEX_clean_2,-28.4332,0.000324108,310.837,79.4929
ASECUY_clean_15,-24.9605,4.21561e-05,683.12,27.4206
ASUBIB_clean_2,-27.8296,0.000336602,371.936,24.3285
ATEZAC_clean_15,-23.0823,0.000131189,955.868,21.1869
AGIREP_clean_2,-23.6322,0.000111089,755.066,93.7628
ANEHEI_clean_2,-33.5574,0.000629841,229.296,62.8404
ARINOF_clean_2,-35.0148,0.00070942,0.60869,36.1782
AVIHOE_clean_91,-26.1065,0.000169527,632.803,5.11759
AQEFOS_clean_2,-21.9416,1.10385e-05,231.121,49.0893
AHINIP_clean_4,-36.489,0.000823897,18.0948,95.887
AVIHIY_clean_78,-25.813,0.000158326,636.79,8.74083
ATEZIK_clean_15,-24.6212,0.000197132,934.447,25.5755
AVAQIX01_clean_61,-35.552,0.00338216,128.591,15.5826
ASALOV_clean_9,-40.7919,0.00565153,2.97474,33.7032
AVEROJ_clean_4,-23.7975,6.5249e-05,477.366,11.3074
APEBUU_clean_15,-32.7569,0.000390628,37.3063,55.2989
AVAQIX_clean_61,-34.9459,0.00298009,148.732,16.1209
ATIXAE_clean_14,-25.8749,0.000139177,263.201,20.8487
AFITUF_clean_4,-28.8277,0.000184419,257.937,107.968
ATUXIY_clean_15,-30.1311,0.000561613,221.046,18.5561
ASOVEL_clean_19,-28.6817,0.000319328,309.243,32.3133
AVETAY_clean_122,-28.782,0.000562355,187.237,11.8601
ARUYES_14,533.044,4.67289e-107,0,39.4751
AVITUU_clean_141,-26.9323,0.000165253,486.014,9.29703
ATULIM_clean_32,-36.2806,0.00169602,34.9548,18.9945
AVETEC_clean_122,-28.9202,0.000538867,190.376,12.0058
