Structures,CPU_time (s)
ABAYIO_clean_225,1.11936
ABEMIF_clean_221,1.11903
ABAYOU_clean_225,1.12536
acs.chemrev.6b00346_cr6b00346_si_001_clean_218,1.71399
ABULOB_clean_60,1.82422
ABESUX_clean_36,1.89859
ABETAE_clean_36,1.8997
acs.inorgchem.5b02108_ic5b02108_si_002_clean_98,2.2158
ADABAK_15,2.24662
ACUBAB_clean_15,2.41682
ADAXEK_clean_12,2.53578
ADIQEL_clean_14,2.61826
acs.jpcc.6b08594_UiO66_Ce2Zr4_opt_clean_119,2.78901
ABAVOP_clean_14,2.89514
ADABAK01_clean_2,3.42287
ACUTOI_clean_60,3.52428
acs.chemmater.6b02817_cm6b02817_si_004_clean_218,3.57198
ADEGIA_clean_2,3.53711
acs.inorgchem.5b02316_ic5b02316_si_002_clean_139,3.60632
acs.jchemed.6b00258_ed6b00258_si_005_clean_15,3.57535
ABEXEN_clean_192,3.67971
ADOGEH_clean_225,1.512
AFEKAX_clean_123,1.171
ABEFUL_clean_124,3.84361
ADEGIA01_clean_2,3.91332
acs.inorgchem.5b02973_ic5b02973_si_002_clean_147,4.06538
ABIXOZ_clean_2,4.25029
ACALIB_clean_14,4.50168
ACAKUM_clean_14,4.56809
ACAKUM_14,4.62205
ACAJOF_clean_56,4.80268
ABIYIV_clean_56,4.8205
ABEXUC_clean_33,4.83109
ABIYIV_56,4.84477
ABEYEN_clean_33,4.87198
ABEXOW_clean_33,4.88378
ABEXIQ_clean_33,4.93715
ABEYAJ_clean_33,4.94378
ABEYIR_clean_33,4.99109
ABEXEM_clean_33,5.01914
ABEYIR_33,5.0419
ADUWIH_clean_201,2.7843
ADABIS_clean_2,5.05982
ACECIV_ion_b_14,5.13849
ADAVIM_clean_199,5.12174
ADATOQ_clean_199,5.1666
ABUWOJ_clean_61,5.22479
ADAXIO_clean_15,5.25779
ADAVAE_clean_199,5.29257
acscombsci.5b00188_5036495_clean_1,5.41366
ADATUW_clean_199,5.37664
ADAVEI_clean_199,5.38041
acs.inorgchem.6b00136_ic6b00136_si_002_clean_63,5.57956
ACAJIZ_clean_15,5.69507
ADOBEB_charged_118,5.69514
ADOBOL_charged_118,5.70774
ADOBIF_clean_118,5.72399
acs.inorgchem.6b02514_ic6b02514_si_002_clean_19,5.73959
ADOBAX_118,5.74349
ADOBAX_charged_118,5.74824
ADOBOL_clean_118,5.80729
acs.cgd.5b01686_WAHFUJ1434675_clean_14,5.88409
ACODED_60,6.25675
AHOJUC_clean_13,0.54393
AHOKAJ_clean_13,0.535104
AGESIP_clean_14,1.28389
AHOKIR_clean_12,0.652931
ADOCEC_clean_118,5.31425
ACODUT_clean_164,6.45098
ADABUE_clean_2,6.41258
acscombsci.5b00188_5024922_clean_1,6.50575
AFIPAH_clean_2,3.72905
acscombsci.5b00188_24205_clean_1,6.63071
AGUBUA_clean_60,1.53777
AHOKOX_clean_59,0.920321
ACODON_clean_13,6.71945
AFOYIE_clean_62,2.20466
acs.inorgchem.5b02378_ic5b02378_si_002_clean_72,6.81454
AGARUW_clean_62,1.95303
ADOBUR_charged_118,5.76936
ADOCAY_charged_118,5.8357
acscombsci.5b00188_8372_clean_1,7.07505
acs.inorgchem.6b01569_ic6b01569_si_002_clean_15,7.10059
ADOCIG_charged_118,5.55096
AFOYEB_clean_92,2.83579
AFEDIA_clean_2,4.92609
AHOKIR01_clean_2,1.67199
acscombsci.5b00188_5020072_clean_1,7.67207
AGIMOU_clean_14,2.63683
AFUPEX_clean_14,2.91746
AHUTIH_clean_14,1.55103
AGONAM_clean_14,2.74786
acs.inorgchem.6b02407_ic6b02407_si_002_clean_14,8.00569
AHUTIH01_clean_14,1.8394
acs.inorgchem.6b01416_ic6b01416_si_004_clean_43,8.1078
AGABIU_clean_11,3.39657
AJOTEY_clean_33,2.06215
ALATAK_clean_12,0.885348
ALIBUT_clean_229,0.901208
AGAYIQ_clean_15,3.76754
ALICAA_clean_229,0.885736
AFOYOK_clean_11,4.13037
AGUWUV_clean_2,3.56231
acs.cgd.5b01554_VAGNUP1452791_clean_62,9.12446
ACMPCD_clean_1,9.35514
AGUTUS_clean_14,4.49268
AKUHOD01_clean_2,2.82529
ALALUU_clean_2,2.47625
acs.cgd.6b00163_UKEBOD1448508_clean_15,9.87196
AKUHOD_clean_2,2.91316
ALALUU01_clean_2,2.75808
acscombsci.5b00188_34903_clean_1,10.2416
ALIXUP_clean_56,2.0576
AKOHEO_clean_14,4.40656
AHAMAY_clean_2,5.94178
AFITEP_clean_2,7.81922
ALIPEQ_clean_21,3.2626
acscombsci.5b00188_5040209_clean_1,11.3603
AKEDIF_clean_15,5.07707
AFENEE_clean_34,8.98613
AJOXAA_clean_14,5.35859
ALUJUN_clean_2,3.24137
ALUKAU_clean_2,3.2042
ACIBOE_clean_8,12.4315
AMALND_clean_60,1.18515
AGONEQ_clean_7,7.342
AHEQAH_clean_46,7.10975
AGAXOV_clean_2,7.79183
AJINOY_clean_2,6.44001
ABAVIJ_clean_1,13.2006
AJAMEF_clean_15,7.2051
acs.inorgchem.6b00433_ic6b00433_si_002_clean_2,13.7284
ac403674p_si_001_clean_4,14.0433
AKUHOD03_clean_1,7.10603
ALIXOJ_clean_14,5.95392
ALOLIY_clean_15,5.49431
AMIKOX_clean_54,2.62005
AMEJIM_charged_148,3.26745
ALAHUS_clean_122,7.50743
AHOBEG_clean_2,9.04566
AFEJOK_ion_b_8,12.2073
AFIXES_clean_14,11.3122
AGUVOO_charged_60,9.78788
ALUKIC_clean_15,5.65782
AFIXAO_clean_14,11.4735
ALUKOI_clean_15,5.80724
ALUKUO_clean_15,5.91082
ACOLIP_clean_1,15.6938
ALULAV_clean_15,5.89874
ALIFUY_clean_14,8.27783
AMIWID_clean_14,3.75286
AFOVAT_clean_1,12.3754
AFOVEX_clean_1,12.3701
AGAYOW_clean_15,11.2227
AMOZAE_clean_14,2.2037
AMAFOK_clean_2,5.09102
AMIWUP_clean_14,3.90144
AMIWOJ_clean_14,3.91645
AFOTUL_clean_1,12.6746
AMIXAW_clean_14,3.89637
AFOVIB_clean_1,12.6138
AFOTOF_clean_1,12.8917
ACOGAB_clean_2,16.6401
AFOVOH_clean_1,12.5791
ACOGEF_clean_2,16.6795
acs.inorgchem.6b02407_ic6b02407_si_003_clean_5,16.8722
AKOBAF_clean_15,10.4803
AFOYAW_clean_2,13.3707
AJAYIT_clean_9,11.5867
AJUNOK_clean_54,11.4018
ANAWIX_clean_15,3.04997
AKAYIV_clean_13,11.5393
ACOLOV_clean_14,18.2629
AMUCOB_clean_2,4.60594
AMIZIG_clean_62,6.15718
ACIBIY_clean_2,19.3812
AFOQUI_clean_1,15.8262
ANAWOD_clean_52,4.54311
AKUKUO_clean_2,12.4769
AMUFIZ_clean_2,5.46547
AQALIO_clean_62,1.9302
AMUFEV_clean_2,5.95739
am301365h_si_002_clean_160,9.78948
APARAM_clean_147,3.87643
AQALOU_clean_62,2.09932
ADODII_clean_1,18.5411
APEBED_clean_19,3.73464
ADODUU_clean_1,18.7581
AQEQES_clean_15,1.4132
ADODOO_clean_1,19.0319
AMUFOF_clean_2,6.45725
ALEQIT_clean_2,13.7671
AHINIP_clean_4,16.2211
ACOLUB_clean_2,21.7236
AQETUM_clean_14,1.94074
APACAX_clean_122,5.46016
ANENEN_clean_2,6.59706
APETAS_clean_13,4.12882
AQETIA_clean_14,2.54944
AQMAND_clean_2,1.85045
APAZOI_clean_15,5.80371
AQOLOJ_clean_221,1.82734
ALULID_clean_2,12.8988
AQOMAW_clean_221,1.86648
AQEQIW_clean_14,3.53901
AQMAND01_clean_2,2.64615
AQOTIK_clean_123,1.59404
AMUWUB_clean_2,8.26553
AHEBAS_clean_5,17.6912
AMUFAR_clean_2,9.05618
ANUGOG_clean_15,7.02138
AMOYOR_clean_2,9.64384
ARAHIM02_clean_140,0.707746
ALURIJ_clean_18,13.779
ALURAB_clean_18,14.0786
AHOZAA_clean_60,18.3684
ARAHIM01_clean_87,1.24285
acs.inorgchem.6b00894_ic6b00894_si_003_clean_19,24.3061
ALUREF_clean_18,14.2429
ANUGUM_clean_2,8.04269
ARAHIM_clean_87,1.31988
AFITIT_clean_5,20.8717
AQEFUY_clean_15,5.81214
