Structure_name,Enthalpy_surface_kjmol,Henry_coeff_molkgPa,ASA_m2_cm3,time
ABAYIO_clean_225,-33.4194,0.000855205,483.778,0.932949
ABEMIF_clean_221,-26.9792,0.000221254,795.736,0.943255
ABAYOU_clean_225,-33.1157,0.000808796,485.495,0.945694
acs.chemrev.6b00346_cr6b00346_si_001_clean_218,-20.4465,4.91097e-05,558.825,1.52365
ABULOB_clean_60,-33.0642,0.00172268,96.7858,1.62981
ABESUX_clean_36,-21.5836,2.02811e-05,374.67,1.71918
ABETAE_clean_36,-21.3418,1.97069e-05,380.159,1.72132
acs.inorgchem.5b02108_ic5b02108_si_002_clean_98,-28.0964,0.000560832,670.679,2.03772
ADABAK_15,-29.3503,1.41306e-05,0,2.0757
ACUBAB_clean_15,-24.7961,5.21804e-05,241.866,2.24608
ADAXEK_clean_12,-30.9612,0.000735335,232.727,2.36776
ADIQEL_clean_14,-40.034,0.0121757,5.88262,2.45092
acs.jpcc.6b08594_UiO66_Ce2Zr4_opt_clean_119,-26.8482,0.000175584,387.37,2.62216
ABAVOP_clean_14,-7.26546,1.80289e-09,0,2.71828
ADABAK01_clean_2,-28.4331,1.40278e-05,0,3.25813
ACUTOI_clean_60,-32.6613,0.000819199,90.9083,3.37492
acs.chemmater.6b02817_cm6b02817_si_004_clean_218,-22.0972,9.17062e-05,814.081,3.39637
ADEGIA_clean_2,-33.8312,0.00109617,79.9756,3.36714
acs.inorgchem.5b02316_ic5b02316_si_002_clean_139,-52.6215,0.6329,1053.42,3.41459
acs.jchemed.6b00258_ed6b00258_si_005_clean_15,-33.9547,0.000235869,0.0463483,3.40263
ABEXEN_clean_192,-26.954,0.000285727,578.821,3.50205
ADOGEH_clean_225,-40.0824,0.0102889,662.827,1.44552
AFEKAX_clean_123,-33.981,0.00206093,453.534,1.10819
ABEFUL_clean_124,-42.0534,0.00882643,16.816,3.6668
ADEGIA01_clean_2,-34.1534,0.00107164,72.8187,3.7448
acs.inorgchem.5b02973_ic5b02973_si_002_clean_147,-44.868,0.00963262,273.306,3.88986
ABIXOZ_clean_2,-16.6359,3.54702e-06,263.105,4.0731
ACALIB_clean_14,-25.81,4.55958e-06,0,4.32227
ACAKUM_clean_14,-29.6974,8.95129e-05,1.79539,4.36954
ACAKUM_14,-29.6974,8.95127e-05,1.83111,4.42274
ACAJOF_clean_56,-27.9697,0.00012271,212.544,4.60326
ABIYIV_clean_56,-30.0282,7.78137e-05,0,4.64522
ABEXUC_clean_33,-27.8201,7.64815e-05,43.865,4.65607
ABIYIV_56,-30.0282,7.78136e-05,0,4.65951
ABEYEN_clean_33,-28.3435,7.68767e-05,34.0717,4.69693
ABEXOW_clean_33,-27.5254,7.45225e-05,49.4835,4.70872
ABEXIQ_clean_33,-27.285,7.25909e-05,54.4464,4.75863
ABEYAJ_clean_33,-28.2347,7.9226e-05,40.3505,4.74773
ABEYIR_clean_33,-28.5004,7.68339e-05,32.0412,4.80504
ABEXEM_clean_33,-26.8812,7.26469e-05,64.0208,4.84386
ABEYIR_33,-28.5004,7.6834e-05,32.0868,4.86293
ADUWIH_clean_201,-21.7246,7.98171e-05,674.534,2.7214
ADABIS_clean_2,-31.1842,2.20783e-05,0,4.88923
ACECIV_ion_b_14,-36.6836,0.000151846,0,4.94229
ADAVIM_clean_199,-27.7241,0.000178557,636.032,4.95433
ADATOQ_clean_199,-28.0842,0.000191776,630.623,5.00187
