Structure_name,Enthalpy_surface_kjmol,Henry_coeff_molkgPa,ASA_m2_cm3,time
ABAYOU_clean_225,-33.1157,0.000808796,485.56,2.90727
ABAYIO_clean_225,-33.4194,0.000855205,483.553,2.9269
ABEMIF_clean_221,-26.9792,0.000221254,795.882,3.53666
acs.chemrev.6b00346_cr6b00346_si_001_clean_218,-20.4465,4.91097e-05,559.239,3.51651
ABETAE_clean_36,-21.3418,1.9707e-05,380.445,5.15582
ABESUX_clean_36,-21.5835,2.02812e-05,374.771,5.41752
ABULOB_clean_60,-33.0642,0.00172268,96.7191,7.3349
acs.inorgchem.5b02108_ic5b02108_si_002_clean_98,-28.0964,0.000560832,671.001,7.53062
acs.chemmater.6b02817_cm6b02817_si_004_clean_218,-22.0972,9.17062e-05,814.194,8.32453
acscombsci.5b00188_5036495_clean_1,-13.3925,1.7007e-05,828.367,8.38994
ABEXEN_clean_192,-26.954,0.000285727,578.656,8.84705
ACUBAB_clean_15,-24.7961,5.21804e-05,241.659,10.6449
acscombsci.5b00188_5024922_clean_1,-14.4555,1.93183e-05,518.205,11.0269
acs.jpcc.6b08594_UiO66_Ce2Zr4_opt_clean_119,-26.8482,0.000175584,387.687,11.1666
acs.inorgchem.5b02316_ic5b02316_si_002_clean_139,-52.6215,0.6329,1054.21,11.3342
ADAXEK_clean_12,-30.9612,0.000735335,232.739,11.6099
ADOGEH_clean_225,-40.0824,0.0102889,662.546,4.94303
ADAVIM_clean_199,-27.7241,0.000178557,636.117,12.8698
ADATOQ_clean_199,-28.0842,0.000191776,630.492,13.3958
ADATUW_clean_199,-28.0439,0.000163934,599.016,13.8211
ADAVEI_clean_199,-28.4768,0.000199802,589.134,14.0987
ADAVAE_clean_199,-29.5665,0.00026286,592.728,14.1665
acscombsci.5b00188_5020072_clean_1,-15.482,1.83691e-05,640.22,14.9627
acscombsci.5b00188_8372_clean_1,-18.4342,2.11067e-05,342.819,15.1483
ABIXOZ_clean_2,-16.6359,3.54702e-06,263.102,15.1755
ADIQEL_clean_14,-40.034,0.0121757,5.68562,15.928
ABEFUL_clean_124,-42.0534,0.00882643,16.7808,16.0443
AFEKAX_clean_123,-33.981,0.00206093,453.126,5.6104
ABUWOJ_clean_61,-27.6494,0.000296876,108.888,16.7496
ADEGIA_clean_2,-33.8312,0.00109617,79.9948,17.0318
ADEGIA01_clean_2,-34.1534,0.00107164,72.9067,17.2203
ADUWIH_clean_201,-21.7246,7.98172e-05,674.303,9.40346
acs.inorgchem.5b02973_ic5b02973_si_002_clean_147,-44.868,0.00963262,273.497,18.3667
acs.inorgchem.6b02407_ic6b02407_si_002_clean_14,-25.6836,0.000338586,392.839,20.0502
acs.jchemed.6b00258_ed6b00258_si_005_clean_15,-33.9547,0.000235869,0.0534258,20.3009
acs.inorgchem.6b00136_ic6b00136_si_002_clean_63,-37.5548,0.00168065,242.817,21.2662
acs.inorgchem.6b02514_ic6b02514_si_002_clean_19,-22.607,3.51365e-05,247.023,21.3279
ADABAK_15,-29.3502,1.41306e-05,0,22.5933
AFOYIE_clean_62,-21.1589,5.33874e-05,604.183,6.08044
acscombsci.5b00188_24205_clean_1,-31.2723,0.00201425,570.035,23.1577
ADABAK01_clean_2,-28.4331,1.40278e-05,0,23.3632
ABEXEM_clean_33,-26.8812,7.26469e-05,63.9854,23.6006
ADAXIO_clean_15,-31.091,0.000840095,296.242,23.8783
ABEXIQ_clean_33,-27.285,7.25909e-05,54.5512,24.2472
ABEXOW_clean_33,-27.5254,7.45224e-05,49.5881,24.7582
ABEXUC_clean_33,-27.8201,7.64814e-05,43.9014,25.08
ACODUT_clean_164,-48.0655,0.107154,77.5198,25.064
ADOBIF_clean_118,-28.3074,0.000134974,95.1317,25.2439
ACAJIZ_clean_15,-28.2402,0.000171358,175.705,25.2611
ABEYAJ_clean_33,-28.2347,7.92262e-05,40.2949,25.4159
ABEYIR_33,-28.5004,7.68339e-05,32.0683,25.5088
ABEYEN_clean_33,-28.3435,7.68766e-05,34.2165,25.5523
ABEYIR_clean_33,-28.5004,7.68341e-05,32.0798,25.67
ACUTOI_clean_60,-32.6613,0.000819199,90.8306,25.7972
ADOCEC_clean_118,-28.2985,0.000153105,89.1021,23.0975
ACAJOF_clean_56,-27.9697,0.00012271,212.368,26.8046
ADOBEB_charged_118,-30.0163,0.000163142,60.3973,27.1759
ADOBAX_charged_118,-29.9749,0.000160947,58.713,27.2075
ACODON_clean_13,-29.2065,0.000420836,452.739,27.2454
ADOBAX_118,-29.9749,0.000160947,58.7928,27.4746
ADOBOL_clean_118,-30.7287,0.000179944,44.2457,28.441
AFIPAH_clean_2,-27.7291,8.00952e-05,12.5123,17.4674
ADOBOL_charged_118,-30.7287,0.000179944,44.2529,28.8037
AGABIU_clean_11,-14.7653,7.10576e-06,475.501,8.8119
ABAVOP_clean_14,-7.26063,1.80353e-09,0,29.2468
AFUPEX_clean_14,-24.7668,0.000170552,489.634,9.26057
ACAKUM_clean_14,-29.6974,8.9513e-05,1.78611,29.6798
AHOKIR_clean_12,-28.378,8.20676e-05,12.1191,2.55647
ACAKUM_14,-29.6974,8.95126e-05,1.87727,30.4486
AHOKOX_clean_59,-26.1979,7.4096e-05,13.231,2.94586
AGUBUA_clean_60,-31.0244,0.000828933,223.776,6.08596
AFOYEB_clean_92,-27.4892,9.1609e-05,129.427,14.6472
acs.cgd.5b01686_WAHFUJ1434675_clean_14,-28.8394,0.000142605,38.7253,31.3528
ADOBUR_charged_118,-30.8194,0.000182822,44.6532,28.937
ADOCAY_charged_118,-30.8849,0.000188183,45.9171,28.9613
AGESIP_clean_14,-12.3707,1.22468e-08,0,8.95908
ACALIB_clean_14,-25.8098,4.55962e-06,0,32.228
acs.inorgchem.6b01416_ic6b01416_si_004_clean_43,-31.3901,0.000937734,359.569,32.2512
AGARUW_clean_62,-23.3222,3.94848e-05,395.015,10.9608
ADOCIG_charged_118,-31.0012,0.000190058,43.5632,28.7723
acs.inorgchem.6b01569_ic6b01569_si_002_clean_15,-25.7118,3.85425e-05,173.077,32.563
AHOJUC_clean_13,4.39896,4.56838e-12,0,5.86519
acscombsci.5b00188_5040209_clean_1,-31.2467,0.00100538,574.677,32.7531
AHOKAJ_clean_13,6.21423,1.90589e-12,0,5.64975
acscombsci.5b00188_34903_clean_1,-34.0904,0.0049508,828.737,33.161
ACODED_60,-32.2934,0.00139551,264.716,33.1921
acs.cgd.5b01554_VAGNUP1452791_clean_62,-24.0272,6.67856e-05,355.781,33.2925
AFOYOK_clean_11,-23.5265,7.21954e-05,441.288,17.1543
