Structures,CPU_time (s)
ABAYIO_clean_225,2.49146
ABAYOU_clean_225,2.55921
ABEMIF_clean_221,3.02421
acs.chemrev.6b00346_cr6b00346_si_001_clean_218,3.32949
ABETAE_clean_36,4.60577
ABESUX_clean_36,4.70275
acs.inorgchem.5b02108_ic5b02108_si_002_clean_98,5.73457
ABULOB_clean_60,5.9171
acs.chemmater.6b02817_cm6b02817_si_004_clean_218,7.20013
ABEXEN_clean_192,7.35293
ACUBAB_clean_15,7.81383
acscombsci.5b00188_5036495_clean_1,8.12052
ADAXEK_clean_12,8.4366
acs.jpcc.6b08594_UiO66_Ce2Zr4_opt_clean_119,8.72589
acs.inorgchem.5b02316_ic5b02316_si_002_clean_139,8.84014
ADOGEH_clean_225,3.98591
acscombsci.5b00188_5024922_clean_1,10.1777
ADAVIM_clean_199,10.4775
ABEFUL_clean_124,11.1908
ADATOQ_clean_199,11.242
ADATUW_clean_199,11.682
ADAVEI_clean_199,11.7814
ADIQEL_clean_14,11.8227
ADAVAE_clean_199,11.8725
acscombsci.5b00188_8372_clean_1,12.4005
AFEKAX_clean_123,4.39523
ABIXOZ_clean_2,12.5955
ADEGIA01_clean_2,13.0035
acscombsci.5b00188_5020072_clean_1,13.1238
acs.inorgchem.5b02973_ic5b02973_si_002_clean_147,13.4799
ADEGIA_clean_2,13.8602
ABUWOJ_clean_61,14.2601
acs.jchemed.6b00258_ed6b00258_si_005_clean_15,14.5291
ADABAK_15,14.9789
ADUWIH_clean_201,8.12493
acs.inorgchem.6b02514_ic6b02514_si_002_clean_19,15.9248
ADABAK01_clean_2,16.744
acs.inorgchem.6b00136_ic6b00136_si_002_clean_63,17.1812
acs.inorgchem.6b02407_ic6b02407_si_002_clean_14,17.2332
ADAXIO_clean_15,17.6086
ACAJIZ_clean_15,18.2339
AFOYIE_clean_62,5.15329
ACUTOI_clean_60,18.4839
acscombsci.5b00188_24205_clean_1,18.5296
ABEXEM_clean_33,18.7461
ABEXIQ_clean_33,18.8841
ACAJOF_clean_56,18.9443
ABEXOW_clean_33,18.9867
ABEXUC_clean_33,19.1667
ABEYEN_clean_33,19.3482
ABEYAJ_clean_33,19.3729
ABEYIR_clean_33,19.4809
ACODUT_clean_164,19.6065
ABEYIR_33,19.6502
ADOBIF_clean_118,19.6204
ADOBAX_charged_118,19.6814
ADOBAX_118,19.6881
ABAVOP_clean_14,20.2374
ADOBEB_charged_118,20.7946
ACAKUM_14,20.9629
ACAKUM_clean_14,21.0531
ADOCEC_clean_118,18.2868
ADOBOL_clean_118,21.4268
ADOBOL_charged_118,21.5057
ACALIB_clean_14,21.7083
ACODON_clean_13,22.128
AFIPAH_clean_2,13.4164
AFUPEX_clean_14,7.52052
AGABIU_clean_11,7.65604
acs.inorgchem.6b01569_ic6b01569_si_002_clean_15,23.0753
AHOKIR_clean_12,2.28223
