Structure_name,Enthalpy_surface_kjmol,Henry_coeff_molkgPa,ASA_m2_cm3,time
ABEMIF_clean_221,-27.2406,0.000209523,796.078,0.578122
ABAYIO_clean_225,-33.8484,0.000805336,483.89,0.588157
ABAYOU_clean_225,-33.549,0.000760376,485.821,0.667416
ABULOB_clean_60,-33.673,0.00147082,96.7489,0.752762
acs.chemrev.6b00346_cr6b00346_si_001_clean_218,-20.8782,4.25292e-05,559.139,0.871842
ABESUX_clean_36,-21.9823,1.65277e-05,374.586,0.907042
ABETAE_clean_36,-21.7108,1.60657e-05,380.433,0.929495
ADABAK_15,-nan,0,0,0.994188
ADIQEL_clean_14,-40.8764,0.00904199,5.68834,1.07065
acs.inorgchem.5b02108_ic5b02108_si_002_clean_98,-28.3437,0.00051316,670.777,1.18067
acs.jpcc.6b08594_UiO66_Ce2Zr4_opt_clean_119,-27.1664,0.000164392,387.502,1.20277
acs.jchemed.6b00258_ed6b00258_si_005_clean_15,-35.6513,0.000103868,0.0463483,1.28406
ADAXEK_clean_12,-31.4242,0.000665989,232.916,1.29857
ABAVOP_clean_14,-nan,0,0,1.35794
ACUBAB_clean_15,-25.0743,4.87575e-05,241.5,1.3956
ADABAK01_clean_2,-30.3473,3.72245e-06,0,1.50741
ADEGIA_clean_2,-34.2644,0.0010112,80.1655,1.53048
ACALIB_clean_14,-nan,0,0,1.75809
acs.inorgchem.5b02316_ic5b02316_si_002_clean_139,-52.7133,0.627602,1053.49,1.78378
AFEKAX_clean_123,-33.8759,0.00156529,453.165,0.462942
ADEGIA01_clean_2,-34.5612,0.000993882,72.7481,1.81863
ADOGEH_clean_225,-40.4222,0.0097398,662.785,0.784169
ACUTOI_clean_60,-33.2299,0.000661334,90.824,1.87602
ABEYEN_clean_33,-29.1208,6.30017e-05,34.3736,2.06774
ACAKUM_clean_14,-31.0997,4.84768e-05,1.83764,2.07743
ACAKUM_14,-31.0993,4.85316e-05,1.84995,2.06476
ABEXUC_clean_33,-28.5789,6.25466e-05,43.9082,2.09194
ABEYIR_33,-29.2852,6.29253e-05,31.9753,2.10483
ABIYIV_56,-32.2003,9.00135e-06,0,2.11844
