Structure_name,Enthalpy_surface_kjmol,Henry_coeff_molkgPa,ASA_m2_cm3,time
ABAYOU_clean_225,-33.1158,0.000808794,485.607,0.797473
ABAYIO_clean_225,-33.4195,0.000855201,483.609,0.812438
ABEMIF_clean_221,-26.9794,0.000221252,796.342,0.819224
ABULOB_clean_60,-33.0667,0.0017224,96.6921,1.23425
acs.chemrev.6b00346_cr6b00346_si_001_clean_218,-20.4489,4.91012e-05,559.015,1.24323
ABETAE_clean_36,-21.3516,1.96842e-05,380.616,1.39646
ABESUX_clean_36,-21.5933,2.026e-05,374.356,1.44609
ADABAK_15,-29.5039,1.38257e-05,0,1.47299
acs.inorgchem.5b02108_ic5b02108_si_002_clean_98,-28.0967,0.000560825,670.776,1.64493
ACUBAB_clean_15,-24.7967,5.21784e-05,241.865,1.84896
ADIQEL_clean_14,-40.0363,0.012174,5.85841,1.88609
ADAXEK_clean_12,-30.9628,0.000735265,232.802,1.94245
acs.jpcc.6b08594_UiO66_Ce2Zr4_opt_clean_119,-26.8486,0.00017558,387.682,1.99918
ABAVOP_clean_14,-7.61324,1.51535e-09,0,2.22923
acs.jchemed.6b00258_ed6b00258_si_005_clean_15,-33.9707,0.000235592,0.0463483,2.36597
ADABAK01_clean_2,-28.4481,1.40122e-05,0,2.44415
ADEGIA_clean_2,-33.8326,0.00109607,80.0088,2.4586
ADOGEH_clean_225,-40.0825,0.0102888,662.347,1.12442
acs.inorgchem.5b02316_ic5b02316_si_002_clean_139,-52.6215,0.6329,1053.81,2.7318
ACUTOI_clean_60,-32.6663,0.000818911,90.681,2.73891
ABEXEN_clean_192,-26.9558,0.000285675,578.762,2.80059
AFEKAX_clean_123,-33.983,0.0020607,453.662,0.821116
acs.chemmater.6b02817_cm6b02817_si_004_clean_218,-22.0976,9.17043e-05,814.399,2.92873
ADEGIA01_clean_2,-34.1543,0.00107159,72.8115,2.95603
ABEFUL_clean_124,-42.058,0.00882395,16.8751,3.01587
acs.inorgchem.5b02973_ic5b02973_si_002_clean_147,-44.8687,0.00963231,273.317,3.09134
ACALIB_clean_14,-25.9193,4.50735e-06,0,3.22737
ACAKUM_clean_14,-29.7122,8.94193e-05,1.84208,3.43695
ABIXOZ_clean_2,-16.6469,3.54374e-06,263.033,3.50423
ABIYIV_56,-30.1094,7.71875e-05,0,3.52144
ACAKUM_14,-29.7123,8.94192e-05,1.81655,3.50456
ADABIS_clean_2,-31.3807,2.13541e-05,0,3.55879
ABIYIV_clean_56,-30.1091,7.71894e-05,0,3.65191
ABEYEN_clean_33,-28.3491,7.68486e-05,34.101,3.66007
ABEYIR_33,-28.5057,7.68078e-05,32.0691,3.70428
ABEXIQ_clean_33,-27.2902,7.25647e-05,54.5751,3.71443
ABEXOW_clean_33,-27.5306,7.44956e-05,49.5366,3.69591
ABEYIR_clean_33,-28.5058,7.68073e-05,32.0197,3.72121
ABEYAJ_clean_33,-28.2399,7.91988e-05,40.367,3.73699
ABEXUC_clean_33,-27.8256,7.64529e-05,43.9196,3.74935
ACECIV_ion_b_14,-36.71,0.000151454,0,3.76184
ABEXEM_clean_33,-26.8864,7.26198e-05,64.0711,3.86672
ADUWIH_clean_201,-21.7257,7.98121e-05,674.666,2.18562
ADAXIO_clean_15,-31.0921,0.000840036,296.259,3.89997
ACAJOF_clean_56,-27.981,0.000122597,212.366,3.93043
acs.inorgchem.6b00136_ic6b00136_si_002_clean_63,-37.5674,0.00167896,242.834,4.09448
ADATOQ_clean_199,-28.0867,0.000191748,630.553,4.13341
ABUWOJ_clean_61,-27.6527,0.00029681,108.819,4.12837
ADAVIM_clean_199,-27.7266,0.000178531,635.975,4.19816
ADOBIF_clean_118,-28.3114,0.000134939,95.1944,4.21553
ADOBAX_118,-29.9795,0.000160897,58.6905,4.25517
ADOBEB_charged_118,-30.0208,0.000163093,60.369,4.2678
ADAVEI_clean_199,-28.4799,0.000199768,589.183,4.33866
acs.inorgchem.6b02514_ic6b02514_si_002_clean_19,-22.6158,3.51074e-05,247.085,4.36067
ADABUE_clean_2,-33.928,0.000228368,0.0543966,4.36652
ADOBOL_charged_118,-30.7314,0.000179911,44.1578,4.38651
ADATUW_clean_199,-28.0482,0.000163888,598.991,4.38919
ADOBAX_charged_118,-29.9795,0.000160897,58.6156,4.39275
ADOBOL_clean_118,-30.7315,0.000179911,44.2144,4.39582
ADAVAE_clean_199,-29.5684,0.000262836,592.905,4.39248
acs.cgd.5b01686_WAHFUJ1434675_clean_14,-28.8498,0.000142498,38.6805,4.50961
ACAJIZ_clean_15,-28.2555,0.000171102,175.46,4.69746
AGESIP_clean_14,-12.736,1.14825e-08,0,0.955113
AHOJUC_clean_13,4.29214,4.5083e-12,0,0.366662
AHOKAJ_clean_13,6.00955,1.83241e-12,0,0.392291
ACODED_60,-32.2962,0.00139525,264.868,4.8468
acscombsci.5b00188_5036495_clean_1,-13.3946,1.70043e-05,828.413,4.88506
AHOKIR_clean_12,-28.3792,8.20629e-05,12.1382,0.464036
acs.inorgchem.5b02378_ic5b02378_si_002_clean_72,-32.9255,5.44623e-05,0,4.96201
ADOCEC_clean_118,-28.3031,0.000153056,89.0191,4.27953
ACODUT_clean_164,-48.0657,0.107153,77.4816,5.15247
AHOKOX_clean_59,-26.1994,7.409e-05,13.14,0.715035
AGUBUA_clean_60,-31.0259,0.000828861,223.893,1.18957
ACODON_clean_13,-29.21,0.000420727,452.74,5.1905
AGARUW_clean_62,-23.3265,3.94707e-05,395.072,1.54553
AFIPAH_clean_2,-27.7328,8.00771e-05,12.4374,3.10902
ADOBUR_charged_118,-30.8243,0.000182765,44.7225,4.56066
acscombsci.5b00188_24205_clean_1,-31.2732,0.0020141,569.92,5.41344
AFOYIE_clean_62,-21.1638,5.33659e-05,604.14,1.88125
ADOCAY_charged_118,-30.8895,0.000188127,46.0244,4.7559
AHOKIR01_clean_2,-34.7348,0.000262279,0,1.14752
AFEDIA_clean_2,8.5729,2.49047e-14,0,3.7465
acs.inorgchem.6b01569_ic6b01569_si_002_clean_15,-25.7223,3.85086e-05,173.108,5.73474
AFOYEB_clean_92,-27.4946,9.15725e-05,129.484,2.2187
ADOCIG_charged_118,-31.0058,0.000190003,43.6323,4.44565
AGIMOU_clean_14,-33.406,0.000308928,0,1.94078
acscombsci.5b00188_5024922_clean_1,-14.4577,1.93152e-05,518.13,5.76401
acscombsci.5b00188_8372_clean_1,-18.4417,2.10952e-05,342.889,6.02304
AHUTIH_clean_14,-23.0597,2.68445e-06,0,1.12105
AGONAM_clean_14,-26.8368,0.000210087,352.494,2.12692
AFUPEX_clean_14,-24.769,0.000170526,489.551,2.45725
AHUTIH01_clean_14,-24.9187,5.38587e-06,0,1.41376
acs.inorgchem.6b02407_ic6b02407_si_002_clean_14,-25.6871,0.000338496,392.965,6.44686
acs.inorgchem.6b01416_ic6b01416_si_004_clean_43,-31.3927,0.000937539,359.459,6.48579
AGAYIQ_clean_15,-34.4949,0.000126327,0,2.85397
ALATAK_clean_12,0.131334,5.55566e-11,0,0.632079
AGABIU_clean_11,-14.7676,7.10462e-06,475.545,2.97176
ALIBUT_clean_229,-25.9028,3.59965e-05,211.33,0.657882
AJOTEY_clean_33,-20.0663,4.16724e-05,478.628,1.64921
AFOYOK_clean_11,-23.5312,7.21672e-05,441.314,3.23568
acscombsci.5b00188_5020072_clean_1,-15.4854,1.83631e-05,640.156,6.82381
ALICAA_clean_229,-25.201,2.564e-05,200.897,0.698714
AGUWUV_clean_2,-27.6613,3.64591e-05,1.48747,2.91316
AGUTUS_clean_14,-8.63211,3.26158e-10,0,3.29464
acs.cgd.6b00163_UKEBOD1448508_clean_15,-43.7288,0.0152963,23.7616,7.43556
ALALUU_clean_2,-2.42427,5.94455e-11,0,1.75635
acs.cgd.5b01554_VAGNUP1452791_clean_62,-24.0351,6.67379e-05,355.699,7.73348
ALALUU01_clean_2,-3.46801,8.97869e-11,0,1.9937
AKUHOD_clean_2,-1.25357,2.24671e-11,0,2.12969
AKUHOD01_clean_2,-0.264786,1.36938e-11,0,2.26499
ACMPCD_clean_1,-21.9266,4.72865e-06,39.2481,7.94922
ALIXUP_clean_56,-18.0735,3.34593e-06,175.609,1.58955
AFITEP_clean_2,-34.1961,0.00185548,18.9858,6.12921
AHAMAY_clean_2,-31.348,0.000104345,1.97668,4.47323
acscombsci.5b00188_34903_clean_1,-34.0906,0.00495073,828.636,8.7925
AKOHEO_clean_14,-20.2114,6.47586e-06,140.332,3.45959
AFENEE_clean_34,-37.4307,0.00138825,0,7.01343
ALIPEQ_clean_21,-2.18532,1.43311e-10,0,2.73471
AJOXAA_clean_14,-26.5508,0.000198447,363.036,4.24695
acscombsci.5b00188_5040209_clean_1,-31.2469,0.00100537,574.574,9.51578
AKEDIF_clean_15,-30.6748,0.0009896,540.873,4.28709
ALUJUN_clean_2,-34.5411,0.00177711,97.9289,2.56624
AJINOY_clean_2,-14.7232,2.45004e-09,0,4.7925
ALUKAU_clean_2,-34.5223,0.00134186,80.5462,2.33627
AMALND_clean_60,-22.5575,4.53507e-06,0,0.831554
AGONEQ_clean_7,-20.8548,6.99574e-05,657.64,6.05044
ABAVIJ_clean_1,-41.1659,0.0048885,0.453579,10.3213
AGAXOV_clean_2,-20.907,6.58436e-05,638.968,6.55207
ACIBOE_clean_8,-23.4685,9.64736e-05,507.87,10.3602
acs.inorgchem.6b00433_ic6b00433_si_002_clean_2,-29.1711,0.000309234,217.074,10.4063
AHEQAH_clean_46,-22.5763,0.000127437,871.012,6.2129
AJAMEF_clean_15,-38.0116,0.00123615,0,5.71072
AKUHOD03_clean_1,-0.955825,8.92671e-12,0,4.99468
ac403674p_si_001_clean_4,-22.4313,2.3267e-05,327.331,11.0083
AHOBEG_clean_2,-31.5407,0.000343564,12.7008,6.79725
AMEJIM_charged_148,-25.2297,3.67486e-05,109.093,2.4134
ALOLIY_clean_15,-16.8993,3.14881e-06,212.616,4.705
AMIKOX_clean_54,9.95323,1.41303e-14,0,2.05413
ALIXOJ_clean_14,-22.8193,7.28799e-05,532.15,4.93019
AGUVOO_charged_60,-27.6628,0.00022603,241.769,7.47812
AFIXAO_clean_14,-31.9945,0.00050654,238.916,8.9966
