Structure_name,Enthalpy_surface_kjmol,Henry_coeff_molkgPa,ASA_m2_cm3,time
ABEMIF_clean_221,-27.0001,0.000220879,796.337,0.674274
ABAYIO_clean_225,-33.4511,0.000853187,483.536,0.676539
ABAYOU_clean_225,-33.1438,0.00080711,485.433,0.720031
ABULOB_clean_60,-33.1591,0.00170191,96.5657,0.977598
acs.chemrev.6b00346_cr6b00346_si_001_clean_218,-20.5279,4.85478e-05,559.055,1.04266
ABESUX_clean_36,-21.7107,1.97062e-05,374.679,1.15369
ABETAE_clean_36,-21.4559,1.91445e-05,380.132,1.15718
ADABAK_15,-30.1567,3.22144e-06,0,1.19417
acs.inorgchem.5b02108_ic5b02108_si_002_clean_98,-28.1275,0.000558761,670.645,1.42066
ADIQEL_clean_14,-40.166,0.0119376,5.81005,1.46821
ADAXEK_clean_12,-31.0228,0.000730763,232.821,1.57061
ACUBAB_clean_15,-24.8329,5.19504e-05,241.9,1.60764
acs.jpcc.6b08594_UiO66_Ce2Zr4_opt_clean_119,-26.8747,0.000175146,387.672,1.63464
ABAVOP_clean_14,-7.65196,2.09477e-11,0,1.68093
acs.jchemed.6b00258_ed6b00258_si_005_clean_15,-34.3816,0.000218057,0.0534258,1.70403
ADABAK01_clean_2,-29.0052,1.25362e-05,0,1.93466
ADEGIA_clean_2,-33.8803,0.00109045,80.0187,1.92943
ACUTOI_clean_60,-32.7988,0.000801377,90.7956,2.18614
ADOGEH_clean_225,-40.0976,0.0102778,662.379,0.929201
acs.inorgchem.5b02316_ic5b02316_si_002_clean_139,-52.6229,0.632865,1053.74,2.22134
AFEKAX_clean_123,-34.0684,0.00204049,453.545,0.585484
ADEGIA01_clean_2,-34.1984,0.0010671,72.8608,2.30099
ACALIB_clean_14,-27.142,2.90782e-06,0,2.38876
ABEXEN_clean_192,-26.9788,0.000282751,578.751,2.46479
ABEFUL_clean_124,-42.2029,0.00865512,16.7933,2.56716
acs.inorgchem.5b02973_ic5b02973_si_002_clean_147,-44.961,0.00953858,273.488,2.58734
acs.chemmater.6b02817_cm6b02817_si_004_clean_218,-22.1236,9.14742e-05,813.987,2.68484
ACAKUM_clean_14,-30.0797,8.39186e-05,1.84758,2.67983
ACAKUM_14,-30.0807,8.38914e-05,1.81615,2.69302
ABIYIV_56,-30.985,6.0729e-05,0,2.70336
ADABIS_clean_2,-31.88,4.2681e-06,0,2.72298
ABIYIV_clean_56,-30.9831,6.07095e-05,0,2.74718
ABEYEN_clean_33,-28.4938,7.54485e-05,34.2815,2.78689
ABEYAJ_clean_33,-28.3788,7.78137e-05,40.3793,2.85932
ABEYIR_clean_33,-28.6503,7.54266e-05,32.0706,2.88403
ACECIV_ion_b_14,-37.1691,0.000126445,0,2.88218
ABEXUC_clean_33,-27.9686,7.50056e-05,43.8105,2.89721
ABEXOW_clean_33,-27.6722,7.30745e-05,49.5,2.91286
ABIXOZ_clean_2,-16.8107,3.41653e-06,262.96,2.91399
ABEYIR_33,-28.6502,7.54304e-05,31.9543,2.91865
ABEXIQ_clean_33,-27.4314,7.11627e-05,54.5178,2.9263
ABEXEM_clean_33,-27.0202,7.1198e-05,64.1306,2.95955
ADAXIO_clean_15,-31.1451,0.000834481,296.321,3.08575
acs.inorgchem.6b00136_ic6b00136_si_002_clean_63,-37.8556,0.00156969,242.73,3.14017
ABUWOJ_clean_61,-27.7695,0.000291614,108.829,3.1631
ADOBIF_clean_118,-28.4068,0.000133244,95.0598,3.21769
ADABUE_clean_2,-34.3405,0.000211187,0.0508579,3.24365
ADUWIH_clean_201,-21.7774,7.93084e-05,674.52,1.7809
ADOBAX_charged_118,-30.089,0.000158717,58.7665,3.39107
ADOBEB_charged_118,-30.1299,0.000160891,60.3898,3.40207
ACAJOF_clean_56,-28.1802,0.000117301,212.458,3.40787
ADOBAX_118,-30.089,0.000158717,58.6746,3.42537
ADOBOL_charged_118,-30.8122,0.000178068,44.1831,3.4392
ADAVIM_clean_199,-27.84,0.00017592,635.925,3.46439
ADOBOL_clean_118,-30.8121,0.00017807,44.2447,3.49164
ADATOQ_clean_199,-28.2001,0.000188671,630.412,3.53293
acs.inorgchem.6b02514_ic6b02514_si_002_clean_19,-22.7495,3.39394e-05,247.095,3.54162
ADAVEI_clean_199,-28.6055,0.000196331,589.079,3.54464
acs.cgd.5b01686_WAHFUJ1434675_clean_14,-29.0519,0.00013755,38.537,3.52791
ADAVAE_clean_199,-29.6607,0.000260319,592.869,3.56233
ADATUW_clean_199,-28.1836,0.000159848,599.102,3.61077
acs.inorgchem.5b02378_ic5b02378_si_002_clean_72,-33.9888,3.79439e-05,0,3.6245
AGESIP_clean_14,-14.2652,5.00807e-10,0,0.701817
AFIPAH_clean_2,-27.8778,7.85944e-05,12.4699,2.11744
ACODED_60,-32.3685,0.00138137,264.857,3.85002
AHOKAJ_clean_13,4.70143,3.93585e-13,0,0.296311
AHOJUC_clean_13,3.43379,7.11357e-13,0,0.302093
ACAJIZ_clean_15,-28.435,0.000162014,175.648,3.90759
AHOKIR_clean_12,-28.5171,8.08614e-05,12.2497,0.378848
ADOCEC_clean_118,-28.4043,0.000150927,88.9613,3.26712
AGUBUA_clean_60,-31.087,0.000822473,223.955,0.904255
ACODON_clean_13,-29.2839,0.000415996,452.736,4.11203
AGARUW_clean_62,-23.4107,3.87818e-05,395.012,1.21096
AFOYIE_clean_62,-21.2518,5.2512e-05,603.92,1.53362
ADOCAY_charged_118,-30.9857,0.000185891,45.8842,3.58779
ACODUT_clean_164,-48.0809,0.107026,77.3795,4.31364
ADOBUR_charged_118,-30.9234,0.000180529,44.6156,3.59966
acscombsci.5b00188_24205_clean_1,-31.3017,0.00200633,569.995,4.3796
AGIMOU_clean_14,-33.643,0.000295684,0,1.4373
AHOKIR01_clean_2,-35.7877,0.000209998,0,0.833385
AFOYEB_clean_92,-27.6101,8.98128e-05,129.561,1.69678
AHOKOX_clean_59,-26.3471,7.27277e-05,13.1398,0.607516
ADOCIG_charged_118,-31.103,0.000187741,43.4982,3.52958
AFEDIA_clean_2,-nan,0,0,3.0855
acscombsci.5b00188_5036495_clean_1,-13.4361,1.68876e-05,828.325,4.60361
acs.inorgchem.6b01569_ic6b01569_si_002_clean_15,-25.8852,3.7266e-05,173.052,4.68621
AHUTIH_clean_14,-23.8522,1.99366e-06,0,0.828237
AFUPEX_clean_14,-24.824,0.000169272,489.211,1.90479
AGONAM_clean_14,-26.9208,0.000207271,352.399,1.67824
AHUTIH01_clean_14,-25.6915,3.89132e-06,0,1.06771
AGAYIQ_clean_15,-35.02,0.000112914,0,2.20215
acscombsci.5b00188_5024922_clean_1,-14.5099,1.91528e-05,518.182,5.26968
acs.inorgchem.6b01416_ic6b01416_si_004_clean_43,-31.4483,0.000928085,359.493,5.31709
acscombsci.5b00188_8372_clean_1,-18.5821,2.0626e-05,343.01,5.30252
AFOYOK_clean_11,-23.6108,7.1108e-05,441.351,2.56598
acs.inorgchem.6b02407_ic6b02407_si_002_clean_14,-25.7761,0.000333408,392.806,5.35713
AGUWUV_clean_2,-28.0361,3.43858e-05,1.47302,2.08869
ALATAK_clean_12,-1.32609,2.08367e-13,0,0.525584
AJOTEY_clean_33,-20.1321,4.1171e-05,478.364,1.30807
ALIBUT_clean_229,-25.9778,3.56773e-05,212.002,0.532783
AGABIU_clean_11,-14.8457,7.01209e-06,475.673,2.67901
acs.cgd.6b00163_UKEBOD1448508_clean_15,-43.8189,0.0150902,23.7983,5.73011
ALICAA_clean_229,-25.2824,2.53942e-05,200.91,0.532565
AGUTUS_clean_14,-nan,0,0,2.50008
ALALUU_clean_2,-nan,0,0,1.2377
AKUHOD01_clean_2,-nan,0,0,1.5296
acscombsci.5b00188_5020072_clean_1,-15.5351,1.81506e-05,640.18,6.12256
ALALUU01_clean_2,-nan,0,0,1.46028
AKUHOD_clean_2,-nan,0,0,1.66845
AFITEP_clean_2,-34.3797,0.00180153,18.975,4.71368
acs.cgd.5b01554_VAGNUP1452791_clean_62,-24.1553,6.47729e-05,355.683,6.53366
ACMPCD_clean_1,-22.0562,4.64255e-06,39.2534,6.68331
ALIXUP_clean_56,-18.3301,2.97041e-06,175.622,1.27108
AHAMAY_clean_2,-31.6867,9.75062e-05,2.01132,3.27069
AKOHEO_clean_14,-20.3677,6.31081e-06,140.462,2.72189
AFENEE_clean_34,-37.9575,0.00122262,0,5.54465
acscombsci.5b00188_34903_clean_1,-34.1027,0.00494437,828.469,7.32439
AJOXAA_clean_14,-26.5883,0.000197507,362.981,3.29261
ALUKAU_clean_2,-34.5659,0.00133564,80.6396,1.76222
ALUJUN_clean_2,-34.5824,0.00176885,98.0039,1.89554
ALIPEQ_clean_21,-3.98338,5.44151e-11,0,2.47379
AJINOY_clean_2,-nan,0,0,3.8331
AMALND_clean_60,-23.0375,3.31187e-06,0,0.591234
AKEDIF_clean_15,-30.7308,0.00098105,540.873,3.62907
acscombsci.5b00188_5040209_clean_1,-31.2622,0.00100418,574.675,8.1424
AKUHOD03_clean_1,-nan,0,0,3.69799
AGONEQ_clean_7,-20.9256,6.91636e-05,657.92,5.11671
ABAVIJ_clean_1,-41.3073,0.00479391,0.458653,8.35576
AJAMEF_clean_15,-38.5409,0.00108768,0,4.3885
