Structures,CPU_time (s)
ABEMIF_clean_221,0.794549
ABAYIO_clean_225,0.798037
ABAYOU_clean_225,0.849441
ABULOB_clean_60,0.931313
acs.chemrev.6b00346_cr6b00346_si_001_clean_218,1.068
ABESUX_clean_36,1.08675
ABETAE_clean_36,1.10807
ADABAK_15,1.16734
ADIQEL_clean_14,1.2277
acs.inorgchem.5b02108_ic5b02108_si_002_clean_98,1.35814
acs.jpcc.6b08594_UiO66_Ce2Zr4_opt_clean_119,1.35883
acs.jchemed.6b00258_ed6b00258_si_005_clean_15,1.42984
ADAXEK_clean_12,1.45631
ABAVOP_clean_14,1.55242
ACUBAB_clean_15,1.5555
ADABAK01_clean_2,1.66982
ADEGIA_clean_2,1.68774
ACALIB_clean_14,1.96449
acs.inorgchem.5b02316_ic5b02316_si_002_clean_139,1.96548
AFEKAX_clean_123,0.52268
ADEGIA01_clean_2,1.97579
ADOGEH_clean_225,0.845545
ACUTOI_clean_60,2.0396
ABEYEN_clean_33,2.24985
ACAKUM_clean_14,2.25913
ACAKUM_14,2.26156
ABEXUC_clean_33,2.27249
ABEYIR_33,2.28624
ABIYIV_56,2.29971
acs.inorgchem.5b02973_ic5b02973_si_002_clean_147,2.30109
ABEXEN_clean_192,2.30241
ABEFUL_clean_124,2.3024
ABEYIR_clean_33,2.31111
ABEXOW_clean_33,2.3127
ABEYAJ_clean_33,2.31454
ACECIV_ion_b_14,2.33262
acs.chemmater.6b02817_cm6b02817_si_004_clean_218,2.34952
ABEXIQ_clean_33,2.36256
ABEXEM_clean_33,2.38206
ABIYIV_clean_56,2.39957
ADABIS_clean_2,2.42926
ADAXIO_clean_15,2.52676
ABIXOZ_clean_2,2.58099
ADABUE_clean_2,2.6368
ABUWOJ_clean_61,2.69356
acs.inorgchem.6b00136_ic6b00136_si_002_clean_63,2.69791
ADOBIF_clean_118,2.68999
acs.inorgchem.5b02378_ic5b02378_si_002_clean_72,2.74487
ADUWIH_clean_201,1.55333
acs.cgd.5b01686_WAHFUJ1434675_clean_14,2.87018
ADOBAX_charged_118,2.86394
ADOBAX_118,2.86727
ADOBEB_charged_118,2.87345
ADOBOL_clean_118,2.90585
ADOBOL_charged_118,2.94497
acs.inorgchem.6b02514_ic6b02514_si_002_clean_19,2.9935
AGESIP_clean_14,0.645092
ADAVIM_clean_199,3.07308
ADAVAE_clean_199,3.09872
ACAJOF_clean_56,3.15414
ADAVEI_clean_199,3.15626
ACODED_60,3.20703
ADATOQ_clean_199,3.18941
ADATUW_clean_199,3.19802
AFIPAH_clean_2,1.72913
ACODON_clean_13,3.33158
AGARUW_clean_62,1.0007
AHOJUC_clean_13,0.339439
AHOKAJ_clean_13,0.341574
ACAJIZ_clean_15,3.40535
ADOCEC_clean_118,2.60034
AGUBUA_clean_60,0.786199
AHOKIR_clean_12,0.362408
AFOYIE_clean_62,1.3327
acscombsci.5b00188_24205_clean_1,3.64202
AFOYEB_clean_92,1.37945
AGIMOU_clean_14,1.21629
ACODUT_clean_164,3.69401
AHOKOX_clean_59,0.554332
ADOBUR_charged_118,2.9595
ADOCIG_charged_118,2.84238
ADOCAY_charged_118,3.03836
AFUPEX_clean_14,1.55202
AHOKIR01_clean_2,0.780384
AHUTIH_clean_14,0.73752
AGONAM_clean_14,1.46572
AGAYIQ_clean_15,1.72898
AHUTIH01_clean_14,0.877928
AFEDIA_clean_2,2.79931
acs.inorgchem.6b01569_ic6b01569_si_002_clean_15,4.18171
AFOYOK_clean_11,2.0937
AGUWUV_clean_2,1.69285
AJOTEY_clean_33,1.12502
acs.inorgchem.6b01416_ic6b01416_si_004_clean_43,4.53479
acscombsci.5b00188_5036495_clean_1,4.54361
acs.inorgchem.6b02407_ic6b02407_si_002_clean_14,4.56818
ALATAK_clean_12,0.506574
acs.cgd.6b00163_UKEBOD1448508_clean_15,4.61678
ALIBUT_clean_229,0.476341
AGUTUS_clean_14,2.01183
AGABIU_clean_11,2.42911
acscombsci.5b00188_8372_clean_1,4.76548
ALICAA_clean_229,0.462976
acscombsci.5b00188_5024922_clean_1,4.95797
AKUHOD01_clean_2,1.22345
ALALUU_clean_2,0.999361
ALALUU01_clean_2,1.11423
AKUHOD_clean_2,1.28181
AHAMAY_clean_2,2.57861
AFITEP_clean_2,3.83016
acscombsci.5b00188_5020072_clean_1,5.57797
ALIXUP_clean_56,1.10226
acs.cgd.5b01554_VAGNUP1452791_clean_62,5.71668
AKOHEO_clean_14,2.17756
ACMPCD_clean_1,5.92789
AJOXAA_clean_14,2.54731
acscombsci.5b00188_34903_clean_1,6.04628
AFENEE_clean_34,4.5911
ALUJUN_clean_2,1.46085
ALUKAU_clean_2,1.46077
AKUHOD03_clean_1,2.65998
AMALND_clean_60,0.518158
AJINOY_clean_2,3.27471
AKEDIF_clean_15,3.05659
ACIBOE_clean_8,6.79927
AGAXOV_clean_2,4.49998
AJAMEF_clean_15,3.53627
ABAVIJ_clean_1,6.88104
ALIPEQ_clean_21,2.41568
acs.inorgchem.6b00433_ic6b00433_si_002_clean_2,7.02051
acscombsci.5b00188_5040209_clean_1,7.04209
AGONEQ_clean_7,4.39913
AHOBEG_clean_2,4.32188
ac403674p_si_001_clean_4,7.34221
AGAYOW_clean_15,5.04378
AMEJIM_charged_148,1.44942
ACOLIP_clean_1,7.60318
AGUVOO_charged_60,4.92752
AMIKOX_clean_54,1.48471
ALIFUY_clean_14,3.44545
ALIXOJ_clean_14,3.41899
AFIXAO_clean_14,6.05201
AHEQAH_clean_46,5.17295
ALOLIY_clean_15,3.40102
